Annotation Cluster 1	Enrichment Score: 9.540068833055507											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0044429~mitochondrial part	14	10.9375	1.27E-04	"UQCRC2, SLC25A5, CYC1, TOMM40, BCL2L1, UQCRFS1, LONP1, UQCR10, MRPL12, C1QBP, BAX, PHB2, HSPD1, MDH2"	94	524	12504	3.554003573	0.01639913	0.001271121	0.148012763
SP_PIR_KEYWORDS	transit peptide	11	8.59375	0.001033636	"UQCRC2, MTHFD2, LONP1, MRPL12, C1QBP, TXN2, CYC1, HSPD1, UQCRFS1, MDH2, HSPA9"	121	457	17854	3.551621245	0.166410332	0.010649593	1.261037363
UP_SEQ_FEATURE	transit peptide:Mitochondrion	11	8.59375	0.001893645	"UQCRC2, MTHFD2, LONP1, MRPL12, C1QBP, TXN2, CYC1, HSPD1, UQCRFS1, MDH2, HSPA9"	120	449	16021	3.270805494	0.516137001	0.214931647	2.592850404
GOTERM_BP_FAT	GO:0006091~generation of precursor metabolites and energy	7	5.46875	0.017100688	"UQCRC2, UQCR10, TXN2, CYC1, UQCRFS1, MYBBP1A, MDH2"	108	261	13588	3.374343692	0.999999986	0.386773512	23.98079576
GOTERM_CC_FAT	GO:0031980~mitochondrial lumen	5	3.90625	0.033231994	"LONP1, MRPL12, C1QBP, HSPD1, MDH2"	94	163	12504	4.080407258	0.987643512	0.15547726	32.53622119
GOTERM_CC_FAT	GO:0005759~mitochondrial matrix	5	3.90625	0.033231994	"LONP1, MRPL12, C1QBP, HSPD1, MDH2"	94	163	12504	4.080407258	0.987643512	0.15547726	32.53622119
GOTERM_BP_FAT	GO:0055114~oxidation reduction	8	6.25	0.278297611	"UQCRC2, MTHFD2, UQCR10, TXN2, CYC1, UQCRFS1, MYBBP1A, MDH2"	108	672	13588	1.497795414	1	0.878988886	99.43965365
SP_PIR_KEYWORDS	oxidoreductase	4	3.125	0.743932646	"UQCRC2, MTHFD2, UQCRFS1, MDH2"	121	572	17854	1.031844189	1	0.987214036	99.99999451
												
Annotation Cluster 11	Enrichment Score: 2.102135276448641											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0022613~ribonucleoprotein complex biogenesis	8	6.25	1.02E-04	"EIF6, EIF3D, PA2G4, GTPBP4, EMG1, NPM1, NOP56, NHP2"	108	137	13588	7.3468505	0.10186044	0.026499999	0.162661432
GOTERM_BP_FAT	GO:0042254~ribosome biogenesis	7	5.46875	2.52E-04	"EIF6, PA2G4, GTPBP4, EMG1, NPM1, NOP56, NHP2"	108	112	13588	7.863425926	0.232388228	0.051519678	0.399964661
GOTERM_BP_FAT	GO:0034660~ncRNA metabolic process	8	6.25	0.001075905	"PA2G4, NARS, EMG1, METTL1, SARS, AARS, NHP2, MARS"	108	202	13588	4.982764943	0.67671838	0.131644365	1.696624409
SP_PIR_KEYWORDS	ribosome biogenesis	4	3.125	0.003420662	"GTPBP4, EMG1, NOP56, NHP2"	121	45	17854	13.11588613	0.452869861	0.028309122	4.117599578
GOTERM_BP_FAT	GO:0034470~ncRNA processing	5	3.90625	0.0361445	"PA2G4, EMG1, METTL1, AARS, NHP2"	108	158	13588	3.981481481	1	0.492117312	44.30026502
GOTERM_BP_FAT	GO:0009451~RNA modification	3	2.34375	0.043125482	"METTL1, AARS, NHP2"	108	42	13588	8.986772487	1	0.503738752	50.37845228
SP_PIR_KEYWORDS	rrna processing	3	2.34375	0.059814641	"PA2G4, EMG1, NHP2"	121	59	17854	7.502731475	0.999980699	0.27332472	53.08668785
GOTERM_BP_FAT	GO:0006364~rRNA processing	3	2.34375	0.115324636	"PA2G4, EMG1, NHP2"	108	74	13588	5.100600601	1	0.695831445	85.74143842
GOTERM_BP_FAT	GO:0016072~rRNA metabolic process	3	2.34375	0.117901029	"PA2G4, EMG1, NHP2"	108	75	13588	5.032592593	1	0.701003129	86.38738623
												
Annotation Cluster 12	Enrichment Score: 1.96984632542746											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006396~RNA processing	12	9.375	6.48E-04	"DDX39, PA2G4, EMG1, SNRPD3, METTL1, PRPF8, PTBP1, AARS, SNRPB, SF3B5, NHP2, YBX1"	108	437	13588	3.454869057	0.493401945	0.10715257	1.025203896
SP_PIR_KEYWORDS	mrna splicing	7	5.46875	0.00184629	"DDX39, SNRPD3, PRPF8, PTBP1, SNRPB, SF3B5, YBX1"	121	191	17854	5.407727922	0.277651417	0.017907032	2.242202723
GOTERM_BP_FAT	GO:0008380~RNA splicing	7	5.46875	0.005103542	"DDX39, SNRPD3, PRPF8, PTBP1, SNRPB, SF3B5, YBX1"	108	201	13588	4.381610466	0.995333397	0.23537227	7.811407964
SP_PIR_KEYWORDS	mrna processing	7	5.46875	0.005670631	"DDX39, SNRPD3, PRPF8, PTBP1, SNRPB, SF3B5, YBX1"	121	240	17854	4.303650138	0.632441008	0.042582908	6.74045217
GOTERM_BP_FAT	GO:0016071~mRNA metabolic process	8	6.25	0.00983628	"DDX39, SNRPD3, PRPF8, EIF3E, PTBP1, SNRPB, SF3B5, YBX1"	108	302	13588	3.332842777	0.99996862	0.292236066	14.5408665
GOTERM_BP_FAT	GO:0006397~mRNA processing	7	5.46875	0.017392705	"DDX39, SNRPD3, PRPF8, PTBP1, SNRPB, SF3B5, YBX1"	108	262	13588	3.361464518	0.99999999	0.383905326	24.33901603
SP_PIR_KEYWORDS	Spliceosome	4	3.125	0.038909181	"SNRPD3, PRPF8, SNRPB, SF3B5"	121	111	17854	5.317251135	0.999074153	0.201736203	38.55336833
GOTERM_CC_FAT	GO:0005681~spliceosome	4	3.125	0.064977865	"SNRPD3, PRPF8, SNRPB, SF3B5"	94	124	12504	4.291008922	0.999838993	0.260051343	54.26942203
KEGG_PATHWAY	mmu03040:Spliceosome	4	3.125	0.124723385	"SNRPD3, PRPF8, SNRPB, SF3B5"	58	124	5738	3.191323693	0.999931693	0.581866602	75.0078149
												
Annotation Cluster 13	Enrichment Score: 1.7657941815388754											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0031400~negative regulation of protein modification process	4	3.125	0.003278049	"GTPBP4, BAX, SOCS1, YWHAE"	108	38	13588	13.24366472	0.968073589	0.205165566	5.085486935
GOTERM_BP_FAT	GO:0010605~negative regulation of macromolecule metabolic process	11	8.59375	0.00652325	"PA2G4, GTPBP4, PSMC5, BAX, SOCS1, NPM1, NFKB1, TNFRSF4, MYBBP1A, YWHAE, MYC"	108	506	13588	2.73510467	0.998956636	0.24877825	9.88048701
GOTERM_BP_FAT	GO:0019220~regulation of phosphate metabolic process	8	6.25	0.009669455	"GTPBP4, NUP62, BAX, SOCS1, NPM1, TNFRSF4, YWHAE, CISH"	108	301	13588	3.343915344	0.999962554	0.296346716	14.31170194
GOTERM_BP_FAT	GO:0051174~regulation of phosphorus metabolic process	8	6.25	0.009669455	"GTPBP4, NUP62, BAX, SOCS1, NPM1, TNFRSF4, YWHAE, CISH"	108	301	13588	3.343915344	0.999962554	0.296346716	14.31170194
GOTERM_BP_FAT	GO:0032269~negative regulation of cellular protein metabolic process	4	3.125	0.019120229	"GTPBP4, BAX, SOCS1, YWHAE"	108	72	13588	6.989711934	0.999999998	0.397268655	26.42603844
GOTERM_BP_FAT	GO:0010563~negative regulation of phosphorus metabolic process	3	2.34375	0.021718862	"BAX, SOCS1, YWHAE"	108	29	13588	13.01532567	1	0.414727459	29.4640766
GOTERM_BP_FAT	GO:0045936~negative regulation of phosphate metabolic process	3	2.34375	0.021718862	"BAX, SOCS1, YWHAE"	108	29	13588	13.01532567	1	0.414727459	29.4640766
GOTERM_BP_FAT	GO:0032268~regulation of cellular protein metabolic process	7	5.46875	0.023251462	"EIF4G1, PA2G4, GTPBP4, BAX, SOCS1, CDK4, YWHAE"	108	280	13588	3.14537037	1	0.42213683	31.20029315
GOTERM_BP_FAT	GO:0051248~negative regulation of protein metabolic process	4	3.125	0.023581562	"GTPBP4, BAX, SOCS1, YWHAE"	108	78	13588	6.452041785	1	0.41969663	31.56897001
GOTERM_BP_FAT	GO:0042325~regulation of phosphorylation	7	5.46875	0.027021643	"GTPBP4, NUP62, BAX, SOCS1, NPM1, TNFRSF4, CISH"	108	290	13588	3.036909323	1	0.437134395	35.30245998
GOTERM_BP_FAT	GO:0031399~regulation of protein modification process	4	3.125	0.141084324	"GTPBP4, BAX, SOCS1, YWHAE"	108	165	13588	3.050056117	1	0.738322979	91.08594083
												
Annotation Cluster 14	Enrichment Score: 1.7496156757849761											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SMART	SM00360:RRM	6	4.6875	0.010876896	"EIF3B, EIF3G, EIF4H, PTBP1, G3BP1, NCL"	59	212	9131	4.380076751	0.421214929	0.239220747	9.997597483
INTERPRO	"IPR000504:RNA recognition motif, RNP-1"	6	4.6875	0.01554924	"EIF3B, EIF3G, EIF4H, PTBP1, G3BP1, NCL"	123	212	17763	4.087206627	0.993566201	0.568734637	19.07731608
INTERPRO	"IPR012677:Nucleotide-binding, alpha-beta plait"	6	4.6875	0.015837999	"EIF3B, EIF3G, EIF4H, PTBP1, G3BP1, NCL"	123	213	17763	4.068017863	0.994146133	0.520196659	19.39733686
UP_SEQ_FEATURE	domain:RRM	4	3.125	0.037464751	"EIF3B, EIF3G, EIF4H, G3BP1"	120	99	16021	5.394276094	0.999999555	0.876219151	41.09439494
												
Annotation Cluster 15	Enrichment Score: 1.5424157809025998											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0019220~regulation of phosphate metabolic process	8	6.25	0.009669455	"GTPBP4, NUP62, BAX, SOCS1, NPM1, TNFRSF4, YWHAE, CISH"	108	301	13588	3.343915344	0.999962554	0.296346716	14.31170194
GOTERM_BP_FAT	GO:0051174~regulation of phosphorus metabolic process	8	6.25	0.009669455	"GTPBP4, NUP62, BAX, SOCS1, NPM1, TNFRSF4, YWHAE, CISH"	108	301	13588	3.343915344	0.999962554	0.296346716	14.31170194
GOTERM_BP_FAT	GO:0044092~negative regulation of molecular function	5	3.90625	0.020368274	"GTPBP4, NUP62, NR4A1, TNFRSF4, MYC"	108	132	13588	4.765712682	1	0.401886197	27.90010306
GOTERM_BP_FAT	GO:0042325~regulation of phosphorylation	7	5.46875	0.027021643	"GTPBP4, NUP62, BAX, SOCS1, NPM1, TNFRSF4, CISH"	108	290	13588	3.036909323	1	0.437134395	35.30245998
GOTERM_BP_FAT	GO:0008285~negative regulation of cell proliferation	6	4.6875	0.03197559	"GTPBP4, IL2RA, NUP62, PHB2, BAX, NPM1"	108	224	13588	3.370039683	1	0.474399912	40.34479883
GOTERM_BP_FAT	GO:0045859~regulation of protein kinase activity	5	3.90625	0.059270446	"GTPBP4, NUP62, NPM1, TNFRSF4, CISH"	108	186	13588	3.382118678	1	0.551195675	62.13870799
GOTERM_BP_FAT	GO:0043549~regulation of kinase activity	5	3.90625	0.065052228	"GTPBP4, NUP62, NPM1, TNFRSF4, CISH"	108	192	13588	3.276427469	1	0.559776098	65.67308253
GOTERM_BP_FAT	GO:0051338~regulation of transferase activity	5	3.90625	0.072158056	"GTPBP4, NUP62, NPM1, TNFRSF4, CISH"	108	199	13588	3.161176252	1	0.586351202	69.59355188
												
Annotation Cluster 16	Enrichment Score: 1.4578249587185332											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0015171~amino acid transmembrane transporter activity	4	3.125	0.006627468	"SLC1A5, SLC7A1, SLC3A2, SLC7A5"	103	50	13288	10.3207767	0.797271283	0.107734815	8.224861895
GOTERM_MF_FAT	GO:0005275~amine transmembrane transporter activity	4	3.125	0.012500106	"SLC1A5, SLC7A1, SLC3A2, SLC7A5"	103	63	13288	8.191092618	0.951146705	0.171951325	14.98665756
GOTERM_BP_FAT	GO:0006865~amino acid transport	4	3.125	0.01842686	"SLC1A5, SLC7A1, SLC3A2, SLC7A5"	108	71	13588	7.088158581	0.999999997	0.393626219	25.5949461
SP_PIR_KEYWORDS	amino-acid transport	3	2.34375	0.020649987	"SLC7A1, SLC3A2, SLC7A5"	121	33	17854	13.41397446	0.974585809	0.118945791	22.58998338
GOTERM_BP_FAT	GO:0015837~amine transport	4	3.125	0.035994678	"SLC1A5, SLC7A1, SLC3A2, SLC7A5"	108	92	13588	5.47020934	1	0.496761761	44.16247808
GOTERM_BP_FAT	GO:0046942~carboxylic acid transport	4	3.125	0.043238016	"SLC1A5, SLC7A1, SLC3A2, SLC7A5"	108	99	13588	5.083426861	1	0.499444458	50.47113723
GOTERM_BP_FAT	GO:0015849~organic acid transport	4	3.125	0.044328062	"SLC1A5, SLC7A1, SLC3A2, SLC7A5"	108	100	13588	5.032592593	1	0.503139123	51.36055676
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	11	8.59375	0.999965597	"SLC1A5, TNFRSF9, IL2RB, IL2RA, SLC7A1, IL21R, SLC3A2, TNFRSF4, SLC7A5, SSR2, IGFBP4"	120	3444	16021	0.426420345	1	1	100
												
Annotation Cluster 17	Enrichment Score: 1.4297158470026796											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0009057~macromolecule catabolic process	13	10.15625	0.005285813	"DDB1, SOCS1, NEDD8, CDC34, CISH, PSMA1, PSMB4, PSMC5, PSMA6, UBA1, EIF3E, PSMC2, MYC"	108	654	13588	2.500906105	0.996149393	0.223303537	8.079517926
GOTERM_BP_FAT	GO:0044265~cellular macromolecule catabolic process	12	9.375	0.008422312	"PSMB4, PSMA1, PSMC5, PSMA6, UBA1, DDB1, EIF3E, SOCS1, NEDD8, CDC34, MYC, CISH"	108	609	13588	2.479109652	0.999859797	0.28007497	12.58019465
GOTERM_BP_FAT	GO:0030163~protein catabolic process	11	8.59375	0.012198722	"PSMB4, PSMA1, PSMC5, PSMA6, UBA1, PSMC2, DDB1, SOCS1, NEDD8, CDC34, CISH"	108	556	13588	2.48914202	0.999997439	0.32304879	17.7250681
GOTERM_BP_FAT	GO:0051603~proteolysis involved in cellular protein catabolic process	10	7.8125	0.024903259	"PSMB4, PSMA1, PSMC5, PSMA6, UBA1, DDB1, SOCS1, NEDD8, CDC34, CISH"	108	534	13588	2.356082674	1	0.423702522	33.02665799
GOTERM_BP_FAT	GO:0044257~cellular protein catabolic process	10	7.8125	0.025700881	"PSMB4, PSMA1, PSMC5, PSMA6, UBA1, DDB1, SOCS1, NEDD8, CDC34, CISH"	108	537	13588	2.342920201	1	0.427305349	33.89221567
GOTERM_BP_FAT	GO:0043632~modification-dependent macromolecule catabolic process	9	7.03125	0.04708291	"PSMA1, PSMC5, PSMA6, UBA1, DDB1, SOCS1, NEDD8, CDC34, CISH"	108	508	13588	2.229002625	1	0.509604235	53.54211263
GOTERM_BP_FAT	GO:0019941~modification-dependent protein catabolic process	9	7.03125	0.04708291	"PSMA1, PSMC5, PSMA6, UBA1, DDB1, SOCS1, NEDD8, CDC34, CISH"	108	508	13588	2.229002625	1	0.509604235	53.54211263
KEGG_PATHWAY	mmu04120:Ubiquitin mediated proteolysis	4	3.125	0.152121741	"UBA1, DDB1, SOCS1, CDC34"	58	136	5738	2.909736308	0.999993081	0.547101589	82.05100396
GOTERM_BP_FAT	GO:0006508~proteolysis	12	9.375	0.189980712	"UQCRC2, PSMB4, PSMA1, LONP1, PSMC5, PSMA6, UBA1, DDB1, SOCS1, NEDD8, CDC34, CISH"	108	1034	13588	1.460133247	1	0.807837383	96.48893112
SP_PIR_KEYWORDS	ubl conjugation pathway	6	4.6875	0.226543939	"UBA1, DDB1, SOCS1, NEDD8, CDC34, CISH"	121	484	17854	1.829178335	1	0.650566523	95.72470099
												
Annotation Cluster 18	Enrichment Score: 1.4113229147275508											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu04630:Jak-STAT signaling pathway	9	7.03125	1.11E-04	"IL2RB, IL2RA, CCND2, STAT5A, SOCS1, IL21R, BCL2L1, MYC, CISH"	58	152	5738	5.857758621	0.007946144	0.003980996	0.115266731
BIOCARTA	m_il2rbPathway:IL-2 Receptor Beta Chain in T cell Activation	6	4.6875	3.73E-04	"IL2RB, IL2RA, STAT5A, SOCS1, BCL2L1, MYC"	23	36	1171	8.485507246	0.026851508	0.026851508	0.388429812
GOTERM_BP_FAT	GO:0043066~negative regulation of apoptosis	8	6.25	0.002802681	"IL2RB, NME2, NUP62, BAX, STAT5A, AARS, BCL2L1, MYC"	108	239	13588	4.211374554	0.947352669	0.234823741	4.36334799
GOTERM_BP_FAT	GO:0043069~negative regulation of programmed cell death	8	6.25	0.003143858	"IL2RB, NME2, NUP62, BAX, STAT5A, AARS, BCL2L1, MYC"	108	244	13588	4.125075896	0.963231055	0.240624179	4.882154404
GOTERM_BP_FAT	GO:0060548~negative regulation of cell death	8	6.25	0.003215752	"IL2RB, NME2, NUP62, BAX, STAT5A, AARS, BCL2L1, MYC"	108	245	13588	4.108238851	0.965910281	0.228874832	4.991142719
GOTERM_BP_FAT	GO:0045136~development of secondary sexual characteristics	3	2.34375	0.003225748	"PHB2, BAX, STAT5A"	108	11	13588	34.31313131	0.966267028	0.215015568	5.006287427
GOTERM_BP_FAT	GO:0045884~regulation of survival gene product expression	3	2.34375	0.005255562	"IL2RB, STAT5A, MYC"	108	14	13588	26.96031746	0.99602457	0.231427291	8.03507009
KEGG_PATHWAY	mmu05220:Chronic myeloid leukemia	5	3.90625	0.006605014	"STAT5A, NFKB1, BCL2L1, CDK4, MYC"	58	76	5738	6.50862069	0.379443445	0.14704303	6.665288208
GOTERM_BP_FAT	GO:0008284~positive regulation of cell proliferation	8	6.25	0.007140265	"NME2, IL2RA, CCND2, STAT5A, NPM1, BCL2L1, TNFRSF4, MYC"	108	284	13588	3.544079291	0.999456242	0.251074402	10.76608728
GOTERM_BP_FAT	GO:0046661~male sex differentiation	4	3.125	0.010208233	"FKBP4, BAX, STAT5A, BCL2L1"	108	57	13588	8.829109812	0.999978841	0.293342141	15.04974412
GOTERM_BP_FAT	GO:0046660~female sex differentiation	4	3.125	0.01397254	"PHB2, BAX, STAT5A, BCL2L1"	108	64	13588	7.863425926	0.999999611	0.352174597	20.04244535
GOTERM_BP_FAT	GO:0007548~sex differentiation	5	3.90625	0.019375831	"FKBP4, PHB2, BAX, STAT5A, BCL2L1"	108	130	13588	4.839031339	0.999999999	0.393835181	26.73021027
GOTERM_BP_FAT	GO:0006916~anti-apoptosis	4	3.125	0.032163581	"IL2RB, STAT5A, BCL2L1, MYC"	108	88	13588	5.718855219	1	0.470104863	40.52868909
GOTERM_BP_FAT	GO:0048511~rhythmic process	4	3.125	0.042161692	"BAX, STAT5A, BCL2L1, CDK4"	108	98	13588	5.135298564	1	0.501017949	49.57797868
KEGG_PATHWAY	mmu05222:Small cell lung cancer	4	3.125	0.051801159	"NFKB1, BCL2L1, CDK4, MYC"	58	85	5738	4.655578093	0.978285079	0.346575581	42.51540606
GOTERM_BP_FAT	GO:0022602~ovulation cycle process	3	2.34375	0.052799162	"BAX, STAT5A, BCL2L1"	108	47	13588	8.030732861	1	0.531722667	57.77958913
GOTERM_BP_FAT	GO:0042698~ovulation cycle	3	2.34375	0.054818705	"BAX, STAT5A, BCL2L1"	108	48	13588	7.863425926	1	0.536090529	59.18803097
GOTERM_BP_FAT	GO:0043524~negative regulation of neuron apoptosis	3	2.34375	0.058938173	"BAX, AARS, BCL2L1"	108	50	13588	7.548888889	1	0.553635959	61.92557181
GOTERM_BP_FAT	GO:0008585~female gonad development	3	2.34375	0.065310318	"BAX, STAT5A, BCL2L1"	108	53	13588	7.121593291	1	0.557081719	65.82340161
GOTERM_BP_FAT	GO:0046545~development of primary female sexual characteristics	3	2.34375	0.074144916	"BAX, STAT5A, BCL2L1"	108	57	13588	6.621832359	1	0.592581957	70.61222455
GOTERM_BP_FAT	GO:0048608~reproductive structure development	4	3.125	0.083091691	"FKBP4, BAX, STAT5A, BCL2L1"	108	130	13588	3.871225071	1	0.616293893	74.81560971
GOTERM_BP_FAT	GO:0043523~regulation of neuron apoptosis	3	2.34375	0.130993302	"BAX, AARS, BCL2L1"	108	80	13588	4.718055556	1	0.716016705	89.26728389
GOTERM_BP_FAT	GO:0008406~gonad development	3	2.34375	0.152581595	"BAX, STAT5A, BCL2L1"	108	88	13588	4.289141414	1	0.753548559	92.8048175
GOTERM_BP_FAT	GO:0003006~reproductive developmental process	5	3.90625	0.154979275	"FKBP4, PHB2, BAX, STAT5A, BCL2L1"	108	264	13588	2.382856341	1	0.756627843	93.12169787
KEGG_PATHWAY	mmu05212:Pancreatic cancer	3	2.34375	0.159953157	"NFKB1, BCL2L1, CDK4"	58	72	5738	4.122126437	0.999996453	0.543578842	83.70355463
GOTERM_BP_FAT	GO:0045137~development of primary sexual characteristics	3	2.34375	0.197511386	"BAX, STAT5A, BCL2L1"	108	104	13588	3.629273504	1	0.812242633	96.97338352
GOTERM_BP_FAT	GO:0048732~gland development	4	3.125	0.202819069	"NME1, FKBP4, PHB2, STAT5A"	108	197	13588	2.554615529	1	0.817029983	97.27638705
KEGG_PATHWAY	mmu05200:Pathways in cancer	6	4.6875	0.215945123	"BAX, STAT5A, NFKB1, BCL2L1, CDK4, MYC"	58	323	5738	1.837728195	0.999999975	0.622092211	92.05164916
GOTERM_BP_FAT	GO:0001655~urogenital system development	3	2.34375	0.319610443	"FKBP4, BAX, STAT5A"	108	146	13588	2.585235921	1	0.908396969	99.78046178
GOTERM_BP_FAT	GO:0048610~reproductive cellular process	3	2.34375	0.39637839	"BAX, STAT5A, BCL2L1"	108	173	13588	2.181759794	1	0.947235011	99.96726367
GOTERM_BP_FAT	GO:0051094~positive regulation of developmental process	3	2.34375	0.504666281	"NME2, BAX, STAT5A"	108	214	13588	1.763759086	1	0.980157556	99.99858718
GOTERM_BP_FAT	GO:0048609~reproductive process in a multicellular organism	4	3.125	0.629254977	"NME1, BAX, STAT5A, BCL2L1"	108	409	13588	1.230462737	1	0.994925645	99.99998587
GOTERM_BP_FAT	GO:0032504~multicellular organism reproduction	4	3.125	0.629254977	"NME1, BAX, STAT5A, BCL2L1"	108	409	13588	1.230462737	1	0.994925645	99.99998587
GOTERM_BP_FAT	GO:0010033~response to organic substance	4	3.125	0.765136901	"STAT5A, AARS, BCL2L1, MYC"	108	505	13588	0.996552989	1	0.999374766	99.99999999
												
Annotation Cluster 19	Enrichment Score: 1.3903270058794166											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	ribonucleoprotein	9	7.03125	4.36E-04	"PA2G4, MRPL12, RPL22, SNRPD3, PRPF8, SNRPB, RPS2, NHP2, RPS8"	121	266	17854	4.992419064	0.073877125	0.004785286	0.533683272
SP_PIR_KEYWORDS	ribosome	3	2.34375	0.010335514	"RPL22, RPS2, RPS8"	121	23	17854	19.24613726	0.839348227	0.065480533	11.969743
GOTERM_CC_FAT	GO:0005840~ribosome	5	3.90625	0.054837724	"MRPL12, RPL22, NPM1, RPS2, RPS8"	94	192	12504	3.464095745	0.999345621	0.230374198	48.14867827
GOTERM_MF_FAT	GO:0003735~structural constituent of ribosome	4	3.125	0.110052783	"MRPL12, RPL22, RPS2, RPS8"	103	151	13288	3.417475728	1	0.703771424	77.79661333
SP_PIR_KEYWORDS	ribosomal protein	4	3.125	0.116805345	"MRPL12, RPL22, RPS2, RPS8"	121	177	17854	3.334547322	1	0.437456507	78.22063272
KEGG_PATHWAY	mmu03010:Ribosome	3	2.34375	0.221121579	"RPL22, RPS2, RPS8"	58	89	5738	3.334753971	0.999999985	0.612093392	92.58120778
GOTERM_MF_FAT	GO:0005198~structural molecule activity	6	4.6875	0.263719867	"MRPL12, NUP62, RPL22, RPS2, RPS8, MBP"	103	450	13288	1.72012945	1	0.92062808	98.07753237
												
Annotation Cluster 20	Enrichment Score: 1.3840164360093061											
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0042127~regulation of cell proliferation	13	10.15625	0.001060082	"GTPBP4, IL2RA, STAT5A, BCL2L1, CDK4, TNFRSF4, NME2, NUP62, CCND2, BAX, PHB2, NPM1, MYC"	108	538	13588	3.04013493	0.671301933	0.146956808	1.671869757
GOTERM_BP_FAT	GO:0043066~negative regulation of apoptosis	8	6.25	0.002802681	"IL2RB, NME2, NUP62, BAX, STAT5A, AARS, BCL2L1, MYC"	108	239	13588	4.211374554	0.947352669	0.234823741	4.36334799
GOTERM_BP_FAT	GO:0043069~negative regulation of programmed cell death	8	6.25	0.003143858	"IL2RB, NME2, NUP62, BAX, STAT5A, AARS, BCL2L1, MYC"	108	244	13588	4.125075896	0.963231055	0.240624179	4.882154404
GOTERM_BP_FAT	GO:0060548~negative regulation of cell death	8	6.25	0.003215752	"IL2RB, NME2, NUP62, BAX, STAT5A, AARS, BCL2L1, MYC"	108	245	13588	4.108238851	0.965910281	0.228874832	4.991142719
GOTERM_BP_FAT	GO:0070227~lymphocyte apoptosis	3	2.34375	0.003851061	"IL2RA, BAX, MYC"	108	12	13588	31.4537037	0.982535088	0.223510834	5.94916589
GOTERM_BP_FAT	GO:0042981~regulation of apoptosis	12	9.375	0.004160335	"IL2RB, NME2, IL2RA, NUP62, BAX, STAT5A, AARS, NR4A1, BCL2L1, TNFRSF4, MYC, PLAGL2"	108	553	13588	2.73015873	0.98739038	0.226827163	6.412257994
GOTERM_BP_FAT	GO:0043067~regulation of programmed cell death	12	9.375	0.004570265	"IL2RB, NME2, IL2RA, NUP62, BAX, STAT5A, AARS, NR4A1, BCL2L1, TNFRSF4, MYC, PLAGL2"	108	560	13588	2.696031746	0.991812914	0.234292782	7.022773909
GOTERM_BP_FAT	GO:0010941~regulation of cell death	12	9.375	0.004755538	"IL2RB, NME2, IL2RA, NUP62, BAX, STAT5A, AARS, NR4A1, BCL2L1, TNFRSF4, MYC, PLAGL2"	108	563	13588	2.68166568	0.993265145	0.231398041	7.297477646
KEGG_PATHWAY	mmu05220:Chronic myeloid leukemia	5	3.90625	0.006605014	"STAT5A, NFKB1, BCL2L1, CDK4, MYC"	58	76	5738	6.50862069	0.379443445	0.14704303	6.665288208
GOTERM_BP_FAT	GO:0001836~release of cytochrome c from mitochondria	3	2.34375	0.006859709	"BAX, BCL2L1, MYC"	108	16	13588	23.59027778	0.999268658	0.250856829	10.3644224
GOTERM_BP_FAT	GO:0008637~apoptotic mitochondrial changes	3	2.34375	0.016378469	"BAX, BCL2L1, MYC"	108	25	13588	15.09777778	0.99999997	0.381959883	23.08800359
GOTERM_BP_FAT	GO:0007005~mitochondrion organization	4	3.125	0.041099143	"BAX, TOMM40, BCL2L1, MYC"	108	97	13588	5.188239786	1	0.497356973	48.6814633
GOTERM_BP_FAT	GO:0043065~positive regulation of apoptosis	6	4.6875	0.046196519	"IL2RA, BAX, NR4A1, BCL2L1, MYC, PLAGL2"	108	248	13588	3.04390681	1	0.507759899	52.85039345
