id	chr_name	start	end	chromosome_id	tag_count_100um_k99a	id_100um_k99a	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_10um_pcc	id_10um_pcc	ets_tag_count	ets_id	batf_tag_count	batf_id	junb_tag_count	junb_id	cjun_tag_count	cjun_id	jund_tag_count	jund_id	irf4_tag_count	irf4_id
1279	chr1	91089524	91093278	1	148.2	1279	15.0	27203.0	161.9	2521.0	193.3	1733.0	291.7	326.0					57.6	7536.0	13.6	22396.0	49.2	11518.0	36.9	10536.0
1281	chr7	126977025	126980139	8	148.2	1281	260.3	870.0	223.1	1205.0	202.5	1559.0	127.1	2414.0									13.5	48795.0	19.4	25024.0
1285	chr12	85485661	85488349	15	148.2	1285	195.2	1632.0	217.6	1273.0	211.2	1449.0	143.3	1845.0	8.58	8908.0					52.5	5043.0	63.5	7073.0	42.9	8200.0
1288	chr1	160052734	160056216	1	147.6	1288	181.9	1903.0	159.7	2615.0	178.4	2096.0	71.6	7428.0	25.7	1575.0			60.1	7178.0			12.9	49800.0	15.7	30956.0
1289	chr2	103681129	103683873	2	147.6	1289	178.5	1979.0	156.9	2722.0	192.0	1761.0	150.8	1639.0	27.5	1340.0	72.2	3174.0	246.4	463.0	26.6	14085.0	100.6	2265.0	88.5	1682.0
1292	chr2	170132272	170134888	2	147.6	1292	197.7	1581.0	202.1	1532.0	179.1	2079.0	113.8	3105.0			27.5	12506.0					19.1	37858.0	12.2	38105.0
1295	chr4	8837472	8840834	5	147.6	1295	161.9	2500.0	170.6	2267.0	178.4	2100.0	153.7	1574.0			31.9	10400.0	32.6	13014.0	27.3	13775.0	122.2	1229.0	59.9	4242.0
1297	chr6	142949178	142951816	7	147.6	1297	191.1	1709.0	218.5	1258.0	99.4	7009.0											33.6	21033.0	27.7	16200.0
1299	chr16	34093761	34096499	17	147.6	1299	234.4	1091.0	214.0	1339.0	185.2	1910.0	138.6	2002.0									6.46	68875.0	7.84	49075.0
1301	chr17	36023121	36027055	18	147.6	1301	69.2	11136.0	153.7	2875.0	188.3	1845.0	171.0	1262.0	15.3	4936.0	109.9	1418.0	58.5	7514.0			39.3	16986.0	14.5	33495.0
1305	chr7	73530313	73534215	8	147.0	1305	165.2	2379.0	635.9	79.0	240.2	1045.0	216.6	726.0			36.4	8868.0	26.7	14863.0			50.6	10946.0	36.7	10686.0
1309	chr11	94996820	95001178	13	147.0	1309	585.7	115.0	489.0	171.0	458.8	212.0	144.4	1810.0	15.8	4654.0			17.5	17966.0	23.2	16374.0	20.5	35889.0	37.3	10393.0
1310	chr11	118199137	118203607	13	147.0	1310	129.3	4132.0	189.8	1762.0	163.0	2602.0					19.8	18349.0	32.6	13125.0			23.4	31732.0	25.1	18481.0
1311	chr16	23268282	23272178	17	147.0	1311	167.7	2298.0	215.3	1314.0	227.8	1210.0	220.1	702.0												
1312	chr17	23548929	23551771	18	147.0	1312	205.2	1471.0	222.2	1222.0	216.7	1362.0	146.1	1768.0	38.4	504.0	30.7	11096.0			28.7	13298.0	66.7	6344.0	20.7	23328.0
1317	chr4	119125882	119128902	5	146.5	1317	135.2	3763.0	172.0	2219.0	213.0	1410.0	163.5	1383.0	15.3	4778.0	59.4	4405.0	117.0	2525.0	32.1	11410.0	99.3	2366.0	29.7	14601.0
1319	chr6	121225367	121229227	7	146.5	1319	182.7	1888.0	77.6	9714.0	218.0	1341.0	56.0	10356.0	7.67	9379.0	12.1	27439.0					9.42	59414.0		
1320	chr7	75778451	75783265	8	146.5	1320	146.8	3126.0	156.9	2733.0	235.9	1100.0	190.6	989.0	11.3	7087.0	40.2	7762.0					49.2	11556.0	60.6	4149.0
1323	chr7	63983849	63988311	8	145.9	1323	330.4	512.0	169.2	2308.0	221.7	1294.0	164.1	1372.0	14.9	5039.0	22.4	15980.0					12.4	51285.0	20.1	24103.0
1325	chr10	42271344	42274958	9	145.9	1325	169.4	2242.0	319.3	519.0	127.8	4442.0	282.5	364.0											16.8	29134.0
1329	chr15	27783322	27786342	16	145.9	1329	206.1	1453.0	171.5	2243.0	188.9	1830.0	166.4	1337.0	13.5	5898.0	54.3	5060.0			53.2	4926.0	25.8	28778.0	14.3	33951.0
1331	chr18	68227169	68230995	20	145.9	1331	161.9	2528.0	200.7	1558.0	83.4	9078.0	167.5	1317.0			49.2	5905.0	64.3	6686.0	34.8	10449.0	77.2	4573.0	21.9	21932.0
1340	chr9	114439565	114443907	12	145.3	1340	141.8	3383.0	138.7	3605.0	189.6	1808.0	165.8	1342.0	19.4	3173.0	66.4	3680.0	164.6	1279.0	25.2	15055.0	64.6	6800.0	130.7	584.0
1343	chr12	102651043	102654163	15	145.3	1343	146.0	3187.0	157.4	2713.0	140.2	3686.0	137.5	2037.0			23.6	15168.0	22.6	16301.0			37.7	18018.0	30.7	14051.0
1345	chr3	79176649	79180549	4	144.8	1345	196.1	1611.0	185.7	1841.0	196.3	1672.0	177.3	1161.0	14.4	5240.0	21.1	16900.0					18.8	38291.0	43.8	7849.0
1346	chr3	88591906	88593546	4	144.8	1346	191.1	1704.0	206.7	1454.0	201.3	1584.0	148.5	1709.0			8.3	32793.0					11.0	54643.0		
1347	chr4	83314401	83317173	5	144.8	1347	165.2	2370.0	195.7	1649.0	224.1	1262.0	174.4	1200.0			34.5	9486.0	40.9	10826.0			50.6	10924.0	35.0	11467.0
1350	chr9	65549474	65553018	12	144.8	1350	116.0	5189.0	145.5	3246.0	158.7	2781.0					58.8	4508.0	23.4	15989.0	53.9	4752.0	24.2	30639.0	27.9	16019.0
1354	chr16	89985164	89987284	17	144.8	1354	181.0	1922.0	172.9	2201.0	172.9	2276.0	128.8	2357.0			30.7	11093.0	57.6	7643.0	36.2	9880.0	21.0	35167.0	52.3	5638.0
1356	chr6	87502444	87505014	7	144.2	1356	196.1	1614.0	188.4	1786.0	230.9	1158.0	181.4	1102.0	36.6	564.0	62.6	4060.0	19.2	17310.0	15.0	21684.0	30.4	23814.0	29.0	15125.0
1357	chr8	126830270	126834770	10	144.2	1357	24.2	22693.0	7.3	32862.0	192.6	1752.0	130.0	2308.0	16.7	4198.0	80.5	2626.0	37.6	11705.0	19.1	18918.0	45.2	13463.0	43.6	7945.0
1359	chr13	55212280	55216288	14	144.2	1359	96.8	7176.0	190.7	1742.0	195.1	1707.0	161.2	1425.0							31.4	11891.0	17.5	40888.0	16.4	30022.0
1363	chr3	51552585	51555181	4	143.6	1363	185.2	1832.0	186.6	1821.0	213.0	1409.0	145.6	1772.0	10.8	7298.0							11.6	53134.0	22.6	20909.0
1367	chr9	59938262	59941782	12	143.6	1367	228.6	1140.0	254.6	889.0	260.6	874.0	121.3	2706.0			15.3	23229.0								
1371	chr13	24633174	24636560	14	143.6	1371	630.8	92.0	162.9	2499.0	568.7	124.0	88.4	5277.0			17.9	20459.0					17.8	40401.0		
1373	chr13	101699957	101703169	14	143.6	1373	357.9	430.0	436.6	247.0	181.5	2007.0	390.5	154.0	19.4	3203.0	25.5	13843.0					11.3	54329.0	12.9	36832.0
1379	chr1	127240001	127243953	1	143.1	1379	37.5	18015.0	56.1	13437.0	104.3	6441.0	129.4	2323.0			101.6	1651.0	57.6	7538.0			17.0	41490.0	110.4	937.0
1381	chr4	46452778	46455710	5	143.1	1381	139.3	3511.0	176.1	2085.0	173.5	2248.0	240.9	549.0			17.2	20819.0								
1382	chr5	118080555	118083641	6	143.1	1382	174.4	2093.0	156.5	2748.0	211.2	1444.0	130.0	2302.0	23.0	2124.0	54.3	5018.0	35.9	12114.0	28.0	13440.0	41.7	15343.0	15.7	31053.0
1383	chr5	123134964	123138208	6	143.1	1383	473.9	210.0	458.0	220.0	358.1	423.0	204.5	852.0					26.7	14834.0			36.3	18927.0	29.5	14769.0
1384	chr6	142914475	142917435	7	143.1	1384	149.3	3008.0	187.5	1810.0	99.4	7008.0			20.8	2743.0	21.7	16462.0	61.8	6952.0			13.2	49360.0	8.99	45979.0
1385	chr7	25268443	25270873	8	143.1	1385	215.3	1310.0	169.7	2296.0	198.8	1623.0	127.7	2396.0					66.0	6392.0	30.7	12097.0				
1388	chr8	46842940	46846644	10	143.1	1388	220.3	1252.0	175.2	2111.0	122.3	4836.0	143.8	1822.0	21.7	2489.0	16.6	21705.0			34.1	10593.0	24.5	30296.0	27.0	16810.0
1391	chr11	98458154	98461966	13	143.1	1391	177.7	2019.0	159.2	2637.0	153.7	2997.0	120.7	2735.0			33.9	9812.0	40.1	11107.0			42.5	14922.0	21.7	22155.0
1392	chr16	91532182	91535178	17	143.1	1392	162.7	2489.0	166.1	2396.0	167.9	2440.0	131.1	2279.0	25.7	1643.0	62.0	4153.0	22.6	16347.0	28.7	13292.0	29.6	24727.0	29.3	15043.0
1393	chr17	35997467	36002237	18	143.1	1393	101.0	6736.0	125.0	4492.0	213.6	1408.0	281.3	367.0	40.6	435.0	68.3	3544.0	32.6	13190.0	36.2	9890.0	64.3	6889.0	50.3	6090.0
1397	chr5	72159465	72163081	6	142.5	1397	233.6	1094.0	179.7	1972.0	173.5	2250.0	120.7	2727.0	16.7	4162.0							5.65	70919.0		
1399	chr6	124720716	124725112	7	142.5	1399	83.4	8824.0	32.8	18955.0	49.4	15266.0	82.0	6005.0			8.94	32100.0					8.34	62719.0	22.8	20737.0
1400	chr7	97747821	97750247	8	142.5	1400	180.2	1932.0	182.9	1907.0	197.6	1651.0	149.0	1694.0	8.58	8828.0	31.9	10446.0			15.7	21240.0	18.8	38395.0	25.6	17980.0
1402	chr9	118486640	118490270	12	142.5	1402	22.5	23459.0	184.8	1866.0	204.4	1536.0	164.6	1358.0			10.2	30453.0	24.2	15716.0	16.4	20829.0	24.8	29973.0	36.2	10917.0
1404	chr11	106672764	106676172	13	142.5	1404	179.4	1966.0	153.7	2869.0	170.4	2343.0	109.2	3426.0	12.6	6352.0					37.5	9259.0	47.1	12594.0		
1405	chr14	60720308	60724770	11	142.5	1405	176.9	2039.0	171.1	2260.0	155.6	2912.0	111.5	3285.0							9.55	25060.0	14.8	46062.0	30.4	14228.0
1408	chr15	82165173	82167499	16	142.5	1408	208.6	1417.0	247.3	958.0	208.1	1489.0	113.8	3136.0	15.3	4912.0					39.6	8541.0	21.8	33990.0	16.6	29655.0
1409	chr1	39921386	39924220	1	142.0	1409	204.4	1473.0	178.8	2007.0	18.5	25128.0	165.2	1347.0	19.9	2941.0			80.2	4794.0	19.8	18238.0	113.3	1552.0	27.2	16506.0
1412	chr8	111593932	111597374	10	142.0	1412	322.9	543.0	224.4	1186.0	234.6	1117.0	202.8	869.0	19.9	3007.0	30.0	11287.0	38.4	11494.0	90.8	1347.0	83.2	3798.0	60.9	4119.0
1414	chr15	86343400	86346230	16	142.0	1414	115.1	5292.0	195.3	1667.0	187.7	1860.0	104.0	3783.0											23.5	20120.0
1415	chrX	36979990	36985430	3	142.0	1415	113.5	5476.0	161.5	2562.0	92.0	7988.0	55.5	10560.0	21.7	2561.0	31.9	10595.0	30.9	13705.0			18.6	39103.0	12.7	37466.0
1416	chr1	138156736	138160466	1	141.4	1416	182.7	1881.0	616.3	90.0	522.4	158.0	182.5	1089.0			19.2	18568.0					21.3	34467.0	14.8	32679.0
1419	chr3	108440402	108444166	4	141.4	1419	131.8	3968.0	201.2	1546.0	271.1	799.0					20.4	17465.0					27.4	26766.0	15.2	31861.0
1420	chr4	140703411	140706435	5	141.4	1420	98.5	6944.0	125.5	4435.0	165.5	2516.0	150.8	1642.0												
1426	chr13	112424729	112428111	14	141.4	1426	146.0	3193.0	179.3	2005.0	184.0	1943.0	182.0	1098.0	37.5	538.0	25.5	13844.0	9.19	20113.0			59.5	8076.0	15.4	31673.0
1431	chr5	100641454	100644988	6	140.8	1431	151.8	2906.0	136.9	3712.0	150.0	3163.0	131.1	2263.0	11.3	7059.0	26.8	12941.0			32.8	11122.0	28.0	26219.0	9.91	43618.0
1433	chr9	45943825	45946619	12	140.8	1433	213.6	1331.0	203.9	1505.0	160.5	2704.0	125.3	2489.0			14.7	24061.0	40.9	10887.0			50.6	10962.0	40.8	8939.0
1434	chr11	80507513	80511163	13	140.8	1434	120.1	4834.0	126.8	4325.0	138.9	3749.0	109.8	3395.0	20.3	2903.0	42.2	7326.0					19.9	36752.0	22.6	21034.0
1438	chr13	43775675	43780455	14	140.8	1438	21.7	23909.0	34.2	18626.0	77.8	9899.0	140.9	1921.0											23.7	19874.0
1446	chr9	44031797	44036467	12	140.3	1446	272.8	785.0	233.1	1085.0	252.5	934.0			19.9	3010.0	51.1	5519.0	84.4	4454.0			67.0	6271.0	80.0	2188.0
1450	chr11	88613400	88616632	13	140.3	1450	131.8	3988.0	153.7	2866.0	150.0	3170.0	128.2	2379.0					117.8	2508.0	15.7	21349.0	43.1	14630.0	16.8	29175.0
1451	chr12	112822445	112826225	15	140.3	1451	135.2	3792.0	7.76	32462.0	318.0	557.0	238.0	569.0	17.2	4059.0	17.2	21168.0					16.4	42839.0		
1457	chr14	52140235	52142453	11	139.7	1457	173.5	2121.0	175.2	2115.0	201.3	1592.0	142.7	1865.0	14.9	5137.0	23.0	15672.0	31.7	13399.0	19.1	19054.0	84.0	3714.0	37.1	10505.0
1460	chr17	47511384	47514472	18	139.7	1460	186.9	1816.0	639.6	78.0	611.3	97.0	191.8	978.0							58.7	4057.0				
1461	chr17	86434384	86438456	18	139.7	1461	158.5	2647.0	82.6	9055.0	98.8	7109.0	128.8	2360.0			20.4	17918.0			24.6	15644.0	17.8	40488.0	28.4	15756.0
1466	chr19	32273214	32276474	21	139.7	1466	213.6	1335.0	173.8	2174.0	186.5	1887.0	188.3	1017.0	24.8	1809.0	199.3	278.0	172.9	1137.0	41.6	7845.0	82.3	3901.0	94.1	1437.0
1472	chr5	146779918	146784476	6	139.1	1472	179.4	1956.0	156.0	2763.0	157.4	2833.0	164.6	1355.0	12.6	6266.0	9.58	31193.0					37.7	17954.0	6.46	52179.0
1475	chr8	33606451	33609679	10	139.1	1475	155.2	2770.0	168.3	2337.0	219.2	1323.0	148.5	1716.0			61.3	4187.0					10.8	55571.0	7.15	50629.0
1477	chr10	59978210	59983466	9	139.1	1477	147.7	3093.0	97.6	7108.0	164.9	2537.0	136.3	2072.0							9.55	24981.0	19.4	37574.0	36.9	10600.0
1488	chr2	6704704	6707490	2	138.6	1488	205.2	1459.0	197.1	1616.0	198.2	1633.0	206.2	834.0	19.0	3249.0	39.6	7880.0	66.8	6255.0	38.9	8601.0	48.2	11990.0	23.7	19704.0
1489	chr3	97680714	97682806	4	138.6	1489	176.9	2028.0	176.1	2084.0	171.7	2292.0	131.7	2235.0			17.2	20794.0			16.4	20653.0	43.3	14424.0	43.6	7922.0
1491	chr5	122160740	122163840	6	138.6	1491	346.2	460.0	330.7	487.0	325.4	517.0	247.2	514.0									23.7	31257.0	17.8	27452.0
1493	chr7	73605775	73609259	8	138.6	1493	189.4	1750.0	196.2	1641.0	207.5	1498.0	155.4	1541.0							118.7	594.0	53.6	9856.0	36.2	10901.0
1497	chr11	86591272	86595000	13	138.6	1497	21.7	23874.0			303.8	626.0	114.4	3089.0			205.7	262.0			38.2	8990.0	54.4	9594.0	50.5	6022.0
1503	chr2	158732989	158736291	2	138.0	1503	161.0	2535.0	177.5	2042.0	179.1	2078.0	151.3	1620.0	13.1	5986.0	42.8	7102.0	122.0	2321.0			68.9	5933.0	52.8	5491.0
1510	chr10	82889499	82893277	9	138.0	1510			62.0	12336.0			20.8	21957.0							9.55	24984.0	13.5	48884.0	16.6	29553.0
1511	chr11	95832363	95835821	13	138.0	1511	208.6	1412.0	178.4	2026.0	174.1	2237.0	395.7	147.0	12.2	6625.0	18.5	19664.0	15.9	18472.0	44.4	7000.0	32.0	22429.0	42.4	8348.0
1512	chr11	99131695	99136027	13	138.0	1512	133.5	3884.0	152.8	2905.0	143.9	3461.0	232.8	598.0							43.0	7401.0	55.4	9261.0		
1513	chr14	54137349	54141539	11	138.0	1513	60.9	12631.0	170.6	2271.0	150.0	3174.0	120.1	2765.0												
1516	chr2	11652328	11656626	2	137.4	1516	126.8	4279.0	139.1	3565.0	579.2	113.0	461.0	91.0	24.4	1819.0			56.0	7829.0	69.6	2680.0	94.7	2694.0	29.0	15071.0
1521	chr5	112270413	112274179	6	137.4	1521	879.4	33.0	310.7	549.0	293.9	668.0	181.4	1101.0			78.6	2752.0			56.0	4404.0	39.0	17053.0	97.3	1305.0
1524	chr9	40447555	40451111	12	137.4	1524	88.4	8186.0	165.6	2405.0	173.5	2257.0	17.3	24060.0					11.7	19600.0			18.0	39784.0	17.5	27913.0
1526	chr9	107278643	107281491	12	137.4	1526	108.5	5937.0	135.0	3823.0	222.9	1280.0	132.9	2187.0			47.9	6097.0	54.3	8175.0	38.2	8962.0	33.1	21507.0	48.2	6584.0
1528	chr11	108271152	108274192	13	137.4	1528	194.4	1653.0	164.7	2435.0	182.1	1991.0	189.5	1010.0									15.3	44881.0	7.38	50146.0
1531	chr13	21166731	21169537	14	137.4	1531	252.0	930.0	244.1	989.0	250.7	950.0	194.7	942.0	58.2	180.0	23.6	15176.0			15.0	21858.0	28.5	25762.0	17.8	27617.0
1533	chr4	59202120	59206830	5	136.9	1533	932.8	22.0	251.4	918.0	765.6	53.0	108.6	3433.0			28.1	12174.0			24.6	15347.0	59.2	8122.0	36.9	10561.0
1538	chr8	25273752	25276634	10	136.9	1538	184.4	1855.0	176.1	2089.0	177.2	2142.0	138.1	2011.0	21.7	2488.0	70.3	3359.0	35.9	12144.0	37.5	9208.0	158.8	461.0	36.9	10584.0
1539	chr8	94008463	94011187	10	136.9	1539	12.5	29367.0	135.9	3772.0	144.5	3414.0	166.4	1333.0			10.2	30374.0					15.1	45333.0		
1540	chr9	120093236	120097006	12	136.9	1540	27.5	21407.0	126.4	4364.0	213.6	1404.0	121.9	2678.0											10.8	41409.0
1544	chr15	73730733	73733925	16	136.9	1544	197.7	1592.0	207.6	1442.0	192.6	1757.0	140.4	1938.0	14.4	5392.0	19.2	19077.0					26.9	27525.0	12.7	37371.0
1547	chr17	84140447	84144223	18	136.9	1547	312.9	583.0	55.7	13602.0	358.7	421.0	152.5	1608.0			24.3	14779.0	94.4	3678.0			76.4	4701.0		
1551	chr1	136125928	136130104	1	136.3	1551	156.9	2685.0	167.9	2347.0	174.7	2204.0	136.3	2062.0			19.8	18006.0			19.1	18709.0	42.8	14682.0	45.0	7462.0
1555	chr6	31113018	31116734	7	136.3	1555	226.1	1170.0	229.5	1125.0	241.4	1032.0	143.8	1818.0	13.5	5763.0									13.6	35147.0
1556	chr6	39256466	39260010	7	136.3	1556	184.4	1850.0	181.1	1944.0	185.2	1905.0	153.1	1591.0	13.5	5767.0					40.3	8179.0	13.7	48128.0	10.1	43011.0
1560	chr14	54181775	54184461	11	136.3	1560	2255.2	1.0	2161.0	2.0	3384.2	2.0	1388.7	2.0												
1561	chr17	80174395	80176569	18	136.3	1561	165.2	2392.0	146.0	3229.0	166.7	2490.0	151.9	1616.0	9.48	8406.0	50.5	5678.0					25.3	29475.0	40.6	9070.0
1563	chr2	11216703	11219979	2	135.7	1563	224.4	1185.0	177.0	2055.0	180.3	2031.0	130.5	2283.0	35.2	644.0	64.5	3838.0	23.4	15859.0	10.9	24076.0	57.1	8710.0		
1565	chr2	166029754	166033228	2	135.7	1565	189.4	1742.0	179.3	1993.0	174.1	2225.0	153.1	1587.0			21.7	16332.0			63.5	3323.0	21.0	34904.0	25.1	18344.0
1567	chr3	104782135	104785751	4	135.7	1567	206.1	1444.0	218.1	1264.0	138.3	3766.0	105.1	3659.0					18.4	17567.0			40.1	16356.0		
1574	chr13	24546839	24550447	14	135.7	1574	94.3	7464.0			149.4	3202.0	132.3	2223.0	14.0	5621.0	39.6	7992.0	17.5	17981.0	18.4	19509.0	69.4	5870.0	27.2	16666.0
1575	chr15	96637737	96640399	16	135.7	1575	156.9	2712.0	264.1	811.0	233.4	1138.0	22.0	21476.0			65.8	3758.0	66.0	6445.0			71.3	5530.0		
1577	chr2	31059975	31063665	2	135.2	1577	167.7	2279.0	172.9	2189.0	183.4	1949.0	141.5	1892.0	18.5	3383.0	104.7	1548.0	51.8	8566.0	26.6	14077.0	82.9	3811.0	58.6	4457.0
1581	chr4	129031185	129034491	5	135.2	1581	131.8	3975.0	241.8	1010.0	253.8	924.0	213.2	763.0			85.6	2327.0	66.8	6272.0	128.3	448.0	89.9	3102.0	183.0	201.0
1583	chr6	129229394	129232710	7	135.2	1583	95.9	7228.0	360.8	390.0	376.6	369.0	85.5	5574.0			92.6	2001.0			17.1	20282.0				
1587	chr13	111803636	111807628	14	135.2	1587	140.2	3494.0	182.5	1925.0	174.7	2222.0	157.7	1505.0			35.1	9388.0					14.0	47823.0		
1588	chr14	19984558	19986988	11	135.2	1588	234.4	1090.0	201.6	1543.0	201.9	1579.0	155.4	1545.0	15.8	4683.0	19.8	18401.0	66.0	6439.0	15.7	21409.0	40.4	16271.0	61.8	3998.0
1594	chr6	56793893	56796575	7	134.6	1594	207.7	1426.0	269.6	766.0	258.7	889.0	220.1	697.0											24.7	18865.0
1596	chr7	139949616	139952512	8	134.6	1596	157.7	2663.0	176.5	2073.0	177.2	2141.0	140.4	1931.0							20.5	18017.0	18.0	39753.0	13.1	36189.0
1598	chr8	84658667	84661495	10	134.6	1598	161.9	2513.0	178.8	2016.0	148.8	3220.0	136.9	2050.0											47.5	6754.0
1599	chr8	116589655	116592235	10	134.6	1599	172.7	2142.0	156.9	2734.0	146.3	3320.0	127.7	2398.0									10.2	57099.0		
1603	chr11	69667379	69670963	13	134.6	1603	89.3	8080.0	152.4	2924.0	203.1	1553.0	164.1	1377.0												
1608	chr19	56679502	56683192	21	134.6	1608	155.2	2793.0	161.5	2561.0	163.0	2608.0	153.1	1598.0			14.7	24486.0					14.3	47344.0		
1611	chr4	127023622	127027316	5	134.0	1611	219.4	1257.0	234.5	1077.0	230.9	1156.0	168.7	1291.0												
1612	chr5	111175904	111179732	6	134.0	1612	37.5	18077.0	160.6	2585.0	164.9	2532.0	158.9	1472.0	21.7	2471.0	17.2	20875.0	15.0	18646.0	66.9	2964.0	33.4	21246.0	32.7	12778.0
1614	chr6	67268085	67271673	7	134.0	1614	185.2	1836.0	193.9	1684.0	177.2	2137.0	137.5	2029.0							28.0	13456.0	20.2	36199.0		
1620	chr11	3334168	3337586	13	134.0	1620	350.4	451.0	183.4	1898.0	187.7	1857.0	108.6	3446.0					86.9	4227.0	49.8	5580.0	69.2	5914.0	31.4	13633.0
1629	chr6	113698713	113702593	7	133.5	1629	136.0	3717.0	167.0	2371.0	184.6	1920.0	151.3	1624.0												
1638	chr5	120577938	120581616	6	132.9	1638	246.1	974.0	195.7	1651.0	156.2	2876.0	142.1	1877.0	14.4	5272.0	16.0	22341.0	30.9	13527.0	19.1	18838.0	22.9	32339.0	18.9	25645.0
1639	chr8	120490004	120491932	10	132.9	1639	296.2	654.0	149.2	3062.0	178.4	2103.0	132.3	2214.0												
1648	chr7	74694516	74698482	8	132.3	1648	162.7	2477.0	128.6	4194.0	159.3	2755.0	141.5	1899.0			41.5	7423.0	81.0	4748.0	22.5	16694.0	66.7	6320.0	43.8	7868.0
1652	chr9	61055730	61058476	12	132.3	1652	189.4	1752.0	132.8	3952.0	144.5	3416.0	136.3	2070.0			12.8	26689.0	39.3	11287.0	32.1	11494.0	53.3	9964.0	15.7	31144.0
1656	chr15	80589258	80592552	16	132.3	1656	159.4	2609.0	147.4	3156.0	132.1	4164.0	106.9	3566.0			89.4	2152.0	56.8	7794.0	24.6	15596.0	54.9	9450.0		
1659	chr1	36069431	36072577	1	131.8	1659	196.9	1597.0	176.1	2082.0	170.4	2326.0	123.0	2606.0	10.8	7264.0										
1663	chr7	73593636	73597132	8	131.8	1663	205.2	1464.0	211.2	1372.0	208.7	1475.0	218.3	713.0	16.7	4188.0	99.6	1728.0	70.2	5864.0	116.0	633.0	216.1	102.0	16.1	30283.0
1666	chr10	99459839	99462327	9	131.8	1666	171.9	2173.0	192.5	1706.0	149.4	3194.0	120.7	2733.0	9.48	8305.0	48.5	5988.0	23.4	16006.0	58.7	4019.0	60.8	7709.0	103.7	1121.0
1667	chr11	19986285	19990143	13	131.8	1667	62.6	12277.0	135.5	3794.0	127.8	4443.0	112.6	3202.0			21.7	16578.0	94.4	3667.0	45.0	6777.0	24.0	31021.0	19.1	25410.0
1672	chr16	49772840	49775896	17	131.8	1672	131.8	4000.0	150.5	3006.0	165.5	2527.0	268.6	416.0			139.2	791.0	48.5	9359.0			31.5	22951.0	75.4	2554.0
1673	chr19	18617843	18620831	21	131.8	1673	155.2	2792.0	120.9	4798.0	133.4	4075.0	130.5	2296.0	21.7	2556.0	22.4	16228.0	102.8	3173.0	15.7	21514.0	30.9	23456.0	18.7	26184.0
1675	chr2	34963811	34966885	2	131.2	1675	695.8	68.0	863.6	27.0	936.1	20.0	135.7	2085.0					34.3	12520.0	28.0	13368.0				
1677	chr4	32163778	32166404	5	131.2	1677	171.9	2160.0	176.5	2069.0	158.1	2798.0	135.2	2102.0	25.3	1666.0	36.4	8825.0	35.1	12316.0			27.7	26496.0	47.0	6861.0
1684	chr9	116187804	116190956	12	131.2	1684	151.8	2913.0	141.9	3430.0	134.0	4024.0	112.6	3198.0	23.0	2151.0	57.5	4676.0					33.4	21305.0	12.7	37203.0
1687	chr10	81138262	81141206	9	131.2	1687	219.4	1264.0	197.1	1623.0	219.8	1314.0	160.0	1447.0					45.9	9799.0					38.7	9763.0
1689	chr12	86800728	86805042	15	131.2	1689	66.7	11558.0	99.0	6959.0	127.8	4448.0	128.8	2350.0			22.4	16119.0	272.3	346.0	25.9	14732.0	76.2	4725.0	33.4	12385.0
1690	chr13	73732853	73735561	14	131.2	1690	431.3	276.0	295.2	629.0	225.4	1245.0	254.7	475.0									24.0	31069.0	7.38	50200.0
1691	chr15	64031792	64036100	16	131.2	1691	161.9	2522.0	109.5	5862.0	132.1	4162.0	132.9	2195.0			35.8	9170.0	39.3	11357.0	25.2	15172.0	62.2	7387.0	14.5	33459.0
1692	chr15	74987475	74992607	16	131.2	1692	152.7	2886.0	618.1	89.0	661.3	81.0	376.6	174.0	10.4	7777.0	26.8	13147.0	69.3	6015.0	17.7	20027.0	61.4	7604.0	48.6	6472.0
1697	chr4	145220196	145223066	5	130.6	1697			125.5	4436.0	142.0	3564.0	159.4	1458.0			10.2	30154.0	70.2	5849.0	32.1	11419.0	64.3	6851.0	40.6	9009.0
1701	chr10	128635556	128638780	9	130.6	1701	136.0	3733.0	165.6	2406.0	145.1	3393.0	138.6	1995.0	16.3	4446.0	12.8	26778.0			25.2	15090.0	20.7	35466.0	54.9	5094.0
1702	chr11	62553404	62556008	13	130.6	1702	154.4	2818.0	184.3	1875.0	194.5	1720.0	142.7	1862.0							46.4	6438.0				
1704	chr11	97824729	97827903	13	130.6	1704	155.2	2783.0	141.9	3434.0	153.7	2996.0	116.1	2998.0					66.8	6316.0			59.5	8069.0	71.9	2847.0
1705	chr11	119087478	119090804	13	130.6	1705	164.4	2421.0	215.8	1305.0	176.6	2163.0	136.3	2075.0												
1706	chr12	76361466	76363768	15	130.6	1706	142.7	3339.0	153.3	2892.0	211.8	1438.0	203.9	859.0	16.7	4241.0	21.1	17174.0					16.7	42325.0	15.2	32070.0
1707	chr12	102611388	102614516	15	130.6	1707	134.3	3848.0	125.9	4409.0	119.2	5107.0	122.5	2652.0	19.0	3333.0	30.7	11058.0			13.0	23149.0	16.7	42330.0	15.9	30819.0
1712	chr5	134675819	134678285	6	130.1	1712	134.3	3832.0	146.4	3182.0	166.7	2478.0	125.9	2459.0							25.2	14969.0	20.2	36187.0	6.22	52721.0
