id	chr_name	start	end	chromosome_id	tag_count_10um_pcc	id_10um_pcc	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_100um_k99a	id_100um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	ets_tag_count	ets_id	batf_tag_count	batf_id	junb_tag_count	junb_id	cjun_tag_count	cjun_id	jund_tag_count	jund_id	irf4_tag_count	irf4_id
1453	chr3	53463807	53466805	4	159.4	1453	200.2	1545.0	254.1	891.0	139.7	1452.0	182.8	1966.0	9.03	8480.0										
1455	chr3	97766326	97769130	4	159.4	1455	206.1	1443.0	182.0	1927.0	130.1	1711.0	171.7	2293.0			41.5	7391.0			68.2	2818.0	43.9	14150.0	19.4	24954.0
1457	chr4	129622057	129625179	5	159.4	1457	215.3	1308.0	232.2	1093.0	174.8	902.0	246.4	986.0	15.3	4780.0	19.2	18691.0			21.8	17067.0	29.9	24301.0	19.8	24337.0
1459	chr4	150926326	150931092	5	159.4	1459	93.4	7522.0	219.4	1246.0	181.0	834.0	158.7	2773.0			84.9	2360.0	96.9	3491.0	79.2	1980.0	102.8	2122.0	68.2	3199.0
1460	chr5	140607879	140611371	6	159.4	1460	242.0	1008.0	232.7	1089.0	125.6	1868.0	223.5	1265.0	17.6	3791.0	21.7	16430.0			54.6	4629.0	51.7	10518.0	18.9	25657.0
1461	chr6	48717176	48720080	7	159.4	1461	352.1	448.0	516.0	145.0	164.6	1040.0	306.3	611.0	28.0	1298.0	21.7	16440.0	51.0	8761.0	27.3	13810.0	78.3	4406.0	39.2	9562.0
1462	chr7	73537636	73541680	8	159.4	1462	354.6	442.0	635.9	79.0	65.6	6861.0	290.2	686.0	66.4	127.0	44.7	6675.0			159.7	210.0	104.7	2028.0	46.6	7003.0
1464	chr10	34282603	34285197	9	159.4	1464	226.1	1173.0	199.8	1571.0	142.5	1403.0	192.0	1766.0											14.5	33337.0
1465	chr11	100573740	100577478	13	159.4	1465	355.4	440.0	230.4	1116.0	149.3	1265.0	216.1	1370.0	15.8	4655.0					38.2	8996.0	31.5	22908.0	14.1	34376.0
1466	chr11	117825320	117830130	13	159.4	1466	48.4	15355.0	97.6	7117.0	84.8	4376.0	84.6	8879.0			65.8	3748.0			47.1	6269.0	35.0	20022.0	30.0	14499.0
1467	chr13	49213235	49217245	14	159.4	1467	188.6	1774.0	191.1	1731.0	131.8	1671.0	187.1	1869.0	18.1	3674.0	26.8	13103.0	106.1	2989.0	67.6	2926.0	155.8	505.0	34.4	11886.0
1468	chr13	54690794	54693076	14	159.4	1468	248.6	952.0	195.3	1666.0	135.2	1586.0	206.8	1508.0			21.1	17201.0								
1473	chr5	114896198	114899660	6	158.9	1473	267.0	826.0	223.5	1200.0	56.6	8429.0	237.7	1076.0	12.6	6256.0	40.2	7743.0	55.1	7991.0	56.0	4405.0	40.4	16192.0	116.7	805.0
1474	chr6	58831860	58834688	7	158.9	1474	242.0	1009.0	213.5	1343.0	142.5	1398.0	179.7	2056.0	11.3	7071.0	12.8	26548.0							31.6	13450.0
1478	chr9	75406315	75409589	12	158.9	1478	122.6	4627.0	152.8	2903.0	156.7	1143.0	435.9	244.0			76.0	2918.0	71.8	5681.0	68.9	2778.0	145.3	665.0	53.0	5459.0
1480	chr12	55397612	55401358	15	158.9	1480	127.7	4258.0	186.6	1822.0	141.4	1424.0	187.7	1859.0	19.9	3048.0	18.5	19684.0			63.5	3372.0	44.1	14080.0	23.7	19864.0
1481	chr12	80129159	80132489	15	158.9	1481	193.6	1668.0	189.3	1776.0	109.7	2552.0	191.4	1777.0			15.3	23406.0					23.1	32122.0	15.9	30810.0
1483	chr18	89197108	89200764	20	158.9	1483	259.5	880.0	281.5	700.0	162.3	1068.0	197.6	1656.0			13.4	26215.0			7.51	25901.0	10.2	57490.0		
1484	chr19	32758020	32761318	21	158.9	1484	216.9	1295.0	239.0	1035.0	166.3	1011.0	239.0	1070.0			87.5	2259.0								
1485	chr1	37888625	37892313	1	158.3	1485	188.6	1763.0	208.9	1403.0	67.9	6476.0	206.8	1503.0	28.4	1223.0	28.1	12099.0	71.8	5627.0	60.0	3756.0	65.7	6531.0	128.4	620.0
1487	chr2	126671896	126675488	2	158.3	1487	158.5	2620.0	196.2	1636.0	113.7	2340.0	185.2	1902.0	34.8	673.0	28.1	12149.0	18.4	17544.0	99.6	1023.0	42.3	14996.0	53.0	5436.0
1489	chr2	156108373	156112681	2	158.3	1489	184.4	1849.0	220.3	1234.0	115.4	2274.0	201.3	1582.0	14.4	5227.0					38.2	8864.0	39.6	16706.0	30.2	14282.0
1491	chr8	122473536	122475996	10	158.3	1491	221.1	1237.0	181.1	1946.0	168.0	979.0	185.9	1892.0	13.1	6062.0			63.5	6748.0	44.4	6958.0	40.6	16031.0	34.1	11966.0
1492	chr10	121471574	121475722	9	158.3	1492	189.4	1755.0	181.6	1936.0	160.6	1093.0	228.5	1194.0			14.7	24146.0					20.7	35461.0	18.0	27190.0
1493	chr11	98585457	98589117	13	158.3	1493	150.2	2980.0	159.7	2625.0	131.2	1688.0	171.0	2319.0	6.77	9861.0			51.8	8660.0	44.4	7003.0	114.4	1522.0	24.2	19371.0
1494	chr11	106783653	106787591	13	158.3	1494	194.4	1652.0	190.2	1751.0	122.7	1978.0	179.1	2089.0											36.4	10822.0
1495	chr15	83562361	83566059	16	158.3	1495	266.2	837.0	247.7	951.0	182.1	821.0	258.1	895.0	9.93	8073.0	25.5	13880.0	53.5	8369.0	54.6	4676.0	62.7	7264.0	28.6	15558.0
1496	chr2	152330110	152333470	2	157.7	1496	161.9	2497.0	178.8	2012.0	146.5	1316.0	200.1	1605.0	22.1	2337.0	16.0	22219.0	28.4	14236.0	71.6	2502.0	41.2	15680.0	52.8	5490.0
1497	chr4	106907753	106911309	5	157.7	1497	211.9	1356.0	206.7	1455.0	72.4	5873.0	203.1	1549.0	11.3	7032.0	31.3	10676.0					39.6	16723.0	21.2	22569.0
1498	chr5	125474494	125478250	6	157.7	1498	116.0	5175.0	151.5	2959.0	136.9	1535.0	162.4	2615.0	20.8	2732.0	19.8	18142.0	18.4	17605.0	70.3	2637.0	85.6	3498.0	40.6	9016.0
1499	chr7	102268570	102271016	8	157.7	1499	307.9	606.0	306.1	567.0	145.3	1339.0	164.2	2561.0												
1500	chr8	71675033	71678401	10	157.7	1500	214.4	1325.0	180.7	1961.0	134.0	1617.0	195.7	1691.0	13.5	5807.0	19.8	18227.0	36.8	11924.0	79.8	1939.0	78.9	4340.0	64.1	3673.0
1501	chr9	107975199	107978205	12	157.7	1501	273.7	781.0	254.1	894.0	194.0	712.0	231.5	1152.0			47.3	6217.0					29.1	25179.0	40.1	9217.0
1504	chr11	69577894	69580570	13	157.7	1504	286.2	710.0	320.2	517.0	147.0	1308.0	332.2	493.0	22.1	2393.0			16.7	18226.0	28.7	13196.0	50.1	11201.0	57.6	4615.0
1505	chr13	111804085	111808321	14	157.7	1505	140.2	3494.0	182.5	1925.0	135.2	1587.0	174.7	2222.0	27.5	1367.0	35.1	9388.0			49.1	5764.0	28.0	26347.0		
1507	chr15	103240732	103244328	16	157.7	1507	106.0	6210.0	165.6	2409.0	125.0	1905.0	176.6	2168.0			52.4	5336.0								
1509	chr2	140167771	140171215	2	157.1	1509	168.5	2256.0	193.0	1695.0	122.7	1965.0	163.0	2590.0			8.3	32754.0			30.0	12342.0	52.2	10317.0	43.1	8076.0
1510	chr8	72570378	72573544	10	157.1	1510	221.9	1224.0	200.7	1556.0	134.6	1597.0	217.3	1352.0	33.0	804.0	17.2	20972.0	82.7	4601.0	23.2	16286.0	72.7	5294.0	15.9	30704.0
1511	chr8	119556060	119559068	10	157.1	1511	156.0	2734.0	155.1	2800.0	141.4	1422.0	147.0	3292.0							20.5	18036.0	68.6	5999.0	50.3	6062.0
1512	chr10	80265126	80268692	9	157.1	1512	142.7	3335.0	133.7	3908.0	145.9	1326.0	158.1	2810.0												
1513	chr11	50378361	50381931	13	157.1	1513	116.8	5114.0	174.7	2126.0	78.6	5074.0	161.8	2656.0			24.3	14644.0			69.6	2716.0	55.7	9169.0	46.6	7016.0
1514	chr11	109469149	109472409	13	157.1	1514	195.2	1631.0	199.4	1580.0	127.2	1821.0	142.6	3538.0	10.8	7456.0							19.9	36759.0	13.4	35815.0
1515	chr4	6986430	6989928	5	156.5	1515	273.7	780.0	291.5	651.0	92.2	3714.0	258.1	892.0			16.6	21520.0								
1517	chr6	108783348	108786314	7	156.5	1517	165.2	2376.0	206.2	1466.0	129.5	1732.0	177.8	2122.0									19.1	37953.0		
1519	chr9	40452869	40455373	12	156.5	1519	168.5	2265.0	244.1	985.0	154.4	1175.0	289.6	688.0	13.5	5816.0			37.6	11708.0			29.6	24642.0		
1520	chr10	7470569	7474973	9	156.5	1520	123.5	4562.0	219.4	1250.0	159.5	1103.0	191.4	1774.0			18.5	19583.0					14.5	46509.0	12.4	37762.0
1522	chr11	48800626	48803254	13	156.5	1522	236.1	1072.0	228.6	1142.0	112.0	2431.0	259.9	880.0												
1523	chr11	77490275	77493419	13	156.5	1523	221.9	1225.0	208.0	1432.0	131.8	1669.0	198.8	1626.0			28.7	11968.0			37.5	9252.0	40.9	15905.0	27.4	16429.0
1525	chr18	31787908	31791154	20	156.5	1525	111.0	5710.0	145.1	3284.0	138.6	1498.0	168.6	2418.0	14.0	5670.0							28.8	25569.0		
1526	chr1	193172346	193175900	1	156.0	1526	14.2	27863.0	122.3	4664.0			175.4	2193.0	45.6	327.0	17.9	19959.0	9.19	20012.0	113.3	670.0	75.6	4784.0	30.9	13823.0
1527	chr1	193261544	193264912	1	156.0	1527	203.6	1492.0	186.6	1819.0	152.1	1201.0	178.4	2098.0	22.6	2214.0	11.5	28081.0	14.2	18830.0			26.1	28230.0	35.3	11345.0
1528	chr2	156176741	156180199	2	156.0	1528	138.5	3551.0	153.3	2882.0	110.8	2469.0	164.9	2530.0	51.0	248.0			43.4	10264.0	92.8	1265.0	162.5	416.0	38.5	9825.0
1529	chr5	30958860	30962646	6	156.0	1529	190.2	1726.0	191.1	1726.0	125.6	1867.0	227.2	1216.0	13.5	5747.0	15.3	23053.0			30.0	12385.0	70.8	5593.0	11.1	40689.0
1530	chr5	115632795	115636365	6	156.0	1530	134.3	3831.0	173.4	2177.0	104.6	2798.0	196.3	1673.0			9.58	31175.0	25.9	15128.0			22.3	33070.0	8.53	47105.0
1531	chr8	105344600	105349632	10	156.0	1531	204.4	1482.0	205.7	1476.0	101.2	3036.0	188.9	1825.0			29.4	11579.0	67.7	6194.0	32.1	11484.0	88.5	3217.0	76.1	2483.0
1533	chr11	97109342	97114778	13	156.0	1533	8.34	32464.0	115.0	5325.0	92.2	3730.0	156.8	2866.0					13.4	19202.0	45.0	6788.0	18.6	38945.0	26.1	17659.0
1534	chr11	114669731	114673015	13	156.0	1534	158.5	2640.0	169.2	2312.0	77.5	5220.0	195.7	1693.0												
1535	chr13	8867629	8871981	14	156.0	1535	166.0	2354.0	168.8	2326.0	137.4	1530.0	174.7	2221.0	20.8	2791.0	23.6	15175.0	8.35	20217.0	74.4	2315.0	40.6	16074.0	78.4	2312.0
1537	chr15	73746853	73751483	16	156.0	1537	168.5	2273.0	172.9	2200.0	102.4	2975.0	197.0	1668.0							18.4	19562.0	24.0	31091.0	10.4	42726.0
1538	chr15	89076995	89079733	16	156.0	1538	261.1	866.0	272.8	745.0	143.6	1376.0	195.1	1710.0							32.1	11597.0	20.7	35565.0	16.6	29658.0
1539	chr2	91947047	91951471	2	155.4	1539	236.9	1058.0	208.9	1405.0	132.9	1636.0	231.5	1151.0					56.8	7680.0	16.4	20617.0	110.9	1657.0	19.8	24297.0
1542	chr8	122442561	122445623	10	155.4	1542	244.5	991.0	249.1	935.0	163.4	1053.0	230.9	1160.0			12.8	26659.0	28.4	14327.0	193.8	109.0	75.1	4888.0	41.0	8831.0
1543	chr9	108339367	108342491	12	155.4	1543	279.5	745.0	247.7	949.0	109.7	2543.0	249.4	962.0												
1544	chr11	106268024	106272256	13	155.4	1544	166.9	2321.0	177.0	2064.0	115.9	2259.0	189.6	1812.0												
1546	chr16	11201712	11205054	17	155.4	1546	183.6	1878.0	168.8	2330.0	121.0	2051.0	198.8	1630.0	23.5	2087.0	15.3	23532.0			23.9	16020.0	76.4	4698.0	22.1	21654.0
1547	chr1	131093826	131097024	1	154.8	1547	150.2	2960.0	177.5	2041.0	253.4	364.0	194.5	1713.0					169.6	1178.0			93.9	2742.0	25.4	18116.0
1548	chr2	26901915	26905139	2	154.8	1548	169.4	2233.0	202.1	1531.0	151.0	1231.0	232.2	1144.0	31.1	925.0	31.3	10630.0			87.3	1486.0	63.8	6965.0	58.1	4522.0
1550	chr6	113045385	113049265	7	154.8	1550	152.7	2877.0	178.4	2025.0	122.7	1968.0	167.3	2451.0	24.4	1838.0	23.0	15449.0	37.6	11677.0	60.0	3791.0	55.2	9313.0	46.3	7068.0
1552	chr8	14887431	14890305	10	154.8	1552	224.4	1188.0	205.7	1475.0	157.8	1128.0	226.0	1234.0			26.8	12990.0	20.9	16769.0	23.9	15851.0	44.4	13895.0	17.5	27894.0
1555	chr11	117870985	117874381	13	154.8	1555	257.8	883.0	208.5	1422.0	140.8	1436.0	199.4	1619.0	17.2	4052.0	44.7	6713.0	15.0	18728.0	25.2	15126.0	60.0	7933.0	56.0	4877.0
1560	chr15	98828620	98832620	16	154.8	1560	214.4	1327.0	184.3	1876.0	115.4	2296.0	184.6	1926.0	34.8	696.0			60.1	7268.0	72.3	2489.0	53.8	9804.0	66.6	3406.0
1561	chr18	35552923	35556255	20	154.8	1561	128.5	4200.0	159.7	2629.0	136.3	1562.0	186.5	1885.0			18.5	19844.0			11.6	24023.0	29.1	25286.0	50.9	5940.0
1563	chr2	31759605	31763499	2	154.2	1563	196.9	1598.0	199.4	1576.0	134.0	1609.0	167.9	2420.0			6.39	34629.0					19.4	37383.0	9.22	45245.0
1565	chr2	92373997	92377247	2	154.2	1565	211.1	1368.0	225.4	1174.0	169.1	964.0	224.8	1252.0	26.6	1448.0	17.2	20757.0					35.8	19270.0	70.3	2981.0
1566	chr4	148442017	148446619	5	154.2	1566	88.4	8153.0	91.2	7892.0	59.9	7796.0	132.1	4141.0					15.0	18630.0	27.3	13793.0	36.3	18916.0	23.1	20481.0
1568	chr8	84845657	84848643	10	154.2	1568	224.4	1189.0	210.8	1377.0	158.4	1124.0	235.2	1109.0	30.2	1029.0					83.9	1682.0	76.2	4719.0	31.1	13749.0
1569	chr11	63917239	63921695	13	154.2	1569	438.9	257.0	276.9	723.0	130.6	1703.0	201.3	1591.0									31.2	23127.0	31.4	13635.0
1573	chr2	167063020	167066182	2	153.7	1573	182.7	1882.0	146.0	3204.0	105.8	2728.0	143.2	3476.0	57.8	182.0	17.2	20769.0			103.7	894.0	61.9	7408.0	32.0	13145.0
1576	chr5	121397496	121401480	6	153.7	1576	113.5	5420.0	132.3	3962.0	65.6	6849.0	121.0	4931.0			32.6	10167.0	27.6	14549.0	13.6	22522.0	55.4	9228.0	13.8	34680.0
1577	chr5	124183713	124187919	6	153.7	1577	194.4	1644.0	185.2	1852.0	162.9	1061.0	202.5	1557.0			13.4	25623.0			40.3	8168.0	23.1	31973.0	13.8	34681.0
1578	chr9	59482040	59486062	12	153.7	1578	112.6	5509.0	222.6	1212.0	117.1	2210.0	159.9	2735.0									27.4	26850.0		
1581	chr12	59215647	59218995	15	153.7	1581	222.8	1212.0	209.8	1394.0	116.5	2234.0	201.9	1576.0							25.2	15132.0				
1582	chr14	55587734	55591654	11	153.7	1582	238.6	1049.0	312.5	541.0	134.6	1605.0	182.1	1994.0	14.9	5139.0	33.2	10044.0			15.7	21420.0	36.3	19022.0	72.4	2812.0
1583	chr16	45406159	45410441	17	153.7	1583	114.3	5381.0	151.0	2988.0	54.9	8859.0	173.5	2261.0			16.0	22751.0			33.4	10993.0	28.3	26088.0	21.7	22215.0
1586	chr2	10153165	10155213	2	153.1	1586	202.7	1500.0	198.0	1595.0	141.4	1417.0	208.1	1482.0											7.38	49808.0
1590	chr5	139252784	139256596	6	153.1	1590	136.0	3714.0	137.8	3653.0	109.2	2569.0	167.3	2450.0			14.7	23911.0								
1593	chr9	56936870	56940974	12	153.1	1593	176.9	2035.0	189.8	1760.0	129.5	1738.0	208.7	1476.0	14.9	5063.0	43.4	6993.0	106.1	2979.0			42.5	14895.0	58.3	4501.0
1594	chr11	55073619	55078723	13	153.1	1594	166.9	2320.0	146.4	3190.0	122.7	1975.0	155.0	2938.0	18.5	3466.0					45.7	6614.0	37.4	18187.0	39.4	9485.0
1596	chr13	24801311	24804583	14	153.1	1596	204.4	1488.0	196.6	1632.0	151.6	1227.0	212.4	1425.0	53.7	226.0	16.0	22636.0					22.9	32482.0		
1597	chr14	73380492	73384380	11	153.1	1597	223.6	1202.0	203.0	1524.0	143.6	1374.0	193.9	1730.0												
1600	chr1	138617351	138620489	1	152.5	1600	219.4	1255.0	232.2	1091.0	109.2	2560.0	196.3	1669.0			46.0	6406.0	97.7	3426.0	73.7	2328.0	36.1	19079.0	20.5	23378.0
1603	chr5	130221724	130225284	6	152.5	1603	145.2	3208.0	156.9	2730.0	135.7	1569.0	197.0	1662.0	12.2	6534.0	19.2	18727.0	76.0	5196.0	83.9	1666.0	132.1	949.0	33.0	12639.0
1605	chr17	24528252	24530626	18	152.5	1605	142.7	3346.0	246.3	964.0	134.0	1625.0	251.9	943.0									40.6	16114.0	34.4	11906.0
1607	chr17	56581755	56584409	18	152.5	1607	125.1	4446.0	129.6	4148.0	116.5	2239.0	190.2	1799.0					10.0	19991.0						
1609	chr1	78485108	78489594	1	151.9	1609	126.8	4277.0	125.9	4382.0	84.8	4334.0	169.8	2353.0	22.1	2329.0	31.9	10353.0			26.6	14058.0	38.8	17205.0	38.5	9813.0
1611	chr3	116423158	116426146	4	151.9	1611	206.1	1445.0	182.9	1904.0	59.4	7898.0	108.1	6084.0	11.3	7022.0	13.4	25519.0			47.8	6019.0	44.4	13867.0	68.2	3198.0
1612	chr7	3627625	3630509	8	151.9	1612	151.0	2936.0	153.7	2862.0	139.7	1455.0	168.6	2407.0	23.0	2130.0	27.5	12582.0	15.0	18671.0	6.82	25962.0	66.2	6432.0	40.6	9024.0
1614	chr11	79251264	79255310	13	151.9	1614	193.6	1667.0	214.0	1338.0	76.9	5297.0	218.6	1337.0	55.5	205.0	37.7	8498.0	15.9	18470.0	60.0	3812.0	98.8	2401.0	32.5	12957.0
1615	chr11	115932159	115935049	13	151.9	1615	156.9	2706.0	176.5	2076.0	119.3	2109.0	162.4	2625.0	25.7	1630.0	37.7	8509.0	12.5	19432.0	37.5	9261.0	99.8	2333.0	11.5	39837.0
1617	chr19	4199961	4202397	21	151.9	1617	333.7	502.0	197.1	1627.0	160.1	1096.0	198.8	1632.0			17.2	21333.0			30.0	12624.0	58.1	8472.0	68.9	3142.0
1619	chr2	11551088	11553770	2	151.3	1619	149.3	2996.0	179.3	1990.0	110.3	2498.0	177.8	2114.0			10.2	29964.0			13.0	22883.0				
1621	chr4	48471272	48474692	5	151.3	1621	177.7	2002.0	168.3	2333.0	121.6	2017.0	171.7	2294.0	15.3	4770.0	5.75	34994.0	32.6	13016.0	88.0	1460.0	36.3	18901.0	49.8	6149.0
1622	chr5	76948380	76951396	6	151.3	1622	156.0	2726.0	197.1	1619.0	89.4	3935.0	113.0	5608.0			30.0	11223.0			86.0	1564.0	30.1	24060.0		
1624	chr6	113697957	113701747	7	151.3	1624	136.0	3717.0	167.0	2371.0	133.5	1629.0	184.6	1920.0												
1625	chr7	101346865	101349409	8	151.3	1625	186.9	1810.0	185.2	1854.0	141.4	1421.0	176.0	2180.0							10.9	24214.0	25.0	29627.0	46.8	6939.0
1627	chr8	27259433	27263045	10	151.3	1627	129.3	4116.0	128.2	4233.0	64.5	7052.0	192.0	1764.0			11.5	28425.0			16.4	20787.0	43.6	14330.0	60.6	4150.0
1631	chr11	53761371	53765671	13	151.3	1631	200.2	1551.0	194.8	1671.0	153.8	1182.0	203.8	1546.0	36.6	572.0	17.9	20380.0			36.2	9812.0	73.5	5156.0	67.1	3359.0
1632	chr11	62603400	62606176	13	151.3	1632	118.5	4987.0	191.6	1721.0	168.0	980.0	167.3	2458.0			28.1	12306.0								
1633	chr11	82763099	82766295	13	151.3	1633	216.9	1292.0	198.4	1592.0	140.3	1449.0	198.2	1640.0	15.8	4653.0	93.3	1989.0	115.3	2598.0	52.5	5037.0	80.7	4102.0	197.8	148.0
1634	chr11	97993380	97996164	13	151.3	1634	211.9	1364.0	203.0	1521.0	134.0	1621.0	192.6	1755.0							34.1	10648.0	37.1	18399.0	26.1	17660.0
1636	chr18	67204776	67208650	20	151.3	1636	191.9	1701.0	204.4	1500.0	118.2	2163.0	185.2	1914.0	22.1	2425.0	16.0	22799.0			34.1	10725.0	114.4	1525.0	81.4	2111.0
1637	chr1	185202936	185205842	1	150.8	1637	156.9	2686.0	186.1	1827.0	118.8	2120.0	197.0	1660.0			19.2	18582.0	61.8	6916.0	23.2	16123.0	74.0	5030.0	47.0	6851.0
1640	chr3	106544470	106547582	4	150.8	1640	114.3	5323.0	125.9	4388.0	110.3	2503.0	159.9	2727.0			22.4	15872.0			46.4	6369.0				
1643	chr4	147867884	147871238	5	150.8	1643	190.2	1725.0	170.2	2281.0	102.9	2914.0	169.2	2377.0			23.6	14943.0			27.3	13792.0	40.4	16180.0	22.1	21456.0
1644	chr6	125071099	125075057	7	150.8	1644	198.6	1570.0	105.8	6197.0	78.6	5061.0	197.0	1663.0			14.1	24813.0			10.9	24191.0	14.0	47565.0	30.9	13860.0
1645	chr7	34386614	34389610	8	150.8	1645	141.8	3375.0	192.5	1704.0	143.6	1366.0	179.7	2057.0	33.9	744.0	26.2	13326.0	16.7	18160.0			19.4	37503.0		
1646	chr8	70673935	70676385	10	150.8	1646	216.9	1291.0	218.1	1268.0	138.6	1494.0	235.9	1101.0			48.5	5964.0					48.2	12065.0	32.5	12927.0
1649	chr11	88714628	88718076	13	150.8	1649	131.8	3989.0	166.5	2384.0	99.0	3196.0	177.2	2145.0			9.58	31462.0					28.5	25744.0	37.8	10176.0
1650	chr18	74777460	74781080	20	150.8	1650	212.8	1347.0	210.3	1388.0	151.0	1241.0	214.9	1386.0	8.58	8975.0	17.2	21328.0			32.1	11641.0	32.3	22255.0	18.7	26181.0
1651	chr3	144716349	144720167	4	150.2	1651	153.5	2840.0	183.8	1880.0	138.6	1490.0	176.0	2177.0			12.1	27308.0			50.5	5348.0			26.5	17164.0
1652	chr3	152211184	152214314	4	150.2	1652	162.7	2469.0	180.2	1963.0	154.4	1171.0	192.0	1762.0	30.7	966.0	16.0	22273.0								
1653	chr6	83774060	83777042	7	150.2	1653	201.1	1533.0	158.3	2665.0	133.5	1628.0	176.6	2157.0							53.9	4734.0	51.9	10432.0	37.1	10460.0
1654	chr7	24081119	24084773	8	150.2	1654	149.3	3009.0	158.3	2667.0	95.6	3430.0	164.9	2536.0	24.4	1841.0	62.6	4064.0	122.0	2325.0	94.2	1204.0	130.3	1001.0	241.1	59.0
1655	chr7	127193735	127196729	8	150.2	1655	154.4	2811.0	163.3	2483.0	128.9	1761.0	177.2	2140.0	27.5	1355.0	12.8	26617.0	38.4	11485.0	64.1	3275.0	73.7	5095.0	71.0	2918.0
1656	chr10	128210392	128213282	9	150.2	1656	115.1	5278.0	189.3	1774.0	134.6	1601.0	184.6	1921.0	8.13	9157.0	19.8	18313.0			7.51	25835.0	53.3	9971.0	15.4	31604.0
1657	chr15	102147190	102152112	16	150.2	1657	33.4	19475.0	75.7	10015.0	126.7	1845.0	78.4	9803.0			18.5	19777.0	37.6	11786.0	31.4	11921.0	78.6	4389.0	57.4	4666.0
1658	chr16	10540089	10542963	17	150.2	1658	172.7	2150.0	153.7	2873.0	117.1	2217.0	219.2	1327.0											32.5	12984.0
1660	chr19	15922006	15925474	21	150.2	1660	215.3	1320.0	198.0	1604.0	74.1	5683.0	225.4	1250.0			15.3	23628.0	38.4	11588.0	21.2	17822.0	31.2	23223.0	12.0	39015.0
1662	chr1	161873373	161876203	1	149.6	1662	161.9	2496.0	165.1	2413.0	134.6	1593.0	161.8	2635.0	22.6	2212.0	44.1	6777.0	129.5	2078.0	25.9	14447.0	77.2	4544.0	43.3	7991.0
1665	chr3	96728318	96731824	4	149.6	1665	93.4	7510.0	131.8	3980.0	102.9	2911.0	222.9	1276.0			13.4	25512.0								
1668	chr5	31093967	31096095	6	149.6	1668	166.9	2310.0	177.0	2059.0	112.0	2417.0	170.4	2334.0							31.4	11732.0	28.5	25647.0	23.1	20485.0
1669	chr6	7845250	7848704	7	149.6	1669	166.0	2337.0	156.9	2731.0	40.7	12344.0	172.9	2268.0			21.7	16433.0					16.1	43151.0		
1670	chr6	24662639	24665079	7	149.6	1670	93.4	7528.0	143.2	3361.0	93.9	3573.0	155.6	2900.0	16.3	4374.0	17.9	20133.0	42.6	10483.0	63.5	3337.0	50.6	10936.0	31.8	13299.0
1671	chr6	122308863	122311579	7	149.6	1671	161.9	2507.0	174.3	2139.0	117.1	2207.0	173.5	2252.0							28.0	13461.0	14.8	45849.0		
1672	chr6	122741090	122743532	7	149.6	1672	245.3	979.0	228.1	1146.0	152.7	1196.0	204.4	1534.0	11.3	7075.0			15.0	18668.0	48.4	5868.0	32.3	22123.0	25.1	18415.0
1673	chr7	6170185	6173223	8	149.6	1673	188.6	1767.0	184.3	1871.0	131.8	1661.0	187.7	1853.0			39.0	8092.0			14.3	22144.0	28.0	26242.0	26.3	17389.0
1674	chr7	28807274	28810472	8	149.6	1674	191.9	1695.0	215.3	1311.0	121.0	2041.0	202.5	1558.0	23.0	2134.0	23.0	15475.0	65.2	6507.0	47.8	6043.0	74.3	4991.0	75.6	2523.0
1675	chr7	45392941	45396757	8	149.6	1675	142.7	3328.0	169.7	2297.0	134.6	1595.0	195.7	1688.0	16.7	4184.0	14.7	23979.0			120.1	566.0	45.2	13451.0	169.2	260.0
1676	chr7	104461864	104465594	8	149.6	1676	225.3	1180.0	225.8	1166.0	170.2	957.0	265.5	840.0	8.58	8830.0	16.6	21687.0					24.0	30953.0		
1678	chr10	79994918	79998200	9	149.6	1678	254.5	908.0	226.7	1156.0	106.3	2713.0	171.7	2301.0			43.4	7009.0			28.0	13544.0	50.6	10969.0	38.5	9876.0
1683	chr15	41830833	41834307	16	149.6	1683	224.4	1190.0	252.3	914.0	122.7	1982.0	220.4	1308.0	21.2	2666.0	13.4	26087.0					11.0	55106.0		
1684	chr16	3974726	3977320	17	149.6	1684	221.1	1241.0	161.9	2541.0	108.0	2639.0	193.3	1742.0	13.1	6159.0	21.7	16716.0	43.4	10397.0	33.4	10989.0	43.9	14243.0	38.3	10001.0
1688	chr2	132574946	132578664	2	149.0	1688	163.5	2436.0	196.2	1637.0	94.4	3518.0	183.4	1950.0			14.1	24607.0			64.8	3168.0	45.2	13419.0	27.9	15950.0
1689	chr3	95281061	95284815	4	149.0	1689	216.9	1288.0	210.8	1374.0	123.3	1950.0	201.3	1585.0	11.3	7018.0	14.1	24650.0			68.9	2746.0	60.8	7684.0	28.6	15438.0
1691	chr5	32851565	32854213	6	149.0	1691	141.0	3413.0	161.0	2565.0	135.7	1568.0	175.4	2197.0	20.8	2727.0	10.2	30171.0							51.6	5757.0
1693	chr6	113072868	113076298	7	149.0	1693	123.5	4545.0	116.3	5177.0	83.1	4568.0	138.9	3739.0			25.5	13684.0								
1695	chr9	40802147	40806369	12	149.0	1695	83.4	8840.0	109.5	5847.0	127.2	1818.0	176.6	2159.0												
1697	chr10	7952985	7956097	9	149.0	1697	118.5	4978.0	174.3	2142.0	133.5	1630.0	166.7	2482.0												
