Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d Tcell-CD69neg-K99A10-22h-ES Tcell-CD69neg-nopept-22h-ES Tcell-CD69neg-PCC01-22h-ES Tcell-CD69neg-PCC1-22h-ES Tcell-CD69pos-K99A100-22h-ES Tcell-CD69pos-K99A10-22h-ES Tcell-CD69pos-PCC01-22h-ES Tcell-CD69pos-PCC1-22h-ES -rpkm -condenseGenes)	Tcell-CD69pos-K99A10-22h-ES FPKM	Tcell-CD69pos-K99A100-22h-ES FPKM	Tcell-CD69pos-PCC01-22h-ES FPKM	Tcell-CD69pos-PCC1-22h-ES FPKM	gene_name	pc1	pc2
NM_001113248	8.726	0.937	58.369	100.51100000000001	Sin3b	0.009276629028783966	0.015418749537551072
NM_133847	1.683	39.798	42.327	38.968	Tm9sf4	0.004684954319308322	-0.0036762184241120486
NM_027886	0.08199999999999999	0.0	10.620999999999999	12.894	Stk11ip	0.0014675571974930408	0.0020251685775414486
NM_027149	216.743	0.0	4.893	9.038	Wdr20	-0.025386843613316244	0.022161456510787336
NM_001311144	0.075	25.947	19.45	22.502	1110051M20Rik	0.002567653546191189	-0.003162031409225945
NM_130860	0.0	7.877000000000001	26.145	25.500999999999998	Cdk9	0.0031565612931658115	0.0021384729963178557
NM_053068	0.0	0.0	52.73	59.562	Chrac1	0.007002390771899658	0.009454104152022223
NR_040268	0.0	0.0	22.029	10.556	2310001H17Rik	0.0018539972889283956	0.002144274491427643
NM_010129	0.0	0.0	23.351	30.07	Emp3	0.0033771461268140234	0.004652081544561133
NM_001004185	0.0	17.594	6.404	7.896	Whamm	0.0008688135235170594	-0.003327403813949617
NM_025844	0.0	0.168	44.038000000000004	47.465	Chordc1	0.005677411018534867	0.007565006553506514
NM_024180	247.358	0.0	20.518	21.243000000000002	Ormdl2	-0.027433791425298545	0.02722075306796333
NM_001164412	0.0	19.189	14.902999999999999	15.352	Cnot4	0.0018342907744955223	-0.0024870865741676703
NM_026191	0.0	27.023000000000003	11.677999999999999	12.568	Dhx40	0.00145637808808978	-0.004987067671545793
NM_172707	291.164	105.652	66.652	57.246	Ppp1cb	-0.028014266223231547	0.010297689921303308
NM_001004364	42.308	13.088	2.785	5.303999999999999	Asap2	-0.0046255103605596214	0.0014481384878112934
NM_001285990	0.0	21.084	12.073	9.924	Cdc27	0.0012882616276136216	-0.0037666955928754653
NM_033075	0.0	44.545	11.034	15.885	D17H6S56E-5	0.0016422848849827133	-0.009133282569095793
NM_011467	0.0	0.0	17.648	25.339000000000002	Spr	0.002747746589649167	0.0038451666794506937
NM_172656	0.0	22.831	1.871	3.748	Stradb	0.000330284617842755	-0.005374653552065022
NM_198248	0.051	2.983	20.816999999999997	16.553	Zbtb40	0.0022324116240458524	0.0020870965129878645
NM_011630	84.103	26.454	25.820999999999998	23.333000000000002	Nr2c2	-0.007258998278013413	0.0051267910563341885
NM_008062	0.139	0.013000000000000001	36.373000000000005	34.126999999999995	G6pdx	0.004292967789049922	0.005654549021049844
NM_001310039	0.19699999999999998	55.571000000000005	37.94	22.739	Clcf1	0.0034117213832611593	-0.010113427060147444
NM_053092	0.0	76.445	75.42	94.77799999999999	Kars	0.010597095698947404	-0.005078609235713544
NM_172280	0.0	0.0	16.521	17.39	Emsy	0.0020988537524625765	0.002801866630694578
NM_198626	5.1339999999999995	11.404000000000002	21.27	12.49	Xxylt1	0.0013188052910293568	-0.0001014553530729864
NM_019817	0.0	63.758	86.272	78.86	Copz1	0.009953658897017192	-0.003395856830975802
NM_001033432	0.0	72.92699999999999	17.025	14.175	Heca	0.001753705366429504	-0.016481837881001535
NM_019580	0.0	0.0	38.01	43.402	Gde1	0.005082555361169587	0.0068737881654278585
NM_029037	0.0	12.017000000000001	1.639	4.334	Pomk	0.00038203545699630145	-0.0025072079848472988
NM_172148	0.0	0.0	8.619	14.626	B9d2	0.0015102733421259098	0.0021615449171119992
NR_030259	0.0	0.0	111.75200000000001	35.964	Mir546	0.00809014718675758	0.008661785151427275
NM_008891	0.0	36.413000000000004	38.774	26.855	Pnn	0.003817636982532666	-0.004618576172952839
NM_172282	0.0	12.41	2.349	4.025	Tmco3	0.00039254566280021435	-0.0026217418575709786
NM_013815	0.0	32.278	23.475	17.662	Baz1a	0.0023981320384673984	-0.005270899570236438
NM_019771	0.0	26.557	1.561	3.8569999999999998	Dstn	0.0003168585876457967	-0.006337874871976389
NM_025344	0.0	202.158	173.328	187.69299999999998	Eif3f	0.022054468012954465	-0.022327464727618138
NM_144872	0.0	58.193000000000005	18.827	17.340999999999998	Eml3	0.0021036269048329494	-0.012198347822291487
NM_019866	0.0	17.14	2.088	3.735	Spib	0.0003498732661648718	-0.003893591628202738
NM_019921	0.0	31.101	15.765	9.773	Akap10	0.001437665921807522	-0.006244934418467743
NM_023626	0.09699999999999999	13.812999999999999	15.013	12.703	Ing3	0.001639260567178255	-0.0014144371603785186
NM_028720	0.109	32.734	63.144	69.105	Glyr1	0.00814813751313812	0.0025697627572207416
NM_001039175	0.225	0.521	34.129	53.559	Elovl1	0.005626312585951	0.007896870089741588
NM_027879	0.0	22.315	14.057	16.000999999999998	Cdc40	0.0018364042335365966	-0.0032465964828210397
NM_012017	0.0	0.009000000000000001	20.227	12.168	Zfp346	0.0018874397758600198	0.0022784739103968357
NM_001253814	0.0	15.825999999999999	17.56	18.582	Ankle2	0.002210190975179159	-0.0011104445251686893
NM_025873	0.0	7.605	15.843	9.793	Trit1	0.00148452124065768	-0.00015113026460989375
NM_028074	0.0	45.217	30.182	32.708	Ddx42	0.0038245065698845155	-0.006479910289057359
NM_001252089	0.0	3.263	24.866999999999997	23.646	Rbmxl1	0.0029642481581736613	0.0030530975195303045
NM_024231	0.0	0.0	16.781	25.248	Zfpl1	0.00269904118851445	0.003801658409493768
NM_007885	0.0	15.154000000000002	7.81	4.401	Slc26a2	0.0006797252743355525	-0.0030835811339576884
NR_030443	0.0	35.149	14.638	3.313	Mir678	0.0008929553355828369	-0.00814954430483455
NM_133897	0.0	11.831	9.655	17.672	Lrrc8c	0.0017671794400692848	-0.000482050966775678
NM_011659	451.75	312.268	212.553	254.088	Tnfrsf4	-0.026094213059831613	0.0023960596317682513
NM_026796	0.0	0.0	25.171	16.599	Smyd2	0.002457740226964336	0.0030218679508190803
NM_001103162	0.08800000000000001	26.406999999999996	66.586	39.905	Scap	0.006144650745523317	0.0006549532221273825
NM_025788	0.0	36.327	58.028999999999996	63.071999999999996	Nacc1	0.007456657054214355	0.0006789964661443554
NM_009088	129.511	48.673	48.848	45.475	Polr1a	-0.010039415591320464	0.007376776398843699
NM_023475	0.0	0.0	26.278000000000002	20.42	Serhl	0.0027969741875853147	0.003544261439091092
NM_016802	157.653	30.113000000000003	108.07	109.05	Rhoa	-0.005805029353953062	0.025091941420004055
NM_001252593	0.12300000000000001	75.036	76.381	69.67	Cars	0.008753529292534952	-0.007830007043963881
NM_016784	0.0	1.74	37.260999999999996	43.266999999999996	Plrg1	0.005033182380059631	0.006378218832320818
NM_001081433	96.471	30.875999999999998	11.807	16.044	Ankrd44	-0.00998987618662039	0.0037338387818959683
NM_178610	0.0	12.139000000000001	22.840999999999998	18.038	Krr1	0.0024312573082223006	-2.8431813145022656e-05
NM_028814	0.0	14.995999999999999	40.353	25.753	2810403A07Rik	0.0038494493745535293	0.0008505962648552605
NM_145359	0.262	112.90799999999999	81.336	68.07600000000001	Ubald1	0.008789892235062097	-0.01764796263177975
NR_132589	199.50599999999997	0.0	17.472	18.523	Timm17b	-0.02197813164488746	0.02216404483128326
NM_001308183	0.16399999999999998	7.452000000000001	6.997000000000001	14.069	Cdk5rap3	0.0013571425543354367	0.000116184376970414
NM_007949	0.0	15.091	22.506999999999998	21.605	Ercc2	0.0026766310963953	-0.0003562363024234796
NM_133792	0.0	21.303	0.059000000000000004	2.698	Pla2g15	0.00016689979210059012	-0.005177985977425342
NM_011552	187.753	58.38	119.454	103.559	Tcof1	-0.00936779144949513	0.020390431288416676
NM_146239	0.2	70.785	55.607	42.11600000000001	Cdk17	0.005687252933708124	-0.010960866646803898
NM_025821	0.0	0.0	12.119000000000002	9.613	Carhsp1	0.0013045487642255632	0.0016592072517788543
NM_001008700	0.0	25.593000000000004	46.777	43.935	Il4ra	0.005500803072324606	0.0006331635562583408
NM_007854	0.0	0.0	13.322000000000001	5.7170000000000005	Slc29a2	0.0010713440672717159	0.001212732869325251
NM_026398	0.0	0.0	24.139	24.726	Pop5	0.003015603686389095	0.004007808329121021
NM_027030	0.0	3.138	19.773	32.095	Dcps	0.003350103578140571	0.003961885757058094
NM_134003	0.0	21.674	28.588	28.074	Zc3h10	0.003442613943948886	-0.00102216720165472
NM_001177649	3.611	84.37700000000001	109.83	68.891	Fnbp1	0.00987203858565354	-0.008777090829981916
NM_009907	0.0	0.0	17.616	15.94	Cln3	0.0020433417891029043	0.002659620294394237
NM_026614	0.0	0.0	1.5230000000000001	25.057	Ndufa5	0.001947368952767956	0.003213706279295123
NM_001077636	0.0	23.654	8.309	5.287999999999999	Pigw	0.0007551251292153076	-0.0051559319270634675
NR_106036	0.0	0.0	0.0	11.464	Mir7068	0.0008572792412659371	0.0014445734962649694
NM_198101	0.09300000000000001	0.0	17.230999999999998	22.703000000000003	Gmip	0.00251918897348721	0.003506537357465772
NM_023374	0.0	0.0	56.22	69.806	Sdhb	0.007937103132022096	0.010873924644758743
NM_133854	0.0	0.772	11.15	11.98	Snapin	0.0014333569137134137	0.0017216163710381469
NM_031256	0.0	10.383	16.736	10.288	Plekha3	0.0015597770161667342	-0.0007756025543094745
NM_025820	3.043	0.293	25.057	18.143	Crnkl1	0.002197940970634914	0.0034289013335373915
NM_134021	0.0	23.044	15.731	10.61	Pnpo	0.0015128753725497247	-0.004052950706077516
NM_054078	58.143	25.585	33.221	31.636	Baz2a	-0.0031289972053792185	0.004175423845068426
NM_011941	0.0	0.005	8.452	11.886	Mapkbp1	0.0012972961931876172	0.001808811363731377
NM_022653	0.0	7.659	22.701	26.84	Thop1	0.0030906359783621656	0.002236410394774664
NM_001033142	0.204	96.536	31.563000000000002	27.87	Rnf166	0.0034138689752518997	-0.020316927616313735
NM_144543	0.0	0.0	32.906	40.644	Thyn1	0.004629645487336812	0.0063376271682108135
NM_011873	0.19899999999999998	128.369	104.696	138.851	Dazap2	0.015191674779620105	-0.011878719549918959
NM_025900	0.0	70.148	20.267	22.021	Dek	0.0025020287475847336	-0.014653245121434087
NM_001164040	0.0	157.267	89.979	76.053	Ly6e	0.009757383434591968	-0.027843088402939562
NM_001289623	0.614	11.329	7.106	6.48	Mynn	0.0007334392339305182	-0.0017974300432743106
NM_016849	0.179	77.452	42.92100000000001	51.351000000000006	Irf3	0.005755504665480667	-0.01199560609477299
NM_153791	0.0	23.365	10.334000000000001	12.777000000000001	Flywch1	0.0014135292504466425	-0.004062522086253202
NM_011113	1.045	65.058	37.997	24.823	Plaur	0.0034506302837432443	-0.0122254929534231
NM_019879	0.0	0.583	16.334	28.186	Suclg1	0.0028961105684444277	0.0040042849727440245
NM_008065	0.0	25.78	24.108	22.179000000000002	Gabpa	0.002778007539397412	-0.002994526532739328
NM_001164499	274.32099999999997	22.921	24.883000000000003	23.859	Papd5	-0.03033942521833952	0.024365035839630497
NM_026861	0.0	23.393	18.837	17.918	Ubac2	0.002208857584124763	-0.003107720233192065
NM_009174	1.021	5.184	14.286	16.084	Siah2	0.0017601154246884988	0.0013095741716192526
NM_001024716	0.0	0.0	24.233	21.697	Triobp	0.002793637553042677	0.003629599321690014
NM_009873	0.409	24.497	33.097	25.89	Cdk6	0.003442581061940277	-0.0018229155585169259
NR_105909	0.0	0.0	10.859000000000002	3.5239999999999996	Mir6944	0.000788319312095569	0.0008453697362816141
NM_145925	0.0	0.12	48.632	38.593	Pttg1ip	0.005236065816102887	0.006629266586830103
NM_019748	0.0	93.055	46.405	40.564	Sae1	0.005111327189202712	-0.01728645425057544
NM_007381	0.0	0.0	2.559	10.157	Acadl	0.0008832130848911979	0.001374451036474598
NM_001164639	0.0	15.183	16.014	10.806	Slk	0.0015551238196515442	-0.001980812366309057
NM_010378	11.599	0.0	17.7	29.302	H2-Aa	0.0016392130728406827	0.005461810550219342
NM_009084	0.622	0.0	38.324	121.788	Rpl37a	0.010883972205922628	0.01682258803000801
NR_045619	0.0	13.651	0.359	1.05	Gm9776	7.170533370117886e-05	-0.0033917381155924753
NM_025772	0.0	0.0	12.027000000000001	10.205	Dtnbp1	0.0013443724127791647	0.0017304048959233195
NM_001044705	0.0	0.0	15.427999999999999	11.402999999999999	Zscan21	0.0015983226547620134	0.0020070538471378195
NM_001077411	0.17600000000000002	20.11	11.93	25.584	Gba	0.0024327758955901896	-0.0015293590993377126
NM_009287	0.0	35.298	15.216	20.457	Stim1	0.0022026554945752275	-0.006006485250437936
NM_010716	0.0	0.682	29.925	19.26	Lig3	0.0028852744114996466	0.0033561479399908164
NM_172429	0.171	59.576	37.816	36.626999999999995	Smndc1	0.00444034050992995	-0.009408284847461677
NM_010106	326.851	1613.517	1715.505	1931.632	Eef1a1	0.1848391143307074	-0.0798696361962413
NM_019727	0.0	53.013999999999996	53.173	53.577	Snx1	0.006482401338680253	-0.0050209447536461674
NM_145573	0.0	46.761	9.824	18.13	Mrps35	0.001747766786993492	-0.009469329684874257
NM_001145902	0.253	69.32600000000001	42.483000000000004	43.2	Arhgap1	0.0051302090321410825	-0.01092613132984968
NM_021337	0.0	51.001999999999995	22.848000000000003	27.186999999999998	Skiv2l	0.003046967714504169	-0.008945687178140803
NM_030258	0.0	25.795	4.555	8.466000000000001	Gpr146	0.0008075631021480118	-0.005448995429645727
NM_172300	0.091	54.743	58.185	50.479	Ube2z	0.0064788504217595435	-0.005665372396011524
NM_001007581	0.0	0.0	16.332	14.123	Trp53rka	0.0018454131163767153	0.0023832086229195336
NM_011691	0.7	10.127	16.078	20.180999999999997	Vav1	0.002183293347320964	0.0005803396574001908
NM_053109	8.404	25.587	80.755	61.468	Clec2d	0.007434298529277727	0.004907875055500533
NM_009143	0.0	39.533	41.763000000000005	35.694	Sdf2	0.004617548239316458	-0.004202784418805067
NM_021284	1.01	67.878	39.702	30.57	Kras	0.003962046081204251	-0.012172403103329213
NM_011810	0.0	0.0	8.579	18.252	Faim	0.00177949291843658	0.002616977284858057
NM_007983	0.0	0.0	9.101	13.514000000000001	Faf1	0.0014504119692254952	0.0020392353931435554
NM_134081	0.0	0.0	14.977	20.936	Dnajc9	0.002289405547450822	0.0031916354583445476
NM_001081344	0.0	12.718	3.4819999999999998	4.614	Stxbp5	0.0004908016309983932	-0.002585460871217382
NM_133352	0.11800000000000001	41.538999999999994	30.476999999999997	36.378	Tm9sf3	0.004105398879291989	-0.005042144482941198
NM_023331	0.0	0.033	23.058000000000003	26.177	Mrpl46	0.003071808609320353	0.004142146942349098
NM_178394	0.0	16.986	5.026	1.672	Jakmip1	0.0003378622642851907	-0.004005065492625671
NM_023627	0.19899999999999998	23.408	36.15	35.675	Isyna1	0.004349258620949411	-0.00021508971181856244
NM_001033300	0.0	12.052	11.258	12.294	Gmps	0.001442090637512825	-0.0011577554793370535
NM_026940	0.0	0.0	12.309000000000001	11.081	Ydjc	0.001423508301010369	0.0018512110333727852
NM_024288	0.0	51.873000000000005	20.823	22.614	Rmnd5a	0.0026055922146240745	-0.00982246392587622
NM_183031	142.793	87.529	59.81399999999999	39.913000000000004	Gpr183	-0.011605768208539228	-0.0017102022740965632
NM_008732	0.0	19.445	6.563	5.17	Slc11a2	0.000669370643632601	-0.00414467014840432
NM_182994	0.696	30.381999999999998	19.893	20.055	Arl5a	0.002322874622833824	-0.004543509799403699
NM_172557	0.0	13.492	4.338	4.796	Rufy1	0.000544410361399112	-0.002731455016433628
NM_019924	0.0	17.197	14.01	15.539000000000001	Rps6ka4	0.0018086437436784454	-0.001980348032028356
NM_139294	0.037000000000000005	18.145	9.449	7.513999999999999	Braf	0.0009819415710965523	-0.0034022265215256087
NR_035432	0.0	0.0	13.058	7.263999999999999	Mir1902	0.0011742703030190099	0.0013979130941033846
NM_028771	0.0	25.811	44.3	41.792	Ccdc97	0.0052204548498522105	0.00021509425471355665
NM_001077360	0.0	23.302	27.112	31.333000000000002	Git2	0.003612108439489051	-0.001087905588126102
NM_008595	0.0	33.955	26.04	26.99	Mfng	0.0032166739283578365	-0.004435241361660189
NM_019869	3.207	58.086000000000006	33.258	42.298	Rbm14	0.004278394423753885	-0.008184098533998381
NM_001163518	0.0	0.0	12.408	3.907	Ccdc166	0.0008918202301380685	0.0009508772189096506
NM_001290818	0.21600000000000003	71.441	74.857	87.17200000000001	Adrbk1	0.009983757985163261	-0.004740412586429045
NM_133224	248.174	39.944	74.086	59.411	Atp13a1	-0.022160464035670662	0.023737954555928885
NM_133878	0.0	14.954	28.947	48.707	Rcc1	0.005014796860230179	0.003332375400650127
NM_025379	0.0	0.034	50.98	48.443999999999996	Cox7b	0.006086351197381578	0.007979645602309788
NM_001172113	0.26899999999999996	11.634	45.03	34.546	Traf7	0.004706332288562924	0.0030284894467867435
NM_183150	0.0	9.186	19.719	15.297	BC003965	0.002080631959235652	0.00027599356697989905
NM_019752	0.0	0.0	10.097999999999999	14.815	Htra2	0.0015958839550119263	0.0022400195824770082
NM_007692	0.0	0.0	14.953	20.021	Chkb	0.0022198218690348075	0.0030754497597007906
NM_001033164	0.0	15.386	3.0639999999999996	13.056	2510002D24Rik	0.001097171632381076	-0.002228481650833628
NM_001039373	0.0	32.564	1.9709999999999999	1.557	Mtcp1	0.00015404586408343946	-0.008169108583800445
NM_145943	0.342	3.0460000000000003	21.374000000000002	24.958000000000002	Sde2	0.00285243631928219	0.0031784489800735683
NM_007435	0.0	17.721	5.946000000000001	4.8260000000000005	Abcd1	0.0006168795254441361	-0.003764088151252711
NM_175245	0.0	0.0	15.072000000000001	8.572000000000001	Mzt1	0.0013694153662530955	0.0016371642460292855
NM_007456	164.236	39.551	62.893	76.303	Ap1m1	-0.011252644253749253	0.017483308527175632
NM_175332	0.0	23.430999999999997	37.355	32.608000000000004	E130012A19Rik	0.004202248857632817	-0.0005821237455577897
NR_030484	0.0	6.52	141.57399999999998	34.647	Mir703	0.009421359569598463	0.007908456184995822
NM_020584	0.0	9.908999999999999	12.616	10.597999999999999	Terf2ip	0.0013846863518260173	-0.0007659756642804947
NM_023637	0.0	0.08900000000000001	12.443	13.686	Sars2	0.0016246289202314931	0.0021613559770558275
NM_030207	0.0	7.496	5.125	12.065999999999999	Sfi1	0.0011367094505708624	-0.00023256712007183603
NM_028049	0.0	0.032	9.978	12.715	Fbxo22	0.0014329897051751314	0.001962672728290156
NM_001114977	0.0	4.13	17.563	17.155	U2surp	0.0021243277546565873	0.0017405768869702882
NM_021510	0.0	37.521	58.589	70.183	Hnrnph1	0.008013368663883476	0.0012863508324484384
NR_105880	0.0	0.0	1.011	11.252	Mir6915	0.000890285505233309	0.0014552226273217908
NM_001290984	0.0	64.725	16.41	13.515999999999998	Asnsd1	0.0016892218371698067	-0.014462263134002444
NM_019434	0.057	4.102	23.36	23.4	Mcm3ap	0.002864620515217255	0.0027544806900151255
NM_019720	0.0	0.0	5.495	10.905	Cyb561d2	0.0010810397364278662	0.0015772108552654374
NM_026472	0.0	86.935	78.57300000000001	57.574	Nifk	0.007948786314636523	-0.012368365723274353
NM_016775	0.084	86.24600000000001	53.364	47.451	Dnajc5	0.005964512846185599	-0.014388985694950953
NM_026519	0.0	47.32	34.006	40.99	Emc4	0.004624919401472802	-0.0058399169265064685
NM_016713	0.0	27.686	18.134	20.699	Mink1	0.0023752474588628267	-0.003895691872086954
NM_001080795	0.086	62.258	39.992	35.361999999999995	G3bp2	0.004456471822091174	-0.010190416086543993
NM_001163734	0.0	9.81	43.153999999999996	28.729	Rrp1b	0.004216541545141629	0.002672938544771941
NM_175103	0.0	117.76799999999999	40.047	102.76899999999999	Bola2	0.009412010246602496	-0.016086756871874813
NM_025587	0.946	303.543	143.048	180.79	Rps21	0.019780641037787768	-0.05049677886883462
NM_172664	5.9639999999999995	7.294	21.22	27.861	Tlk1	0.0023723985362931717	0.002978405268201917
NM_019739	0.131	54.521	29.614	27.070999999999998	Foxo1	0.0033431564925933883	-0.009609519827354918
NM_198298	0.0	0.0	18.92	14.279000000000002	Helz	0.001982151781776708	0.0024985098790579158
NM_031247	0.16899999999999998	51.6	88.81	100.91799999999999	Gimap3	0.011726829915629428	0.002644150557493966
NM_026268	0.13	0.012	20.789	14.618	Dusp6	0.0020820321584538305	0.0026196902117570555
NM_015827	117.84200000000001	91.234	30.243000000000002	37.809	Copb2	-0.010171266274609847	-0.006427488120883739
NM_001033262	0.0	14.14	1.485	6.656000000000001	March9	0.0005444744568261604	-0.0027704275343880193
NM_001037746	0.091	7.558	30.089000000000002	23.274	Prps1l3	0.0031701546625340564	0.002095018019243804
NM_021604	0.0	10.267999999999999	1.4609999999999999	2.0469999999999997	Agrn	0.0002055068367642861	-0.0023487604586564146
NM_177301	250.38	63.43899999999999	110.339	158.376	Hnrnpl	-0.013317073619183063	0.031672262776342545
NR_033136	0.0	129.654	159.352	121.145	Atf5	0.016530907114420502	-0.012442054184876074
NM_022811	0.0	12.965	12.419	10.09	Polr1e	0.001331768022036242	-0.0016291550179757964
NM_078484	0.0	0.0	6.22	11.027999999999999	Slc35a2	0.0011252755195761564	0.0016195035889822896
NM_001163791	0.0	21.986	2.54	5.528	Orc6	0.0004972204111871397	-0.004906671925843198
NM_030210	0.0	8.434	22.029	15.86	Aacs	0.002235702047148242	0.0006271687775933018
NM_031249	0.0	24.83	38.137	29.611	Cstf2t	0.004013449017914167	-0.001293390179430898
NM_145391	0.0	0.276	25.145	46.93899999999999	Tapbpl	0.004724823848762585	0.006772518361173915
NM_001190817	0.0	10.448	11.602	12.57	Dnajc1	0.0014821940259004465	-0.0006946272378482698
NM_011624	0.0	0.034	18.119	14.863	Top3b	0.0019870524258783903	0.0025336869435143143
NM_145382	125.896	6.872000000000001	19.724	25.595	Fam193b	-0.01242092132650632	0.014279452107664277
NR_105968	0.0	0.0	0.0	14.833	Mir7002	0.0011092134495549234	0.0018690996746422097
NM_177420	75.77600000000001	45.589	198.388	174.19	Psat1	0.01333844172693096	0.02475463748391408
NM_011861	0.087	10.758	5.252000000000001	5.8229999999999995	Pacsin1	0.0006596643940561161	-0.0018514512362530064
NM_080843	0.0	27.325	12.475	13.995999999999999	Socs4	0.0016011469721227615	-0.00485592735023027
NM_201372	0.0	0.0	10.17	5.983	Ccdc84	0.0009389055959703886	0.001129764102844814
NM_001291068	103.773	81.472	176.135	162.1	Polr2a	0.007898288277143624	0.015802761927559306
NM_028248	65.512	0.0	6.851	5.03	Tmem87b	-0.007241859682574741	0.007186575233825018
NM_001290426	211.503	48.176	26.212	27.878	Zfp865	-0.02239714536760601	0.012335875936182482
NM_145633	0.0	14.724	12.895999999999999	14.205	Ankrd27	0.0016594270759597816	-0.001548798301252673
NM_001113383	0.0	10.908	33.719	25.822	Gls	0.0035412371298131065	0.0016734236808604748
NM_030559	0.114	0.0	23.471	21.281999999999996	Vps16	0.0027119452997871815	0.003560106510236885
NM_001033302	0.261	79.564	46.244	34.598	Ciart	0.004649619311814127	-0.014523224223528405
NM_139295	0.0	14.043	19.615	19.488	Mcfd2	0.002380411959382785	-0.00045831408970388264
NM_144811	541.544	36.579	49.376000000000005	36.739000000000004	Cbx7	-0.060641055318331756	0.04904993936142369
NM_013502	0.0	16.31	80.182	86.287	Ctbp1	0.010298720471374862	0.009609913909454202
NM_025297	0.0	0.0	14.463	15.979000000000001	Mecr	0.0018938799035990751	0.002548010403132524
NM_173022	0.0	0.0	9.281	10.169	BC048403	0.0012089715308956684	0.001624385637932942
NM_009883	0.0	176.84799999999998	28.174	31.035	Cebpb	0.003369357485003952	-0.0408738179977745
NM_017372	0.0	0.0	9.095	13.559000000000001	Lyz2	0.0014534871061721328	0.0020446840831548543
NM_053179	3.248	0.035	18.414	24.502	Nans	0.002328006935786116	0.004071259971534743
NM_001039522	263.813	0.015	18.072	27.070999999999998	Leo1	-0.029112827647487648	0.029443147488046963
NM_013760	0.0	16.261	35.641999999999996	15.445	Dnajb9	0.0028487033813085426	-0.000950206031624234
NM_027278	0.0	0.201	8.785	19.328	Rpp25l	0.001869556109780526	0.0027080925005091338
NM_146165	0.0	101.76899999999999	82.992	57.415	Aimp2	0.008124200309997578	-0.01606895034892992
NM_144873	0.0	0.01	15.955	17.61	Uhrf2	0.0020879340062597727	0.002806080027574097
NM_022888	0.0	34.922	25.703000000000003	30.057	Izumo1r	0.003428026311442141	-0.004311798342309335
NM_007564	633.756	449.324	194.05	129.42600000000002	Zfp36l1	-0.05863752268219577	-0.032009505560457174
NM_016916	0.0	25.326999999999998	16.243	16.827	Blcap	0.001998486180860809	-0.0038422099380424142
NM_001110809	0.0	31.840999999999998	49.583	51.797	Gpatch4	0.006213273271053735	0.0001085378689475007
NM_008577	0.99	172.861	275.316	228.09099999999998	Slc3a2	0.0299360490129132	-0.005781014992146427
NM_026464	0.0	0.0	28.281	27.619	Wdr55	0.003432117301338095	0.00452542833484572
NR_073168	0.0	12.434000000000001	28.855999999999998	21.767	Nol8	0.003000283340631069	0.0005873100716988043
NM_172086	0.0	232.37099999999998	475.227	833.2180000000001	Rpl32	0.08486360899725057	0.062343077353033245
NM_173397	0.0	0.0	12.658	8.482999999999999	Fitm2	0.0012460960475283933	0.0015367360839662007
NM_013659	0.0	14.048	5.343999999999999	7.564	Sema4b	0.0007990355563390299	-0.00248955571380044
NM_026735	0.0	0.0	10.9	7.4	Mob1b	0.0010801484884564946	0.00133529797912699
NM_145420	0.0	0.0	10.946	14.998	Ube2d1	0.0016505508939906942	0.0022944185551283503
NM_025391	0.0	5.607	20.234	19.319000000000003	Nip7	0.002412621689913836	0.001729245075967935
NM_144851	0.0	0.005	14.8	13.594000000000001	Senp1	0.0017318070277163823	0.0022586363834866587
NM_001277898	0.0	0.0	17.847	23.712	Prkaca	0.0026356966220840937	0.0036475035094242054
NM_010949	160.017	6.2410000000000005	13.850999999999999	10.238	Numb	-0.017992209191362463	0.015571820459589731
NM_008965	0.111	56.364	38.497	37.519	Ptger4	0.004552921593658632	-0.008444176843234273
NM_001109913	0.0	40.166	100.48700000000001	107.275	Hnrnpm	0.012807279018453506	0.006823320454192953
NM_001159964	124.97	31.974	10.462	21.863000000000003	Eps15	-0.013079688878549676	0.00687329293152887
NM_001080999	0.0	0.027999999999999997	19.108	18.723	Trmt2a	0.0023235107228429994	0.0030581886716850135
NM_026435	0.0	17.439	9.709	9.443	Ufm1	0.0011444968984623712	-0.0029701609888129203
NM_028245	0.0	36.345	12.790999999999999	17.651	Zfp131	0.0018737737058134034	-0.006720991776778111
NM_145415	0.0	8.501	21.859	18.902	Diexf	0.002454848794655585	0.0009868458291003718
NM_176836	0.0	15.456	6.42	6.836	Fam76b	0.0007941043110329185	-0.002906373350780179
NM_001285518	0.0	102.512	80.743	111.605	Nr1h2	0.012066529813842942	-0.009516138116698143
NM_144849	0.0	0.0	19.316	13.273	Ankrd54	0.0019260608896564703	0.002386379097093115
NM_172746	0.0	19.299	24.197	22.949	Hirip3	0.0028513614031349657	-0.0012148208176032968
NM_001291235	0.0	0.03	21.471999999999998	7.593	Tlcd1	0.0016054519863527225	0.0017425495958770432
NM_009859	0.14400000000000002	74.271	79.079	52.99100000000001	Sept7	0.0076354668246897	-0.009631761382885094
NR_028573	0.0	0.0	0.0	12.418	Snora24	0.0009286194712177603	0.0015647866082186314
NM_146169	110.095	6.3389999999999995	17.333	17.779	Paip2b	-0.011202748886037596	0.01182490609858742
NM_175402	0.0	16.316	39.509	35.662	Rbm15b	0.00454732014674759	0.0017259884911899697
