Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d Tcell-CD69neg-K99A10-22h-ES Tcell-CD69neg-nopept-22h-ES Tcell-CD69neg-PCC01-22h-ES Tcell-CD69neg-PCC1-22h-ES Tcell-CD69pos-K99A100-22h-ES Tcell-CD69pos-K99A10-22h-ES Tcell-CD69pos-PCC01-22h-ES Tcell-CD69pos-PCC1-22h-ES -rpkm -condenseGenes)	Tcell-CD69pos-K99A10-22h-ES FPKM	Tcell-CD69pos-K99A100-22h-ES FPKM	Tcell-CD69pos-PCC01-22h-ES FPKM	Tcell-CD69pos-PCC1-22h-ES FPKM	gene_name
NM_011185	0.0	0.228	88.48299999999999	136.225	Psmb1
NM_175121	0.157	187.142	160.226	96.12100000000001	Slc38a2
NM_011969	0.384	0.071	93.59	135.256	Psma7
NM_001243968	0.36200000000000004	43.338	113.45100000000001	123.928	Ube2m
NM_024457	65.238	262.709	209.572	172.313	Rap1b
NM_013651	0.0	51.418	121.786	118.305	Sf3a2
NM_008683	0.0	0.113	108.272	125.84700000000001	Nedd8
NM_001301309	0.0	0.035	101.09	130.851	Arhgdib
NM_009975	0.377	53.736000000000004	121.08200000000001	120.37	Csnk2b
NM_146093	0.355	114.42399999999999	97.869	136.96	Ubxn1
NM_001170540	0.0	81.795	89.743	141.925	Btf3
NM_010261	0.0	13.869000000000002	82.84700000000001	144.877	Rabac1
NM_026545	0.24100000000000002	91.969	109.649	130.002	Psmd8
NM_024266	0.0	0.0	87.834	141.993	Rps25
NM_007476	0.20199999999999999	69.554	98.564	138.829	Arf1
NM_011434	0.0	38.398	120.912	123.428	Sod1
NM_177613	0.0	44.506	121.1	123.67	Cdc34
NM_026095	0.0	0.0	107.334	132.88299999999998	Snrpd3
NM_172768	0.13	49.23	182.43599999999998	86.04799999999999	Gramd1b
NM_011873	0.19899999999999998	128.369	104.696	138.851	Dazap2
NM_019824	0.0	48.28	88.22399999999999	147.363	Arpc3
NM_011660	0.0	87.396	103.639	138.42	Txn1
NM_033444	0.315	0.028999999999999998	76.399	154.811	Clic1
NM_010219	2.858	49.746	105.619	142.56	Fkbp4
NM_007451	0.281	40.062	116.876	130.984	Slc25a5
NM_011149	8.363	165.727	96.818	160.569	Ppib
NM_008681	13.75	144.369	139.856	141.365	Ndrg1
NM_029735	0.075	100.86200000000001	148.17	112.785	Eprs
NM_025567	0.0	132.885	119.241	133.66299999999998	Cyc1
NM_008518	0.0	58.696999999999996	128.645	126.13	Ltb
NM_011508	0.301	73.71600000000001	123.863	130.452	Eif1
NR_030457	0.0	0.0	121.198	129.954	Mir686
NM_025596	0.335	89.50299999999999	96.271	149.34799999999998	Prelid1
NM_183020	74.753	99.37200000000001	212.86700000000002	195.108	Atxn2l
NM_019411	0.18899999999999997	125.245	133.472	126.15799999999999	Ppp2ca
NM_009840	0.61	35.242	118.51899999999999	134.908	Cct8
NM_019674	0.0	78.462	113.525	138.753	Ppp4c
NM_010123	0.0	99.491	144.127	119.84100000000001	Eif3a
NM_007480	0.392	15.407	100.318	147.194	Arf5
NM_133671	0.0	64.8	139.87	122.296	U2af2
NM_001029841	0.0	38.158	153.86700000000002	113.852	Sla
NM_026069	0.0	0.857	107.802	142.751	Rpl37
NM_001136085	0.537	111.913	114.204	144.416	Uba1
NM_146036	0.0	180.215	125.82600000000001	139.084	Ahsa1
NM_011304	0.0	28.921	146.418	122.88	Ruvbl2
NR_038081	0.0	83.52799999999999	137.78	130.722	Gm38431
NM_001310583	0.0	55.417	124.04	139.035	Psma6
NM_133831	0.705	69.58800000000001	105.98100000000001	152.437	Gltscr2
NM_145610	0.0	95.29899999999999	142.533	129.18200000000002	Ppan
NM_053086	0.397	76.14	149.52200000000002	125.29899999999999	Nolc1
NM_009838	0.168	52.881	117.648	146.131	Cct6a
NM_008562	2.497	40.746	138.141	136.39600000000002	Mcl1
NM_008409	0.0	71.979	163.528	116.914	Itm2a
NR_033136	0.0	129.654	159.352	121.145	Atf5
NM_172142	0.0	83.302	191.63	100.285	Nfkbid
NM_025628	0.0	39.177	86.044	168.063	Cox6b1
NM_021462	0.21100000000000002	159.582	109.081	156.389	Mknk2
NM_010798	0.0	191.483	136.122	139.8	Mif
NM_011588	0.11199999999999999	118.669	141.887	134.542	Trim28
NM_001301722	0.0	45.956	93.766	164.236	Atp5g3
NM_007650	2.819	100.891	124.262	150.83700000000002	Cd5
NM_009687	0.27899999999999997	78.827	146.799	132.313	Apex1
NM_011192	0.41700000000000004	92.478	131.745	143.161	Psme3
NR_045893	0.0	157.454	150.173	132.175	Gm11974
NM_133726	0.451	76.053	124.32600000000001	147.964	St13
NM_028203	0.122	89.773	127.285	145.876	Wdr89
NM_001267808	8.265	153.542	86.24700000000001	187.49400000000003	H2-L
NM_019402	0.406	122.815	133.34	143.599	Pabpn1
NM_001077529	0.0	85.46	125.939	146.877	Nme2
NM_001271405	0.0	94.78399999999999	126.916	148.076	Capzb
NM_026988	1.262	47.378	69.76899999999999	186.832	Ptms
NM_021303	1.0490000000000002	97.71	149.675	136.33100000000002	Noc2l
NM_013706	0.0	156.037	65.417	191.37400000000002	Cd52
NM_008488	0.0	230.607	106.785	167.417	Arhgef1
NM_001136081	0.0	100.734	134.369	147.09799999999998	Ssrp1
NM_001081005	0.496	71.148	142.339	143.884	1500012F01Rik
NM_001170981	0.259	89.544	156.724	134.674	Hnrnpc
NM_009082	9.777999999999999	82.212	91.01	192.56900000000002	Rpl29
NM_016844	0.0	0.0	88.48100000000001	178.09400000000002	Rps28
NM_001252476	0.0	66.987	129.888	153.819	Prmt1
NM_030109	1.2409999999999999	158.762	126.70100000000001	160.315	Sf3b2
NM_178880	0.945	223.19	157.862	141.94	Son
NM_011732	0.166	23.215999999999998	124.13	157.814	Ybx1
NM_009077	1.08	0.05	114.891	166.87	Rpl18
NM_016871	0.0	0.022000000000000002	152.524	141.415	Tomm40
NM_009098	0.0	3.298	169.421	131.553	Rps8
NM_011119	0.3	104.46700000000001	137.703	155.023	Pa2g4
NM_207634	0.0	10.665999999999999	103.156	174.671	Rps24
NM_010517	0.0	24.531	128.72799999999998	158.942	Igfbp4
NM_025327	17.553	25.669	137.852	187.293	Krtcap2
NM_027911	0.0	105.79	169.757	140.22299999999998	Raver1
NM_016891	0.647	99.834	135.565	163.439	Ppp2r1a
NR_126058	0.0	0.457	117.565	171.949	Fkbp1a
NM_011671	0.0	155.136	138.69799999999998	162.95600000000002	Ucp2
NM_001204979	0.3	210.924	140.84799999999998	163.517	Sars
NM_001277113	0.16899999999999998	56.803999999999995	139.463	161.26	Rpl22
NM_009870	0.271	79.48899999999999	129.734	168.60299999999998	Cdk4
NM_001177370	131.81799999999998	566.391	332.131	264.001	Nfkb2
NM_018799	0.331	49.167	110.184	181.898	Eif3i
NM_007750	0.0	0.5579999999999999	113.855	178.108	Cox8a
NM_145979	1.021	146.447	159.075	154.466	Chd4
NM_133916	0.12300000000000001	51.864	154.425	154.92600000000002	Eif3b
NM_175423	0.0	184.34799999999998	183.56	140.539	Orai1
NM_017472	0.528	59.581	139.866	167.447	Snx3
NM_009400	0.0	52.411	131.94799999999998	173.274	Tnfrsf18
NM_025963	0.0	123.70299999999999	121.34100000000001	181.83700000000002	Rps10
NM_011032	0.14300000000000002	57.782	170.669	149.296	P4hb
NM_001281472	0.34299999999999997	153.691	97.49	201.082	Psme2b
NM_001164074	0.0	85.014	223.834	117.853	Tgif1
NM_026007	2.5660000000000003	149.97799999999998	161.543	164.736	Eef1g
NM_001037801	0.374	119.322	161.847	162.501	Cd6
NM_025587	0.946	303.543	143.048	180.79	Rps21
NM_011358	3.245	181.938	156.395	175.563	Srsf2
NM_008945	0.385	0.0	131.908	184.00400000000002	Psmb4
NM_001136071	0.0	119.19	121.307	193.13	Lsp1
NM_007669	0.0	57.223	156.44	168.96599999999998	Cdkn1a
NM_011733	0.22	46.81100000000001	168.483	161.442	Ybx3
NM_011018	13.272	126.411	145.701	199.96	Sqstm1
NM_001289612	0.0	171.229	203.908	142.939	Zap70
NM_001159483	0.0	112.954	129.911	191.671	Rpl19
NM_146217	0.0	156.645	166.94099999999997	169.88400000000001	Aars
NM_180678	0.306	113.368	171.642	167.046	Gars
NM_130889	0.267	44.076	138.92600000000002	187.06099999999998	Anp32b
NR_104069	0.603	62.038000000000004	137.516	189.035	Vasp
NM_001290183	0.0	187.33900000000003	193.477	156.349	Ddit3
NM_001302469	0.0	83.098	119.492	202.297	Sdf4
NM_011613	0.0	58.125	239.463	126.42200000000001	Tnfsf11
NM_019913	0.0	99.363	159.60299999999998	179.239	Txn2
NM_007918	0.0	191.197	149.44899999999998	189.245	Eif4ebp1
NM_026760	0.408	43.248000000000005	171.268	174.458	2310036O22Rik
NM_001313984	10.647	64.925	156.577	201.697	Ubb
NM_001306222	0.267	34.742	204.28799999999998	153.725	Nfkbib
NM_080559	9.805	0.048	128.888	218.747	Sh3bgrl3
NM_026669	0.153	84.375	155.861	187.981	Tmbim6
NM_007527	0.0	90.277	142.6	196.59599999999998	Bax
NM_001285942	0.49	84.69200000000001	120.999	214.041	Eif3k
NM_028782	2.46	178.25900000000001	194.967	172.449	Lonp1
NM_029711	0.457	158.798	155.967	196.71599999999998	Arpc2
NM_011655	90.88	278.628	207.615	313.994	Tubb5
NM_025344	0.0	202.158	173.328	187.69299999999998	Eif3f
NM_009272	0.0	120.046	201.967	167.31400000000002	Srm
NM_011290	0.0	39.234	165.083	189.92	Rpl6
NM_007748	0.0	169.63099999999997	107.324	233.66400000000002	Cox6a1
NM_007648	0.0	158.656	160.28799999999998	199.863	Cd3e
NM_008617	0.285	0.8440000000000001	148.165	204.738	Mdh2
NM_016876	0.0	0.064	176.674	187.65200000000002	Eif3g
NM_011631	0.0	136.211	207.392	171.43200000000002	Hsp90b1
NM_007638	0.297	112.67399999999999	197.75599999999997	180.137	Cct7
NM_133796	129.806	154.306	266.954	347.315	Arhgdia
NM_145625	0.37799999999999995	121.292	180.65200000000002	193.618	Eif4b
NM_009895	2.6889999999999996	178.005	155.181	218.26	Cish
NM_010090	0.0	156.721	214.43200000000002	175.282	Dusp2
NM_011239	0.0	54.192	180.075	196.604	Ranbp1
NM_001025245	11.288	222.921	271.93	160.611	Mbp
NM_016933	0.43	124.891	178.597	202.46599999999998	Ptprcap
NM_016737	0.168	52.29600000000001	177.50099999999998	201.737	Stip1
NM_018749	0.0	118.719	215.588	178.528	Eif3d
NM_027350	0.276	277.657	205.502	189.46	Nars
NM_011577	1.338	115.568	204.449	188.165	Tgfb1
NM_008211	0.365	204.24900000000002	165.61	213.792	H3f3b
NM_182650	0.0	132.35299999999998	181.012	201.882	Hnrnpa2b1
NM_023133	0.583	1.35	107.641	253.055	Rps19
NR_002896	0.0	222.854	211.87099999999998	191.997	Snhg1
NR_106114	5.251	540.893	191.03	223.331	Mir7654
NR_046233	325.262	1215.3339999999998	667.279	450.871	Rn45s
NM_013721	0.0	0.0	176.83900000000003	215.636	Rpl7a
NR_106169	0.0	0.0	172.322	223.53599999999997	Mir8094
NM_009536	0.35	212.972	207.774	208.356	Ywhae
NM_011640	0.20600000000000002	236.92	216.321	203.648	Trp53
NM_009836	4.106	118.478	191.52599999999998	226.44099999999997	Cct3
NM_144900	0.19699999999999998	180.886	215.701	210.718	Atp1a1
NM_011498	25.428	439.28	272.264	223.933	Bhlhe40
NR_035430	0.0	0.0	332.392	137.069	Mir1198
NM_001271591	0.0	0.0	171.705	247.482	Rpl37rt
NM_018796	0.188	139.007	203.347	231.47799999999998	Eef1b2
NM_001113358	0.0	0.048	215.81900000000002	223.17	Dad1
NM_011189	0.0	177.715	185.957	248.25	Psme1
NM_173867	65.65899999999999	273.247	291.561	294.15	Rcc2
NM_001252260	5.553	171.53	198.933	255.826	Npm1
NM_029751	0.282	88.375	181.24599999999998	261.518	Rpl18a
NM_133668	0.965	172.30599999999998	242.08599999999998	225.424	Slc25a3
NM_025592	0.0	0.0	192.075	255.717	Rpl35
NM_016959	0.0	445.35400000000004	200.06	261.806	Rps3a1
NM_007573	0.313	83.208	237.953	236.38	C1qbp
NM_009080	14.168	241.908	194.829	293.863	Rpl26
NM_001293559	0.547	1.013	227.123	249.33700000000002	Cox4i1
NR_003258	61.178000000000004	29.338	285.422	314.283	Gnas
NM_008577	0.99	172.861	275.316	228.09099999999998	Slc3a2
NM_025974	0.391	114.199	184.99599999999998	290.09	Rpl14
NR_003373	14.744000000000002	251.75400000000002	202.75799999999998	305.823	Gm15772
NM_016776	0.08900000000000001	96.30799999999999	281.91700000000003	234.16299999999998	Mybbp1a
NM_009201	0.264	71.74	310.599	215.697	Slc1a5
NM_008689	47.998000000000005	212.38299999999998	347.272	273.3	Nfkb1
NM_008416	0.0	117.336	282.77	241.486	Junb
NM_001038231	0.0	134.526	252.97299999999998	261.767	Banf1
NM_013652	0.0	0.0	343.36400000000003	201.24400000000003	Ccl4
NM_007636	0.373	125.919	264.388	264.065	Cct2
NM_001177353	156.066	250.393	512.966	359.277	Myc
NM_001005859	17.180999999999997	19.012999999999998	219.924	322.733	Rpl34
NM_007637	0.413	182.08	253.138	285.692	Cct5
NM_025313	0.0	188.217	283.682	266.2	Atp5d
NM_022996	0.782	137.168	344.595	243.36700000000002	Ndfip1
NR_105744	0.0	1119.49	323.185	287.113	Mir6236
NM_025352	0.0	241.705	254.104	329.23	Uqcrq
NM_008231	0.324	136.303	295.598	306.098	Hdgf
NM_001143689	0.0	86.94	280.785	314.022	H2-Q4
NM_007651	61.765	251.049	345.455	383.349	Cd53
NM_026020	0.0	62.661	281.632	325.564	Rplp2
NM_001199350	20.524	22.713	262.718	385.531	Rpl34-ps1
NM_001109745	5.224	306.019	370.56199999999995	318.573	Cnbp
NM_001163434	0.14400000000000002	174.042	347.63300000000004	330.11199999999997	Hspa5
NR_030738	0.0	181.708	389.399	310.775	2410006H16Rik
NM_011408	0.218	64.257	382.796	318.367	Slfn2
NM_010380	5.038	288.445	329.935	374.411	H2-D1
NM_013674	35.438	173.37599999999998	403.611	377.846	Irf4
NR_110499	12.547	75.533	306.805	403.48199999999997	Rpl14-ps1
NM_010907	0.6920000000000001	386.765	420.416	342.94800000000004	Nfkbia
NM_009225	0.0	49.876999999999995	400.441	365.42	Snrpb
NM_009094	6.772	294.236	328.809	442.92699999999996	Rps4x
NM_013765	0.0	0.076	263.98400000000004	475.004	Rps26
NM_001177308	5.747000000000001	33.324	334.25699999999995	453.379	Aldoa
NM_011291	5.0969999999999995	171.437	312.569	471.24800000000005	Rpl7
NM_007591	1.5	275.949	370.24199999999996	437.22	Calr
NM_008503	0.0	198.488	377.256	443.42900000000003	Rps2
NM_008842	82.838	141.105	487.35900000000004	525.3580000000001	Pim1
NM_011157	0.0	42.122	439.209	475.274	Srgn
NR_038063	0.44	324.337	440.277	516.033	Rplp2-ps1
NM_027739	32.543	805.355	582.063	533.48	B4galnt1
NM_146200	0.127	366.418	535.821	515.365	Eif3c
NM_008774	4.524	537.393	562.768	535.6669999999999	Pabpc1
NM_008302	945.1360000000001	724.113	1424.523	1624.289	Hsp90ab1
NM_001287180	2.013	330.994	621.054	666.934	Atf4
NM_018860	0.818	0.833	383.23199999999997	843.265	Rpl41
NM_012052	0.5820000000000001	200.81799999999998	520.509	803.1139999999999	Rps3
NM_172086	0.0	232.37099999999998	475.227	833.2180000000001	Rpl32
NM_013725	0.609	137.906	574.592	800.1339999999999	Rps11
NM_029767	0.0	207.699	635.24	880.883	Rps9
NM_011072	12.984000000000002	673.867	614.8290000000001	960.1510000000001	Pfn1
NM_007907	588.185	802.92	1255.868	1506.4679999999998	Eef2
NM_001166595	0.9	412.05	786.65	965.585	Eif5a
NM_009095	2.475	410.819	684.826	1073.491	Rps5
NM_021278	1.6340000000000001	279.152	690.8439999999999	1126.78	Tmsb4x
NM_024212	1.028	563.013	776.442	1206.486	Rpl4
NM_012053	0.424	365.52	963.3539999999999	1286.187	Rpl8
NM_009438	3.2089999999999996	350.67199999999997	831.566	1387.6029999999998	Rpl13a
NM_020600	11.667	405.57199999999995	958.438	1389.624	Rps14
NM_007393	488.858	1169.024	1625.6070000000002	1823.227	Actb
NM_009735	183.269	1203.3519999999999	1325.101	1573.0079999999998	B2m
NM_001001892	20.152	983.08	1232.03	1585.8139999999999	H2-K1
NM_007475	1.609	846.552	1273.2169999999999	1573.046	Rplp0
NM_008143	7.8629999999999995	521.8290000000001	1364.7079999999999	1583.639	Gnb2l1
NM_010106	326.851	1613.517	1715.505	1931.632	Eef1a1
NM_009091	21.063000000000002	127.891	1339.6070000000002	1721.0639999999999	Rps15
NM_018853	17.997	262.32099999999997	1373.1860000000001	2137.034	Rplp1
