id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name	pc1	pc2	kmeans
NM_007807	chrX	9435254	9469324	-	4735.0	1	Cybb|C88302|CGD91-phox|Cgd|Cyd|Nox2|gp91-1|gp91phox|RP23-243O4.1|X A1.1|X|protein-coding	24.463	39.596	41.435	20.373	117.462	Cybb	-0.006110198928177582	0.0042849564523364395	3
NM_018773	chr6	51859165	52012549	-	1624.0	1	Skap2|2610021A10Rik|AA960083|BB137539|RA70|SKAP-HOM|Saps|Scap2|mSKAP55R|-|6 B3|6|protein-coding	11.87	18.849	22.137	13.638	60.804	Skap2	-0.0030980730380451727	0.003148556336233497	3
NM_013759	chr17	24736642	24742778	+	880.0	1	Msrb1|D17Wsu82e|SELX|SelR|Sepr|Sepx1|-|17 A3.3|17 12.53 cM|protein-coding	46.765	82.255	98.251	41.139	261.905	Msrb1	-0.014002540255439806	0.006288715186629682	3
NM_016740	chr3	93520496	93526288	+	499.0	1	S100a11|EMAPI|Emap1|S100a14|S100c|cal|-|3|3 E-F|protein-coding	62.56800000000001	103.794	129.009	58.648	339.103	S100a11	-0.017930919743046583	0.010152080689854528	3
NM_008823	chrX	20925535	20931524	-	1513.0	1	Cfp|BCFG|Pfc|RP23-275N2.1|X A3|X 16.44 cM|protein-coding	8.642000000000001	17.102999999999998	19.084	6.901	49.957	Cfp	-0.0026955235996045427	0.00035356064028058267	3
NM_013641	chr8	83666640	83670103	+	2077.0	1	Ptger1|42kDa|EP1|Ptgerep1|-|8 C2|8 40.22 cM|protein-coding	14.043	15.345999999999998	22.33	12.177	57.449	Ptger1	-0.0029001451415828763	0.0034734952589887034	3
NM_025429	chr13	32842092	32851185	-	1909.0	1	Serpinb1a|1190005M04Rik|AI325983|EI|EIA|ELANH2|LEI|M/NEI|MNEI|PI2|RP23-427P14.4|13 A4|13 13.75 cM|protein-coding	10.976	17.667	22.303	7.532999999999999	57.332	Serpinb1a	-0.003096290231317847	0.0008938059387143066	3
NM_001146124	chr10	60284461	60302600	+	2551.0	1	Psap|AI037048|SGP-1|-|10 B4|10 30.02 cM|protein-coding	145.815	234.669	298.2870000000001	136.363	766.5939999999998	Psap	-0.040303204422946916	0.02238057544095212	3
NM_008410	chr14	73362232	73385271	-	1764.0	1	Itm2b|AI256040|Bri|Bri2|Bricd2b|D14Sel6|E25BMM|imBRI2|-|14 D3|14 38.88 cM|protein-coding	126.721	176.97299999999996	221.166	107.51	567.17	Itm2b	-0.029111370551586913	0.021003591903880056	3
NM_008906	chr2	164833773	164841032	+	3284.0	1	Ctsa|AU019505|PPCA|Ppgb|RP23-61O3.6|2 H3|2 85.27 cM|protein-coding	11.511	13.501	22.056	13.07	56.29600000000001	Ctsa	-0.0028747431751847885	0.003653798379241428	3
NM_023168	chr15	76246807	76249904	+	1684.0	1	Grina|1110025J15Rik|Lag|Tmbim3|-|15 E1|15|protein-coding	35.811	51.018	66.425	32.461	167.563	Grina	-0.008629090967680386	0.006033754046197508	3
NM_026738	chr13	49202951	49216026	-	796.0	1	1110007C09Rik|AI851695|Bincard|-|13 A5|13|protein-coding	12.214	20.219	26.05	10.077	65.274	1110007C09Rik	-0.0034831996906946336	0.0011166818944853114	3
NM_023665	chr4	134923625	134927370	+	1408.0	1	Rsrp1|2700043I21Rik|D4Ucla2|D4Wsu53e|RP23-79J18.3|4 D3|4 67.15 cM|protein-coding	90.691	85.785	176.959	87.118	438.307	Rsrp1	-0.022986313962170216	0.02786030237810428	3
NM_025347	chr7	126776975	126780514	+	946.0	1	Ypel3|0610043B10Rik|1190001G19Rik|Suap|-|7 F3|7|protein-coding	46.382	50.538	92.65	45.602	226.08900000000003	Ypel3	-0.011790487575856795	0.012224491303291988	3
NM_009892	chr3	106147554	106167564	-	1526.0	1	Chil3|AI505981|Chi3l3|ECF-L|Ym1|-|3 F2.2|3 46.49 cM|protein-coding	278.608	391.002	476.559	169.239	1162.695	Chil3	-0.0605838585912215	0.015535989317785912	3
NM_146057	chr15	31224385	31274338	+	1475.0	1	Dap|4921531N22Rik|AI789753|AU040360|-|15 B2|15|protein-coding	13.979	23.294	31.277	18.004	75.954	Dap	-0.0038605425103957437	0.0027547444778347136	3
NM_001111100	chr19	34492316	34527474	-	2956.0	1	Lipa|AA960673|Lal|Lip-1|Lip1|-|19 C1|19|protein-coding	10.888	17.160999999999998	23.244	10.316	56.43899999999999	Lipa	-0.002955003574679874	0.0013070652238915082	3
NM_010511	chr10	19591958	19610225	+	2090.0	1	Ifngr1|CD119|IFN-gammaR|Ifgr|Ifngr|Nktar|-|10 A3|10 8.49 cM|protein-coding	45.617	54.848	93.951	24.358	227.774	Ifngr1	-0.01255873705785903	0.004597459421506454	3
NM_010421	chr9	59539667	59565105	+	1849.0	1	Hexa|Hex-1|-|9 B|9 32.02 cM|protein-coding	13.984000000000002	22.635	32.405	11.822	78.43	Hexa	-0.004225294947934157	0.001171280359585529	3
NM_001009935	chr3	96557957	96561857	+	2791.0	1	Txnip|1200008J08Rik|AA682105|Hyplip1|THIF|Tbp-2|VDUP1|-|3 F2.2|3 41.93 cM|protein-coding	65.977	78.215	150.364	47.302	363.1	Txnip	-0.019997130541491888	0.0107817236029019	3
NM_027521	chr10	80019675	80031471	+	3456.0	1	Hmha1|6330406L22Rik|AW539505|Ha-1|-|10 C1|10|protein-coding	61.31	68.07300000000001	145.502	54.802	348.103	Hmha1	-0.018977494142967014	0.014078761972173084	3
NM_175274	chr5	140620578	140649031	-	4642.0	1	Ttyh3|2900029G13Rik|AI414930|-|5 G2|5|protein-coding	28.592	39.379	62.283	24.681	146.6	Ttyh3	-0.007779232292506255	0.0035759743950290173	3
NM_023835	chr7	104299897	104315495	-	1515.0	1	Trim12a|2310043C01Rik|Trim12|-|7 E3|7|protein-coding	11.507	11.378	21.462	5.627999999999999	49.89100000000001	Trim12a	-0.002708987254858965	0.0012298978586911045	3
NM_009059	chr17	33929894	33937687	+	2920.0	1	Rgl2|KE1.5|Rab2l|Rgt2|Rlf|-|17|17 B2|protein-coding	11.711	14.401	23.867	13.314	55.13399999999999	Rgl2	-0.002776837039872218	0.0026326582849850308	3
NM_030251	chr6	88835914	88841935	-	1866.0	1	Abtb1|AI847549|BC003234|BPOZ|EF1ABP|-|6 D1|6|protein-coding	15.07	20.653	28.757	13.554	66.273	Abtb1	-0.0033622683812531517	0.0017025695953750552	3
NM_183390	chr16	19946492	19983049	-	2396.0	1	Klhl6|-|-|16 A3|16|protein-coding	14.237	18.489	32.672	12.501	74.097	Klhl6	-0.003948021164832849	0.0017184552623672282	3
NM_009139	chr11	83587886	83593087	-	1430.0	1	Ccl6|MRP-1|Scya6|c10|RP23-320E6.4|11 C|11 50.85 cM|protein-coding	29.072	80.548	68.127	13.795	153.869	Ccl6	-0.008232970842220926	-0.011814475594569518	3
NR_106017	chr7	31040258	31040317	-	59.0	1	Mir7050|mmu-mir-7050|-|-|ncRNA	49.721	39.447	69.321	33.068000000000005	155.09799999999996	Mir7050	-0.0075432189025416655	0.008884096129969262	3
NM_010330	chr13	117220573	117274415	+	2611.0	1	Emb|AL022799|Gp70|-|13 D2.3|13|protein-coding	49.724	67.804	91.181	39.936	202.145	Emb	-0.010163740454221493	0.0028841789622030692	3
NM_146008	chr10	84576947	84614355	+	2388.0	1	Tcp11l2|E430026E19Rik|-|10 C1|10|protein-coding	10.021	12.488	27.112	7.535	59.515	Tcp11l2	-0.003305919422896305	0.0007170942732203355	3
NM_134116	chr17	34589806	34591754	+	1337.0	1	Gpsm3|AA960287|AGS4|RP23-24A13.12-002|17 B1|17|protein-coding	47.487	67.8	98.715	41.913	214.609	Gpsm3	-0.01097262689927357	0.002336940599442674	3
NM_178901	chr7	127091436	127094049	+	1914.0	1	AI467606|-|-|7 F3|7|protein-coding	20.078	25.659	41.839	16.762999999999998	90.947	AI467606	-0.004709517629257536	0.00154609288315424	3
NM_001301305	chr6	136923661	136941503	-	1139.0	1	Arhgdib|D4|Gdid4|Ly-GDI|-|6 G1|6|protein-coding	176.903	253.511	343.675	174.46599999999995	745.2610000000002	Arhgdib	-0.036729065229836606	0.013385854672809077	3
NM_207231	chr11	97989580	97996173	-	1553.0	1	Arl5c|Arl12|BC065791|RP23-309H19.3|11 D|11|protein-coding	14.383	21.285	32.524	15.262	68.311	Arl5c	-0.00345163829005886	0.0008200817409085693	3
NM_010551	chr7	83643063	83735490	-	4968.0	1	Il16|mKIAA4048|-|7 D2-D3|7 47.43 cM|protein-coding	14.095999999999998	18.167	34.535	12.043	72.138	Il16	-0.003839025604622961	0.0006122899478726032	3
NM_001252458	chr7	16842902	16870461	+	3319.0	1	Prkd2|AI325941|PKD2|-|7 A2|7|protein-coding	14.773	20.43	35.711	15.316	73.818	Prkd2	-0.0038083945445652506	0.0009012066421047973	3
NM_174990	chr6	48684578	48692062	+	1805.0	1	Gimap4|AU019574|E430007K16Rik|Ian-1|Ian1|Imap4|-|6 B2.3|6|protein-coding	57.162	64.316	132.124	46.999	272.503	Gimap4	-0.014393434658471644	0.004074564152468893	3
NM_153820	chr2	43748824	44387623	+	2634.0	1	Arhgap15|5830480G12Rik|RP23-211K16.1|2 B|2|protein-coding	10.039	14.886	27.406	9.094	55.13399999999999	Arhgap15	-0.0029466517255615143	-0.0003637380082040352	3
NM_029116	chr8	15011025	15033332	+	6968.0	1	Kbtbd11|2900016B01Rik|4930465M17Rik|mKIAA0711|-|8 A1.1-2|8|protein-coding	21.405	24.609	46.839	13.466	93.598	Kbtbd11	-0.00496255208739526	-0.00026927804045919857	3
NM_001081962	chr5	137641473	137642902	+	1058.0	1	Sap25|-|-|5 G2|5|protein-coding	10.576	13.087	25.707	10.552	51.015	Sap25	-0.0026323089517068386	0.0005852896775047858	3
NM_007901	chr3	115710433	115715055	-	3025.0	1	S1pr1|AI849002|Edg1|Lpb1|S1p|S1p1|-|3 G1|3|protein-coding	18.661	36.252	78.932	10.594	154.808	S1pr1	-0.009032681316883352	-0.00635453374790204	3
NM_013673	chr1	85650050	85709448	+	2136.0	1	Sp100|A430075G10Rik|-|1 C5|1 43.6 cM|protein-coding	21.013	27.535	47.81100000000001	19.503	92.894	Sp100	-0.00470792437341153	8.545382186240108e-05	3
NM_011242	chr19	6400583	6415216	+	2174.0	1	Rasgrp2|CDC25L|Caldaggef1|-|19 A|19|protein-coding	8.019	12.302	38.359	4.836	72.67399999999998	Rasgrp2	-0.0043032616475590525	-0.0023473252099669648	3
NM_001162423	chrX	73894352	73911298	-	3264.0	1	Arhgap4|A130009C12Rik|A530015A20Rik|Rgc1|c1|mKIAA0131|RP23-252M19.2|X A7.3|X|protein-coding	13.558	18.563	31.927	13.505	59.857	Arhgap4	-0.0029955996524661074	-0.0003207634430510537	3
NM_010576	chr2	79255426	79333114	+	9802.0	1	Itga4|CD49D|Itga4B|RP23-335P15.1|2 C3|2 47.38 cM|protein-coding	11.911	21.836	32.458	11.382	60.502	Itga4	-0.0031178836278347804	-0.002245050054092104	3
NM_013566	chr15	102215995	102231935	-	2657.0	1	Itgb7|Ly69|-|15 F3|15 57.39 cM|protein-coding	22.855	25.016	45.625	16.834	83.98	Itgb7	-0.004183566695991174	-0.00033787135732410624	3
NM_016811	chr10	128720136	128744056	-	2787.0	1	Dgka|80kDa|AW146112|Dagk1|-|10 D3|10 77.14 cM|protein-coding	50.825	55.37	120.306	50.24800000000001	215.368	Dgka	-0.010770952480945836	0.0008472832427918742	3
NM_010102	chr10	81497745	81500137	-	2390.0	1	S1pr4|Edg6|Lpc1|S1p4|-|10 C1|10|protein-coding	15.483	21.753	40.677	11.716	72.574	S1pr4	-0.0038095556833584935	-0.002437755613838597	3
NM_011178	chr10	79879667	79883172	+	963.0	1	Prtn3|PR3|mPR3|-|10 C1|10 39.72 cM|protein-coding	7.18	16.672	27.139	3.414	47.029	Prtn3	-0.0026497400511550392	-0.004337821901137007	3
NM_011756	chr7	28376784	28379228	-	1761.0	1	Zfp36|Gos24|Nup475|TIS11D|TISII|Tis11|Ttp|Zfp-36|-|7 A3|7 16.72 cM|protein-coding	71.06	66.035	54.091	77.41	144.471	Zfp36	-0.004680661842056088	0.022234665883573843	4
NM_008160	chr9	108339080	108340344	+	1043.0	1	Gpx1|AI195024|AL033363|CGPx|GPx-1|GSHPx-1|Gpx|-|9 F1|9 59.24 cM|protein-coding	80.641	92.092	94.464	81.232	211.953	Gpx1	-0.008515753653639362	0.01443226482723646	4
NM_028732	chr10	60346851	60372684	+	4837.0	1	4632428N05Rik|Dies1|PD-1H|VISTA|-|10 B4|10|protein-coding	57.035	36.804	40.4	32.037	89.76100000000002	4632428N05Rik	-0.003132939654639925	0.010339258352787378	4
NM_007657	chr6	125460266	125494755	-	1182.0	1	Cd9|Tspan29|-|6 F3|6 59.32 cM|protein-coding	42.581	45.554	48.062	42.213	106.154	Cd9	-0.00416648508783273	0.007967969265985591	4
NM_017380	chr11	117331715	117362325	+	2934.0	1	Sept9|MSF1|Msf|PNUTL4|Sint1|RP23-101J23.1|11 E2|11 82.61 cM|protein-coding	43.765	37.941	42.46	43.346	91.734	Sept9	-0.0032209166682001977	0.010252901804004295	4
NM_139198	chr5	100553733	100572205	-	689.0	1	Plac8|C15|D5Wsu111e|-|5 E3|5 48.49 cM|protein-coding	84.485	79.008	82.45100000000002	88.25399999999998	174.833	Plac8	-0.005873618336148846	0.01893319283508651	4
NM_027209	chr19	11518559	11530403	+	1678.0	1	Ms4a6b|1810027D10Rik|-|-|protein-coding	76.69800000000002	42.22	75.607	64.509	158.518	Ms4a6b	-0.006071012752611378	0.02058701926747632	4
NM_012021	chr19	6906819	6909645	-	680.0	1	Prdx5|AOEB166|AOPP|Pmp20|Prdx6|PrxV|-|19 A|19 5.08 cM|protein-coding	148.28	167.99599999999995	162.394	142.13	338.631	Prdx5	-0.012543646300198849	0.020273326124188817	4
NM_011671	chr7	100493345	100502173	+	4123.0	1	Ucp2|Slc25a8|-|7 E3|7 54.36 cM|protein-coding	56.534	60.083	70.153	54.664	144.126	Ucp2	-0.005785684543913137	0.008462311446493308	4
NM_001287217	chr7	31032723	31042331	-	1018.0	1	Fxyd5|EF-8|Oit2|RIC|-|7 B1|7|protein-coding	118.808	123.958	152.91	130.32399999999998	311.771	Fxyd5	-0.01226891261905728	0.022321883793186045	4
NM_016794	chr6	72385221	72390667	-	781.0	1	Vamp8|AU041171|Edb|endobrevin|-|6 C1|6 32.27 cM|protein-coding	44.644	52.427	56.924	48.25100000000001	114.718	Vamp8	-0.00442261339060357	0.006339662690717886	4
NM_028608	chr10	111985448	111997264	-	1073.0	1	Glipr1|2410114O14Rik|RTVP-1|RTVP1|mRTVP-1|-|10|10 D1|protein-coding	39.486	44.152	47.722	36.467	95.063	Glipr1	-0.003708665972129711	0.004326662117849876	4
NM_007798	chr14	63122462	63145923	+	4731.0	1	Ctsb|CB|-|14 D1|14 33.24 cM|protein-coding	26.078000000000007	33.101	37.484	29.188	74.036	Ctsb	-0.0029901597271741968	0.00292492713700305	4
NM_008404	chr10	77530348	77565674	+	2844.0	1	Itgb2|2E6|AI528527|Cd18|LAD|LCAMB|Lfa1|MF17|-|10 C1|10 39.72 cM|protein-coding	60.386	90.738	93.936	63.673	185.529	Itgb2	-0.007850323611738498	0.0014906490490041318	4
NM_020255	chr2	156311846	156312704	-	756.0	1	Scand1|2310003H23Rik|Leap1|PGC-2|Ppargc2|-|2|2 H2|protein-coding	82.818	85.154	86.613	77.756	170.622	Scand1	-0.005916781141405604	0.011609150382449628	4
NM_027840	chr8	88626828	88636128	-	1428.0	1	Snx20|9130017C17Rik|-|8|8 C4|protein-coding	31.9	38.286	41.787	32.284	81.351	Snx20	-0.0031814829693928987	0.003148479441421089	4
NM_013545	chr6	124720707	124733154	-	2201.0	1	Ptpn6|70Z-SHP|Hcph|PTPTY-42|Ptp1C|SH-PTP1|SHP-1|hcp|me|-|6 F2|6 59.17 cM|protein-coding	61.938	72.352	69.125	68.87899999999999	134.475	Ptpn6	-0.00445837389190599	0.008900783112454376	4
NM_011778	chr19	4148663	4154035	+	1831.0	1	Coro1b|-|-|19 A|19 3.85 cM|protein-coding	50.331	59.892	71.434	52.114	138.355	Coro1b	-0.005641953326590796	0.005105160525968332	4
NM_026432	chr8	34154563	34170847	+	1891.0	1	Saraf|1810045K07Rik|Tmem66|-|8 A4|8|protein-coding	84.104	91.931	112.013	75.298	215.136	Saraf	-0.008820670069380426	0.00741048846019135	4
NM_022410	chr15	77760585	77842175	-	7392.0	1	Myh9|Fltn|Myhn-1|Myhn1|NMHCIIA|NMMHC-A|NMMHC-IIA|TU72.6|AL583886.1|15 E1|15 36.81 cM|protein-coding	90.506	109.321	135.811	90.736	256.721	Myh9	-0.010744148474293249	0.006482121518356514	4
NM_023721	chr12	78842982	78861638	-	1399.0	1	Atp6v1d|1110004P10Rik|Atp6m|VATD|Vma8|-|12 C3|12 35.51 cM|protein-coding	31.603	37.529	48.29600000000001	35.046	90.576	Atp6v1d	-0.003711169230358133	0.003238289778140507	4
NM_174960	chr6	48676135	48678704	+	1379.0	1	Gimap9|A630002K24|BB145400|-|6 B2.3|6|protein-coding	41.361	35.671	64.33	51.353	119.557	Gimap9	-0.004864912818952199	0.00929433340514683	4
NM_134002	chr10	80622780	80640771	+	2423.0	1	Csnk1g2|2810429I12Rik|AI463719|-|10 C1|10|protein-coding	39.556	42.003	49.66	36.056	92.048	Csnk1g2	-0.0035392258346962756	0.0035717902116639477	4
NM_133978	chr9	114756836	114781993	-	1130.0	1	Cmtm7|AI481279|Cklfsf7|LNV|-|9 F3|9|protein-coding	33.6	39.761	39.777	29.16	73.203	Cmtm7	-0.0026908839395801804	0.0015248425204517435	4
NM_013477	chr8	105524470	105566040	-	1607.0	1	Atp6v0d1|AI267038|Ac39|Atp6d|P39|VATX|Vma6|-|8 D3|8|protein-coding	27.408	32.549	39.016	24.934	71.26	Atp6v0d1	-0.002913938566497027	0.0010644543546071306	4
NM_028071	chr8	119809214	119840579	-	1633.0	1	Cotl1|1810074P22Rik|2010004C08Rik|Clp|-|8 E1|8|protein-coding	102.832	150.92600000000004	150.82399999999996	98.103	273.947	Cotl1	-0.010969711351656771	-0.00322756096461423	4
NM_007632	chr17	47593467	47599688	+	1972.0	1	Ccnd3|9230106B05Rik|AA682053|AL024085|AW146355|C78795|-|17 C|17 23.37 cM|protein-coding	60.269	71.792	70.433	53.591	127.676	Ccnd3	-0.004543284556357424	0.002690803439486256	4
NM_023402	chr17	70973963	70990516	-	933.0	1	Myl12b|1500001M02Rik|C77744|Mylc2b|RLC-B|-|17 E1.3|17|protein-coding	84.669	103.5	132.561	81.012	239.823	Myl12b	-0.010138593265180936	0.0024870505894062176	4
NR_003513	chr19	5842302	5845478	-	3176.0	1	Neat1|2310043N10Rik|VINC|-|19 A|19|ncRNA	30.639	37.931	65.753	58.757	118.831	Neat1	-0.0048270311442095825	0.008046628435140528	4
NM_010129	chr7	45918023	45921426	-	751.0	1	Emp3|H-4|H4|HNMP-1|MI-35|Ymp|-|7 B4|7 29.6 cM|protein-coding	42.41	49.899	68.40100000000001	42.86600000000001	123.363	Emp3	-0.005234340808804319	0.0022465626015462804	4
NR_106176	chr11	87756841	87756955	-	114.0	1	Mir142b|mmu-mir-142b|-|-|ncRNA	26.468000000000004	16.955	50.945	45.32100000000001	90.701	Mir142b	-0.003696302609212049	0.00992066727848094	4
NM_007725	chr10	79988600	79995400	+	1773.0	1	Cnn2|AA408047|AI324678|Calpo2|-|10 C1|10|protein-coding	100.55	153.58100000000005	148.326	101.931	259.226	Cnn2	-0.009914042753204929	-0.0049102754328535	4
NM_173742	chr11	70238123	70239852	-	617.0	1	Rnasek|2310033H11Rik|AA571397|D11Bwg0434e|DN-160I24.6|11 B3|11 42.99 cM|protein-coding	66.428	63.549	83.456	57.445	144.959	Rnasek	-0.005469791012524015	0.005367646521397762	4
NM_023910	chr5	137745969	137759747	+	2342.0	1	Tsc22d4|0610009M14Rik|1700023B23Rik|AI415410|Thg-1pit|Tilz2|-|5 G2|5|protein-coding	51.66	52.146	66.32600000000001	51.588	114.48	Tsc22d4	-0.004124338208559446	0.005165117609594111	4
NM_001139520	chr2	157097529	157135222	-	3991.0	1	Samhd1|E330031J07Rik|Mg11|RP23-163J20.2|2|2 H2|protein-coding	84.624	85.891	94.864	69.554	163.18200000000004	Samhd1	-0.005632955345920158	0.005026585731361185	4
NM_009187	chr17	83501917	83514333	-	1075.0	1	Cox7a2l|COX7AR|COX7RP|EB1|SIG-81|SIG81|Silg81|-|17 E4|17|protein-coding	31.07	36.107	49.42100000000001	32.097	84.066	Cox7a2l	-0.0034016302874143103	0.0011405708094508536	4
NM_011103	chr14	30595354	30626208	-	2755.0	1	Prkcd|AI385711|D14Ertd420e|PKC[d]|PKCdelta|Pkcd|-|14 B|14 18.82 cM|protein-coding	45.604	54.896	59.129	41.717	98.482	Prkcd	-0.0035159609992478705	0.00034369998189560664	4
NM_007502	chr9	96332675	96364299	-	1822.0	1	Atp1b3|AA409958|AI664000|AW212096|-|9 E3.3|9 50.31 cM|protein-coding	114.591	117.907	166.06599999999997	113.824	276.005	Atp1b3	-0.010590945216023995	0.00735407806286428	4
NM_027445	chr11	70647589	70651414	+	1513.0	1	Rnf167|0610010G05Rik|5730408C10Rik|AU019305|AV328608|DN-183N8.14-002|11 B4|11|protein-coding	52.018	46.303	64.741	45.42	107.26	Rnf167	-0.003888113554671808	0.004440278644405243	4
NM_031247	chr6	48764464	48770851	-	2138.0	1	Gimap3|2010110D23Rik|Gimap5|Ian4|-|6 B2.3|6|protein-coding	98.772	117.86	167.19299999999996	112.514	275.811	Gimap3	-0.01101202729044734	0.0034639932725873163	4
NM_026880	chr4	138313410	138326296	-	2356.0	1	Pink1|1190006F07Rik|AU042772|AW557854|BRPK|mFLJ00387|-|4 D3|4|protein-coding	49.005	50.011	66.435	45.51600000000001	107.831	Pink1	-0.003964397457186499	0.0023162509863270684	4
NM_008518	chr17	35194507	35196305	+	1090.0	1	Ltb|AI662801|LTbeta|Tnfc|Tnfsf3|p33|-|17 B1|17 18.59 cM|protein-coding	156.635	163.215	237.253	120.324	384.852	Ltb	-0.016075287378198768	-0.003159364627484601	4
NR_037224	chr11	106782693	106782759	-	66.0	1	Mir3064|mmu-mir-3064|-|11|11 70.02 cM|ncRNA	59.687	83.67399999999998	101.009	69.523	163.715	Mir3064	-0.0063034950618994215	-0.0014238029635062373	4
NM_001033142	chr8	122466147	122476064	-	1775.0	1	Rnf166|1110031E24Rik|AW555115|Zfp313l|-|8 E1|8|protein-coding	27.128	32.913000000000004	40.738	21.129	65.068	Rnf166	-0.002630542456148704	-0.0018942441690670687	4
NM_010751	chr6	86647045	86669159	-	4653.0	1	Mxd1|AW122478|Mad|Mad1|-|6 D1|6 37.75 cM|protein-coding	34.063	48.467	56.413	26.859	89.899	Mxd1	-0.00376746134241529	-0.004828038182592457	4
NM_013488	chr6	124864693	124888209	-	3083.0	1	Cd4|L3T4|Ly-4|-|6 F2|6 59.17 cM|protein-coding	50.594	58.767	75.232	62.862	119.33	Cd4	-0.0040491280513963645	0.0038422674798544157	4
NM_001112711	chr13	55445331	55460927	+	2981.0	1	Grk6|Gprk6|-|13 B1-3|13 30.06 cM|protein-coding	41.964	46.57899999999999	58.145	40.372	90.097	Grk6	-0.003169774675321503	0.0004841171940322744	4
NM_001130152	chr7	24904346	24926591	+	3243.0	1	Arhgef1|Lbcl2|Lsc|-|7 A3|7|protein-coding	90.755	97.966	149.157	103.232	222.771	Arhgef1	-0.008197556505773997	0.0023996417930009445	4
NM_153175	chr6	48701583	48708244	-	1607.0	1	Gimap6|4833419H03Rik|Ian6|mFLJ00102|-|6 B2.3|6|protein-coding	136.024	152.582	211.113	150.029	312.513	Gimap6	-0.01098594802412538	0.0016434812547320233	4
NM_001163031	chr8	83723251	83741311	-	2945.0	1	Cd97|AA409984|TM7LN1|-|8 C2|8 40.22 cM|protein-coding	37.411	44.644	70.89699999999998	41.49100000000001	103.083	Cd97	-0.004111807107948348	-0.0020915288935418274	4
NM_134115	chr17	28970885	29007937	-	3272.0	1	Stk38|5830476G13Rik|9530097A09Rik|AA617404|Ndr1|-|17 A3.3|17|protein-coding	26.064	30.043000000000006	50.474	29.008000000000006	71.671	Stk38	-0.0028604364695997263	-0.001564707328296031	4
NM_026240	chr18	56432132	56503792	+	2589.0	1	Gramd3|9030613F08Rik|9130427A09Rik|AW061306|NS3TP2|-|18|18 D2|protein-coding	13.71	37.816	87.169	13.216	77.2	Gramd3	-0.0039473949259103145	-0.02346571987287013	5
NM_175445	chr2	131992850	132029988	-	4772.0	1	Rassf2|3830431H01Rik|9030412M04Rik|AI852669|AW495050|RP23-401J24.8|2 F2|2|protein-coding	12.611	21.922	28.952	12.319	56.92100000000001	Rassf2	-0.002836098961738464	-0.0011656350754036492	5
NM_001038846	chr1	165648945	165708094	-	2572.0	1	Rcsd1|A430105K13Rik|BC025872|-|1 H2.3|1|protein-coding	28.563	53.71	68.82300000000001	24.12	131.842	Rcsd1	-0.006699325600753345	-0.005565730189780264	5
NM_027898	chr7	31130127	31151050	-	2660.0	1	Gramd1a|1300003M23Rik|AI415002|AW547240|D7Bwg0611e|-|7 B1|7 19.3 cM|protein-coding	37.355	39.372	66.76100000000001	33.088	126.683	Gramd1a	-0.005981421003051385	0.0025737204705676216	5
NM_007635	chr5	93267573	93276231	+	2484.0	1	Ccng2|-|-|5|5 E3.3-F1.3|protein-coding	16.804000000000002	18.58	30.279	15.331	57.215	Ccng2	-0.0026838068941313128	0.0009910854230132423	5
NM_194342	chr15	79724068	79742536	-	3694.0	1	Sun2|B230369L08Rik|C030011B15|Unc84b|-|15 E1|15|protein-coding	49.418	72.764	106.61	45.979	199.46400000000003	Sun2	-0.009751702729477646	-0.003074945355828745	5
NM_009151	chr5	113817798	113830501	-	2600.0	1	Selplg|CD162|Psgl-1|Psgl1|Selp1|Selpl|-|5 F|5 55.59 cM|protein-coding	84.428	124.211	143.38299999999995	72.691	262.534	Selplg	-0.011719179586635474	-0.0058390089374158564	5
NM_021366	chr7	63886351	63938915	-	6392.0	1	Klf13|0610043C13Rik|9430029L20Rik|Bteb3|FKLF-2|FKLF2|NSLP1|RFLAT-1|RFLAT1|-|7 C|7|protein-coding	24.376	26.635	42.825	22.779	77.97800000000002	Klf13	-0.0035490404035237845	0.0012276012878628911	5
NM_152839	chr5	88519809	88527897	-	2096.0	1	Igj|9530090F24Rik|AI323815|Jch|-|5 E1|5|protein-coding	50.006	63.724	77.07600000000002	30.683000000000003	138.819	Igj	-0.006326816279370586	-0.004197370855388989	5
NM_009875	chr6	134920401	134925525	+	2400.0	1	Cdkn1b|AA408329|AI843786|Kip1|p27|p27Kip1|-|6 G1|6 65.77 cM|protein-coding	38.416	50.705	69.852	35.859	124.079	Cdkn1b	-0.005595877534455212	-0.0011807503820325494	5
NM_013706	chr4	134093538	134095073	-	499.0	1	Cd52|AI463198|B7|B7-Ag|CAMPATH-1|CLS1|MB7|RP23-314D24.5|4 D3|4 66.5 cM|protein-coding	213.738	334.624	417.27	232.855	739.747	Cd52	-0.03285415883809392	-0.01382627276127067	5
NM_008453	chr5	64803523	64830129	+	2306.0	1	Klf3|9930027G08Rik|AL024007|Bklf|Tef-2|-|5 C3.1|5|protein-coding	21.554	25.231	42.088	18.676	74.209	Klf3	-0.0035141717615043613	-0.00047869743760395106	5
NM_026169	chr19	5850974	5875208	-	3154.0	1	Frmd8|1200004M23Rik|2310035N23Rik|4931429L16Rik|AU018809|-|19 A|19|protein-coding	30.933000000000003	36.182	61.219	28.742	107.939	Frmd8	-0.00507608015591921	-0.000182482132575978	5
