id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name	pc1	pc2	kmeans
NM_001004174	chr2	122637887	122641076	+	633.0	1	AA467197|Nmes1|RP23-101F14.3|2 E5|2|protein-coding	43.828	271.577	340.827	61.01600000000001	51.944	AA467197	0.002135967016984882	-0.16837313254829825	2
NM_001029890	chr3	88532395	88541394	+	5772.0	1	Mex3a|2700083E18Rik|Gm411|Rkhd4|-|3 F1|3|protein-coding	5.2570000000000014	9.294	15.369000000000002	3.687	2.499	Mex3a	0.00017160568168598142	-0.00584127506118981	2
NM_009627	chr7	110627669	110629819	+	1375.0	1	Adm|AM|-|7 F1|7 57.7 cM|protein-coding	15.635	48.65600000000001	76.117	17.159000000000002	12.633	Adm	0.0005627490789402249	-0.03194920308138294	2
NM_028640	chr4	63414910	63495991	-	4042.0	1	Whrn|1110035G07Rik|AW122018|AW742671|C430046P22Rik|Dfnb31|wi|RP23-340H1.8|4 C1|4 33.97 cM|protein-coding	5.6610000000000005	10.608	12.699000000000002	4.729	2.174	Whrn	0.0002461923094559512	-0.004882742448789685	2
NM_001111102	chr3	88483205	88503352	-	2054.0	1	Lmna|Dhe|-|3 F1|3 38.84 cM|protein-coding	12.752	34.511	36.399	14.582	6.997000000000001	Lmna	0.0006373533984712374	-0.015382969780565406	2
NM_001033206	chr7	139248482	139267253	+	2330.0	1	Pwwp2b|AI594893|D7Ertd517e|D930023J19Rik|Pwwp2|-|7 F4|7 84.39 cM|protein-coding	2.824	12.595999999999998	11.638	2.822	2.84	Pwwp2b	8.795717411591942e-05	-0.0060183681379500425	2
NM_011770	chr1	69531210	69685960	-	9411.0	1	Ikzf2|A730095J18Rik|Helios|Zfpn1a2|Znfn1a2|-|1 C3|1|protein-coding	4.912	17.219	22.681	5.809	5.3889999999999985	Ikzf2	0.00011276048332390222	-0.009746601760315466	2
NM_007791	chr1	135729197	135752229	+	1762.0	1	Csrp1|AA408841|AA959891|AW545626|CRP1|Csrp|-|1 E4|1|protein-coding	56.416	142.137	187.807	70.928	50.056	Csrp1	0.0016895474948681864	-0.07005172069837254	2
NM_001271477	chr17	32412461	32420975	-	2671.0	1	Pglyrp2|C730002N09Rik|PGRP-L|Pglyrpl|tagL|-|17 B1|17|protein-coding	5.0680000000000005	19.332	37.73	4.586	10.742	Pglyrp2	-0.00024857251855678683	-0.015379792847905612	2
NM_013509	chr6	124760055	124769509	-	2617.0	1	Eno2|AI837106|D6Ertd375e|Eno-2|NSE|-|6 F2|6 59.17 cM|protein-coding	5.733	13.475	25.818	6.309	8.238	Eno2	-6.922989410834744e-05	-0.009091636915702821	2
NM_027656	chr2	181390886	181424388	-	2008.0	1	Zbtb46|2610019F01Rik|4933406L05Rik|BZEL|Btbd4|RP23-60M5.6|2 H4|2|protein-coding	5.134	15.126	21.855	6.8370000000000015	7.697999999999999	Zbtb46	-1.9479192931618335e-05	-0.008120245117675647	2
NM_198411	chr12	112588784	112615557	+	4577.0	1	Inf2|2610204M08Rik|AA589465|AW125550|EG629699|-|12 F1|12|protein-coding	20.226	43.799	65.24	23.176	24.466	Inf2	4.1932306744886826e-05	-0.02186419435207688	2
NM_026240	chr18	56432132	56503792	+	2589.0	1	Gramd3|9030613F08Rik|9130427A09Rik|AW061306|NS3TP2|-|18|18 D2|protein-coding	13.71	37.816	87.169	13.216	77.2	Gramd3	-0.0039473949259103145	-0.02346571987287013	3
NM_008522	chr9	111019292	111042766	+	2723.0	1	Ltf|Csp82|Lf|MMS10R|Ms10r|-|9 F|9 60.79 cM|protein-coding	88.633	197.812	239.102	38.625	649.955	Ltf	-0.03750709686170863	-0.004369992386710912	3
NM_026862	chr7	24743983	24760311	-	2695.0	1	Cd177|1190003K14Rik|Pdp3|-|7 A3|7|protein-coding	28.877	68.618	73.057	10.082	195.537	Cd177	-0.011198626281506176	-0.0042748909091858325	3
NM_009114	chr3	90692630	90695721	-	516.0	1	S100a9|60B8Ag|AW546964|BEE22|Cagb|GAGB|L1Ag|MRP14|p14|-|3 F1-F2|3 39.91 cM|protein-coding	1870.341	3745.281	4429.7959999999985	983.989	11458.735	S100a9	-0.6416310706502342	-0.08254910568991886	3
NM_013650	chr3	90669071	90670034	+	387.0	1	S100a8|60B8Ag|AI323541|B8Ag|CFAg|CP-10|Caga|MRP8|p8|-|3 F1-F2|3 39.9 cM|protein-coding	1787.2020000000002	3671.484	4546.153	974.863	11498.646	S100a8	-0.6471888861510121	-0.11762788928304352	3
NM_009139	chr11	83587886	83593087	-	1430.0	1	Ccl6|MRP-1|Scya6|c10|RP23-320E6.4|11 C|11 50.85 cM|protein-coding	29.072	80.548	68.127	13.795	153.869	Ccl6	-0.008232970842220926	-0.011814475594569518	3
NM_007901	chr3	115710433	115715055	-	3025.0	1	S1pr1|AI849002|Edg1|Lpb1|S1p|S1p1|-|3 G1|3|protein-coding	18.661	36.252	78.932	10.594	154.808	S1pr1	-0.009032681316883352	-0.00635453374790204	3
NM_001038846	chr1	165648945	165708094	-	2572.0	1	Rcsd1|A430105K13Rik|BC025872|-|1 H2.3|1|protein-coding	28.563	53.71	68.82300000000001	24.12	131.842	Rcsd1	-0.006699325600753345	-0.005565730189780264	3
NM_009151	chr5	113817798	113830501	-	2600.0	1	Selplg|CD162|Psgl-1|Psgl1|Selp1|Selpl|-|5 F|5 55.59 cM|protein-coding	84.428	124.211	143.38299999999995	72.691	262.534	Selplg	-0.011719179586635474	-0.0058390089374158564	3
NM_152839	chr5	88519809	88527897	-	2096.0	1	Igj|9530090F24Rik|AI323815|Jch|-|5 E1|5|protein-coding	50.006	63.724	77.07600000000002	30.683000000000003	138.819	Igj	-0.006326816279370586	-0.004197370855388989	3
NM_013706	chr4	134093538	134095073	-	499.0	1	Cd52|AI463198|B7|B7-Ag|CAMPATH-1|CLS1|MB7|RP23-314D24.5|4 D3|4 66.5 cM|protein-coding	213.738	334.624	417.27	232.855	739.747	Cd52	-0.03285415883809392	-0.01382627276127067	3
NM_178372	chr17	25298394	25300161	+	1209.0	1	Prss34|C130091P12|Mcp11|mMcp-11|-|17 A3.3|17 12.53 cM|protein-coding	25.859	36.314	50.473	16.137999999999998	88.133	Prss34	-0.004304254942230871	-0.004193443914122112	3
NM_011178	chr10	79879667	79883172	+	963.0	1	Prtn3|PR3|mPR3|-|10 C1|10 39.72 cM|protein-coding	7.18	16.672	27.139	3.414	47.029	Prtn3	-0.0026497400511550392	-0.004337821901137007	3
NM_010876	chr5	134220259	134229625	-	2709.0	1	Ncf1|NCF-47K|NOXO2|Ncf-1|p47-phox|p47<phox>|p47phox|-|5 G2|5 74.47 cM|protein-coding	61.415	133.017	128.012	59.684	218.172	Ncf1	-0.009716509150154463	-0.01835122763171852	3
NM_008452	chr8	72319062	72321654	+	1811.0	1	Klf2|Lklf|-|8|8 C1|protein-coding	61.67	87.01799999999999	152.26	47.92100000000001	255.757	Klf2	-0.012943584574738194	-0.011531008517832779	3
NM_001164040	chr15	74955106	74959905	+	1858.0	1	Ly6e|9804|Ly67|RIG-E|Sca-2|TSA-1|Tsa1|-|15 D3|15 34.29 cM|protein-coding	218.381	286.55	431.159	181.273	713.107	Ly6e	-0.03303721422760346	-0.02416227504812933	3
NM_011346	chr1	164062076	164080785	+	2310.0	1	Sell|AI528707|CD62L|L-selectin|LECAM-1|Lnhr|Ly-22|Ly-m22|Lyam-1|Lyam1|-|1 H2.2|1 71.37 cM|protein-coding	51.324	59.084	109.56	35.692	177.815	Sell	-0.00872425869505093	-0.006693175890686266	3
NM_011407	chr11	83116845	83122659	+	1853.0	1	Slfn1|AV316259|RP23-308N3.1|11 C|11 50.3 cM|protein-coding	85.21799999999998	98.435	153.797	57.91	248.341	Slfn1	-0.011453983039544651	-0.009121326317404215	3
NM_010751	chr6	86647045	86669159	-	4653.0	1	Mxd1|AW122478|Mad|Mad1|-|6 D1|6 37.75 cM|protein-coding	34.063	48.467	56.413	26.859	89.899	Mxd1	-0.00376746134241529	-0.004828038182592457	3
NM_027206	chr3	95139521	95142360	-	1118.0	1	Tnfaip8l2|1810019A08Rik|AW610835|TIPE2|-|3 F2.1|3|protein-coding	12.295	26.498	40.35	14.09	64.092	Tnfaip8l2	-0.003213996567278447	-0.005032586137622514	3
NM_001168652	chr5	137629123	137641099	+	2244.0	1	Lrch4|2810008P14Rik|2900069C24Rik|AI558103|LRN|LRRN4|SAP25|mFLJ00248|-|5 G2|5|protein-coding	27.957	39.781	65.21300000000001	28.289	101.717	Lrch4	-0.0047216925206471725	-0.004460409712717753	3
NM_153560	chr2	32535359	32569750	+	4204.0	1	Fam102a|AI426465|C230093N12Rik|Eeig1|RP23-255P20.4|2 B|2|protein-coding	20.605	31.752	41.658	13.545	64.391	Fam102a	-0.002998798918893264	-0.005472718107886337	3
NR_105939	chr17	35194972	35195049	+	77.0	1	Mir6973a|mmu-mir-6973a|-|-|ncRNA	30.478	34.836	56.834	16.423	86.613	Mir6973a	-0.004090148360104816	-0.005454684163582433	3
NM_029575	chr9	116087695	116175363	-	4704.0	1	Tgfbr2|1110020H15Rik|AU042018|DNIIR|RIIDN|TBR-II|TbetaR-II|TbetaRII|-|9 F3|9 68.39 cM|protein-coding	24.215	34.901	50.394	17.435	74.681	Tgfbr2	-0.0034308177836428915	-0.006037669694481575	3
NM_153137	chr1	193175504	193201546	-	2103.0	1	Traf3ip3|6030423D04Rik|AI115021|T3jam|RP23-282D4.1|1 H6|1|protein-coding	21.781	27.104	52.938	19.156	77.955	Traf3ip3	-0.003718002245371672	-0.004244402895657164	3
NM_001278269	chr15	6579847	6665608	+	4840.0	1	Fyb|ADAP|B630013F22Rik|FYB-120/130|Slap130|p120/130|p120/p130|-|15 A1|15|protein-coding	19.162	32.755	75.393	13.855	110.321	Fyb	-0.006021124089853204	-0.010691044672921741	3
NM_011894	chr14	31373964	31436033	-	2462.0	1	Sh3bp5|AI606498|SH3BP-5|Sab|-|14|14 B|protein-coding	15.184	29.112	41.746	10.405	54.429	Sh3bp5	-0.0026004815213257265	-0.008441813197778597	3
NM_009025	chr8	13567218	13677587	-	4092.0	1	Rasa3|AI326412|C86362|E130011G04|GAPIII|scat|-|8 A1.1|8 6.29 cM|protein-coding	17.369	30.192	65.047	12.873	84.485	Rasa3	-0.004424236379311417	-0.011177804186789762	3
NM_029723	chr2	59484653	59505020	+	567.0	1	Dapl1|2310032F03Rik|EEDA|RP23-151F21.4|2|2 C3|protein-coding	6.209	8.209	25.896	4.461	31.457	Dapl1	-0.0016896757576150133	-0.004094941895188101	3
NM_011613	chr14	78277446	78308043	-	2228.0	1	Tnfsf11|Ly109l|ODF|OPG|OPGL|RANKL|Trance|-|14 D3|14 41.26 cM|protein-coding	252.651	212.176	160.238	200.435	22.671	Tnfsf11	0.01307342804685608	-0.008665316062501226	4
NR_024067	chr1	9942025	9944118	-	403.0	1	Snhg6|1110008H02Rik|-|1 A2|1|ncRNA	171.479	175.111	143.908	159.224	16.934	Snhg6	0.0097967005534424	-0.020801504607810637	4
NM_018861	chr11	20302180	20332713	-	3916.0	1	Slc1a4|ASCT-1|ASCT1|AW045657|SATT|RP23-403O15.1|11 A3.1|11 12.97 cM|protein-coding	25.47	29.897	21.4	19.984	4.198	Slc1a4	0.0012613314719708234	-0.0049378332547888645	4
NM_026929	chr2	119351242	119354327	+	1565.0	1	Chac1|1810008K03Rik|RP23-46P4.9|2 E5|2|protein-coding	22.708	28.432	21.874	22.001	4.063	Chac1	0.001253498636573733	-0.004691076518035106	4
NM_010481	chr18	34937415	34954351	-	3023.0	1	Hspa9|74kDa|Csa|Grp75|Hsc74|Hsp74|Hsp74a|Hspa9a|Mortalin|Mot-2|Mot2|Mthsp70|Pbp74|-|18 C|18 18.8 cM|protein-coding	377.184	371.839	275.579	376.601	59.31	Hspa9	0.02080032661704221	-0.015322786538223856	4
NR_002896	chr19	8723487	8726326	+	466.0	1	Snhg1|-|-|19 A|19|ncRNA	509.999	510.266	383.189	370.296	82.431	Snhg1	0.02362492744631591	-0.06616754338461461	4
NR_045893	chr11	6525591	6528760	-	588.0	1	Gm11974|OTTMUSG00000005115|-|11 A1|11|ncRNA	202.84	217.694	186.759	144.33700000000005	36.049	Gm11974	0.009233077907445972	-0.043585202851230055	4
NM_001085390	chr19	53529318	53541322	+	1150.0	1	Dusp5|Gm337|-|19 D2|19|protein-coding	311.394	440.292	265.062	367.115	75.661	Dusp5	0.01837780076601881	-0.043043787636441525	4
NM_028782	chr17	56614298	56626903	-	2946.0	1	Lonp1|1200017E13Rik|LON|Prss15|-|17|17 D|protein-coding	193.706	200.553	164.735	169.405	35.782	Lonp1	0.009662637377768802	-0.025200523349471704	4
NM_001252316	chr10	127517123	127522444	-	2282.0	1	Shmt2|2700043D08Rik|AA408223|AA986903|-|10 D3|10|protein-coding	296.899	272.565	224.157	273.399	53.557	Shmt2	0.015016686964787775	-0.014607286987883316	4
NM_145965	chr12	78226655	78684769	+	3275.0	1	Gphn|5730552E08Rik|AI662856|BC027112|C230040D23|GPH|GPHRYN|geph|-|12 D2|12|protein-coding	27.781	30.75	21.555	21.027	5.667000000000002	Gphn	0.0012626473771557745	-0.004232143230462246	4
NM_026030	chr2	154871410	154892906	-	2502.0	1	Eif2s2|2810026E11Rik|38kDa|AA408636|AA571381|AA986487|AW822225|D2Ertd303e|EIF2|EIF2B|RP23-480H10.3|2 H1|2 76.89 cM|protein-coding	72.861	75.125	60.858	66.542	14.609000000000002	Eif2s2	0.003645434091997335	-0.00797114146067002	4
NM_008638	chr6	83305704	83317604	-	2060.0	1	Mthfd2|AW558851|NMDMC|-|6 C3|6 35.94 cM|protein-coding	233.036	245.411	179.917	226.165	47.809	Mthfd2	0.012049686959931223	-0.01738272568382067	4
NM_016737	chr19	7020696	7040026	-	2157.0	1	Stip1|Hop|Sti1|p60|-|19 A|19|protein-coding	242.976	247.579	191.887	261.153	50.885	Stip1	0.013232612494700313	-0.009996979638307995	4
NM_029735	chr1	185363095	185428355	+	4816.0	1	Eprs|2410081F06Rik|3010002K18Rik|C79379|Qprs|-|1|1 H4-H6|protein-coding	139.77700000000002	136.589	102.341	132.112	27.428	Eprs	0.007102145196591281	-0.006619092309553472	4
NM_009895	chr9	107296689	107301961	+	2156.0	1	Cish|AI385595|CIS1|Cis|F17|F23|-|9 F1|9 57.99 cM|protein-coding	197.216	249.633	191.046	218.541	49.541	Cish	0.010846878698134041	-0.03157207444282761	4
NM_008368	chr15	78480549	78495066	-	2684.0	1	Il2rb|CD122|IL-15Rbeta|IL15Rbeta|Il-2/15Rbeta|Il-2Rbeta|p70|-|15 E|15 37.52 cM|protein-coding	128.893	176.06900000000005	131.917	149.192	34.98	Il2rb	0.007235852103202495	-0.024597755367027862	4
NM_146217	chr8	111033842	111055569	+	3692.0	1	Aars|AI316495|C76919|sti|-|8 E1|8|protein-coding	166.803	175.373	137.619	158.10399999999996	35.554	Aars	0.008418876490701875	-0.016533106934285176	4
NM_146200	chr7	126546911	126566366	-	2859.0	1	Eif3c|110kDa|3230401O13Rik|Eif3s8|NIPIL(A3)|NipilA3|Xs|Xsl|-|7 F4|7 69.14 cM|protein-coding	441.755	470.889	373.271	437.43	101.319	Eif3c	0.02248115519965009	-0.042284484325670064	4
NM_008681	chr15	66929318	66969641	-	2872.0	1	Ndrg1|CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5|-|15 D2|15|protein-coding	88.55799999999998	109.659	62.417	95.421	23.798	Ndrg1	0.004649155901211886	-0.005237336585009514	4
NM_007719	chr11	99144199	99155077	-	1970.0	1	Ccr7|CD197|Cdw197|Cmkbr7|EBI1|Ebi1h|RP23-80N1.2|11 D|11|protein-coding	1850.902	2340.601	1990.11	1843.761	511.798	Ccr7	0.0921988771341959	-0.4209751774306789	4
NM_134137	chr18	42202349	42262071	-	3772.0	1	Lars|2310045K21Rik|3110009L02Rik|AW536573|mKIAA1352|-|18|18 E|protein-coding	95.448	93.774	74.729	95.536	21.135	Lars	0.0048677468372029286	-0.0045392419881510925	4
NM_027000	chr13	8972478	8996012	-	2546.0	1	Gtpbp4|2610028C09Rik|Crfg|Gtpbp3|NGB|Nog1|-|13 A1|13|protein-coding	145.69	140.619	93.365	126.172	32.51	Gtpbp4	0.006755545799126341	-0.00404525864250978	4
NM_001142950	chr18	64499647	64516557	-	2633.0	1	Nars|3010001M15Rik|AA960128|ASNRS|C78150|-|18 E1|18|protein-coding	310.529	317.415	241.155	291.869	71.59	Nars	0.015152953129919143	-0.022390403178454758	4
NM_078478	chr14	37120445	37135322	-	2894.0	1	Ghitm|1010001P14Rik|C77840|MICS1|PTD010|Tmbim5|-|14 B|14 21.29 cM|protein-coding	220.328	278.811	225.539	233.536	63.07899999999999	Ghitm	0.011276763600388177	-0.04150254523558915	4
NM_026603	chr5	123907275	123928832	+	2226.0	1	Denr|1500003K04Rik|-|5 F|5|protein-coding	79.335	102.745	81.045	82.015	23.55	Denr	0.003959616475717146	-0.015984601923957047	4
NM_018807	chr2	153227769	153241358	-	5402.0	1	Plagl2|AU018672|AW552839|mKIAA0198|RP23-192G18.4|2|2 H2|protein-coding	78.075	85.115	73.34899999999998	89.34200000000001	20.557	Plagl2	0.004202087443083642	-0.006865027271786599	4
NM_180678	chr6	55038001	55079504	+	2371.0	1	Gars|GENA202|Gena201|Nmf249|Sgrp23|-|6 B3|6 27.29 cM|protein-coding	196.106	197.116	150.504	206.267	48.974	Gars	0.009990670502782751	-0.005607462054445633	4
NM_007837	chr10	127290793	127296288	+	865.0	1	Ddit3|CHOP-10|CHOP10|chop|gadd153|-|10 D3|10|protein-coding	158.378	176.301	163.077	129.15	42.555	Ddit3	0.0068484627973806255	-0.03506940104970111	4
NM_001164062	chr11	100860484	100885169	+	3586.0	1	Stat5a|AA959963|STAT5|RP23-279L23.4|11 D|11 63.77 cM|protein-coding	161.309	162.967	141.28799999999995	159.483	39.661	Stat5a	0.00795079035388277	-0.014431655752403962	4
NM_028696	chr1	51469488	51478399	-	2830.0	1	Nabp1|4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2|-|1|1 C1|protein-coding	91.931	120.389	89.92	94.743	30.252	Nabp1	0.00439344583047914	-0.01696655419000297	4
NM_001003913	chr10	127296221	127311786	-	2916.0	1	Mars|Metrs|Mtrns|-|10 D3|10|protein-coding	120.133	120.409	98.082	116.779	30.584	Mars	0.005776931154814621	-0.008191885912859506	4
NM_001025245	chr18	82475123	82558703	+	4814.0	1	Mbp|C76307|Hmbpr|R75289|golli-mbp|mld|shi|-|18 E2-E4|18 55.84 cM|protein-coding	191.859	200.895	178.618	138.892	51.184	Mbp	0.0076419215455367185	-0.03695049999405746	4
NM_001282737	chr4	107879755	107887424	+	685.0	1	Magoh|Mago-m|Mos2|RP23-40G2.2|4 C7|4 50.18 cM|protein-coding	160.47299999999996	161.76	123.295	164.195	42.643	Magoh	0.007864208483765045	-0.005641047759589675	4
NM_010444	chr15	101266846	101274794	+	2467.0	1	Nr4a1|GFRP1|Gfrp|Hbr-1|Hbr1|Hmr|N10|NGFI-B|NGFIB|NP10|TIS1|TR3|nur77|-|15|15 F|protein-coding	341.7519999999999	355.147	196.837	261.26	94.786	Nr4a1	0.013730264947294598	-0.014931325882647228	4
NM_144907	chr4	132492807	132510456	-	2643.0	1	Sesn2|HI95|SEST2|Ses2|RP23-63D8.3|4 D2.3|4|protein-coding	50.359	53.386	43.313	49.718	14.279000000000002	Sesn2	0.002376360805374684	-0.004596456825809725	4
NR_033136	chr7	44812256	44816658	-	1813.0	1	Atf5|AFTA|Atf7|Atfx|ODA-10|-|7 B4|7|protein-coding	178.195	195.057	171.808	137.885	52.24100000000001	Atf5	0.007147436993535442	-0.03553322231370952	4
NR_034038	chr5	100420842	100429535	-	621.0	1	5430416N02Rik|100041797|Adapt33|Gm3514|mCG_1030747|5 E4|5|ncRNA	61.951	61.17100000000001	43.27	37.992	17.233	5430416N02Rik	0.002163478179309427	-0.007339330567548323	4
NM_133726	chr15	81365044	81399694	-	1608.0	1	St13|1110007I03Rik|3110002K08Rik|AW555194|HIP|HOP|HSPABP|HSPABP1|PRO0786|SNC6|p48|-|15|15 E2|protein-coding	209.748	204.837	171.075	219.388	61.76300000000001	St13	0.00998251471079828	-0.006861685542977133	4
NM_028057	chr1	134405990	134411738	+	1615.0	1	Cyb5r1|1500005G05Rik|B5R.1|C80155|Nqo3a2|-|1 E4|1|protein-coding	56.362	70.589	54.271	63.245	20.008	Cyb5r1	0.002733397719480181	-0.0074569255622393815	4
NM_001081005	chr2	167062934	167065862	+	731.0	1	1500012F01Rik|Zfas1|-|2 H3|2|protein-coding	216.304	206.24400000000003	160.911	177.19099999999997	61.31800000000001	1500012F01Rik	0.008837902975201681	-0.014325905727189904	4
NM_001038231	chr19	5364633	5366363	-	761.0	1	Banf1|Baf|Bcrp1|L2bp1/Baf|-|19 A|19|protein-coding	283.938	283.435	208.204	276.033	82.542	Banf1	0.012957727698841442	-0.008402035782113416	4
NM_173867	chr4	140701473	140723220	+	3752.0	1	Rcc2|2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470|RP23-275J10.2|4 D3|4|protein-coding	283.235	273.876	215.288	262.512	83.50200000000002	Rcc2	0.01236754012806044	-0.012252216830021813	4
NM_001168230	chrX	136732948	136743686	-	1720.0	1	Morf4l2|2410017O14Rik|Mrgx|Sid393p|mKIAA0026|RP23-197O15.4|X F1|X|protein-coding	96.68	110.565	89.051	107.214	33.214	Morf4l2	0.0046278999762123406	-0.008909783890487197	4
NM_001287180	chr15	80255184	80257545	+	1440.0	1	Atf4|Atf-4|C/ATF|CREB2|TAXREB67|-|15 E1|15 37.85 cM|protein-coding	678.762	653.6619999999998	482.298	635.265	207.48	Atf4	0.029309298488925637	-0.012959529683488687	4
NR_030458	chr14	60228806	60228915	-	109.0	1	Mir719|Mirn719|mmu-mir-719|-|14|14|ncRNA	48.444	50.303	37.522	38.119	15.652	Mir719	0.0018395928654236446	-0.005024215511791796	4
NM_001109745	chr6	87842615	87851106	-	2150.0	1	Cnbp|AA408710|Cnbp1|Znf9|-|6|6 D1-D2|protein-coding	522.094	491.687	377.05300000000005	452.989	163.611	Cnbp	0.02105183526843384	-0.0186857647902128	4
NM_009423	chr11	78158423	78165550	-	3007.0	1	Traf4|A530032M13Rik|CART1|msp2|RP23-185A18.2|11|11 B5-C|protein-coding	44.152	60.685	48.217	49.215	19.222	Traf4	0.0019468219086560671	-0.008960290584420477	4
NM_008689	chr3	135584655	135691547	-	4091.0	1	Nfkb1|NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105|-|3 G3|3 62.82 cM|protein-coding	342.177	329.30300000000005	242.006	309.125	110.905	Nfkb1	0.014003481076380971	-0.008146424602182059	4
NR_002840	chr1	161035166	161038537	+	2550.0	1	Gas5|Gas-5|Mir5117|-|1 H2.1|1|ncRNA	182.735	163.989	146.804	138.953	59.282	Gas5	0.00654906403846598	-0.015124397611271228	4
NM_001288578	chr3	138437200	138455499	+	1575.0	1	Adh5|Adh-5|Adh3|GSNOR|-|3 G3|3|protein-coding	110.317	117.338	82.941	109.629	38.766	Adh5	0.004733136280707684	-0.0041994125411425436	4
NM_025437	chrX	159372195	159385699	+	917.0	1	Eif1ax|1500010B24Rik|AI426898|Eif1ay|RP23-52L10.2|X F4|X|protein-coding	163.29	164.325	128.89700000000002	159.651	54.293	Eif1ax	0.00704785434841572	-0.007202592059249348	4
NR_029468	chr4	132308678	132311024	+	601.0	1	Snhg12|2310005L22Rik|-|4 D2.3|4|ncRNA	142.59799999999996	141.70600000000005	116.709	89.694	48.517	Snhg12	0.0044855145787764525	-0.021399494411969068	4
NM_008946	chr11	70525357	70527858	+	1028.0	1	Psmb6|Lmp19|Mpnd|RP23-122P1.4|11 B3|11 42.99 cM|protein-coding	172.768	188.944	146.609	174.395	64.876	Psmb6	0.007278040985725614	-0.012796700416404324	4
NM_007591	chr8	84842088	84846931	-	1932.0	1	Calr|CRT|Calregulin|-|8 C3|8 41.21 cM|protein-coding	635.6669999999998	653.359	503.026	664.4069999999998	240.461	Calr	0.0270060889689464	-0.014993716594207597	4
NM_025352	chr11	53428948	53430831	-	495.0	1	Uqcrq|1100001F06Rik|1500040F11Rik|5830407L17Rik|9.5kDa|AA959903|QP-C|Qpc|Uqcrb|c1502|RP23-226J16.5|11 B1.3|11|protein-coding	491.719	435.824	321.079	386.411	179.642	Uqcrq	0.016611888921382552	-0.0043742217844173524	4
NR_038151	chr18	33794892	33795989	+	430.0	1	2410004N09Rik|-|RP23-97E12.1|18|18|ncRNA	72.413	58.619	56.974	48.81800000000001	26.691	2410004N09Rik	0.0021301668810727067	-0.005013656452910268	4
NM_011865	chr6	86524497	86526165	-	1666.0	1	Pcbp1|WBP17|[a]CP-1|alphaCP-1|-|6|6 D1|protein-coding	675.204	604.863	490.3	578.756	255.301	Pcbp1	0.023856946578995026	-0.01105547104323434	4
NM_017472	chr10	42502054	42535369	+	1371.0	1	Snx3|SDP3|-|10 B2|10 22.89 cM|protein-coding	200.552	228.479	166.10299999999995	190.05900000000003	88.428	Snx3	0.0072681004627580875	-0.017146237009748704	4
NM_009896	chr16	10783809	10785536	-	1215.0	1	Socs1|Cish1|Cish7|JAB|SOCS-1|SSI-1|-|16 A1|16 5.81 cM|protein-coding	165.59599999999998	207.947	115.292	142.023	84.37899999999998	Socs1	0.004934605756864922	-0.013616893229733777	4
NM_011803	chr13	5861489	5870393	+	4211.0	1	Klf6|AI448727|BCD1|C86813|CPBP|Copeb|FM2|FM6|Ierepo1|Ierepo3|R75280|Zf9|-|13 A1|13|protein-coding	171.483	235.836	162.363	189.248	97.395	Klf6	0.005993071151766317	-0.02211486952623038	4
NM_026542	chr11	102402976	102407517	-	1653.0	1	Slc25a39|3010027G13Rik|D11Ertd333e|RP23-226P4.3|11 D|11 66.29 cM|protein-coding	89.01299999999998	83.76100000000002	62.62300000000001	65.507	36.812	Slc25a39	0.002627662999315512	-0.004364233326075721	4
NM_009637	chr6	140624298	140677418	+	902.0	1	Aebp2|AU023766|B230313N05Rik|-|6|6 G1|protein-coding	176.227	207.16	224.81	193.068	60.01	Aebp2	0.008476152704067708	-0.04202709473498183	5
NM_013885	chr4	135213970	135272760	-	4056.0	1	Clic4|D0Jmb3|TU-74|mc3s5|mtCLIC|RP23-230K10.1|4 D3|4|protein-coding	96.824	124.729	115.014	117.414	34.874	Clic4	0.004982833996809509	-0.019351439040122147	5
NM_021887	chr7	125603429	125633570	+	2596.0	1	Il21r|NILR|-|7|7 F4|protein-coding	105.173	129.083	118.239	109.922	39.133	Il21r	0.004710432408683595	-0.02156109669436906	5
NM_001253700	chr11	69968226	69980330	-	944.0	1	Elp5|Derp6|Rai12|RP23-172M21.15-001|11|11 B4|protein-coding	77.023	91.513	88.81700000000002	84.929	28.643	Elp5	0.003566690444466879	-0.014521819686855968	5
NM_001204979	chr3	108424864	108445259	-	3619.0	1	Sars|Sars1|Strs|serRS|RP23-37G19.1|3 F3|3 47.08 cM|protein-coding	171.65	173.972	151.222	166.704	54.999	Sars	0.007528176439427827	-0.014495559628129191	5
NM_009424	chr2	101678440	101700974	+	5464.0	1	Traf6|2310003F17Rik|AI851288|C630032O20Rik|RP23-313G3.1|2 E2|2|protein-coding	43.887	50.478	45.757	46.67	16.085	Traf6	0.0019760571050722086	-0.006525272558892447	5
NM_011968	chr12	55398825	55418459	+	988.0	1	Psma6|IOTA|-|12 C1|12|protein-coding	252.762	239.035	223.207	259.567	84.71799999999998	Psma6	0.011140565732682527	-0.012106909299967132	5
