id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name
NR_045010	chr4	127021301	127037014	+	2283.0	1	Sfpq|1110004P21Rik|2810416M14Rik|5730453G22Rik|9030402K04Rik|AU021830|D4Ertd314e|Gm12940|OTTMUSG00000009329|PSF|REP1|RP23-153M14.2|4 D2.2|4 61.21 cM|protein-coding	236.101	215.548	168.935	237.972	127.26700000000001	171.25400000000002	158.78	148.763	164.583	99.525	100.786	189.079	190.01	93.31700000000001	89.885	Sfpq
NM_033561	chr5	134619876	134639328	-	2400.0	1	Eif4h|AU018978|D5Ertd355e|E430026L18Rik|Ef4h|Wbscr1|Wscr1|mKIAA0038|-|5 G2|5 74.71 cM|protein-coding	202.642	195.523	162.489	193.643	99.28399999999999	135.763	130.037	115.795	133.547	65.476	77.529	138.779	160.884	54.833999999999996	67.464	Eif4h
NM_013610	chr13	49187547	49196251	+	1126.0	1	Ninj1|AU024536|-|13 A5|13|protein-coding	17.009	18.953	23.500999999999998	14.343	57.806000000000004	20.813000000000002	23.386	34.5	22.893	49.161	36.105	22.267	19.379	46.927	63.075	Ninj1
NM_010742	chr15	74762056	74763567	-	686.0	1	Ly6d|Ly-61|Ly61|Thb|-|15 D3|15 34.27 cM|protein-coding	13.012	16.101	9.48	11.587	35.571999999999996	27.397	17.136	24.826	16.750999999999998	13.48	9.468	30.495	21.695	20.71	26.369	Ly6d
NM_011404	chr8	121881146	121907686	-	3501.0	1	Slc7a5|4F2LC|D0H16S474E|LAT1|TA1|-|8 E1|8 70.8 cM|protein-coding	208.115	190.957	131.506	200.28	38.97	148.226	141.981	107.541	137.308	35.882	48.303999999999995	155.781	185.658	13.027999999999999	19.284000000000002	Slc7a5
NM_012051	chr3	87525578	87540158	+	5133.0	1	Etv3|AI414410|METS|Pe1|-|3 F1|3|protein-coding	21.497	20.826	20.079	19.680999999999997	40.963	21.709	20.804000000000002	27.653000000000002	22.901	28.191	24.011999999999997	20.267	20.416	34.439	47.431000000000004	Etv3
NM_009840	chr16	87483325	87495869	-	2374.0	1	Cct8|AI132397|Cctq|Tcpq|-|16 C3.3|16|protein-coding	271.55400000000003	240.667	176.208	294.688	65.55	169.234	149.921	104.197	141.638	45.894	61.963	180.47	188.68900000000002	30.053	36.953	Cct8
NM_008689	chr3	135584655	135691547	-	4091.0	1	Nfkb1|NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105|-|3 G3|3 62.82 cM|protein-coding	342.17699999999996	329.30300000000005	242.00599999999997	309.125	110.905	254.407	244.365	206.185	239.225	87.616	106.865	252.579	285.02299999999997	54.74100000000001	72.209	Nfkb1
NM_009663	chr5	149265058	149288047	+	847.0	1	Alox5ap|Flap|-|5 G3|5|protein-coding	28.252	75.68	110.48100000000001	16.551	352.74	51.707	86.772	205.638	88.43	387.895	366.95300000000003	38.803000000000004	30.519000000000002	548.516	482.80300000000005	Alox5ap
NM_010885	chr18	36742332	36744587	-	597.0	1	Ndufa2|AV000592|B8|C1-B8|CI-B8|-|18 B2|18|protein-coding	138.078	139.417	124.205	124.61	82.70200000000001	47.028	42.218	41.376000000000005	44.653	24.217	27.570999999999998	46.721000000000004	70.291	15.76	26.823	Ndufa2
NM_013599	chr2	164948219	164955849	+	3159.0	1	Mmp9|AW743869|B/MMP9|Clg4b|MMP-9|pro-MMP-9|RP23-61O3.10-001|2 H1-H2|2 85.27 cM|protein-coding	22.579	46.489	59.43899999999999	9.87	219.35	28.186999999999998	54.778	129.298	57.153	312.939	280.397	19.639	10.999	436.98800000000006	377.29	Mmp9
NM_025843	chr8	83566758	83571623	+	528.0	1	Ndufb7|1110002H15Rik|-|8|8 C3|protein-coding	134.851	128.351	107.36	118.86	95.46799999999999	59.216	57.086000000000006	62.91	48.625	33.302	29.671999999999997	62.148999999999994	67.078	39.889	37.442	Ndufb7
NM_028451	chr11	58009064	58062032	+	6594.0	1	Larp1|1810024J12Rik|3110040D16Rik|Larp|mKIAA0731|RP23-293I3.7|11|11 B2|protein-coding	103.066	82.23100000000001	57.882	107.97399999999999	30.264	105.046	90.37200000000001	65.358	91.31	27.633000000000003	34.519	107.639	122.382	20.156	23.16	Larp1
NM_139311	chr11	97663412	97685458	+	7249.0	1	Mllt6|AI315037|Af17|RP23-94N18.5|11 D|11 61.05 cM|protein-coding	98.905	104.76299999999999	97.613	112.074	57.355	136.445	130.02	118.98299999999999	131.059	66.183	70.89	147.58700000000002	160.514	46.968	60.121	Mllt6
NM_018871	chr5	135908379	135934641	-	3588.0	1	Ywhag|14-3-3gamma|D7Bwg1348e|-|5 G2|5|protein-coding	95.25	84.335	61.144	102.59100000000001	47.593	84.959	79.839	67.51	81.178	47.282	50.739	95.829	101.814	43.937	51.972	Ywhag
NM_026943	chr7	19149838	19152726	+	483.0	1	Snrpd2|1810009A06Rik|SMD2|-|7 A3|7|protein-coding	97.00399999999999	67.541	55.972	94.851	23.761999999999997	32.066	27.551	20.398	23.47	6.202000000000001	5.03	33.333	43.903999999999996	15.61	10.437000000000001	Snrpd2
NM_026211	chr13	55593135	55597694	+	1444.0	1	Tmed9|2400003B06Rik|-|13|13 B2|protein-coding	140.031	123.01100000000001	101.71	130.384	72.501	78.696	74.051	61.894	71.37	31.84	42.266000000000005	79.217	100.55	30.552	38.745	Tmed9
NM_145610	chr9	20888175	20892179	+	1658.0	1	Ppan|A230087P06Rik|SSF1|-|9 A3|9|protein-coding	138.791	99.28299999999999	69.193	122.882	28.125999999999998	66.86	55.956	44.949	55.353	13.512	15.37	70.075	80.45100000000001	10.860999999999999	12.311	Ppan
NM_026851	chr14	54426909	54429750	+	405.0	1	Mrpl52|1110047B07Rik|-|14 C2|14|protein-coding	144.349	94.574	89.978	132.47799999999998	55.528999999999996	56.288999999999994	49.461000000000006	45.005	50.101000000000006	19.135	21.668000000000003	63.173	73.911	16.462	21.355999999999998	Mrpl52
NM_026684	chr17	24722067	24724388	-	629.0	1	Ndufb10|0610011B04Rik|22kDa|PDSW|-|17 A3.3|17|protein-coding	75.687	77.388	79.523	77.947	77.015	45.005	40.818000000000005	46.431000000000004	46.989	24.331	24.198	42.143	56.04	25.162	34.259	Ndufb10
NM_026976	chr1	130865777	130880790	+	1481.0	1	Faim3|1810037B05Rik|FcmuR|Toso|-|1 E4|1|protein-coding	6.48	8.79	9.804	3.659	39.202	11.907	12.192	31.789	13.91	42.917	33.61	10.663	5.402	47.165	66.243	Faim3
NR_106199	chr4	129557683	129557811	-	128.0	1	Mir8119|mmu-mir-8119|-|-|ncRNA	23.573	10.786	18.532	23.146	29.485	18.581	9.184	10.995999999999999	12.536	27.983	13.169	15.622	27.976	14.604000000000001	23.94	Mir8119
NR_105878	chr10	81386347	81386412	+	65.0	1	Mir6913|mmu-mir-6913|-|-|ncRNA	19.987000000000002	19.42	6.292000000000001	20.011	10.34	9.817	15.915	14.075	10.352	0.0	3.051	1.578	31.849	0.0	10.645	Mir6913
NM_010886	chr6	11900373	11907446	-	486.0	1	Ndufa4|MLRQ|-|6 A2|6|protein-coding	161.94	147.884	114.45	184.81400000000002	93.18700000000001	110.525	94.529	76.021	93.406	38.86	48.763000000000005	112.146	113.515	49.618	49.221000000000004	Ndufa4
NM_001201391	chr7	103826523	103827928	-	634.0	1	Hbb-bs|Beta-s|Hbbt1|Hbbt2|-|7|7|protein-coding	1.124	2.613	0.774	1.767	15.249	3.7510000000000003	4.1530000000000005	6.327000000000001	4.409	6.369	5.5520000000000005	4.205	3.883	10.221	29.389	Hbb-bs
NM_001081032	chr17	36164444	36168537	-	1347.0	1	Gm8909|EG667977|H2-Tw5l|H2-gs17|-|17 B1|17|protein-coding	56.343999999999994	63.196000000000005	58.176	54.021	53.81	29.758000000000003	33.268	29.414	34.854	21.563000000000002	20.575	33.992	50.925	24.517	28.766	Gm8909
NM_026318	chr2	121457088	121458440	+	598.0	1	Hypk|2310003F16Rik|HSPC136|RP23-433P19.12|2|2 F1|protein-coding	194.262	171.705	149.50799999999998	180.77200000000002	73.486	62.373000000000005	58.503	64.961	54.792	16.88	24.458000000000002	67.907	81.962	21.361	23.142	Hypk
NM_011187	chr2	38588046	38643906	-	959.0	1	Psmb7|AU020723|MC14|RP23-354G20.1|2 B|2 24.42 cM|protein-coding	130.705	124.016	93.74	143.767	57.036	79.844	74.187	67.952	72.111	23.971	34.224000000000004	90.62299999999999	90.374	28.524	37.725	Psmb7
NM_019749	chr11	69991370	69994949	+	1116.0	1	Gabarap|-|RP23-172M21.5|11 B4|11 42.95 cM|protein-coding	126.512	187.018	179.502	145.298	226.625	162.796	190.07	247.31799999999998	196.38099999999997	256.759	244.96099999999998	162.41	144.14	277.553	314.436	Gabarap
NM_011942	chr4	135968225	135972594	-	1581.0	1	Lypla2|LysoII|RP23-161N17.9|4 D3|4|protein-coding	74.962	78.095	65.294	84.53200000000001	64.649	68.428	65.07600000000001	57.599	67.01899999999999	36.084	40.861	68.36399999999999	86.705	40.830999999999996	44.266000000000005	Lypla2
NM_025987	chr15	82350139	82354291	-	555.0	1	Ndufa6|14kDa|2700038D15Rik|B230217P19Rik|-|15|15 E2|protein-coding	136.446	140.586	123.435	128.572	116.161	63.338	59.138000000000005	63.907	55.773	30.508000000000003	40.914	67.44	83.87700000000001	38.959	41.765	Ndufa6
NM_008774	chr15	36595658	36608973	-	2803.0	1	Pabpc1|PABP|Pabp1|PabpI|Pabpl1|ePAB|-|15|15 C|protein-coding	401.601	350.24800000000005	313.274	375.93199999999996	243.02200000000002	430.537	407.6	354.18	418.216	225.03900000000002	264.237	442.395	474.779	204.80700000000002	214.05900000000003	Pabpc1
NM_011352	chr9	57940135	57962865	+	3259.0	1	Sema7a|2900057C09Rik|CDw108|H-Sema-L|M-Sema-L|Semal|-|9|9 A3.3-B|protein-coding	48.633	37.014	20.117	66.673	18.56	43.537	44.468999999999994	37.681	39.008	21.261999999999997	17.708	56.355	55.677	14.129000000000001	26.660999999999998	Sema7a
NM_001278161	chr7	103826532	103827929	-	626.0	1	Hbb-b1|AA409645|Hbb1|Hbbt1|Hbbt2|MommeD7|beta1|-|7 E3|7 54.85 cM|protein-coding	1.138	2.647	0.784	1.7890000000000001	15.444	3.799	4.206	6.4079999999999995	4.465	6.45	5.622999999999999	4.2589999999999995	3.9330000000000003	10.352	29.765	Hbb-b1
NM_027222	chr18	35647265	35649367	-	900.0	1	Mzb1|2010001M09Rik|AV064572|PACAP|pERp1|-|18 B2|18|protein-coding	13.085	16.787	13.679	10.96	45.438	14.824000000000002	14.734000000000002	17.281	15.700999999999999	20.044	11.623	19.313	15.977	24.509	33.993	Mzb1
NM_009836	chr3	88297135	88321766	+	1941.0	1	Cct3|AL024092|Cctg|Tcp1-rs3|TriC-P5|-|3 F|3 38.79 cM|protein-coding	272.671	236.13099999999997	183.172	285.226	49.915	177.28099999999998	163.30700000000002	123.56200000000001	157.954	42.979	57.65	184.75099999999998	202.61900000000003	21.958000000000002	31.371	Cct3
NM_026914	chr15	82346046	82349062	+	580.0	1	Smdt1|1500032L24Rik|Emre|-|15|15 E2|protein-coding	89.235	99.90899999999999	96.889	91.447	55.711000000000006	56.008	56.427	56.663000000000004	59.25899999999999	34.358000000000004	31.115	58.522	66.852	38.246	43.288999999999994	Smdt1
NM_008946	chr11	70525357	70527858	+	1028.0	1	Psmb6|Lmp19|Mpnd|RP23-122P1.4|11 B3|11 42.99 cM|protein-coding	172.768	188.94400000000002	146.609	174.395	64.876	84.64200000000001	85.62799999999999	74.27600000000001	79.557	31.041	45.865	89.428	119.36	28.186	35.77	Psmb6
NM_011291	chr1	16101296	16104433	-	924.0	1	Rpl7|Rpl7a|Surf-3|-|1 A3|1|protein-coding	296.48400000000004	310.62	294.173	305.856	140.66299999999998	150.67	130.22799999999998	126.506	136.24	65.687	81.075	167.46900000000002	179.84400000000002	57.254	60.443000000000005	Rpl7
NM_026985	chr8	3665762	3668905	+	1123.0	1	Mcemp1|1810033B17Rik|-|8 A1|8 1.92 cM|protein-coding	19.592	32.632	38.641	10.134	133.829	30.320999999999998	44.25899999999999	103.838	48.536	181.8	146.79399999999998	24.29	14.299000000000001	229.048	213.05599999999998	Mcemp1
NM_010324	chr19	43499753	43524605	-	2046.0	1	Got1|AI789014|Got-1|cAspAT|cCAT|-|19 C3|19 36.67 cM|protein-coding	90.71799999999999	82.845	63.788000000000004	102.493	36.083	62.147	57.778	49.013999999999996	58.086999999999996	26.195999999999998	30.944000000000003	68.915	75.641	21.561999999999998	36.814	Got1
NM_020615	chr2	10056031	10080510	-	1153.0	1	Atp5c1|1700094F02Rik|RP23-119N4.1|2 A1|2|protein-coding	110.64	105.647	83.00399999999999	117.948	69.994	79.08800000000001	73.939	61.28	75.78	44.846000000000004	43.086000000000006	81.91199999999999	94.14200000000001	39.181	46.981	Atp5c1
NM_029023	chr11	88924020	88955442	-	2059.0	1	Scpep1|2410018F01Rik|4833411K15Rik|AI957256|Risc|RP23-176J13.1|11 C|11|protein-coding	17.484	26.649	21.531999999999996	20.653000000000002	28.474	24.313000000000002	24.322	40.126	23.304000000000002	30.11	20.684	25.524	19.919	32.381	47.504	Scpep1
NM_001161428	chr19	3935186	3949340	+	1980.0	1	Unc93b1|Unc-93B1|Unc93b|-|19 A|19|protein-coding	13.038	20.5	22.474	12.225999999999999	88.307	24.434	24.01	35.08	23.424	57.756	48.227	22.4	17.379	77.26	81.97399999999999	Unc93b1
NM_018799	chr4	129591974	129600648	-	1096.0	1	Eif3i|36kDa|D4Ertd632e|Eif3s2|Trip1|RP23-151A15.2|4 D2.2|4 63.26 cM|protein-coding	169.16099999999997	155.267	108.256	181.805	66.605	118.45	105.2	79.941	105.603	37.672	45.733999999999995	128.51	141.87	30.473000000000003	32.198	Eif3i
NM_011896	chr3	37639950	37644599	+	2485.0	1	Spry1|sprouty1|-|3 B|3|protein-coding	118.522	22.033	4.148	83.10700000000001	3.662	55.556999999999995	34.325	6.0889999999999995	33.494	1.415	1.5759999999999998	57.896	59.32899999999999	0.501	1.3519999999999999	Spry1
NM_011186	chr14	54614120	54617995	-	866.0	1	Psmb5|-|-|14 C2-D1|14 27.86 cM|protein-coding	86.18700000000001	82.67399999999999	73.297	86.446	48.058	42.87	39.855	36.406	39.868	17.07	22.328000000000003	46.181000000000004	63.446000000000005	14.175	26.195999999999998	Psmb5
NM_018796	chr1	63176831	63180486	+	1925.0	1	Eef1b2|2810017J07Rik|Eef1b|RP23-13C17.3|1 C2|1|protein-coding	385.11699999999996	377.88800000000003	342.151	364.981	185.554	213.74	202.233	178.988	205.678	80.178	106.111	221.472	252.261	62.214	76.742	Eef1b2
NM_007498	chr1	191170297	191183333	-	1970.0	1	Atf3|LRG-21|-|1 H6|1 96.28 cM|protein-coding	33.525999999999996	25.49	8.346	46.474	7.978	26.706999999999997	20.002	11.645999999999999	22.15	5.653	5.4110000000000005	35.032	40.217	7.622999999999999	12.92	Atf3
NM_011358	chr11	116849897	116853094	-	1898.0	1	Srsf2|D11Wsu175e|MRF-1|Pr264|SC35|Sfrs10|Sfrs2|RP23-468A19.7|11 E2|11 81.49 cM|protein-coding	233.31900000000002	191.829	163.08	261.51599999999996	127.83200000000001	163.204	155.313	123.69200000000001	156.841	81.078	93.28	185.50599999999997	194.563	82.699	77.729	Srsf2
NM_026467	chr9	66946118	66949509	+	458.0	1	Rps27l|1810034D23Rik|-|9|9 D|protein-coding	87.56700000000001	85.26700000000001	53.49	106.024	44.81399999999999	54.335	53.183	40.565	48.824	25.594	18.727	61.123999999999995	68.41199999999999	15.51	24.712	Rps27l
NM_007636	chr10	117050998	117063814	-	1944.0	1	Cct2|Cctb|-|10 D2|10|protein-coding	412.39599999999996	358.48900000000003	258.145	413.751	102.229	283.147	262.397	195.447	264.216	87.3	104.054	308.191	311.36	52.952	63.992	Cct2
NM_025554	chr10	80035953	80039659	-	999.0	1	Polr2e|2410021N14Rik|25kDa|AW208866|RPB5|XAP4|-|10 C1|10|protein-coding	125.598	105.15100000000001	100.75399999999999	116.99799999999999	58.68600000000001	75.37	63.12	61.146	67.462	33.833	37.122	82.735	93.476	37.861	35.819	Polr2e
NM_010481	chr18	34937415	34954351	-	3023.0	1	Hspa9|74kDa|Csa|Grp75|Hsc74|Hsp74|Hsp74a|Hspa9a|Mortalin|Mot-2|Mot2|Mthsp70|Pbp74|-|18 C|18 18.8 cM|protein-coding	377.184	371.839	275.579	376.601	59.31	232.74200000000002	214.766	168.707	213.59	57.713	72.605	246.68	266.32	28.074	32.846	Hspa9
NM_001171024	chr7	44816370	44840803	+	2289.0	1	Nup62-il4i1|-|-|-|protein-coding	34.804	41.083999999999996	26.73	35.167	47.453	31.5	34.286	45.871	33.196999999999996	26.487	20.143	32.771	27.816999999999997	32.068000000000005	47.653	Nup62-il4i1
NM_001170341	chr6	124931388	124936149	+	1512.0	1	Mlf2|AI256856|AU018944|C77284|-|6 F2|6|protein-coding	117.104	117.166	95.70200000000001	123.206	70.95	76.96	77.22	75.727	76.719	44.191	47.71	80.165	96.213	44.178000000000004	53.543	Mlf2
NM_011732	chr4	119277327	119294513	-	2181.0	1	Ybx1|1700102N10Rik|C79409|EF1A|MSY1|Nsep1|YB-1|dbpB|mYB-1a|RP24-363D14.2|4|4 D1|protein-coding	229.58	192.295	132.28	231.79	101.1	131.203	117.73899999999999	91.186	114.25200000000001	47.266999999999996	61.648999999999994	147.659	154.309	45.512	48.788999999999994	Ybx1
NM_025710	chr13	30540312	30545316	-	1309.0	1	Uqcrfs1|4430402G14Rik|AI875505|-|13|13 A3.3|protein-coding	134.144	115.929	83.01700000000001	136.655	62.126000000000005	69.39699999999999	67.247	55.052	65.484	37.412	35.071999999999996	83.274	99.037	29.609	30.734	Uqcrfs1
NM_025974	chr9	120571517	120574653	+	927.0	1	Rpl14|3100001N19Rik|AA407502|AL022816|CAG-ISL-7|CTG-B33|L14|-|9 F4|9|protein-coding	235.398	215.233	178.245	263.318	143.386	158.69299999999998	138.07399999999998	115.46799999999999	137.139	68.917	70.865	161.72799999999998	160.55100000000002	52.229	67.391	Rpl14
NM_008479	chr6	124904359	124911705	-	1993.0	1	Lag3|CD223|LAG-3|Ly66|-|6 F2|6|protein-coding	25.065	3.028	0.985	52.863	3.45	21.829	14.155999999999999	1.66	15.661	1.797	1.07	41.188	45.536	2.063	1.463	Lag3
NM_007801	chr9	90054267	90076095	+	1609.0	1	Ctsh|AL022844|-|9 E3.1|9 47.4 cM|protein-coding	8.83	17.945999999999998	18.302	10.644	67.058	18.459	21.948	35.559	21.844	50.148	42.923	18.259	14.431	63.434	78.482	Ctsh
NM_026147	chr4	3834473	3835600	-	496.0	1	Rps20|4632426K06Rik|Dsk4|RP23-24J10.1|4 A1|4|protein-coding	494.361	493.082	465.971	540.6419999999999	323.121	330.505	294.55400000000003	279.936	279.26599999999996	138.65	167.72799999999998	325.211	352.855	124.37100000000001	123.26100000000001	Rps20
NM_010819	chr6	123262107	123275268	+	1328.0	1	Clec4d|Clecsf8|Mpcl|mcl|-|6 F3|6 58.33 cM|protein-coding	8.836	19.189	24.7	5.605	78.95100000000001	26.339000000000002	36.896	78.959	31.962	137.65200000000002	116.891	19.266	11.039000000000001	165.53799999999998	175.812	Clec4d
NM_198095	chr8	71534262	71537437	-	759.0	1	Bst2|2310015I10Rik|Bst-2|C87040|CD317|DAMP-1|GREG|-|8 B3.3|8|protein-coding	53.833999999999996	45.215	33.463	71.118	36.85	33.398	35.004	28.372	33.076	10.296	12.934000000000001	45.93600000000001	54.625	16.090999999999998	20.121	Bst2
NM_009945	chr9	79755241	79759853	-	748.0	1	Cox7a2|COX7AL|Cox7a3|CoxVIIa-L|-|9 E1|9 43.82 cM|protein-coding	97.206	95.189	75.51	109.55	81.558	59.636	50.669	51.181000000000004	53.285	32.997	32.942	62.515	76.52199999999999	29.906	37.663000000000004	Cox7a2
NM_027521	chr10	80019675	80031471	+	3456.0	1	Hmha1|6330406L22Rik|AW539505|Ha-1|-|10 C1|10|protein-coding	61.31	68.07300000000001	145.502	54.802	348.103	86.559	99.882	139.995	101.068	237.203	215.817	84.045	83.652	310.655	276.079	Hmha1
NM_008655	chr10	80930091	80932204	+	1260.0	1	Gadd45b|AI323528|Myd118|-|10 C1|10 39.72 cM|protein-coding	602.5419999999999	807.8710000000001	669.416	557.9540000000001	143.97899999999998	218.22	251.421	251.113	253.84	83.988	107.34200000000001	231.46	302.182	49.206	70.41	Gadd45b
NM_008950	chr11	106256185	106263112	+	1264.0	1	Psmc5|mSUG1|RP23-418O11.3|11 E1|11|protein-coding	162.227	145.678	117.1	162.929	45.931999999999995	87.74600000000001	70.273	70.096	74.081	23.855	32.83	90.78200000000001	107.521	20.705	25.924	Psmc5
NM_027231	chr15	79141367	79151767	+	513.0	1	Polr2f|1810060D16Rik|-|15 E1|15 37.7 cM|protein-coding	148.107	111.727	72.55	150.36700000000002	56.233999999999995	63.096000000000004	47.022	44.996	50.551	13.202	20.295	62.567	78.31	16.276	19.847	Polr2f
NM_019507	chr11	97098007	97115331	-	2544.0	1	Tbx21|TBT1|Tbet|Tblym|RP23-428N4.9|11|11 D|protein-coding	23.26	7.752999999999999	0.7879999999999999	53.144	2.926	18.31	13.752	1.66	13.897	0.256	0.955	35.351	46.098	0.392	1.4380000000000002	Tbx21
NM_013535	chr6	124739184	124741079	-	562.0	1	Grcc10|2310033H05Rik|C10|-|6 F2|6 59.17 cM|protein-coding	137.72899999999998	139.81799999999998	146.786	131.085	162.366	78.548	72.542	84.148	78.749	52.376999999999995	47.638000000000005	79.92	100.354	52.887	50.831	Grcc10
NM_012057	chr6	29526625	29537320	+	2179.0	1	Irf5|AW491843|mirf5|-|6 A3.3|6 12.36 cM|protein-coding	17.271	32.748000000000005	21.21	21.804000000000002	52.886	25.37	26.953000000000003	36.883	27.840999999999998	37.119	30.899	28.684	22.725	35.488	62.148999999999994	Irf5
NM_001190321	chr6	123229843	123247024	+	1136.0	1	Clec4n|Clec6a|Clecsf10|Nkcl|-|6 F3|6 58.3 cM|protein-coding	7.526	18.404	14.472999999999999	3.34	56.023	21.447	22.766	46.028	24.97	33.708	35.001999999999995	15.165	9.703	30.223000000000003	74.745	Clec4n
NM_007653	chr10	128909866	128912818	+	889.0	1	Cd63|C75951|ME491|Tspan30|-|10 D3|10 77.19 cM|protein-coding	9.947000000000001	19.435	20.886999999999997	8.128	56.468	13.572000000000001	20.999000000000002	43.222	19.04	38.019	35.971	9.92	9.818	72.404	73.997	Cd63
NR_106169	chr17	35251289	35251405	+	116.0	1	Mir8094|mmu-mir-8094|-|17 B1|17|ncRNA	232.66099999999997	166.28799999999998	175.937	207.74900000000002	80.223	155.52100000000002	128.906	126.795	111.557	111.15899999999999	83.771	135.696	164.47799999999998	83.26100000000001	72.006	Mir8094
NM_026631	chr11	51619773	51623714	+	998.0	1	Nhp2|2410130M07Rik|D11Ertd175e|Nola2|RP23-79E13.8|11 B1.3|11 31.14 cM|protein-coding	183.798	143.399	99.912	181.375	37.454	77.305	70.439	50.63	71.523	22.839000000000002	18.977	86.876	98.728	10.739	16.194000000000003	Nhp2
NR_030259	chr10	126998440	126998560	+	120.0	1	Mir546|Mirn546|mmu-mir-546|-|10|10|ncRNA	11.175	18.408	27.266	19.269000000000002	24.557	9.668	15.282	18.766	14.235	17.909000000000002	16.113	8.972999999999999	16.319000000000003	11.424000000000001	42.833999999999996	Mir546
NM_016876	chr9	20894349	20898590	-	1055.0	1	Eif3g|44kDa|D0Jmb4|Eif3s4|TU-189B2|eIF3-p44|p44|-|9 A3|9|protein-coding	205.09	166.423	134.134	190.446	87.12899999999999	94.95700000000001	87.404	72.775	87.726	36.79	38.535	100.65	118.53200000000001	33.134	34.058	Eif3g
NM_001252457	chr17	35242817	35253707	+	1638.0	1	Ddx39b|0610030D10Rik|AI428441|Bat-1|Bat1|Bat1a|D17H6S81E|D17H6S81E-1|D6S81Eh|-|17 B1|17 18.6 cM|protein-coding	259.634	236.005	225.395	273.381	157.907	231.854	211.601	182.50900000000001	211.53599999999997	139.232	138.263	234.985	254.03599999999997	124.204	120.844	Ddx39b
NM_001271591	chr5	115102922	115107962	-	673.0	1	Gm13826|OTTMUSG00000014624|-|5|5 55.99 cM|protein-coding	184.94299999999998	181.87599999999998	152.415	188.167	131.899	62.576	56.733999999999995	51.13399999999999	55.992	26.224	36.687	63.691	94.693	30.276	32.239000000000004	Gm13826
NM_009852	chr19	10789339	10830058	-	3019.0	1	Cd6|-|-|19 A|19 7.16 cM|protein-coding	92.505	56.132	53.864	109.791	27.862	72.457	64.187	39.977	63.044	19.328	23.287	87.838	102.117	11.703	15.11	Cd6
NM_009094	chrX	102184943	102188371	-	869.0	1	Rps4x|Rps4|Rps4-1|RP23-331B22.2|X D|X 45.2 cM|protein-coding	189.912	159.284	127.12200000000001	185.97299999999998	115.773	137.51	129.704	106.006	112.698	57.854	67.493	150.101	158.84	50.336999999999996	58.012	Rps4x
NM_010579	chr2	155819837	155826925	-	1487.0	1	Eif6|1110004P11|AA408895|CAB|Itgb4bp|eIF-6|imc-415|p27(BBP)|p27BBP|RP23-388H13.5|2 H1|2|protein-coding	141.421	114.307	86.969	144.667	41.095	66.512	61.6	52.248000000000005	65.86	22.248	26.073	73.375	96.137	17.432000000000002	22.901	Eif6
NM_023158	chr11	70454234	70459984	-	2441.0	1	Cxcl16|0910001K24Rik|AV290116|BB024863|CXCL16v1|CXCL16v2|SR-PSOX|Zmynd15|b2b498Clo|DN-491F10.6|11|11 B4|protein-coding	5.631	9.664	5.596	8.999	23.869	7.01	10.056000000000001	15.626	10.2	18.915	11.658	7.961	6.9910000000000005	27.212	42.378	Cxcl16
NM_016933	chr19	4154646	4156710	+	842.0	1	Ptprcap|AI605264|CD-45-AP|LPAP|LSM-1|-|19 B|19 3.86 cM|protein-coding	168.826	157.974	176.12900000000002	151.30100000000002	204.52599999999998	81.98299999999999	90.359	96.53399999999999	92.152	54.75899999999999	65.771	101.389	127.18700000000001	78.296	62.396	Ptprcap
NM_001252201	chr1	39900913	40026310	+	5548.0	1	Map4k4|9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik|-|1 B|1|protein-coding	32.617	50.823	53.218	31.604	78.248	28.92	35.521	54.696000000000005	34.605	52.927	50.034	28.834	29.296999999999997	62.053000000000004	85.75299999999999	Map4k4
NM_023133	chr7	24884714	24889802	+	621.0	1	Rps19|Dsk3|-|7 A3|7|protein-coding	213.926	217.24200000000002	211.609	198.396	119.883	74.635	60.501000000000005	77.173	72.601	33.348	40.078	75.382	103.524	31.607	36.133	Rps19
NM_001077184	chr10	79704358	79711979	+	1395.0	1	Bsg|AI115436|AI325119|CD147|EMMPRIN|HT-7|-|10 C1|10 39.72 cM|protein-coding	163.726	148.879	120.264	185.572	82.941	112.523	100.584	80.01	104.86	43.321999999999996	60.667	121.40100000000001	145.153	53.467	50.062	Bsg
