Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d Tcell-CD69neg-K99A10-22h-ES Tcell-CD69neg-nopept-22h-ES Tcell-CD69neg-PCC01-22h-ES Tcell-CD69neg-PCC1-22h-ES Tcell-CD69pos-K99A100-22h-ES Tcell-CD69pos-K99A10-22h-ES Tcell-CD69pos-PCC01-22h-ES Tcell-CD69pos-PCC1-22h-ES -rpkm -condenseGenes)	Tcell-CD69pos-K99A10-22h-ES FPKM	Tcell-CD69pos-K99A100-22h-ES FPKM	Tcell-CD69pos-PCC01-22h-ES FPKM	Tcell-CD69pos-PCC1-22h-ES FPKM	gene_name
NM_027871	132.644	107.8	65.82300000000001	50.431000000000004	Arhgef3
NM_170598	90.206	28.125999999999998	16.482	13.972999999999999	Rbm12
NR_027854	103.376	29.936	34.985	23.646	Clk1
NM_172669	107.792	0.08900000000000001	30.596999999999998	33.174	Ambra1
NM_145823	88.94200000000001	4.73	9.787	16.21	Pitpnc1
NM_011602	131.814	64.888	50.375	62.169	Tln1
NM_009231	79.992	9.556000000000001	6.792999999999999	5.239	Sos1
NM_153774	88.792	15.308	13.669	15.343	Ipo9
NM_010763	85.32700000000001	19.645	13.615	10.32	Man1a2
NM_001286716	88.995	28.516	17.281	14.267000000000001	Tsc2
NM_029836	89.87899999999999	35.361999999999995	13.142000000000001	19.483	Tspyl2
NM_001080748	131.79399999999998	73.285	66.304	55.72	Gtf2i
NM_172393	82.413	23.56	5.739	13.712	Aim1
NM_001045520	128.149	34.216	60.974	52.617	Clint1
NR_024327	107.354	43.225	35.306999999999995	35.814	Cnot2
NM_011112	132.908	24.005	67.723	55.885	Papola
NM_001310666	91.334	37.484	16.007	22.693	Zmiz1
NM_001024917	81.735	12.493	10.777000000000001	10.198	N4bp2
NM_001304774	74.681	0.018000000000000002	2.79	3.9130000000000003	Pex26
NM_024201	78.804	8.635	5.2139999999999995	9.843	Ccdc127
NM_009551	78.331	8.073	7.355	7.835	Zfand5
NR_102727	337.61699999999996	101.605	173.044	323.70799999999997	Ldha
NM_001081409	91.23899999999999	31.802	24.124000000000002	18.877	Phf20l1
NM_001290487	89.07799999999999	0.0	18.783	18.384	Atp5sl
NM_001252469	160.482	48.528	78.958	96.67200000000001	Bag6
NM_001081111	79.508	8.029	12.069	7.8	Tmf1
NM_025910	115.619	140.438	48.711000000000006	46.007	Mina
NM_026274	77.146	0.0	4.75	8.798	Rspry1
NM_001017985	82.40700000000001	21.605999999999998	12.616	12.79	C2cd3
NM_001025393	115.4	39.31	40.031	49.342	Bclaf1
NM_026666	89.92399999999999	15.859000000000002	18.217	21.826999999999998	Ubn1
NM_177646	99.04899999999999	42.481	30.523000000000003	29.963	Dgkd
NM_001301304	109.083	59.644	40.661	40.281	Hipk1
NM_016807	93.74600000000001	25.159000000000002	18.4	29.116999999999997	Sdcbp
NM_029826	77.352	0.0	5.381	10.919	Hdhd2
NM_175022	86.085	5.315	14.207	19.57	Prr12
NM_146243	124.096	61.895	51.619	60.33	Actr2
NM_001044741	89.259	83.181	13.909	28.845	Cacnb3
NM_001285481	105.035	75.399	36.096	39.953	Hp1bp3
NM_021893	118.79799999999999	47.115	70.944	39.228	Cd274
NM_008037	105.09200000000001	25.403000000000002	63.346000000000004	21.595	Fosl2
NM_001159908	77.012	35.445	9.746	11.06	Zfand2a
NM_001310088	95.01100000000001	50.391999999999996	32.069	26.266	Adnp
NM_022997	101.785	19.491	37.158	33.531	Vps35
NM_021899	78.688	28.737	13.36	11.89	Foxj2
NM_153129	80.415	5.997999999999999	12.905999999999999	14.459000000000001	Pacs1
NM_011099	251.907	62.698	137.835	213.40900000000002	Pkm
NM_153144	94.831	0.0	30.541	27.239	Ggnbp2
NM_001290535	119.96799999999999	58.792	66.645	46.21	Ogt
NM_001162432	168.738	65.925	94.066	107.79700000000001	Lck
NM_176976	72.339	10.527000000000001	7.643	6.933	Cep295
NM_001201416	65.545	0.606	0.005	0.8109999999999999	Apbb2
NM_001110195	71.89	0.0	7.178	8.244	Echdc1
NM_026240	73.604	34.802	11.422	9.152000000000001	Gramd3
NM_013559	166.894	79.497	99.305	105.42299999999999	Hsph1
NM_023799	104.311	51.032	44.431999999999995	39.259	Mgea5
NM_175550	67.653	0.366	4.58	4.504	Ap4e1
NM_001109661	118.257	106.49700000000001	62.611999999999995	51.854	Bach2
NM_001164503	71.44	13.655999999999999	10.145	7.666	Akap11
NM_011706	72.643	9.312999999999999	5.754	12.357000000000001	Trpv2
NM_008402	102.758	48.558	55.287	30.21	Itgav
NM_001290409	74.41	0.023	15.243	8.965	Rdh13
NM_001277180	65.513	0.0	1.436	3.656	Gm1966
NM_001081221	75.96	16.137	13.808	13.104000000000001	Ercc6
NM_009510	163.532	141.55	71.697	120.90299999999999	Ezr
NM_001083928	118.806	39.708	66.646	49.396	Tle3
NM_172700	94.334	33.052	36.753	29.205	Zmpste24
NM_145958	74.952	19.145	13.456	12.639000000000001	Kbtbd2
NM_001290702	62.062	0.0	0.0	0.0	Tenm2
NM_001253892	86.948	6.893	21.415	26.781999999999996	Slc4a2
NM_001163635	87.876	31.802	30.633000000000003	23.574	Tnks2
NM_001102430	91.529	33.058	35.944	26.259	Arfgef1
NM_153403	79.565	16.105	19.102999999999998	17.537	Ago1
NM_175551	86.524	17.714000000000002	28.78	22.665	Dido1
NM_018788	83.94	3.3819999999999997	24.068	22.025	Extl3
NM_175749	113.45200000000001	67.993	58.74	49.036	Nup153
NM_001031667	137.43	45.95399999999999	70.965	80.028	Gsk3a
NM_019456	70.763	8.782	10.99	10.046	Apbb1ip
NM_029546	117.404	52.495	71.487	48.32	Pwp2
NM_011630	84.103	26.454	25.820999999999998	23.333000000000002	Nr2c2
NM_028248	65.512	0.0	6.851	5.03	Tmem87b
NM_172688	78.624	14.744000000000002	14.232999999999999	22.185	Map3k7
NM_008444	83.351	9.923	16.487000000000002	28.76	Kif3b
NM_010376	120.59899999999999	33.836	60.3	61.458999999999996	H13
NM_028866	95.934	17.526	39.87	34.876	Wdr33
NM_001252201	89.853	26.533	31.039	31.908	Map4k4
NM_001081436	81.153	18.055	24.836	22.250999999999998	Ino80d
NM_013889	67.717	17.733	11.599	9.195	Zfp292
NR_132310	86.479	45.867	31.524	28.305	Dpm1-adnp
NM_133962	64.52199999999999	9.384	9.772	6.761	Arhgef18
NM_001081216	65.562	24.628	11.052999999999999	8.355	Phip
NM_026432	122.23100000000001	0.053	63.788000000000004	65.9	Saraf
NM_010867	55.971000000000004	0.0	0.502	0.14400000000000002	Myom1
NM_001026212	133.364	51.901	71.234	81.515	Ensa
NM_138671	110.719	31.8	47.04	60.155	Nadk
NM_001111279	65.15899999999999	0.052000000000000005	10.408	9.204	Wdfy1
NM_146008	65.539	7.976	8.966000000000001	11.019	Tcp11l2
NM_146153	117.822	87.477	56.416000000000004	67.223	Thrap3
NM_020587	117.912	39.221	55.533	66.997	Srsf4
NM_013836	81.389	8.174	26.734	26.493000000000002	Tcf20
NM_009727	57.255	0.0	2.371	3.284	Atp8a1
NM_001112700	98.508	30.994	40.678000000000004	46.229	Cyth1
NM_001081457	77.135	0.016	22.544	23.298000000000002	Ppp2r5c
NM_028234	72.15100000000001	17.258	18.769000000000002	18.115	Rbm33
NM_144800	57.507	4.234	3.0010000000000003	5.114	Mtss1
NM_007988	113.816	49.56100000000001	70.015	54.68	Fasn
NM_001081158	112.98200000000001	22.401	75.369	50.762	Cluh
NM_001301863	111.876	76.843	55.129	63.602	Ikzf1
NM_001024205	62.048	0.161	11.802999999999999	9.167	Nufip2
NM_009592	58.246	6.472	6.728	6.818	Abcb7
NM_181039	64.22	15.417	13.376	12.908	Adgrl1
NM_011571	89.46700000000001	68.236	52.188	30.109	Tesk1
NM_183426	77.79	1.034	26.228	26.778000000000002	Sbno2
NM_025335	55.133	0.003	4.123	4.95	Tmem167
NM_178164	89.47200000000001	53.434	36.861	41.958	Ptbp3
NR_038031	60.941	0.0	4.949	15.152999999999999	4930562F07Rik
NM_026375	82.321	49.766999999999996	39.053000000000004	29.206999999999997	Ahctf1
NM_198631	84.34299999999999	35.033	30.414	37.923	Zc3h4
NM_033565	66.192	12.161	16.701	17.500999999999998	Aff4
NM_010273	79.61	33.444	19.802	38.229	Gdi1
NM_016688	65.117	0.21899999999999997	15.638	16.711	Pdcd7
NM_001081229	65.53399999999999	7.575	21.686999999999998	13.977	Tsc22d2
NM_015747	72.127	10.162	27.439	21.275	Slc20a1
NM_019655	81.615	18.983	37.155	30.791	Adar
NM_018807	132.52	40.708	75.764	89.184	Plagl2
NM_029078	79.332	39.96	37.634	27.601999999999997	Pcf11
NM_016802	157.653	30.113000000000003	108.07	109.05	Rhoa
NM_011086	51.575	14.847000000000001	4.697	4.208	Pikfyve
NM_057172	80.365	20.195	29.749000000000002	34.902	Fubp1
NM_001291138	63.202	23.508000000000003	13.505	17.95	Ralgapb
NM_008549	51.823	0.0	4.676	5.016	Man2a1
NM_001198969	66.365	4.834	16.659000000000002	21.212	Itsn2
NM_019825	67.16199999999999	21.828000000000003	19.125	21.533	Ncoa6
NM_001205313	120.50200000000001	42.992	26.473000000000003	104.292	Stat1
NM_173066	86.23700000000001	39.475	42.688	38.166	Ep400
NM_027556	51.067	3.505	4.8839999999999995	4.7	Cep192
NM_016906	145.154	27.901	95.589	99.441	Sec61a1
NM_001111311	94.242	62.768	36.702	56.068999999999996	Lrrfip1
NM_173028	50.145	9.618	4.707	4.039	Vps13a
NM_153164	85.595	51.388000000000005	44.232	37.006	Cnot1
NM_001164111	125.617	48.471000000000004	85.072	75.611	Nfatc1
NM_001256380	67.1	8.833	20.336	21.575	Prdm2
NM_019586	80.359	9.634	30.084	37.686	Ube2j1
NM_172739	54.792	0.0	11.292	8.139	Arhgap35
NM_144901	112.78	52.668	68.337	66.771	Csde1
NM_001083912	61.534	5.169	16.185	16.297	Plekhg2
NM_001081362	74.104	22.299	33.647	26.658	Trrap
NM_028627	85.71600000000001	68.94	50.125	36.247	Psd
NM_001285922	59.242	0.0	11.972000000000001	16.756	Mfn2
NM_153796	60.051	6.281000000000001	17.655	14.847000000000001	Peo1
NM_001014974	61.821999999999996	31.725	14.526	21.808000000000003	Ttll4
NM_016963	63.688	13.514000000000001	19.477	21.33	Tmod3
NM_011521	75.765	70.127	32.783	34.086	Sdc4
NM_007625	65.477	16.269000000000002	22.769000000000002	22.664	Cbx4
NM_001310601	54.4	20.965	11.347999999999999	12.627	Bod1l
NM_001081092	61.422	32.908	22.112	17.468	Taf4a
NM_001081321	78.765	59.253	39.72	35.007	Pds5a
NM_013818	84.148	19.789	37.908	44.266000000000005	Gtpbp1
NM_177367	57.856	16.785999999999998	17.699	14.720999999999998	Gemin4
NM_028785	64.007	14.186	18.702	24.451	Dock8
NM_172679	53.81	1.6980000000000002	13.88	11.071	4932438A13Rik
NM_007499	49.632	0.079	9.25	8.062999999999999	Atm
NM_007399	63.56399999999999	19.646	22.055999999999997	22.881999999999998	Adam10
NM_177151	52.871	7.247000000000001	14.524000000000001	10.764000000000001	Vps13b
NM_009068	48.821999999999996	13.257	7.416	9.49	Ripk1
NM_011619	75.913	156.037	38.779	37.199	Tnnt2
NM_008173	50.51	7.689	11.347999999999999	10.328	Nr3c1
NM_183137	52.953	0.012	13.577	13.290999999999999	Enthd2
NM_001113391	159.094	127.287	79.152	146.16899999999998	Cd247
NM_027216	46.941	0.0	5.077	9.272	Slc39a11
NM_198932	48.208999999999996	6.843	9.263	9.255	Pou2f1
NM_001284279	54.005	0.0	16.963	13.67	Rnf146
NM_001004364	42.308	13.088	2.785	5.303999999999999	Asap2
NM_028194	50.571000000000005	18.294	10.749	14.658	Fryl
NM_001163453	69.778	15.550999999999998	36.071999999999996	29.784000000000002	Mapk8ip3
NM_029657	53.828	15.962	16.574	16.578	Mgrn1
NM_001310686	36.271	0.0	0.0	0.044000000000000004	Mapk10
NM_010748	39.894	10.276	3.338	4.051	Lyst
NM_146084	60.763000000000005	27.333000000000002	19.127	28.750999999999998	Fam13b
NM_010513	49.638000000000005	15.559000000000001	16.813	12.045	Igf1r
NM_001162917	57.214	23.851999999999997	26.682	18.25	Dennd4a
NM_178397	74.91199999999999	42.458	36.575	41.013999999999996	Faf2
NM_001081055	62.401	21.166	28.451	26.156999999999996	Trappc10
NM_177093	66.584	24.011	33.344	30.489	Lrrc58
NM_025907	53.856	0.0	19.878	18.484	Mettl6
NM_029423	49.74	9.407	19.429000000000002	13.299000000000001	Rab11fip1
NM_172943	68.436	33.343	37.396	32.591	Alkbh5
NM_013910	106.536	49.648	82.148	67.668	Kdm2b
NM_144826	54.672	37.809	19.428	23.947	Utp6
NM_001039878	85.95700000000001	0.298	58.49	48.832	Strn4
NR_102393	59.00899999999999	6.426	22.939	28.499000000000002	Gm12992
NR_111895	45.886	34.473	12.603	14.618	Stau1
NM_133966	71.125	29.683000000000003	41.005	37.349000000000004	Taf5l
NM_027351	50.012	0.64	18.576	17.51	Ppil3
NM_001167886	53.354	9.238	24.236	20.185	Suv420h1
NM_198006	71.48	21.926	36.463	42.07899999999999	Coa5
NM_028014	43.29600000000001	38.824	10.584000000000001	13.519	Tmem94
NM_025846	52.577	17.572	16.927	24.015	Rras2
NM_134063	53.803000000000004	0.012	25.564	20.117	Fam208b
NM_178267	50.61600000000001	16.671	24.646	16.164	Zfp827
NM_144789	38.693000000000005	8.139	7.425	7.761	Prdm15
NM_054050	99.25299999999999	32.107	65.804	69.24600000000001	Rapgef1
NM_010568	34.823	5.57	4.918	3.884	Insr
NM_001276463	38.391	20.465	7.138	8.729	Asap1
NM_177633	43.663999999999994	6.225	13.799000000000001	13.261	Ubxn7
NM_001291787	53.143	43.363	22.954	24.671	Map4k2
NM_001294302	47.806000000000004	2.197	20.389	17.81	Preb
NM_172626	52.641999999999996	18.92	27.785999999999998	22.018	Rbm27
NM_027978	51.056000000000004	0.0	24.822	21.011	Coq2
NM_027435	33.582	0.0	5.41	5.517	Atad2
NM_008879	223.842	72.002	190.87	196.12599999999998	Lcp1
NM_133925	58.975	18.155	34.284	28.811999999999998	Rbm28
NM_009054	63.145	21.475	44.852	28.927	Trim27
NM_172684	38.666	24.054000000000002	14.089	9.939	Rsbn1
NM_172458	41.728	12.767999999999999	17.516	13.263	Zfp871
NM_008576	53.035	18.897000000000002	26.784000000000002	26.535	Abcc1
NM_001276502	39.736	13.154000000000002	16.563	11.72	Vps13d
NM_054078	58.143	25.585	33.221	31.636	Baz2a
NM_001290128	50.255	26.035	24.471	24.686999999999998	Gm21992
NM_198164	35.582	6.534	9.548	10.618	Cdk19
NM_011486	68.316	78.866	30.764	51.952	Stat3
NM_009072	40.375	14.654000000000002	18.992	12.799000000000001	Rock2
NM_026391	41.516000000000005	0.0	13.505	18.682000000000002	Ppp2r2d
NM_009643	35.201	9.307	6.93	13.124	Ahnak
NM_177762	31.197	13.183	6.511	7.2	Aak1
NM_001003717	38.016999999999996	40.754	10.217	16.57	Osbpl8
NM_152234	71.24600000000001	30.814	48.401	45.711999999999996	Ubqln1
NM_016748	51.022	1.5619999999999998	31.259	24.555999999999997	Ctps
NM_009517	36.443000000000005	15.05	9.041	15.878	Zmat3
NM_001099674	30.267	0.0	5.92	9.14	1810022K09Rik
NM_001290123	43.638999999999996	24.549	21.713	21.259	Rbm4
NM_011946	27.646	19.085	5.513999999999999	5.667000000000001	Map3k2
NM_001290712	164.99099999999999	55.971000000000004	143.129	141.118	Tcp1
NM_010418	34.421	20.877	13.594000000000001	12.501	Herc2
NM_001100452	31.947	13.401	9.891	10.845999999999998	Gltscr1l
NM_030711	44.73	10.724	19.324	26.353	Erap1
NM_001081045	67.12899999999999	33.471	51.622	42.924	Kansl1
NM_010722	48.56399999999999	22.775	26.201	29.569000000000003	Lmnb2
NM_028410	53.268	0.087	36.26	30.500999999999998	Prkrir
NM_001310594	32.61	0.0	12.187000000000001	12.633	Spata13
NM_030168	31.919	24.658	11.369000000000002	13.062000000000001	Rictor
NM_001159662	56.453	103.34100000000001	47.736999999999995	31.281	Ppp1r16b
NM_144937	24.235	16.112000000000002	5.627000000000001	4.257	Usp3
NM_027444	28.034000000000002	5.785	9.19	9.097000000000001	Bbx
NM_001045536	29.555999999999997	33.59	12.357999999999999	10.874	Zzef1
NM_198170	32.72	9.347000000000001	16.192	13.055	Szt2
NM_207209	45.867	5.938	30.781999999999996	25.804000000000002	Sec24b
NM_001033122	297.15	166.29	350.036	231.227	Cd69
NM_175381	25.379	0.0	8.31	7.247000000000001	2700081O15Rik
NM_001281464	29.272	0.017	10.764000000000001	13.52	Ctc1
NM_001038695	37.353	14.052999999999999	20.035	21.138	Kdm3a
NM_009726	19.467	11.689	4.183	3.092	Atp7a
NM_020267	39.816	18.385	24.968000000000004	22.837	Trim44
NM_008702	28.689	14.878	11.623	14.050999999999998	Nlk
NM_001164150	73.118	14.769	39.569	68.303	Tcf3
NM_026225	24.369	0.0	6.99	9.992	Cog6
NM_001304432	203.266	97.071	192.861	183.122	Eif4g1
NM_175472	24.91	9.64	8.22	11.228	Zcchc11
NM_023750	24.072	0.0	12.675	7.688	Zfp84
