id.1	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h-1	100uM-K99A-24h-1	10uM-K99A-24h-1	10uM-PCC-24h-1	No-Peptide-24h-1	0-1uM-PCC-24h-0-5uM-MEKi-2	0-1uM-PCC-24h-2	100uM-K99A-24h-0-5uM-MEKi-2	100uM-K99A-24h-2	10uM-K99A-24h-0-5uM-MEKi-2	10uM-K99A-24h-2	10uM-PCC-24h-0-5uM-MEKi-2	10uM-PCC-24h-2	No-Peptide-24h-0-5uM-MEKi-2	No-Peptide-24h-2	No-Peptide-24h	10uM-K99A-24h	100uM-K99A-24h	0-1uM-PCC-24h	10uM-PCC-24h	gene_name
NM_145139	chr15	79075223	79094400	+	1878.0	1	Eif3l|0610011H21Rik|D15N1e|Eif3eip|Eif3ip|Eif3s6ip|HSP-66Y|PAF67|-|15 E1|15 37.7 cM|protein-coding	132.284	105.002	85.109	123.666	52.663	93.931	79.497	62.805	82.164	40.78	44.563	97.877	105.319	28.534	35.186	43.9245	64.836	93.583	105.8905	114.4925	Eif3l
NM_053092	chr8	111993439	112011354	-	2027.0	1	Kars|AA589550|AL024334|AL033315|AL033367|D8Ertd698e|D8Wsu108e|LysRS|mKIAA0070|-|8 D3|8 58.27 cM|protein-coding	105.318	86.87200000000001	56.254	120.957	38.921	75.436	63.261	43.88399999999999	66.497	24.739	26.465	81.602	87.14299999999999	16.415	23.724	31.3225	41.3595	76.68450000000001	84.2895	104.05	Kars
NM_017480	chr1	60977914	61000321	+	3248.0	1	Icos|AILIM|CCLP|CRP-1|H4|Ly115|CH29-120A16.4|1 C2|1 30.6 cM|protein-coding	79.235	72.286	26.758000000000006	75.575	25.77	103.728	82.492	42.38	80.369	15.88	19.05	108.481	89.45700000000002	12.758	15.856	20.813000000000002	22.904000000000003	76.3275	80.8635	82.516	Icos
NM_008681	chr15	66929318	66969641	-	2872.0	1	Ndrg1|CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5|-|15 D2|15|protein-coding	88.55799999999998	109.659	62.417	95.421	23.798	73.358	75.183	57.853	74.219	24.444000000000006	30.503	74.535	93.688	20.503	26.777	25.2875	46.46	91.939	81.87049999999998	94.5545	Ndrg1
NM_009391	chr5	129020156	129024321	+	2279.0	1	Ran|-|-|5 G1.3|5|protein-coding	115.279	97.344	70.15100000000001	116.032	32.757	59.153	57.05	43.694	56.736	16.831	22.124	66.639	73.039	11.046	12.557	22.656999999999996	46.1375	77.03999999999998	86.1645	94.5355	Ran
NM_008388	chr15	43250040	43282736	-	1526.0	1	Eif3e|48kDa|Eif3s6|Int6|eIF3-p46|eIF3-p48|-|15 B3.2|15 16.73 cM|protein-coding	133.99	121.7	101.176	132.91899999999998	53.427	95.907	89.63799999999998	64.241	92.806	42.462	49.839	101.0	89.39	31.646	31.999	42.713	75.5075	107.25299999999999	111.814	111.15449999999998	Eif3e
NM_008379	chr11	97159710	97187892	-	5885.0	1	Kpnb1|AA409963|IPOB|Impnb|RP23-81D2.3|11|11 D|protein-coding	119.493	103.446	78.574	123.187	46.165	88.929	78.064	61.848	77.789	31.372	42.502	93.79	103.879	29.657	30.351	38.258	60.538000000000004	90.6175	98.7785	113.53299999999999	Kpnb1
NM_018807	chr2	153227769	153241358	-	5402.0	1	Plagl2|AU018672|AW552839|mKIAA0198|RP23-192G18.4|2|2 H2|protein-coding	78.075	85.115	73.34899999999998	89.34200000000001	20.557	87.087	88.073	73.175	88.23200000000001	30.79	39.327	95.513	96.957	17.105999999999998	18.042	19.2995	56.338	86.6735	83.074	93.14950000000002	Plagl2
NM_011896	chr3	37639950	37644599	+	2485.0	1	Spry1|sprouty1|-|3 B|3|protein-coding	118.522	22.033	4.148	83.10700000000001	3.662	55.557	34.325	6.089	33.494	1.415	1.5759999999999998	57.896	59.32899999999999	0.501	1.352	2.507	2.862	27.7635	76.4235	71.218	Spry1
NM_139311	chr11	97663412	97685458	+	7249.0	1	Mllt6|AI315037|Af17|RP23-94N18.5|11 D|11 61.05 cM|protein-coding	98.905	104.763	97.613	112.074	57.355	136.445	130.02	118.983	131.059	66.183	70.89	147.58700000000005	160.514	46.968	60.121	58.738	84.2515	117.911	114.4625	136.29399999999998	Mllt6
NM_013683	chr17	34187556	34197225	+	2937.0	1	Tap1|ABC17|APT1|Abcb2|Ham-1|Ham1|MTP1|PSF1|RING4|TAP|Tap-1|Y3|-|17 B1|17 17.98 cM|protein-coding	119.245	106.131	86.12899999999998	147.855	80.973	112.401	95.726	62.994	95.523	42.64	42.117	134.004	147.566	45.76300000000001	48.111	64.542	64.12299999999999	100.82700000000001	107.4855	147.7105	Tap1
NM_009831	chr11	40748552	40755286	-	3480.0	1	Ccng1|AI314029|RP23-382C18.1|11|11 B1.1|protein-coding	100.543	92.473	64.792	101.736	31.421	106.348	82.51899999999998	55.976000000000006	86.27	33.161	33.394	104.166	93.478	21.218000000000004	23.817	27.619	49.093	89.3715	91.531	97.60700000000001	Ccng1
NM_016884	chr14	52073380	52104028	-	2833.0	1	Hnrnpc|AL022939|D14Wsu171e|Hnrpc|Hnrpc1|Hnrpc2|hnRNPC1|hnRNPC2|hnrnp-C|-|14 C2|14 26.79 cM|protein-coding	140.442	138.195	105.893	141.46	63.78	93.595	87.273	69.182	84.76	43.515	50.331	96.266	108.012	35.302	36.95	50.365	78.112	111.4775	113.8575	124.736	Hnrnpc
NM_009852	chr19	10789339	10830058	-	3019.0	1	Cd6|-|-|19 A|19 7.16 cM|protein-coding	92.505	56.132	53.864	109.791	27.862	72.457	64.187	39.977	63.044	19.328	23.287	87.838	102.117	11.703	15.11	21.486	38.5755	59.588	78.346	105.954	Cd6
NM_007720	chr9	120092133	120094906	+	1152.0	1	Ccr8|C-C|C-C CKR-8|CC-CKR-8|CCR-8|CKR-8|Cmkbr8|mCCR8|-|9 F4|9|protein-coding	51.584	159.156	99.195	85.935	9.065	61.684	76.167	87.54	79.845	22.217	31.589	83.585	72.611	4.706	6.435	7.75	65.392	119.5005	63.8755	79.273	Ccr8
NM_027231	chr15	79141367	79151767	+	513.0	1	Polr2f|1810060D16Rik|-|15 E1|15 37.7 cM|protein-coding	148.107	111.727	72.55	150.36700000000005	56.234	63.096	47.022	44.996	50.551	13.202	20.295	62.567	78.31	16.276	19.847	38.0405	46.4225	81.13900000000002	97.5645	114.3385	Polr2f
NM_027959	chr12	17266595	17284770	+	2110.0	1	Pdia6|1700015E05Rik|AL023058|C77895|CaBP5|P5|Txndc7|-|12 A1.1|12|protein-coding	145.22799999999995	122.453	93.797	137.381	54.64	90.393	80.317	61.869	79.508	28.735	36.044	89.399	93.871	21.469	33.472	44.056000000000004	64.9205	100.9805	112.77249999999998	115.626	Pdia6
NM_007837	chr10	127290793	127296288	+	865.0	1	Ddit3|CHOP-10|CHOP10|chop|gadd153|-|10 D3|10|protein-coding	158.378	176.301	163.077	129.15	42.555	71.152	72.3	75.255	72.766	24.769	31.696	64.373	77.685	25.069000000000006	24.969	33.762	97.3865	124.5335	115.339	103.4175	Ddit3
NM_010886	chr6	11900373	11907446	-	486.0	1	Ndufa4|MLRQ|-|6 A2|6|protein-coding	161.94	147.884	114.45	184.814	93.187	110.525	94.529	76.021	93.406	38.86	48.76300000000001	112.146	113.515	49.618	49.221	71.20400000000002	81.60650000000003	120.645	128.2345	149.1645	Ndufa4
NM_010908	chr7	28758251	28766524	-	1936.0	1	Nfkbib|IKB-beta|IKappaBbeta|IkB|IkBb|-|7|7 A3-B3|protein-coding	131.59	117.423	90.523	120.521	39.122	54.442	59.434	46.965	62.75100000000001	23.177	23.688	61.284	84.33200000000002	15.353	16.032	27.577	57.1055	90.087	95.512	102.4265	Nfkbib
NM_144866	chr18	34902785	34932003	-	3692.0	1	Etf1|AI463371|D6Ertd109e|ERF|ERF1|SUP45L1|TB3-1|-|18 B1|18|protein-coding	120.922	116.619	82.109	134.265	40.833	98.639	89.70200000000001	68.01	90.121	43.216	48.357	99.477	96.445	29.89	40.95	40.8915	65.233	103.37	105.312	115.355	Etf1
NM_007650	chr19	10718143	10738974	-	2056.0	1	Cd5|Ly-1|Ly-12|Ly-A|Lyt-1|-|19 A|19 7.16 cM|protein-coding	114.594	43.802	52.397	109.638	42.949	92.852	74.582	39.329	73.565	26.67	33.639	102.546	116.012	15.972	14.952	28.9505	43.018	58.6835	94.588	112.825	Cd5
NM_133953	chr8	110810492	110846803	-	4271.0	1	Sf3b3|1810061H24Rik|5730409A01Rik|AA409318|D8Ertd633e|RSE1|SAP130|mKIAA0017|-|8 E1|8 57.73 cM|protein-coding	131.974	102.971	82.459	118.466	43.275	94.149	81.219	59.96	81.479	28.269	38.47	88.068	100.047	19.273	27.159	35.217	60.4645	92.225	106.5965	109.25650000000002	Sf3b3
NM_009098	chr4	117153836	117156132	-	732.0	1	Rps8|-|RP23-59L24.9|4 D1|4|protein-coding	200.49400000000003	183.383	159.239	183.317	95.347	72.431	58.971	63.548	62.08600000000001	28.38	34.204	78.17	87.596	20.004	20.863000000000003	58.105	96.7215	122.7345	129.73250000000002	135.4565	Rps8
NM_016871	chr7	19701313	19715429	-	1556.0	1	Tomm40|AW539759|Mom35|Tom40|-|7 A3|7|protein-coding	116.135	83.98899999999998	58.589	112.756	31.266	69.34100000000001	62.828	43.464	61.642	15.444	22.017	70.418	86.229	11.013	14.421	22.8435	40.303000000000004	72.81549999999999	89.48150000000003	99.4925	Tomm40
NM_025310	chr11	106249144	106255802	-	2842.0	1	Ftsj3|AA537063|AU045295|C79843|D11Ertd400e|Epcs3|RP23-418O11.2|11 E1|11 68.89 cM|protein-coding	122.686	94.411	64.616	110.437	23.376	70.82600000000002	58.985	46.85	56.279	15.994000000000002	23.027	68.286	75.58	11.005999999999998	13.86	18.618	43.8215	75.345	90.8355	93.0085	Ftsj3
NM_001271431	chr2	93419102	93462950	-	1614.0	1	Cd82|AA682076|AL023070|C33|IA4|Kai1|Tspan27|RP23-70K10.2|2 E1|2 51.62 cM|protein-coding	214.265	376.6	498.798	245.256	127.583	134.705	201.608	256.338	212.501	138.80100000000002	195.98	152.19799999999995	184.668	86.82700000000001	87.089	107.336	347.389	294.5505	207.9365	214.96200000000002	Cd82
NM_010477	chr1	55077834	55087932	-	2318.0	1	Hspd1|60kDa|Hsp60|-|1 C1.2|1|protein-coding	97.357	80.612	48.557	113.41	18.846	65.59	55.968	33.699	50.869	12.474	17.368	72.087	76.469	8.279	8.294	13.57	32.9625	65.7405	76.66250000000002	94.9395	Hspd1
NM_008948	chr2	91054016	91059438	+	1621.0	1	Psmc3|TBP-1|RP23-263H8.1|2 E1|2 50.44 cM|protein-coding	145.579	155.036	128.67700000000002	159.12	69.911	87.03	85.429	75.193	79.92699999999998	38.769	47.19300000000001	95.619	111.523	25.985	33.935	51.923	87.93500000000002	117.4815	115.50399999999999	135.3215	Psmc3
NM_008330	chr11	49087017	49096987	+	1723.0	1	Ifi47|47kDa|IRG-47|Ifggc1|Igrd|Iigp4|Iipg4|Irgd|RP23-54N20.3|11 B1.2|11|protein-coding	87.70700000000002	52.267	40.614	92.328	40.567	118.945	93.444	41.293	91.057	17.538	20.344	154.711	119.437	13.887	16.408	28.4875	30.479000000000006	71.66199999999999	90.5755	105.8825	Ifi47
NM_011188	chr5	21785283	21803784	+	1767.0	1	Psmc2|-|-|5 A3|5 9.97 cM|protein-coding	129.376	124.97	99.922	138.469	47.34	85.223	80.819	65.117	86.973	39.951	43.93899999999999	87.979	99.934	19.959	31.299	39.31950000000001	71.9305	105.9715	105.0975	119.2015	Psmc2
NM_011874	chr7	28041702	28050092	-	1423.0	1	Psmc4|CIP21|MIP224|-|7 A3|7 16.11 cM|protein-coding	140.243	134.528	110.253	146.933	54.897	89.23299999999998	82.64399999999998	71.957	82.97200000000002	37.024	40.416	91.916	101.169	27.193	33.482	44.1895	75.33449999999998	108.75	111.4435	124.051	Psmc4
NM_197979	chr11	4701968	4704344	-	437.0	1	Uqcr10|1110020P15Rik|AA960494|Ucrc|RP23-280J3.4|11 A1|11|protein-coding	200.333	176.201	139.076	165.769	92.87	86.149	88.88	79.392	87.06	33.977	49.57899999999999	97.383	124.45	52.045	49.65	71.26	94.3275	131.63049999999998	144.60649999999995	145.1095	Uqcr10
NR_030428	chr7	127708487	127708562	+	75.0	1	Mir762|Mirn762|mir-762|mmu-mir-762|-|7|7|ncRNA	201.716	166.201	187.046	194.622	109.603	57.234	73.355	64.744	70.39699999999998	32.996	25.781	60.16	124.585	30.74	29.654	69.6285	106.4135	118.299	137.53549999999998	159.6035	Mir762
NM_025327	chr3	89246438	89249722	+	509.0	1	Krtcap2|0610010I12Rik|Kcp2|-|3|3 F2|protein-coding	185.004	194.055	176.614	171.423	95.375	101.428	94.507	88.071	108.813	41.966	56.3	103.553	119.378	37.338	40.005	67.69	116.45700000000001	151.434	139.7555	145.4005	Krtcap2
NM_001003913	chr10	127296221	127311786	-	2916.0	1	Mars|Metrs|Mtrns|-|10 D3|10|protein-coding	120.133	120.409	98.082	116.779	30.584	71.436	68.55	54.277	69.531	23.584	30.4	81.077	90.125	14.338	14.729	22.6565	64.241	94.97	94.3415	103.45200000000001	Mars
NM_011638	chr16	32608896	32632794	+	4893.0	1	Tfrc|2610028K12Rik|AI195355|AI426448|AU015758|CD71|E430033M20Rik|Mtvr-1|Mtvr1|TFR|TFR1|TR|Trfr|p90|-|16 B3|16 23.06 cM|protein-coding	84.449	73.524	39.269	100.409	15.574000000000002	88.559	74.161	43.306	75.998	17.941	26.395	95.829	89.73	14.034	15.535	15.5545	32.832	74.76100000000001	79.305	95.0695	Tfrc
NM_175103	chr7	126696000	126696693	+	332.0	1	Bola2|1110025L05Rik|BolA-2|-|7 F3|7|protein-coding	179.623	133.191	104.465	162.586	70.38600000000002	69.714	59.203	54.9	52.854	14.319	19.115	67.798	92.185	28.153	24.563	47.474500000000006	61.79	93.0225	119.413	127.3855	Bola2
NM_011588	chr7	13024152	13031032	+	3223.0	1	Trim28|AA408787|KAP-1|KRIP-1|MommeD9|Tif1b|Tif1beta|-|7|7 A2|protein-coding	150.026	126.283	106.759	141.909	67.163	104.389	95.052	78.21300000000002	99.22	40.149	53.04	111.486	124.906	32.209	37.586	52.3745	79.8995	112.7515	122.53900000000002	133.4075	Trim28
NM_015735	chr19	10605625	10629821	+	4134.0	1	Ddb1|127kDa|AA408517|p127-Ddb1|-|19 centromere|19 6.66 cM|protein-coding	126.92	118.158	95.916	133.86700000000002	53.51300000000001	112.283	99.425	78.664	97.627	44.975	53.5	114.527	124.273	33.628	38.688	46.1005	74.708	107.8925	113.1725	129.07	Ddb1
NM_011192	chr11	101316251	101323530	+	2606.0	1	Psme3|AA410043|AU020960|Ki|PA28gamma|REGgamma|pa28g|RP23-281C18.14-001|11 D|11 64.67 cM|protein-coding	120.851	99.04	66.59100000000001	137.783	50.529	99.433	89.76799999999999	61.544	85.529	32.762	44.937	108.212	112.268	35.077	33.019	41.773999999999994	55.763999999999996	92.2845	105.3095	125.0255	Psme3
NM_025899	chr7	120635189	120659523	+	1866.0	1	Uqcrc2|1500004O06Rik|-|7 F2|7|protein-coding	147.351	147.808	131.18	146.225	59.62300000000001	105.975	99.009	85.573	105.161	39.681	59.967	105.513	109.264	28.584	35.969	47.79600000000001	95.5735	126.4845	123.18	127.7445	Uqcrc2
NM_008944	chr13	14613242	14625673	+	936.0	1	Psma2|Lmpc3|-|13 A1|13|protein-coding	136.469	138.189	105.525	162.2	52.859	98.167	78.32	66.314	74.381	36.041	48.149	101.231	105.327	30.423	35.906	44.38249999999999	76.837	106.285	107.3945	133.7635	Psma2
NM_007527	chr7	45461695	45466898	-	861.0	1	Bax|-|-|7 B5|7 29.32 cM|protein-coding	187.928	145.279	116.19	176.16099999999997	91.51	112.849	96.175	86.803	103.164	47.803	48.197	122.316	140.561	56.883	63.028	77.26899999999999	82.1935	124.2215	142.0515	158.361	Bax
NM_010817	chr8	107580380	107588482	-	1591.0	1	Psmd7|AW107203|Mov-34|Mov34|-|8 D3|8 54.38 cM|protein-coding	135.364	122.431	92.929	152.605	46.63	79.191	63.36600000000001	56.972	66.5	27.67	34.465	83.04899999999998	91.928	19.387	22.211	34.420500000000004	63.696999999999996	94.4655	99.365	122.2665	Psmd7
NM_027204	chr11	120484669	120488754	+	942.0	1	Mrpl12|0610034O11Rik|1500031N16Rik|MRP-L12|Rpml12|RP23-82I5.14-001|11 E2|11|protein-coding	127.058	106.991	74.2	130.483	24.972	54.744	48.62	39.819	52.971	13.135	20.684	66.513	76.62100000000002	9.261	12.697	18.8345	47.442	79.98100000000001	87.839	103.552	Mrpl12
NM_008683	chr14	55662267	55671906	-	596.0	1	Nedd8|Rub1|-|14 C3|14 28.19 cM|protein-coding	184.648	173.737	138.20600000000002	198.11	98.628	104.531	106.037	110.756	106.738	54.524	65.96600000000001	116.74	130.585	62.207	61.282	79.95499999999998	102.086	140.2375	145.3425	164.34750000000003	Nedd8
NM_026318	chr2	121457088	121458440	+	598.0	1	Hypk|2310003F16Rik|HSPC136|RP23-433P19.12|2|2 F1|protein-coding	194.262	171.705	149.50799999999995	180.772	73.486	62.37300000000001	58.503	64.961	54.792	16.88	24.458	67.907	81.962	21.361	23.142	48.31399999999999	86.98299999999998	113.2485	126.3825	131.36700000000002	Hypk
NM_009403	chr4	63832824	63861284	-	2222.0	1	Tnfsf8|CD153|CD30LG|Cd30l|-|4 C1|4 34.06 cM|protein-coding	102.469	193.292	193.636	119.675	33.691	93.538	122.381	128.428	121.252	52.11	81.553	100.261	99.187	15.984000000000002	17.327	25.509	137.59449999999998	157.27200000000002	112.425	109.431	Tnfsf8
NM_153547	chr14	31012433	31019131	-	1909.0	1	Gnl3|Ns|-|14 B|14 19.09 cM|protein-coding	121.816	86.787	63.952	116.643	20.068	76.24	63.92	37.565	68.194	18.285	20.985	82.375	78.54899999999998	10.053	13.981	17.0245	42.4685	77.4905	92.868	97.596	Gnl3
NM_145610	chr9	20888175	20892179	+	1658.0	1	Ppan|A230087P06Rik|SSF1|-|9 A3|9|protein-coding	138.791	99.283	69.193	122.882	28.126	66.86	55.956	44.949	55.353	13.512	15.37	70.075	80.45100000000002	10.861	12.311	20.2185	42.2815	77.318	97.3735	101.6665	Ppan
NM_001136085	chrX	20662896	20683179	+	4045.0	1	Uba1|A1S9|Sbx|Ube-1|Ube1x|RP23-394F6.2|X A2-A3|X 16.15 cM|protein-coding	169.009	161.472	133.203	175.095	85.62	131.059	125.606	104.874	128.056	72.561	83.37100000000002	136.504	146.58	57.567	66.11399999999999	75.86699999999998	108.287	144.764	147.3075	160.8375	Uba1
NM_011304	chr7	45421898	45434464	-	1658.0	1	Ruvbl2|mp47|p47|-|7|7 B2|protein-coding	133.888	96.856	62.632	128.003	27.845	65.565	55.644	43.039	59.19300000000001	21.76	22.816	67.137	81.767	15.07	13.861	20.853	42.724	78.0245	94.766	104.885	Ruvbl2
NM_008704	chr11	93958925	93968521	-	1228.0	1	Nme1|AL024257|NDPK-A|NM23-M1|NM23A|RP23-378I13.1|11 D|11|protein-coding	127.328	96.817	64.71300000000001	141.726	28.881	65.188	48.937	41.032	51.467	13.947	15.382	72.734	75.498	9.489	11.43	20.1555	40.04750000000001	74.142	88.1325	108.61200000000001	Nme1
NM_197982	chr8	83715177	83723351	+	1646.0	1	Ddx39|2610307C23Rik|BAT1|DDXL|Ddx39a|URH49|-|8 C2|8|protein-coding	124.094	111.581	84.30799999999998	141.184	40.989	82.46600000000002	72.16199999999998	52.332	68.021	21.563	29.91	84.074	99.19	15.483	19.968	30.4785	57.109	89.801	98.128	120.18700000000001	Ddx39
NM_007839	chr5	52150203	52190546	-	3026.0	1	Dhx15|DBP1|DEAH9|Ddx15|HRH2|mDEAH9|-|5 C1|5|protein-coding	162.64600000000004	157.33	128.428	161.201	74.081	136.336	126.584	102.747	127.028	58.947	77.203	134.113	129.506	46.95	56.92100000000001	65.501	102.8155	142.179	144.615	145.3535	Dhx15
NM_010579	chr2	155819837	155826925	-	1487.0	1	Eif6|1110004P11|AA408895|CAB|Itgb4bp|eIF-6|imc-415|p27(BBP)|p27BBP|RP23-388H13.5|2 H1|2|protein-coding	141.421	114.307	86.969	144.667	41.095	66.512	61.6	52.24800000000001	65.86	22.248	26.073	73.375	96.137	17.432000000000002	22.901	31.998	56.521	90.0835	101.5105	120.402	Eif6
NM_013716	chr11	55469752	55500887	+	2671.0	1	G3bp1|AI849976|B430204O07|C87777|G3bp|mKIAA4115|RP23-336J1.4|11 B1.3|11|protein-coding	126.539	116.951	81.95200000000001	136.08	37.725	79.465	71.0	60.52	74.94	23.845	35.472	85.807	103.817	19.27	25.424	31.5745	58.711999999999996	95.9455	98.7695	119.9485	G3bp1
NR_102366	chr19	11047612	11050566	-	772.0	1	AW112010|-|-|19 A|19|ncRNA	136.852	88.346	57.958	148.873	67.571	149.303	106.044	65.725	112.71	50.192	40.202	151.22799999999995	144.517	29.945	56.146	61.8585	49.08	100.528	121.448	146.695	AW112010
NM_010123	chr19	60761116	60790693	-	5152.0	1	Eif3a|A830012B05Rik|Csma|Eif3|Eif3s10|mKIAA0139|-|19|19 D|protein-coding	156.414	136.363	112.528	153.154	57.028	112.784	99.859	86.042	96.421	48.893	53.659	113.782	115.194	36.719	42.536	49.782	83.09349999999998	116.39200000000001	128.13649999999998	134.174	Eif3a
NM_001277113	chr4	152324436	152334082	+	2147.0	1	Rpl22|2700038K18Rik|RP23-421E12.9|4 E2|4|protein-coding	178.679	183.269	150.91	169.174	81.992	93.077	87.255	78.929	83.65899999999998	35.671	43.113	94.498	116.307	28.935	32.596	57.294	97.0115	133.464	132.96699999999998	142.7405	Rpl22
NM_027000	chr13	8972478	8996012	-	2546.0	1	Gtpbp4|2610028C09Rik|Crfg|Gtpbp3|NGB|Nog1|-|13 A1|13|protein-coding	145.69	140.619	93.365	126.172	32.51	78.627	72.953	56.277	69.89699999999999	20.565	27.029	73.204	75.137	13.143	16.965999999999998	24.738000000000003	60.197	105.258	109.3215	100.6545	Gtpbp4
NM_015751	chr8	79683442	79711740	-	3793.0	1	Abce1|C79080|Oabp|RLI|RNS41|Rnaseli|-|8 C|8|protein-coding	124.497	109.271	75.738	114.63	25.039	96.945	86.40799999999999	58.685	84.446	25.531	37.671	96.557	89.71700000000001	15.294	19.324	22.1815	56.7045	96.8585	105.4525	102.1735	Abce1
NM_010818	chr16	45382135	45409053	-	2339.0	1	Cd200|Mox2|OX2|-|16 A1|16 29.53 cM|protein-coding	110.422	88.82600000000002	82.865	140.474	19.981	83.279	75.771	52.893	72.1	32.436	34.042	107.083	98.1	12.814	24.554	22.2675	58.4535	80.46300000000001	93.0965	119.287	Cd200
NM_028451	chr11	58009064	58062032	+	6594.0	1	Larp1|1810024J12Rik|3110040D16Rik|Larp|mKIAA0731|RP23-293I3.7|11|11 B2|protein-coding	103.066	82.23100000000002	57.882	107.974	30.264	105.046	90.372	65.358	91.31	27.633000000000006	34.519	107.639	122.382	20.156	23.16	26.712	46.2005	86.7705	96.719	115.178	Larp1
NM_009122	chr17	51736187	51832647	-	6205.0	1	Satb1|2610306G12Rik|AW413156|-|17 C|17|protein-coding	174.345	262.985	254.419	195.307	144.917	181.671	193.387	185.298	193.643	103.82	128.13	195.324	202.814	76.91199999999998	73.033	108.975	191.2745	228.314	183.866	199.0605	Satb1
NM_019913	chr15	77915051	77928994	-	1277.0	1	Txn2|2510006J11Rik|AI788873|Trx2|AL583886.2|15 E1|15|protein-coding	161.06799999999996	128.657	93.873	137.136	58.784	102.57	94.339	72.744	92.094	33.25	44.532	110.375	119.833	30.155	33.361999999999995	46.07299999999999	69.20249999999999	110.3755	127.7035	128.4845	Txn2
NM_008320	chr8	120736376	120756692	+	2816.0	1	Irf8|AI893568|ICSBP|IRF-8|Icsbp1|Myls|-|8 E1|8 70.05 cM|protein-coding	67.192	39.194	13.769	127.354	21.939	77.804	61.767	25.716	62.57100000000001	15.541	13.046	122.993	134.792	16.441	23.554	22.7465	13.4075	50.88250000000001	64.4795	131.07299999999998	Irf8
NM_001110500	chr11	50293957	50325673	-	4236.0	1	Canx|1110069N15Rik|AI988026|Cnx|D11Ertd153e|RP23-237P10.2|11 B1.3|11 30.46 cM|protein-coding	145.332	145.475	108.717	154.33	64.087	147.389	133.65200000000002	109.548	132.351	66.2	74.719	148.142	139.826	47.18899999999999	62.212	63.1495	91.71799999999999	138.91299999999998	139.49200000000002	147.078	Canx
NR_002840	chr1	161035166	161038537	+	2550.0	1	Gas5|Gas-5|Mir5117|-|1 H2.1|1|ncRNA	182.735	163.989	146.804	138.953	59.282	103.072	94.082	76.887	93.842	35.013000000000005	44.582	97.398	103.521	23.385	24.596	41.93899999999999	95.693	128.9155	138.4085	121.23700000000001	Gas5
NM_009201	chr7	16781346	16798274	+	2747.0	1	Slc1a5|AAAT|ASCT2|ATBO|M7V1|M7VS1|R16|RDRC|Slc1a7|-|7 A2|7|protein-coding	144.702	81.866	58.602	149.42700000000005	67.885	128.791	101.251	57.232	102.997	43.621	42.612	127.016	139.359	37.564	40.374	54.12950000000001	50.607	92.4315	122.9765	144.39300000000003	Slc1a5
NM_001281968	chr11	46325148	46389515	-	4252.0	1	Itk|Emt|Tcsk|Tsk|RP23-273O7.1|11 B1.1|11 27.75 cM|protein-coding	172.392	296.2390000000001	237.142	183.498	135.14600000000002	174.146	198.596	207.779	195.971	106.507	133.42600000000002	185.557	191.514	90.389	80.09899999999998	107.6225	185.28400000000002	246.105	185.494	187.50599999999997	Itk
NM_011640	chr11	69580359	69591873	+	1759.0	1	Trp53|Tp53|bbl|bfy|bhy|p44|p53|RP23-56I20.1|11 B2-C|11 42.83 cM|protein-coding	144.188	138.41	130.719	135.196	59.606	126.371	117.329	100.06	122.122	54.757	74.97399999999998	130.616	141.453	32.484	34.841	47.2235	102.8465	130.26600000000002	130.7585	138.3245	Trp53
NM_025624	chr5	147860628	147875778	+	726.0	1	Pomp|2510048O06Rik|Ump1|-|5 G3|5|protein-coding	171.845	141.703	107.262	181.895	79.472	112.34	100.198	82.39399999999998	100.53	40.186	42.135	133.691	127.702	38.88	51.875	65.67349999999999	74.6985	121.1165	136.0215	154.79850000000005	Pomp
NM_145941	chr16	20672749	20692883	+	5382.0	1	Eif4g1|E030015G23Rik|eIF4GI|-|16 B1|16|protein-coding	162.173	134.31799999999998	109.862	158.256	73.313	133.088	120.396	93.061	120.692	60.816	65.267	131.202	144.827	45.917	52.776	63.0445	87.56450000000002	127.505	141.2845	151.54149999999996	Eif4g1
NM_001077184	chr10	79704358	79711979	+	1395.0	1	Bsg|AI115436|AI325119|CD147|EMMPRIN|HT-7|-|10 C1|10 39.72 cM|protein-coding	163.726	148.879	120.264	185.572	82.941	112.523	100.584	80.01	104.86	43.322	60.667	121.401	145.153	53.467	50.062	66.5015	90.4655	126.8695	132.155	165.3625	Bsg
NM_010431	chr12	73907867	73947530	+	4744.0	1	Hif1a|AA959795|HIF1alpha|MOP1|bHLHe78|-|12 C3|12 31.99 cM|protein-coding	132.55200000000002	161.254	146.64700000000005	148.001	70.226	154.178	146.737	121.078	150.519	63.31100000000001	82.58200000000002	159.179	146.424	42.452	45.726000000000006	57.976000000000006	114.61450000000002	155.8865	139.6445	147.2125	Hif1a
NM_007451	chrX	36795652	36798806	+	1232.0	1	Slc25a5|Ant2|RP23-286I5.1|X A4|X 21.2 cM|protein-coding	170.25099999999995	143.602	109.02	166.838	79.186	118.558	100.724	82.598	106.003	42.129	59.519	130.013	139.334	38.54	42.042	60.614	84.2695	124.8025	135.48749999999998	153.086	Slc25a5
