id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name
NM_153564	NM_153564	chr3	142496934	142522344	+	3008.0	1	Gbp5|5330409J06Rik|Gbp5a|-|3 H1|3|protein-coding	79.72	44.535	22.108	124.066	14.214	Gbp5
NM_145941	NM_145941	chr16	20672749	20692883	+	5382.0	1	Eif4g1|E030015G23Rik|eIF4GI|-|16 B1|16|protein-coding	162.173	134.31799999999998	109.86200000000001	158.256	73.313	Eif4g1
NM_009786	NM_009786	chr1	160202367	160212892	-	2107.0	1	Cacybp|SIP|-|1|1 H1|protein-coding	111.124	101.64	61.65	104.961	23.555999999999997	Cacybp
NM_008019	NM_008019	chr2	151542499	151561691	+	1634.0	1	Fkbp1a|12kDa|FKBP12|FKBP12-T1|FKBP12-T2|Fkbp|Fkbp1|mFKBP1|mFKBP12|RP23-419G21.5|2 G3|2|protein-coding	129.827	99.075	71.611	165.505	59.54600000000001	Fkbp1a
NM_008948	NM_008948	chr2	91054016	91059438	+	1621.0	1	Psmc3|TBP-1|RP23-263H8.1|2 E1|2 50.44 cM|protein-coding	145.579	155.036	128.67700000000002	159.12	69.911	Psmc3
NM_027959	NM_027959	chr12	17266595	17284770	+	2110.0	1	Pdia6|1700015E05Rik|AL023058|C77895|CaBP5|P5|Txndc7|-|12 A1.1|12|protein-coding	145.22799999999998	122.45299999999999	93.79700000000001	137.381	54.64	Pdia6
NM_010477	NM_010477	chr1	55077834	55087932	-	2318.0	1	Hspd1|60kDa|Hsp60|-|1 C1.2|1|protein-coding	97.35700000000001	80.612	48.556999999999995	113.41	18.846	Hspd1
NM_001290552	NM_001290552	chr2	32278805	32288069	-	628.0	1	Swi5|1500019F05Rik|2900010J23Rik|AI046671|RP23-161B9.6|2 B|2|protein-coding	128.393	121.103	93.065	132.554	45.36	Swi5
NM_001008705	NM_001008705	chr5	145140397	145148074	+	698.0	1	Bud31|C77604|EDG-2|EDG2|G10|-|5 G2|5|protein-coding	156.584	172.141	149.3	148.403	70.661	Bud31
NM_001111267	NM_001111267	chr10	30645582	30655867	-	2748.0	1	Ncoa7|9030406N13Rik|-|10 A4|10|protein-coding	85.35600000000001	234.024	207.071	83.67299999999999	20.845	Ncoa7
NM_007918	NM_007918	chr8	27260327	27275656	+	976.0	1	Eif4ebp1|4e-bp1|AA959816|PHAS-I|-|8 A4-B1|8 15.95 cM|protein-coding	134.526	108.51799999999999	71.196	117.756	38.404	Eif4ebp1
NM_025327	NM_025327	chr3	89246438	89249722	+	509.0	1	Krtcap2|0610010I12Rik|Kcp2|-|3|3 F2|protein-coding	185.00400000000002	194.055	176.614	171.423	95.375	Krtcap2
NM_011896	NM_011896	chr3	37639950	37644599	+	2485.0	1	Spry1|sprouty1|-|3 B|3|protein-coding	118.522	22.033	4.148	83.10700000000001	3.662	Spry1
NM_007527	NM_007527	chr7	45461695	45466898	-	861.0	1	Bax|-|-|7 B5|7 29.32 cM|protein-coding	187.928	145.279	116.19	176.16099999999997	91.51	Bax
NM_010908	NM_010908	chr7	28758251	28766524	-	1936.0	1	Nfkbib|IKB-beta|IKappaBbeta|IkB|IkBb|-|7|7 A3-B3|protein-coding	131.59	117.42299999999999	90.523	120.521	39.122	Nfkbib
NM_001136085	NM_001136085	chrX	20662896	20683179	+	4045.0	1	Uba1|A1S9|Sbx|Ube-1|Ube1x|RP23-394F6.2|X A2-A3|X 16.15 cM|protein-coding	169.00900000000001	161.472	133.203	175.095	85.62	Uba1
NM_009137	NM_009137	chr8	94745684	94751388	+	1806.0	1	Ccl22|ABCD-1|DCBCK|MDC|Scya22|-|8 C5|8|protein-coding	112.93799999999999	141.863	35.872	173.229	60.25899999999999	Ccl22
NM_001110500	NM_001110500	chr11	50293957	50325673	-	4236.0	1	Canx|1110069N15Rik|AI988026|Cnx|D11Ertd153e|RP23-237P10.2|11 B1.3|11 30.46 cM|protein-coding	145.332	145.475	108.71700000000001	154.33	64.087	Canx
NM_007451	NM_007451	chrX	36795652	36798806	+	1232.0	1	Slc25a5|Ant2|RP23-286I5.1|X A4|X 21.2 cM|protein-coding	170.25099999999998	143.602	109.02	166.838	79.186	Slc25a5
NM_011188	NM_011188	chr5	21785283	21803784	+	1767.0	1	Psmc2|-|-|5 A3|5 9.97 cM|protein-coding	129.376	124.97	99.92200000000001	138.469	47.34	Psmc2
NM_144866	NM_144866	chr18	34902785	34932003	-	3692.0	1	Etf1|AI463371|D6Ertd109e|ERF|ERF1|SUP45L1|TB3-1|-|18 B1|18|protein-coding	120.92200000000001	116.619	82.109	134.265	40.833	Etf1
NM_019913	NM_019913	chr15	77915051	77928994	-	1277.0	1	Txn2|2510006J11Rik|AI788873|Trx2|AL583886.2|15 E1|15|protein-coding	161.06799999999998	128.657	93.87299999999999	137.136	58.784	Txn2
NM_007839	NM_007839	chr5	52150203	52190546	-	3026.0	1	Dhx15|DBP1|DEAH9|Ddx15|HRH2|mDEAH9|-|5 C1|5|protein-coding	162.64600000000002	157.33	128.428	161.201	74.081	Dhx15
NM_197979	NM_197979	chr11	4701968	4704344	-	437.0	1	Uqcr10|1110020P15Rik|AA960494|Ucrc|RP23-280J3.4|11 A1|11|protein-coding	200.333	176.201	139.076	165.769	92.87	Uqcr10
NM_025899	NM_025899	chr7	120635189	120659523	+	1866.0	1	Uqcrc2|1500004O06Rik|-|7 F2|7|protein-coding	147.351	147.808	131.18	146.225	59.623000000000005	Uqcrc2
NM_011874	NM_011874	chr7	28041702	28050092	-	1423.0	1	Psmc4|CIP21|MIP224|-|7 A3|7 16.11 cM|protein-coding	140.243	134.528	110.25299999999999	146.933	54.897	Psmc4
NM_027231	NM_027231	chr15	79141367	79151767	+	513.0	1	Polr2f|1810060D16Rik|-|15 E1|15 37.7 cM|protein-coding	148.107	111.727	72.55	150.36700000000002	56.233999999999995	Polr2f
NM_001003913	NM_001003913	chr10	127296221	127311786	-	2916.0	1	Mars|Metrs|Mtrns|-|10 D3|10|protein-coding	120.133	120.40899999999999	98.08200000000001	116.779	30.584	Mars
NM_001077184	NM_001077184	chr10	79704358	79711979	+	1395.0	1	Bsg|AI115436|AI325119|CD147|EMMPRIN|HT-7|-|10 C1|10 39.72 cM|protein-coding	163.726	148.879	120.264	185.572	82.941	Bsg
NM_025310	NM_025310	chr11	106249144	106255802	-	2842.0	1	Ftsj3|AA537063|AU045295|C79843|D11Ertd400e|Epcs3|RP23-418O11.2|11 E1|11 68.89 cM|protein-coding	122.686	94.411	64.616	110.43700000000001	23.375999999999998	Ftsj3
NM_197982	NM_197982	chr8	83715177	83723351	+	1646.0	1	Ddx39|2610307C23Rik|BAT1|DDXL|Ddx39a|URH49|-|8 C2|8|protein-coding	124.094	111.581	84.30799999999999	141.184	40.989	Ddx39
NM_009403	NM_009403	chr4	63832824	63861284	-	2222.0	1	Tnfsf8|CD153|CD30LG|Cd30l|-|4 C1|4 34.06 cM|protein-coding	102.469	193.292	193.636	119.675	33.691	Tnfsf8
NM_018738	NM_018738	chr11	58199556	58207592	+	2018.0	1	Igtp|AW558444|Irgm3|RP24-499A8.4|11 B1.3|11 36.01 cM|protein-coding	137.249	83.33	55.107	179.75599999999997	59.872	Igtp
NM_008683	NM_008683	chr14	55662267	55671906	-	596.0	1	Nedd8|Rub1|-|14 C3|14 28.19 cM|protein-coding	184.648	173.737	138.20600000000002	198.11	98.62799999999999	Nedd8
NM_011803	NM_011803	chr13	5861489	5870393	+	4211.0	1	Klf6|AI448727|BCD1|C86813|CPBP|Copeb|FM2|FM6|Ierepo1|Ierepo3|R75280|Zf9|-|13 A1|13|protein-coding	171.483	235.83599999999998	162.363	189.248	97.395	Klf6
NM_013716	NM_013716	chr11	55469752	55500887	+	2671.0	1	G3bp1|AI849976|B430204O07|C87777|G3bp|mKIAA4115|RP23-336J1.4|11 B1.3|11|protein-coding	126.539	116.95100000000001	81.95200000000001	136.08	37.725	G3bp1
NM_015751	NM_015751	chr8	79683442	79711740	-	3793.0	1	Abce1|C79080|Oabp|RLI|RNS41|Rnaseli|-|8 C|8|protein-coding	124.49700000000001	109.271	75.738	114.63	25.039	Abce1
NM_001277113	NM_001277113	chr4	152324436	152334082	+	2147.0	1	Rpl22|2700038K18Rik|RP23-421E12.9|4 E2|4|protein-coding	178.679	183.269	150.91	169.174	81.992	Rpl22
NM_025624	NM_025624	chr5	147860628	147875778	+	726.0	1	Pomp|2510048O06Rik|Ump1|-|5 G3|5|protein-coding	171.845	141.703	107.262	181.895	79.472	Pomp
NM_008956	NM_008956	chr10	79854432	79864435	+	3015.0	1	Ptbp1|AA407203|AL033359|HNRPI|PTB-1|PTB2|PTB3|PTB4|Ptb|pPTB|-|10 C1|10 39.72 cM|protein-coding	175.332	163.033	132.30200000000002	167.865	76.512	Ptbp1
NM_153547	NM_153547	chr14	31012433	31019131	-	1909.0	1	Gnl3|Ns|-|14 B|14 19.09 cM|protein-coding	121.816	86.787	63.952	116.64299999999999	20.067999999999998	Gnl3
NM_009098	NM_009098	chr4	117153836	117156132	-	732.0	1	Rps8|-|RP23-59L24.9|4 D1|4|protein-coding	200.49400000000003	183.38299999999998	159.239	183.317	95.34700000000001	Rps8
NM_175103	NM_175103	chr7	126696000	126696693	+	332.0	1	Bola2|1110025L05Rik|BolA-2|-|7 F3|7|protein-coding	179.623	133.191	104.465	162.586	70.38600000000001	Bola2
NM_010123	NM_010123	chr19	60761116	60790693	-	5152.0	1	Eif3a|A830012B05Rik|Csma|Eif3|Eif3s10|mKIAA0139|-|19|19 D|protein-coding	156.414	136.363	112.52799999999999	153.154	57.028	Eif3a
NM_010817	NM_010817	chr8	107580380	107588482	-	1591.0	1	Psmd7|AW107203|Mov-34|Mov34|-|8 D3|8 54.38 cM|protein-coding	135.364	122.431	92.929	152.605	46.63	Psmd7
NM_010090	NM_010090	chr2	127336159	127338377	+	1612.0	1	Dusp2|PAC1|RP23-206D14.6|2 F1|2|protein-coding	185.128	181.082	176.892	190.715	91.34	Dusp2
NM_008944	NM_008944	chr13	14613242	14625673	+	936.0	1	Psma2|Lmpc3|-|13 A1|13|protein-coding	136.469	138.189	105.525	162.2	52.858999999999995	Psma2
NM_007513	NM_007513	chr5	148327410	148399904	-	7164.0	1	Slc7a1|4831426K01Rik|AI447493|Atrc-1|Atrc1|Cat1|Rec-1|Rev-1|mCAT-1|-|5 G3|5 88.48 cM|protein-coding	125.60700000000001	109.59	79.903	109.541	18.655	Slc7a1
NM_021303	NM_021303	chr4	156236010	156247616	+	2764.0	1	Noc2l|AA410003|AF155546|NIR|-|4 E2|4|protein-coding	157.488	119.93799999999999	89.818	148.939	50.951	Noc2l
NM_145610	NM_145610	chr9	20888175	20892179	+	1658.0	1	Ppan|A230087P06Rik|SSF1|-|9 A3|9|protein-coding	138.791	99.28299999999999	69.193	122.882	28.125999999999998	Ppan
NM_033561	NM_033561	chr5	134619876	134639328	-	2400.0	1	Eif4h|AU018978|D5Ertd355e|E430026L18Rik|Ef4h|Wbscr1|Wscr1|mKIAA0038|-|5 G2|5 74.71 cM|protein-coding	202.642	195.523	162.489	193.643	99.28399999999999	Eif4h
NM_011304	NM_011304	chr7	45421898	45434464	-	1658.0	1	Ruvbl2|mp47|p47|-|7|7 B2|protein-coding	133.888	96.85600000000001	62.632	128.003	27.845	Ruvbl2
NM_010579	NM_010579	chr2	155819837	155826925	-	1487.0	1	Eif6|1110004P11|AA408895|CAB|Itgb4bp|eIF-6|imc-415|p27(BBP)|p27BBP|RP23-388H13.5|2 H1|2|protein-coding	141.421	114.307	86.969	144.667	41.095	Eif6
NM_025567	NM_025567	chr15	76343523	76345934	+	1185.0	1	Cyc1|2610002H19Rik|AA408921|-|15 D3|15|protein-coding	172.90099999999998	164.44400000000002	124.044	164.919	68.627	Cyc1
NM_026438	NM_026438	chr10	61648621	61674165	+	1279.0	1	Ppa1|2010317E03Rik|Pyp|-|10 B4|10 32.25 cM|protein-coding	118.089	93.48100000000001	56.343999999999994	124.40799999999999	17.988	Ppa1
NM_001077529	NM_001077529	chr11	93949814	93955783	-	731.0	1	Nme2|NM23-H2|NM23B|nm23-M2|RP23-378I13.2|11|11 C|protein-coding	138.737	132.316	89.79899999999999	164.34099999999998	49.718999999999994	Nme2
NM_027204	NM_027204	chr11	120484669	120488754	+	942.0	1	Mrpl12|0610034O11Rik|1500031N16Rik|MRP-L12|Rpml12|RP23-82I5.14-001|11 E2|11|protein-coding	127.05799999999999	106.991	74.2	130.483	24.971999999999998	Mrpl12
NM_015743	NM_015743	chr4	48051248	48083352	+	1877.0	1	Nr4a3|AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC|RP23-122N18.2|4|4 B2|protein-coding	158.90200000000002	143.306	75.654	139.843	46.081	Nr4a3
NM_008704	NM_008704	chr11	93958925	93968521	-	1228.0	1	Nme1|AL024257|NDPK-A|NM23-M1|NM23A|RP23-378I13.1|11 D|11|protein-coding	127.32799999999999	96.81700000000001	64.71300000000001	141.726	28.881	Nme1
NM_001170540	NM_001170540	chr13	98309897	98317006	-	881.0	1	Btf3|1700054E11Rik|mCG_114993|13 D1|13|protein-coding	144.989	132.578	105.985	147.966	43.248999999999995	Btf3
NM_001110145	NM_001110145	chr2	69861562	69871846	+	2047.0	1	Ssb|SS-B|RP23-273G23.1|2 C2|2 40.95 cM|protein-coding	160.732	155.493	128.012	179.66299999999998	67.535	Ssb
NM_010818	NM_010818	chr16	45382135	45409053	-	2339.0	1	Cd200|Mox2|OX2|-|16 A1|16 29.53 cM|protein-coding	110.42200000000001	88.82600000000001	82.865	140.474	19.980999999999998	Cd200
NM_027000	NM_027000	chr13	8972478	8996012	-	2546.0	1	Gtpbp4|2610028C09Rik|Crfg|Gtpbp3|NGB|Nog1|-|13 A1|13|protein-coding	145.69	140.619	93.365	126.17200000000001	32.51	Gtpbp4
NM_001077509	NM_001077509	chr4	150927999	150946102	+	2105.0	1	Tnfrsf9|4-1BB|A930040I11Rik|AA408498|AI325004|CDw137|Cd137|ILA|Ly63|RP23-272N19.6|4 E2|4 81.52 cM|protein-coding	121.78200000000001	232.856	160.391	126.07	34.679	Tnfrsf9
NM_007837	NM_007837	chr10	127290793	127296288	+	865.0	1	Ddit3|CHOP-10|CHOP10|chop|gadd153|-|10 D3|10|protein-coding	158.378	176.301	163.077	129.15	42.555	Ddit3
NM_010735	NM_010735	chr17	35203165	35205351	-	1377.0	1	Lta|LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382|-|17 B1|17 18.59 cM|protein-coding	108.01100000000001	59.098	27.029	134.629	9.461	Lta
NM_016876	NM_016876	chr9	20894349	20898590	-	1055.0	1	Eif3g|44kDa|D0Jmb4|Eif3s4|TU-189B2|eIF3-p44|p44|-|9 A3|9|protein-coding	205.09	166.423	134.134	190.446	87.12899999999999	Eif3g
NM_018799	NM_018799	chr4	129591974	129600648	-	1096.0	1	Eif3i|36kDa|D4Ertd632e|Eif3s2|Trip1|RP23-151A15.2|4 D2.2|4 63.26 cM|protein-coding	169.16099999999997	155.267	108.256	181.805	66.605	Eif3i
NM_008248	NM_008248	chr11	54866438	54870496	+	571.0	1	Hint1|AA673479|Hint|Ipk1|PKCI-1|PRKCNH1|RP24-84L18.1|11 B1.3|11|protein-coding	249.68599999999998	226.386	206.43	215.2	123.137	Hint1
NM_025437	NM_025437	chrX	159372195	159385699	+	917.0	1	Eif1ax|1500010B24Rik|AI426898|Eif1ay|RP23-52L10.2|X F4|X|protein-coding	163.29	164.325	128.89700000000002	159.651	54.293	Eif1ax
NM_029735	NM_029735	chr1	185363095	185428355	+	4816.0	1	Eprs|2410081F06Rik|3010002K18Rik|C79379|Qprs|-|1|1 H4-H6|protein-coding	139.77700000000002	136.589	102.34100000000001	132.112	27.428	Eprs
NM_053086	NM_053086	chr19	46075847	46085543	+	3647.0	1	Nolc1|NOPP130|NOPP140|P130|-|19 C3|19|protein-coding	147.97	105.771	68.722	131.602	24.311999999999998	Nolc1
NM_008368	NM_008368	chr15	78480549	78495066	-	2684.0	1	Il2rb|CD122|IL-15Rbeta|IL15Rbeta|Il-2/15Rbeta|Il-2Rbeta|p70|-|15 E|15 37.52 cM|protein-coding	128.893	176.06900000000002	131.917	149.192	34.98	Il2rb
NM_009870	NM_009870	chr10	127063603	127067282	+	1336.0	1	Cdk4|Crk3|-|10 D3|10|protein-coding	183.59799999999998	139.155	105.83	185.979	68.146	Cdk4
NM_017472	NM_017472	chr10	42502054	42535369	+	1371.0	1	Snx3|SDP3|-|10 B2|10 22.89 cM|protein-coding	200.55200000000002	228.479	166.10299999999998	190.05900000000003	88.428	Snx3
NM_008946	NM_008946	chr11	70525357	70527858	+	1028.0	1	Psmb6|Lmp19|Mpnd|RP23-122P1.4|11 B3|11 42.99 cM|protein-coding	172.768	188.94400000000002	146.609	174.395	64.876	Psmb6
NM_026318	NM_026318	chr2	121457088	121458440	+	598.0	1	Hypk|2310003F16Rik|HSPC136|RP23-433P19.12|2|2 F1|protein-coding	194.262	171.705	149.50799999999998	180.77200000000002	73.486	Hypk
NM_028659	NM_028659	chr7	28971372	28981888	-	838.0	1	Eif3k|1200009C21Rik|Eif3s12|-|7 A3-B1|7|protein-coding	234.294	201.375	188.43900000000002	222.429	112.406	Eif3k
NM_133916	NM_133916	chr5	140419305	140443358	+	2945.0	1	Eif3b|AL033316|AL033334|AL033369|AW208965|D5Wsu45e|EIF3-ETA|EIF3-P110|EIF3-P116|Eif3s9|PRT1|-|5 G2|5 78.97 cM|protein-coding	170.975	141.55200000000002	105.921	175.62099999999998	56.387	Eif3b
NM_011358	NM_011358	chr11	116849897	116853094	-	1898.0	1	Srsf2|D11Wsu175e|MRF-1|Pr264|SC35|Sfrs10|Sfrs2|RP23-468A19.7|11 E2|11 81.49 cM|protein-coding	233.31900000000002	191.829	163.08	261.51599999999996	127.83200000000001	Srsf2
NM_008950	NM_008950	chr11	106256185	106263112	+	1264.0	1	Psmc5|mSUG1|RP23-418O11.3|11 E1|11|protein-coding	162.227	145.678	117.1	162.929	45.931999999999995	Psmc5
NM_001204979	NM_001204979	chr3	108424864	108445259	-	3619.0	1	Sars|Sars1|Strs|serRS|RP23-37G19.1|3 F3|3 47.08 cM|protein-coding	171.65	173.972	151.222	166.704	54.998999999999995	Sars
NM_025380	NM_025380	chr13	38645691	38659028	-	1033.0	1	Eef1e1|1110003A02Rik|-|13|13 A5|protein-coding	136.921	120.516	67.268	147.35399999999998	23.823	Eef1e1
NM_001025245	NM_001025245	chr18	82475123	82558703	+	4814.0	1	Mbp|C76307|Hmbpr|R75289|golli-mbp|mld|shi|-|18 E2-E4|18 55.84 cM|protein-coding	191.859	200.895	178.618	138.892	51.184	Mbp
NM_001136081	NM_001136081	chr2	85037451	85047114	+	2710.0	1	Ssrp1|C81323|Hmg1-rs1|Hmgi-rs3|Hmgox|T160|RP23-232L15.5|2 D|2 49.45 cM|protein-coding	178.688	158.907	116.374	169.799	54.79	Ssrp1
NM_010552	NM_010552	chr1	20730905	20734496	+	1166.0	1	Il17a|Ctla-8|Ctla8|IL-17|IL-17A|Il17|-|1|1 A|protein-coding	89.315	11.536	4.455	194.78099999999998	11.350999999999999	Il17a
NM_001282737	NM_001282737	chr4	107879755	107887424	+	685.0	1	Magoh|Mago-m|Mos2|RP23-40G2.2|4 C7|4 50.18 cM|protein-coding	160.47299999999998	161.76	123.295	164.195	42.643	Magoh
NM_019553	NM_019553	chr10	62580247	62602298	-	4726.0	1	Ddx21|AI255159|AL022742|D10Ertd645e|D10Wsu42e|-|10 B4-B5.1|10 32.43 cM|protein-coding	161.069	123.90700000000001	83.382	162.12	35.891999999999996	Ddx21
NM_001271419	NM_001271419	chr15	74994877	74998031	-	950.0	1	Ly6a|Ly-6A.2|Ly-6A/E|Ly-6E.1|Sca-1|Sca1|TAP|-|15 D3|15 34.29 cM|protein-coding	213.642	142.755	132.04	311.557	130.555	Ly6a
NM_001164062	NM_001164062	chr11	100860484	100885169	+	3586.0	1	Stat5a|AA959963|STAT5|RP23-279L23.4|11 D|11 63.77 cM|protein-coding	161.309	162.967	141.28799999999998	159.483	39.661	Stat5a
NM_027817	NM_027817	chr11	61653321	61672777	+	1592.0	1	Grap|8430435N19Rik|BB233594|RP23-278F12.2|11 B2|11|protein-coding	195.903	118.29	113.552	190.81799999999998	61.604	Grap
NM_010219	NM_010219	chr6	128430107	128438631	-	2155.0	1	Fkbp4|59kDa|AL022792|AW208983|FKBP-4|FKBP-52|FKBP52|FKPB52|p59|-|6 F3|6|protein-coding	184.142	152.33100000000002	103.225	184.87599999999998	56.809	Fkbp4
NM_008577	NM_008577	chr19	8706882	8713897	-	2561.0	1	Slc3a2|4F2|4F2HC|AI314110|Cd98|Ly-10|Ly-m10|Ly10|Mdu1|Mgp-2hc|NACAE|-|19 A|19 5.44 cM|protein-coding	227.801	209.601	161.137	203.365	89.995	Slc3a2
NM_011732	NM_011732	chr4	119277327	119294513	-	2181.0	1	Ybx1|1700102N10Rik|C79409|EF1A|MSY1|Nsep1|YB-1|dbpB|mYB-1a|RP24-363D14.2|4|4 D1|protein-coding	229.58	192.295	132.28	231.79	101.1	Ybx1
NM_001271431	NM_001271431	chr2	93419102	93462950	-	1614.0	1	Cd82|AA682076|AL023070|C33|IA4|Kai1|Tspan27|RP23-70K10.2|2 E1|2 51.62 cM|protein-coding	214.265	376.6	498.798	245.25599999999997	127.583	Cd82
NM_007669	NM_007669	chr17	29093772	29100722	+	1905.0	1	Cdkn1a|CAP20|CDKI|CIP1|Cdkn1|P21|SDI1|Waf1|mda6|p21Cip1|p21WAF|-|17 A3.3|17 15.12 cM|protein-coding	155.312	127.14	83.258	182.567	38.293	Cdkn1a
NM_013559	NM_013559	chr5	149616845	149636315	-	3458.0	1	Hsph1|105kDa|AI790491|Hsp105|Hsp110|hsp-E7I|-|5 G3|5 89.18 cM|protein-coding	153.61	126.074	87.913	145.754	18.793	Hsph1
NM_146217	NM_146217	chr8	111033842	111055569	+	3692.0	1	Aars|AI316495|C76919|sti|-|8 E1|8|protein-coding	166.803	175.373	137.619	158.10399999999998	35.554	Aars
NM_009637	NM_009637	chr6	140624298	140677418	+	902.0	1	Aebp2|AU023766|B230313N05Rik|-|6|6 G1|protein-coding	176.227	207.16	224.81	193.06799999999998	60.01	Aebp2
NM_031165	NM_031165	chr9	40801273	40805199	+	2093.0	1	Hspa8|2410008N15Rik|Hsc70|Hsc71|Hsc73|Hsp73|Hspa10|-|9 A5.1|9 21.55 cM|protein-coding	189.49599999999998	185.585	128.286	199.295	63.63	Hspa8
NM_001252476	NM_001252476	chr7	44976755	44986420	-	1297.0	1	Prmt1|6720434D09Rik|AW214366|Hrmt1l2|Mrmt1|-|7 B4|7 29.07 cM|protein-coding	170.507	141.667	91.984	194.83	46.438	Prmt1
NM_024193	NM_024193	chr2	130274412	130279313	+	1881.0	1	Nop56|2310044F10Rik|Nol5a|RP23-20A6.6|2|2 F3|protein-coding	205.57299999999998	158.101	126.568	157.045	43.152	Nop56
NM_009837	NM_009837	chr11	22990593	23003336	+	1950.0	1	Cct4|2610204B21Rik|A45|C78323|Cctd|RP24-143D17.2|11 A3.2|11 14.25 cM|protein-coding	207.71200000000002	190.921	154.55700000000002	217.68900000000002	77.39	Cct4
NM_001081005	NM_001081005	chr2	167062934	167065862	+	731.0	1	1500012F01Rik|Zfas1|-|2 H3|2|protein-coding	216.304	206.24400000000003	160.911	177.19099999999997	61.318000000000005	1500012F01Rik
NM_018749	NM_018749	chr15	77958998	77970824	-	1893.0	1	Eif3d|66/67kDa|AA407891|Eif3s7|eIF3p66|-|15 E1|15|protein-coding	220.27599999999998	187.293	160.89600000000002	203.077	72.21	Eif3d
NM_010260	NM_010260	chr3	142620663	142638008	+	2442.0	1	Gbp2|-|-|3 H1|3 66.69 cM|protein-coding	155.069	55.486999999999995	22.845	194.60299999999998	23.351999999999997	Gbp2
NM_008416	NM_008416	chr8	84976909	84978748	-	1837.0	1	Junb|-|-|8 C2-D1|8 41.41 cM|protein-coding	302.617	370.673	345.25	320.078	181.046	Junb
NM_026631	NM_026631	chr11	51619773	51623714	+	998.0	1	Nhp2|2410130M07Rik|D11Ertd175e|Nola2|RP23-79E13.8|11 B1.3|11 31.14 cM|protein-coding	183.798	143.399	99.912	181.375	37.454	Nhp2
NM_022996	NM_022996	chr18	38418975	38464406	+	927.0	1	Ndfip1|0610010M22Rik|N4wbp5|-|18 B3|18|protein-coding	311.89	290.934	195.363	268.22900000000004	144.279	Ndfip1
NM_001002927	NM_001002927	chr4	4133536	4138445	-	1408.0	1	Penk|AI326464|ENK|PPA|Penk1|RP23-76M24.2|4 A1|4 2.31 cM|protein-coding	137.748	110.411	80.172	204.285	23.096	Penk
NM_011660	NM_011660	chr4	57943373	57956411	-	1044.0	1	Txn1|ADF|AW550880|Trx1|Txn|RP23-332H16.1|4 B3|4 31.87 cM|protein-coding	274.007	263.77	205.985	304.027	141.282	Txn1
NM_013652	NM_013652	chr11	83662584	83664683	+	655.0	1	Ccl4|AT744.1|Act-2|MIP-1B|Mip1b|Scya4|RP23-320E6.8|11 C|11 51.09 cM|protein-coding	203.013	13.189	2.997	154.395	6.393	Ccl4
NM_028782	NM_028782	chr17	56614298	56626903	-	2946.0	1	Lonp1|1200017E13Rik|LON|Prss15|-|17|17 D|protein-coding	193.706	200.553	164.735	169.405	35.782	Lonp1
NM_175329	NM_175329	chr10	75935573	75937734	+	942.0	1	Chchd10|1620401E04Rik|AI267078|Ndg2|-|10 C1|10|protein-coding	159.624	227.63400000000001	210.878	191.237	33.533	Chchd10
NM_133726	NM_133726	chr15	81365044	81399694	-	1608.0	1	St13|1110007I03Rik|3110002K08Rik|AW555194|HIP|HOP|HSPABP|HSPABP1|PRO0786|SNC6|p48|-|15|15 E2|protein-coding	209.748	204.83700000000002	171.075	219.388	61.763000000000005	St13
NM_180678	NM_180678	chr6	55038001	55079504	+	2371.0	1	Gars|GENA202|Gena201|Nmf249|Sgrp23|-|6 B3|6 27.29 cM|protein-coding	196.106	197.11599999999999	150.504	206.267	48.974	Gars
NM_026095	NM_026095	chr10	75518042	75535440	+	598.0	1	Snrpd3|1700043E15Rik|2310009E13Rik|AW046420|SMD3|-|10 C1|10|protein-coding	243.388	220.452	184.86700000000002	257.14099999999996	94.40799999999999	Snrpd3
NM_008945	NM_008945	chr3	94884324	94886958	-	940.0	1	Psmb4|Pros-27|-|3 F2|3 40.74 cM|protein-coding	257.6	253.843	198.49200000000002	275.474	112.639	Psmb4
NM_011969	NM_011969	chr2	180036367	180042464	-	943.0	1	Psma7|C6-I|RP23-23G3.6|2 H4|2|protein-coding	233.44799999999998	220.114	156.744	260.383	91.009	Psma7
NM_009272	NM_009272	chr4	148591513	148594619	+	1319.0	1	Srm|AA407669|SpdST|SpdSy|RP23-331P21.3|4 E2|4|protein-coding	206.90200000000002	132.067	77.333	195.005	35.433	Srm
NM_025814	NM_025814	chr6	67266979	67289302	+	6675.0	1	Serbp1|1200009K13Rik|9330147J08Rik|AL022786|Pairbp1|-|6 C1|6|protein-coding	223.68400000000003	201.334	135.718	216.84099999999998	60.661	Serbp1
NM_146036	NM_146036	chr12	87266728	87273952	+	1309.0	1	Ahsa1|BC023857|p38|-|12 D2|12|protein-coding	219.208	197.263	164.847	221.612	58.493	Ahsa1
NM_025546	NM_025546	chr16	11193037	11203292	-	1828.0	1	Rsl1d1|2410005K20Rik|C76439|pBK1|-|16|16 B1|protein-coding	209.058	175.093	117.149	212.433	45.42100000000001	Rsl1d1
