	Chr	Start	End	Strand
18820	chr14	56293473	56293973	+
18834	chr18	73762091	73762721	+
18854	chr10	98796832	98797332	+
18865	chr18	39282444	39282944	+
18890	chr2	102959043	102959543	+
18911	chr6	99031589	99032215	+
18921	chr7	47110464	47110964	+
18923	chr11	103326817	103327449	+
18959	chr10	98884581	98885081	+
18978	chrX	42540567	42541193	+
18987	chr3	68870149	68870649	+
18996	chr5	146819009	146819509	+
19007	chrX	159210642	159211410	+
19052	chr3	59117965	59118465	+
19063	chr9	96747465	96748207	+
19067	chr16	49982481	49983113	+
19102	chr9	42469261	42469761	+
19104	chr1	13311654	13312154	+
19119	chr16	51316220	51316976	+
19140	chr2	60376994	60377796	+
19145	chr10	30636825	30637325	+
19146	chr11	53835566	53836066	+
19152	chr10	8132589	8133343	+
19177	chr17	51815196	51815822	+
19180	chr11	88559569	88560215	+
19198	chr3	135669203	135670027	+
19252	chr12	16895573	16896073	+
19274	chr17	51945613	51946113	+
19284	chr12	116283214	116283714	+
19300	chr3	131137167	131137667	+
19305	chr10	75838898	75839398	+
19321	chr19	56588787	56589287	+
19323	chr6	15711181	15711835	+
19328	chr1	88562284	88562784	+
19377	chr11	53735513	53736013	+
19380	chr10	40152971	40153471	+
19396	chr13	44538530	44539030	+
19410	chr2	131994284	131994784	+
19411	chrX	11998393	11999359	+
19413	chr11	19965470	19965970	+
19418	chr9	122281661	122282161	+
19436	chr10	13998689	13999315	+
19448	chr5	8989062	8989726	+
19453	chr15	62785973	62786601	+
19466	chr11	83533155	83533655	+
19468	chr2	18025661	18026285	+
19473	chr10	93082797	93083429	+
19478	chr9	13903689	13904189	+
19522	chr7	141024430	141025138	+
19528	chr5	149017628	149018128	+
19530	chr1	170868730	170869356	+
19533	chr4	129508198	129508698	+
19549	chr6	15726684	15727184	+
19562	chr10	21475722	21476222	+
19573	chr1	88474540	88475040	+
19592	chr10	115332302	115332802	+
19604	chr7	103762384	103762884	+
19629	chr14	78473935	78474435	+
19641	chrX	167318482	167318982	+
19645	chr16	27349244	27349744	+
19669	chr13	30797351	30797851	+
19689	chr3	142550508	142551386	+
19714	chr1	131820756	131821256	+
19716	chr2	132605279	132605779	+
19721	chr10	93264311	93264811	+
19736	chr9	69026398	69027174	+
19745	chr5	32191918	32192626	+
19752	chr7	80840955	80841455	+
19768	chr3	51881601	51882101	+
19772	chr7	114419714	114420496	+
19775	chr16	84644763	84645263	+
19793	chr4	83319244	83319744	+
19811	chr1	39935676	39936176	+
19813	chr9	66991124	66991790	+
19827	chr8	35613325	35613955	+
19843	chr17	78270752	78271252	+
19846	chr19	9053022	9053522	+
19852	chr3	131171332	131171958	+
19923	chr7	67619392	67620320	+
19938	chr2	151568473	151568973	+
19945	chr11	117687439	117687939	+
19961	chr1	85845209	85845709	+
19968	chr15	100702985	100703611	+
19983	chr9	88480848	88481476	+
20015	chr14	40964532	40965032	+
20024	chr12	73663354	73664160	+
20044	chr7	58824542	58825272	+
20060	chr14	70061274	70061774	+
20096	chr8	81859661	81860161	+
20117	chr11	77241358	77241858	+
20134	chr10	123131112	123131866	+
20135	chr10	93042193	93042817	+
20153	chr15	97420556	97421056	+
20199	chr1	74303960	74304460	+
20210	chr6	29842536	29843192	+
20270	chr11	62004966	62005466	+
20285	chr9	69156505	69157005	+
20294	chr2	10373922	10374422	+
20311	chr14	53081826	53082724	+
20317	chr1	144296541	144297041	+
20318	chr11	108199709	108200375	+
20328	chr15	95803224	95803724	+
20353	chr15	62270035	62270661	+
20354	chr1	106511450	106512076	+
20362	chr3	37124051	37124551	+
20371	chr2	70939048	70939548	+
20378	chr9	97103830	97104468	+
20380	chr12	114611975	114612475	+
20389	chr6	31157355	31157855	+
20394	chr16	45282870	45283370	+
20410	chr11	61659376	61659876	+
20448	chr11	4438169	4438669	+
20464	chr12	71047778	71048814	+
20487	chr15	101250485	101250985	+
20498	chr3	37286455	37287245	+
20513	chr1	98589261	98589761	+
20514	chr6	120799695	120800195	+
20532	chr1	46851101	46851883	+
20541	chr7	83638714	83639214	+
20560	chr15	73523069	73523569	+
20593	chr5	53594815	53595929	+
20620	chr10	127511887	127512387	+
20644	chr13	63542056	63542556	+
20667	chr10	7811410	7812228	+
20703	chr16	51767233	51767733	+
20732	chr1	40059048	40059548	+
20756	chr6	134058522	134059022	+
20775	chr9	31211173	31211937	+
20808	chr15	62787189	62787815	+
20830	chr3	103829272	103830046	+
20832	chr18	5348387	5348887	+
20855	chr15	59738008	59738508	+
20881	chr15	80807582	80808082	+
20903	chrY	1285718	1286786	+
20906	chr14	76084128	76084628	+
20910	chr14	27303897	27304397	+
20927	chr11	54491831	54492331	+
20939	chr6	67158713	67159213	+
20958	chrX	167119113	167119739	+
20988	chr4	129016965	129017465	+
21014	chr4	139086940	139087440	+
21046	chr13	36792559	36793499	+
21087	chr13	30841777	30842277	+
21100	chr7	80839240	80839956	+
21112	chr11	21115584	21116218	+
21117	chr6	122576123	122576623	+
21120	chr6	134247592	134248092	+
21126	chr1	180542206	180542706	+
21162	chr4	88877381	88877881	+
21230	chr1	191123970	191124470	+
21258	chr3	69000791	69001455	+
21263	chr4	107803150	107803650	+
21293	chr7	102233592	102234092	+
21295	chr7	19326798	19327298	+
21320	chr2	9867345	9867845	+
21368	chr5	53540058	53540558	+
21376	chrX	167203641	167204313	+
21385	chr5	23891612	23892246	+
21425	chr18	65324721	65325221	+
21431	chr11	116397340	116397840	+
21433	chr6	57271486	57271986	+
21489	chr17	69421984	69422624	+
21492	chr10	82798499	82799127	+
21506	chr1	144213455	144214091	+
21515	chr10	62549693	62550193	+
21545	chr18	68119321	68119821	+
21559	chr11	23572059	23572697	+
21573	chr7	45447562	45448190	+
21580	chr11	70785467	70785967	+
21607	chr7	75500890	75501390	+
21638	chr2	118972623	118973123	+
21639	chr14	101467335	101467963	+
21643	chrX	105926317	105926817	+
21647	chr10	7483031	7483531	+
21664	chr16	23279927	23280427	+
21695	chr17	72822516	72823152	+
21705	chr4	149680288	149680930	+
21709	chr7	127153761	127154725	+
21724	chr3	65625332	65625832	+
21740	chr1	160275076	160275576	+
21750	chr5	53403669	53404169	+
21768	chr6	72113405	72113905	+
21780	chr6	99048353	99048981	+
21784	chr13	51951295	51951795	+
21797	chr2	172404363	172404863	+
21801	chr13	37792961	37793461	+
21813	chr13	44799634	44800134	+
21864	chr17	47518003	47518503	+
21876	chr3	21995573	21996073	+
21881	chr8	61475318	61475818	+
21890	chr16	31235698	31236198	+
21921	chr12	16921434	16922216	+
21958	chr10	68151059	68151559	+
21980	chr8	57589108	57589608	+
21989	chr5	38554342	38554842	+
22015	chr5	103367498	103368256	+
22018	chr2	146062151	146062923	+
22046	chr15	36492544	36493044	+
22078	chr7	29025716	29026216	+
22113	chr4	63874958	63875458	+
22117	chr8	20549993	20550747	+
22139	chr9	15225123	15225623	+
22149	chr11	79207920	79208618	+
22170	chr5	53543798	53544298	+
22191	chr19	46043524	46044024	+
22225	chr7	73504143	73504847	+
22239	chr11	76845597	76846097	+
22263	chr5	62745462	62745962	+
22340	chr13	30754761	30755261	+
22370	chr13	45856081	45856581	+
22385	chr12	73876400	73876900	+
22474	chr3	153957732	153958232	+
22486	chr18	38600627	38601127	+
22491	chr4	63924106	63924606	+
22524	chr16	91869253	91869753	+
22533	chr4	143143572	143144072	+
22547	chr11	68554145	68554895	+
22559	chr6	50387807	50388437	+
22561	chr11	86292050	86292674	+
22578	chr5	113774184	113774684	+
22584	chr11	17182748	17183382	+
22599	chr14	18224650	18225150	+
22611	chr13	30679114	30679614	+
22634	chr16	52293493	52293993	+
22636	chr1	161039528	161040028	+
22694	chr15	5464011	5464511	+
22705	chr17	31994921	31995553	+
22712	chr2	128325125	128325625	+
22719	chr1	60565521	60566149	+
22735	chr2	77176601	77177101	+
22737	chr15	62824097	62824597	+
22742	chr11	72608271	72608771	+
22791	chr5	107734290	107734790	+
22794	chr6	134716521	134717021	+
22796	chr7	84148799	84149299	+
22842	chr17	44456326	44456826	+
22869	chr4	89123024	89123524	+
22898	chr5	53425515	53426015	+
22900	chr15	6625267	6625897	+
22915	chr2	65189865	65190365	+
23051	chr15	62726419	62726919	+
23058	chr10	80955604	80956104	+
23064	chr15	36280419	36280919	+
23087	chr2	122160950	122161450	+
23109	chr1	153741198	153742004	+
23115	chr10	20060797	20061297	+
23150	chr9	114467642	114468508	+
23166	chr6	31169659	31170289	+
23179	chr13	45971173	45971821	+
23190	chr7	127744296	127744796	+
23195	chr7	30842124	30842624	+
23212	chr9	120082821	120083321	+
23216	chr12	91585431	91585931	+
23241	chr5	67840875	67841375	+
23247	chr6	99130976	99131476	+
23279	chr8	126904060	126904560	+
23304	chr7	75664166	75664794	+
23338	chr18	89252335	89252961	+
23365	chr17	65939554	65940054	+
23388	chr4	109726969	109727469	+
23418	chr8	25122407	25123031	+
23429	chr3	121490792	121491292	+
23472	chr5	23219306	23219806	+
23488	chrX	167175051	167175551	+
23515	chrX	107158926	107159552	+
23544	chr2	29676696	29677322	+
23545	chr5	120644176	120644676	+
23546	chr14	76152674	76153174	+
23555	chr13	21384919	21385419	+
23607	chr11	51843047	51843689	+
23609	chr11	48820607	48821107	+
23645	chr11	110463903	110464403	+
23655	chr17	57197769	57198269	+
23684	chr3	32420824	32421324	+
23691	chr13	32980247	32980747	+
23737	chr7	51860774	51861274	+
23746	chrX	151951141	151951641	+
23779	chr2	18518771	18519271	+
23802	chr19	9082397	9082897	+
23809	chr7	114274076	114274844	+
23812	chr1	95593827	95594327	+
23826	chr4	108638359	108638859	+
23864	chr9	103474076	103474576	+
23872	chr9	13652197	13652697	+
23935	chr10	13475288	13475788	+
24041	chr9	78022646	78023146	+
24068	chr12	33040814	33041314	+
24106	chr10	75435495	75435995	+
24126	chr2	11608913	11609413	+
24155	chr8	122956679	122957179	+
24198	chr13	51646991	51647491	+
24210	chr12	73294659	73295159	+
24270	chr2	38509068	38509568	+
24323	chr12	70826589	70827089	+
24345	chr16	49975590	49976090	+
24417	chr9	114417842	114418342	+
24428	chr8	11452317	11452817	+
24441	chrX	7672873	7673499	+
24462	chr11	46453021	46453521	+
24471	chr2	11141489	11141989	+
24489	chr4	133468236	133468736	+
24502	chrX	57222149	57222649	+
24521	chr7	84136541	84137041	+
24555	chrX	20817376	20817876	+
24593	chr8	34781916	34782540	+
24601	chr5	118040362	118040986	+
24623	chr17	35214690	35215190	+
24627	chr2	6598918	6599418	+
24658	chr2	31027242	31027742	+
24730	chr2	167066762	167067262	+
24745	chr11	98982385	98982885	+
24900	chr5	107284260	107284760	+
24904	chr15	59416193	59416693	+
24921	chr9	13460403	13460903	+
24962	chr16	64800679	64801179	+
25010	chr14	53545584	53546228	+
25040	chr10	121457809	121458309	+
25081	chr17	57113255	57113755	+
25148	chr18	73548211	73548711	+
25200	chr4	83354766	83355266	+
25225	chr2	167919476	167919976	+
25269	chr3	144432805	144433305	+
25284	chr7	118239379	118239879	+
25285	chr2	31039079	31039579	+
25407	chrX	73921289	73921789	+
25426	chr16	84711452	84711952	+
25467	chr4	150040444	150041070	+
25526	chr3	133076578	133077078	+
25541	chr8	36163422	36163922	+
25606	chr7	74495209	74495839	+
25610	chr9	68965965	68966749	+
25625	chr8	46647331	46647831	+
25659	chr9	69940702	69941202	+
25671	chr14	69979388	69979888	+
25690	chr11	86380046	86380546	+
25724	chr11	61122582	61123082	+
25725	chr11	11820400	11820900	+
25728	chr1	38723350	38723850	+
25736	chr4	148592046	148592546	+
25763	chr3	139064053	139064553	+
25778	chr17	45631734	45632234	+
25855	chrX	142681811	142682311	+
25869	chr13	30602449	30602949	+
25938	chr5	105355841	105356469	+
25943	chr1	153299701	153300397	+
25956	chr3	93572697	93573197	+
26026	chr17	47536036	47536536	+
26041	chr2	19630864	19631364	+
26050	chr3	96564868	96565368	+
26071	chrX	159857211	159857711	+
26092	chr3	61368582	61369242	+
26122	chr10	4517733	4518233	+
26159	chr4	11161201	11161701	+
26242	chr10	116934234	116934734	+
26269	chr9	33000532	33001032	+
26273	chr7	30830154	30830654	+
26292	chr3	115777733	115778233	+
26294	chr10	94425986	94426486	+
26319	chr11	99133560	99134220	+
26390	chr1	66280615	66281115	+
26415	chr1	138077315	138077815	+
26444	chr2	11626165	11626665	+
26477	chr5	124018299	124018799	+
26550	chr2	44957027	44957527	+
26554	chr6	31170964	31171464	+
26567	chr15	95804734	95805234	+
26672	chr9	59659446	59659946	+
26717	chr9	69466892	69467392	+
26854	chr11	97122093	97122593	+
26947	chr1	155393554	155394268	+
26980	chr2	161053417	161053917	+
27147	chr2	153233498	153233998	+
27158	chrX	160603801	160604467	+
27200	chr11	22662565	22663065	+
27266	chr4	87999651	88000151	+
27293	chr11	74706760	74707260	+
27394	chrX	73009934	73010434	+
27408	chr6	108545358	108545858	+
27427	chr1	86439560	86440060	+
27453	chr10	121640098	121640598	+
27484	chr18	9409426	9409926	+
27493	chr4	141536166	141536666	+
27506	chr6	147106312	147106964	+
27565	chr9	64716439	64717073	+
27581	chr16	57568858	57569358	+
27598	chr1	39937038	39937538	+
27813	chr6	99077958	99078606	+
27849	chr9	50836313	50836813	+
27892	chr5	103774747	103775247	+
27913	chr13	56196641	56197141	+
28016	chr2	31723324	31723824	+
28041	chr13	33073640	33074140	+
28134	chr17	7905894	7906394	+
28176	chr15	9569180	9569680	+
28192	chr16	64824095	64824595	+
28385	chr8	61465331	61465831	+
28623	chr2	145900435	145900935	+
28698	chr5	149391604	149392104	+
28882	chr3	138420822	138421322	+
28953	chr8	70347565	70348065	+
29004	chr11	108261358	108261858	+
29009	chr3	104850301	104850801	+
29575	chr1	165609627	165610127	+
29628	chr4	109282652	109283152	+
29668	chr14	61661250	61661750	+
29768	chr7	123362181	123362681	+
29964	chr19	21785028	21785528	+
30034	chrX	57219484	57219984	+
30208	chr16	45038204	45038704	+
30299	chr16	51677754	51678254	+
30357	chr14	75521747	75522247	+
30582	chr5	34990772	34991272	+
30742	chr6	65517007	65517507	+
30778	chr12	99377191	99377691	+
30793	chr17	18462516	18463016	+
30852	chr13	45719077	45719577	+
30872	chr15	64071170	64071670	+
30994	chr4	128785168	128785668	+
31030	chr1	172522179	172522679	+
31237	chr1	160031666	160032166	+
31493	chr3	37277565	37278065	+
31516	chr19	3718997	3719497	+
31632	chr15	50751465	50751965	+
31725	chr16	45372434	45372934	+
31938	chr3	142550226	142550726	+
31987	chr10	19497649	19498149	+
32250	chr9	119265134	119265634	+
32265	chr8	85570442	85570942	+
32416	chr18	62038166	62038666	+
32447	chr2	23041373	23041873	+
32465	chr13	45968124	45968624	+
32484	chr2	166906771	166907271	+
32734	chr4	122960248	122960748	+
