	Chr	Start	End	Strand
9361	chr8	86883519	86884991	+
9362	chr4	124703233	124704773	+
9363	chr17	69395734	69397364	+
9364	chr1	82282466	82283786	+
9365	chr7	64870878	64872958	+
9369	chr7	120729023	120730233	+
9371	chr2	68930837	68932625	+
9372	chr4	4791876	4793222	+
9373	chr10	61535614	61536738	+
9376	chr17	28232250	28233880	+
9378	chr19	9134427	9135737	+
9379	chr5	52668671	52670343	+
9381	chr5	21187848	21189380	+
9382	chr8	11477177	11478533	+
9384	chr14	66188481	66190041	+
9385	chr13	43364722	43366160	+
9386	chr5	120696074	120697534	+
9387	chr4	155126404	155127404	+
9388	chr11	43433229	43435515	+
9389	chr3	126630023	126631167	+
9390	chr5	103762411	103763875	+
9391	chr5	115132647	115134545	+
9393	chr7	118739955	118741363	+
9394	chr17	12691127	12692355	+
9395	chr7	30094693	30096161	+
9396	chr9	53270374	53272246	+
9397	chr7	80449684	80451144	+
9398	chr3	95209916	95212002	+
9401	chr15	96654306	96655588	+
9402	chr7	27481060	27482476	+
9403	chr6	13060984	13062650	+
9404	chr1	85524960	85528120	+
9405	chr7	24593221	24594507	+
9406	chr1	82724250	82725944	+
9407	chr11	100439895	100441791	+
9408	chr14	69861084	69862112	+
9411	chr3	131334614	131335580	+
9412	chr9	105052993	105054695	+
9413	chr19	4395556	4398002	+
9414	chr10	75414315	75416027	+
9416	chr6	15714236	15715846	+
9417	chr11	32560729	32562243	+
9420	chr7	63896234	63897184	+
9424	chr11	11711107	11712671	+
9425	chr18	4366160	4367388	+
9426	chr10	75302957	75303965	+
9427	chr17	51876290	51877640	+
9428	chr15	102518091	102519349	+
9429	chr4	44234306	44235056	+
9430	chr15	74962819	74964199	+
9431	chr11	51804840	51805860	+
9432	chr2	104492931	104495205	+
9433	chr12	100976959	100978749	+
9435	chr1	91192880	91194056	+
9436	chr2	181598102	181599566	+
9437	chr8	83776456	83777450	+
9438	chr13	67080589	67082129	+
9439	chr15	5554438	5556016	+
9441	chr14	103651280	103652722	+
9442	chr13	101693879	101695491	+
9443	chr17	46710502	46712970	+
9444	chr9	109022257	109024103	+
9445	chr18	50023491	50025151	+
9446	chr17	26662559	26663685	+
9447	chr2	117416945	117418097	+
9449	chr2	39010847	39012265	+
9450	chr4	154877932	154879524	+
9451	chr14	50990683	50992019	+
9454	chr5	146824161	146825313	+
9455	chr9	90269844	90271052	+
9457	chr9	108791543	108793167	+
9459	chr15	25691869	25693619	+
9462	chr16	36930391	36931749	+
9463	chr15	73743407	73744331	+
9464	chr9	96705227	96706485	+
9465	chr1	128790028	128791140	+
9468	chr12	69485483	69486913	+
9469	chr5	124046361	124047949	+
9470	chr6	119400916	119403164	+
9471	chr7	118110445	118112559	+
9472	chr2	102383557	102384685	+
9473	chr17	86731765	86732811	+
9474	chr11	79610699	79611933	+
9475	chr11	87807901	87808909	+
9477	chr17	31905034	31906226	+
9479	chr2	164745124	164747244	+
9481	chr15	101245987	101247715	+
9482	chr6	127333031	127335003	+
9484	chr9	21424622	21425994	+
9485	chr15	77819464	77820830	+
9488	chr6	127473943	127476347	+
9489	chr8	119817394	119818808	+
9494	chr3	109341439	109342351	+
9495	chr18	13786347	13787519	+
9497	chr10	91187446	91188756	+
9498	chr6	119501132	119503210	+
9499	chr6	37870246	37872654	+
9501	chr17	88190511	88191391	+
9504	chr5	150457276	150458898	+
9505	chr1	80749333	80751207	+
9506	chr10	28683796	28685554	+
9507	chr5	34636497	34637259	+
9508	chr15	80895972	80897964	+
9509	chr6	82996313	82997359	+
9513	chr7	99855637	99857825	+
9514	chr15	78934246	78936132	+
9515	chr11	76014232	76015670	+
9516	chr11	109375589	109377295	+
9517	chr11	11525438	11527364	+
9519	chr10	19594795	19596861	+
9520	chr5	123018706	123020906	+
9521	chr3	108856283	108857783	+
9522	chr10	118869176	118870638	+
9523	chr5	53999181	54000413	+
9525	chr7	46391487	46392421	+
9526	chr13	92671134	92672690	+
9527	chr8	128473744	128475012	+
9529	chr6	33248543	33250229	+
9531	chr15	62697898	62699446	+
9535	chr19	3767115	3768585	+
9537	chr2	13791728	13793462	+
9538	chr3	143646778	143647912	+
9539	chr14	7773470	7774738	+
9540	chr3	115665340	115667534	+
9544	chr5	43868597	43869605	+
9545	chr11	96822135	96823553	+
9548	chr3	137866958	137869320	+
9552	chr10	19934502	19936984	+
9553	chr9	59352739	59354035	+
9554	chr12	102456480	102457798	+
9555	chr10	111421663	111423299	+
9556	chr4	88640652	88641600	+
9560	chr11	44495623	44497001	+
9561	chr5	134676547	134677617	+
9562	chr4	145193985	145195619	+
9563	chr7	114171343	114172485	+
9565	chr8	119777651	119778669	+
9566	chr15	74967837	74968967	+
9567	chr7	80108324	80110464	+
9568	chr13	4191040	4192496	+
9570	chr9	120055882	120057604	+
9571	chr3	52395997	52396927	+
9572	chr18	23986523	23988013	+
9573	chr2	38071254	38072688	+
9575	chr4	119463683	119464843	+
9576	chr12	33284066	33285518	+
9577	chr11	64051025	64052463	+
9580	chr8	125665919	125667669	+
9581	chr16	75920536	75921788	+
9582	chr10	60280793	60282361	+
9583	chr19	12562959	12565051	+
9587	chr1	166016694	166018792	+
9588	chr6	71143338	71144500	+
9589	chr7	109958538	109960178	+
9591	chr5	53994725	53996255	+
9592	chr7	140376373	140377935	+
9593	chr3	129493582	129494970	+
9594	chr5	64780093	64781661	+
9596	chr10	85828346	85829878	+
9597	chr12	59133439	59135121	+
9598	chr2	13390088	13391642	+
9599	chrX	20797881	20799407	+
9601	chr16	91474824	91477062	+
9602	chr8	39020604	39022078	+
9603	chr8	117673305	117674179	+
9604	chr15	77808785	77810083	+
9605	chr7	132772106	132773314	+
9606	chr7	80582707	80584257	+
9607	chr17	6106015	6108327	+
9609	chr11	94548538	94549518	+
9610	chr11	101441908	101443448	+
9611	chr19	4203433	4204847	+
9612	chr5	136863475	136864791	+
9613	chr1	80338830	80340278	+
9614	chr5	134490333	134492355	+
9615	chr11	76456277	76457791	+
9616	chr13	37857177	37858607	+
9617	chr3	62506114	62507552	+
9618	chr2	132034949	132036297	+
9619	chr9	90236856	90237920	+
9620	chr9	96476796	96479734	+
9621	chr5	127610357	127611637	+
9622	chr10	96705757	96707445	+
9623	chr13	95719250	95720944	+
9624	chr11	100588373	100590403	+
9626	chr1	183988496	183990710	+
9627	chr5	99906111	99907007	+
9628	chr9	121316218	121317878	+
9629	chr8	126843446	126844880	+
9630	chr4	138943486	138944390	+
9632	chr15	97381458	97383556	+
9633	chr12	8640318	8641844	+
9635	chr2	32727610	32729420	+
9636	chr13	91169124	91170080	+
9638	chr12	41851604	41852898	+
9639	chr3	131110667	131112363	+
9640	chr10	95313165	95314731	+
9641	chr9	121314469	121315627	+
9643	chr19	32679583	32681541	+
9644	chr18	75321727	75323021	+
9645	chr11	100581881	100583671	+
9646	chr13	4941367	4943451	+
9647	chr16	95727561	95729543	+
9648	chr9	123811045	123812753	+
9650	chr10	40380680	40381820	+
9651	chr11	117109254	117110464	+
9655	chr12	54568588	54569562	+
9657	chr17	57192803	57194231	+
9659	chr1	173436794	173437760	+
9660	chr11	71202352	71203530	+
9661	chr11	86925019	86926073	+
9662	chr7	39543977	39544733	+
9663	chr15	38661541	38662845	+
9664	chr2	6695483	6696881	+
9665	chr4	119108420	119109924	+
9667	chr12	51855700	51857476	+
9668	chr16	44773148	44775218	+
9669	chr9	21724762	21726540	+
9670	chr17	25132672	25134840	+
9672	chr8	111559318	111560980	+
9674	chr6	99305210	99307136	+
9677	chr15	5242480	5244004	+
9678	chr8	25132448	25133590	+
9679	chr6	95717268	95718658	+
9680	chr17	34309187	34310587	+
9681	chr1	85697299	85698591	+
9682	chr11	78164435	78165933	+
9683	chr7	80636965	80638439	+
9685	chr5	107945852	107947432	+
9686	chr13	41016011	41017079	+
9687	chr11	98783012	98784042	+
9690	chr7	75800763	75801731	+
9691	chr15	78574998	78577142	+
9692	chr17	28467398	28468794	+
9693	chr8	126651715	126652907	+
9696	chr2	118007544	118008812	+
9697	chr18	84887333	84889449	+
9698	chr4	8783292	8784988	+
9699	chr4	142396958	142398928	+
9702	chr1	165809518	165811392	+
9704	chr3	37151872	37153044	+
9705	chr5	62846021	62847917	+
9706	chr16	91451577	91453051	+
9707	chr3	95644819	95646773	+
9709	chr13	42052133	42053739	+
9710	chr12	8359017	8360213	+
9711	chr10	8065229	8067309	+
9712	chr11	3312420	3314012	+
9713	chrX	159254065	159255435	+
9715	chr14	25523655	25525025	+
9716	chr11	57957711	57958865	+
9717	chr7	16716110	16717516	+
9718	chr10	44529031	44530081	+
9719	chr14	79126025	79127211	+
9721	chr1	166378930	166380558	+
9724	chr17	86436563	86437583	+
9727	chr14	70064033	70065863	+
9728	chr4	141951749	141953603	+
9729	chr10	18527204	18528268	+
9730	chr14	122907400	122909128	+
9731	chr8	34120278	34121634	+
9733	chr16	23249452	23251574	+
9734	chr4	88867748	88869094	+
9736	chr15	36791208	36792844	+
9738	chr14	30405719	30406745	+
9739	chr10	40419320	40420918	+
9740	chr15	100442657	100444337	+
9741	chr1	156420225	156422087	+
9742	chr1	38657081	38658475	+
9743	chr4	151985848	151987270	+
9744	chr2	170252359	170253377	+
9746	chr18	62174202	62175494	+
9747	chr14	21112289	21113561	+
9748	chr17	44776476	44778520	+
9749	chr19	6296281	6297263	+
9750	chr1	52651732	52653068	+
9751	chr4	44065441	44066327	+
9752	chr3	103989603	103991337	+
9753	chr17	35163298	35165270	+
9754	chr11	118265490	118266956	+
9755	chr2	31470494	31471334	+
9757	chr11	62730955	62732853	+
9760	chr18	35497476	35499636	+
9762	chr10	53595003	53596621	+
9763	chr13	9763382	9764256	+
9765	chr1	161906978	161908098	+
9767	chr10	110890371	110891829	+
9768	chr10	127063416	127064980	+
9769	chr4	114652084	114653228	+
9771	chr13	111977302	111978578	+
9773	chr10	122651609	122652601	+
9774	chr10	14207251	14210123	+
9775	chr5	142401993	142403393	+
9777	chr7	142532959	142534923	+
9778	chr12	52700756	52702024	+
9779	chr18	70631892	70633488	+
9781	chr9	114741511	114743995	+
9782	chr18	34108771	34109833	+
9783	chr13	55671902	55673898	+
9784	chr4	40776889	40778577	+
9786	chr17	36315134	36316088	+
9787	chr4	150586579	150588419	+
9790	chr3	20105773	20107887	+
9791	chr4	133820107	133822055	+
9792	chr13	63567378	63568822	+
9793	chr8	90876676	90878110	+
9794	chr4	95215948	95217138	+
9795	chr17	23797061	23798091	+
9796	chr2	93131869	93132875	+
9798	chrX	13622293	13624549	+
9799	chr1	52034632	52036260	+
9800	chr5	64341575	64343103	+
9801	chr9	70079713	70080655	+
9802	chr6	145616116	145617004	+
9803	chr12	106308200	106309496	+
9805	chr17	15705693	15707179	+
9806	chr17	73949220	73950098	+
9807	chr3	96813347	96815049	+
9808	chr11	34762725	34764153	+
9810	chr13	117260207	117261735	+
9813	chr3	115689097	115690847	+
9814	chr2	32501175	32503009	+
9815	chr9	106684752	106686026	+
9816	chr19	35126895	35128025	+
9817	chr16	21689276	21691164	+
9819	chr16	42874437	42875807	+
9822	chr15	96598635	96600607	+
9823	chr6	124906304	124908950	+
9824	chr9	118040411	118041919	+
9825	chr9	33059458	33060864	+
9826	chr8	8688325	8690417	+
9827	chr10	80674312	80675744	+
9828	chr3	9498613	9499803	+
9829	chr3	152955781	152956789	+
9831	chr17	31215745	31217375	+
9832	chr12	79635056	79637208	+
9833	chr4	150583383	150584757	+
9839	chr8	94408736	94409954	+
9840	chr11	104439762	104441270	+
9843	chr14	7818267	7819289	+
9844	chr4	75266511	75268473	+
9845	chr1	180921954	180923018	+
9847	chr4	106803800	106804966	+
9848	chr4	106841749	106842983	+
9849	chr5	64815812	64817354	+
9850	chr6	106725588	106726470	+
9852	chr11	106065471	106067247	+
9853	chr5	106982072	106983010	+
9854	chr13	83571760	83572638	+
9855	chr11	115198754	115199848	+
9858	chr6	39285113	39286637	+
9859	chr4	136081125	136082509	+
9862	chr10	111213921	111215657	+
9863	chr16	38635149	38636599	+
9865	chr7	132610390	132611406	+
9866	chr5	64377098	64378150	+
9867	chr2	157278598	157280020	+
9869	chr19	46075897	46077385	+
9870	chr9	21002120	21003632	+
9871	chr7	114090487	114092483	+
9873	chr11	59471499	59472381	+
9874	chr12	111166230	111167746	+
9875	chr10	120977935	120980179	+
9876	chr17	84360478	84363694	+
9878	chr18	36286294	36288324	+
9879	chr6	134342256	134343706	+
9881	chr10	34172190	34173510	+
9882	chr7	101457523	101458411	+
9883	chr14	64374727	64375771	+
9884	chr5	107287922	107290070	+
9885	chr8	117283908	117285148	+
9886	chr2	167056851	167059523	+
9888	chr9	70891442	70892258	+
9889	chr2	125246659	125248697	+
9890	chr15	80580677	80582393	+
9893	chr9	66510556	66512140	+
9894	chr13	62382492	62383410	+
9896	chr17	73838393	73840203	+
9897	chr2	30942340	30943474	+
9899	chr15	78923259	78924187	+
9901	chr15	8568612	8570542	+
9903	chr9	56936819	56938611	+
9904	chr12	82207285	82209715	+
9906	chr13	37147826	37150028	+
9907	chr15	97248008	97249028	+
9908	chr17	71194923	71196787	+
9909	chr7	127026998	127028128	+
9910	chr6	121062797	121063687	+
9911	chr11	57673446	57674942	+
9912	chr6	127991554	127992336	+
9913	chr16	49943103	49944695	+
9915	chr4	135153372	135154834	+
9919	chr11	4986944	4988892	+
9923	chr15	80535870	80537286	+
9924	chr2	60125052	60125948	+
9925	chr13	113613868	113615248	+
9926	chr6	86605068	86606774	+
9927	chr10	24650882	24651906	+
9930	chr11	55193501	55195501	+
9931	chr11	5436904	5438614	+
9933	chr9	61947403	61949001	+
9936	chr3	146157284	146159404	+
9937	chr3	83840969	83841845	+
9939	chr6	115601511	115603283	+
9941	chr3	35731610	35732794	+
9942	chrX	50835928	50837070	+
9943	chr10	111506273	111508467	+
9944	chr11	95896660	95897674	+
9945	chr15	76272941	76274803	+
9946	chr17	73901426	73903770	+
9949	chr10	99181133	99182875	+
9950	chr1	161712616	161714180	+
9951	chr10	56114507	56115631	+
9952	chr19	21173638	21174780	+
9953	chr15	6555287	6557437	+
9954	chr13	9092868	9095438	+
9955	chr4	87893252	87894952	+
9956	chr16	64835797	64837555	+
9957	chr6	94664759	94666555	+
9958	chr11	116438752	116440182	+
9959	chr9	61763696	61765664	+
9960	chr10	96609808	96611208	+
9963	chr11	49982487	49984241	+
9964	chr13	64298114	64300606	+
9965	chr4	106839292	106841056	+
9968	chr15	78594307	78596367	+
9969	chr6	47349259	47350279	+
9972	chr6	72880398	72882404	+
9973	chr19	32187825	32189403	+
9977	chr4	59320868	59322406	+
9978	chr10	83152592	83154160	+
9979	chr2	102967462	102968730	+
9981	chr14	21100877	21102137	+
9982	chr8	83200209	83201495	+
9983	chr6	99520618	99522924	+
9985	chr17	44623262	44624470	+
9987	chrX	167091053	167093001	+
9988	chr1	94091286	94092654	+
9989	chr6	88522546	88523730	+
9990	chr4	83511865	83513505	+
9991	chr6	108465558	108466866	+
9992	chr11	98148118	98150152	+
9993	chr18	23841281	23843029	+
9994	chr3	115668587	115669753	+
9995	chr19	47440964	47442520	+
9996	chr2	167347558	167348954	+
9999	chr11	113267361	113268647	+
10001	chr18	36018188	36018952	+
10002	chr13	8831016	8832534	+
10004	chr15	98927283	98928891	+
10006	chr4	106909658	106911068	+
10013	chr7	76233866	76235318	+
10016	chr7	76236988	76238650	+
10017	chr16	51806701	51808379	+
10018	chr8	78629992	78631004	+
10019	chr6	127470844	127472378	+
10020	chr10	88404907	88406861	+
10021	chr10	125370215	125371225	+
10023	chr8	122299088	122300484	+
10024	chr17	80138965	80140369	+
10025	chr2	28582332	28583720	+
10027	chr15	53308454	53309734	+
10028	chr10	54070273	54071771	+
10029	chr9	78099910	78101936	+
10033	chr11	75253813	75255641	+
10034	chr16	17014679	17017037	+
10035	chr12	26459007	26460421	+
10036	chr2	120562787	120564135	+
10038	chr5	45449384	45450462	+
10040	chr16	78264268	78265206	+
10041	chr12	79633213	79634823	+
10042	chr2	75981304	75982226	+
10043	chr8	79027802	79029410	+
10044	chr9	13825678	13826896	+
10046	chr10	96658476	96660750	+
10047	chr17	86165940	86167294	+
10048	chr4	150000904	150001758	+
10049	chr10	21618160	21619428	+
10051	chr8	26978211	26979273	+
10053	chr7	83891743	83892771	+
10054	chr9	21462885	21464657	+
10055	chr9	90125855	90127761	+
10056	chr3	153260284	153261296	+
10058	chr4	109280274	109282134	+
10059	chr6	120978161	120979169	+
10060	chr10	128097179	128098559	+
10061	chr6	88044120	88045630	+
10063	chr17	23924634	23925560	+
10064	chr3	89196019	89197367	+
10065	chr19	53394526	53396398	+
10066	chr11	55112742	55114326	+
10069	chr1	37028708	37029822	+
10071	chr5	33757409	33760343	+
10074	chr9	116168483	116169923	+
10075	chr13	100201215	100202549	+
10077	chrX	167137778	167140136	+
10078	chr13	112472055	112473097	+
10079	chr1	54896459	54897711	+
10080	chr4	93520427	93521431	+
10082	chr10	42268879	42270345	+
10083	chr1	167283511	167284961	+
10084	chr17	17909716	17910792	+
10085	chr2	145832004	145833166	+
10086	chr6	119480044	119481922	+
10088	chr1	160038880	160040568	+
10089	chrX	150477539	150479039	+
10090	chr7	45591363	45592809	+
10091	chr8	111539754	111541524	+
10093	chr10	20281765	20282689	+
10097	chr3	95315113	95316709	+
10098	chrX	140519623	140521165	+
10099	chr10	66919432	66920550	+
10100	chr5	32766935	32768407	+
10101	chr10	61451163	61452311	+
10102	chr4	95194606	95195512	+
10103	chr8	126838831	126840469	+
10105	chr3	52676761	52678009	+
10106	chr5	20955647	20956733	+
10107	chr9	94945242	94946910	+
10111	chr14	67188755	67189637	+
10112	chr1	36461952	36462906	+
10113	chr11	99110181	99112233	+
10114	chr2	31256246	31257198	+
10115	chr6	52639266	52640186	+
10117	chr18	65404383	65406061	+
10118	chr16	4677470	4679044	+
10119	chr7	101616652	101618020	+
10120	chr7	123108085	123109143	+
10121	chr9	13443789	13445541	+
10122	chr16	33746562	33748658	+
10123	chr13	13558882	13560232	+
10125	chr5	100526252	100528788	+
10126	chr5	130195769	130197627	+
10127	chr1	39921088	39922954	+
10128	chr8	117262072	117263884	+
10129	chr13	95741717	95742799	+
10132	chr18	35598556	35599846	+
10133	chr1	69768272	69769672	+
10134	chr1	92468652	92470364	+
10135	chr19	37553421	37555201	+
10136	chr5	36747352	36749614	+
10137	chr10	117627124	117628190	+
10138	chr10	44002926	44004424	+
10142	chr3	52862670	52864266	+
10144	chr18	34926216	34928770	+
10145	chr2	155019520	155020360	+
10146	chr7	68270512	68272620	+
10147	chr19	41038782	41039788	+
10148	chr12	25009063	25011565	+
10149	chr2	70661010	70662692	+
10150	chr18	30272258	30273958	+
10151	chr10	37231091	37233115	+
10152	chr7	64160103	64161135	+
10153	chr5	134213609	134215087	+
10154	chr19	32408804	32410798	+
10155	chr5	90492669	90493695	+
10159	chr12	72843317	72844533	+
10161	chr8	122549235	122550671	+
10163	chr11	75966485	75967845	+
10164	chr15	97577554	97579008	+
10168	chr19	10759194	10760780	+
10170	chr13	46338001	46339547	+
10171	chr2	18671613	18673683	+
10174	chr14	55659383	55660577	+
10175	chr8	27172699	27174415	+
10176	chr10	96837787	96839669	+
10178	chr3	103779875	103781217	+
10179	chr15	100414350	100417738	+
10180	chr4	32054833	32055781	+
10182	chr1	88636194	88637238	+
10183	chr6	122800946	122802036	+
10184	chr1	170213628	170215868	+
10185	chr10	95939992	95942374	+
10186	chr2	173017466	173018980	+
10187	chr16	57246226	57247956	+
10188	chr2	120352296	120353468	+
10190	chr2	94178429	94179443	+
10192	chr12	12274507	12275947	+
10195	chr3	121547696	121548764	+
10197	chr6	82912937	82914095	+
10198	chr6	54846623	54848347	+
10199	chr8	116928352	116929938	+
10200	chr3	90490153	90491375	+
10203	chr14	72602920	72603950	+
10205	chr6	29848237	29850293	+
10206	chr3	103404349	103405883	+
10207	chr4	88003130	88004906	+
10208	chr6	98993093	98994373	+
10209	chr11	3931101	3932591	+
10210	chr17	83311759	83313595	+
10211	chr13	10065163	10066791	+
10212	chr2	170116381	170117355	+
10213	chr10	95562302	95563460	+
10214	chr13	101766996	101768824	+
10218	chrX	9661996	9663416	+
10219	chr2	76370031	76371597	+
10220	chr12	107814350	107815858	+
10222	chr2	79635220	79636516	+
10223	chr6	137557827	137559061	+
10224	chr9	54864132	54866414	+
10225	chr9	41950797	41951819	+
10226	chr5	65107015	65109093	+
10227	chr17	80112254	80113174	+
10229	chr15	94478401	94479611	+
10231	chr5	63755391	63756853	+
10233	chr18	38371756	38373264	+
10234	chr11	88555298	88556976	+
10236	chr4	128734680	128735904	+
10238	chr1	164571301	164572479	+
10239	chr3	54708594	54709740	+
10240	chr5	107900419	107902413	+
10241	chr12	111896602	111897832	+
10242	chr10	98738789	98740475	+
10243	chr17	13007781	13009599	+
10244	chr18	12808102	12809230	+
10246	chr5	65832984	65835300	+
10247	chr6	49972867	49974091	+
10248	chr18	52464679	52467023	+
10249	chr18	79292814	79294110	+
10250	chr7	25826796	25828676	+
10251	chr17	29431291	29432675	+
10252	chr14	48375824	48376716	+
10254	chr12	16049049	16050087	+
10255	chr3	146192008	146192886	+
10257	chr12	80059488	80060876	+
10259	chr10	120220004	120221394	+
10261	chr4	123749125	123750915	+
10264	chr13	51101240	51102710	+
10265	chr9	56325055	56326793	+
10266	chr19	43529646	43531102	+
10268	chr2	166000578	166002140	+
10271	chr5	105133716	105136268	+
10272	chr1	131383960	131385374	+
10273	chr5	8668938	8670198	+
10275	chr13	92674222	92675402	+
10276	chr9	14272264	14274008	+
10277	chr16	38476025	38476909	+
10280	chr16	20495949	20497627	+
10283	chr4	86721238	86722536	+
10284	chr10	96518977	96520555	+
10286	chr17	73869063	73869949	+
10288	chr5	140648062	140649336	+
10290	chr4	47251156	47252090	+
10291	chr6	88840441	88842143	+
10292	chr18	7626236	7627024	+
10294	chr8	128652831	128654587	+
10295	chr19	21603638	21604838	+
10296	chr9	94536504	94538112	+
10297	chr10	21225358	21227162	+
10298	chr7	127421157	127422415	+
10300	chr2	167334379	167335751	+
10301	chr6	134791091	134793001	+
10304	chr12	108653171	108655069	+
10305	chr9	56994581	56996441	+
10306	chr6	114882324	114884440	+
10308	chr11	115706606	115708284	+
10310	chr8	70832370	70833714	+
10311	chr2	153116973	153117851	+
10312	chr2	39189436	39190464	+
10313	chr18	20945624	20947462	+
10315	chr10	117658257	117659981	+
10317	chr9	22156700	22157518	+
10318	chr1	133545135	133545939	+
10319	chr12	91766417	91767421	+
10320	chr8	95809465	95811051	+
10321	chr8	105917627	105919743	+
10322	chr10	44442613	44444527	+
10323	chrX	12766334	12767706	+
10326	chr9	116249447	116250535	+
10328	chr13	19355840	19357544	+
10329	chr11	63908028	63910094	+
10331	chr5	54097978	54098856	+
10332	chr11	101640950	101643632	+
10335	chr15	77698157	77699855	+
10336	chr11	106670539	106671799	+
10337	chr1	38885588	38886730	+
10339	chr16	58689695	58690845	+
10340	chr11	106703298	106705466	+
10341	chr15	73134585	73136293	+
10344	chr3	52789836	52792406	+
10345	chrX	77510426	77512886	+
10347	chr15	98510537	98512405	+
10348	chr14	27390529	27392953	+
10350	chr3	52400528	52401984	+
10351	chr15	86054613	86055833	+
10352	chr18	32146989	32148295	+
10353	chr3	96550902	96551936	+
10354	chr7	143756170	143757950	+
10355	chr12	107926318	107927764	+
10356	chr8	123050353	123052259	+
10358	chr12	17506750	17508150	+
10359	chr17	6654352	6656812	+
10360	chr2	91729871	91731209	+
10361	chr6	129746206	129747748	+
10362	chr11	103381465	103382813	+
10364	chr6	59184972	59186110	+
10365	chr10	57752327	57753623	+
10366	chr1	69512827	69514281	+
10367	chr11	99125968	99127556	+
10368	chr1	127982580	127983792	+
10372	chr7	28208351	28209759	+
10373	chr1	161893253	161894621	+
10374	chr5	23603725	23606333	+
10377	chrX	166479012	166480412	+
10378	chr6	66895944	66898266	+
10380	chr13	24539343	24541303	+
10381	chr3	100818388	100819314	+
10382	chr1	51525351	51527025	+
10384	chr6	50187867	50189115	+
10385	chr11	53350685	53352421	+
10386	chr1	51934686	51936236	+
10387	chr7	28798839	28801131	+
10388	chr18	40218268	40219884	+
10389	chr2	75823323	75824609	+
10390	chr4	134912611	134914673	+
10391	chr17	21679373	21680525	+
10393	chr9	13535431	13537361	+
10394	chr11	55031669	55033555	+
10395	chr16	87708877	87709773	+
10396	chr4	15929267	15930733	+
10397	chr11	55140717	55142451	+
10399	chr8	106563339	106564223	+
10401	chr4	32422734	32424448	+
10402	chr1	92183260	92184400	+
10403	chr2	75635848	75637678	+
10404	chr2	155691303	155692913	+
10405	chr16	43689774	43690998	+
10406	chr15	39904494	39905520	+
10407	chr2	3799317	3800223	+
10408	chr8	22847264	22848914	+
10412	chr12	55559738	55560758	+
10414	chr12	73688266	73690510	+
10415	chr7	29211062	29212092	+
10416	chr9	73067819	73069417	+
10417	chr12	52615295	52616461	+
10418	chr3	32511015	32512805	+
10421	chr9	88708629	88710813	+
10422	chr12	75494212	75496134	+
10423	chr5	134394291	134395917	+
10424	chr1	54839294	54840988	+
10425	chr7	81932467	81933667	+
10426	chr4	35095517	35096745	+
10427	chr13	112388236	112389272	+
10428	chr7	48788817	48789571	+
10430	chr7	31167992	31169122	+
10431	chr8	15033018	15034128	+
10432	chr13	54191924	54192834	+
10434	chr11	103257489	103259349	+
10436	chr4	144995272	144997168	+
10438	chr11	119676698	119678426	+
10439	chr5	44216773	44218553	+
10441	chr15	8278771	8280177	+
10442	chrX	74022285	74024217	+
10444	chr11	16956100	16957200	+
10445	chr7	125190011	125191199	+
10446	chr17	83646107	83647703	+
10447	chr3	21942576	21943610	+
10449	chr1	5082370	5084514	+
10450	chr9	107628707	107629867	+
10451	chr1	181015720	181017184	+
10452	chr8	128489204	128490576	+
10453	chr9	22475729	22476635	+
10456	chr1	69687402	69688936	+
10457	chr7	80639132	80641548	+
10458	chr17	24288306	24289642	+
10461	chr1	173451207	173452701	+
10463	chr2	61496183	61498097	+
10464	chr3	101234878	101236766	+
10466	chr11	105179757	105181151	+
10467	chr11	102431649	102432861	+
10468	chr14	32165152	32166896	+
10470	chr8	81618530	81620486	+
10471	chr6	72996473	72998207	+
10472	chr8	117224449	117225079	+
10475	chr14	70402026	70403166	+
10476	chr17	34134991	34136093	+
10477	chr11	87852932	87853970	+
10480	chr1	191424288	191425574	+
10483	chr1	54903704	54905504	+
10484	chr15	96287442	96289240	+
10485	chr1	69759207	69760653	+
10487	chr17	28620972	28622388	+
10489	chr4	32297995	32299413	+
10490	chr14	40931096	40932020	+
10492	chr15	66899145	66900479	+
10493	chr16	22118622	22119798	+
10494	chr16	10383768	10384920	+
10495	chr15	75641606	75643238	+
10496	chr3	104629689	104631599	+
10498	chr6	56903527	56905175	+
10499	chr1	157066427	157067585	+
10500	chr19	32960495	32961265	+
10501	chr9	118082192	118083160	+
10503	chr4	88080502	88082160	+
10504	chr4	8853001	8854449	+
10505	chr2	30463641	30464733	+
10507	chr13	91430270	91431272	+
10508	chr18	32979007	32980293	+
10509	chr4	135080571	135081721	+
10512	chr4	150963937	150965409	+
10514	chr3	37283049	37284339	+
10515	chr18	89244847	89246271	+
10517	chr5	121204670	121206378	+
10519	chr1	52815896	52817368	+
10521	chr16	10841171	10843305	+
10522	chr11	44525586	44527680	+
10523	chr5	113906895	113908281	+
10524	chr17	57188503	57189509	+
10526	chr5	88953032	88954044	+
10527	chr4	108070517	108071785	+
10528	chr11	100626450	100627214	+
10529	chr4	12086972	12088368	+
10530	chr11	69371315	69372485	+
10531	chr1	165837701	165839623	+
10532	chr9	14883803	14885681	+
10533	chr16	35362714	35363880	+
10534	chr14	87497952	87499736	+
10535	chr2	109277389	109278677	+
10540	chr12	107720540	107721884	+
10541	chr1	156437285	156439105	+
10542	chr10	54032338	54033678	+
10543	chr4	119358786	119359940	+
