	Chr	Start	End	Strand
28797	chr12	15930613	15931113	+
28814	chr15	67292350	67292850	+
28820	chr15	59759596	59760096	+
28840	chr8	61606482	61607280	+
28843	chr9	56292190	56292824	+
28845	chr3	37649871	37650371	+
28848	chr15	39118270	39118770	+
28859	chr19	44461618	44462118	+
28863	chr2	68864493	68865259	+
28864	chr6	120930582	120931338	+
28866	chr7	127253602	127254102	+
28867	chr6	120014534	120015034	+
28868	chr11	70027354	70028000	+
28869	chr15	66899629	66900129	+
28873	chr18	46013424	46013924	+
28882	chr1	136601787	136602287	+
28890	chr5	122304000	122304500	+
28893	chr5	62892567	62893067	+
28898	chr15	82364703	82365203	+
28904	chr1	160050220	160050720	+
28929	chr9	66604933	66605433	+
28943	chr2	29634375	29635091	+
28950	chr17	36274867	36275367	+
28951	chr9	114446669	114447169	+
28955	chr16	7927462	7927962	+
28957	chr10	93125738	93126238	+
28978	chr5	62743368	62744120	+
28990	chr1	34237392	34238020	+
28991	chr13	108299769	108300269	+
28994	chr4	149163570	149164444	+
29028	chr6	145002031	145002725	+
29043	chr3	37202391	37203029	+
29056	chr1	162005052	162005552	+
29065	chr10	93768075	93768699	+
29077	chr10	121089616	121090242	+
29089	chr16	44687556	44688310	+
29099	chr8	119556600	119557254	+
29108	chr17	36034525	36035335	+
29121	chr13	37627740	37628240	+
29127	chr19	29271230	29271854	+
29130	chrX	36802807	36803573	+
29139	chr17	26552601	26553243	+
29144	chr3	38698192	38698692	+
29172	chr2	166412547	166413307	+
29197	chr15	36388652	36389556	+
29198	chr10	82982611	82983111	+
29202	chr2	31463861	31464361	+
29216	chr11	74835140	74835780	+
29245	chr7	122393826	122394526	+
29273	chr6	51287293	51287937	+
29279	chr3	154093505	154094131	+
29280	chr2	147016112	147016612	+
29282	chr18	74823412	74824038	+
29284	chr16	10761417	10761917	+
29302	chr15	66851407	66851907	+
29321	chr1	191189272	191189772	+
29331	chr15	75906208	75906708	+
29336	chr4	133845258	133845758	+
29354	chr1	61027052	61027552	+
29362	chr12	34806294	34807080	+
29374	chr6	125468078	125468724	+
29386	chr3	87982725	87983225	+
29389	chr12	86693398	86694194	+
29418	chr2	91791763	91792263	+
29453	chr1	131037936	131038562	+
29459	chr13	35756154	35756654	+
29474	chr16	52087737	52088379	+
29477	chr3	116380438	116380938	+
29486	chr4	83354516	83355212	+
29493	chr15	76522978	76523622	+
29494	chr17	27658682	27659320	+
29496	chr2	163662869	163663677	+
29500	chr15	67416255	67416879	+
29515	chr19	29487547	29488047	+
29519	chr9	118705864	118706364	+
29521	chr13	45875706	45876206	+
29533	chr15	80223652	80224152	+
29538	chrX	106009677	106010381	+
29547	chr16	52072897	52073521	+
29554	chr5	105305812	105306440	+
29558	chr4	155516385	155516885	+
29582	chr1	106511453	106512079	+
29606	chr11	108245951	108246451	+
29607	chr2	104526265	104526765	+
29612	chr13	111470409	111471059	+
29614	chr1	60833069	60833569	+
29619	chr4	43961104	43961792	+
29623	chr10	60747432	60747932	+
29632	chr4	48053769	48054269	+
29646	chr7	66194477	66194977	+
29650	chr5	32746803	32747427	+
29651	chr9	77683100	77683600	+
29659	chr17	29513093	29513593	+
29660	chr10	18967092	18967592	+
29674	chr4	133480665	133481165	+
29715	chr10	111912638	111913268	+
29716	chr16	57491786	57492286	+
29720	chr19	42157810	42158440	+
29727	chr19	28869158	28869658	+
29731	chr6	113099069	113099699	+
29752	chr13	36366264	36366764	+
29754	chr12	85368726	85369354	+
29755	chr1	93757356	93757856	+
29766	chr7	139156497	139156997	+
29773	chr3	69259406	69260040	+
29785	chr4	62691654	62692312	+
29792	chr15	78422555	78423055	+
29800	chr3	115858972	115859472	+
29808	chr10	42908307	42908807	+
29835	chr16	52107393	52108023	+
29836	chr3	106828464	106828964	+
29838	chr17	56266266	56266766	+
29842	chr7	44837543	44838199	+
29854	chrX	103553833	103554765	+
29856	chr10	117895283	117895783	+
29857	chr13	43319344	43319844	+
29862	chr5	96908471	96909265	+
29865	chr2	166757616	166758246	+
29869	chr9	57948263	57948917	+
29870	chr9	35264231	35265013	+
29880	chr18	67391713	67392213	+
29888	chr4	102681595	102682095	+
29889	chr9	118451545	118452199	+
29901	chr5	107750409	107750909	+
29906	chr3	37675328	37675828	+
29933	chr15	73117502	73118002	+
29938	chr5	143907592	143908228	+
29948	chr1	155139594	155140094	+
29953	chr15	98626023	98626803	+
29956	chr18	77776561	77777061	+
29972	chrX	96121887	96122387	+
29995	chr17	71595907	71596407	+
30024	chr8	119585684	119586184	+
30025	chr2	166972766	166973412	+
30028	chr19	29193532	29194032	+
30043	chr7	79286090	79286904	+
30046	chr3	131175230	131175730	+
30049	chr11	61062441	61063215	+
30061	chr17	10326652	10327284	+
30066	chr9	14140449	14140949	+
30067	chr4	88218552	88219052	+
30081	chr11	6393648	6394148	+
30088	chrX	167130746	167131502	+
30089	chr7	96870657	96871411	+
30106	chr10	80669065	80669777	+
30109	chr16	94520553	94521181	+
30115	chr2	165868844	165869638	+
30120	chr9	119994097	119994723	+
30121	chr9	51183967	51184467	+
30148	chr11	5523242	5523742	+
30149	chr6	3339836	3340494	+
30157	chr4	44758164	44758664	+
30187	chr10	118110038	118110538	+
30196	chr13	99412119	99412619	+
30204	chr12	80835726	80836412	+
30221	chr15	12432898	12433398	+
30233	chr3	135722547	135723047	+
30238	chr5	36570752	36571252	+
30240	chr11	72023594	72024094	+
30250	chr10	87058575	87059335	+
30262	chr14	74847754	74848254	+
30265	chr17	52456204	52456834	+
30266	chr14	16253010	16253684	+
30272	chr3	152398779	152399409	+
30277	chr9	66265576	66266224	+
30294	chr6	149040206	149040966	+
30302	chr9	41049264	41049764	+
30310	chr13	94794996	94795624	+
30318	chr4	63927855	63928355	+
30322	chr4	109105118	109105618	+
30325	chr9	45057940	45058440	+
30330	chr9	89203779	89204629	+
30342	chr7	19321736	19322236	+
30351	chr19	36476104	36476604	+
30352	chr18	6243770	6244270	+
30354	chr11	103032914	103033414	+
30357	chr7	126276116	126276616	+
30363	chr11	109779520	109780020	+
30377	chr14	56291259	56291911	+
30378	chr15	99754299	99754799	+
30382	chr3	37228798	37229298	+
30388	chr7	130695324	130695824	+
30396	chr8	120936515	120937015	+
30398	chr16	55970033	55970533	+
30400	chr11	22674277	22674777	+
30408	chr7	138841836	138842336	+
30411	chr17	44599226	44599854	+
30415	chr8	124585452	124586080	+
30417	chr4	155603173	155603801	+
30419	chr4	139556109	139556609	+
30442	chr10	8514626	8515126	+
30445	chr5	20878425	20878925	+
30457	chr10	71398846	71399474	+
30472	chr18	34921561	34922061	+
30484	chr8	72291294	72291794	+
30496	chr9	73060625	73061125	+
30542	chr4	57104043	57104543	+
30544	chr1	64308562	64309062	+
30557	chr13	44096791	44097291	+
30576	chr3	126830854	126831592	+
30578	chr10	68123345	68123987	+
30583	chr10	93192973	93193473	+
30598	chr11	23778478	23779284	+
30601	chr5	62806313	62806963	+
30603	chr11	46367700	46368200	+
30605	chr1	89130951	89131611	+
30607	chr15	62145650	62146150	+
30613	chr10	122806900	122807560	+
30621	chr2	11142456	11142956	+
30623	chr2	49772873	49773373	+
30627	chr11	119975747	119976247	+
30638	chr17	15289237	15289863	+
30649	chr4	133907864	133908364	+
30652	chr5	107151065	107151565	+
30659	chr17	14172699	14173199	+
30665	chr7	74538701	74539481	+
30674	chr10	115242085	115242585	+
30682	chr4	89091919	89092419	+
30704	chr17	32246343	32246843	+
30709	chr15	67382715	67383215	+
30714	chr19	30036576	30037204	+
30736	chr1	87871204	87871704	+
30737	chr4	87976292	87976792	+
30744	chr1	85901140	85901768	+
30758	chr17	12203969	12204601	+
30773	chr2	18687393	18687893	+
30789	chr7	37437718	37438218	+
30809	chr5	123911784	123912284	+
30817	chr15	80320024	80320524	+
30824	chr7	117470674	117471174	+
30826	chr11	60129686	60130186	+
30835	chr14	78302376	78302876	+
30843	chr9	46045780	46046564	+
30844	chr2	78978482	78978982	+
30847	chr4	42946544	42947044	+
30848	chr15	61545035	61545535	+
30886	chr10	54117450	54117950	+
30891	chr4	89008089	89008589	+
30899	chr1	21029359	21029859	+
30920	chr3	135582460	135582960	+
30926	chr6	134071366	134071866	+
30931	chr5	32745779	32746279	+
30932	chr12	21116777	21117555	+
30954	chr6	143871274	143871774	+
30958	chr19	34179487	34179987	+
30960	chr14	8621278	8622098	+
30984	chr13	46716798	46717470	+
30990	chr19	4805121	4805621	+
31013	chr12	77034515	77035015	+
31015	chr2	168117007	168117641	+
31019	chr3	103784243	103784743	+
31033	chr5	148649460	148650198	+
31036	chr13	17791573	17792211	+
31038	chr7	139131105	139131605	+
31040	chr11	51647244	51647744	+
31042	chr13	112824082	112824582	+
31045	chr8	46216478	46217160	+
31053	chr11	120853438	120853938	+
31062	chr8	68384257	68384757	+
31064	chr3	88338649	88339149	+
31079	chr7	125615163	125615663	+
31080	chr7	114099672	114100172	+
31090	chr10	39443129	39443629	+
31098	chr8	126612407	126612907	+
31108	chr15	100048088	100048588	+
31112	chr13	21364282	21364782	+
31113	chr8	120063254	120063754	+
31116	chr15	53259443	53259943	+
31135	chr12	79635493	79635993	+
31138	chr18	39831840	39832340	+
31142	chr11	106722900	106723400	+
31148	chr11	46455226	46455912	+
31160	chr1	43818976	43819476	+
31186	chr3	37123556	37124218	+
31188	chr11	120448189	120448689	+
31196	chr18	34923132	34923632	+
31200	chr16	4199697	4200197	+
31201	chr17	86313721	86314221	+
31202	chr8	121900811	121901311	+
31208	chr13	95688582	95689082	+
31212	chr1	135829144	135829644	+
31222	chr8	121650000	121650500	+
31229	chr2	35860529	35861295	+
31232	chr13	44508467	44508967	+
31233	chr16	93013580	93014080	+
31243	chr7	16385111	16385611	+
31250	chr18	10606417	10606917	+
31259	chr2	11649466	11649966	+
31280	chr6	31286177	31286887	+
31281	chr7	29144265	29144765	+
31286	chr5	31255595	31256219	+
31299	chr6	125510688	125511188	+
31318	chr3	22125514	22126014	+
31320	chr2	11146572	11147198	+
31328	chr19	11571642	11572142	+
31335	chr3	52196245	52196745	+
31352	chr2	167496271	167496771	+
31388	chr2	167295107	167295607	+
31399	chr15	82889070	82889570	+
31400	chr9	7827733	7828233	+
31419	chr9	66991218	66991718	+
31428	chr12	100203535	100204035	+
31457	chr6	146746148	146746836	+
31472	chr12	3297939	3298439	+
31473	chr17	84238512	84239012	+
31507	chr1	155121390	155122018	+
31508	chr1	13584851	13585351	+
31517	chr4	82755930	82756430	+
31518	chr14	61691349	61692123	+
31544	chr6	100836817	100837317	+
31564	chr4	133024624	133025124	+
31580	chr9	70693136	70693636	+
31592	chr1	52056418	52056918	+
31615	chr4	89139761	89140261	+
31622	chr8	25263430	25263930	+
31641	chr6	71434461	71434961	+
31662	chr2	119195948	119196448	+
31677	chr6	99051623	99052123	+
31678	chr2	70816507	70817007	+
31686	chr18	60480944	60481444	+
31703	chr15	73031687	73032187	+
31708	chr7	80066717	80067371	+
31720	chr4	117356309	117356809	+
31730	chr17	20948469	20948969	+
31731	chr9	53381147	53381773	+
31733	chr3	153907006	153907506	+
31742	chr14	65081381	65081881	+
31774	chr5	97692977	97693477	+
31797	chr9	103361764	103362396	+
31816	chr7	25109025	25109791	+
31818	chr17	51789910	51790410	+
31823	chrX	57179651	57180299	+
31824	chr18	50066163	50066663	+
31830	chr7	45560814	45561440	+
31838	chr3	84062143	84062643	+
31845	chr12	115833773	115834273	+
31860	chr2	62332443	62332943	+
31870	chr15	103152521	103153021	+
31875	chr13	113049676	113050344	+
31881	chr9	57928230	57928856	+
31891	chr4	135118454	135119228	+
31900	chr10	18891310	18891960	+
31906	chr12	107731146	107731646	+
31924	chr7	118105138	118105638	+
31932	chr3	103873060	103873560	+
31939	chr7	135597751	135598251	+
31982	chr19	53409762	53410404	+
31985	chr6	127144436	127144936	+
32007	chr11	70214109	70214739	+
32020	chr1	155054668	155055168	+
32031	chr6	135188614	135189282	+
32054	chr2	172974260	172974760	+
32076	chr7	133946243	133946869	+
32086	chr1	52708784	52709284	+
32091	chr9	68888452	68888952	+
32101	chr1	184019347	184019847	+
32114	chr15	31584743	31585369	+
32118	chr3	37642674	37643174	+
32125	chr5	103745492	103745992	+
32129	chr14	18021566	18022066	+
32135	chr11	70762170	70762670	+
32136	chr6	86594904	86595404	+
32139	chr10	127671882	127672382	+
32142	chr15	58163841	58164341	+
32145	chr10	12961169	12961669	+
32146	chr10	67112719	67113219	+
32177	chr10	96635414	96635914	+
32189	chr5	149633259	149633759	+
32228	chr18	34780451	34780951	+
32231	chr13	109901566	109902066	+
32239	chr12	70849510	70850010	+
32262	chr4	59803547	59804047	+
32267	chr3	75548668	75549168	+
32282	chr13	101528964	101529464	+
32299	chr2	131426854	131427354	+
32300	chr17	88448042	88448542	+
32314	chr18	82500682	82501182	+
32317	chr7	139369035	139369675	+
32334	chr2	61492036	61492536	+
32345	chr7	82110015	82110647	+
32347	chr3	130881675	130882175	+
32354	chr11	53821935	53822435	+
32376	chr16	90724419	90724919	+
32397	chr15	62147495	62147995	+
32429	chr1	92067120	92067620	+
32438	chr9	70689650	70690150	+
32441	chr9	32752187	32752687	+
32444	chr16	75897678	75898178	+
32480	chr1	13531429	13531929	+
32490	chr6	140439960	140440460	+
32521	chr10	80943910	80944538	+
32553	chr9	123240854	123241354	+
32568	chr8	79044637	79045137	+
32575	chr7	100816968	100817468	+
32607	chr10	5476269	5476769	+
32609	chr2	152297003	152297503	+
32613	chr14	74924345	74924845	+
32645	chr13	45686938	45687438	+
32652	chr9	44105714	44106214	+
32688	chr15	79695752	79696418	+
32690	chr3	126599512	126600012	+
32723	chr17	21568089	21568589	+
32732	chr13	32997571	32998071	+
32742	chr11	97508867	97509367	+
32746	chr1	135726326	135726826	+
32747	chr2	117399270	117399770	+
32788	chr11	51766192	51766692	+
32817	chr1	172286172	172286672	+
32843	chr16	24186613	24187113	+
32866	chr18	79234820	79235320	+
32870	chr2	3712183	3712683	+
32873	chr7	79139374	79139874	+
32894	chr2	166910946	166911446	+
32896	chr8	117344941	117345441	+
32909	chr6	83478129	83478629	+
32914	chr5	115693566	115694066	+
32936	chr1	131797523	131798023	+
32945	chr15	96828139	96828639	+
32949	chr6	39522558	39523058	+
32962	chr2	73465663	73466163	+
32985	chr13	44074345	44074845	+
32995	chr4	134353598	134354098	+
32996	chr8	84233282	84233782	+
32998	chr8	83750859	83751359	+
33001	chr1	38902279	38902779	+
33003	chr7	24899870	24900370	+
33027	chr4	32369988	32370488	+
33045	chr12	73616529	73617029	+
33058	chr9	20876597	20877097	+
33140	chr1	180192214	180192714	+
33150	chr1	69752701	69753201	+
33163	chr8	88604028	88604528	+
33171	chr2	128379192	128379692	+
33183	chr6	38805289	38805789	+
33185	chr2	27025145	27025645	+
33193	chr3	130054856	130055356	+
33201	chr6	70773534	70774034	+
33220	chr4	84020284	84020784	+
33225	chr12	85571351	85571851	+
33257	chr4	19950722	19951222	+
33289	chr3	94383577	94384077	+
33300	chr1	136116968	136117468	+
33305	chr11	4462825	4463325	+
33306	chr4	46582905	46583405	+
33359	chr6	31121881	31122381	+
33368	chr11	9531661	9532161	+
33381	chr10	75942380	75942880	+
33394	chr7	90019405	90019905	+
33430	chr2	130276691	130277191	+
33442	chr2	16365892	16366392	+
33475	chr7	90039433	90039933	+
33513	chr17	35706237	35706863	+
33558	chr11	5802113	5802613	+
33574	chr10	93587085	93587585	+
33612	chr6	142824455	142824955	+
33622	chr10	68135783	68136283	+
33641	chr2	18096011	18096511	+
33649	chr7	75641969	75642469	+
33673	chr16	92864569	92865069	+
33718	chr10	62331863	62332499	+
33723	chr1	64299619	64300119	+
33751	chr17	73871160	73871660	+
33784	chr16	93553702	93554202	+
33801	chr2	144173465	144173965	+
33894	chr17	12170819	12171319	+
33905	chr12	73879958	73880458	+
33985	chr8	94006936	94007436	+
34116	chr9	14171893	14172393	+
34127	chr9	70682578	70683078	+
34158	chr5	130225211	130225711	+
34159	chr2	72453695	72454195	+
34204	chr11	119606930	119607430	+
34259	chr8	110945347	110945847	+
34275	chr7	135588964	135589464	+
34285	chr6	120181231	120181731	+
34316	chr11	34100975	34101475	+
34410	chr1	136686706	136687206	+
34566	chr6	119176320	119176820	+
34580	chr19	53413843	53414343	+
34588	chr5	145085930	145086430	+
34720	chr8	72157435	72157935	+
34733	chrX	73919302	73919802	+
34790	chr18	33084815	33085315	+
34804	chr1	82824234	82824734	+
