	Chr	Start	End	Strand
10593	chr16	94238809	94241481	+
10594	chr1	180641348	180642224	+
10596	chr7	99979277	99980489	+
10597	chr11	117300483	117302947	+
10598	chr8	119914023	119916025	+
10599	chr2	150360990	150363538	+
10600	chr7	56018409	56020295	+
10601	chr9	122128170	122129580	+
10602	chr11	106544305	106545855	+
10603	chr8	115233480	115235028	+
10605	chr9	45054553	45056177	+
10606	chrX	159078600	159082006	+
10609	chr15	64075136	64076772	+
10612	chr9	41156115	41157773	+
10613	chr2	122665207	122667035	+
10614	chr6	99522476	99524384	+
10616	chr17	88402657	88404329	+
10617	chr11	97433937	97436157	+
10619	chr7	74528710	74530682	+
10620	chr8	61223896	61225770	+
10622	chr4	132746867	132748801	+
10623	chr4	132421160	132423044	+
10624	chr11	57801762	57803018	+
10625	chr7	80293751	80295781	+
10627	chrX	19165403	19167971	+
10628	chr1	127676031	127678945	+
10631	chr10	83544275	83545845	+
10633	chr10	118006083	118007765	+
10634	chr10	81349200	81350976	+
10635	chr9	83439867	83441833	+
10636	chr7	16398502	16399592	+
10637	chr4	11191572	11193026	+
10638	chr3	115971727	115973055	+
10639	chr13	112988073	112989547	+
10640	chr5	123057079	123059203	+
10642	chr3	94837732	94838744	+
10643	chr2	38535633	38537451	+
10644	chr9	43238282	43240672	+
10646	chr19	5456363	5457373	+
10647	chr2	174415411	174416595	+
10648	chr14	122557054	122558252	+
10649	chr19	43938793	43941005	+
10650	chr8	71669785	71671897	+
10651	chr13	16011494	16013234	+
10652	chr14	21847285	21848763	+
10654	chr6	52639391	52640923	+
10655	chr3	65928617	65930719	+
10656	chr9	107735760	107737510	+
10657	chr12	35047335	35048215	+
10659	chr12	40380179	40382017	+
10660	chr4	139129419	139131149	+
10661	chr18	20895167	20896449	+
10663	chr11	103217110	103218748	+
10665	chr10	43451635	43452971	+
10667	chr9	22466750	22468856	+
10668	chr15	98790565	98793081	+
10669	chr17	21707721	21708897	+
10671	chr10	111298120	111299544	+
10672	chr7	125593408	125594694	+
10673	chr9	116383352	116384992	+
10674	chr5	76529284	76530988	+
10675	chr5	137510490	137511846	+
10676	chr11	94936245	94937567	+
10677	chr3	63975956	63977166	+
10678	chr3	86960642	86962200	+
10679	chr17	78416867	78418589	+
10680	chr7	66262188	66263718	+
10681	chr17	5006640	5008146	+
10684	chr2	156197184	156198506	+
10685	chr2	92201891	92204321	+
10686	chr13	21940189	21941735	+
10687	chr15	102471571	102473139	+
10688	chr11	115823923	115825197	+
10689	chr1	191431320	191432928	+
10691	chr6	48504211	48505673	+
10692	chr12	69197555	69198849	+
10693	chr3	152713528	152715032	+
10694	chr9	14087359	14088933	+
10696	chr6	34780412	34782458	+
10698	chr5	65090721	65092601	+
10701	chr12	3283269	3285931	+
10704	chr2	29630960	29632884	+
10705	chr19	6920092	6921504	+
10706	chr17	24072442	24073808	+
10707	chr3	101299993	101301135	+
10708	chr3	130818174	130819558	+
10709	chr14	76764052	76765742	+
10711	chr7	128411742	128413876	+
10712	chr11	107454025	107456157	+
10713	chr10	68282498	68283948	+
10714	chr7	25208536	25210294	+
10716	chr19	29360964	29362510	+
10719	chr11	5150586	5152470	+
10721	chr13	13563539	13566019	+
10722	chr2	13792807	13793947	+
10723	chr10	20952098	20954086	+
10725	chr13	28600042	28601052	+
10726	chr18	67931464	67933018	+
10727	chr7	141122497	141123895	+
10728	chr6	99336711	99338981	+
10729	chr9	22327579	22328603	+
10731	chr4	101216092	101217566	+
10733	chr7	19472594	19475464	+
10734	chr4	155149704	155151660	+
10736	chr10	81229337	81231987	+
10737	chr10	117905669	117906979	+
10738	chr6	121271832	121273110	+
10739	chr4	134600627	134602463	+
10740	chrX	150811932	150814096	+
10744	chr6	134931517	134934013	+
10745	chr4	19707891	19709367	+
10746	chr5	88888147	88889449	+
10747	chr4	148656777	148658369	+
10748	chr4	44105539	44106843	+
10750	chr12	107645376	107647282	+
10752	chr5	64625716	64627400	+
10754	chr6	83095274	83096826	+
10755	chr11	85138040	85139202	+
10756	chr1	181859800	181861946	+
10757	chr7	24398948	24400962	+
10758	chr1	30947311	30949331	+
10759	chr2	61577957	61580081	+
10760	chr8	57486414	57487714	+
10762	chr11	61760399	61761779	+
10763	chr6	119507998	119510098	+
10764	chr14	29977800	29979566	+
10765	chrX	93675227	93677085	+
10766	chr1	167272593	167274899	+
10768	chr11	3105716	3107848	+
10770	chr15	53215720	53216722	+
10771	chr11	115712403	115713711	+
10772	chrX	53368746	53371142	+
10773	chr7	19714192	19715758	+
10777	chr4	44233838	44234712	+
10778	chr6	128034851	128036563	+
10779	chr6	89286886	89289278	+
10781	chr17	30611808	30612936	+
10782	chr7	139973773	139975373	+
10783	chr2	48949571	48951049	+
10785	chr3	95950429	95952081	+
10786	chr2	11209945	11212005	+
10787	chr14	31386866	31388550	+
10788	chr12	113044077	113046367	+
10791	chr3	8664714	8667026	+
10792	chr7	4683745	4685017	+
10793	chr12	17727294	17729666	+
10794	chr1	164134993	164136109	+
10795	chr13	24598959	24600447	+
10798	chr11	17952488	17954462	+
10799	chr18	41861066	41862476	+
10800	chr19	16049333	16050911	+
10801	chr5	69591045	69593047	+
10803	chr16	44812096	44813696	+
10804	chr5	67821001	67822641	+
10805	chr7	132800925	132802805	+
10806	chr8	110937890	110939472	+
10809	chr2	158174789	158176663	+
10811	chr7	46838087	46839329	+
10812	chr3	104510938	104512092	+
10813	chr17	86167899	86169209	+
10814	chr4	133814132	133815144	+
10815	chr11	75540403	75541951	+
10816	chr3	105909856	105911484	+
10818	chr15	98761485	98763201	+
10820	chr9	105642365	105643923	+
10821	chr8	34123426	34124750	+
10822	chrX	74367266	74369442	+
10823	chr2	34789886	34791024	+
10825	chr11	78031590	78033764	+
10826	chrX	101220965	101223545	+
10827	chr11	84128531	84130153	+
10828	chr8	46151254	46152130	+
10829	chr9	66945746	66947440	+
10831	chr12	16590936	16592216	+
10833	chr17	6770888	6772782	+
10835	chr17	88596755	88598463	+
10839	chr4	121230920	121232548	+
10840	chr5	25010031	25010993	+
10841	chr7	48137075	48138375	+
10844	chr13	75824801	75826301	+
10845	chr15	79356532	79358292	+
10846	chr3	52571713	52573489	+
10847	chr2	27414461	27416765	+
10848	chr15	100604049	100605207	+
10849	chr1	37585731	37586893	+
10850	chr9	51007316	51008466	+
10851	chr2	114200716	114201814	+
10852	chr2	128499346	128500754	+
10853	chr10	67071455	67073123	+
10854	chr7	67443246	67445422	+
10855	chr3	139073119	139074399	+
10857	chr17	70924470	70925542	+
10858	chr10	117392881	117394247	+
10859	chr7	16452530	16453678	+
10861	chr8	105726820	105728376	+
10862	chr18	38338165	38339459	+
10863	chr11	32642717	32644055	+
10864	chr16	36925816	36928598	+
10865	chr10	19494081	19495711	+
10866	chr17	29431054	29432974	+
10867	chr2	30066804	30068166	+
10869	chr5	64676426	64677572	+
10870	chr6	136979008	136980312	+
10872	chr9	116145175	116146333	+
10873	chr14	120312771	120314595	+
10874	chr5	147430797	147432191	+
10875	chr17	5887078	5888240	+
10876	chr4	129333574	129335546	+
10877	chr1	180390224	180391608	+
10878	chr7	100227551	100228815	+
10879	chr6	135011311	135012445	+
10882	chr2	163164584	163165776	+
10884	chr18	68057895	68059519	+
10886	chr14	27377884	27379546	+
10887	chr16	94588619	94589933	+
10888	chr3	59120078	59121344	+
10890	chr7	140954263	140956725	+
10891	chr5	76183759	76185623	+
10893	chr14	54553468	54554478	+
10894	chr10	75858645	75860529	+
10896	chr7	55967991	55968885	+
10897	chr17	83396989	83398815	+
10900	chr1	23915778	23917820	+
10901	chr12	108791718	108792872	+
10902	chr9	44407920	44409600	+
10905	chr13	48877855	48879551	+
10906	chr14	26993312	26994732	+
10908	chr6	71494025	71495109	+
10909	chr2	120352171	120353475	+
10911	chr7	128610958	128612708	+
10912	chr11	117115071	117116073	+
10913	chr14	30124977	30125981	+
10914	chr15	74967480	74969296	+
10917	chr17	21908834	21910334	+
10918	chr2	112239632	112240748	+
10922	chr16	13667239	13668771	+
10923	chr6	59411952	59413854	+
10924	chr11	119075260	119076952	+
10925	chr6	37463291	37465081	+
10927	chr4	72198624	72199762	+
10928	chr19	45543926	45545418	+
10929	chr9	70501634	70503460	+
10930	chr7	63964959	63966691	+
10931	chr12	54998175	54999653	+
10933	chr17	56073729	56075495	+
10934	chrX	157596710	157599672	+
10936	chr8	111975653	111977601	+
10937	chr4	121004300	121005588	+
10938	chr12	28749288	28750298	+
10939	chr2	164460970	164461974	+
10940	chr5	36562508	36564542	+
10941	chr14	25480157	25481779	+
10942	chr2	61051325	61052639	+
10943	chrX	38633436	38636282	+
10944	chr11	88454924	88457010	+
10945	chr9	32738756	32741076	+
10948	chr5	113835982	113837814	+
10951	chr4	43655178	43657318	+
10952	chr1	161794328	161795716	+
10954	chr13	107886738	107888708	+
10955	chr12	36036178	36037444	+
10956	chr10	20004989	20006253	+
10958	chr2	25606780	25608866	+
10959	chr7	127903465	127904901	+
10960	chr12	3365035	3366813	+
10963	chr12	26067909	26069245	+
10964	chr5	114783455	114785653	+
10966	chr8	94875251	94876947	+
10967	chr5	114978766	114979972	+
10968	chr14	61971225	61972101	+
10969	chr1	162570401	162572029	+
10970	chr5	118036793	118038311	+
10971	chr2	25981608	25982954	+
10972	chr2	166547778	166550490	+
10973	chr1	87607574	87609044	+
10974	chr3	96299930	96301126	+
10975	chr1	66896293	66897813	+
10976	chr2	32711712	32712718	+
10977	chr1	176946325	176947881	+
10978	chr9	40756967	40758385	+
10979	chr16	4912547	4913869	+
10981	chr1	88584362	88586002	+
10984	chr13	49297990	49299764	+
10985	chr15	36937694	36939510	+
10987	chr14	67188232	67189552	+
10988	chr9	60990844	60992624	+
10989	chr7	27544618	27545802	+
10990	chr7	80108194	80110598	+
10991	chr9	116160309	116162103	+
10992	chr5	29569060	29570548	+
10993	chr6	124931298	124932300	+
10994	chr7	114171083	114172847	+
10995	chr3	52292507	52294633	+
10996	chr1	191024592	191026496	+
10997	chr3	84769618	84771812	+
10998	chr7	142353375	142355597	+
11000	chr8	57799254	57800642	+
11001	chr17	28617081	28618767	+
11002	chr5	96920984	96922876	+
11004	chr13	9093985	9095397	+
11005	chr14	46883456	46886046	+
11006	chr3	95015727	95017361	+
11007	chr2	155691459	155692465	+
11008	chr9	21759266	21761032	+
11009	chr17	13008708	13009582	+
11012	chr15	99364249	99365491	+
11014	chr4	86668722	86670508	+
11015	chr12	55389638	55390906	+
11016	chr1	193128873	193130837	+
11017	chr13	21710261	21711755	+
11018	chr15	98622019	98624017	+
11019	chr2	44926325	44927333	+
11020	chr7	45778176	45779548	+
11022	chr17	84263935	84266293	+
11023	chr17	33092020	33093282	+
11024	chr10	82177884	82179064	+
11025	chr10	82127411	82128865	+
11026	chr14	52304215	52305491	+
11027	chr8	85623941	85625595	+
11028	chr2	168170084	168171482	+
11029	chr17	36950107	36951229	+
11030	chr5	115318842	115320008	+
11032	chr11	43433483	43435271	+
11033	chr13	21233493	21234647	+
11034	chr4	133494048	133495246	+
11036	chr9	108348594	108349772	+
11037	chr18	34782795	34784747	+
11038	chr2	156881024	156882984	+
11039	chr17	24426014	24427792	+
11040	chr7	39543783	39545311	+
11041	chr15	100904753	100906597	+
11042	chr3	127823751	127825629	+
11043	chr18	75260886	75262290	+
11044	chr9	120001581	120002999	+
11045	chr5	65928044	65929970	+
11047	chr10	19998027	19999811	+
11048	chr7	116307911	116309583	+
11050	chr8	85553633	85555471	+
11051	chr5	124423715	124425125	+
11052	chr17	28801376	28802126	+
11053	chrX	142681696	142683818	+
11054	chr17	56268621	56269963	+
11055	chr9	63142114	63144570	+
11056	chr4	139330097	139331389	+
11058	chrX	38189420	38191600	+
11059	chr1	151287040	151288384	+
11060	chr19	32387071	32388209	+
11062	chr6	83830949	83832089	+
11063	chr13	91540454	91541888	+
11064	chr11	55120294	55122120	+
11065	chr10	80322037	80324245	+
11067	chr5	107176837	107178469	+
11068	chr7	80260936	80262012	+
11069	chr14	55659638	55660944	+
11070	chr12	91182757	91184561	+
11071	chr14	30825526	30826404	+
11074	chr5	118326159	118327903	+
11075	chr17	88752063	88754561	+
11076	chr9	59291364	59292498	+
11077	chr9	44343219	44344615	+
11079	chr19	6061753	6062631	+
11080	chr9	45121226	45122618	+
11082	chr5	54101105	54102769	+
11083	chr4	41722322	41723744	+
11084	chr4	150544314	150545770	+
11085	chrX	70384774	70387454	+
11086	chr6	71438392	71439538	+
11087	chr11	98438256	98439388	+
11088	chr3	136724796	136725940	+
11089	chr3	52088059	52089611	+
11090	chrX	95443281	95445551	+
11091	chr16	17130962	17132390	+
11092	chr14	120324984	120326584	+
11094	chr19	5425812	5426818	+
11095	chr15	77903955	77905463	+
11096	chr6	97463720	97465146	+
11097	chr1	86487393	86488435	+
11098	chr1	155416141	155417543	+
11099	chr9	45827700	45829310	+
11100	chr2	48814338	48815372	+
11102	chr10	25118231	25119817	+
11103	chr10	42056791	42058195	+
11105	chr9	108081972	108083424	+
11106	chr5	149427815	149429267	+
11107	chr6	54715093	54716639	+
11108	chr1	180386920	180388106	+
11111	chr5	74703576	74705272	+
11112	chr5	114707347	114708533	+
11114	chr5	139459541	139461295	+
11115	chr18	24019721	24020939	+
11116	chr1	78536925	78538781	+
11117	chr9	25250593	25251897	+
11118	chr3	59227975	59229343	+
11119	chr1	191311923	191313241	+
11120	chr3	107630690	107631828	+
11121	chr7	74340226	74342378	+
11122	chr1	35652599	35654393	+
11123	chr3	58576563	58578147	+
11127	chr2	118554278	118555318	+
11128	chr3	103865132	103866538	+
11129	chr3	75555738	75557008	+
11130	chr2	76370099	76371625	+
11131	chr18	9448505	9450277	+
11132	chr7	101734184	101735762	+
11133	chrX	70475828	70478030	+
11134	chr8	90828470	90829694	+
11135	chr11	80428964	80430438	+
11136	chr13	58214560	58215592	+
11137	chr8	35627614	35629266	+
11140	chr15	97849276	97850424	+
11141	chr6	113695652	113697098	+
11142	chr11	43357948	43359222	+
11143	chr1	166408515	166410393	+
11144	chr15	36303934	36305326	+
11145	chr5	118028359	118029645	+
11146	chr4	148901432	148903690	+
11147	chr15	80191668	80193372	+
11148	chr2	172433341	172434483	+
11150	chr9	110333123	110334379	+
11152	chr14	72821143	72822417	+
11153	chr6	119174649	119176581	+
11154	chr11	51577221	51578963	+
11155	chr4	45798478	45799864	+
11157	chr3	115803875	115805755	+
11158	chr10	111421806	111423184	+
11159	chr4	132047037	132048733	+
11161	chr11	97186127	97187911	+
11162	chr2	30635768	30637300	+
11167	chr3	131013710	131015412	+
11168	chr14	51983965	51986067	+
11169	chr4	135128206	135129696	+
11170	chr7	127020209	127021925	+
11171	chr7	144937186	144939514	+
11173	chr7	113513679	113514823	+
11174	chr18	34926264	34928560	+
11175	chr3	136670916	136672294	+
11176	chr16	32515812	32517212	+
11177	chr7	75370716	75372614	+
11178	chr17	50093409	50095259	+
11180	chr1	171437159	171438527	+
11181	chrX	20618575	20620411	+
11182	chr7	73617580	73618814	+
11183	chr6	52713829	52714967	+
11184	chr18	82690660	82691932	+
11185	chr5	75835111	75836625	+
11186	chr13	58125473	58127221	+
11187	chr10	43723156	43724718	+
11188	chr1	155783630	155785496	+
11190	chr4	116824100	116825450	+
11191	chr13	63410494	63411818	+
11192	chr11	80377042	80378590	+
11195	chr13	43364543	43366437	+
11196	chr11	121687573	121689451	+
11197	chr1	53844849	53846659	+
11198	chr3	129601687	129603241	+
11199	chr8	107293681	107295485	+
11200	chr9	44334883	44336087	+
11202	chr6	71143541	71144981	+
11203	chr9	114639267	114640481	+
11206	chr7	115615558	115616694	+
11209	chr12	80433082	80434790	+
11210	chr2	92054847	92056239	+
11211	chr18	82507876	82510060	+
11212	chr9	122130190	122131654	+
11214	chr5	36746911	36748443	+
11215	chr4	149103693	149104965	+
11218	chr17	55877142	55878990	+
11220	chr5	147433410	147435070	+
11222	chr18	62156070	62157298	+
11223	chr5	24164406	24165992	+
11225	chr18	75446028	75448384	+
11226	chr3	33955612	33957200	+
11227	chr13	30659318	30661120	+
11229	chr14	45350715	45353197	+
11231	chr14	47417618	47418946	+
11232	chr14	120478511	120479637	+
11233	chr5	77354046	77355342	+
11234	chr5	150657797	150659601	+
11235	chr18	82503287	82504747	+
11236	chr17	48038911	48040365	+
11237	chrX	129748659	129751733	+
11238	chr19	5568421	5569621	+
11240	chr10	21076708	21077786	+
11241	chr12	4905440	4907328	+
11242	chr16	22119029	22120383	+
11243	chr5	123345338	123346614	+
11245	chr15	83075820	83077030	+
11246	chr6	136935295	136936935	+
11247	chr3	35317621	35319419	+
11248	chr19	7039102	7040048	+
11249	chr15	38517756	38518902	+
11250	chr10	111107805	111109541	+
11251	chr16	76549227	76550953	+
11252	chr2	128087336	128089260	+
11254	chr3	37173276	37174982	+
11256	chr1	152089095	152090231	+
11257	chr3	103773177	103775565	+
11258	chr2	158409824	158410976	+
11260	chr14	55873325	55874597	+
11261	chr1	52112942	52114582	+
11262	chr3	89896131	89898129	+
11265	chr15	85668145	85669821	+
11267	chr16	22009281	22010535	+
11270	chr9	31279264	31280756	+
11271	chr8	109614395	109615485	+
11274	chr2	102872358	102874420	+
11275	chr9	59352598	59354040	+
11276	chr4	127244211	127245241	+
11277	chr4	88549804	88550962	+
11279	chr11	32546523	32548921	+
11280	chr8	34207571	34208909	+
11281	chr1	33756626	33758402	+
11282	chr10	61382106	61384388	+
11283	chr7	110122455	110123515	+
11284	chr14	66198401	66199667	+
11285	chr1	63129440	63130670	+
11286	chr3	144380120	144382130	+
11289	chr12	91848366	91849448	+
11290	chr3	107328703	107331347	+
11291	chr12	77039221	77040371	+
11292	chr14	27345057	27346287	+
11293	chr4	137865439	137867307	+
11295	chr19	9065291	9066397	+
11296	chr11	61648131	61649549	+
11297	chr19	21736970	21738596	+
11298	chr9	70543205	70544709	+
11299	chr7	73619011	73620015	+
11300	chr5	67404595	67406187	+
11301	chr16	17146344	17148176	+
11303	chr5	45492988	45494720	+
11304	chr1	171101224	171102572	+
11305	chr11	11684433	11685617	+
11306	chr8	111853100	111854830	+
11307	chr11	78114980	78116552	+
11309	chr12	111670815	111672397	+
11311	chr7	4751559	4753657	+
11312	chr18	70651747	70652885	+
11313	chr7	141047654	141049256	+
11314	chr2	154436912	154438166	+
11315	chr15	100598949	100599967	+
11316	chr7	99856277	99857423	+
11317	chr5	123522843	123524627	+
11318	chr11	17159947	17160975	+
11319	chr4	134080979	134082759	+
11320	chr11	19989325	19990717	+
11322	chr10	20834830	20835844	+
11323	chr7	24457989	24459711	+
11324	chr1	55209339	55211581	+
11325	chr5	53565962	53567424	+
11326	chr5	107281924	107283922	+
11328	chr15	102976446	102978068	+
11329	chr14	76622985	76625163	+
11331	chr9	65535166	65536630	+
11332	chr10	95322419	95324137	+
11333	chr1	105988588	105990014	+
11334	chr6	37607232	37608576	+
11335	chr2	117328043	117329487	+
11336	chr11	69012015	69013017	+
11337	chr1	128831868	128833726	+
11338	chr7	63754393	63755717	+
11339	chr15	39113131	39114877	+
11343	chr17	50579952	50581248	+
11344	chr8	86584888	86586228	+
11347	chr19	29640393	29642137	+
11348	chr4	133820460	133821722	+
11349	chr1	101901885	101903681	+
11350	chr7	68290474	68292416	+
11352	chr4	56221955	56223351	+
11354	chr17	35880267	35881269	+
11355	chr18	10608981	10610279	+
11360	chr3	52554656	52555782	+
11361	chr4	128810862	128812330	+
11363	chr10	80226205	80227633	+
11364	chr5	114567903	114569623	+
11365	chr4	32343343	32344541	+
11366	chr12	79005863	79007873	+
11368	chr18	80932245	80934241	+
11370	chr2	26408299	26409575	+
11371	chr1	64301870	64304310	+
11372	chr17	34646969	34648249	+
11374	chr10	117947379	117948837	+
11375	chr2	29636142	29637996	+
11377	chr9	119983489	119984555	+
11378	chr4	41303330	41305098	+
11379	chr4	133173733	133176177	+
11381	chr8	88296866	88298908	+
11382	chr1	85702960	85704536	+
11383	chr7	19603438	19604926	+
11384	chr8	23886276	23888476	+
11385	chr11	86992525	86993667	+
11386	chr10	67585742	67587156	+
11387	chr17	55931422	55933042	+
11388	chr9	64049480	64050892	+
11389	chr19	57452201	57454033	+
11391	chr10	63176502	63178232	+
11392	chr2	73540415	73541689	+
11393	chr6	48593320	48595148	+
11394	chr3	69289417	69290679	+
11396	chr16	92783156	92784664	+
11397	chr14	31413551	31415187	+
11398	chr7	126564637	126566417	+
11399	chr6	124862793	124864439	+
11400	chr13	96924169	96926195	+
11401	chr1	127232540	127234416	+
11402	chr12	69461285	69462295	+
11403	chr9	95279281	95280721	+
11404	chr11	60219811	60220977	+
11405	chr6	136930161	136931713	+
11406	chr1	34480457	34482087	+
11407	chr5	117137613	117139335	+
11408	chr2	35336148	35337332	+
11410	chr18	77821243	77822655	+
11411	chr11	11528156	11529696	+
11414	chr8	72547317	72548197	+
11415	chr13	49270881	49273213	+
11416	chr11	20632038	20633094	+
11418	chr6	87547214	87548950	+
11419	chr3	98348272	98349430	+
11420	chr15	6612066	6614014	+
11422	chr4	47310590	47312040	+
11423	chr14	65837132	65838204	+
11424	chr9	61379712	61381722	+
11425	chr11	76456341	76457755	+
11426	chr7	35268886	35270172	+
11427	chr11	72549401	72550687	+
11428	chr4	98381846	98383398	+
11429	chr5	137595934	137597872	+
11431	chr2	18064822	18066986	+
11432	chr10	19577814	19579382	+
11434	chr2	10314566	10315954	+
11436	chr16	17645601	17647619	+
11437	chr10	40349453	40350731	+
11439	chr9	14379487	14381915	+
11440	chr18	57355126	57356708	+
11441	chr16	94289022	94290838	+
11443	chr13	61803661	61804817	+
11444	chr3	102714479	102715875	+
11446	chr9	58252831	58253969	+
11447	chr9	70206683	70208733	+
11448	chr4	48034061	48035543	+
11449	chr7	45053338	45054574	+
11450	chr16	37011351	37012763	+
11452	chr11	97817999	97821595	+
11453	chr10	61475360	61477048	+
11456	chr8	119755016	119756336	+
11457	chr9	120029890	120031336	+
11458	chr6	29984499	29986389	+
11459	chr11	71995502	71996790	+
11460	chr17	8592214	8593348	+
11462	chr19	9052078	9054416	+
11463	chr4	134534124	134535014	+
11464	chr19	8997091	8998439	+
11465	chr8	120698576	120700518	+
11467	chr13	41582966	41584004	+
11468	chr8	107587441	107588739	+
11470	chr3	101700887	101702009	+
11471	chr2	18942579	18945087	+
11474	chr6	50008677	50010287	+
11475	chr3	116835688	116836724	+
11476	chr11	120510627	120511645	+
11477	chr15	88863110	88864598	+
11478	chr18	5333408	5335014	+
11479	chr6	66896895	66898031	+
11480	chr8	3671465	3672621	+
11482	chr3	95985282	95987154	+
11483	chr14	61438611	61440021	+
11484	chr7	44467381	44469013	+
11485	chr3	84813569	84814737	+
11486	chr9	62362804	62364808	+
11487	chr4	149281643	149283925	+
11488	chr15	11532630	11533672	+
11489	chr6	122873957	122875987	+
11490	chr4	155990709	155992119	+
11491	chr17	46711659	46712687	+
11492	chr16	93152018	93153474	+
11493	chr15	74917960	74919342	+
11494	chr10	116471889	116473049	+
11495	chr2	27441853	27443119	+
11496	chr14	54120527	54123287	+
11497	chr2	104027798	104028930	+
11498	chr9	65032473	65033347	+
11499	chr9	108560445	108561883	+
11500	chr10	112002087	112003215	+
11501	chr11	69765825	69767255	+
11502	chr5	123670700	123672244	+
11503	chr11	75336350	75337362	+
11504	chr4	62582911	62584289	+
11506	chr4	101184754	101186238	+
11507	chr7	90344510	90345898	+
11508	chr17	5934358	5935812	+
11509	chr3	137864524	137866998	+
11510	chr7	42504620	42506212	+
11513	chrX	74021759	74024521	+
11514	chr8	71881586	71882978	+
11515	chr14	65070356	65071796	+
11516	chr16	10968618	10970152	+
11517	chr11	46343228	46345010	+
11518	chr17	28908962	28910486	+
11520	chr2	91457662	91459492	+
11522	chr19	10099831	10101905	+
11523	chr1	133033216	133034714	+
11524	chr4	53512685	53514565	+
11525	chr2	130663776	130664976	+
11526	chr12	106034150	106035840	+
11530	chr13	93072749	93074409	+
11532	chr1	86357035	86358933	+
11533	chr6	136826975	136828539	+
11534	chr13	63222990	63224268	+
11535	chr18	60732460	60734750	+
11536	chrX	142386500	142390206	+
11538	chr15	62092315	62093391	+
11539	chr4	155196800	155198970	+
11540	chr13	62623229	62624625	+
11541	chr3	58516833	58518577	+
11543	chr5	65723906	65725012	+
11544	chr17	15816399	15817681	+
11546	chr6	124996367	124998469	+
11548	chr13	101539787	101541557	+
11549	chr7	75909578	75910722	+
11550	chr9	96718630	96720536	+
11552	chrX	95025669	95027231	+
11553	chr10	96614835	96616913	+
11554	chr5	64377032	64378740	+
11555	chr9	80265944	80267418	+
11556	chr1	46852270	46853454	+
11557	chr2	9518642	9520920	+
11559	chr14	122851952	122853390	+
11560	chr17	27132723	27134675	+
11561	chr5	117357749	117358883	+
11564	chr12	105012391	105014061	+
11565	chr4	150964801	150965923	+
11566	chr14	105731852	105733510	+
11567	chr2	170511106	170512520	+
11568	chr18	80696373	80697991	+
11569	chr5	109689805	109691991	+
11571	chr2	79635220	79636514	+
11572	chr2	170290943	170292623	+
11575	chr5	53588276	53589714	+
11576	chr7	131560100	131561108	+
11577	chr15	98676201	98677605	+
11578	chr5	92392866	92393998	+
11579	chr15	75968513	75970421	+
11580	chr2	72116876	72118250	+
11581	chr16	30009125	30010921	+
11582	chr9	90108950	90110620	+
11583	chr4	8805442	8806708	+
11584	chr15	93517761	93520315	+
11586	chr11	32585828	32588390	+
11587	chr2	103795122	103796806	+
11588	chr6	28318484	28320248	+
11590	chr19	6047194	6048748	+
11591	chr13	3916864	3918758	+
11593	chr9	25185777	25187539	+
11594	chr1	191444596	191446128	+
11595	chr10	40881331	40882709	+
11597	chr17	7896636	7898260	+
11598	chr5	92433016	92434988	+
11599	chr4	132971390	132973216	+
11601	chr1	60911169	60912905	+
11602	chr18	80046268	80048912	+
11603	chr5	106695424	106696556	+
11604	chr3	84731992	84733134	+
11607	chr3	21952342	21953812	+
11608	chr13	74390403	74391411	+
11610	chr19	53478666	53480600	+
11613	chr2	25428329	25430245	+
11615	chr13	38936522	38938528	+
11617	chr1	180392601	180394147	+
11618	chr2	126605564	126607052	+
11619	chr9	100453748	100454986	+
11621	chr1	153531730	153533178	+
11622	chr15	80814283	80815713	+
11623	chr13	37537186	37538634	+
11624	chr2	93212707	93215019	+
11625	chr1	39760498	39762086	+
11626	chr7	127027495	127028781	+
11627	chr15	81513687	81514991	+
11628	chr5	36573531	36575059	+
11629	chr11	65787053	65788311	+
11630	chr19	45843006	45844192	+
11632	chr4	135196938	135198372	+
11633	chr2	114654057	114655353	+
11634	chr6	118418469	118420067	+
11635	chr11	100851176	100852382	+
11636	chr5	52668679	52670153	+
11639	chr16	91451835	91453133	+
11640	chr13	106997800	106999736	+
11641	chr1	58955559	58957409	+
11642	chr2	60018767	60019911	+
11643	chr14	48132972	48134270	+
11644	chr18	89244949	89246699	+
11645	chr2	127182333	127183629	+
11646	chr7	35645821	35648067	+
11647	chr12	35534083	35534961	+
11649	chr6	92091888	92093080	+
11650	chr17	86673900	86675740	+
11651	chr11	96976346	96978026	+
11653	chr16	57230144	57232192	+
11654	chr7	141302141	141303889	+
11655	chr10	95894365	95895527	+
11656	chr10	17946252	17947574	+
11657	chr17	80501076	80503054	+
11659	chr1	193160125	193161473	+
11660	chr16	48992232	48993492	+
11662	chr12	102291960	102294000	+
11663	chr2	90667786	90668982	+
11665	chr4	132731254	132733268	+
11666	chr6	116191829	116193857	+
11668	chr9	121719257	121720135	+
11670	chr3	60495432	60496718	+
11671	chr5	114594418	114595420	+
11674	chr12	70713366	70714466	+
11675	chr1	37472795	37474107	+
11676	chr12	110749964	110751474	+
11678	chr11	20656040	20657842	+
11681	chr19	37523500	37524410	+
11682	chr14	118673077	118674343	+
11684	chr17	12691263	12692891	+
11685	chr14	21853036	21854036	+
11686	chr14	78458795	78460225	+
11687	chr11	34031166	34032730	+
11688	chr15	73059445	73061093	+
