	Chr	Start	End	Strand
3569	chr9	57420333	57422521	+
3589	chr2	71872792	71876804	+
3593	chr12	32291272	32292850	+
3595	chr4	133878231	133880571	+
3600	chr6	108535389	108538759	+
3602	chr3	153763699	153766591	+
3604	chr15	100059217	100062027	+
3622	chr3	137952996	137955886	+
3624	chr12	103330211	103333263	+
3629	chr18	81426573	81428019	+
3631	chr2	117327328	117330218	+
3633	chr6	144901997	144903513	+
3635	chr5	105494539	105497705	+
3637	chr4	56915187	56917193	+
3638	chr3	37204626	37206948	+
3639	chr10	98876617	98880127	+
3643	chr3	129532379	129534961	+
3644	chr19	34192056	34194936	+
3646	chr5	103375760	103377966	+
3654	chr3	36852828	36855710	+
3656	chr15	9561053	9564381	+
3657	chr11	107011863	107013593	+
3667	chr19	53898584	53901502	+
3668	chr19	47890128	47891734	+
3687	chr11	43387805	43389663	+
3714	chr14	73338941	73343439	+
3726	chr7	19318711	19321531	+
3747	chr5	64159946	64162048	+
3750	chr1	161395285	161397753	+
3756	chr16	49774166	49776910	+
3763	chr10	88388673	88390769	+
3767	chr15	97842615	97845449	+
3771	chr19	32184729	32188019	+
3772	chr4	62662701	62664719	+
3775	chr11	83059471	83061789	+
3778	chr14	70055716	70057566	+
3785	chr7	75773261	75777983	+
3794	chr8	71907950	71909774	+
3796	chr15	80680936	80682694	+
3798	chr2	11112136	11114796	+
3806	chr15	59522599	59525563	+
3811	chr12	73778036	73780806	+
3818	chr6	108657174	108659666	+
3822	chr3	69041295	69045963	+
3826	chr2	68434260	68436684	+
3838	chr7	125443922	125445932	+
3841	chr9	44018846	44021536	+
3863	chr7	127164475	127168295	+
3866	chr2	101755186	101758342	+
3870	chr1	82794504	82797468	+
3879	chr9	21134625	21136885	+
3882	chr5	109689603	109692107	+
3887	chr2	172999534	173002098	+
3890	chr2	39324889	39326769	+
3901	chr9	108033803	108037099	+
3903	chr1	138962948	138966068	+
3906	chr3	84063160	84066808	+
3910	chr11	60934290	60936750	+
3916	chr1	131109519	131111663	+
3919	chr10	17771508	17773222	+
3921	chr19	53528125	53531745	+
3936	chrX	13346042	13348146	+
3942	chr1	52230114	52233510	+
3945	chr17	50579478	50581738	+
3947	chr2	102980348	102983088	+
3957	chr9	69453433	69457393	+
3963	chr10	21076353	21078229	+
3964	chr3	59228080	59230744	+
3972	chr7	123321634	123323648	+
3974	chr17	87343390	87345618	+
3978	chr4	11005647	11008725	+
3979	chr6	108686945	108689139	+
3982	chr7	101309929	101311789	+
3992	chr11	119927162	119930596	+
4005	chr2	117387750	117390850	+
4009	chr16	48769863	48773149	+
4014	chr3	69176009	69178651	+
4039	chr14	73381753	73385163	+
4046	chr8	18898276	18899846	+
4074	chr10	66863369	66865171	+
4077	chr13	104609655	104611935	+
4084	chr6	70790444	70793628	+
4085	chrX	96095633	96098653	+
4086	chr2	167420488	167423284	+
4090	chr7	58748898	58751480	+
4096	chr7	101895718	101897700	+
4101	chr7	125592573	125595537	+
4102	chr6	99336981	99340207	+
4105	chr4	145228166	145230434	+
4106	chr15	57890954	57893336	+
4110	chr2	18063199	18066595	+
4113	chr19	29453138	29455638	+
4114	chr13	37825944	37829208	+
4120	chr12	73841290	73843508	+
4123	chr2	153291483	153293999	+
4134	chrX	107149615	107153335	+
4135	chr9	21131203	21134513	+
4140	chr7	66059447	66061581	+
4145	chr13	43776516	43779620	+
4150	chr18	65394804	65396938	+
4157	chr13	100729332	100732196	+
4162	chr10	117841452	117845376	+
4163	chr7	25384974	25387766	+
4166	chr8	119422663	119425235	+
4174	chr7	29953323	29954937	+
4175	chr13	43787940	43790316	+
4177	chr14	50868948	50871690	+
4181	chr5	93150999	93153545	+
4183	chr5	31595992	31597660	+
4185	chr6	99186816	99189204	+
4186	chr13	55189358	55191488	+
4188	chr14	103653221	103654953	+
4193	chr15	96283145	96287005	+
4197	chr10	24822944	24824710	+
4202	chr13	96510030	96512578	+
4207	chr9	59655074	59657972	+
4215	chr9	77916755	77919597	+
4219	chr14	52021907	52024673	+
4220	chr10	93160054	93163264	+
4224	chr5	142366689	142368825	+
4227	chr6	91705059	91707497	+
4233	chr4	108327464	108329388	+
4240	chr12	26184212	26186784	+
4249	chr9	56075146	56077088	+
4251	chr11	54785942	54788356	+
4267	chr17	72964491	72967527	+
4281	chr1	133018544	133021994	+
4290	chr15	78448627	78451027	+
4296	chr2	52318197	52320899	+
4298	chr8	81635062	81638776	+
4300	chr6	134043995	134047319	+
4302	chr7	72274547	72277245	+
4308	chr18	32989878	32992030	+
4311	chr5	140991260	140993862	+
4312	chr4	32399812	32403300	+
4315	chr17	53585825	53588117	+
4318	chr2	151562518	151565512	+
4326	chr6	121272124	121273344	+
4328	chr6	142961749	142964675	+
4332	chr10	3972697	3974855	+
4335	chr9	64823325	64825347	+
4337	chr4	136088957	136090913	+
4338	chr15	27680196	27682058	+
4339	chr18	65327282	65330536	+
4340	chr10	111163635	111166389	+
4352	chr19	61140198	61141514	+
4358	chr15	98771825	98773505	+
4367	chr16	57335857	57338627	+
4377	chr3	52878512	52881590	+
4380	chr9	117901655	117903307	+
4381	chr2	11143176	11146336	+
4382	chr5	149525763	149527985	+
4384	chr11	69015144	69017032	+
4391	chr17	47009112	47011556	+
4394	chr2	3739413	3742667	+
4397	chr10	93177267	93180747	+
4399	chr1	161803738	161805458	+
4415	chr2	168588728	168591434	+
4418	chr5	122286752	122290242	+
4424	chr13	111805796	111808656	+
4428	chr6	113694094	113697252	+
4434	chr7	55967795	55969075	+
4436	chr2	128366980	128369014	+
4456	chr12	85484532	85487588	+
4458	chr6	29837574	29840754	+
4484	chr17	52078333	52080245	+
4489	chr11	115171552	115174398	+
4490	chr19	25061337	25063937	+
4499	chr15	63122594	63123936	+
4503	chr1	60342555	60344495	+
4516	chr3	63962125	63965209	+
4533	chr3	104637120	104640784	+
4541	chr15	96708256	96711180	+
4550	chr8	83713656	83717344	+
4555	chr6	113667490	113670590	+
4560	chr16	94723370	94725490	+
4573	chr11	33931602	33933990	+
4574	chr3	21916067	21919357	+
4575	chr10	75316255	75317911	+
4576	chr16	44964282	44965938	+
4580	chr3	131137927	131141137	+
4581	chr5	37046321	37048877	+
4585	chr7	35054661	35057755	+
4589	chr12	76254681	76257303	+
4594	chr5	9100125	9102433	+
4599	chr8	33599514	33603732	+
4600	chr3	88335139	88337997	+
4611	chr6	29852473	29854995	+
4623	chr11	52317497	52319953	+
4628	chr5	3508649	3512037	+
4633	chr15	100717588	100720532	+
4639	chr10	86727054	86728464	+
4640	chr2	117311396	117313794	+
4650	chr16	10682446	10684782	+
4651	chr2	132038605	132041893	+
4656	chr5	65090344	65092934	+
4657	chr8	81734296	81736604	+
4662	chr17	27341113	27343717	+
4663	chr4	44043633	44046653	+
4668	chr16	78489806	78491686	+
4673	chr14	31568819	31571403	+
4676	chr3	137947461	137951161	+
4679	chr7	114080889	114084977	+
4683	chr18	50008434	50011346	+
4697	chr2	9681475	9684627	+
4698	chr6	135417384	135419430	+
4700	chr13	24486840	24488640	+
4707	chr5	113813021	113816079	+
4708	chr8	126893565	126896111	+
4719	chr3	115700419	115704713	+
4723	chr10	121624830	121627092	+
4727	chr4	35155243	35157197	+
4743	chr7	114067478	114070914	+
4751	chr7	120834079	120836123	+
4761	chr2	153349871	153352805	+
4765	chr3	37279451	37282579	+
4767	chr4	95105577	95107509	+
4771	chr2	29095392	29098312	+
4781	chr2	152828821	152832043	+
4792	chr12	76837212	76838272	+
4800	chr10	7952184	7955746	+
4817	chr13	44506480	44508270	+
4818	chr11	116433864	116436602	+
4820	chr1	162294741	162297189	+
4834	chr6	134332285	134335275	+
4847	chr18	67698000	67702016	+
4855	chr8	104238791	104240735	+
4863	chr19	8836414	8838958	+
4866	chrX	151015952	151018050	+
4890	chr14	27344451	27346949	+
4898	chr6	99274072	99276558	+
4905	chr6	97310333	97312031	+
4908	chr19	4299207	4301633	+
4913	chr16	84620255	84623321	+
4923	chr2	58130445	58134129	+
4929	chr8	111032874	111035322	+
4930	chr2	167367091	167369983	+
4932	chr7	80415727	80418355	+
4945	chr1	75124400	75125598	+
4946	chr15	57905708	57907918	+
4948	chr10	58350475	58353105	+
4950	chr11	68456861	68459795	+
4971	chr6	134064435	134067551	+
4972	chr7	63920838	63923454	+
4989	chr2	155073214	155075116	+
4991	chr7	128410588	128413262	+
4993	chr7	128391750	128393662	+
4998	chr13	13491117	13494115	+
5013	chr1	74504670	74507918	+
5026	chr2	160735020	160736886	+
5029	chr16	17011423	17014333	+
5043	chr1	64301526	64304472	+
5048	chr17	47531438	47535180	+
5049	chr10	111232900	111236156	+
5057	chr11	55071552	55073720	+
5065	chr17	51833416	51835294	+
5078	chr18	53903095	53905317	+
5080	chr11	95337013	95339271	+
5091	chr8	91080642	91083270	+
5107	chr15	62188895	62191869	+
5114	chr2	101677431	101680107	+
5129	chr11	64122144	64124100	+
5142	chr6	97293286	97295026	+
5165	chr7	6282755	6284651	+
5168	chr10	42962224	42963368	+
5170	chr2	32587061	32588747	+
5180	chr16	14361142	14363400	+
5182	chr11	115230474	115232010	+
5186	chr14	61679553	61682137	+
5187	chr11	3201750	3205212	+
5190	chr8	115044913	115047029	+
5191	chr14	34316288	34319306	+
5197	chr14	73387832	73390278	+
5204	chr5	53489770	53491848	+
5209	chr17	12118669	12120467	+
5227	chr15	78580087	78582253	+
5230	chr18	38440492	38443036	+
5242	chr8	111642914	111645746	+
5244	chr4	130662278	130665126	+
5246	chr5	147062366	147064484	+
5257	chr5	105731018	105733434	+
5258	chr3	69721172	69723308	+
5265	chr19	11600711	11602289	+
5281	chr12	3871318	3873524	+
5287	chr12	86858351	86860407	+
5300	chr18	84684231	84685883	+
5311	chr7	41598319	41600111	+
5313	chr9	115623531	115625771	+
5321	chr4	57730476	57731742	+
5326	chr12	69157448	69160002	+
5341	chr3	20034039	20036015	+
5349	chr2	5642218	5643838	+
5359	chr1	191193126	191195368	+
5363	chr17	12791018	12793398	+
5365	chr16	37867012	37871228	+
5368	chr13	63251715	63254421	+
5381	chr19	36476585	36478903	+
5384	chr10	12874365	12876483	+
5385	chr11	11460559	11462807	+
5388	chr17	45618835	45620641	+
5398	chr7	25687145	25689353	+
5399	chr11	83038109	83040747	+
5417	chr15	98992355	98994135	+
5421	chr11	57961861	57963115	+
5427	chr10	67097300	67099478	+
5428	chr8	122560429	122562967	+
5432	chr9	116113791	116116013	+
5435	chr17	50188580	50190932	+
5442	chr17	47513106	47515584	+
5447	chr17	47509985	47512701	+
5451	chr2	181580012	181582360	+
5471	chr5	104570466	104572794	+
5473	chr15	5513052	5515112	+
5478	chr4	55349150	55352088	+
5481	chr11	6178033	6179721	+
5491	chr13	109843588	109846466	+
5501	chr11	95858252	95860228	+
5507	chr16	55933226	55935918	+
5510	chr13	24500550	24502522	+
5515	chr14	119006767	119008593	+
5523	chr5	67260354	67262458	+
5548	chr6	59209099	59210499	+
5554	chr17	80553163	80554621	+
5565	chr17	69383609	69385343	+
5568	chr11	83290716	83293412	+
5572	chr1	13587901	13591019	+
5574	chr7	28434723	28437245	+
5597	chr9	22225076	22226860	+
5602	chr1	171761603	171763827	+
5604	chr7	127447682	127449618	+
5615	chr4	88166614	88168370	+
5616	chr11	75487208	75489384	+
5619	chr9	106821107	106824063	+
5621	chr5	65888705	65890377	+
5630	chr8	34148451	34150891	+
5633	chr7	30551298	30552388	+
5634	chr11	115629558	115632856	+
5649	chr1	16665106	16667362	+
5657	chr16	51716997	51720145	+
5664	chr12	16588378	16590240	+
5679	chr11	97434009	97436089	+
5692	chr2	18391495	18393615	+
5701	chr3	54592802	54594236	+
5702	chr12	105011840	105014594	+
5707	chr5	92466038	92468316	+
5720	chr12	112588185	112590183	+
5721	chr6	12124853	12126251	+
5723	chr12	100199075	100202011	+
5724	chr2	173084840	173087186	+
5726	chr3	14911439	14912845	+
5733	chr2	164456004	164457914	+
5737	chr6	65563443	65564957	+
5749	chr5	110093610	110095350	+
5755	chr7	19939133	19941349	+
5757	chr3	96031464	96033444	+
5763	chr10	59878648	59881184	+
5765	chr9	96695274	96697586	+
5768	chr6	136549909	136554785	+
5775	chr1	38776968	38778764	+
5791	chr10	19006494	19009452	+
5796	chr4	86885229	86886777	+
5800	chr12	54292569	54294165	+
5801	chr16	24908170	24910456	+
5813	chr13	58157499	58158985	+
5816	chr5	8996045	8997875	+
5817	chr12	91667796	91670374	+
5828	chr5	134182643	134185701	+
5830	chr6	72511761	72513523	+
5832	chr2	35415753	35417599	+
5849	chr7	78845731	78848279	+
5857	chr1	164814317	164816733	+
5869	chr6	128971449	128974639	+
5876	chr5	64883404	64885834	+
5877	chr17	29094356	29096898	+
5887	chr16	24091807	24093967	+
5895	chr15	60178850	60180972	+
5896	chr12	4592324	4594606	+
5898	chr7	90352921	90355013	+
5906	chr3	101292453	101294647	+
5910	chr1	52039397	52041925	+
5914	chr10	58381333	58384189	+
5916	chr14	70272309	70275231	+
5928	chr17	83396986	83398824	+
5935	chr15	85634594	85635612	+
5946	chr14	121323885	121326239	+
5951	chr6	145074578	145076808	+
5957	chr17	70924056	70926014	+
5963	chr6	99282875	99284695	+
5966	chr7	27730931	27732367	+
5983	chr16	10638475	10640313	+
5989	chr8	86623352	86625446	+
5994	chr11	99185071	99187549	+
5996	chr16	56716050	56717998	+
5999	chr12	107010723	107012527	+
6001	chr5	65826115	65828535	+
6007	chr4	139598056	139600022	+
6018	chr8	36172473	36174011	+
6020	chr7	80032776	80034758	+
6029	chr8	81755595	81758145	+
6038	chr12	36035928	36037738	+
6042	chr13	74769217	74771081	+
6064	chr11	4288488	4290274	+
6072	chr4	124694987	124696911	+
6081	chr13	95889800	95892154	+
6093	chr11	34033033	34035305	+
6096	chr8	86851649	86854589	+
6132	chr8	46686283	46687695	+
6140	chrX	159697675	159701005	+
6154	chr9	87254699	87256017	+
6162	chr1	138559134	138560868	+
6172	chr3	126649762	126651694	+
6178	chr6	142880847	142882761	+
6181	chr1	180225223	180226893	+
6194	chr8	122575953	122577391	+
6200	chr16	52142067	52144723	+
6220	chrX	57187342	57190116	+
6223	chr6	38788962	38790374	+
6229	chr18	65301070	65302944	+
6235	chr11	106438130	106440046	+
6243	chr15	50887353	50889719	+
6246	chr5	142370714	142372854	+
6248	chr4	63934424	63937360	+
6258	chr2	130663703	130664943	+
6261	chr2	173384878	173386894	+
6278	chr3	102738168	102739684	+
6279	chr2	156877209	156878779	+
6287	chr10	58713644	58715110	+
6288	chr2	77945435	77946901	+
6292	chr7	45061827	45063617	+
6293	chr16	32592961	32595305	+
6309	chr1	85793157	85795729	+
6312	chr8	129262498	129264684	+
6325	chr8	36121661	36123699	+
6331	chr1	138247091	138250059	+
6338	chrX	142388772	142391558	+
6344	chr19	57078625	57080809	+
6346	chr10	83003449	83005429	+
6357	chr18	34371622	34373538	+
6360	chr16	31191211	31193429	+
6372	chr4	35139959	35141359	+
6374	chr11	51832039	51834129	+
6375	chr15	73182520	73184986	+
6383	chr2	13232372	13233978	+
6388	chr2	142901688	142904338	+
6398	chr5	62789730	62792502	+
6406	chr6	83267651	83269199	+
6411	chr2	150310207	150312579	+
6415	chr15	27640785	27642727	+
6423	chr17	31511253	31513435	+
6426	chr1	97658595	97661931	+
6430	chr16	33707160	33709168	+
6444	chr6	121016694	121018280	+
6450	chr7	75370897	75373055	+
6457	chr11	97987633	97989033	+
6460	chr5	149030683	149032075	+
6461	chr16	51689815	51692077	+
6476	chr10	98840996	98842156	+
6492	chr3	35764314	35766876	+
6497	chr2	167909225	167911447	+
6498	chr10	30537465	30539031	+
6499	chr17	52075144	52078064	+
6502	chr10	59636308	59637550	+
6516	chr16	87712278	87714112	+
6517	chr4	133909990	133911474	+
6525	chr13	24653601	24656217	+
6539	chr16	44745274	44746626	+
6549	chr17	12745115	12746837	+
6564	chr14	14119988	14121326	+
6576	chr15	62734439	62736679	+
6581	chr12	25238795	25240735	+
6589	chr11	109494805	109497013	+
6590	chr1	9942137	9945075	+
6592	chr15	67116183	67118521	+
6593	chr6	113643853	113645969	+
6602	chr19	53445905	53447899	+
6603	chr13	52913350	52915372	+
6611	chr6	120488196	120489776	+
6626	chr18	38418773	38421699	+
6633	chr18	66470231	66472119	+
6636	chr14	45317041	45319283	+
6637	chr16	17721135	17723835	+
6653	chr4	136122310	136124096	+
6657	chr18	23843627	23845875	+
6658	chr8	86869711	86872083	+
6662	chr1	39734071	39735429	+
6667	chr8	123858605	123860557	+
6670	chr11	97126490	97128170	+
6672	chr5	107926083	107928387	+
6678	chr19	60873159	60874921	+
6680	chr9	61748458	61749652	+
6682	chr13	20119561	20122191	+
6696	chr17	88063341	88065451	+
6698	chr6	99358296	99360208	+
6704	chr2	76218688	76220768	+
6706	chr1	128831802	128833810	+
6707	chr6	57690725	57692597	+
6710	chr14	47104161	47105297	+
6714	chr5	3496748	3498380	+
6720	chr5	8722249	8723973	+
6729	chr2	174110264	174112172	+
6731	chr4	148448074	148450342	+
6733	chr2	13717992	13719894	+
6736	chr4	120824128	120826410	+
6747	chr14	54602692	54604194	+
6758	chr9	101060250	101062176	+
6779	chr12	111181193	111183569	+
6789	chr2	13131925	13133715	+
6801	chr16	23143693	23145499	+
6816	chr2	164069130	164072660	+
6817	chr5	24393909	24395395	+
6818	chr17	84031947	84033345	+
6823	chr9	63729828	63732696	+
6828	chr9	56103737	56105267	+
6846	chr16	44812097	44813723	+
6853	chr17	86709135	86710863	+
6858	chr2	62390305	62392043	+
6870	chr1	64970202	64971598	+
6881	chr7	126648712	126650532	+
6890	chr11	11521831	11523843	+
6892	chr18	32953678	32955400	+
6898	chrX	103616033	103618623	+
6899	chrX	35896278	35899420	+
6904	chr7	140137155	140138663	+
6921	chr10	21157107	21159967	+
6922	chr6	31208673	31210769	+
6923	chr9	58255180	58257120	+
6940	chr3	14869518	14870410	+
6941	chr5	146828321	146830387	+
6946	chr17	32035607	32037171	+
6953	chr4	129584536	129585568	+
6960	chr14	30014096	30015368	+
6961	chr11	57573486	57574750	+
6964	chr4	43903221	43904535	+
6966	chr7	35554292	35556340	+
6980	chr7	74527492	74529614	+
6981	chr10	84621658	84623668	+
7010	chr8	70896134	70898202	+
7011	chrX	48423686	48425912	+
7015	chr8	64732595	64734065	+
7017	chr5	8798204	8800234	+
7018	chr1	92180313	92181503	+
7024	chr12	33181930	33183130	+
7034	chr7	75714372	75717000	+
7035	chr2	151958654	151960184	+
7038	chr4	32160163	32161865	+
7066	chr11	54971600	54973494	+
7071	chr14	103468986	103470884	+
7083	chr18	32562607	32565229	+
7107	chr12	33157371	33159507	+
7114	chr10	54004367	54007853	+
7117	chr14	75056287	75057841	+
7119	chr12	69457565	69459405	+
7131	chr2	128153060	128154358	+
7145	chr17	78244122	78245836	+
7152	chr12	70974016	70975886	+
7154	chr3	103396934	103398432	+
7155	chr15	102150340	102151618	+
7156	chr2	71031004	71032988	+
7157	chr1	180396500	180399000	+
7166	chr2	131509556	131510942	+
7168	chr9	110116619	110118247	+
7175	chr5	3355470	3357300	+
7181	chr16	89834585	89837061	+
7184	chr7	66232491	66234541	+
7194	chr16	55965826	55967324	+
7206	chr10	127075061	127076757	+
7214	chr5	96878249	96880013	+
7231	chr8	119557358	119559652	+
7234	chr14	62343027	62344151	+
7237	chr5	53591122	53593672	+
7238	chr7	105810146	105811348	+
7245	chr12	54566488	54568080	+
7247	chr2	80616892	80618786	+
7250	chr15	80601782	80603732	+
7257	chr12	86809988	86811870	+
7259	chr1	16617739	16619839	+
7265	chr11	46436116	46438966	+
7269	chr12	25358819	25360683	+
7278	chr7	110164224	110165660	+
7282	chr13	45881275	45883645	+
7289	chr17	64753503	64755091	+
7291	chr7	44304242	44305570	+
7293	chr9	80265882	80267438	+
7298	chr5	53587607	53590315	+
7307	chrX	38188742	38191352	+
7321	chr17	80323424	80325060	+
7323	chr3	96277393	96278861	+
7335	chr12	81484275	81485447	+
7342	chr14	78435447	78437153	+
7346	chr6	137754084	137755534	+
7350	chr10	19093766	19095244	+
7372	chr16	43654642	43656288	+
7385	chr12	79691569	79693131	+
7389	chr1	118399366	118400748	+
7390	chr9	116163459	116165327	+
7391	chr13	117241965	117243409	+
7406	chr11	106134368	106136310	+
7408	chrX	162901264	162903450	+
7410	chr3	37654090	37655308	+
7415	chr17	23549696	23550968	+
7439	chr17	86957129	86959345	+
7441	chr5	100517320	100519554	+
7450	chr15	53723324	53724798	+
7451	chr18	11656970	11658626	+
7453	chr12	54984196	54986916	+
7459	chr4	87981862	87984240	+
7466	chr3	98026742	98028828	+
7468	chr2	5712568	5714312	+
7472	chr3	144718763	144720515	+
7482	chr4	15957598	15959446	+
7489	chr10	93355144	93357514	+
7495	chr10	117906591	117907797	+
7503	chr4	133729697	133732069	+
7510	chr15	76203375	76205003	+
7512	chr10	61648187	61649745	+
7515	chr11	95713347	95715009	+
7517	chr16	42189508	42191154	+
7520	chr15	12013225	12016057	+
7527	chr2	158668876	158670098	+
7530	chr14	76216635	76217985	+
7531	chr8	57575275	57577393	+
7538	chr15	6623117	6624889	+
7543	chr1	43468414	43470832	+
7546	chr6	39347097	39349223	+
7561	chr8	46162882	46164368	+
7563	chr9	92273327	92275517	+
7580	chr9	106751516	106752986	+
7584	chr9	96712435	96715243	+
7596	chr7	81853947	81855757	+
7599	chr10	117434708	117436502	+
7601	chr18	56446379	56448165	+
7602	chr3	142394415	142396263	+
7605	chr11	77347660	77349270	+
7606	chr11	79144081	79146039	+
7613	chr3	108850048	108852474	+
7615	chr3	83987021	83988933	+
7617	chr2	49312740	49313796	+
7625	chr6	47593028	47595542	+
7638	chr7	25119581	25121417	+
7642	chr2	105398088	105399696	+
7649	chr10	13831777	13833933	+
7650	chrX	57391688	57393850	+
7653	chr15	75920604	75921964	+
7655	chrX	50804684	50806994	+
7663	chr11	46359228	46360912	+
7674	chr1	51513614	51515050	+
7676	chr16	95359240	95361488	+
7700	chr2	62440501	62441969	+
7707	chr4	34881024	34883646	+
7715	chr7	90005525	90007651	+
7717	chr6	106798600	106800824	+
7718	chr16	93913429	93914827	+
7719	chr5	73285313	73288097	+
7727	chr7	119871536	119873474	+
7729	chr12	76886128	76887796	+
7738	chr13	73725103	73726543	+
7756	chr11	23846012	23847314	+
7765	chr14	45039962	45042636	+
7771	chr5	96979258	96981158	+
7780	chr1	165779985	165781387	+
7788	chr2	59467417	59469017	+
7800	chr4	31823607	31824571	+
7808	chr7	66117125	66119093	+
7811	chr17	64599180	64601048	+
7815	chr11	117964236	117966620	+
7819	chr2	60036280	60037584	+
7824	chr1	163929194	163930874	+
7825	chr7	66110405	66111737	+
7831	chr18	5989167	5990391	+
7835	chr9	108145753	108147477	+
7837	chr8	81822721	81825237	+
7838	chr10	122578310	122579442	+
7840	chr4	19925329	19928697	+
7846	chr15	98088845	98090281	+
7849	chr13	74617237	74618829	+
7858	chr18	32939521	32941295	+
7860	chr18	64930512	64931648	+
7870	chr10	37320488	37323534	+
7875	chr13	42095742	42096770	+
7892	chr4	126259248	126260736	+
7895	chr2	75890651	75893021	+
7896	chr9	72132989	72134001	+
7899	chr7	24375972	24378844	+
7903	chr2	168555633	168556805	+
7906	chr11	94591017	94592281	+
7921	chr6	129315070	129318226	+
7924	chr17	88441464	88443584	+
7925	chr11	58009731	58011447	+
7928	chr18	35553378	35556108	+
7934	chr14	18001445	18002841	+
7940	chr11	19978639	19980349	+
7946	chr15	11993746	11996514	+
7947	chr13	58112874	58113954	+
7956	chr13	52920904	52922724	+
7966	chr12	76778029	76779341	+
7975	chr8	13991924	13993676	+
7977	chr9	70542025	70544351	+
7981	chr1	177440715	177442531	+
7985	chr7	58398032	58399546	+
7988	chr11	62875807	62877537	+
7991	chr13	74390227	74391627	+
7992	chr12	113050185	113051561	+
7998	chr3	22076904	22078936	+
8008	chr3	103885642	103888194	+
8011	chr1	80764490	80766940	+
8012	chr19	6974845	6976329	+
8039	chr11	107443365	107445685	+
8042	chr1	166000501	166002013	+
8060	chr3	97609097	97610795	+
8068	chr19	10771657	10773477	+
8070	chr1	92906357	92908589	+
8072	chr12	16568951	16570021	+
8074	chr13	17625565	17628245	+
8077	chr15	85653053	85655077	+
8086	chr3	100684276	100685596	+
8090	chr6	86365005	86366813	+
8095	chr16	10758317	10759659	+
8108	chr18	75279063	75280401	+
8113	chr11	46404263	46406119	+
8124	chr10	13866160	13868190	+
8125	chr1	180278848	180281082	+
8128	chr19	31337384	31339404	+
8157	chr13	113012937	113014125	+
8173	chr16	37653346	37654636	+
8187	chr4	115827601	115829355	+
8192	chr2	173678071	173680321	+
8194	chr9	45416920	45417976	+
8195	chr2	91947875	91949161	+
8201	chr16	4586072	4587662	+
8204	chr17	17233763	17235667	+
8205	chr6	125260016	125261656	+
8209	chr18	79063213	79065265	+
8213	chr6	91616621	91618147	+
8220	chr3	9864812	9866112	+
8229	chr19	4133828	4136200	+
8230	chr2	58148972	58150936	+
8238	chr16	23283701	23286149	+
8239	chr4	63557876	63559696	+
8247	chr16	84713441	84715373	+
8252	chr10	75431751	75434639	+
8253	chr2	168579993	168581413	+
8254	chr7	80785259	80789157	+
8260	chr1	54491908	54493684	+
8266	chr12	4082060	4083850	+
8270	chr7	126338070	126340234	+
8282	chr17	25985243	25986271	+
8283	chr9	73089232	73090236	+
8287	chr4	145360708	145361900	+
8307	chr1	164453293	164454941	+
8327	chr16	10992150	10993286	+
8349	chr11	21096632	21100176	+
8353	chr9	25185730	25187590	+
8358	chr1	152287946	152288990	+
8360	chr11	104442094	104444546	+
8361	chr12	3959476	3960486	+
8362	chr6	67182805	67184413	+
8366	chr11	109311855	109312821	+
8369	chr15	36727703	36728455	+
8370	chr2	165887829	165889475	+
8380	chr7	141122730	141123662	+
8400	chrX	35903373	35905747	+
8404	chr1	155223729	155224995	+
8406	chr7	114417318	114418696	+
8418	chr2	11266320	11268454	+
8424	chr3	31094822	31096344	+
8433	chr14	118937111	118939503	+
8437	chr11	82961527	82962945	+
8445	chr16	33583927	33584727	+
8446	chr15	58684264	58685756	+
8447	chr3	93542664	93545514	+
8453	chr9	66583791	66587365	+
8464	chr13	13516185	13517913	+
8465	chrX	167132710	167134912	+
8472	chr2	23047315	23049591	+
8476	chr3	152916525	152918469	+
8479	chr5	74259705	74261275	+
8492	chr8	85071130	85073172	+
8493	chr7	80400841	80402515	+
8514	chr16	84681180	84683798	+
8515	chr3	100443137	100444607	+
8516	chr2	161511720	161513306	+
8525	chr12	54655231	54656613	+
8526	chr3	152949552	152950542	+
8531	chr2	128087385	128089177	+
8538	chr5	137501610	137502716	+
8539	chr5	110779086	110780844	+
8544	chr5	107749283	107750613	+
8556	chr13	45693575	45694871	+
8573	chr4	41754990	41756002	+
8578	chr5	67394262	67395860	+
8581	chr18	64918960	64921048	+
8588	chr1	162206671	162208239	+
8589	chr2	11534495	11535883	+
8596	chr12	54312276	54313702	+
8603	chr17	47501205	47502805	+
8604	chr15	62726987	62729091	+
8606	chr14	24490087	24491753	+
8608	chr11	31759303	31760759	+
8612	chr13	45454968	45456470	+
8618	chrX	13655072	13656794	+
8624	chr10	5383399	5384725	+
8630	chrX	13230206	13231568	+
8648	chr10	130541738	130542878	+
8649	chr12	104998823	105000895	+
8650	chr18	35093048	35094054	+
8651	chr12	108760653	108762179	+
8652	chr11	75540859	75541965	+
8656	chr2	52314688	52315966	+
8672	chr3	52088195	52089471	+
8680	chr10	60745500	60746774	+
8712	chr11	97309471	97310747	+
8725	chr17	12307345	12308495	+
8729	chr2	104172307	104173483	+
8732	chr7	28795468	28797042	+
8742	chr3	9852637	9853803	+
8750	chr9	85119387	85121559	+
8752	chr10	62850868	62852716	+
8754	chr2	19049735	19050967	+
8755	chr6	99665180	99666526	+
8758	chr13	35905444	35906606	+
8767	chr10	120226748	120228016	+
8772	chr17	29077723	29079381	+
