	Chr	Start	End	Strand
20503	chr9	46083337	46084387	+
20504	chrX	12062679	12064513	+
20507	chr5	65107776	65108276	+
20514	chr3	148852157	148852793	+
20529	chr16	21693976	21694476	+
20532	chr19	36560758	36561960	+
20539	chr9	70258003	70258887	+
20546	chr2	173307089	173308627	+
20550	chr4	149662509	149663405	+
20552	chr11	52320635	52321559	+
20565	chr9	117892932	117893432	+
20568	chr7	28820037	28820959	+
20570	chr1	106324753	106325515	+
20574	chr6	17641844	17642626	+
20577	chr1	180809942	180810862	+
20591	chr12	35915658	35916906	+
20600	chr11	60111083	60111975	+
20601	chr10	130330513	130331281	+
20616	chr18	36512623	36513399	+
20618	chr10	44028995	44029899	+
20627	chr5	120643782	120644978	+
20653	chr12	118457412	118458448	+
20661	chr2	32162034	32163076	+
20662	chr11	96057807	96059195	+
20675	chr3	105825292	105826210	+
20681	chr3	60530766	60531408	+
20693	chr19	3852119	3852869	+
20698	chr1	39102031	39103079	+
20702	chr16	24704378	24705282	+
20709	chr2	32882261	32883015	+
20713	chr9	46067414	46068318	+
20714	chr3	126609696	126610584	+
20724	chr5	149678444	149679196	+
20726	chr9	41142732	41143774	+
20734	chr9	103760773	103762183	+
20739	chr2	18966598	18967316	+
20748	chr17	31829827	31830983	+
20781	chr3	21984873	21985999	+
20798	chr5	149229310	149230062	+
20801	chr3	93596822	93597984	+
20814	chr3	60477858	60478618	+
20820	chr4	136470143	136471159	+
20823	chr7	122402690	122403340	+
20828	chr16	23272575	23273325	+
20876	chr10	44539030	44539930	+
20879	chr15	81166469	81167359	+
20884	chr4	88014615	88015265	+
20890	chr14	103033307	103033807	+
20901	chr4	59538548	59540066	+
20906	chr13	28719621	28720685	+
20908	chr7	38200731	38201525	+
20917	chr16	32069095	32069719	+
20925	chr4	136454577	136455201	+
20935	chr2	38339520	38340146	+
20941	chr17	21537349	21538113	+
20947	chr18	55146800	55147564	+
20952	chr13	45852238	45852886	+
20961	chr1	118399683	118400439	+
20964	chr11	52035397	52035897	+
20972	chr18	32292999	32294137	+
20983	chr8	117285112	117286046	+
20994	chr3	28781495	28781995	+
21008	chr15	36363778	36364866	+
21015	chr4	141059888	141060658	+
21030	chr7	101726690	101727618	+
21033	chr7	140080693	140081769	+
21044	chr8	35642160	35643404	+
21053	chr13	35749211	35750109	+
21068	chr3	60414497	60415139	+
21097	chr11	46359645	46360467	+
21100	chr4	130713179	130714245	+
21111	chr6	88811144	88812290	+
21117	chr3	52522623	52523247	+
21121	chr15	97993063	97993829	+
21124	chr12	106026236	106027280	+
21130	chr9	60794475	60795389	+
21142	chr14	73045131	73045933	+
21143	chr19	37740488	37740988	+
21144	chr10	95604928	95605726	+
21148	chr11	20331764	20332392	+
21152	chr11	110993544	110994182	+
21164	chr11	88631068	88632032	+
21167	chr6	108687857	108688933	+
21168	chr6	52305745	52306373	+
21170	chr18	37640929	37642243	+
21180	chr1	13593258	13593898	+
21184	chr6	140619278	140619914	+
21198	chr9	44875799	44876299	+
21203	chr6	39287179	39288079	+
21233	chr8	119817245	119818173	+
21234	chr7	75495967	75496869	+
21238	chr10	40451145	40451769	+
21244	chrX	151779792	151781156	+
21258	chr9	116115229	116115949	+
21261	chr17	26981132	26981950	+
21267	chr1	181299350	181300116	+
21271	chr8	125561068	125561964	+
21273	chr6	91712444	91713634	+
21275	chr5	32312962	32314008	+
21284	chr4	57055969	57056469	+
21310	chr7	80840928	80841428	+
21311	chr15	36395145	36395645	+
21318	chr6	48047105	48047863	+
21328	chr7	24364977	24365829	+
21334	chr4	48011246	48012154	+
21337	chrX	103528744	103529874	+
21356	chr7	30410206	30410836	+
21360	chr6	99785172	99786072	+
21367	chr4	46649711	46650337	+
21379	chr3	130931884	130932800	+
21386	chr4	135151874	135152626	+
21398	chr11	18956974	18957952	+
21403	chr7	90136801	90137947	+
21413	chr19	46309468	46310470	+
21415	chr4	143146737	143148219	+
21416	chr13	99474913	99475707	+
21418	chrX	152336783	152337675	+
21420	chrX	102036691	102037697	+
21433	chr17	66064912	66065668	+
21439	chrX	142376768	142378274	+
21450	chr1	64104556	64105056	+
21461	chr4	9184718	9185614	+
21462	chr15	80593208	80593960	+
21469	chr8	80947853	80948739	+
21479	chr4	57867237	57867737	+
21482	chr8	119787081	119788167	+
21496	chr9	61925280	61925780	+
21508	chr15	36397533	36398411	+
21516	chr7	63994545	63995513	+
21519	chr14	34501697	34502459	+
21521	chr11	100852658	100853288	+
21540	chr4	149773296	149773920	+
21546	chr12	101002460	101003094	+
21547	chr1	132038185	132038961	+
21555	chr6	97505514	97506668	+
21564	chr2	164183893	164184841	+
21565	chr17	25583758	25584784	+
21573	chr10	26358304	26358930	+
21581	chr17	5827884	5829186	+
21585	chr4	137909006	137910048	+
21588	chr17	36970852	36971808	+
21596	chr6	66943821	66944451	+
21602	chr1	60356020	60357122	+
21605	chr15	8716182	8717362	+
21606	chr1	160180762	160181646	+
21611	chr11	104468412	104469296	+
21613	chr4	140695955	140696981	+
21615	chr4	135405922	135406686	+
21624	chr6	121013790	121014664	+
21625	chr13	41975547	41976719	+
21626	chr14	18001886	18002386	+
21627	chr2	152794187	152794819	+
21645	chr10	68136914	68137832	+
21656	chr1	128435430	128436068	+
21661	chr4	44044683	44045543	+
21674	chr12	52097439	52098309	+
21676	chr4	97831341	97832287	+
21678	chr13	5866605	5867361	+
21685	chr15	79755804	79756974	+
21686	chr16	75920908	75921548	+
21698	chr18	46175189	46175867	+
21703	chr5	137740478	137741622	+
21731	chr12	51863435	51864217	+
21735	chr17	69382249	69382877	+
21736	chr4	148509310	148510026	+
21738	chr11	97128358	97129238	+
21741	chr2	164456627	164457255	+
21743	chr11	22928258	22929176	+
21749	chr14	76569800	76570300	+
21756	chr6	120191033	120191799	+
21758	chr16	36930683	36931443	+
21765	chr17	26595406	26596292	+
21767	chr18	50023965	50024659	+
21779	chr9	73162722	73163474	+
21788	chr11	46062973	46063873	+
21806	chr12	59056675	59057557	+
21812	chr5	110978859	110979359	+
21835	chr10	80989132	80990078	+
21849	chr6	114656059	114657111	+
21850	chr13	51115311	51116081	+
21859	chr9	44655531	44656291	+
21863	chr16	91825366	91825994	+
21874	chr16	26666953	26667703	+
21876	chr19	10752474	10753224	+
21881	chr11	93999247	94000125	+
21882	chr11	115642941	115643841	+
21883	chr19	53490825	53492231	+
21893	chr11	108927762	108929030	+
21901	chr7	30955356	30956258	+
21902	chr17	84422381	84423281	+
21915	chr6	54831360	54832022	+
21924	chr15	58669267	58670055	+
21928	chr12	102329498	102330670	+
21929	chr2	32709759	32710697	+
21930	chr1	39944525	39945157	+
21938	chr18	38429428	38430624	+
21946	chr13	40732369	40733581	+
21948	chr2	112509860	112510820	+
21958	chr6	99175814	99177054	+
21972	chr3	97419282	97419906	+
21977	chr9	54981478	54981978	+
21980	chr9	69505201	69506337	+
21983	chr7	110618536	110619446	+
21984	chr4	129514380	129515854	+
21987	chr11	110447860	110448748	+
21989	chr1	164137122	164137746	+
21990	chr11	23852749	23853547	+
21996	chr2	58128943	58129871	+
21999	chr8	68336119	68336743	+
22004	chr7	132800090	132800956	+
22006	chr2	11650602	11651102	+
22013	chr5	3459795	3460573	+
22015	chr2	30707211	30708267	+
22025	chr9	65010894	65011560	+
22026	chr9	114495051	114495895	+
22030	chr1	136698983	136699611	+
22036	chr18	7608624	7609380	+
22052	chr16	23544093	23545477	+
22056	chr8	70800753	70801861	+
22063	chr8	83757651	83758879	+
22067	chr7	132861902	132863458	+
22068	chr1	89079263	89080423	+
22070	chr3	55373307	55374091	+
22080	chr10	34175776	34176822	+
22081	chr1	137902984	137903610	+
22084	chr16	59470094	59470856	+
22086	chr14	74939234	74940256	+
22089	chr5	148547909	148548545	+
22091	chr13	51935294	51936128	+
22093	chrX	93288826	93290320	+
22094	chr5	103698620	103699248	+
22096	chr15	73092945	73093835	+
22097	chr19	6306484	6307114	+
22110	chr15	96257310	96258092	+
22118	chr2	68980981	68981481	+
22120	chrX	101736603	101738011	+
22128	chr12	73912808	73913552	+
22136	chr12	73889382	73890144	+
22148	chr15	97449831	97450715	+
22151	chr10	93834042	93834542	+
22177	chr6	144541343	144542103	+
22196	chr1	159396333	159396833	+
22197	chr14	61788189	61788689	+
22198	chr14	70798716	70799472	+
22214	chr7	45591761	45592497	+
22227	chr9	57655445	57656389	+
22245	chr13	5408249	5409083	+
22257	chr18	75367546	75368172	+
22261	chr15	100077063	100077563	+
22264	chr15	64042640	64043716	+
22267	chr6	97294352	97294852	+
22270	chr5	134333311	134333987	+
22285	chr1	87866162	87866662	+
22293	chr11	32221157	32222137	+
22297	chr16	93788804	93789712	+
22303	chr16	92946617	92947369	+
22316	chr10	51553669	51554437	+
22321	chr2	49867986	49868652	+
22329	chr9	46144350	46144850	+
22331	chr7	126357309	126357809	+
22332	chr9	72399710	72400480	+
22340	chr13	46733665	46734621	+
22341	chr11	55113252	55113752	+
22342	chr13	24779194	24779946	+
22346	chr9	44866397	44867075	+
22350	chr17	29509911	29510857	+
22354	chr17	72965569	72966251	+
22357	chr1	98129403	98130311	+
22358	chrX	12570373	12571267	+
22365	chr1	58761502	58762506	+
22383	chr11	102572904	102573674	+
22386	chr4	102587882	102588518	+
22392	chr2	31179580	31180362	+
22396	chr15	99345018	99345774	+
22414	chr17	7868576	7869466	+
22422	chr10	80988013	80988513	+
22424	chr12	25141314	25142724	+
22426	chr1	156462581	156463645	+
22430	chr7	90138984	90139736	+
22441	chr9	56585310	56586076	+
22449	chr5	150262669	150263621	+
22457	chr18	60920741	60921539	+
22458	chr6	127433514	127434184	+
22460	chr2	102998011	102998511	+
22462	chrX	77522110	77523540	+
22469	chr13	45850032	45850532	+
22471	chr9	120942153	120943185	+
22474	chr17	56478185	56479339	+
22476	chr2	38336444	38337238	+
22483	chr17	88405306	88405806	+
22486	chr5	86068390	86069374	+
22489	chr15	97665652	97666406	+
22495	chr10	6991344	6992536	+
22507	chr10	93179211	93179711	+
22522	chr2	50293604	50294322	+
22525	chr15	28001273	28002165	+
22528	chr1	51525309	51526127	+
22545	chr4	143141135	143142253	+
22549	chr10	60218322	60219256	+
22561	chr3	19318563	19319063	+
22565	chr8	39045841	39046593	+
22580	chr6	114883099	114883727	+
22585	chr1	131025709	131026669	+
22588	chr8	71476614	71477364	+
22589	chr19	12563605	12564549	+
22591	chr8	8968825	8969879	+
22595	chr5	77134536	77135302	+
22597	chr5	136503581	136504237	+
22602	chr6	88756214	88756998	+
22608	chr14	78907984	78908786	+
22612	chr11	119680820	119681728	+
22622	chr12	102619325	102619977	+
22623	chr1	69680555	69681327	+
22625	chr16	3632887	3633773	+
22633	chr6	134147918	134148558	+
22649	chr4	132036541	132037283	+
22652	chr2	130576981	130578131	+
22657	chr1	175632104	175632604	+
22670	chr2	11215122	11215750	+
22678	chr14	54413729	54414497	+
22681	chr9	35432861	35433973	+
22696	chr2	57407067	57407695	+
22700	chr14	74908139	74909059	+
22704	chr11	79869528	79870154	+
22709	chr6	145091554	145092454	+
22711	chr7	90141623	90142255	+
22718	chr12	111047674	111048460	+
22725	chr15	102692120	102692746	+
22728	chr10	120625411	120626037	+
22729	chr4	83941199	83941965	+
22730	chr6	31085212	31086166	+
22732	chr3	101293323	101293823	+
22735	chr18	68831917	68832545	+
22759	chr16	95752860	95753496	+
22760	chr9	44223972	44225346	+
22774	chr15	98602451	98603781	+
22775	chr15	53307479	53308401	+
22778	chr18	4181797	4182685	+
22786	chr7	101341626	101342510	+
22787	chr17	29434058	29434558	+
22790	chr7	4520847	4521655	+
22805	chr15	98587675	98588821	+
22808	chr18	67698555	67699343	+
22814	chr11	99112408	99113708	+
22820	chr14	122807076	122807854	+
22826	chr8	105919262	105919894	+
22827	chr2	27432046	27432970	+
22830	chr12	102679364	102680328	+
22835	chr7	66118365	66118991	+
22836	chr4	95196820	95197444	+
22853	chr2	168231133	168232031	+
22861	chr5	140829687	140830187	+
22871	chr10	7010586	7011368	+
22875	chr2	90950252	90951022	+
22877	chr4	34874269	34875803	+
22895	chr10	93188047	93188685	+
22897	chr15	38606741	38607707	+
22902	chr9	118479773	118480563	+
22922	chr6	129315884	129316384	+
22925	chr1	55030529	55031189	+
22930	chr17	26166011	26166833	+
22932	chr12	8684094	8685060	+
22937	chr8	46941869	46942369	+
22940	chr11	94521039	94521677	+
22948	chr3	21986143	21986861	+
22956	chr14	73106133	73106969	+
22959	chr10	98842008	98842634	+
22972	chr7	24954086	24954874	+
22983	chr10	67487281	67487905	+
22989	chr10	117451846	117452748	+
23002	chr15	80632360	80633158	+
23005	chr11	58033389	58033889	+
23006	chrX	77468748	77470006	+
23012	chr7	19326182	19327018	+
23013	chr7	75415818	75416448	+
23023	chr1	153616882	153617382	+
23026	chr9	116266187	116266947	+
23041	chr19	6926971	6927597	+
23042	chr17	48427803	48428303	+
23047	chr15	36273862	36274952	+
23049	chr10	14207938	14208690	+
23052	chr6	129239865	129240365	+
23055	chr2	26485187	26486291	+
23057	chr13	48541071	48541927	+
23060	chr8	14008973	14009879	+
23061	chr9	114760162	114760944	+
23063	chr1	21324892	21325648	+
23068	chr11	117295120	117296046	+
23069	chr9	108646027	108646661	+
23084	chr10	45799970	45800910	+
23085	chr11	106438700	106439458	+
23094	chr12	99572157	99572915	+
23098	chr10	44403238	44403864	+
23109	chr11	68457446	68458352	+
23113	chr19	11379196	11380134	+
23118	chr3	52447432	52448616	+
23122	chr16	44963265	44963961	+
23127	chr14	56568960	56569638	+
23136	chr10	8055299	8055799	+
23141	chr12	115622878	115623712	+
23143	chr8	109863334	109863834	+
23146	chr8	25255936	25256814	+
23148	chr13	21996297	21997131	+
23150	chr4	126957273	126959123	+
23159	chr4	101147844	101148714	+
23161	chr7	99093330	99093970	+
23162	chr3	79162164	79162922	+
23164	chr1	164973193	164974001	+
23166	chr18	23843200	23843916	+
23168	chr17	35758422	35759442	+
23171	chr11	79711569	79712615	+
23182	chr6	115673056	115673688	+
23194	chr14	66248919	66249419	+
23203	chr18	34663060	34663560	+
23205	chr2	34775528	34776028	+
23208	chr1	51592564	51593064	+
23220	chr1	23382323	23383133	+
23226	chr15	98722431	98723073	+
23230	chr3	121467348	121468104	+
23234	chr3	88491807	88492689	+
23236	chr9	72796679	72797305	+
23251	chr3	126690214	126690856	+
23254	chr5	100912873	100913373	+
23260	chr15	50835994	50836926	+
23261	chr2	157070955	157071859	+
23263	chr17	31753664	31754428	+
23268	chr2	128090520	128091158	+
23270	chr15	5511100	5511928	+
23282	chr3	52556885	52557839	+
23289	chr15	28181992	28182492	+
23301	chr2	74752566	74754096	+
23306	chr14	16169748	16170508	+
23313	chr1	39702390	39703032	+
23315	chr18	4278274	4278774	+
23322	chr14	61173757	61174257	+
23331	chr9	114583607	114584231	+
23332	chr10	26827767	26828553	+
23341	chr11	98412726	98413596	+
23343	chr7	27332081	27333037	+
23353	chr12	69385087	69385865	+
23354	chr16	72664093	72665187	+
23355	chr7	80789341	80789841	+
23360	chr16	32215372	32216006	+
23366	chr4	8782923	8783551	+
23376	chr14	105480336	105480836	+
23377	chr6	149365747	149366707	+
23378	chr18	15060304	15061138	+
23379	chr3	90297354	90298140	+
23387	chr15	80518385	80519039	+
23403	chr5	21309229	21310435	+
23415	chr5	36140779	36141533	+
23420	chr13	45875780	45876280	+
23421	chr5	103767101	103768129	+
23422	chr9	32815864	32816504	+
23423	chr9	57980428	57981190	+
23424	chr11	4198439	4199369	+
23432	chr11	120915867	120916639	+
23433	chr17	12506687	12507447	+
23435	chr14	53946004	53947028	+
23436	chr1	39572368	39573422	+
23438	chr4	9668283	9669037	+
23440	chr11	118213991	118214855	+
23441	chr1	136127344	136128068	+
23447	chr2	26722653	26723585	+
23469	chr1	128607438	128608244	+
23470	chr16	92761642	92762418	+
23472	chr15	66806816	66807316	+
23473	chr7	4809511	4810589	+
23474	chrX	169827951	169828985	+
23475	chr15	6595435	6596353	+
23478	chr1	39502255	39503179	+
23484	chr12	77536742	77537242	+
23486	chr3	135636055	135636555	+
23490	chr2	167337216	167337844	+
23491	chr2	128250414	128251470	+
23505	chr7	141369517	141370153	+
23524	chr9	119087693	119088317	+
23530	chr16	58499070	58499718	+
23551	chr12	80213833	80214595	+
23554	chr10	81069989	81070489	+
23560	chr1	133542057	133542557	+
23566	chr8	94695734	94696360	+
23570	chr2	45116543	45117043	+
23581	chr7	109957060	109958130	+
23587	chr8	14940663	14941287	+
23601	chr19	40721148	40721954	+
23602	chr8	120715473	120716101	+
23612	chr16	94604106	94604884	+
23615	chr7	45686344	45687142	+
23619	chr6	8734670	8735170	+
23620	chr16	24186249	24186879	+
23622	chr18	82531937	82532787	+
23629	chr2	93432017	93433125	+
23639	chr15	61481365	61482249	+
23645	chr3	27283502	27284278	+
23646	chr14	75193518	75194018	+
23650	chr15	100914192	100914948	+
23656	chr14	53369498	53370382	+
23658	chr16	91542109	91542901	+
23660	chr5	93150398	93151282	+
23664	chr17	46857802	46859164	+
23667	chr5	20877026	20877526	+
23671	chr4	11084267	11085017	+
23672	chr14	121198545	121199463	+
23682	chr7	90054417	90055093	+
23686	chr10	99284991	99285689	+
23687	chr5	115091238	115091864	+
23694	chr10	81510725	81511493	+
23695	chr9	32609255	32609755	+
23698	chr17	86963986	86964616	+
23700	chr11	83535744	83536390	+
23703	chr1	36325397	36326349	+
23704	chr2	58971579	58972331	+
23712	chr11	97123255	97124641	+
23716	chr2	9577330	9578050	+
23717	chr13	111258190	111259162	+
23721	chr6	134151513	134152137	+
23722	chr10	111336003	111336671	+
23726	chr13	30819895	30820547	+
23731	chr11	62250371	62251147	+
23736	chr4	133649923	133650551	+
23738	chrX	12589549	12590889	+
23741	chr9	123950745	123951445	+
23742	chr10	67427215	67428101	+
23744	chr6	140630483	140631109	+
23746	chr1	127779649	127780851	+
23749	chr5	118600701	118601201	+
23750	chr9	118481337	118482457	+
23755	chr11	75740589	75741261	+
23767	chr10	7062632	7063400	+
23768	chr9	13472128	13473008	+
23769	chr4	102557943	102558715	+
23776	chr17	32419451	32420291	+
23785	chr11	54998175	54998675	+
23797	chr9	57990321	57990945	+
23800	chr11	107119832	107120756	+
23801	chr3	136531344	136532274	+
23809	chr2	181537706	181538470	+
23811	chr14	78691703	78692331	+
23816	chr5	123085280	123086050	+
23823	chr17	71287736	71288492	+
23828	chr19	45221061	45221561	+
23835	chr17	50544833	50545589	+
23839	chrX	133690588	133691546	+
23852	chr2	32870133	32870763	+
23862	chr4	11419942	11420566	+
23864	chr1	23380155	23380977	+
23865	chr9	77463135	77464041	+
23872	chr3	153909070	153909996	+
23883	chr3	122292692	122293318	+
23884	chr1	73941002	73941768	+
23891	chr10	78293867	78294367	+
23894	chr1	185200409	185201303	+
23895	chr12	69530109	69530753	+
23896	chr9	61069724	61070756	+
23897	chr1	172306085	172306839	+
23900	chr7	75494258	75495028	+
23902	chr4	130909267	130909767	+
23905	chr14	36962700	36963462	+
23906	chr6	146516268	146516768	+
23916	chr16	95780305	95781193	+
23920	chr4	156009616	156010380	+
23921	chr12	52607120	52608024	+
23929	chr1	80670882	80671520	+
23932	chr10	122829013	122829639	+
23943	chr5	107738610	107739334	+
23954	chr12	99741351	99741851	+
23959	chr10	58350616	58351344	+
23962	chr4	149402631	149403319	+
23963	chr4	87983097	87983751	+
23978	chr2	127309638	127310272	+
23986	chr16	17177738	17178818	+
23992	chr14	121730995	121731991	+
23997	chr15	93228647	93229299	+
24001	chr15	61618338	61619132	+
24003	chr1	151960818	151961594	+
24007	chr7	88318817	88319451	+
24009	chr15	25865120	25866040	+
24011	chr11	45793857	45794357	+
24014	chr5	122770701	122771353	+
24019	chr10	121268946	121269734	+
24020	chr17	7939579	7940079	+
24025	chr8	25519382	25520006	+
24031	chr11	113362124	113362750	+
24039	chr15	62078983	62080019	+
24052	chr4	156236555	156237379	+
24055	chr10	67656971	67657471	+
24068	chr5	23413950	23415096	+
24069	chr13	37833154	37834172	+
24070	chr2	122161406	122162032	+
24072	chr6	30051340	30051982	+
24083	chr5	20930589	20931535	+
24089	chr19	57079374	57080002	+
24091	chr6	87255618	87256548	+
24092	chr13	101801241	101802169	+
24094	chr10	14017641	14018141	+
24102	chr10	60161901	60162401	+
24111	chr1	82846098	82846920	+
24116	chr16	52066177	52066801	+
24118	chr8	126625815	126626315	+
24127	chr3	61368303	61368937	+
24132	chr14	10526776	10527402	+
24133	chr1	13305217	13306545	+
24134	chr19	46241826	46242578	+
24136	chr17	31081546	31082426	+
24137	chr10	111233268	111233894	+
24139	chr6	29719383	29720011	+
24142	chr12	12323388	12324014	+
24143	chr5	117359908	117360576	+
24160	chr15	66793318	66793944	+
24168	chr8	35204680	35205308	+
24171	chr1	161772652	161773578	+
24172	chr3	37231153	37232443	+
24181	chr15	101479032	101479992	+
24182	chr15	38566809	38567309	+
24183	chr14	122029169	122029669	+
24195	chr1	54874486	54875278	+
24198	chr5	64518911	64519537	+
24204	chr4	117218681	117219559	+
24214	chr3	69171148	69171648	+
24221	chr2	60050500	60051426	+
24222	chr9	41149423	41150235	+
24232	chr3	94658000	94658904	+
24240	chr2	34370801	34371585	+
24252	chr5	118611615	118612563	+
24253	chr1	120459942	120461080	+
24264	chr6	115668138	115668770	+
24268	chr4	149048661	149049391	+
24272	chr19	11505617	11506117	+
24294	chr2	61169726	61170368	+
24296	chr9	69023240	69023740	+
24306	chr2	59244583	59245293	+
24315	chr2	60222388	60223472	+
24326	chr17	80825612	80826426	+
24327	chr2	68470650	68471284	+
24328	chr11	109413400	109414276	+
24332	chr2	93416791	93417291	+
24335	chr10	42764382	42765292	+
24337	chr6	82763575	82764593	+
24341	chr19	11372163	11372813	+
24344	chr12	55450104	55450984	+
24358	chr11	61684685	61685437	+
24360	chr2	165462301	165463219	+
24361	chr4	32267718	32268218	+
24364	chr10	39292735	39293235	+
24366	chr7	58740752	58741252	+
24369	chr17	28882192	28882842	+
24373	chr12	79439993	79440785	+
24390	chr12	33038826	33039450	+
24395	chr8	94457933	94458751	+
24402	chr16	24154763	24155263	+
24403	chr18	73830293	73831049	+
24405	chr11	16956321	16957029	+
24407	chr10	21245331	21245955	+
24408	chr9	57813296	57814260	+
24410	chr16	24910708	24911208	+
24412	chr16	93691529	93692029	+
24423	chr6	120454219	120454847	+
24426	chr9	62976841	62977341	+
24428	chr12	59021147	59022041	+
24434	chr9	108035565	108036065	+
24435	chr18	61570422	61571054	+
24438	chr1	53765384	53766200	+
24447	chr19	29221648	29222148	+
24459	chr4	11089561	11090293	+
24463	chr12	55495016	55495516	+
24465	chr7	28451973	28452797	+
24466	chr7	68138866	68139662	+
24469	chr1	155088521	155089021	+
24470	chr2	38205077	38205577	+
24477	chr2	79269722	79270222	+
24481	chr2	118540684	118541454	+
24482	chr3	60518964	60519464	+
24484	chr13	55473162	55473662	+
24488	chr15	36750776	36751426	+
24491	chr16	91523870	91524760	+
24497	chr8	4318320	4319116	+
24513	chr5	24823790	24824290	+
24519	chr19	54010102	54011176	+
24521	chr14	121356039	121356539	+
24527	chr4	88742283	88742783	+
24536	chr1	43462775	43463561	+
24537	chr1	36924812	36925556	+
24540	chr5	135657967	135658591	+
24543	chr1	160794007	160795237	+
24544	chr17	80131256	80132168	+
24545	chr10	96399202	96399702	+
24547	chr11	121804045	121804839	+
24549	chr18	14510974	14511598	+
24552	chr3	116374603	116375329	+
24563	chr6	120933697	120934461	+
24564	chr17	9764280	9764916	+
24569	chr13	97071670	97072170	+
24572	chr6	125263440	125264220	+
24574	chr19	47142354	47143160	+
24580	chr6	8639813	8640463	+
24581	chr1	171994615	171995395	+
24582	chr7	90341969	90342469	+
24585	chr17	5024310	5025078	+
24587	chr12	85665775	85666451	+
24588	chr10	39793031	39793837	+
24590	chr11	98355494	98356386	+
24593	chr11	49981182	49981682	+
24616	chr13	38076599	38077477	+
24618	chr3	68792893	68793393	+
24630	chr6	113644205	113644705	+
24633	chr10	24777798	24778680	+
24650	chr16	4756634	4757398	+
24653	chr18	5931981	5932673	+
24658	chr4	127094962	127095462	+
24660	chr5	36326334	36326976	+
24661	chr12	105789611	105790485	+
24662	chr3	101047672	101048550	+
24663	chr2	103594042	103594938	+
24664	chr2	6483282	6483914	+
24665	chr1	87657063	87658171	+
24668	chr12	21335096	21336064	+
24669	chr4	33146762	33147262	+
24677	chr10	67210061	67210561	+
24684	chr1	40284029	40284817	+
24702	chr7	99345038	99345958	+
24712	chr10	118050188	118050814	+
24715	chr6	140337840	140338676	+
24716	chr16	24220729	24221399	+
24721	chr7	75800198	75800698	+
24735	chr6	144278703	144279331	+
24746	chr14	63131970	63132470	+
24748	chr14	74359950	74360578	+
24753	chr11	46082832	46083480	+
24758	chr14	61778268	61779192	+
24768	chr6	34273241	34273741	+
24778	chr18	34088944	34089714	+
24781	chr13	51119093	51119849	+
24790	chr7	80799127	80799789	+
24796	chr11	33700561	33701189	+
24797	chr17	31825687	31826411	+
24799	chr3	127705180	127705938	+
24801	chr5	113642903	113643853	+
24803	chr8	123020684	123021310	+
24810	chr11	107014523	107015425	+
24813	chr11	32103171	32103923	+
24815	chr4	141997959	141998751	+
24817	chr9	59477476	59478302	+
24820	chr9	114507676	114508426	+
24821	chr2	23048544	23049044	+
24838	chrX	101128430	101129282	+
24843	chr8	33663428	33664434	+
24844	chrX	48312673	48313437	+
24845	chr16	84623925	84624821	+
24848	chr10	96466295	96466795	+
24864	chr4	59243984	59244484	+
24872	chr5	105244438	105245442	+
24874	chr2	52573607	52574373	+
24876	chr10	30651056	30651718	+
24877	chr12	107814692	107815468	+
24892	chr7	64185597	64186223	+
24895	chr10	14019618	14020278	+
24908	chr1	53843311	53843811	+
24915	chr10	93195010	93195510	+
24917	chr1	55057483	55058697	+
24918	chr17	33678532	33679032	+
24920	chr6	128285454	128286088	+
24921	chr12	115691652	115692152	+
24926	chr11	101115562	101116062	+
24931	chr13	17976141	17976851	+
24937	chr5	100651456	100651956	+
24940	chr3	106551642	106552268	+
24942	chr5	137286990	137287490	+
24952	chr11	6323559	6324059	+
24955	chr5	33823308	33824062	+
24965	chr11	58017712	58018212	+
24966	chr13	99938697	99939197	+
24973	chr8	109956381	109957263	+
24975	chr15	77894954	77895704	+
24976	chr9	58592703	58593643	+
24978	chr9	66894693	66895193	+
24980	chr6	85434274	85434946	+
24984	chr5	142421143	142421643	+
24985	chr9	107689889	107690643	+
24988	chr12	80239683	80240327	+
24989	chr10	54064764	54065264	+
24997	chr2	13222730	13223450	+
25000	chr9	50324143	50324643	+
25003	chr7	132765831	132766331	+
25004	chr7	45628248	45628748	+
25016	chr14	54213740	54214240	+
25017	chr16	49852559	49853209	+
25020	chr19	53432649	53433593	+
25022	chr1	172196949	172197711	+
25037	chr4	141183831	141184455	+
25039	chr9	14104617	14105245	+
25040	chr5	117158733	117159787	+
25041	chr14	87713602	87714384	+
25043	chr15	79229425	79229925	+
25049	chr17	15743841	15744341	+
25050	chr5	64609804	64610304	+
25064	chr7	131542845	131543729	+
25079	chr2	31930127	31930881	+
25093	chr15	76757774	76758422	+
25105	chr14	66219169	66219793	+
25120	chr13	23401468	23402138	+
25129	chr3	75552241	75553359	+
25144	chr7	44586692	44587490	+
25158	chr13	21855134	21855912	+
25160	chr11	98754442	98755214	+
25162	chr18	50010175	50010987	+
25167	chr4	32303308	32303808	+
25171	chr4	57886328	57887040	+
25172	chr5	139164593	139165227	+
25174	chr7	58828871	58829661	+
25177	chr15	59979003	59979645	+
25184	chr11	80779286	80779910	+
25187	chrX	101811719	101812629	+
25188	chr9	123722629	123723129	+
25189	chr12	32998925	32999425	+
25194	chr11	80496914	80497626	+
25195	chr3	157951716	157952676	+
25204	chr2	139840174	139841110	+
25206	chr10	14033841	14034653	+
25207	chr13	29792132	29792900	+
25208	chr7	122924224	122925162	+
25211	chr1	80015041	80015665	+
