chr_name	chromosome_id	end	id	id_0_1um_pcc	id_100um_k99a	id_10um_k99a	id_10um_pcc	id_no_peptide	start	tag_count_0_1um_pcc	tag_count_100um_k99a	tag_count_10um_k99a	tag_count_10um_pcc	tag_count_no_peptide	label
chr16	17	14198223	29283	0.0	29283.0	0.0	0.0	0.0	14197587	0.0	9.61	0.0	0.0	0.0	0
chr16	17	19855096	29284	0.0	29284.0	0.0	0.0	0.0	19854458	0.0	9.61	0.0	0.0	0.0	0
chr16	17	24435511	29287	0.0	29287.0	0.0	0.0	0.0	24435011	0.0	9.61	0.0	0.0	0.0	0
chr16	17	30037261	29288	0.0	29288.0	0.0	0.0	0.0	30036761	0.0	9.61	0.0	0.0	0.0	0
chr16	17	45383826	29290	0.0	29290.0	0.0	0.0	0.0	45383326	0.0	9.61	0.0	0.0	0.0	0
chr17	18	5558810	29297	0.0	29297.0	0.0	0.0	0.0	5558310	0.0	9.61	0.0	0.0	0.0	0
chr17	18	7239470	29299	0.0	29299.0	0.0	0.0	0.0	7238970	0.0	9.61	0.0	0.0	0.0	0
chr17	18	33779167	29305	0.0	29305.0	0.0	0.0	0.0	33778667	0.0	9.61	0.0	0.0	0.0	0
chr17	18	33923925	29306	0.0	29306.0	0.0	0.0	0.0	33923259	0.0	9.61	0.0	0.0	0.0	0
chr17	18	45767356	29313	0.0	29313.0	0.0	0.0	0.0	45766856	0.0	9.61	0.0	0.0	0.0	0
chr17	18	50504747	29316	0.0	29316.0	0.0	0.0	0.0	50504247	0.0	9.61	0.0	0.0	0.0	0
chr17	18	74533365	29319	0.0	29319.0	0.0	0.0	0.0	74532865	0.0	9.61	0.0	0.0	0.0	0
chr17	18	83394157	29321	0.0	29321.0	0.0	0.0	0.0	83393657	0.0	9.61	0.0	0.0	0.0	0
chr18	20	4293307	29325	0.0	29325.0	0.0	0.0	0.0	4292807	0.0	9.61	0.0	0.0	0.0	0
chr18	20	39582610	29330	0.0	29330.0	31899.0	0.0	0.0	39582110	0.0	9.61	8.21	0.0	0.0	0
chr19	21	5137215	29337	0.0	29337.0	0.0	0.0	0.0	5136715	0.0	9.61	0.0	0.0	0.0	0
chr19	21	32170382	29342	0.0	29342.0	0.0	0.0	0.0	32169882	0.0	9.61	0.0	0.0	0.0	0
chrX	3	11755963	29351	0.0	29351.0	0.0	0.0	0.0	11755463	0.0	9.61	0.0	0.0	0.0	0
chrX	3	48481428	29356	0.0	29356.0	0.0	0.0	0.0	48480928	0.0	9.61	0.0	0.0	0.0	0
chrX	3	77428887	29359	0.0	29359.0	0.0	0.0	0.0	77428387	0.0	9.61	0.0	0.0	0.0	0
chrX	3	152213626	29367	0.0	29367.0	34246.0	0.0	0.0	152212970	0.0	9.61	5.93	0.0	0.0	0
chrX	3	157484951	29368	0.0	29368.0	0.0	0.0	0.0	157484451	0.0	9.61	0.0	0.0	0.0	0
chr1	1	9826287	29372	0.0	29372.0	0.0	0.0	0.0	9825787	0.0	9.05	0.0	0.0	0.0	0
chr1	1	20914458	29373	0.0	29373.0	0.0	0.0	0.0	20913818	0.0	9.05	0.0	0.0	0.0	0
chr1	1	36987557	29376	0.0	29376.0	0.0	0.0	0.0	36987057	0.0	9.05	0.0	0.0	0.0	0
chr1	1	52823633	29379	0.0	29379.0	0.0	0.0	0.0	52823133	0.0	9.05	0.0	0.0	0.0	0
chr1	1	82293336	29387	0.0	29387.0	31957.0	0.0	0.0	82292836	0.0	9.05	7.76	0.0	0.0	0
chr1	1	91024062	29390	0.0	29390.0	0.0	0.0	0.0	91023562	0.0	9.05	0.0	0.0	0.0	0
chr1	1	120207703	29393	0.0	29393.0	0.0	0.0	0.0	120207203	0.0	9.05	0.0	0.0	0.0	0
chr1	1	127236471	29394	0.0	29394.0	33986.0	0.0	0.0	127235971	0.0	9.05	5.93	0.0	0.0	0
chr1	1	127353759	29396	0.0	29396.0	0.0	0.0	0.0	127353259	0.0	9.05	0.0	0.0	0.0	0
chr1	1	131000060	29398	0.0	29398.0	0.0	0.0	0.0	130999560	0.0	9.05	0.0	0.0	0.0	0
chr1	1	134565711	29400	0.0	29400.0	0.0	0.0	0.0	134565211	0.0	9.05	0.0	0.0	0.0	0
chr1	1	136708298	29401	0.0	29401.0	0.0	0.0	0.0	136707798	0.0	9.05	0.0	0.0	0.0	0
chr1	1	151432062	29403	0.0	29403.0	0.0	0.0	0.0	151431562	0.0	9.05	0.0	0.0	0.0	0
chr1	1	152896996	29404	0.0	29404.0	0.0	0.0	0.0	152896496	0.0	9.05	0.0	0.0	0.0	0
chr1	1	164144864	29407	0.0	29407.0	0.0	0.0	0.0	164144364	0.0	9.05	0.0	0.0	0.0	0
chr1	1	170212731	29408	0.0	29408.0	0.0	0.0	0.0	170212231	0.0	9.05	0.0	0.0	0.0	0
chr1	1	170536406	29409	0.0	29409.0	30893.0	0.0	0.0	170535906	0.0	9.05	8.67	0.0	0.0	0
chr2	2	27213958	29424	0.0	29424.0	0.0	0.0	0.0	27213458	0.0	9.05	0.0	0.0	0.0	0
chr2	2	28146167	29425	0.0	29425.0	0.0	0.0	0.0	28145667	0.0	9.05	0.0	0.0	0.0	0
chr2	2	29246982	29427	0.0	29427.0	0.0	0.0	0.0	29246482	0.0	9.05	0.0	0.0	0.0	0
chr2	2	33304086	29432	0.0	29432.0	32006.0	0.0	0.0	33303586	0.0	9.05	7.76	0.0	0.0	0
chr2	2	59748645	29437	0.0	29437.0	0.0	0.0	0.0	59748003	0.0	9.05	0.0	0.0	0.0	0
chr2	2	65550590	29438	0.0	29438.0	0.0	0.0	0.0	65550090	0.0	9.05	0.0	0.0	0.0	0
chr2	2	79247578	29443	0.0	29443.0	0.0	0.0	0.0	79247078	0.0	9.05	0.0	0.0	0.0	0
chr2	2	93204507	29447	0.0	29447.0	32027.0	0.0	0.0	93204007	0.0	9.05	7.76	0.0	0.0	0
chr2	2	93440447	29448	0.0	29448.0	0.0	0.0	0.0	93439947	0.0	9.05	0.0	0.0	0.0	0
chr2	2	125014932	29455	0.0	29455.0	0.0	0.0	0.0	125014432	0.0	9.05	0.0	0.0	0.0	0
chr2	2	132614773	29457	0.0	29457.0	0.0	0.0	0.0	132614273	0.0	9.05	0.0	0.0	0.0	0
chr2	2	139733234	29458	0.0	29458.0	0.0	0.0	0.0	139732734	0.0	9.05	0.0	0.0	0.0	0
chr2	2	154827369	29460	0.0	29460.0	0.0	0.0	0.0	154826869	0.0	9.05	0.0	0.0	0.0	0
chr2	2	156442641	29461	0.0	29461.0	0.0	0.0	0.0	156442141	0.0	9.05	0.0	0.0	0.0	0
chr2	2	156846338	29462	0.0	29462.0	0.0	0.0	0.0	156845838	0.0	9.05	0.0	0.0	0.0	0
chr2	2	168190497	29465	0.0	29465.0	0.0	0.0	0.0	168189997	0.0	9.05	0.0	0.0	0.0	0
chr2	2	174637347	29469	0.0	29469.0	0.0	0.0	0.0	174636847	0.0	9.05	0.0	0.0	0.0	0
chr3	4	9196444	29472	0.0	29472.0	0.0	0.0	0.0	9195944	0.0	9.05	0.0	0.0	0.0	0
chr3	4	58056033	29480	0.0	29480.0	0.0	0.0	0.0	58055533	0.0	9.05	0.0	0.0	0.0	0
chr3	4	75544910	29482	0.0	29482.0	0.0	0.0	0.0	75544410	0.0	9.05	0.0	0.0	0.0	0
chr3	4	79172156	29483	0.0	29483.0	32060.0	0.0	0.0	79171656	0.0	9.05	7.76	0.0	0.0	0
chr3	4	81990405	29484	0.0	29484.0	0.0	0.0	0.0	81989905	0.0	9.05	0.0	0.0	0.0	0
chr3	4	85023526	29485	0.0	29485.0	31458.0	0.0	0.0	85023026	0.0	9.05	8.21	0.0	0.0	0
chr3	4	98034218	29489	0.0	29489.0	0.0	0.0	0.0	98033586	0.0	9.05	0.0	0.0	0.0	0
chr3	4	100823310	29490	0.0	29490.0	0.0	0.0	0.0	100822810	0.0	9.05	0.0	0.0	0.0	0
chr3	4	101150615	29491	0.0	29491.0	0.0	0.0	0.0	101150115	0.0	9.05	0.0	0.0	0.0	0
chr3	4	104376997	29493	0.0	29493.0	0.0	0.0	0.0	104376497	0.0	9.05	0.0	0.0	0.0	0
chr3	4	135621968	29497	0.0	29497.0	0.0	0.0	0.0	135621468	0.0	9.05	0.0	0.0	0.0	0
chr4	5	8821897	29499	0.0	29499.0	0.0	0.0	0.0	8821397	0.0	9.05	0.0	0.0	0.0	0
chr4	5	26340634	29500	0.0	29500.0	0.0	0.0	0.0	26340134	0.0	9.05	0.0	0.0	0.0	0
chr4	5	32319657	29501	0.0	29501.0	0.0	0.0	0.0	32319021	0.0	9.05	0.0	0.0	0.0	0
chr4	5	32961629	29502	0.0	29502.0	0.0	0.0	0.0	32961129	0.0	9.05	0.0	0.0	0.0	0
chr4	5	34874139	29505	0.0	29505.0	0.0	0.0	0.0	34873639	0.0	9.05	0.0	0.0	0.0	0
chr4	5	35136558	29506	0.0	29506.0	0.0	0.0	0.0	35136058	0.0	9.05	0.0	0.0	0.0	0
chr4	5	46530264	29508	0.0	29508.0	0.0	0.0	0.0	46529764	0.0	9.05	0.0	0.0	0.0	0
chr4	5	116563739	29516	0.0	29516.0	0.0	0.0	0.0	116563239	0.0	9.05	0.0	0.0	0.0	0
chr4	5	116788180	29517	0.0	29517.0	0.0	0.0	0.0	116787680	0.0	9.05	0.0	0.0	0.0	0
chr4	5	119614591	29519	0.0	29519.0	34038.0	0.0	0.0	119614091	0.0	9.05	5.93	0.0	0.0	0
chr4	5	135267061	29529	0.0	29529.0	0.0	0.0	0.0	135266425	0.0	9.05	0.0	0.0	0.0	0
chr4	5	143152758	29535	0.0	29535.0	0.0	0.0	0.0	143152258	0.0	9.05	0.0	0.0	0.0	0
chr4	5	149619250	29538	0.0	29538.0	0.0	0.0	0.0	149618750	0.0	9.05	0.0	0.0	0.0	0
chr5	6	3477907	29542	0.0	29542.0	0.0	0.0	0.0	3477407	0.0	9.05	0.0	0.0	0.0	0
chr5	6	21517723	29544	0.0	29544.0	0.0	0.0	0.0	21517223	0.0	9.05	0.0	0.0	0.0	0
chr5	6	24320326	29546	0.0	29546.0	0.0	0.0	0.0	24319826	0.0	9.05	0.0	0.0	0.0	0
chr5	6	31288927	29549	0.0	29549.0	0.0	0.0	0.0	31288427	0.0	9.05	0.0	0.0	0.0	0
chr5	6	32747353	29551	0.0	29551.0	0.0	0.0	0.0	32746853	0.0	9.05	0.0	0.0	0.0	0
chr5	6	36529421	29554	0.0	29554.0	0.0	0.0	0.0	36528921	0.0	9.05	0.0	0.0	0.0	0
chr5	6	67842596	29560	0.0	29560.0	0.0	0.0	0.0	67842096	0.0	9.05	0.0	0.0	0.0	0
chr5	6	103436368	29568	0.0	29568.0	0.0	0.0	0.0	103435868	0.0	9.05	0.0	0.0	0.0	0
chr5	6	104958608	29570	0.0	29570.0	32141.0	0.0	0.0	104958108	0.0	9.05	7.76	0.0	0.0	0
chr5	6	111512664	29572	0.0	29572.0	0.0	0.0	0.0	111512036	0.0	9.05	0.0	0.0	0.0	0
chr5	6	112083072	29573	0.0	29573.0	0.0	0.0	0.0	112082572	0.0	9.05	0.0	0.0	0.0	0
chr5	6	118582623	29576	0.0	29576.0	0.0	0.0	0.0	118582123	0.0	9.05	0.0	0.0	0.0	0
chr5	6	122179843	29578	0.0	29578.0	0.0	0.0	0.0	122179343	0.0	9.05	0.0	0.0	0.0	0
chr5	6	131519557	29580	0.0	29580.0	0.0	0.0	0.0	131519057	0.0	9.05	0.0	0.0	0.0	0
chr5	6	142414958	29584	0.0	29584.0	0.0	0.0	0.0	142414300	0.0	9.05	0.0	0.0	0.0	0
chr5	6	144110020	29585	0.0	29585.0	0.0	0.0	0.0	144109520	0.0	9.05	0.0	0.0	0.0	0
chr5	6	145118934	29586	0.0	29586.0	0.0	0.0	0.0	145118434	0.0	9.05	0.0	0.0	0.0	0
chr6	7	57860142	29599	0.0	29599.0	0.0	0.0	0.0	57859642	0.0	9.05	0.0	0.0	0.0	0
chr6	7	73268022	29603	0.0	29603.0	0.0	0.0	0.0	73267522	0.0	9.05	0.0	0.0	0.0	0
chr6	7	90684883	29608	0.0	29608.0	0.0	0.0	0.0	90684213	0.0	9.05	0.0	0.0	0.0	0
chr6	7	92101601	29609	0.0	29609.0	31045.0	0.0	0.0	92101101	0.0	9.05	8.67	0.0	0.0	0
chr6	7	108313503	29612	0.0	29612.0	0.0	0.0	0.0	108313003	0.0	9.05	0.0	0.0	0.0	0
chr6	7	122600160	29616	0.0	29616.0	0.0	0.0	0.0	122599660	0.0	9.05	0.0	0.0	0.0	0
chr6	7	129600267	29621	0.0	29621.0	0.0	0.0	0.0	129599767	0.0	9.05	0.0	0.0	0.0	0
chr6	7	134087242	29622	0.0	29622.0	0.0	0.0	0.0	134086558	0.0	9.05	0.0	0.0	0.0	0
chr7	8	16208091	29629	0.0	29629.0	0.0	0.0	0.0	16207591	0.0	9.05	0.0	0.0	0.0	0
chr7	8	16677325	29630	0.0	29630.0	0.0	0.0	0.0	16676825	0.0	9.05	0.0	0.0	0.0	0
chr7	8	30045647	29636	0.0	29636.0	0.0	0.0	0.0	30045147	0.0	9.05	0.0	0.0	0.0	0
chr7	8	46546600	29640	0.0	29640.0	0.0	0.0	0.0	46546100	0.0	9.05	0.0	0.0	0.0	0
chr7	8	49336192	29642	0.0	29642.0	31586.0	33269.0	0.0	49335692	0.0	9.05	8.21	8.09	0.0	0
chr7	8	63887871	29645	0.0	29645.0	0.0	0.0	0.0	63887371	0.0	9.05	0.0	0.0	0.0	0
chr7	8	65374221	29646	0.0	29646.0	0.0	0.0	0.0	65373591	0.0	9.05	0.0	0.0	0.0	0
chr7	8	67995515	29648	0.0	29648.0	32235.0	0.0	0.0	67995015	0.0	9.05	7.76	0.0	0.0	0
chr7	8	74539477	29649	0.0	29649.0	0.0	0.0	0.0	74538771	0.0	9.05	0.0	0.0	0.0	0
chr7	8	75709217	29651	0.0	29651.0	32236.0	32429.0	0.0	75708717	0.0	9.05	7.76	8.66	0.0	0
chr7	8	81547937	29655	0.0	29655.0	0.0	0.0	0.0	81547437	0.0	9.05	0.0	0.0	0.0	0
chr7	8	97339840	29657	0.0	29657.0	0.0	0.0	0.0	97339340	0.0	9.05	0.0	0.0	0.0	0
chr7	8	98555850	29659	0.0	29659.0	0.0	0.0	0.0	98555350	0.0	9.05	0.0	0.0	0.0	0
chr7	8	100859619	29660	0.0	29660.0	0.0	0.0	0.0	100859119	0.0	9.05	0.0	0.0	0.0	0
chr7	8	106520719	29663	0.0	29663.0	0.0	0.0	0.0	106520219	0.0	9.05	0.0	0.0	0.0	0
chr7	8	110063873	29664	0.0	29664.0	0.0	0.0	0.0	110063373	0.0	9.05	0.0	0.0	0.0	0
chr7	8	125478666	29668	0.0	29668.0	0.0	0.0	0.0	125478166	0.0	9.05	0.0	0.0	0.0	0
chr7	8	128105472	29672	0.0	29672.0	0.0	0.0	0.0	128104972	0.0	9.05	0.0	0.0	0.0	0
chr7	8	132941237	29673	0.0	29673.0	0.0	0.0	0.0	132940737	0.0	9.05	0.0	0.0	0.0	0
chr7	8	132942501	29674	0.0	29674.0	0.0	0.0	0.0	132942001	0.0	9.05	0.0	0.0	0.0	0
chr7	8	133003718	29675	0.0	29675.0	0.0	0.0	0.0	133003218	0.0	9.05	0.0	0.0	0.0	0
chr7	8	135557807	29676	0.0	29676.0	0.0	0.0	0.0	135557307	0.0	9.05	0.0	0.0	0.0	0
chr8	10	3766797	29679	0.0	29679.0	0.0	0.0	0.0	3766297	0.0	9.05	0.0	0.0	0.0	0
chr8	10	4497466	29680	0.0	29680.0	0.0	0.0	0.0	4496966	0.0	9.05	0.0	0.0	0.0	0
chr8	10	12801979	29681	0.0	29681.0	0.0	0.0	0.0	12801479	0.0	9.05	0.0	0.0	0.0	0
chr8	10	33797696	29684	0.0	29684.0	0.0	0.0	0.0	33797196	0.0	9.05	0.0	0.0	0.0	0
chr8	10	33974081	29685	0.0	29685.0	0.0	0.0	0.0	33973581	0.0	9.05	0.0	0.0	0.0	0
chr8	10	46929042	29689	0.0	29689.0	0.0	0.0	0.0	46928542	0.0	9.05	0.0	0.0	0.0	0
chr8	10	72110230	29692	0.0	29692.0	0.0	0.0	0.0	72109730	0.0	9.05	0.0	0.0	0.0	0
chr8	10	77209793	29693	0.0	29693.0	0.0	0.0	0.0	77209293	0.0	9.05	0.0	0.0	0.0	0
chr8	10	108723456	29699	0.0	29699.0	0.0	0.0	0.0	108722956	0.0	9.05	0.0	0.0	0.0	0
chr8	10	111298066	29700	0.0	29700.0	0.0	0.0	0.0	111297566	0.0	9.05	0.0	0.0	0.0	0
chr8	10	116619216	29701	0.0	29701.0	0.0	0.0	0.0	116618716	0.0	9.05	0.0	0.0	0.0	0
chr8	10	123192034	29708	0.0	29708.0	0.0	0.0	0.0	123191534	0.0	9.05	0.0	0.0	0.0	0
chr9	12	13442567	29710	0.0	29710.0	0.0	0.0	0.0	13442067	0.0	9.05	0.0	0.0	0.0	0
chr9	12	13716768	29711	0.0	29711.0	0.0	0.0	0.0	13716268	0.0	9.05	0.0	0.0	0.0	0
chr9	12	14063666	29712	0.0	29712.0	0.0	0.0	0.0	14063166	0.0	9.05	0.0	0.0	0.0	0
chr9	12	66492747	29722	0.0	29722.0	0.0	0.0	0.0	66492247	0.0	9.05	0.0	0.0	0.0	0
chr9	12	71975940	29725	0.0	29725.0	0.0	0.0	0.0	71975314	0.0	9.05	0.0	0.0	0.0	0
chr9	12	99090814	29731	0.0	29731.0	0.0	0.0	0.0	99090314	0.0	9.05	0.0	0.0	0.0	0
chr9	12	110677287	29733	0.0	29733.0	0.0	0.0	0.0	110676649	0.0	9.05	0.0	0.0	0.0	0
chr10	9	13383291	29736	0.0	29736.0	0.0	0.0	0.0	13382791	0.0	9.05	0.0	0.0	0.0	0
chr10	9	17990823	29740	0.0	29740.0	0.0	0.0	0.0	17990323	0.0	9.05	0.0	0.0	0.0	0
chr10	9	20316944	29742	0.0	29742.0	0.0	0.0	0.0	20316444	0.0	9.05	0.0	0.0	0.0	0
chr10	9	78306346	29757	0.0	29757.0	0.0	0.0	0.0	78305846	0.0	9.05	0.0	0.0	0.0	0
chr10	9	80094989	29758	0.0	29758.0	0.0	0.0	0.0	80094489	0.0	9.05	0.0	0.0	0.0	0
chr10	9	85651934	29762	0.0	29762.0	0.0	0.0	0.0	85651434	0.0	9.05	0.0	0.0	0.0	0
chr10	9	96351838	29765	0.0	29765.0	31159.0	0.0	0.0	96351338	0.0	9.05	8.67	0.0	0.0	0
chr10	9	96541035	29766	0.0	29766.0	0.0	0.0	0.0	96540535	0.0	9.05	0.0	0.0	0.0	0
chr10	9	98977352	29768	0.0	29768.0	0.0	0.0	0.0	98976852	0.0	9.05	0.0	0.0	0.0	0
chr10	9	118467099	29772	0.0	29772.0	0.0	0.0	0.0	118466599	0.0	9.05	0.0	0.0	0.0	0
chr11	13	5733303	29776	0.0	29776.0	0.0	0.0	0.0	5732803	0.0	9.05	0.0	0.0	0.0	0
chr11	13	6130941	29777	0.0	29777.0	0.0	0.0	0.0	6130441	0.0	9.05	0.0	0.0	0.0	0
chr11	13	21128191	29782	0.0	29782.0	0.0	0.0	0.0	21127691	0.0	9.05	0.0	0.0	0.0	0
chr11	13	31747903	29785	0.0	29785.0	0.0	0.0	0.0	31747403	0.0	9.05	0.0	0.0	0.0	0
chr11	13	32029308	29787	0.0	29787.0	0.0	0.0	0.0	32028808	0.0	9.05	0.0	0.0	0.0	0
chr11	13	46120776	29792	0.0	29792.0	0.0	0.0	0.0	46120276	0.0	9.05	0.0	0.0	0.0	0
chr11	13	52258090	29793	0.0	29793.0	0.0	0.0	0.0	52257590	0.0	9.05	0.0	0.0	0.0	0
chr11	13	52366386	29794	0.0	29794.0	0.0	0.0	0.0	52365886	0.0	9.05	0.0	0.0	0.0	0
chr11	13	54885995	29797	0.0	29797.0	0.0	0.0	0.0	54885495	0.0	9.05	0.0	0.0	0.0	0
chr11	13	71734084	29803	0.0	29803.0	32413.0	0.0	0.0	71733584	0.0	9.05	7.76	0.0	0.0	0
chr11	13	75842013	29808	0.0	29808.0	0.0	0.0	0.0	75841513	0.0	9.05	0.0	0.0	0.0	0
chr11	13	86247458	29812	0.0	29812.0	0.0	0.0	0.0	86246958	0.0	9.05	0.0	0.0	0.0	0
chr11	13	94314205	29813	0.0	29813.0	0.0	0.0	0.0	94313705	0.0	9.05	0.0	0.0	0.0	0
chr11	13	110458897	29820	0.0	29820.0	0.0	0.0	0.0	110458397	0.0	9.05	0.0	0.0	0.0	0
chr11	13	115425251	29823	0.0	29823.0	34150.0	0.0	0.0	115424751	0.0	9.05	5.93	0.0	0.0	0
chr11	13	115702825	29824	0.0	29824.0	0.0	0.0	0.0	115702325	0.0	9.05	0.0	0.0	0.0	0
chr11	13	115838678	29826	0.0	29826.0	31754.0	0.0	0.0	115838178	0.0	9.05	8.21	0.0	0.0	0
chr11	13	117088390	29827	0.0	29827.0	0.0	0.0	0.0	117087890	0.0	9.05	0.0	0.0	0.0	0
chr12	15	15979716	29831	0.0	29831.0	0.0	0.0	0.0	15979216	0.0	9.05	0.0	0.0	0.0	0
chr12	15	28741506	29835	0.0	29835.0	0.0	0.0	0.0	28741006	0.0	9.05	0.0	0.0	0.0	0
chr12	15	76860310	29838	0.0	29838.0	0.0	0.0	0.0	76859810	0.0	9.05	0.0	0.0	0.0	0
chr12	15	80836045	29840	0.0	29840.0	32451.0	0.0	0.0	80835545	0.0	9.05	7.76	0.0	0.0	0
chr12	15	102361243	29843	0.0	29843.0	0.0	0.0	0.0	102360743	0.0	9.05	0.0	0.0	0.0	0
chr12	15	102608403	29844	0.0	29844.0	0.0	0.0	0.0	102607903	0.0	9.05	0.0	0.0	0.0	0
chr13	14	13786056	29850	0.0	29850.0	0.0	0.0	0.0	13785556	0.0	9.05	0.0	0.0	0.0	0
chr13	14	30041799	29852	0.0	29852.0	0.0	0.0	0.0	30041299	0.0	9.05	0.0	0.0	0.0	0
chr13	14	30197596	29853	0.0	29853.0	0.0	0.0	0.0	30197096	0.0	9.05	0.0	0.0	0.0	0
chr13	14	113048352	29866	0.0	29866.0	0.0	0.0	0.0	113047852	0.0	9.05	0.0	0.0	0.0	0
chr14	11	30035839	29870	0.0	29870.0	0.0	0.0	0.0	30035339	0.0	9.05	0.0	0.0	0.0	0
chr14	11	32168694	29872	0.0	29872.0	0.0	0.0	0.0	32168194	0.0	9.05	0.0	0.0	0.0	0
chr14	11	52452440	29873	0.0	29873.0	0.0	0.0	0.0	52451940	0.0	9.05	0.0	0.0	0.0	0
chr14	11	54436250	29875	0.0	29875.0	0.0	0.0	0.0	54435750	0.0	9.05	0.0	0.0	0.0	0
chr14	11	62022646	29876	0.0	29876.0	0.0	0.0	0.0	62022146	0.0	9.05	0.0	0.0	0.0	0
chr14	11	62991413	29877	0.0	29877.0	0.0	0.0	0.0	62990913	0.0	9.05	0.0	0.0	0.0	0
chr14	11	66272994	29878	0.0	29878.0	0.0	0.0	0.0	66272494	0.0	9.05	0.0	0.0	0.0	0
chr14	11	73042396	29880	0.0	29880.0	0.0	0.0	0.0	73041896	0.0	9.05	0.0	0.0	0.0	0
chr14	11	73170641	29881	0.0	29881.0	0.0	0.0	0.0	73170141	0.0	9.05	0.0	0.0	0.0	0
chr14	11	76825925	29882	0.0	29882.0	0.0	0.0	0.0	76825425	0.0	9.05	0.0	0.0	0.0	0
chr15	16	25536938	29890	0.0	29890.0	0.0	0.0	0.0	25536438	0.0	9.05	0.0	0.0	0.0	0
chr15	16	53129310	29896	0.0	29896.0	0.0	0.0	0.0	53128810	0.0	9.05	0.0	0.0	0.0	0
chr15	16	61417756	29900	0.0	29900.0	0.0	0.0	0.0	61417256	0.0	9.05	0.0	0.0	0.0	0
chr15	16	72852948	29905	0.0	29905.0	0.0	0.0	0.0	72852246	0.0	9.05	0.0	0.0	0.0	0
chr15	16	79752722	29910	0.0	29910.0	0.0	0.0	0.0	79752222	0.0	9.05	0.0	0.0	0.0	0
chr15	16	80834505	29911	0.0	29911.0	0.0	0.0	0.0	80834005	0.0	9.05	0.0	0.0	0.0	0
chr15	16	86013314	29915	0.0	29915.0	32558.0	0.0	0.0	86012814	0.0	9.05	7.76	0.0	0.0	0
chr15	16	101161310	29919	0.0	29919.0	0.0	0.0	0.0	101160810	0.0	9.05	0.0	0.0	0.0	0
chr16	17	8727713	29920	0.0	29920.0	0.0	0.0	0.0	8727081	0.0	9.05	0.0	0.0	0.0	0
chr16	17	10905905	29921	0.0	29921.0	0.0	0.0	0.0	10905405	0.0	9.05	0.0	0.0	0.0	0
chr16	17	23598300	29924	0.0	29924.0	32573.0	0.0	0.0	23597800	0.0	9.05	7.76	0.0	0.0	0
chr16	17	30709442	29926	0.0	29926.0	31286.0	33775.0	0.0	30708942	0.0	9.05	8.67	8.09	0.0	0
chr16	17	45005383	29931	0.0	29931.0	0.0	0.0	0.0	45004883	0.0	9.05	0.0	0.0	0.0	0
chr16	17	49847417	29932	0.0	29932.0	0.0	0.0	0.0	49846917	0.0	9.05	0.0	0.0	0.0	0
chr16	17	75918139	29934	0.0	29934.0	0.0	0.0	0.0	75917639	0.0	9.05	0.0	0.0	0.0	0
chr17	18	28829765	29944	0.0	29944.0	31302.0	34322.0	0.0	28829083	0.0	9.05	8.67	7.51	0.0	0
chr17	18	29586023	29946	0.0	29946.0	0.0	0.0	0.0	29585523	0.0	9.05	0.0	0.0	0.0	0
chr17	18	83902173	29961	0.0	29961.0	0.0	0.0	0.0	83901673	0.0	9.05	0.0	0.0	0.0	0
chr17	18	84391540	29962	0.0	29962.0	0.0	0.0	0.0	84391040	0.0	9.05	0.0	0.0	0.0	0
chr18	20	14679453	29965	0.0	29965.0	0.0	0.0	0.0	14678953	0.0	9.05	0.0	0.0	0.0	0
chr18	20	32569376	29968	0.0	29968.0	0.0	0.0	0.0	32568876	0.0	9.05	0.0	0.0	0.0	0
chr18	20	39559429	29969	0.0	29969.0	0.0	0.0	0.0	39558929	0.0	9.05	0.0	0.0	0.0	0
chr18	20	44586646	29971	0.0	29971.0	0.0	0.0	0.0	44586146	0.0	9.05	0.0	0.0	0.0	0
chr18	20	60732240	29976	0.0	29976.0	0.0	0.0	0.0	60731740	0.0	9.05	0.0	0.0	0.0	0
chr18	20	89254411	29983	0.0	29983.0	0.0	0.0	0.0	89253911	0.0	9.05	0.0	0.0	0.0	0
chr19	21	3359797	29984	0.0	29984.0	31326.0	0.0	0.0	3359297	0.0	9.05	8.67	0.0	0.0	0
chr19	21	3562363	29985	0.0	29985.0	0.0	0.0	0.0	3561863	0.0	9.05	0.0	0.0	0.0	0
chr19	21	6270232	29987	0.0	29987.0	0.0	0.0	0.0	6269732	0.0	9.05	0.0	0.0	0.0	0
chr19	21	6855639	29988	0.0	29988.0	0.0	0.0	0.0	6855139	0.0	9.05	0.0	0.0	0.0	0
chr19	21	7331678	29989	0.0	29989.0	0.0	0.0	0.0	7331178	0.0	9.05	0.0	0.0	0.0	0
chr19	21	7472144	29990	0.0	29990.0	0.0	0.0	0.0	7471644	0.0	9.05	0.0	0.0	0.0	0
chr19	21	9101350	29991	0.0	29991.0	0.0	0.0	0.0	9100850	0.0	9.05	0.0	0.0	0.0	0
chr19	21	18590766	29993	0.0	29993.0	0.0	0.0	0.0	18590266	0.0	9.05	0.0	0.0	0.0	0
chr19	21	18787427	29994	0.0	29994.0	0.0	0.0	0.0	18786927	0.0	9.05	0.0	0.0	0.0	0
chrX	3	37128532	30012	0.0	30012.0	0.0	0.0	0.0	37128032	0.0	9.05	0.0	0.0	0.0	0
chrX	3	52755123	30015	0.0	30015.0	0.0	0.0	0.0	52754623	0.0	9.05	0.0	0.0	0.0	0
