Annotation Cluster 1	Enrichment Score: 9.315815480902241
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0005739~mitochondrion	47	16.151202749140893	0.012233841572964874	ATP5D, HSP90AB1, UQCRC2, LDHA, NARS, TXN2, ATP5B, CYC1, BCL2L1, UQCRFS1, UQCRQ, ATP5G3, KARS, MTHFD2, UQCR10, LONP1, GHITM, MRPL12, RPL34, TAP1, ATP5O, HSPA9, MARS, NDUFA4, TRP53, MRPL52, ABCE1, SHMT2, RAB8B, SLC25A5, NDUFC2, GARS, TOMM40, MRPS6, YWHAE, CCT7, NME2, CHCHD10, C1QBP, TOMM70A, CLIC4, NME1, BAX, PHB2, HSPD1, ATP5A1, MDH2	214	1039	6634	1.4023099133782484	0.9104198063417595	0.07982722608758108	14.253397418418501
GOTERM_MF_FAT	GO:0016679~oxidoreductase activity, acting on diphenols and related substances as donors	3	1.0309278350515463	0.01306777513551274	UQCR10, UQCRFS1, UQCRQ	224	6	7236	16.15178571428571	0.9925030155839469	0.17155273305257834	16.60092921123175
GOTERM_MF_FAT	GO:0016681~oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor	3	1.0309278350515463	0.01306777513551274	UQCR10, UQCRFS1, UQCRQ	224	6	7236	16.15178571428571	0.9925030155839469	0.17155273305257834	16.60092921123175
GOTERM_MF_FAT	GO:0008121~ubiquinol-cytochrome-c reductase activity	3	1.0309278350515463	0.01306777513551274	UQCR10, UQCRFS1, UQCRQ	224	6	7236	16.15178571428571	0.9925030155839469	0.17155273305257834	16.60092921123175
KEGG_PATHWAY	mmu04260:Cardiac muscle contraction	6	2.0618556701030926	0.043784936599347964	UQCRC2, UQCR10, CYC1, ATP1A1, UQCRFS1, UQCRQ	144	43	3138	3.0406976744186047	0.9909147685285659	0.26904765041456813	39.4382588845391
UP_SEQ_FEATURE	transit peptide:Mitochondrion	17	5.841924398625429	0.05330634598459599	UQCRC2, ATP5D, MRPL52, TXN2, ATP5B, CYC1, UQCRFS1, ATP5G3, MTHFD2, LONP1, MRPL12, C1QBP, ATP5O, HSPD1, ATP5A1, MDH2, HSPA9	265	391	10040	1.6472518457752254	1.0	0.8904496667565831	56.66529932808627
SP_PIR_KEYWORDS	transit peptide	17	5.841924398625429	0.058069633625329554	UQCRC2, ATP5D, MRPL52, TXN2, ATP5B, CYC1, UQCRFS1, ATP5G3, MTHFD2, LONP1, MRPL12, C1QBP, ATP5O, HSPD1, ATP5A1, MDH2, HSPA9	269	398	10236	1.6253385888550558	0.9999998772559934	0.30931650709602454	54.37667234595898
GOTERM_CC_FAT	GO:0031090~organelle membrane	25	8.59106529209622	0.2103222504961694	ATP5D, UQCRC2, EIF6, ATP5B, CYC1, FKBP1A, BCL2L1, UQCRFS1, UQCRQ, UQCR10, ATP5O, B4GALNT1, NDUFA4, SHMT2, SLC25A5, NDFIP1, NDUFC2, TOMM40, KRTCAP2, TOMM70A, PHB2, BAX, ATP5A1, HSPD1, MDH2	214	628	6634	1.234076433121019	1.0	0.667774569917868	94.76527707179912
SP_PIR_KEYWORDS	transport	29	9.965635738831615	0.35528027506316584	UQCRC2, ATP5D, TXN2, ATP5B, CYC1, EIF5A, SNX3, UQCRFS1, SLC7A5, UQCRQ, ATP5G3, SLC1A5, UQCR10, TAP1, ATP5O, KPNB1, NDUFA4, RAB8B, RAN, SLC25A5, G3BP1, NDUFC2, SLC3A2, TOMM40, ATP1A1, NUP62, CLIC4, SLC7A1, ATP5A1	269	987	10236	1.1180438639111423	1.0	0.8525202570611117	99.68421638260735
GOTERM_CC_FAT	GO:0005759~mitochondrial matrix	6	2.0618556701030926	0.4942924116083317	MRPL52, LONP1, MRPL12, C1QBP, HSPD1, MDH2	214	144	6634	1.2916666666666667	1.0	0.9158091789826095	99.98000292524488
GOTERM_CC_FAT	GO:0031980~mitochondrial lumen	6	2.0618556701030926	0.4942924116083317	MRPL52, LONP1, MRPL12, C1QBP, HSPD1, MDH2	214	144	6634	1.2916666666666667	1.0	0.9158091789826095	99.98000292524488
GOTERM_BP_FAT	GO:0055114~oxidation reduction	12	4.123711340206185	0.7355014209311672	NDUFA4, UQCRC2, MTHFD2, UQCR10, LDHA, TXN2, CYC1, NDUFC2, UQCRFS1, MYBBP1A, UQCRQ, MDH2	235	409	7517	0.9385007543047391	1.0	0.9988346233082249	99.99999997366672

Annotation Cluster 17	Enrichment Score: 1.9256448534912323
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0015077~monovalent inorganic cation transmembrane transporter activity	9	3.0927835051546393	5.777918945612003E-4	ATP5D, UQCR10, ATP5B, ATP5O, ATP1A1, ATP5A1, UQCRFS1, ATP5G3, UQCRQ	224	62	7236	4.689228110599079	0.19345912729842185	0.026517166332593045	0.7944505091252108
GOTERM_CC_FAT	GO:0045261~proton-transporting ATP synthase complex, catalytic core F(1)	4	1.3745704467353952	6.076115609347462E-4	ATP5D, ATP5B, ATP5O, ATP5A1	214	6	6634	20.666666666666668	0.11230588587108747	0.010771392346747954	0.7564136463423576
GOTERM_BP_FAT	GO:0009205~purine ribonucleoside triphosphate metabolic process	9	3.0927835051546393	8.533845262444318E-4	ATP5D, NME2, LONP1, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	65	7517	4.42900163666121	0.7168676503684994	0.10837782092642312	1.4060214464156062
GOTERM_BP_FAT	GO:0009259~ribonucleotide metabolic process	10	3.436426116838488	8.717987517373103E-4	ATP5D, NME2, LONP1, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3, PRPS1	235	81	7517	3.9490412398213817	0.7244760017380831	0.10185466325354364	1.436154645125809
GOTERM_BP_FAT	GO:0009199~ribonucleoside triphosphate metabolic process	9	3.0927835051546393	9.455226768210825E-4	ATP5D, NME2, LONP1, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	66	7517	4.361895551257254	0.7529448304512323	0.09504259313598362	1.556710453976351
GOTERM_BP_FAT	GO:0009144~purine nucleoside triphosphate metabolic process	9	3.0927835051546393	0.0012706607149708584	ATP5D, NME2, LONP1, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	69	7517	4.172247918593895	0.8472924648789699	0.11081673746457643	2.0867357795133157
GOTERM_CC_FAT	GO:0045259~proton-transporting ATP synthase complex	5	1.718213058419244	0.00138735934155454	ATP5D, ATP5B, ATP5O, ATP5A1, ATP5G3	214	16	6634	9.6875	0.23823047726648416	0.019248845387318747	1.719407467235523
GOTERM_BP_FAT	GO:0006119~oxidative phosphorylation	7	2.405498281786942	0.001749633986952558	ATP5D, UQCR10, ATP5B, NDUFC2, ATP5O, ATP5A1, ATP5G3	235	42	7517	5.331205673758866	0.9248465996136943	0.13393058482905174	2.862653447381691
GOTERM_BP_FAT	GO:0009141~nucleoside triphosphate metabolic process	9	3.0927835051546393	0.0018363293026259684	ATP5D, NME2, LONP1, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	73	7517	3.9436315942873796	0.9339002127044767	0.13322721585960984	3.0024773666173066
GOTERM_BP_FAT	GO:0009260~ribonucleotide biosynthetic process	9	3.0927835051546393	0.0018363293026259684	ATP5D, NME2, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3, PRPS1	235	73	7517	3.9436315942873796	0.9339002127044767	0.13322721585960984	3.0024773666173066
SP_PIR_KEYWORDS	atp synthesis	4	1.3745704467353952	0.0018579985925320454	ATP5D, ATP5B, ATP5O, ATP5A1	269	10	10236	15.220817843866172	0.39023846973487863	0.017512251191815875	2.4100137345117845
GOTERM_MF_FAT	GO:0022890~inorganic cation transmembrane transporter activity	10	3.436426116838488	0.0018625768664923452	ATP5D, UQCR10, TFRC, ATP5B, ATP5O, ATP1A1, ATP5A1, UQCRFS1, ATP5G3, UQCRQ	224	91	7236	3.5498430141287285	0.5001887073604776	0.045182425073850285	2.5400647176806457
GOTERM_MF_FAT	GO:0015078~hydrogen ion transmembrane transporter activity	8	2.7491408934707904	0.0023128738745024856	ATP5D, UQCR10, ATP5B, ATP5O, ATP5A1, UQCRFS1, ATP5G3, UQCRQ	224	60	7236	4.307142857142857	0.5774238466786795	0.05241307067306045	3.145101853127641
GOTERM_BP_FAT	GO:0009150~purine ribonucleotide metabolic process	9	3.0927835051546393	0.0025844806595617287	ATP5D, NME2, LONP1, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	77	7517	3.73876761536336	0.9781773556488998	0.15320442186763616	4.201276661943998
GOTERM_BP_FAT	GO:0009201~ribonucleoside triphosphate biosynthetic process	8	2.7491408934707904	0.002699073621482513	ATP5D, NME2, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	61	7517	4.19504708754796	0.9815856335410886	0.1533286466643219	4.383660242506615
GOTERM_BP_FAT	GO:0009206~purine ribonucleoside triphosphate biosynthetic process	8	2.7491408934707904	0.002699073621482513	ATP5D, NME2, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	61	7517	4.19504708754796	0.9815856335410886	0.1533286466643219	4.383660242506615
GOTERM_MF_FAT	GO:0046933~hydrogen ion transporting ATP synthase activity, rotational mechanism	4	1.3745704467353952	0.0029517078881107018	ATP5D, ATP5B, ATP5O, ATP5A1	224	10	7236	12.92142857142857	0.6670154112621258	0.06263808968930984	3.997489247590058
GOTERM_BP_FAT	GO:0009145~purine nucleoside triphosphate biosynthetic process	8	2.7491408934707904	0.0029637674575576944	ATP5D, NME2, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	62	7517	4.127385037748799	0.9875614215628734	0.1609442267579868	4.8036944698161
GOTERM_BP_FAT	GO:0009142~nucleoside triphosphate biosynthetic process	8	2.7491408934707904	0.0032478980432818815	ATP5D, NME2, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	63	7517	4.061870989530564	0.9918375084756175	0.1631259495193771	5.252642345115966
GOTERM_BP_FAT	GO:0009152~purine ribonucleotide biosynthetic process	8	2.7491408934707904	0.005858617234451025	ATP5D, NME2, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	70	7517	3.6556838905775075	0.9998308121240704	0.21434391442244682	9.285669116117468
SP_PIR_KEYWORDS	cf(1)	3	1.0309278350515463	0.006481908446738137	ATP5D, ATP5B, ATP5A1	269	5	10236	22.831226765799258	0.8226801163737205	0.04691386644538276	8.176722708256868
GOTERM_MF_FAT	GO:0046961~proton-transporting ATPase activity, rotational mechanism	4	1.3745704467353952	0.006569796583853659	ATP5D, ATP5B, ATP5O, ATP5A1	224	13	7236	9.939560439560438	0.9138812257755751	0.10112374923657552	8.695203590309719
GOTERM_BP_FAT	GO:0046034~ATP metabolic process	7	2.405498281786942	0.008938470911909465	ATP5D, LONP1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	58	7517	3.8605282465150403	0.9999982753002133	0.250604357890575	13.835942086673159
GOTERM_CC_FAT	GO:0033178~proton-transporting two-sector ATPase complex, catalytic domain	4	1.3745704467353952	0.009141562164412786	ATP5D, ATP5B, ATP5O, ATP5A1	214	14	6634	8.857142857142856	0.8346988173286998	0.06946858753870777	10.83896629225709
SP_PIR_KEYWORDS	Hydrogen ion transport	5	1.718213058419244	0.009280847562315599	ATP5D, ATP5B, ATP5O, ATP5A1, ATP5G3	269	32	10236	5.945631970260223	0.9162762565148272	0.06483595450237922	11.512742737483784
GOTERM_BP_FAT	GO:0015985~energy coupled proton transport, down electrochemical gradient	5	1.718213058419244	0.010412862866252176	ATP5D, ATP5B, ATP5O, ATP5A1, ATP5G3	235	28	7517	5.712006079027356	0.9999998089823526	0.25734027088278666	15.93751174279614
GOTERM_BP_FAT	GO:0015986~ATP synthesis coupled proton transport	5	1.718213058419244	0.010412862866252176	ATP5D, ATP5B, ATP5O, ATP5A1, ATP5G3	235	28	7517	5.712006079027356	0.9999998089823526	0.25734027088278666	15.93751174279614
GOTERM_BP_FAT	GO:0006163~purine nucleotide metabolic process	9	3.0927835051546393	0.01108758891980845	ATP5D, NME2, LONP1, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	98	7517	2.9376031263569256	0.9999999302941978	0.26723057784050197	16.883101196392914
GOTERM_BP_FAT	GO:0034220~ion transmembrane transport	5	1.718213058419244	0.01327939222300548	ATP5D, ATP5B, ATP5O, ATP5A1, ATP5G3	235	30	7517	5.331205673758865	0.9999999973756273	0.29730265482382223	19.88627923412125
GOTERM_BP_FAT	GO:0006164~purine nucleotide biosynthetic process	8	2.7491408934707904	0.015371659476424278	ATP5D, NME2, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	84	7517	3.0464032421479232	0.9999999998861046	0.30074929194009536	22.65769214216007
GOTERM_CC_FAT	GO:0016469~proton-transporting two-sector ATPase complex	5	1.718213058419244	0.018366404536636925	ATP5D, ATP5B, ATP5O, ATP5A1, ATP5G3	214	32	6634	4.84375	0.9735707399916927	0.1105951031468887	20.671707042646027
GOTERM_MF_FAT	GO:0019829~cation-transporting ATPase activity	4	1.3745704467353952	0.019431986826061454	ATP5D, ATP5B, ATP5O, ATP5A1	224	19	7236	6.800751879699248	0.999324364223487	0.2368991284467591	23.72421374463538
GOTERM_BP_FAT	GO:0009165~nucleotide biosynthetic process	9	3.0927835051546393	0.02319305493087672	ATP5D, NME2, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3, PRPS1	235	112	7517	2.5704027355623102	0.9999999999999991	0.355336454071037	32.24035538173563
GOTERM_BP_FAT	GO:0015992~proton transport	5	1.718213058419244	0.02470563089590934	ATP5D, ATP5B, ATP5O, ATP5A1, ATP5G3	235	36	7517	4.442671394799055	0.9999999999999999	0.3594733229689546	33.95976645462873
GOTERM_BP_FAT	GO:0006754~ATP biosynthetic process	6	2.0618556701030926	0.025676736954090354	ATP5D, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	54	7517	3.554137115839243	1.0	0.36048539257300116	35.0419624446755
GOTERM_BP_FAT	GO:0006818~hydrogen transport	5	1.718213058419244	0.027044307348270333	ATP5D, ATP5B, ATP5O, ATP5A1, ATP5G3	235	37	7517	4.32259919493962	1.0	0.36574400443050115	36.53774541742927
GOTERM_BP_FAT	GO:0034404~nucleobase, nucleoside and nucleotide biosynthetic process	9	3.0927835051546393	0.02918549246495386	ATP5D, NME2, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3, PRPS1	235	117	7517	2.4605564648117837	1.0	0.37545559695136255	38.81482114968387
GOTERM_BP_FAT	GO:0034654~nucleobase, nucleoside, nucleotide and nucleic acid biosynthetic process	9	3.0927835051546393	0.02918549246495386	ATP5D, NME2, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3, PRPS1	235	117	7517	2.4605564648117837	1.0	0.37545559695136255	38.81482114968387
GOTERM_MF_FAT	GO:0042623~ATPase activity, coupled	11	3.7800687285223367	0.03953255568388182	ATP5D, DDX39, LONP1, ATP5B, TAP1, DHX15, ATP5O, DDX21, ATP1A1, ATP5A1, HSPA8	224	172	7236	2.0659260797342194	0.9999996955294206	0.3837005431876873	42.687614970095986
GOTERM_BP_FAT	GO:0044271~nitrogen compound biosynthetic process	12	4.123711340206185	0.040768842831966585	ATP5D, NME2, HSP90AA1, SRM, NME1, ATP5B, ATP5O, ATP1A1, ATP5A1, PSAT1, ATP5G3, PRPS1	235	195	7517	1.9684451718494271	1.0	0.4372639962545526	49.85986932008978
GOTERM_MF_FAT	GO:0043492~ATPase activity, coupled to movement of substances	6	2.0618556701030926	0.0415560293627006	ATP5D, ATP5B, TAP1, ATP5O, ATP1A1, ATP5A1	224	62	7236	3.126152073732719	0.9999998610612332	0.3894612509768286	44.33167327487247
GOTERM_MF_FAT	GO:0042626~ATPase activity, coupled to transmembrane movement of substances	6	2.0618556701030926	0.0415560293627006	ATP5D, ATP5B, TAP1, ATP5O, ATP1A1, ATP5A1	224	62	7236	3.126152073732719	0.9999998610612332	0.3894612509768286	44.33167327487247
GOTERM_MF_FAT	GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	6	2.0618556701030926	0.0415560293627006	ATP5D, ATP5B, TAP1, ATP5O, ATP1A1, ATP5A1	224	62	7236	3.126152073732719	0.9999998610612332	0.3894612509768286	44.33167327487247
GOTERM_MF_FAT	GO:0042625~ATPase activity, coupled to transmembrane movement of ions	5	1.718213058419244	0.045599078488813435	ATP5D, ATP5B, ATP5O, ATP1A1, ATP5A1	224	44	7236	3.6708603896103895	0.9999999711679053	0.3998889096195084	47.48640350933727
GOTERM_MF_FAT	GO:0016887~ATPase activity	12	4.123711340206185	0.05784716538165441	ATP5D, ABCE1, DDX39, LONP1, ATP5B, TAP1, DHX15, ATP5O, DDX21, ATP1A1, ATP5A1, HSPA8	224	209	7236	1.8547505126452493	0.999999999763873	0.4691803188452296	56.06031661973212
GOTERM_MF_FAT	GO:0015399~primary active transmembrane transporter activity	6	2.0618556701030926	0.07050774127709955	ATP5D, ATP5B, TAP1, ATP5O, ATP1A1, ATP5A1	224	72	7236	2.6919642857142856	0.9999999999984603	0.5205522040078547	63.5439305658929
GOTERM_MF_FAT	GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity	6	2.0618556701030926	0.07050774127709955	ATP5D, ATP5B, TAP1, ATP5O, ATP1A1, ATP5A1	224	72	7236	2.6919642857142856	0.9999999999984603	0.5205522040078547	63.5439305658929
GOTERM_BP_FAT	GO:0055085~transmembrane transport	12	4.123711340206185	0.23062011452799802	ATP5D, NUP62, SLC25A5, ATP5B, SLC7A1, TAP1, EIF5A, TOMM40, ATP5O, ATP5A1, ATP5G3, SLC7A5	235	273	7517	1.4060322656067337	1.0	0.8629099718575958	98.70708636085811
GOTERM_BP_FAT	GO:0015672~monovalent inorganic cation transport	6	2.0618556701030926	0.34932094683378495	ATP5D, ATP5B, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	125	7517	1.5353872340425532	1.0	0.9383179732360714	99.91972800725472
SP_PIR_KEYWORDS	ion transport	8	2.7491408934707904	0.35397353860883296	ATP5D, CLIC4, ATP5B, TOMM40, ATP5O, ATP1A1, ATP5A1, ATP5G3	269	219	10236	1.3900290268370932	1.0	0.8558627069000626	99.6757166719555
GOTERM_BP_FAT	GO:0006812~cation transport	8	2.7491408934707904	0.6199436839188279	ATP5D, ATP5B, FKBP4, FKBP1A, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	239	7517	1.070702394729814	1.0	0.9941622969179047	99.99998924779715
GOTERM_BP_FAT	GO:0006811~ion transport	10	3.436426116838488	0.637598232269074	ATP5D, CLIC4, ATP5B, FKBP4, TOMM40, FKBP1A, ATP5O, ATP1A1, ATP5A1, ATP5G3	235	311	7517	1.028528425805569	1.0	0.9952885503822951	99.99999511486506
GOTERM_BP_FAT	GO:0016310~phosphorylation	13	4.4673539518900345	0.8263414645253755	ATP5D, STAT5A, ATP5B, TRIM28, PIM1, NDUFC2, CDK4, ATP5G3, UQCR10, NME1, ATP5O, ATP5A1, GADD45B	235	481	7517	0.864519838987924	1.0	0.999781402807122	99.99999999997546

Annotation Cluster 18	Enrichment Score: 1.859656964832874
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR010987:Glutathione S-transferase, C-terminal-like	5	1.718213058419244	0.0015800807581754124	CLIC4, AIMP2, EEF1E1, EPRS, MARS	272	19	9828	9.508513931888546	0.6084840127781483	0.11060703972044628	2.304779034885951
UP_SEQ_FEATURE	domain:GST C-terminal	5	1.718213058419244	0.0023522210966062784	EEF1B2, CLIC4, AIMP2, EEF1E1, MARS	265	22	10040	8.610634648370496	0.8357357386777331	0.4523357886313599	3.5310623859725276
INTERPRO	IPR004046:Glutathione S-transferase, C-terminal	3	1.0309278350515463	0.08676912274450387	AIMP2, EEF1E1, MARS	272	18	9828	6.022058823529412	1.0	0.8838627538957566	73.77351151744917
INTERPRO	IPR017933:Glutathione S-transferase/chloride channel, C-terminal	3	1.0309278350515463	0.11294044871690057	CLIC4, EEF1E1, MARS	272	21	9828	5.161764705882352	1.0	0.928073528276107	82.91808811329355

Annotation Cluster 19	Enrichment Score: 1.6531007983470745
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006983~ER overload response	3	1.0309278350515463	0.01827401657555633	TRP53, HSPA5, DDIT3	235	7	7517	13.708814589665653	0.999999999998549	0.34253684656619476	26.353259041027176
GOTERM_BP_FAT	GO:0006984~ER-nuclear signaling pathway	4	1.3745704467353952	0.022955654331251192	TRP53, AARS, HSPA5, DDIT3	235	20	7517	6.397446808510638	0.9999999999999988	0.35599616192073236	31.966702580381657
GOTERM_BP_FAT	GO:0034976~response to endoplasmic reticulum stress	4	1.3745704467353952	0.026180257510623722	TRP53, AARS, HSPA5, DDIT3	235	21	7517	6.0928064842958465	1.0	0.3628110983762033	35.59650115415798

Annotation Cluster 20	Enrichment Score: 1.5764143095391128
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0031400~negative regulation of protein modification process	6	2.0618556701030926	0.002453975399155731	GTPBP4, BAX, SOCS1, FKBP1A, YWHAE, NOC2L	235	31	7517	6.191077556623197	0.973521791060001	0.15216153008735067	3.9931692831517096
GOTERM_BP_FAT	GO:0032269~negative regulation of cellular protein metabolic process	7	2.405498281786942	0.006320486134003757	EIF4EBP1, GTPBP4, BAX, SOCS1, FKBP1A, YWHAE, NOC2L	235	54	7517	4.146493301812451	0.9999148695241975	0.22374877429569173	9.982147755448745
GOTERM_BP_FAT	GO:0032268~regulation of cellular protein metabolic process	14	4.810996563573884	0.007717176965379874	TRP53, GTPBP4, TNF, SOCS1, EIF5A, FKBP1A, CDK4, YWHAE, NOC2L, EIF4G1, PA2G4, EIF4EBP1, BAX, IL2	235	195	7517	2.296519367157665	0.9999893529352369	0.2337787653481994	12.057849898909234
GOTERM_BP_FAT	GO:0051248~negative regulation of protein metabolic process	7	2.405498281786942	0.009698551223464958	EIF4EBP1, GTPBP4, BAX, SOCS1, FKBP1A, YWHAE, NOC2L	235	59	7517	3.7950955643707176	0.9999994450696276	0.2592500423590487	14.925434746235311
GOTERM_BP_FAT	GO:0031399~regulation of protein modification process	9	3.0927835051546393	0.026672984582371707	TRP53, GTPBP4, TNF, BAX, SOCS1, FKBP1A, YWHAE, IL2, NOC2L	235	115	7517	2.5033487511563366	1.0	0.3649603609395765	36.134843719718646
GOTERM_BP_FAT	GO:0010563~negative regulation of phosphorus metabolic process	4	1.3745704467353952	0.03722589098567155	BAX, SOCS1, FKBP1A, YWHAE	235	24	7517	5.331205673758865	1.0	0.42288101072980144	46.69828234147935
GOTERM_BP_FAT	GO:0045936~negative regulation of phosphate metabolic process	4	1.3745704467353952	0.03722589098567155	BAX, SOCS1, FKBP1A, YWHAE	235	24	7517	5.331205673758865	1.0	0.42288101072980144	46.69828234147935
GOTERM_BP_FAT	GO:0001933~negative regulation of protein amino acid phosphorylation	3	1.0309278350515463	0.11673740014748918	BAX, SOCS1, FKBP1A	235	19	7517	5.0506159014557666	1.0	0.7009149932678216	87.23960904304164
GOTERM_BP_FAT	GO:0042326~negative regulation of phosphorylation	3	1.0309278350515463	0.14860202002632894	BAX, SOCS1, FKBP1A	235	22	7517	4.361895551257253	1.0	0.7612585953915129	93.06250440701322
GOTERM_BP_FAT	GO:0001932~regulation of protein amino acid phosphorylation	5	1.718213058419244	0.23124606298037523	TNF, BAX, SOCS1, FKBP1A, IL2	235	79	7517	2.024508483705898	1.0	0.8623603985626251	98.72442236303553

Annotation Cluster 21	Enrichment Score: 1.5376275620842064
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR001404:Heat shock protein Hsp90	3	1.0309278350515463	0.004381445120869494	HSP90AB1, HSP90B1, HSP90AA1	272	4	9828	27.099264705882355	0.9260159364280789	0.19506369628084785	6.2696974331105775
INTERPRO	IPR019805:Heat shock protein Hsp90, conserved site	3	1.0309278350515463	0.004381445120869494	HSP90AB1, HSP90B1, HSP90AA1	272	4	9828	27.099264705882355	0.9260159364280789	0.19506369628084785	6.2696974331105775
PIR_SUPERFAMILY	PIRSF002583:Hsp90	3	1.0309278350515463	0.010660752499988678	HSP90AB1, HSP90B1, HSP90AA1	184	4	4206	17.144021739130434	0.8815043590675193	0.6557680419651879	12.560982948343568
KEGG_PATHWAY	mmu04621:NOD-like receptor signaling pathway	7	2.405498281786942	0.029148760727885283	HSP90AB1, HSP90B1, TNF, HSP90AA1, NFKBIB, NFKBIA, NFKB1	144	52	3138	2.93349358974359	0.955225331573902	0.21253137390372379	28.20500635575773
SMART	SM00387:HATPase_c	3	1.0309278350515463	0.057855665232692824	HSP90AB1, HSP90B1, HSP90AA1	123	17	5259	7.545193687230991	0.9947236352774534	0.5272633663311206	47.56143484520342
INTERPRO	IPR003594:ATP-binding region, ATPase-like	3	1.0309278350515463	0.07851133631823871	HSP90AB1, HSP90B1, HSP90AA1	272	17	9828	6.376297577854672	1.0	0.8673806164846807	70.05071644807155
KEGG_PATHWAY	mmu05215:Prostate cancer	7	2.405498281786942	0.09709613436830844	HSP90AB1, TRP53, CDKN1A, HSP90B1, HSP90AA1, NFKBIA, NFKB1	144	70	3138	2.1791666666666667	0.999978003235736	0.46786588061905776	68.1485038976883
BIOCARTA	m_aktPathway:AKT Signaling Pathway	3	1.0309278350515463	0.19004506368671603	HSP90AA1, NFKBIA, NFKB1	50	14	852	3.651428571428571	0.9999999998700512	0.8737439940494345	90.68315317628908

Annotation Cluster 22	Enrichment Score: 1.5246206587602118
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SMART	SM00348:IRF	3	1.0309278350515463	0.01727265885613879	IRF8, IRF1, IRF4	123	9	5259	14.252032520325203	0.7841721747496332	0.26409545201058815	17.198576935383734
UP_SEQ_FEATURE	DNA-binding region:Tryptophan pentad repeat	3	1.0309278350515463	0.017370037272480685	IRF8, IRF1, IRF4	265	8	10040	14.207547169811319	0.9999985440983082	0.6737170820445721	23.46980000391332
INTERPRO	IPR019817:Interferon regulatory factor, conserved site	3	1.0309278350515463	0.023995885061244743	IRF8, IRF1, IRF4	272	9	9828	12.044117647058824	0.9999994443162704	0.5507475784460634	30.10291806327755
INTERPRO	IPR001346:Interferon regulatory factor	3	1.0309278350515463	0.023995885061244743	IRF8, IRF1, IRF4	272	9	9828	12.044117647058824	0.9999994443162704	0.5507475784460634	30.10291806327755
INTERPRO	IPR011991:Winged helix repressor DNA-binding	6	2.0618556701030926	0.13786791706111556	EIF3C, IRF8, IRF1, SSB, IRF4, LARP1	272	99	9828	2.1898395721925135	1.0	0.9567938797742533	88.7797611830479

Annotation Cluster 23	Enrichment Score: 1.4896633169643838
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SMART	SM00360:RRM	11	3.7800687285223367	0.003142567725427839	HNRNPM, EIF3B, EIF3G, EIF4H, HNRNPA2B1, PTBP1, G3BP1, SSB, HNRNPC, NCL, HNRNPAB	123	156	5259	3.0148530331457164	0.2419314063994631	0.12932865350895062	3.3517990182241664
