"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"gene_assignment"
"6985435"	"0.755"	"0.02828536"	"-2.7568117"	"-3.2056"	"-0.36999417"	"---"
"6996586"	"0.755"	"0.02829374"	"-2.756606"	"-3.20585"	"-0.53575167"	"---"
"6871132"	"0.755"	"0.0283113"	"2.7561751"	"-3.20635"	"2.06327083"	"AK154938 // Rela // v-rel reticuloendotheliosis viral oncogene homolog A (avian) // 19 B1-3|19 0.5 cM // 19697"
"6889153"	"0.755"	"0.02831791"	"-2.756013"	"-3.20654"	"-0.305935"	"---"
"6910617"	"0.755"	"0.02832378"	"2.7558692"	"-3.20671"	"0.90457583"	"---"
"6821826"	"0.755"	"0.02832662"	"-2.7557995"	"-3.20679"	"-0.42904833"	"---"
"6995847"	"0.755"	"0.02832975"	"-2.7557226"	"-3.20688"	"-0.57533"	"---"
"6832228"	"0.755"	"0.02833081"	"-2.7556967"	"-3.20691"	"-0.56328"	"---"
"7016655"	"0.755"	"0.02833993"	"-2.7554732"	"-3.20718"	"-0.41328333"	"AK081008 // EG434775 // predicted gene, EG434775 // X A4 // 434775 /// XR_001556 // EG434775 // predicted gene, EG434775 // X A4 // 434775"
"6846123"	"0.755"	"0.02834283"	"-2.7554023"	"-3.20726"	"-2.05957917"	"---"
"6806799"	"0.755"	"0.02834963"	"2.7552356"	"-3.20745"	"0.56680667"	"---"
"7024407"	"0.755"	"0.02835563"	"2.7550886"	"-3.20763"	"0.48228917"	""
"6844264"	"0.755"	"0.02836645"	"2.7548237"	"-3.20794"	"0.2917725"	"---"
"6878847"	"0.755"	"0.02837199"	"-2.7546881"	"-3.2081"	"-0.31745"	"NM_146642 // Olfr1140 // olfactory receptor 1140 // --- // 258635 /// BC120608 // Olfr1140 // olfactory receptor 1140 // --- // 258635 /// ENSMUST00000111568 // Olfr1140 // olfactory receptor 1140 // --- // 258635 /// ENSMUST00000090710 // Olfr1140 // olfactory receptor 1140 // --- // 258635"
"6946511"	"0.755"	"0.02839612"	"-2.7540977"	"-3.20879"	"-0.61893083"	"NM_133737 // Lancl2 // LanC (bacterial lantibiotic synthetase component C)-like 2 // 6 C1 // 71835 /// AB035967 // Lancl2 // LanC (bacterial lantibiotic synthetase component C)-like 2 // 6 C1 // 71835 /// ENSMUST00000050077 // Lancl2 // LanC (bacterial lantibiotic synthetase component C)-like 2 // 6 C1 // 71835 /// ENSMUST00000072954 // Lancl2 // LanC (bacterial lantibiotic synthetase component C)-like 2 // 6 C1 // 71835"
"6830194"	"0.755"	"0.02840962"	"-2.7537678"	"-3.20918"	"-0.31128417"	"---"
"7019645"	"0.755"	"0.02841023"	"-2.7537528"	"-3.20919"	"-0.52883083"	"---"
"6866904"	"0.755"	"0.02841082"	"-2.7537384"	"-3.20921"	"-0.54047833"	"---"
"6762020"	"0.755"	"0.02841403"	"-2.7536601"	"-3.2093"	"-0.47410167"	"---"
"6808216"	"0.755"	"0.02842541"	"-2.7533819"	"-3.20963"	"-0.58608"	"---"
"7003693"	"0.755"	"0.02844175"	"2.752983"	"-3.2101"	"0.60427917"	"---"
"6843388"	"0.755"	"0.02844788"	"-2.7528332"	"-3.21027"	"-0.55020583"	"---"
"6939093"	"0.755"	"0.02844902"	"2.7528055"	"-3.21031"	"0.36155417"	"NM_028194 // Fryl // furry homolog-like (Drosophila) // 5 C3.2 // 72313 /// BC051118 // Fryl // furry homolog-like (Drosophila) // 5 C3.2 // 72313 /// ENSMUST00000094700 // Fryl // furry homolog-like (Drosophila) // 5 C3.2 // 72313 /// ENSMUST00000101127 // Fryl // furry homolog-like (Drosophila) // 5 C3.2 // 72313"
"6979196"	"0.755"	"0.02847359"	"2.752206"	"-3.21101"	"0.55424083"	"NM_020584 // Terf2ip // telomeric repeat binding factor 2, interacting protein // 8 E1 // 57321 /// BC012270 // Terf2ip // telomeric repeat binding factor 2, interacting protein // 8 E1 // 57321 /// ENSMUST00000052138 // Terf2ip // telomeric repeat binding factor 2, interacting protein // 8 E1 // 57321 /// ENSMUST00000098390 // Terf2ip // telomeric repeat binding factor 2, interacting protein // 8 E1 // 57321"
"6890339"	"0.755"	"0.02848291"	"2.7519788"	"-3.21128"	"0.96802417"	"---"
"6791967"	"0.755"	"0.02848498"	"-2.7519283"	"-3.21134"	"-1.24321417"	"---"
"6980253"	"0.755"	"0.02848734"	"-2.7518709"	"-3.2114"	"-0.39674833"	"---"
"7002452"	"0.755"	"0.02850394"	"2.7514665"	"-3.21188"	"0.40714167"	"---"
"7009830"	"0.755"	"0.02850618"	"-2.751412"	"-3.21194"	"-0.316055"	"---"
"6950798"	"0.755"	"0.02852459"	"-2.7509637"	"-3.21247"	"-0.5065725"	"---"
"6807740"	"0.755"	"0.02852555"	"2.7509404"	"-3.2125"	"0.81320167"	"---"
"6893687"	"0.755"	"0.02852733"	"-2.7508971"	"-3.21255"	"-0.62197417"	"---"
"6820223"	"0.755"	"0.02853587"	"2.7506891"	"-3.21279"	"1.1235025"	"---"
"6778958"	"0.755"	"0.02853916"	"-2.7506092"	"-3.21288"	"-0.30599667"	"---"
"6786041"	"0.755"	"0.02854067"	"2.7505724"	"-3.21293"	"0.48945833"	"---"
"6855690"	"0.755"	"0.02854485"	"2.7504709"	"-3.21305"	"1.57825917"	"---"
"6894597"	"0.755"	"0.02855014"	"-2.7503421"	"-3.2132"	"-0.30996417"	"XM_001478466 // 100042492 // predicted gene, 100042492 // 13 B3|13 // 100042492"
"6854792"	"0.755"	"0.02855033"	"-2.7503376"	"-3.2132"	"-0.412615"	"NM_025290 // Rsph1 // radial spoke head 1 homolog (Chlamydomonas) // 17 A3.3|17 13.25 cM // 22092 /// BC049584 // Rsph1 // radial spoke head 1 homolog (Chlamydomonas) // 17 A3.3|17 13.25 cM // 22092 /// ENSMUST00000097354 // Rsph1 // radial spoke head 1 homolog (Chlamydomonas) // 17 A3.3|17 13.25 cM // 22092 /// ENSMUST00000024832 // Rsph1 // radial spoke head 1 homolog (Chlamydomonas) // 17 A3.3|17 13.25 cM // 22092"
"6888741"	"0.755"	"0.02855162"	"2.7503061"	"-3.21324"	"0.88089083"	"---"
"6866295"	"0.755"	"0.0285636"	"2.750015"	"-3.21358"	"0.54242583"	"---"
"6979134"	"0.755"	"0.02857031"	"2.7498519"	"-3.21377"	"1.2099125"	"---"
"7010697"	"0.755"	"0.02859527"	"2.7492457"	"-3.21448"	"0.91145917"	"---"
"6851501"	"0.755"	"0.02859941"	"-2.7491451"	"-3.2146"	"-0.59580917"	"---"
"6937803"	"0.755"	"0.02860245"	"2.7490715"	"-3.21469"	"0.69536333"	"---"
"6950559"	"0.755"	"0.02860447"	"2.7490225"	"-3.21475"	"1.35333167"	"---"
"6954237"	"0.755"	"0.02862344"	"-2.7485621"	"-3.21529"	"-0.44423333"	"---"
"6855664"	"0.755"	"0.02862552"	"-2.7485118"	"-3.21535"	"-0.34274083"	"---"
"6995005"	"0.755"	"0.02863089"	"-2.7483816"	"-3.2155"	"-0.41919833"	"AK042844 // A030010E16Rik // RIKEN cDNA A030010E16 gene // --- // 320039"
"7002172"	"0.755"	"0.02863309"	"-2.7483282"	"-3.21556"	"-0.76119833"	"---"
"6802536"	"0.756"	"0.02864745"	"-2.7479804"	"-3.21597"	"-0.75466667"	"---"
"6953580"	"0.756"	"0.0286653"	"2.747548"	"-3.21648"	"0.91059917"	"---"
"6934304"	"0.756"	"0.02867418"	"-2.7473328"	"-3.21673"	"-1.08692667"	"---"
"6765149"	"0.756"	"0.02868555"	"2.7470579"	"-3.21705"	"0.832535"	"---"
"6914041"	"0.756"	"0.02869685"	"2.7467844"	"-3.21737"	"0.634605"	"---"
"6956321"	"0.756"	"0.02869765"	"2.7467651"	"-3.2174"	"0.9094875"	"---"
"6975599"	"0.756"	"0.02870012"	"2.7467053"	"-3.21747"	"1.31177"	"---"
"6844374"	"0.756"	"0.02873055"	"-2.7459699"	"-3.21833"	"-0.3948975"	"---"
"6818060"	"0.756"	"0.02874471"	"-2.7456281"	"-3.21873"	"-0.396165"	"---"
"6966804"	"0.756"	"0.02875423"	"-2.7453981"	"-3.219"	"-0.37741583"	"---"
"6802790"	"0.756"	"0.02875446"	"-2.7453926"	"-3.21901"	"-0.39114333"	"---"
"6802266"	"0.756"	"0.02875714"	"2.7453281"	"-3.21909"	"0.491835"	"---"
"6780859"	"0.756"	"0.02876125"	"-2.7452288"	"-3.2192"	"-0.72831833"	"---"
"6813514"	"0.756"	"0.02878695"	"-2.7446089"	"-3.21993"	"-0.40431917"	"---"
"7009558"	"0.756"	"0.02879091"	"-2.7445136"	"-3.22004"	"-0.43558583"	"---"
"6803935"	"0.756"	"0.0287924"	"-2.7444776"	"-3.22008"	"-0.77581833"	"---"
"6861749"	"0.756"	"0.02879763"	"-2.7443516"	"-3.22023"	"-0.3573275"	"XR_034023 // EG667939 // predicted gene, EG667939 // 18 E2 // 667939"
"6939458"	"0.756"	"0.02881573"	"2.7439157"	"-3.22074"	"0.44826417"	"---"
"6924582"	"0.756"	"0.02882242"	"-2.7437545"	"-3.22093"	"-0.36479667"	"---"
"6779185"	"0.756"	"0.02882424"	"2.7437107"	"-3.22099"	"0.74265"	"BC040462 // Spred2 // sprouty-related, EVH1 domain containing 2 // 11 A3.2 // 114716"
"6941807"	"0.756"	"0.02882708"	"2.7436422"	"-3.22107"	"0.94189583"	"---"
"6914790"	"0.756"	"0.02884213"	"-2.7432801"	"-3.22149"	"-0.6763"	"---"
"6785436"	"0.756"	"0.02884471"	"2.7432182"	"-3.22156"	"0.4466875"	"---"
"6807462"	"0.756"	"0.02884622"	"-2.7431817"	"-3.22161"	"-0.82866917"	"---"
"6815233"	"0.756"	"0.02885557"	"2.7429569"	"-3.22187"	"0.45209167"	"---"
"6980129"	"0.756"	"0.02886099"	"2.7428266"	"-3.22202"	"1.34841833"	"---"
"6952277"	"0.756"	"0.02886597"	"-2.7427069"	"-3.22216"	"-0.40790333"	"---"
"6918062"	"0.756"	"0.02887216"	"-2.742558"	"-3.22234"	"-0.47710583"	"---"
"6820972"	"0.756"	"0.02887553"	"-2.7424771"	"-3.22243"	"-0.56542583"	"NR_002862 // EG328451 // predicted gene, EG328451 // 14 E2.1|14 // 328451"
"6854902"	"0.756"	"0.02888809"	"-2.7421753"	"-3.22279"	"-0.54367667"	"XR_031115 // 631266 // predicted gene, 631266 // 17 B1|17 // 631266 /// XR_031283 // EG621983 // predicted gene, EG621983 // X A3.3 // 621983 /// XR_033417 // EG625004 // predicted gene, EG625004 // 5 A3 // 625004"
"6900226"	"0.756"	"0.02888839"	"-2.7421681"	"-3.2228"	"-0.2944275"	"NM_027025 // Adora3 // adenosine A3 receptor // 3 F2.2|3 55.7 cM // 11542 /// BC038878 // Adora3 // adenosine A3 receptor // 3 F2.2|3 55.7 cM // 11542 /// ENSMUST00000010279 // Adora3 // adenosine A3 receptor // 3 F2.2|3 55.7 cM // 11542"
"6777515"	"0.756"	"0.02889097"	"-2.7421062"	"-3.22287"	"-0.56368417"	"---"
"6934177"	"0.756"	"0.02890069"	"2.7418728"	"-3.22314"	"0.400825"	"NM_030564 // Rnf34 // ring finger protein 34 // 5 F // 80751 /// BC004042 // Rnf34 // ring finger protein 34 // 5 F // 80751 /// ENSMUST00000031434 // Rnf34 // ring finger protein 34 // 5 F // 80751"
"7010687"	"0.756"	"0.0289056"	"2.741755"	"-3.22328"	"0.64990417"	"---"
"6845384"	"0.756"	"0.02892934"	"2.7411855"	"-3.22395"	"2.02479833"	"---"
"6967931"	"0.756"	"0.02893125"	"-2.7411396"	"-3.22401"	"-0.43850167"	"---"
"6955329"	"0.756"	"0.02893882"	"-2.7409582"	"-3.22422"	"-0.46071333"	"---"
"7023136"	"0.756"	"0.02894393"	"2.7408357"	"-3.22436"	"1.34682833"	"---"
"6831607"	"0.756"	"0.02894735"	"2.7407538"	"-3.22446"	"1.36936833"	"---"
"6873790"	"0.756"	"0.02895101"	"-2.7406659"	"-3.22456"	"-0.6032675"	"BC083165 // Nutf2 // nuclear transport factor 2 // 8 D3|8 52.0 cM // 68051 /// ENSMUST00000008594 // ENSMUSG00000071497 // predicted gene, ENSMUSG00000071497 // 19 D2 // 100043462 /// ENSMUST00000008594 // LOC100044514 // similar to nuclear transport factor 2 // --- // 100044514 /// ENSMUST00000008594 // ENSMUSG00000071868 // predicted gene, ENSMUSG00000071868 // 18 A1 // 621832 /// ENSMUST00000008594 // Nutf2 // nuclear transport factor 2 // 8 D3|8 52.0 cM // 68051"
"6926260"	"0.756"	"0.02895301"	"2.7406181"	"-3.22462"	"0.356155"	"---"
"6921750"	"0.756"	"0.02895845"	"-2.7404877"	"-3.22477"	"-1.03531833"	"AK135827 // BC005512 // cDNA sequence BC005512 // 14 E4 // 192885 /// AK154187 // EG641366 // predicted gene, EG641366 // 1 C1.3|1 // 641366"
"7009264"	"0.756"	"0.0289586"	"2.7404841"	"-3.22478"	"0.59898333"	"NM_153408 // Neurl3 // neuralized homolog 3 homolog (Drosophila) // 1 B // 214854 /// AF321278 // Neurl3 // neuralized homolog 3 homolog (Drosophila) // 1 B // 214854 /// ENSMUST00000056946 // Neurl3 // neuralized homolog 3 homolog (Drosophila) // 1 B // 214854"
"6945566"	"0.756"	"0.02897676"	"-2.7400493"	"-3.22529"	"-0.3422425"	"---"
"6843480"	"0.756"	"0.02897923"	"-2.7399902"	"-3.22536"	"-0.79239417"	"---"
"6953749"	"0.756"	"0.02898348"	"2.7398884"	"-3.22548"	"0.2798775"	"ENSMUST00000046683 // 9130019P16Rik // RIKEN cDNA 9130019P16 gene // 6B3|6 // 378878"
"6821063"	"0.756"	"0.02898868"	"-2.739764"	"-3.22562"	"-0.62714917"	"---"
"7001041"	"0.756"	"0.02900108"	"-2.7394672"	"-3.22597"	"-0.51543833"	""
"6927460"	"0.756"	"0.02900548"	"-2.739362"	"-3.22609"	"-0.57703083"	"ENSMUST00000074948 // Nfxl1 // nuclear transcription factor, X-box binding-like 1 // 5 D // 100978"
"6993650"	"0.756"	"0.02900861"	"-2.7392871"	"-3.22618"	"-0.29593083"	"NM_146906 // Olfr853 // olfactory receptor 853 // --- // 258908 /// ENSMUST00000058296 // Olfr853 // olfactory receptor 853 // --- // 258908"
"6868304"	"0.756"	"0.02901317"	"2.7391781"	"-3.22631"	"0.34985417"	"---"
"6960559"	"0.756"	"0.02901481"	"-2.739139"	"-3.22636"	"-0.59886667"	"---"
"6855753"	"0.756"	"0.02902308"	"-2.7389413"	"-3.22659"	"-0.37818417"	"AK020805 // A930003K04Rik // RIKEN cDNA A930003K04 gene // --- // 77792"
"6789280"	"0.756"	"0.02902764"	"2.7388324"	"-3.22672"	"0.325195"	"NM_001017426 // Jmjd3 // jumonji domain containing 3 // 11 B3 // 216850 /// BC075632 // Jmjd3 // jumonji domain containing 3 // 11 B3 // 216850 /// ENSMUST00000094077 // Jmjd3 // jumonji domain containing 3 // 11 B3 // 216850"
"6797446"	"0.756"	"0.02903064"	"2.7387606"	"-3.2268"	"1.1369775"	"---"
"6882507"	"0.756"	"0.02903898"	"-2.7385614"	"-3.22704"	"-1.05643667"	"---"
"6877590"	"0.756"	"0.02903967"	"2.7385449"	"-3.22706"	"0.4076225"	"---"
"6927304"	"0.756"	"0.02904272"	"2.738472"	"-3.22714"	"1.15048417"	"---"
"6901695"	"0.757"	"0.02905908"	"-2.7380815"	"-3.2276"	"-0.42429167"	"NM_016750 // H2afz // H2A histone family, member Z // 3 G3 // 51788 /// U70494 // H2afz // H2A histone family, member Z // 3 G3 // 51788 /// ENSMUST00000041045 // H2afz // H2A histone family, member Z // 3 G3 // 51788"
"6949256"	"0.757"	"0.02907464"	"2.7377102"	"-3.22804"	"1.18429917"	"---"
"6850169"	"0.757"	"0.0290894"	"-2.737358"	"-3.22845"	"-0.67392917"	""
"6845172"	"0.757"	"0.02909243"	"2.7372858"	"-3.22854"	"0.54868"	"---"
"6927956"	"0.757"	"0.02909393"	"2.7372501"	"-3.22858"	"0.52861167"	"AK043905 // Sgip1 // SH3-domain GRB2-like (endophilin) interacting protein 1 // 4 C6 // 73094 /// AK042254 // A630075K04Rik // RIKEN cDNA A630075K04 gene // 16 A1 // 319299 /// AK080354 // AU022855 // expressed sequence AU022855 // --- // 107295"
"6923640"	"0.757"	"0.02909468"	"2.7372322"	"-3.2286"	"0.58820167"	"---"
"6912121"	"0.757"	"0.02911035"	"-2.7368587"	"-3.22904"	"-0.46928667"	"XR_031966 // OTTMUSG00000004750 // predicted gene, OTTMUSG00000004750 // 4 A3 // 664911"
"6889371"	"0.757"	"0.029117"	"-2.7367004"	"-3.22922"	"-0.26604833"	"AK161318 // AI314831 // expressed sequence AI314831 // 2 E3 // 329480"
"6796640"	"0.757"	"0.0291392"	"2.7361719"	"-3.22984"	"1.00387583"	"---"
"6837614"	"0.757"	"0.02914026"	"2.7361465"	"-3.22987"	"0.41111667"	"NM_145475 // Cerk // ceramide kinase // 15 E2 // 223753 /// BC094253 // Cerk // ceramide kinase // 15 E2 // 223753 /// ENSMUST00000044332 // Cerk // ceramide kinase // 15 E2 // 223753"
"6802275"	"0.757"	"0.02914764"	"2.7359709"	"-3.23008"	"0.8697"	"---"
"6747590"	"0.757"	"0.02915095"	"2.7358921"	"-3.23017"	"0.51668583"	"---"
"6832273"	"0.757"	"0.02915878"	"-2.7357058"	"-3.23039"	"-0.50471417"	"---"
"6757299"	"0.757"	"0.02915988"	"-2.7356797"	"-3.23042"	"-0.59475417"	"---"
"6969727"	"0.757"	"0.02916842"	"2.7354766"	"-3.23066"	"0.69206583"	"---"
"6983980"	"0.757"	"0.02917382"	"2.7353484"	"-3.23081"	"0.5021425"	"AK086277 // F830004M19Rik // RIKEN cDNA F830004M19 gene // 8 C3 // 320224"
"6873366"	"0.757"	"0.02918133"	"2.7351699"	"-3.23102"	"0.9647225"	"---"
"6913286"	"0.757"	"0.02918532"	"-2.735075"	"-3.23113"	"-0.3346825"	"NM_024171 // Sec61b // Sec61 beta subunit // 4 B1 // 66212 /// BC081445 // Sec61b // Sec61 beta subunit // 4 B1 // 66212 /// ENSMUST00000065678 // Sec61b // Sec61 beta subunit // 4 B1 // 66212 /// ENSMUST00000088147 // LOC100046749 // similar to protein translocation complex beta subunit // --- // 100046749 /// ENSMUST00000088147 // EG432981 // predicted gene, EG432981 // 15 F1 // 432981"
"6784753"	"0.757"	"0.02920912"	"2.7345098"	"-3.2318"	"0.878385"	"---"
"6961704"	"0.757"	"0.02921018"	"-2.7344846"	"-3.23183"	"-0.64168333"	"AK135124 // ENSMUSG00000074066 // predicted gene, ENSMUSG00000074066 // --- // 100038684"
"6810193"	"0.757"	"0.029231"	"-2.7339905"	"-3.23241"	"-0.48025333"	"---"
"6771629"	"0.757"	"0.02923161"	"-2.7339761"	"-3.23243"	"-0.81319667"	"---"
"6760994"	"0.757"	"0.02924252"	"-2.7337173"	"-3.23273"	"-0.48681833"	"---"
"6924462"	"0.757"	"0.02924486"	"-2.7336618"	"-3.2328"	"-0.47573167"	"---"
"6787954"	"0.757"	"0.02925266"	"2.7334768"	"-3.23301"	"1.01892917"	"---"
"6845734"	"0.757"	"0.02925776"	"2.7333559"	"-3.23316"	"0.77635167"	"---"
"6843843"	"0.757"	"0.02925853"	"-2.7333377"	"-3.23318"	"-1.4634425"	"---"
"6920672"	"0.757"	"0.02927373"	"-2.7329775"	"-3.2336"	"-0.6072225"	"---"
"6934805"	"0.757"	"0.02927541"	"-2.7329378"	"-3.23365"	"-0.37153917"	"---"
"6946772"	"0.757"	"0.02927575"	"-2.7329297"	"-3.23366"	"-0.40042833"	"---"
"6963978"	"0.757"	"0.02927998"	"-2.7328296"	"-3.23377"	"-0.32103583"	"---"
"6920307"	"0.757"	"0.02928816"	"-2.7326358"	"-3.234"	"-0.4720025"	"NM_016668 // Bhmt // betaine-homocysteine methyltransferase // 13 D1 // 12116 /// BC093510 // Bhmt // betaine-homocysteine methyltransferase // 13 D1 // 12116 /// ENSMUST00000091776 // Bhmt // betaine-homocysteine methyltransferase // 13 D1 // 12116 /// ENSMUST00000099309 // Bhmt // betaine-homocysteine methyltransferase // 13 D1 // 12116"
"6800309"	"0.757"	"0.0292893"	"-2.732609"	"-3.23403"	"-0.36878833"	""
"6989872"	"0.757"	"0.0292899"	"2.7325948"	"-3.23405"	"1.2874"	"---"
"6791178"	"0.757"	"0.02929666"	"-2.7324346"	"-3.23424"	"-0.76425083"	"---"
"6919680"	"0.757"	"0.02929906"	"2.732378"	"-3.23431"	"0.46754167"	"---"
"6921513"	"0.757"	"0.02933333"	"-2.7315674"	"-3.23526"	"-0.58597083"	"---"
"6800299"	"0.757"	"0.02933392"	"-2.7315534"	"-3.23528"	"-0.91295667"	""
"6890306"	"0.757"	"0.02935255"	"-2.7311133"	"-3.23579"	"-0.3528625"	"NM_026891 // Cdan1 // congenital dyserythropoietic anemia, type I (human) // 2 E5 // 68968 /// ENSMUST00000110701 // Ttbk2 // tau tubulin kinase 2 // --- // 140810 /// ENSMUST00000110701 // Cdan1 // congenital dyserythropoietic anemia, type I (human) // 2 E5 // 68968"
"6865581"	"0.757"	"0.02935289"	"2.7311052"	"-3.2358"	"0.63792417"	"---"
"6760788"	"0.757"	"0.0293548"	"2.7310601"	"-3.23586"	"0.56231667"	"---"
"6849264"	"0.757"	"0.02935761"	"-2.7309939"	"-3.23593"	"-0.45659167"	"---"
"6953571"	"0.757"	"0.02936352"	"-2.7308543"	"-3.2361"	"-0.70270917"	"---"
"6904296"	"0.757"	"0.02936684"	"-2.7307758"	"-3.23619"	"-0.4103575"	"---"
"6898910"	"0.757"	"0.02936803"	"-2.7307477"	"-3.23622"	"-0.53386833"	"---"
"6818495"	"0.757"	"0.0293717"	"2.7306611"	"-3.23632"	"0.39243"	"BC019681 // 9930105H17Rik // RIKEN cDNA 9930105H17 gene // --- // 100669"
"6804901"	"0.757"	"0.02939256"	"2.7301691"	"-3.2369"	"0.33115417"	"NM_178640 // B3galnt2 // UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2 // 13 A1 // 97884 /// BC085110 // B3galnt2 // UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2 // 13 A1 // 97884 /// ENSMUST00000099747 // B3galnt2 // UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2 // 13 A1 // 97884"
"6869814"	"0.757"	"0.02939632"	"2.7300803"	"-3.23701"	"0.34904167"	"ENSMUST00000097896 // 4933427I04Rik // Riken cDNA 4933427I04 gene // --- // 664620"
"6980299"	"0.757"	"0.02939819"	"2.7300363"	"-3.23706"	"1.24891"	"---"
"6924849"	"0.757"	"0.02939923"	"-2.7300117"	"-3.23709"	"-0.46646333"	"---"
"6855161"	"0.757"	"0.02944554"	"2.7289205"	"-3.23837"	"0.91032917"	"---"
"6788526"	"0.757"	"0.02944971"	"-2.7288224"	"-3.23849"	"-0.6674875"	"---"
"6849757"	"0.757"	"0.02945009"	"2.7288135"	"-3.2385"	"0.46881333"	"---"
"6947267"	"0.757"	"0.02945747"	"2.7286398"	"-3.2387"	"0.35661917"	"---"
"6849850"	"0.757"	"0.02945798"	"-2.7286277"	"-3.23872"	"-0.44740583"	"---"
"6873224"	"0.757"	"0.02946045"	"-2.7285698"	"-3.23878"	"-0.33652167"	"---"
"6995860"	"0.757"	"0.02947808"	"2.7281549"	"-3.23927"	"0.44710917"	"NM_175483 // Snx33 // sorting nexin 33 // 9 B // 235406 /// BC096472 // Snx33 // sorting nexin 33 // 9 B // 235406 /// ENSMUST00000050916 // Snx33 // sorting nexin 33 // 9 B // 235406"
"6946249"	"0.757"	"0.02948962"	"-2.7278837"	"-3.23959"	"-0.368035"	"---"
"6977834"	"0.757"	"0.02949964"	"2.7276482"	"-3.23987"	"1.03965"	"---"
"6810421"	"0.757"	"0.02950166"	"-2.7276007"	"-3.23992"	"-0.34361333"	"NM_013826 // Mocs2 // molybdenum cofactor synthesis 2 // 13 D2.2 // 17434 /// NM_001113374 // Mocs2 // molybdenum cofactor synthesis 2 // 13 D2.2 // 17434 /// NM_001113375 // Mocs2 // molybdenum cofactor synthesis 2 // 13 D2.2 // 17434 /// BC024371 // Mocs2 // molybdenum cofactor synthesis 2 // 13 D2.2 // 17434 /// ENSMUST00000015680 // Mocs2 // molybdenum cofactor synthesis 2 // 13 D2.2 // 17434 /// ENSMUST00000050131 // Mocs2 // molybdenum cofactor synthesis 2 // 13 D2.2 // 17434"
"6761733"	"0.757"	"0.0295035"	"2.7275575"	"-3.23998"	"0.27525167"	"NM_133748 // Insig2 // insulin induced gene 2 // 1 E2 // 72999 /// NM_178082 // Insig2 // insulin induced gene 2 // 1 E2 // 72999 /// BC023067 // Insig2 // insulin induced gene 2 // 1 E2 // 72999 /// ENSMUST00000003818 // Insig2 // insulin induced gene 2 // 1 E2 // 72999 /// ENSMUST00000071064 // Insig2 // insulin induced gene 2 // 1 E2 // 72999"
"6929799"	"0.757"	"0.02950842"	"2.727442"	"-3.24011"	"0.504495"	"NM_001081101 // 4933407H18Rik // RIKEN cDNA 4933407H18 gene // 5 B1 // 71101 /// BC137803 // 4933407H18Rik // RIKEN cDNA 4933407H18 gene // 5 B1 // 71101"
"6914675"	"0.757"	"0.02951153"	"-2.7273689"	"-3.2402"	"-0.487925"	"---"
"6772802"	"0.757"	"0.02951411"	"2.7273082"	"-3.24027"	"0.36816917"	"NM_008813 // Enpp1 // ectonucleotide pyrophosphatase/phosphodiesterase 1 // 10 A4|10 19.0 cM // 18605 /// J02700 // Enpp1 // ectonucleotide pyrophosphatase/phosphodiesterase 1 // 10 A4|10 19.0 cM // 18605 /// ENSMUST00000105520 // Enpp1 // ectonucleotide pyrophosphatase/phosphodiesterase 1 // 10 A4|10 19.0 cM // 18605 /// ENSMUST00000039882 // Enpp1 // ectonucleotide pyrophosphatase/phosphodiesterase 1 // 10 A4|10 19.0 cM // 18605"
"6938974"	"0.757"	"0.02952634"	"-2.7270212"	"-3.24061"	"-0.52115083"	"---"
"7005755"	"0.757"	"0.02952843"	"2.726972"	"-3.24066"	"1.7616375"	"ENSMUST00000103612 // EG667626 // predicted gene, EG667626 // 14 C2 // 667626 /// ENSMUST00000103583 // LOC100044029 // similar to TRAV10 // --- // 100044029 /// ENSMUST00000103583 // LOC100045804 // similar to TRAV10 // --- // 100045804 /// ENSMUST00000103583 // EG667765 // predicted gene, EG667765 // 14 C2|14 // 667765 /// ENSMUST00000103646 // LOC100044029 // similar to TRAV10 // --- // 100044029 /// ENSMUST00000103646 // LOC100045804 // similar to TRAV10 // --- // 100045804 /// ENSMUST00000103646 // EG667765 // predicted gene, EG667765 // 14 C2|14 // 667765"
"6995759"	"0.757"	"0.02952998"	"-2.7269356"	"-3.24071"	"-0.5227425"	"---"
"6916826"	"0.757"	"0.02953605"	"2.7267934"	"-3.24087"	"1.1085825"	"---"
"6803358"	"0.757"	"0.02954579"	"2.7265648"	"-3.24114"	"0.54302083"	"NM_029654 // Atg2b // ATG2 autophagy related 2 homolog B (S. cerevisiae) // 12 E // 76559 /// BC062182 // Atg2b // ATG2 autophagy related 2 homolog B (S. cerevisiae) // 12 E // 76559 /// ENSMUST00000041055 // Atg2b // ATG2 autophagy related 2 homolog B (S. cerevisiae) // 12 E // 76559"
"7006798"	"0.757"	"0.02954859"	"-2.7264992"	"-3.24122"	"-0.667"	""
"6774344"	"0.757"	"0.0295493"	"-2.7264825"	"-3.24124"	"-0.451045"	"---"
"6750950"	"0.757"	"0.02956055"	"-2.7262187"	"-3.24155"	"-0.60088917"	"---"
