Gene symbol	Tcell-CD69pos-K99A10-22h-ES FPKM	Tcell-CD69pos-K99A100-22h-ES FPKM	Tcell-CD69pos-PCC01-22h-ES FPKM	Tcell-CD69pos-PCC1-22h-ES FPKM
Nck1	0.0	0.0	3.645	7.191
Ufsp1	0.0	0.0	7.318	2.5639999999999996
Cd109	0.0	0.0	0.0	0.040999999999999995
Ifna6	0.0	0.0	0.0	0.0
Laptm4a	0.0	50.283	36.721	36.694
Eif2b5	4.14	22.553	47.518	45.43600000000001
Gm10787	0.0	0.0	0.0	0.0
Vmn1r158	0.0	0.0	0.0	0.0
4930519H02Rik	0.0	0.0	0.0	0.0
Sox2ot	0.0	0.0	0.0	0.0
Gcfc2	0.0	17.775	7.691	4.154
Rxfp4	0.0	0.0	0.0	0.365
1700123L14Rik	0.0	0.0	0.0	0.0
Olfr914	0.0	0.0	0.0	0.0
Defb44-ps	0.0	0.0	0.0	0.0
Sult2a4	0.0	0.0	0.0	0.0
Mir466d	0.0	0.0	0.0	0.0
Smr2	0.0	0.0	0.0	0.0
Cdk16	0.0	5.28	8.264	14.135
4933403O08Rik	0.0	0.0	0.0	0.0
Prokr1	0.0	0.0	0.113	0.192
Il18	0.0	0.0	0.0	0.0
Ccl27b	0.0	0.0	0.0	0.0
Klhl22	0.0	0.0	6.59	8.055
Usp46	0.0	0.0	1.177	2.6069999999999998
Mir7236	0.0	0.0	0.0	0.0
Rnaseh2c	0.0	0.0	32.272	26.357
Gata5	0.0	0.0	0.0	0.0
Kif18b	0.0	0.0	0.0	0.627
Lsm14b	0.0	13.158	16.9	18.355999999999998
Taf1a	0.0	22.245	6.522	9.482999999999999
Trappc9	0.0	42.931000000000004	4.621	11.167
Echdc1	71.89	0.0	7.178	8.244
Extl2	0.0	0.0	4.475	2.8360000000000003
Ifitm1	0.0	0.0	0.0	1.639
Rptoros	0.0	0.0	0.0	1.9069999999999998
5830411N06Rik	0.0	0.0	0.0	0.084
4933440M02Rik	0.0	0.0	0.0	0.0
Ccnb1	0.0	0.0	0.0	0.368
Olfr615	0.0	0.0	0.0	0.0
Mir669e	0.0	0.0	0.0	0.0
Syt15	0.0	0.0	0.0	0.086
Ntn5	0.0	0.0	0.0	0.0
Notum	0.0	0.0	0.0	0.0
Csf1	0.0	0.0	0.978	1.228
Snora61	0.0	0.0	62.382	22.93
Olfr1077-ps1	0.0	0.0	0.0	0.0
Ppp1r13l	0.0	0.0	2.296	1.213
Esp4	0.0	0.0	0.0	0.0
Card14	0.0	8.865	0.0	0.462
Gjb6	0.0	0.0	0.0	0.0
Mt4	0.0	0.0	0.0	0.0
Sult1b1	0.0	0.0	0.0	0.0
Sdccag3	0.0	7.931	71.80199999999999	48.476000000000006
Trim34a	0.0	0.0	0.767	1.037
Olfr1189	0.0	0.0	0.0	0.0
Cd244	0.0	0.0	0.0	0.0
Apoc2	0.0	0.0	0.0	0.0
Hist1h3h	0.0	0.0	0.0	0.0
1700019M22Rik	0.0	0.0	0.0	0.0
Spred2	0.0	40.698	15.712	13.754000000000001
Eif3j1	220.115	0.0	9.53	6.642
Ppfia2	0.0	0.0	0.0	0.0
Mir345	0.0	0.0	0.0	0.0
Ccl1	0.0	0.0	3.347	16.474
Usp16	0.0	0.023	28.055	22.252
Fbxw11	139.14600000000002	11.902999999999999	33.233000000000004	34.634
Pip4k2c	0.10800000000000001	24.576	35.429	26.434
Adamts18	0.0	0.0	0.0	0.0
Sc5d	0.0	0.0	15.62	11.043
Tmem179	0.0	0.0	0.0	0.0
Oc90	0.0	0.0	0.0	0.154
Clca3a2	0.0	0.0	0.0	0.0
Olfr829	0.0	0.0	0.0	0.0
Pbx4	0.0	0.0	1.3030000000000002	1.288
Rpl3	0.0	75.889	43.315	57.443999999999996
Msc	0.0	0.0	0.0	0.0
Rassf2	0.0	11.103	6.403	6.082999999999999
Shank2	0.0	0.0	0.0	0.0
Snrpn	0.0	0.0	0.0	0.006
Tns3	0.0	7.989	0.003	0.972
Ssx9	0.0	0.0	0.0	0.0
Mtnr1b	0.0	0.0	0.0	0.0
Als2cr12	0.0	0.0	0.0	0.0
Gm4984	0.0	0.0	0.932	0.537
Hapln1	0.0	0.0	0.0	0.0
Spata25	0.0	0.0	0.0	0.015
Gm10228	0.0	0.0	0.0	0.0
Sall4	0.0	0.0	0.0	0.0
Mir3059	0.0	0.0	0.0	0.0
Sry	0.0	0.0	0.0	0.0
Serpina1f	0.0	0.0	0.0	0.0
Hsd3b3	0.0	0.0	0.0	0.0
Lrrc7	0.0	0.0	0.0	0.0
Me1	0.0	0.0	0.0	0.0
Olfr135	0.0	0.0	0.0	0.0
Rabl6	0.115	38.17	46.848	45.023
Zfp101	0.0	0.0	0.0	1.206
Mtss1l	0.0	12.287	1.295	0.9620000000000001
Gpr141	0.0	0.0	0.0	0.45
Iah1	0.0	0.0	22.574	12.775
Vmn2r50	0.0	0.0	0.0	0.0
1110020A21Rik	0.0	0.0	0.0	0.013999999999999999
Rfx1	0.0	5.754	12.165999999999999	16.862000000000002
Ddi1	0.0	0.0	0.0	0.0
Cldn34a	0.0	0.0	0.0	0.0
Fxyd4	0.0	0.0	0.0	3.498
Dmtn	0.0	0.0	0.0	0.067
Ptprk	0.0	0.0	0.0	0.10099999999999999
Mcee	0.0	0.0	2.355	2.37
Rab26	0.0	0.0	0.0	0.0
Tmem11	0.0	29.241	49.1	47.604
Arhgef9	0.0	0.0	0.0	0.12300000000000001
Copg1	0.0	24.054000000000002	31.674	36.371
4932702P03Rik	0.0	0.0	0.0	0.0
Als2cl	0.0	18.351	6.053	8.63
4930425O10Rik	0.0	0.0	0.0	0.0
1700024P16Rik	0.0	0.0	0.0	0.0
Nhlh1	0.0	0.0	0.0	0.0
Esp36	0.0	0.0	0.0	0.0
Olfr1321	0.0	0.0	0.0	0.0
Rpl36al	0.0	0.0	91.024	102.071
Olfr571	0.0	0.0	0.0	0.0
Cyhr1	0.0	14.054	16.889	15.283
Fhit	0.0	0.0	0.0	0.0
Mrpl1	0.0	0.0	6.862	5.125
Mir6911	0.0	0.0	22.249000000000002	5.45
Tmod2	0.0	0.0	0.0	0.0
A330076C08Rik	0.0	0.0	0.0	0.0
Rnf220	0.0	20.066	108.18	79.335
Cmpk1	0.0	24.773000000000003	4.359	21.840999999999998
E130114P18Rik	0.0	0.0	0.0	0.0
Fiz1	0.0	0.359	48.717	49.605
Fam69c	0.0	0.0	0.0	0.16699999999999998
1700065D16Rik	0.0	0.0	8.902000000000001	1.486
Syngr1	0.0	0.0	0.0	0.154
Rbfox3	0.0	0.0	0.0	0.0
Shank1	0.0	0.0	0.0	0.133
Crym	0.0	0.0	0.0	0.0
1700069L16Rik	0.0	0.0	0.0	0.0
Galnt13	0.0	0.0	0.0	0.0
Sp1	69.999	47.77	45.463	46.24100000000001
Pars2	0.0	12.288	4.68	5.171
Klhl40	0.0	0.0	0.0	0.0
Slu7	0.1	20.894000000000002	28.706	32.391999999999996
Glra2	0.0	0.0	0.0	0.0
Smg9	0.0	18.915	39.93	38.535
Upk1b	0.0	0.0	0.0	0.0
Slc22a17	0.0	0.0	0.0	0.105
Shc4	0.0	0.0	0.0	0.23600000000000002
Irf6	0.0	0.0	1.867	3.647
Fam131c	0.0	0.0	0.0	0.0
Plp2	0.0	0.028999999999999998	11.96	13.4
Gm14479	0.0	0.0	0.0	0.0
Lgi4	0.0	0.0	0.0	0.0
Add1	0.0	59.507	31.445999999999998	52.105
Nppc	0.0	0.0	0.0	0.115
Cga	0.0	0.0	0.0	0.0
Mir7049	0.0	0.0	0.0	0.0
Tfe3	0.0	3.787	35.222	27.881
Olfr370	0.0	0.0	0.0	0.0
Zfpm1	0.0	24.598000000000003	21.701	25.331
Gm14295	0.0	0.0	0.0	0.889
Pitpnm1	0.0	32.169000000000004	10.238999999999999	21.566
Sod2	0.095	0.114	7.525	11.488
Hist1h2af	0.0	0.0	0.0	0.0
Prdm11	0.0	25.604	0.0	1.3880000000000001
Spta1	0.0	0.0	0.0	0.0
Vmn1r186	0.0	0.0	0.0	0.0
Creld2	0.0	0.0	25.755	28.384
Pkp2	0.0	0.0	0.0	0.0
Mir188	0.0	0.0	0.0	0.0
Npr1	0.0	0.0	0.0	0.34
Vtcn1	0.0	0.0	0.0	0.0
Nt5c1b	0.0	0.0	0.0	0.0
Sap30bp	0.0	0.016	30.697	31.493000000000002
Btnl10	0.0	0.0	0.0	0.0
C87414	0.0	0.0	0.0	0.0
Samd11	0.0	0.0	38.953	27.441
Ddx60	0.0	0.0	0.004	0.122
Bcl7b	0.0	34.402	31.855	35.648
Defb37	0.0	0.0	0.0	0.0
Tunar	0.0	0.0	0.0	0.0
Olfr1425	0.0	0.0	0.0	0.0
Oxgr1	0.0	0.0	0.0	0.0
Plet1os	0.0	0.0	0.0	0.0
Exoc5	0.0	35.687	10.277999999999999	13.722999999999999
Olfr1283	0.0	0.0	0.0	0.0
Mtag2	0.0	0.0	0.0	0.0
Gm13288	0.0	0.0	0.0	0.0
Olfr366	0.0	0.0	0.0	0.0
Ceacam15	0.0	0.0	0.943	0.0
Mir6385	0.0	0.0	0.0	1.839
Gm4846	0.0	0.0	0.0	0.0
Mir3083	0.0	0.0	0.0	0.0
Sp4	0.0	7.211	7.763	6.707000000000001
Armcx6	0.0	0.0	0.0	0.772
H2-Q2	0.0	2.092	57.498000000000005	40.219
Olfr183	0.0	0.0	0.0	0.0
Dennd2a	0.0	0.0	0.0	0.0
Dcdc2c	0.0	0.0	0.0	0.0
Yif1a	0.0	0.023	26.278000000000002	26.272
Pex7	0.193	0.0	0.353	5.692
Cyp2c29	0.0	0.0	0.0	0.0
Mir541	0.0	0.0	0.0	0.0
Fcer1a	0.0	0.0	0.0	0.0
Raf1	6.777	63.333999999999996	64.543	47.168
Cdh8	0.0	0.0	0.0	0.0
Mdp1	0.0	0.0	13.94	14.512
Pfdn1	0.0	2.661	15.154000000000002	21.945
Mir711	0.0	0.0	0.0	0.0
Rasip1	0.0	0.0	0.0	0.377
Cnst	0.0	0.0	4.107	5.35
Calr4	0.0	0.0	0.0	0.146
Pde6b	0.0	0.0	0.025	0.154
Mup19	0.0	0.0	0.0	0.0
Iqca	0.0	0.0	0.0	0.0
A230001M10Rik	0.0	0.0	0.0	0.0
Rrn3	0.0	25.116999999999997	29.497	32.283
Tbc1d30	0.0	11.693	6.19	2.517
Mir467a-7	0.0	0.0	0.0	0.0
Smok2b	0.0	0.0	0.0	0.0
Fcrls	0.0	0.0	0.0	0.0
Ilk	0.0	0.188	22.859	43.593
Serpind1	0.0	0.0	0.0	0.18600000000000003
Dsp	0.0	0.0	0.0	0.052000000000000005
Gm14327	0.0	0.0	0.0	0.0
Tnnt2	75.913	156.037	38.779	37.199
Wdr82	1.9369999999999998	51.398	59.973	49.915
Crhbp	0.0	0.0	0.0	0.0
Fam210a	0.038	17.602	5.812	5.9239999999999995
Crhr1	0.0	0.0	0.0	0.0
Ggt6	0.0	0.0	0.0	0.0
Prkaa2	0.0	0.0	0.0	0.051
Ada	0.0	0.0	6.006	3.125
Per3	0.0	0.0	0.0	0.366
Sh3bp5	0.0	8.308	2.235	8.959
4930426L09Rik	0.0	0.0	0.0	0.266
2410015M20Rik	0.0	0.716	35.227	36.056
Actr3b	0.0	0.0	0.0	0.047
Arhgap39	0.0	27.793000000000003	12.645999999999999	8.375
Lipm	0.0	0.0	0.0	0.0
Ufc1	0.0	48.666000000000004	6.817	27.69
Rxrb	136.711	31.045	54.743	51.31100000000001
Slc5a3	0.0	18.486	18.425	9.509
Wdr45b	0.0	0.0	25.145	17.112000000000002
Mir669o	0.0	0.0	0.0	0.0
Mir7013	0.0	0.0	0.0	15.322000000000001
Polm	0.124	0.0	4.723	8.593
C2cd3	82.40700000000001	21.605999999999998	12.616	12.79
Procr	0.0	0.0	0.0	2.45
Tsr1	3.227	43.001000000000005	66.634	62.351000000000006
Dcn	0.0	0.0	0.0	0.0
Gm38671	0.0	0.0	0.0	0.0
AU019990	0.0	0.0	0.0	0.0
Phlda2	0.0	0.0	0.0	0.0
Mnat1	0.0	0.0	8.306000000000001	7.183
Amt	0.0	0.0	1.9709999999999999	1.001
Kcnj13	0.0	0.033	0.0	0.313
Cyp27a1	0.0	0.0	0.0	0.075
9530020I12Rik	0.0	0.0	0.0	0.0
AV039307	0.0	0.0	0.0	5.477
Mdm1	0.0	0.0	2.254	1.311
Mir92b	0.0	0.0	0.0	0.0
Entpd1	0.0	0.0	0.005	0.594
Ntf5	0.0	0.0	0.0	0.0
Prph	0.0	0.0	0.0	0.0
Mcf2l	0.0	0.0	0.0	0.0
Fam160a2	0.0	11.047	5.515	3.758
2310003N18Rik	0.0	0.0	0.0	0.0
Rabgef1	0.0	20.576999999999998	8.883	13.585999999999999
Taf2	0.0	14.465	17.537	9.855
Mir219a-2	0.0	0.0	0.0	0.0
Slc25a5	0.281	40.062	116.876	130.984
Abcc8	0.0	0.0	0.0	0.0
Spata7	0.0	0.0	0.0	0.591
Nadk2	0.0	0.778	1.4169999999999998	3.263
Olfr1042	0.0	0.0	0.0	0.0
Spin1	0.0	0.0	14.628	14.71
Kctd6	0.0	0.0	2.426	3.7560000000000002
Ereg	0.0	0.0	0.0	0.0
Krtap6-2	0.0	0.0	0.0	0.0
1700057G04Rik	0.0	0.0	0.0	0.0
Npff	0.0	0.0	0.0	7.943
Ldah	0.0	0.0	25.244	20.452
Fam135b	0.0	0.0	0.0	0.0
Pole4	0.0	30.493000000000002	38.486999999999995	34.661
Dmrtc1b	0.0	0.0	0.0	0.0
Nsg1	0.0	0.0	1.6980000000000002	0.622
Lgsn	0.0	0.0	0.0	0.0
Gm11213	0.0	0.0	0.0	0.0
Ablim2	0.0	0.0	0.0	0.0
Cabyr	0.0	0.0	0.0	0.0
Abcd2	0.0	0.0	0.0	0.0
Fgd1	0.0	12.043	4.042	1.6780000000000002
Rerg	0.0	0.0	0.0	0.0
Vmn1r202	0.0	0.0	0.0	0.0
Cpne6	0.0	0.0	0.0	0.0
Eln	0.0	0.0	0.0	0.0
Slc25a21	0.0	0.0	0.0	0.0
Ednrb	0.0	0.0	0.0	0.015
0610009L18Rik	0.0	0.0	0.0	0.213
Tcf21	0.0	0.0	0.0	0.0
Omp	0.0	0.0	0.0	0.0
Plcxd3	0.0	0.0	0.0	0.0
Plin3	0.0	11.062999999999999	2.485	5.53
Mir6769b	0.0	0.0	0.0	0.0
F830002L21Rik	0.0	0.0	0.0	0.0
Ppt2	0.0	0.0	7.28	5.405
Snora68	0.0	0.0	30.959	18.24
Epn1	0.0	66.234	64.775	53.88
Ncf2	0.0	0.0	1.181	0.5820000000000001
Sf1	207.274	192.673	131.437	136.756
Olfr915	0.0	0.0	0.0	0.0
Cabp1	0.0	0.0	1.962	0.542
Srp9	0.0	0.0	11.735	16.614
Rab20	0.0	0.0	0.0	2.178
Olfr1306	0.0	0.0	0.0	0.0
Rmdn1	0.0	0.0	3.347	1.765
Bad	0.0	0.0	5.194	4.504
Adgra2	0.0	0.0	0.0	0.326
Lyrm5	0.0	0.0	0.23199999999999998	3.904
Nars	0.276	277.657	205.502	189.46
Reep2	0.0	0.0	1.536	1.014
4930545H06Rik	0.0	0.0	0.0	0.0
Spsb2	0.0	0.0	0.094	1.537
Ldha	337.61699999999996	101.605	173.044	323.70799999999997
Scarf1	0.0	0.0	0.0	0.799
Gm13251	0.0	0.0	0.0	0.276
Mmp10	0.0	0.0	0.0	0.139
Sort1	0.0	0.0	0.0	0.871
Olfr1350	0.0	0.0	0.0	0.0
Hif1an	23.096999999999998	27.195	24.195999999999998	21.386999999999997
Agtrap	0.0	6.757000000000001	1.517	4.791
Nlrp5	0.0	0.0	0.0	0.0
Dpagt1	0.0	25.619	33.889	22.395
Mir181a-1	0.0	0.0	0.0	0.0
Idi2	0.0	21.745	11.030999999999999	6.699
Npcd	0.0	0.0	1.6640000000000001	1.547
Tnni2	0.0	0.0	0.0	0.0
Nr1d1	0.0	0.0	6.1160000000000005	2.066
Egfem1	0.0	0.0	0.0	0.0
Trim40	0.0	0.0	0.0	0.0
Gm13293	0.0	0.0	0.0	0.0
Cndp2	0.0	0.366	23.489	38.505
Gramd1c	0.0	0.0	1.49	0.37799999999999995
Atf7	30.11	29.576999999999998	24.864	14.732999999999999
Ldhd	0.0	0.0	0.0	0.7959999999999999
Tusc1	0.0	0.0	0.135	1.5719999999999998
Mex3d	0.111	0.01	6.84	10.07
Csn1s2a	0.0	0.0	0.0	0.0
Ahdc1	0.0	5.813	6.22	7.801
4930456L15Rik	0.0	0.0	0.0	0.0
Olfr1459	0.0	0.0	0.0	0.0
Slpi	0.0	0.0	0.0	0.096
Dppa5a	0.0	0.0	0.0	0.0
Osbpl5	0.0	0.0	3.952	2.023
Wdr44	0.0	0.0	5.003	4.03
Tcte3	0.0	0.0	0.0	0.0
Npy1r	0.0	0.0	0.0	0.0
Defa3	0.0	0.0	0.0	0.0
Aff1	15.405999999999999	51.06399999999999	27.858	38.313
E2f2	0.09300000000000001	0.0	1.268	1.788
Haus5	0.0	0.0	1.149	3.222
Samd7	0.0	0.0	0.0	0.0
Gipc3	0.0	0.0	2.4819999999999998	0.0
Glt8d2	0.0	0.0	1.713	0.313
Dclk1	0.0	0.0	0.0	0.079
Gm10445	0.0	0.0	0.0	0.0
Golgb1	6.4879999999999995	28.268	12.359000000000002	11.706
Mkl1	0.17600000000000002	22.991	29.3	27.183000000000003
Cops4	0.0	0.0	22.989	31.315
Oas1a	0.0	0.0	0.0	0.655
Csgalnact1	0.0	0.0	0.0	0.0
Fmnl2	0.0	0.0	0.0	0.614
Stat2	0.0	0.0	3.275	5.49
Sult1a1	0.0	0.0	0.0	0.316
Mir7689	0.0	0.0	0.0	0.0
Angpt2	0.0	0.0	0.342	0.32
Mir7003	0.0	0.0	0.0	2.759
Mir7657	0.0	0.0	0.0	0.64
Slc39a10	0.0	0.006999999999999999	4.998	4.607
Ubxn8	0.129	0.012	6.737	7.457000000000001
Cobll1	0.0	0.0	0.527	1.393
Esyt2	1.9040000000000001	0.152	17.086	16.139
Mir1946a	0.0	0.0	0.0	0.0
Mir411	0.0	0.0	0.0	0.0
Rasgrp1	1.71	124.029	43.224	32.55
Mapk1ip1l	1.2919999999999998	0.62	30.689	34.86
Mrps6	1.402	136.16299999999998	127.721	87.834
Commd6	0.0	18.916	9.912	14.519
Sox30	0.0	0.0	0.0	0.0
Ccna2	0.0	0.0	2.21	2.463
Prdx1	0.0	120.61200000000001	81.477	90.65
Dusp11	3.102	23.749000000000002	30.471999999999998	38.305
Rab29	0.0	0.0	2.461	4.718999999999999
Ctnna2	0.0	0.0	0.0	0.0
Nipa2	0.0	0.0	9.889	6.632999999999999
Hhipl1	0.0	0.0	0.0	0.0
Wfdc8	0.0	0.0	0.0	0.0
Tacc1	0.8859999999999999	32.592	13.677999999999999	17.502
Dach2	0.0	0.0	0.0	0.067
Srd5a1	0.0	0.0	1.113	0.324
Slc6a17	0.0	0.0	0.0	0.0
Calm2	0.0	59.931000000000004	48.826	59.022
Thoc6	0.0	5.755	26.291	23.816999999999997
Mllt10	131.666	2.6510000000000002	22.605	19.641
Cx3cr1	0.0	0.0	0.0	0.057
Cdyl2	0.045	3.375	9.152000000000001	10.811
1700031A10Rik	0.0	0.0	0.0	0.0
Olfr115	0.0	0.0	0.0	0.0
Mir467a-8	0.0	0.0	0.0	0.0
Mpz	0.0	0.0	0.0	0.177
Wdr62	0.0	0.0	0.0	1.4140000000000001
Rab1b	308.944	67.267	91.669	95.161
Cdx1	0.0	0.0	0.0	0.0
Tmem89	0.0	0.0	0.0	0.0
Rhebl1	0.0	0.0	2.458	4.77
Hoxa2	0.0	0.0	0.0	0.0
Eif3a	0.0	99.491	144.127	119.84100000000001
Tecta	0.0	0.0	0.0	0.134
Mir184	0.0	0.0	0.0	0.0
Olfr457	0.0	0.0	0.0	0.0
Gm19434	0.0	0.0	0.0	0.0
Bloc1s3	0.0	0.0	0.23800000000000002	8.101
P4htm	0.0	0.0	0.599	0.917
Rplp2	0.0	62.661	281.632	325.564
Epb41	0.424	95.48299999999999	62.105	82.53299999999999
Gm15612	93.973	0.0	0.0	0.203
Mphosph6	0.0	28.664	5.78	15.049000000000001
Olfr341	0.0	0.0	0.0	0.0
Desi1	0.0	3.4189999999999996	11.837	15.475999999999999
Rfc3	0.0	0.0	9.025	7.725
Amelx	0.0	0.0	0.0	0.0
1700048O20Rik	0.0	0.0	0.0	0.441
Ermp1	0.0	10.546	0.631	3.219
Rnase1	0.0	0.0	0.0	0.0
Ptges3l	0.0	0.0	0.0	2.1390000000000002
Dmxl2	0.0	0.0	0.0	0.1
4930453L07Rik	0.0	0.0	0.0	0.0
Gm5886	0.0	0.0	0.0	0.0
Pithd1	0.0	0.0	30.804000000000002	41.67
Capn3	0.0	0.0	0.635	0.023
Donson	0.0	0.0	11.784	9.446
Mir669a-5	0.0	0.0	0.0	0.0
Tnni1	0.0	0.0	3.0580000000000003	1.0590000000000002
9430065F17Rik	0.0	0.0	0.0	0.0
Fancb	0.0	0.0	0.9890000000000001	0.344
Slc7a9	0.0	0.0	0.0	0.0
Ap1s2	0.0	0.0	0.405	4.387
Hipk1	109.083	59.644	40.661	40.281
Nfyb	0.0	0.0	17.63	17.354
Wdr63	0.0	0.0	0.0	0.0
1700001L05Rik	0.0	0.011000000000000001	0.0	0.38299999999999995
Mir6994	0.0	2.329	1.274	0.0
Rnf148	0.0	0.0	0.0	0.0
Defb30	0.0	0.0	0.0	0.0
Cep112	0.0	0.0	0.0	0.0
4933404K13Rik	0.0	0.0	0.0	0.0
Olfr1474	0.0	0.0	0.0	0.0
Crmp1	0.0	0.0	0.326	1.5630000000000002
Gm765	0.0	0.0	0.0	0.0
Omt2a	0.0	0.0	0.0	0.0
Recql	4.298	7.757000000000001	4.895	6.612
Chpf	0.0	49.245	45.765	31.088
1700065L07Rik	0.0	0.0	0.0	0.0
Fam3c	0.0	0.0	6.843	14.470999999999998
Elp3	0.0	10.427999999999999	20.546999999999997	28.471999999999998
Fbxl2	0.0	0.0	1.0290000000000001	0.589
Snord87	0.0	0.0	34.856	0.0
Phf20l1	91.23899999999999	31.802	24.124000000000002	18.877
Snapc5	0.0	0.0	3.821	11.828
Ube2g1	0.095	15.764000000000001	17.055999999999997	19.929000000000002
Gm3285	0.0	0.0	0.0	0.0
Fam46b	0.0	0.0	0.0	0.0
Dusp9	0.0	0.0	0.0	0.084
Mir3473d	0.0	0.0	0.0	0.0
Bmp8a	0.0	0.0	0.0	0.0
Proser2	0.0	0.0	0.0	0.0
Mir6402	0.0	0.0	0.0	0.0
Heyl	0.0	0.193	0.0	0.182
Rem1	0.0	0.0	0.0	0.0
Disc1	0.0	0.0	0.0	0.0
Rnaseh2a	0.0	0.0	15.777999999999999	9.698
1700042O10Rik	0.0	0.0	0.0	0.0
Bpifa6	0.0	0.0	0.0	0.0
Ear1	0.0	0.0	0.0	0.0
Zfp507	0.0	21.531999999999996	16.202	11.2
Ckap2	0.0	0.0	0.0	0.9740000000000001
Uggt2	0.0	0.0	0.0	0.087
Olfr803	0.0	0.0	0.0	0.0
Klri1	0.0	0.0	0.0	0.0
Gm11944	0.0	0.0	4.702	1.1909999999999998
Rab27b	0.0	0.0	0.0	0.0
Ifne	0.0	0.0	0.0	0.579
Fastkd5	0.0	17.27	7.54	4.897
Cpsf1	137.08100000000002	33.353	47.608999999999995	32.286
Snx14	0.11800000000000001	0.0	0.498	3.972
Gins3	0.0	0.0	0.35200000000000004	2.141
Gpalpp1	0.067	24.752	8.347000000000001	8.187000000000001
Vmn1r235	0.0	0.0	0.0	0.0
Sntg1	0.0	0.0	0.0	0.0
Slco4c1	0.0	0.0	0.0	0.0
Lrrn3	0.0	0.0	0.0	0.069
Trmt61a	0.0	0.6920000000000001	63.496	39.693000000000005
Gngt2	0.0	0.0	4.105	0.8270000000000001
Ppp1r3a	0.0	0.0	0.0	0.0
Nod2	0.0	0.0	0.0	0.187
Fut7	0.0	0.0	0.013000000000000001	0.588
Mir21c	0.0	0.0	0.0	0.0
1700123J17Rik	0.0	0.0	0.0	0.0
Gpx2-ps1	0.0	0.0	0.0	0.094
Larp4	0.055999999999999994	21.381999999999998	20.55	16.749000000000002
Sult1e1	0.0	0.0	0.0	0.0
Chst2	2.439	9.058	6.593	9.994
Cope	0.0	0.821	69.22	81.986
Foxr2	0.0	0.0	0.0	0.0
Uchl5	0.0	13.614	7.683	10.841
Pdyn	0.0	0.0	0.0	0.0
Dynlt1a	0.0	0.0	0.752	0.581
Zdhhc20	0.0	9.875	7.906000000000001	5.405
Astl	0.0	0.0	0.0	0.0
Plac9b	0.0	0.0	0.0	0.0
BC065397	0.0	0.0	2.074	0.9329999999999999
Socs6	0.0	0.0	3.9410000000000003	3.182
Ccdc125	0.0	0.0	0.0	0.8859999999999999
H2-M1	0.0	0.0	0.0	0.0
D830005E20Rik	0.0	0.0	0.0	0.0
Krit1	0.0	0.011000000000000001	11.664000000000001	7.812
Myrfl	0.0	0.0	0.0	0.066
Herpud1	2.92	66.578	82.875	81.693
Krt74	0.0	0.0	0.0	0.0
Cntf	0.0	0.0	2.3480000000000003	1.702
Hnrnpa2b1	0.0	132.35299999999998	181.012	201.882
Gm11937	0.0	0.0	0.0	0.0
Mir7683	0.0	0.0	0.0	0.0
9130204L05Rik	0.0	0.0	0.0	0.0
Lpin1	0.066	0.0	4.971	3.8689999999999998
Nkx2-2	0.0	0.0	0.0	0.0
Mtus2	0.0	0.0	0.049	0.307
Olfr345	0.0	0.0	0.0	0.0
Zfp493	0.0	0.0	0.456	0.45799999999999996
Rraga	0.0	37.181999999999995	22.368000000000002	33.545
Abcg2	264.719	0.0	2.614	0.353
Mir6935	0.0	0.0	32.02	5.313
Commd9	0.0	0.0	8.033999999999999	14.536
Ccna1	0.0	0.0	0.0	0.0
Ctnnbl1	0.0	11.149000000000001	20.886999999999997	17.882
A330049N07Rik	0.0	0.0	0.0	0.0
Mir201	0.0	0.0	0.0	0.0
Katna1	0.0	0.0	27.633000000000003	22.511999999999997
Plcd1	0.0	0.0	0.0	0.1
Ptges2	0.0	0.207	10.854000000000001	11.561
Mir7033	0.0	0.0	26.649	16.737000000000002
Adgrf3	0.0	0.0	0.0	0.12
Fcrla	0.0	0.0	0.0	1.97
Mir1258	0.0	0.0	0.0	0.0
Krt28	0.0	0.0	0.0	0.0
C430002N11Rik	0.0	0.0	0.0	0.0
Echdc2	0.0	0.0	0.0	0.0
Mir1907	0.0	0.0	0.0	0.0
Pqlc2	0.0	0.0	6.406000000000001	4.551
Cd27	0.0	66.993	91.28200000000001	60.333999999999996
Gm5148	0.0	34.281	16.861	32.061
Mir219c	0.0	0.0	0.0	0.0
Fat3	0.0	0.0	0.18899999999999997	0.0
Rcan3	0.0	0.0	3.2510000000000003	1.126
Lrrc8a	0.085	13.68	15.487	12.484000000000002
Cdh6	0.0	0.0	0.0	0.0
4933434E20Rik	0.0	0.0	25.956999999999997	22.986
Ssrp1	0.0	100.734	134.369	147.09799999999998
Gm20747	0.0	0.0	0.0	0.0
Slc10a2	0.0	0.0	0.0	0.0
Vma21	0.0	13.749	3.299	1.555
4930549C15Rik	0.0	0.0	0.0	0.0
Malat1	93.67200000000001	232.792	84.53299999999999	123.36399999999999
Mir143hg	0.0	0.0	0.0	0.0
Crisp1	0.0	0.0	0.0	0.0
Krt23	0.0	0.0	0.0	0.0
Krt16	0.0	0.0	0.0	0.0
Nfasc	0.0	0.0	0.0	0.0
Cst10	0.0	0.0	0.0	0.0
Pacrgl	0.0	0.0	0.521	3.332
Grk6	0.126	26.846999999999998	27.031999999999996	34.415
Krt33b	0.0	0.0	0.0	0.0
Tmem30a	0.0	50.055	23.206	25.629
