!Series_title	"T cell gene expression profile"
!Series_geo_accession	"GSE5960"
!Series_status	"Public on Oct 04 2006"
!Series_submission_date	"Oct 03 2006"
!Series_last_update_date	"Jan 08 2014"
!Series_pubmed_id	"17028589"
!Series_summary	"compare gene expression profiles between normal and anergic T cells and identify upregulated genes in anergic T cells"
!Series_summary	"Keywords: cell type comparison"
!Series_overall_design	"RNA from normal Th1 T cell clone and anergic Th1 T cell clone made anergic by plate-bound anti-CD3 antibody were isolated and amplified for microarray analysis"
!Series_type	"Expression profiling by array"
!Series_contributor	"Reinhard,,Marks"
!Series_contributor	"Allen,,Ho"
!Series_contributor	"Thomas,,Gajewski"
!Series_contributor	"Yuanyuan,,Zha"
!Series_sample_id	"GSM138549 GSM138550 GSM138551 GSM138552 "
!Series_contact_name	"yuanyuan,,zha"
!Series_contact_email	"yzha@uchicago.edu"
!Series_contact_phone	"772-702-4812"
!Series_contact_fax	"773-702-7195"
!Series_contact_department	"Department of Pathology"
!Series_contact_institute	"University of Chicago"
!Series_contact_address	"910 E. 58th St. MKL051"
!Series_contact_city	"Chicago"
!Series_contact_state	"IL"
!Series_contact_zip/postal_code	"60637"
!Series_contact_country	"USA"
!Series_platform_id	"GPL81"
!Series_platform_taxid	"10090"
!Series_sample_taxid	"10090"
!Series_relation	"BioProject: http://www.ncbi.nlm.nih.gov/bioproject/PRJNA97425"

!Sample_title	"Control1"	"Anergic1"	"Control2"	"Anergic2"
!Sample_geo_accession	"GSM138549"	"GSM138550"	"GSM138551"	"GSM138552"
!Sample_status	"Public on Oct 04 2006"	"Public on Oct 04 2006"	"Public on Oct 04 2006"	"Public on Oct 04 2006"
!Sample_submission_date	"Oct 03 2006"	"Oct 03 2006"	"Oct 03 2006"	"Oct 03 2006"
!Sample_last_update_date	"Oct 03 2006"	"Oct 03 2006"	"Oct 03 2006"	"Oct 03 2006"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"Th1 T cell"	"anergic Th1 T cell clone"	"Th1 T cell"	"anergic Th1 T cell clone"
!Sample_organism_ch1	"Mus musculus"	"Mus musculus"	"Mus musculus"	"Mus musculus"
!Sample_characteristics_ch1	"control CD4 T Cell clone"	"anergized CD4 T cell clone"	"control CD4 T Cell clone"	"anergized CD4 T cell clone"
!Sample_molecule_ch1	"polyA RNA"	"polyA RNA"	"polyA RNA"	"polyA RNA"
!Sample_extract_protocol_ch1	"total RNA was extracted using Trizol  method (Invitrogen)"	"total RNA was extracted using Trizol  method (Invitrogen)"	"total RNA was extracted using Trizol  method (Invitrogen)"	"total RNA was extracted using Trizol  method (Invitrogen)"
!Sample_label_ch1	"biotin"	"biotin"	"biotin"	"biotin"
!Sample_label_protocol_ch1	"Approximately 8 µg of total RNA was processed to produce biotinylated cRNA targets."	"Approximately 8 µg of total RNA was processed to produce biotinylated cRNA targets."	"Approximately 8 µg of total RNA was processed to produce biotinylated cRNA targets."	"Approximately 8 µg of total RNA was processed to produce biotinylated cRNA targets."
!Sample_taxid_ch1	"10090"	"10090"	"10090"	"10090"
!Sample_hyb_protocol	"standard Affymetrix procedures"	"standard Affymetrix procedures"	"standard Affymetrix procedures"	"standard Affymetrix procedures"
!Sample_scan_protocol	"standard Affymetrix procedures"	"standard Affymetrix procedures"	"standard Affymetrix procedures"	"standard Affymetrix procedures"
!Sample_description	"we are interested in which genes are upregulated during T cell anergy. Thus, RNA from normal quiescent T cell clones were extracted to be compared to RNA extracted from anergic T cell clones"	"we are interested in which genes are upregulated during T cell anergy. Thus,RNA from normal quiescent T cell clones were extracted to be compared to RNA extracted from anergic T cell clones"	"we are interested in which genes are upregulated during T cell anergy. Thus, RNA from normal quiescent T cell clones were extracted to be compared to RNA extracted from anergic T cell clones"	"we are interested in which genes are upregulated during T cell anergy. Thus, RNA from normal quiescent T cell clones were extracted to be compared to RNA extracted from anergic T cell clones"
!Sample_data_processing	"Affymetrix Microarray Suite 4.0"	"Affymetrix Microarray Suite 4.0"	"Affymetrix Microarray Suite 4.0"	"Affymetrix Microarray Suite 4.0"
!Sample_platform_id	"GPL81"	"GPL81"	"GPL81"	"GPL81"
!Sample_contact_name	"yuanyuan,,zha"	"yuanyuan,,zha"	"yuanyuan,,zha"	"yuanyuan,,zha"
!Sample_contact_email	"yzha@uchicago.edu"	"yzha@uchicago.edu"	"yzha@uchicago.edu"	"yzha@uchicago.edu"
!Sample_contact_phone	"772-702-4812"	"772-702-4812"	"772-702-4812"	"772-702-4812"
!Sample_contact_fax	"773-702-7195"	"773-702-7195"	"773-702-7195"	"773-702-7195"
!Sample_contact_department	"Department of Pathology"	"Department of Pathology"	"Department of Pathology"	"Department of Pathology"
!Sample_contact_institute	"University of Chicago"	"University of Chicago"	"University of Chicago"	"University of Chicago"
!Sample_contact_address	"910 E. 58th St. MKL051"	"910 E. 58th St. MKL051"	"910 E. 58th St. MKL051"	"910 E. 58th St. MKL051"
!Sample_contact_city	"Chicago"	"Chicago"	"Chicago"	"Chicago"
!Sample_contact_state	"IL"	"IL"	"IL"	"IL"
!Sample_contact_zip/postal_code	"60637"	"60637"	"60637"	"60637"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"12488"	"12488"	"12488"	"12488"
!series_matrix_table_begin
"ID_REF"	"GSM138549"	"GSM138550"	"GSM138551"	"GSM138552"
"102362_i_at"	1424.3	4831.3	583	1566.1
"102363_r_at"	1472.3	5020.6	607.7	1807.1
"102364_at"	6560.8	7125.8	8701.4	8887
"102366_at"	14.1	73.3	17.2	34.8
"102368_at"	410.4	392.3	335.5	415.6
"102370_at"	13.8	9	66.4	43.1
"102371_at"	398.4	953.6	220.6	316.3
"102372_at"	101.8	64.9	157.9	54.4
"102373_at"	43.5	34.4	11.8	48.3
"102374_at"	370.7	502.9	522.7	578.8
"102375_at"	310.4	232.2	282.2	96.1
"102376_r_at"	145.2	114	171.6	153.7
"102378_at"	6.5	9.9	10.9	13.6
"102379_at"	241	193.7	260.7	120.7
"102380_s_at"	18.8	23.6	11.6	33.9
"102381_at"	1116.3	2066.1	1750.2	1464.7
"102382_at"	1386.6	787.6	1130.5	780.7
"102383_at"	516	524.3	1060.4	850.1
"102384_at"	582.6	514	416.1	355.8
"102385_at"	1219.1	587.8	842.6	670.9
"102387_at"	1348.8	898.2	763	648.8
"102389_s_at"	72.6	30.1	51.2	11.5
"102393_at"	131.5	67.5	87.2	86.2
"102395_at"	47	45.1	156.8	118.5
"102396_at"	224	253.4	334.4	283.1
"102397_at"	10.1	9.7	18.5	27
"102398_at"	1255.2	1361.4	1412.9	1757
"102399_at"	26.5	20.4	27.6	68.4
"102400_at"	582.7	393.7	456.4	371.7
"102401_at"	1211	641.6	1197.4	652.7
"102402_at"	1524.1	1278.4	1284.6	1103.9
"102403_at"	114.9	110.9	193.8	190.9
"102404_at"	87	49.7	24.8	85.5
"102405_at"	9.2	8.8	18	9.9
"102406_at"	14.8	5.8	37.6	5.4
"102407_at"	89.9	66	106.4	56.5
"102408_g_at"	10.5	11.9	24.8	24.7
"102409_at"	1183.9	1641	1202.1	1430.1
"102410_at"	4.1	2.3	2.3	3.5
"102411_at"	268.9	197.1	607.5	521.8
"102412_at"	891.5	383	534.7	390.3
"102413_at"	127.1	92.1	220.5	205
"102414_i_at"	790.5	896.8	658.3	487.9
"102415_r_at"	266.7	285.7	346.2	239.2
"102416_at"	38.3	27.8	48	32.5
"102418_at"	23.6	16.8	32.1	29.3
"102419_at"	50.5	35.7	76.7	45.4
"102421_at"	354.8	265.6	507.4	355.1
"102423_at"	47.9	54	41.8	43.3
"102424_at"	717.4	4511.1	573.3	4603.7
"102425_at"	8.4	9	14.3	8.2
"102426_at"	283.2	190.2	339	323.4
"102427_at"	443.1	902.7	519.5	718.2
"102429_at"	229.8	176.5	283.8	174.3
"102430_at"	780	497.8	769.7	650.2
"102431_at"	9.5	7.6	16.4	9.9
"102476_f_at"	1027	1129	1077.9	789
"102477_at"	34.8	32.8	102.8	38.7
"102478_f_at"	260.2	232.1	452	427.4
"102552_at"	15.2	7.5	85.1	50.7
"102553_at"	9.1	11.8	31.2	85.5
"102554_at"	16.6	8.4	31.5	23.2
"102555_at"	15.8	9.1	18.5	14.6
"102556_at"	199.7	115.3	138.2	139.3
"102557_at"	66.9	53.6	73.6	106.9
"102558_at"	64.5	125.6	61.1	102
"102559_at"	11.5	5.7	11.1	11.8
"102560_at"	12.6	6.3	9.7	9.8
"102561_at"	157.3	142.5	146.4	128.3
"102562_at"	104	107.3	192.8	198.4
"102566_at"	19	16.4	59.4	25.4
"102567_at"	11.1	9.5	12.7	13.1
"102568_at"	21	18.3	27.5	27.7
"102569_at"	17.8	11.7	24.4	17.9
"102570_at"	133.4	87.5	170.5	177
"102571_at"	18.9	20.7	49.4	29.8
"102572_at"	28.6	18.3	69.6	29.6
"102573_at"	18.1	10.8	27.5	56.5
"102574_at"	31.7	53.9	167.2	116.4
"102575_at"	394.6	397.5	483.9	329
"102576_at"	55.3	42	27.8	114.4
"102577_at"	158.4	91.5	159.1	71.3
"102578_at"	15.1	10.5	26.3	36.5
"102579_f_at"	6.5	7.6	14.4	16.6
"102580_r_at"	160.7	171	161	252.4
"102581_at"	169.4	141.2	162.4	132.6
"102582_at"	35.5	29.2	31.6	28.2
"102583_at"	145.4	88.1	82	118.9
"102584_at"	283.8	183.9	417.4	205.3
"102585_f_at"	206.7	158.3	342.4	248.2
"102586_at"	20.6	17.6	33.1	26.4
"102599_at"	19626.9	17102.8	29238	21707.9
"102612_at"	61.6	23.1	157	25.9
"102613_at"	14	15.1	20.8	36.7
"102614_at"	6.9	36.7	8.8	39.6
"102619_at"	32.7	54.4	38.5	50.6
"102620_at"	15	15.3	31.8	21.5
"102621_at"	252.8	273	374.8	354.6
"102622_r_at"	23.2	16	96.1	137.9
"102623_at"	8.1	9	16.8	9.8
"102624_at"	173.6	104.9	194.6	122.1
"102625_f_at"	61.7	43.9	60.9	68.1
"102626_r_at"	145.3	62.2	133.5	153.1
"102627_at"	97	11.1	32.8	57
"102628_at"	18.4	56.6	18.6	19.9
"102629_at"	1033.6	1366.5	553.2	1062.8
"102630_s_at"	1308	1639.3	1566.3	3084
"102631_at"	149.6	101.1	293.5	94.8
"102632_at"	12.9	15.7	13.9	8.6
"102633_at"	54.7	21.4	35.5	31.6
"102635_at"	95.1	98.1	71.6	40.6
"102636_at"	177	273.2	79.5	104.2
"102637_at"	170.8	104.2	210.3	195.6
"102638_at"	2147.6	4195.1	1925.2	3382
"102639_at"	36.4	12.8	16.2	20.7
"102640_at"	28.3	36.8	47.7	12.4
"102641_at"	150.3	114.9	267.3	212.8
"102642_at"	504.6	711.3	889.9	1393.9
"102643_at"	125.6	145.6	146.6	162.5
"102644_at"	2770.7	5909.9	3843.6	5722.8
"102645_at"	337.5	1213.1	310	642.5
"102646_at"	460.5	524.6	784.4	657.1
"102647_g_at"	2010.1	2179	2599.6	3174.3
"102648_at"	18.3	44.4	22.8	18.8
"102649_s_at"	107	104	221.1	141.8
"102650_at"	482.8	148	1251.5	145.1
"102651_at"	137.6	104.9	243.4	208.2
"102652_at"	21.5	25.1	20.9	20.1
"102653_at"	2.7	5.2	7.4	23.3
"102654_at"	59.5	15.8	23.7	24.5
"102655_at"	235.7	137.8	325.1	227.5
"102656_at"	598.9	463.8	272.4	184.3
"102657_at"	43.9	30.1	85.2	45.2
"102658_at"	903.9	6351.2	1644.4	5369.1
"102659_at"	1611.7	718.9	1346.5	882.9
"102660_at"	175.3	64.1	297.8	132.4
"102661_at"	955.9	3501.4	657.6	7914.3
"102662_at"	22.5	12.3	21.9	35.4
"102663_at"	33.3	16.4	33.6	30.1
"102664_at"	116.4	77.8	121.8	108
"102665_at"	152.6	119	61.3	149.6
"102666_at"	56.7	28.6	101.9	75.2
"102667_at"	83.6	63.2	87.5	30.5
"102668_at"	122.6	55.8	181.7	177.8
"102669_at"	12.3	5.7	12.8	46.2
"102670_at"	1229	1381.6	731.1	746.4
"102671_at"	75.5	53.4	106.1	102.4
"102672_g_at"	55.4	70.8	64.5	44.8
"102673_at"	65.2	11	104.1	100.7
"102674_at"	5.3	2.5	3.7	2.4
"102675_at"	33	45.5	22.5	26.5
"102676_at"	233.7	167.6	173.7	155.6
"102677_at"	5.5	9	8.6	10.6
"102678_at"	608.8	372.9	620.9	517.1
"102679_at"	166.5	123.6	64.6	193.6
"102680_g_at"	26.1	43.9	38.4	54.1
"102681_at"	1262.1	1337.7	1751.7	1739.9
"102682_at"	176.9	145	199.1	163.2
"102683_at"	901	881.5	1655.6	1683.4
"102684_at"	51.8	38.1	104.9	80.9
"102685_at"	7.4	6.6	65.1	32.4
"102686_at"	611.4	960.4	705.1	908.9
"102687_at"	54.6	26.8	12.9	38.7
"102688_f_at"	571.5	292.8	43	160.9
"102689_at"	1745.4	1972.8	1493.8	1645
"102690_at"	20.5	21.3	24.7	27.9
"102691_at"	337.7	302.5	449.6	464.1
"102692_s_at"	34.4	22.6	99.7	31.8
"102693_f_at"	40	36.1	45.8	52.3
"102694_at"	19.8	1.2	8.6	6.4
"102695_at"	185.7	86.2	98.8	111.1
"102696_s_at"	114.2	90.5	136.4	84.9
"102697_at"	134.4	83.9	151.8	655.8
"102698_at"	100.2	78.7	142.5	192.3
"102699_at"	130.6	83.8	222.5	119.2
"102700_at"	7.4	22	22.9	12.9
"102701_at"	117.5	76.2	60.3	250.6
"102702_at"	136	181	205.8	243.4
"102703_s_at"	42.1	35.5	33	30.3
"102704_at"	32.6	59.8	38.6	41
"102705_at"	5.7	2.8	5.5	6
"102706_i_at"	46.5	18.9	3	2.6
"102707_f_at"	261.3	126.7	290.8	183.6
"102708_at"	61.6	54.6	62.2	24.1
"102709_at"	23.2	38.4	114.2	22.8
"102710_at"	4901	4043.7	7168.3	5592.1
"102711_at"	2171.2	2077.1	2121.8	2383
"102712_at"	92.5	68.2	75.2	126.8
"102713_at"	347.5	255	322.3	374.9
"102714_at"	188	21.8	49.2	134.7
"102715_at"	4	1	6.4	3.9
"102716_at"	39.9	111	118.1	96.9
"102717_at"	15.3	15.4	20.9	29
"102718_at"	156.9	298	301.3	427.4
"102719_f_at"	116.4	266.6	213.1	530.2
"102720_at"	10.2	7.4	9	9.7
"102721_at"	101.1	97	171.4	95.6
"102722_g_at"	69.9	27.2	38.3	43.6
"102723_at"	6.6	7.3	46.5	17.6
"102724_at"	68.2	82.5	114.4	113.7
"102725_at"	71.5	6.6	23.7	23.4
"102726_at"	26.9	53.2	40.7	51
"102727_at"	77.5	81.5	137	174.5
"102728_f_at"	301.1	156.7	27.7	25.5
"102729_f_at"	10.2	12.4	11.9	17.1
"102730_at"	191	216.1	236.1	208.8
"102731_g_at"	1515.4	1269.8	1650.9	1387.8
"102732_at"	286.5	183.6	212.7	294.3
"102733_at"	88.6	9.7	25.8	20.3
"102734_at"	1630.8	2321.6	1372.1	1732.1
"102735_at"	11.6	14.8	87.5	7.9
"102736_at"	10.9	4.1	5	7.7
"102737_at"	47.1	34.9	119.5	42.6
"102738_s_at"	122.7	163.7	43.1	163
"102739_s_at"	21	12.9	24.7	10.8
"102740_at"	13.9	4.4	33.1	57.7
"102741_at"	177.9	149.6	365.9	251.4
"102742_g_at"	64.2	20.5	82.9	61.7
"102743_at"	96	55.4	396.9	168.2
"102744_at"	593.8	14.7	48.5	12.8
"102745_at"	133.9	14.3	47.7	55.1
"102746_at"	16.9	23	43.5	35.6
"102747_at"	13.4	114.3	55.2	29.3
"102748_at"	8.2	12.1	48.3	22
"102749_at"	13.7	18.4	24.3	17.2
"102750_at"	746.2	462.3	717.6	361.7
"102751_at"	159.5	173.9	204.9	142.7
"102752_at"	992.5	1841.5	1020.5	1549.6
"102753_at"	145.8	104.3	370.1	302.5
"102754_at"	575	692.1	749.4	528.3
"102755_at"	66.6	165.4	93.1	193.3
"102758_at"	155.6	129.9	114.2	180.8
"102759_at"	93.5	158.9	405.9	423
"102761_at"	305.1	362.8	323.9	339.1
"102762_r_at"	183.2	168	197.8	159.4
"102763_at"	31.6	12.3	17.7	18.8
"102764_at"	40.6	51.3	115.4	112
"102765_at"	527.9	424.7	406.1	477
"102766_at"	28.2	14.8	9.5	5.6
"102767_at"	63	35.4	136.7	107
"102768_i_at"	99.9	109.6	156.3	125.5
"102769_f_at"	138.7	108.8	78.6	87
"102770_at"	268.4	192.6	376.2	265.9
"102771_at"	364.1	277.5	746.7	549
"102772_at"	618.4	535.3	769.9	671.8
"102773_at"	26.2	31.1	20.4	41.8
"102774_at"	117.8	62.6	77.2	50.1
"102776_at"	932.8	1094.7	991.4	1492.6
"102777_at"	38.5	29.2	65.8	67
"102778_at"	183.4	125.1	237.3	231.2
"102779_at"	843	1183.4	808.9	1145.4
"102780_at"	255.2	340.2	306.5	393.9
"102781_at"	3065.9	2868.1	3971.5	3333.2
"102782_at"	889.6	415.9	309.6	201.6
"102783_at"	172.3	125.6	266.4	152.9
"102784_at"	562.4	519.9	520.5	467.7
"102785_at"	9.8	5.1	9	5.9
"102786_at"	4070.9	2615.1	2887.1	1653.1
"102787_at"	258.4	32	65.9	50.2
"102788_s_at"	6.5	8	6.7	9.6
"102789_at"	135.5	164.4	259.2	283.5
"102790_at"	7626.1	5832.3	8030.5	6666.2
"102791_at"	10181	8074.2	10066.5	6846.1
"102792_at"	435	305.6	466.3	478.3
"102793_at"	53.3	34.8	14.2	70.9
"102794_at"	894.7	662	297.5	242
"102795_at"	54.5	38	56.2	70.8
"102796_at"	641.9	411.8	609.6	330.6
"102797_at"	540.4	745.6	505.9	968
"102798_at"	13.5	5	17.8	32.1
"102799_at"	29.2	24.7	9.5	5
"102800_at"	84.4	55.8	124.3	117.1
"102801_at"	124.6	87	326.8	296.9
"102802_at"	139.9	105.6	144	173.1
"102803_at"	166.9	180.5	279.8	248.5
"102804_at"	1162.2	921.9	1422	1415.4
"102805_at"	312.2	211.6	339.4	268.5
"102806_g_at"	184.1	151.8	231.5	245.7
"102807_at"	1198.8	1229.3	1621.5	1715.4
"102808_at"	19.9	126.4	117.1	203.5
"102809_s_at"	9705.9	8109	9397.5	8167.6
"102811_at"	128.1	145.9	153.5	147.9
"102812_i_at"	1051.7	562.4	762.1	640.8
"102813_f_at"	522.1	541.3	334.8	335.2
"102814_f_at"	86.6	22.1	140.6	41.8
"102815_at"	3590.4	2860.7	2719.3	2347.5
"102816_at"	19.1	4.6	5.8	10.6
"102817_at"	594.2	539.9	347.3	423.5
"102818_at"	11.9	12	1663	1339.5
"102819_at"	10.7	21.9	25	17.9
"102820_at"	15.4	10.3	24.1	14.8
"102821_s_at"	3857.4	2605.9	4189	3533.5
"102822_at"	54.2	6.9	70.4	28.8
"102823_at"	14.7	12.3	19.9	10.7
"102824_g_at"	61.9	4.2	68.4	23.5
"102825_at"	16.4	23.6	44	14.9
"102826_at"	284.6	190.3	94	312.7
"102827_at"	4099	7137.2	3713.6	7115
"102828_at"	15	6.4	24.4	14.5
"102829_s_at"	60.3	48.3	116.2	78.8
"102830_at"	11.3	8.1	9.3	8.3
"102831_s_at"	85.1	66	50.6	104.5
"102832_at"	183.5	115.6	173	107.5
"102833_at"	117.2	33.5	291.9	59.6
"102834_at"	14.7	19.9	31.6	22
"102835_at"	692.8	660.3	658.3	648.5
"102836_at"	1195.6	1434.6	1445.2	1758.6
"102838_at"	78.6	41.2	92.3	117.8
"102839_at"	727.8	810.4	563.2	733
"102840_at"	43.7	60.5	172.8	60.6
"102841_at"	526.6	320.9	475.7	434.9
"102843_s_at"	68.4	11.6	41.5	40
"102844_at"	4.8	8.9	4.3	7.5
"102845_at"	63.5	249.1	207.1	178.4
"102846_at"	89.2	42.2	29.6	15
"102847_s_at"	13.8	39.6	20.2	25.4
"102848_f_at"	1425.4	3159	1071.6	2429
"102849_at"	98.2	86	123.3	87.1
"102850_at"	2288.5	1287.9	1817.5	1533.2
"102851_s_at"	882.1	335.7	1028.8	338.8
"102852_at"	12.1	4.5	68.6	43.3
"102853_at"	392.3	291.9	561.2	479.9
"102854_s_at"	159.6	231.9	320.7	198.4
"102856_at"	202.2	185.8	234.9	239.8
"102857_at"	12.8	7	15.4	38.1
"102858_at"	1725.6	1785.7	1329.7	1322.4
"102859_at"	63.5	67.1	71.3	108.8
"102860_at"	4474.6	1227.8	3887.1	1788.6
"102861_at"	174.4	101.6	235.1	314.4
"102862_at"	27.8	16.1	21.4	24.4
"102863_at"	439.2	354	332.5	291.1
"102864_at"	14.1	13	21.2	29.7
"102865_at"	14.2	52.2	62.1	20.8
"102866_at"	339.8	300.2	412.1	518.2
"102867_at"	140.5	90.7	129	107.9
"102868_g_at"	16.8	7.1	10.8	24.9
"102869_at"	149.9	132.6	192.7	81.5
"102870_at"	727.9	806	822.2	675.2
"102871_at"	120.8	203.2	71.2	246.5
"102872_f_at"	308.1	218.1	360.7	231.1
"102873_at"	1860.5	2643.7	2081.9	2189
"102874_at"	21.9	11.1	13.8	11.6
"102875_at"	96	108.6	170.3	102.2
"102876_at"	78	32	96.1	101
"102877_at"	80.5	58	172.1	171.6
"102878_at"	321.7	294.6	341.3	256.2
"102879_s_at"	111	63.7	167	176.2
"102880_at"	207.5	206	223.1	79.9
"102881_at"	499.8	307.9	524.8	364.9
"102882_at"	26.4	9.2	24.5	9
"102883_at"	566.5	338.5	498.3	452.8
"102884_at"	543.4	712.4	801.6	824.6
"102885_at"	216.9	176.3	121.3	89.2
"102886_at"	65.4	50.3	25.9	27.6
"102887_at"	104.5	86.1	131.6	101.7
"102888_s_at"	118.9	294.8	127.6	289.5
"102889_r_at"	1111.6	1115.4	1808.5	1136
"102890_at"	234.6	298.8	412.1	351.3
"102891_at"	230.4	287.6	438	570.7
"102892_at"	848.4	979.1	964.1	658.2
"102893_at"	190	281.4	267.5	236.1
"102894_g_at"	386.9	618.1	486.8	598.4
"102895_at"	508.3	489.6	655	495.7
"102896_at"	572.6	353.6	372.4	509.9
"102898_at"	4.2	9.8	46	6.1
"102899_at"	104.2	76.2	101.1	154.6
"102900_at"	52.4	10.8	72.8	51.1
"102901_at"	5	11.9	21.5	15.6
"102902_at"	97.9	112.8	129.5	152.7
"102904_at"	216.4	52.1	291	8.2
"102905_at"	915	1307.2	509.3	947.4
"102906_at"	2016.6	612	5697.1	1058.4
"102907_at"	13.7	7.6	7.2	8.8
"102908_at"	45.6	5.5	22.8	6.7
"102910_at"	254.5	185.6	297.6	220.4
"102911_at"	282.7	244.8	285.9	279.4
"102912_at"	1362.8	777.7	659.8	512.4
"102913_at"	69.7	135.2	72.4	144.7
"102914_s_at"	12653.8	12640.7	10697.1	14590.7
"102915_at"	93.1	143.7	88.3	176.9
"102916_s_at"	18.5	30.4	21.4	25.6
"102917_at"	135.9	29.6	110.4	103.1
"102918_at"	241.3	84.5	95.8	93.7
"102919_at"	508.2	535.3	304	296.3
"102920_at"	768.4	434.7	674.6	480.6
"102921_s_at"	5.4	2.1	4.3	2.4
"102922_at"	412.2	513.4	674.3	557.4
"102923_at"	11.9	7.7	11.3	13.6
"102924_at"	246.6	145.6	216.8	290.3
"102925_at"	8.7	27.8	5.3	5.9
"102926_at"	87.6	106.4	219.5	160.1
"102927_s_at"	460.8	477.8	464.4	480.2
"102928_at"	1324.1	1258.5	1661	1574.3
"102929_s_at"	331.8	296.7	508.2	331.6
"102930_at"	68.1	78.9	119.7	60.9
"102931_at"	38.5	11.1	26.5	27.3
"102932_at"	7.7	13	18.5	9.9
"102933_at"	250.2	275.6	398.7	403.5
"102934_s_at"	111.3	23.2	25.2	54.7
"102935_at"	8.1	5.8	8.8	10.2
"102936_at"	25.8	11.4	37.7	83.9
"102937_at"	303.5	221.6	152.8	207.8
"102938_at"	34.4	86.3	34.9	107
"102939_s_at"	33.5	24.7	44.3	46.3
"102940_at"	12381.9	5894.9	11571.3	6257.4
"102941_at"	184	263	220.6	277.5
"102942_at"	164.5	131.8	105.2	111.1
"102943_at"	255.7	346.7	289.1	375.8
"102944_at"	161	354.3	402.8	460.1
"102946_r_at"	145.6	85.4	149.9	137.4
"102947_at"	54.9	22.3	145.5	125.9
"102948_at"	4.2	2.2	5.4	3.9
"102949_g_at"	23.3	7.3	35.4	40.7
"102950_at"	19.1	37.9	67.5	70.5
"102951_at"	202	256.7	256.5	203.3
"102952_g_at"	326.2	254.5	572.1	456
"102953_at"	20.6	13.5	14.1	13.6
"102954_at"	74.1	56.7	137.7	108.4
"102955_at"	667.1	1346.8	301.3	295.7
"102956_at"	7.1	14.2	15.9	8.7
"102957_at"	3126.3	5506.8	3328.4	5491.2
"102958_at"	95.7	25.8	67.5	134.8
"102959_at"	184.6	55.7	150.2	132.3
"102960_at"	1350.8	1833.8	1623	1415.9
"102961_at"	7.1	3.9	9.7	7.7
"102962_at"	445.3	392.5	451.1	379.2
"102963_at"	83.6	160.4	209.2	213.9
"102964_at"	500.5	301.8	599.9	328.4
"102965_at"	400.9	358.9	693.9	269.3
"102966_at"	176.5	206.3	238.4	263.7
"102967_at"	9.1	18	13.3	14.8
"102968_at"	65.2	8.6	136	9.9
"102969_at"	957.3	564.8	682.9	549.8
"102970_at"	6.9	2.7	13	3.8
"102971_at"	10101.8	8277.5	5974	6808.3
"102972_s_at"	83	142.3	111.9	135.2
"102973_f_at"	14	19.7	5.7	16.5
"102974_at"	5.2	8.8	17.1	19.3
"102975_at"	6.2	10.8	18	9.5
"102976_at"	11.5	57.5	15.6	84.2
"102977_at"	149.1	71.5	127.9	33.3
"102978_at"	1760.3	2074.9	2344.1	1470.3
"102979_at"	19.1	36.6	15.2	118.5
"102980_at"	375.9	211.8	384.5	359.7
"102981_at"	160.4	157.9	211.4	179.4
"102982_at"	1164.3	1062.1	1460.8	1013.7
"102983_at"	10	7.7	14.2	7
"102984_g_at"	103.9	49.8	99.4	83.4
"102985_at"	537.3	430.9	681.2	447.2
"102986_at"	341.1	296.1	402.2	543.3
"102987_at"	54	77.8	143.5	102.6
"102988_at"	994.1	1478	1101	1320
"102989_at"	16.5	15.3	14.1	15.2
"102990_at"	5.2	5.4	10.3	8.5
"102991_s_at"	1297.8	1546.5	1422.3	1018.2
"102992_at"	115.1	86.5	105.9	112.4
"102993_at"	1088.5	397.1	929.4	966.3
"102994_at"	1143	1206.4	1469.6	1362.5
"102995_s_at"	100.3	86.7	40.3	99.1
"102996_at"	966.9	944.1	920.7	774.7
"102998_at"	33.2	27.5	41.9	82.5
"103001_at"	530.1	348.2	568.1	346.1
"103002_at"	1817.4	1758.4	1624.3	1874.8
"103003_i_at"	6.9	2.2	1.2	3.1
"103004_r_at"	12.5	16.5	7	17
"103005_s_at"	1101.9	854.6	788.6	623.6
"103006_at"	101.9	131	113.6	133.2
"103007_at"	45.5	17.9	18.2	28.9
"103009_at"	412.5	413.4	488.9	457
"103010_at"	718.8	522.4	314.1	312.1
"103011_at"	1061	995.6	1191	1292.5
"103012_at"	47.1	26.9	51.3	42.1
"103013_at"	1049.9	708.7	889	769.8
"103015_at"	1186	1165.1	1130.2	2059.9
"103016_s_at"	71	497.6	91.3	531.5
"103017_at"	7337.5	1325.7	4425.3	1648.4
"103018_at"	444.6	518.4	499.6	664.2
"103020_s_at"	976.2	1370.2	1488.4	1107.7
"103021_r_at"	99.8	109.9	204.1	199.3
"103022_at"	49.3	46.3	41.2	68.1
"103023_at"	45.5	44.4	47	116.5
"103024_at"	4050.5	6843.9	4712	5612.7
"103025_at"	210.4	268.2	354.5	407.6
"103026_f_at"	149	148.7	289.2	276
"103027_at"	1461.2	1585.8	1501.4	1672.6
"103028_at"	4332.1	3689.7	3127.7	3190.8
"103029_at"	3176.6	4561.4	3731.1	3692.3
