sequence_identifier	chr_name	start	end	strand
NM_001172070	chr9	59749649	59750649	1
NM_001172071	chr9	59749649	59750649	1
NM_001172072	chr7	10527169	10528169	1
NM_001172073	chr4	106677686	106678686	1
NM_001172074	chr1	120121186	120122186	0
NM_001172091	chr17	47413711	47414711	1
NM_001172092	chr3	159495432	159496432	0
NM_001172093	chr3	159495432	159496432	0
NM_001172095	chr4	74242496	74243496	0
NM_001172096	chr19	60580023	60581023	1
NM_001172097	chr19	60580023	60581023	1
NM_001172098	chr12	51690914	51691914	1
NM_001172099	chr11	88169564	88170564	0
NM_001172100	chr7	141171851	141172851	1
NM_001172101	chr7	141167686	141168686	1
NM_001172104	chr12	76368464	76369464	1
NM_001172107	chr16	44026945	44027945	1
NM_001172112	chr11	60830630	60831630	0
NM_001172113	chr17	24526938	24527938	1
NM_001172114	chr17	24526938	24527938	1
NM_001172117	chr2	153108467	153109467	0
NM_001172121	chr9	117628913	117629913	1
NM_001172122	chr9	117251483	117252483	1
NM_001172123	chr9	117251483	117252483	1
NM_001172124	chr9	117251483	117252483	1
NM_001172126	chr9	117251483	117252483	1
NM_001172136	chr9	119444922	119445922	0
NM_001172146	chr5	143908839	143909839	1
NM_001172147	chrX	139997595	139998595	1
NM_001172148	chrX	139997595	139998595	1
NM_001172152	chr8	54723368	54724368	1
NM_001172154	chrX	74281333	74282333	1
NM_001172157	chr1	86703803	86704803	0
NM_001172160	chr2	140670476	140671476	1
NM_001172168	chr17	36889125	36890125	1
NM_001172205	chr1	36307732	36308732	0
NM_001172206	chr1	36307732	36308732	0
NM_001172207	chr6	119328204	119329204	1
NM_001172216	chr6	49367738	49368738	0
NM_001172424	chr4	144892826	144893826	0
NM_001172472	chr11	116532443	116533443	0
NM_001172473	chr11	116532443	116533443	0
NM_001172475	chr11	116531910	116532910	0
NM_001172481	chr13	49544442	49545442	0
NM_001172561	chr7	45717002	45718002	1
NM_001172588	chr7	47451139	47452139	1
NM_001172686	chr11	73371245	73372245	0
NM_001173372	chr6	117936335	117937335	1
NM_001173459	chr3	15847487	15848487	1
NM_001173460	chr3	15574065	15575065	1
NM_001173477	chr1	75400084	75401084	0
NM_001173483	chr7	79386027	79387027	1
NM_001173500	chr10	39959153	39960153	1
NM_001173505	chr16	20729598	20730598	1
NM_001173506	chr2	121295453	121296453	0
NM_001173547	chrX	74282717	74283717	0
NM_001173550	chr7	16258338	16259338	1
NM_001173553	chr3	116423032	116424032	1
NM_001174047	chr9	107399879	107400879	0
NM_001174048	chr9	107399879	107400879	0
NM_001174049	chr9	107399879	107400879	0
NM_001174050	chr9	107399879	107400879	0
NM_001174053	chr11	6064748	6065748	1
NM_001174054	chr11	6064748	6065748	1
NM_001174073	chr15	102470631	102471631	0
NM_001174074	chr18	25752983	25753983	1
NM_001174078	chr9	21616168	21617168	0
NM_001174079	chr9	21616168	21617168	0
NM_001174086	chr16	11984112	11985112	0
NM_001174099	chr11	100104626	100105626	1
NM_001174107	chr12	81780170	81781170	1
NM_001174154	chr18	36952647	36953647	0
NM_001174155	chr7	29134932	29135932	0
NM_001174169	chr3	105870857	105871857	0
NM_001174170	chr1	107511422	107512422	0
NM_001176528	chr11	98960470	98961470	0
NM_001177302	chr11	98937717	98938717	0
NM_001177303	chr11	98939710	98940710	0
NM_001177307	chr7	126798178	126799178	1
NM_001177308	chr7	126799447	126800447	1
NM_001177313	chr2	48948267	48949267	1
NM_001177319	chr2	84475759	84476759	1
NM_001177320	chr2	84475775	84476775	1
NM_001177323	chrX	36988695	36989695	1
NM_001177324	chrX	36988695	36989695	1
NM_001177347	chr19	8740717	8741717	0
NM_001177348	chr1	39804332	39805332	1
NM_001177349	chr1	173598274	173599274	1
NM_001177350	chr1	173598274	173599274	1
NM_001177352	chr15	61985340	61986340	0
NM_001177353	chr15	61985340	61986340	0
NM_001177354	chr15	61985340	61986340	0
NM_001177360	chr19	6940193	6941193	1
NM_001177361	chr19	6941450	6942450	1
NM_001177362	chr19	6940507	6941507	1
NM_001177365	chrX	102706670	102707670	1
NM_001177366	chr2	25423693	25424693	0
NM_001177367	chr2	25423693	25424693	0
NM_001177369	chr19	46304736	46305736	0
NM_001177370	chr19	46305929	46306929	0
NM_001177371	chr13	55487076	55488076	1
NM_001177372	chr13	55487076	55488076	1
NM_001177373	chr7	43774616	43775616	0
NM_001177374	chr17	47009532	47010532	1
NM_001177377	chrX	64151198	64152198	1
NM_001177379	chr5	43233462	43234462	0
NM_001177380	chrX	39346265	39347265	0
NM_001177389	chrX	112239048	112240048	0
NM_001177392	chr2	29761527	29762527	0
NM_001177396	chr10	90576690	90577690	0
NM_001177397	chr10	90575726	90576726	0
NM_001177398	chr10	90576690	90577690	0
NM_001177399	chr2	178023283	178024283	0
NM_001177400	chr2	178023283	178024283	0
NM_001177401	chr2	164572456	164573456	1
NM_001177402	chr17	78916498	78917498	0
NM_001177403	chr17	78916498	78917498	0
NM_001177404	chr2	175372461	175373461	0
NM_001177404	chr2	175702698	175703698	1
NM_001177404	chr2	175930100	175931100	1
NM_001177404	chr2	176521003	176522003	0
NM_001177405	chr2	175372461	175373461	0
NM_001177405	chr2	175702698	175703698	1
NM_001177405	chr2	175930100	175931100	1
NM_001177405	chr2	176521003	176522003	0
NM_001177406	chr2	175372461	175373461	0
NM_001177406	chr2	175702698	175703698	1
NM_001177406	chr2	175930100	175931100	1
NM_001177406	chr2	176521003	176522003	0
NM_001177407	chr2	175372461	175373461	0
NM_001177407	chr2	175702698	175703698	1
NM_001177407	chr2	175930100	175931100	1
NM_001177407	chr2	176521003	176522003	0
NM_001177408	chr8	20362202	20363202	1
NM_001177412	chr7	97324964	97325964	1
NM_001177416	chr7	6252709	6253709	0
NM_001177417	chr7	6255921	6256921	0
NM_001177419	chr9	109338659	109339659	1
NM_001177420	chr9	109338659	109339659	1
NM_001177427	chr7	28277705	28278705	0
NM_001177437	chr15	74635318	74636318	1
NM_001177438	chr19	3972327	3973327	0
NM_001177439	chr2	157087054	157088054	0
NM_001177464	chr18	82914631	82915631	0
NM_001177467	chr17	36128425	36129425	1
NM_001177468	chr17	45601067	45602067	1
NM_001177469	chr17	45601102	45602102	1
NM_001177470	chr17	45600915	45601915	1
NM_001177471	chr8	20900973	20901973	1
NM_001177480	chr2	175205924	175206924	1
NM_001177480	chr2	175869237	175870237	0
NM_001177481	chr8	21065037	21066037	0
NM_001177482	chr8	21095050	21096050	1
NM_001177484	chr11	99864475	99865475	0
NM_001177485	chr8	21134649	21135649	0
NM_001177486	chr8	21201603	21202603	0
NM_001177487	chr8	21249761	21250761	0
NM_001177502	chr6	124356086	124357086	1
NM_001177503	chr12	80692600	80693600	0
NM_001177504	chr5	112449425	112450425	0
NM_001177505	chr9	122888470	122889470	0
NM_001177508	chr14	50533413	50534413	0
NM_001177510	chr5	11918042	11919042	0
NM_001177511	chr10	61595483	61596483	0
NM_001177513	chr19	61175309	61176309	1
NM_001177518	chr8	21455517	21456517	1
NM_001177518	chr8	21593465	21594465	1
NM_001177521	chr8	21529029	21530029	0
NM_001177522	chr8	21427427	21428427	0
NM_001177522	chr8	21565385	21566385	0
NM_001177523	chr8	21583026	21584026	0
NM_001177524	chr15	74817815	74818815	1
NM_001177525	chr7	43214038	43215038	0
NM_001177526	chr8	21455517	21456517	1
NM_001177526	chr8	21593465	21594465	1
NM_001177527	chr8	69654555	69655555	0
NM_001177528	chr8	21665796	21666796	0
NM_001177529	chr17	40561506	40562506	0
NM_001177533	chr15	77508270	77509270	0
NM_001177534	chr8	58699796	58700796	1
NM_001177535	chr10	104142986	104143986	0
NM_001177535	chr10	104151496	104152496	0
NM_001177535	chr10	104160005	104161005	0
NM_001177535	chr10	104168514	104169514	0
NM_001177535	chr10	104177023	104178023	0
NM_001177536	chr2	93045144	93046144	1
NM_001177537	chr11	99619404	99620404	1
NM_001177538	chr14	25983004	25984004	0
NM_001177538	chr14	26122608	26123608	0
NM_001177538	chr14	26262257	26263257	0
NM_001177539	chr14	25983004	25984004	0
NM_001177539	chr14	26122608	26123608	0
NM_001177539	chr14	26262257	26263257	0
NM_001177542	chr4	144212017	144213017	1
NM_001177543	chr2	175337212	175338212	1
NM_001177543	chr2	175434777	175435777	1
NM_001177543	chr2	175640390	175641390	0
NM_001177543	chr2	175737941	175738941	0
NM_001177543	chr2	176485749	176486749	1
NM_001177543	chr2	176635319	176636319	1
NM_001177544	chr13	21810366	21811366	0
NM_001177544	chr13	21832575	21833575	1
NM_001177545	chr4	146157689	146158689	0
NM_001177546	chr4	146156826	146157826	0
NM_001177550	chr2	150450494	150451494	1
NM_001177551	chr8	65017688	65018688	1
NM_001177552	chr16	13671857	13672857	0
NM_001177556	chr6	66896396	66897396	0
NM_001177557	chr6	66896396	66897396	0
NM_001177558	chr6	66896890	66897890	0
NM_001177559	chr6	66896396	66897396	0
NM_001177560	chr6	66896396	66897396	0
NM_001177561	chr12	80967079	80968079	1
NM_001177564	chr12	87618908	87619908	0
NM_001177565	chr12	87514315	87515315	0
NM_001177567	chr10	107911134	107912134	1
NM_001177568	chr2	177464741	177465741	0
NM_001177569	chrY	2599098	2600098	0
NM_001177569	chrY	2719674	2720674	1
NM_001177570	chr11	74070169	74071169	0
NM_001177571	chr10	41586753	41587753	1
NM_001177572	chr6	6216173	6217173	1
NM_001177573	chr12	87618867	87619867	0
NM_001177573	chr12	87816576	87817576	0
NM_001177574	chr12	87892833	87893833	0
NM_001177576	chr7	141433594	141434594	1
NM_001177577	chr5	91987472	91988472	0
NM_001177578	chr4	73875234	73876234	1
NM_001177578	chr4	73890080	73891080	1
NM_001177578	chr4	73904921	73905921	1
NM_001177579	chr5	26088264	26089264	1
NM_001177580	chr4	41941633	41942633	0
NM_001177580	chr4	42293863	42294863	0
NM_001177580	chr4	42438974	42439974	0
NM_001177581	chr1	162657219	162658219	1
NM_001177582	chr17	39076037	39077037	1
NM_001177583	chr17	40598593	40599593	0
NM_001177584	chr17	40520021	40521021	0
NM_001177585	chr17	38554191	38555191	0
NM_001177586	chr17	38639446	38640446	0
NM_001177587	chr17	38419185	38420185	1
NM_001177588	chr6	132363134	132364134	1
NM_001177589	chr8	32949026	32950026	1
NM_001177594	chr5	120511191	120512191	0
NM_001177595	chr5	120511191	120512191	0
NM_001177600	chr1	63445903	63446903	0
NM_001177601	chr11	70236914	70237914	1
NM_001177602	chr4	101419288	101420288	0
NM_001177603	chr11	70236914	70237914	1
NM_001177604	chr4	101419320	101420320	0
NM_001177605	chr4	101419311	101420311	0
NM_001177606	chr11	70236914	70237914	1
NM_001177607	chr11	70236914	70237914	1
NM_001177609	chr17	25272914	25273914	1
NM_001177610	chr17	25272431	25273431	1
NM_001177615	chr9	112186926	112187926	1
NM_001177616	chr9	112231501	112232501	1
NM_001177617	chr9	112216261	112217261	1
NM_001177618	chr9	112184949	112185949	1
NM_001177619	chr9	112233841	112234841	1
NM_001177620	chr9	112186929	112187929	1
NM_001177621	chr5	31047562	31048562	1
NM_001177622	chr5	31047924	31048924	1
NM_001177623	chr9	112216351	112217351	1
NM_001177624	chr2	110597298	110598298	0
NM_001177625	chr3	27152854	27153854	1
NM_001177626	chr3	27152878	27153878	1
NM_001177627	chr2	27026998	27027998	1
NM_001177628	chr1	131962914	131963914	0
NM_001177629	chr11	12026971	12027971	1
NM_001177630	chr2	20519512	20520512	0
NM_001177631	chr2	20519512	20520512	0
NM_001177633	chr14	20348161	20349161	0
NM_001177647	chr2	129593168	129594168	0
NM_001177648	chr2	31141008	31142008	1
NM_001177649	chr2	31141008	31142008	1
NM_001177650	chr2	31095500	31096500	1
NM_001177652	chr6	133766408	133767408	1
NM_001177653	chr13	23620094	23621094	1
NM_001177654	chr2	25054378	25055378	0
NM_001177655	chr2	25054378	25055378	0
NM_001177656	chr2	25318187	25319187	1
NM_001177657	chr2	25318187	25319187	1
NM_001177658	chr1	4784726	4785726	1
NM_001177659	chr2	29889719	29890719	0
NM_001177661	chr2	29889719	29890719	0
NM_001177666	chr13	119488859	119489859	0
NM_001177667	chr2	29965559	29966559	0
NM_001177668	chr2	29965559	29966559	0
NM_001177669	chr3	95588933	95589933	0
NM_001177670	chr3	95588933	95589933	0
NM_001177673	chr12	100907198	100908198	1
NM_001177674	chr12	100898524	100899524	1
NM_001177691	chr11	3989932	3990932	0
NM_001177694	chr3	93073520	93074520	0
NM_001177696	chr5	35757879	35758879	0
NM_001177697	chr5	35757879	35758879	0
NM_001177698	chr5	35757879	35758879	0
NM_001177699	chr5	35757879	35758879	0
NM_001177700	chr5	35757879	35758879	0
NM_001177703	chr11	3983635	3984635	0
NM_001177705	chr14	54863158	54864158	1
NM_001177706	chr2	180967299	180968299	0
NM_001177707	chr2	180967224	180968224	0
NM_001177708	chr2	180967224	180968224	0
NM_001177709	chr2	180967224	180968224	0
NM_001177710	chr2	180967224	180968224	0
NM_001177713	chr6	84592908	84593908	1
NM_001177715	chr14	3049284	3050284	0
NM_001177719	chr2	91182047	91183047	1
NM_001177720	chr2	91178321	91179321	1
NM_001177730	chr2	91194116	91195116	1
NM_001177731	chr9	87144305	87145305	0
NM_001177732	chr3	63849991	63850991	1
NM_001177733	chr3	63849991	63850991	1
NM_001177750	chr13	66905414	66906414	0
NM_001177751	chr14	76488435	76489435	0
NM_001177752	chr2	11501090	11502090	1
NM_001177753	chr2	11501090	11502090	1
NM_001177754	chr2	11501090	11502090	1
NM_001177755	chr2	11501090	11502090	1
NM_001177756	chr2	11501090	11502090	1
NM_001177757	chr2	11501090	11502090	1
NM_001177758	chr2	11552929	11553929	1
NM_001177759	chr18	49979426	49980426	0
NM_001177760	chr18	49979426	49980426	0
NM_001177767	chr4	147021849	147022849	0
NM_001177770	chr3	108653989	108654989	0
NM_001177771	chr3	108653939	108654939	0
NM_001177772	chr6	141524385	141525385	0
NM_001177773	chr3	84815576	84816576	0
NM_001177774	chr3	84864144	84865144	0
NM_001177775	chr10	22273473	22274473	0
NM_001177776	chr10	21040819	21041819	0
NM_001177778	chrX	100767721	100768721	0
NM_001177779	chrX	100774494	100775494	0
NM_001177780	chrX	100777270	100778270	0
NM_001177781	chrX	107255877	107256877	0
NM_001177782	chrX	107284345	107285345	0
NM_001177783	chr10	38820779	38821779	1
NM_001177784	chr9	64339773	64340773	1
NM_001177785	chr2	102900665	102901665	1
NM_001177786	chr2	102900665	102901665	1
NM_001177787	chr2	102900665	102901665	1
NM_001177789	chr2	178118974	178119974	0
NM_001177790	chr2	178118974	178119974	0
NM_001177791	chr2	178175348	178176348	0
NM_001177792	chr2	120567670	120568670	0
NM_001177793	chr2	120567670	120568670	0
NM_001177794	chr1	192850747	192851747	1
NM_001177795	chr1	5069285	5070285	1
NM_001177796	chr19	57007575	57008575	1
NM_001177797	chr19	57007575	57008575	1
NM_001177798	chr19	8785417	8786417	1
NM_001177799	chr2	120463592	120464592	0
NM_001177804	chr7	140880869	140881869	1
NM_001177806	chr2	118389111	118390111	0
NM_001177810	chr15	97766666	97767666	1
NM_001177811	chr15	97766666	97767666	1
NM_001177812	chr19	46599105	46600105	0
NM_001177813	chr19	46623400	46624400	0
NM_001177832	chr13	66113452	66114452	0
NM_001177833	chr2	131491861	131492861	0
NM_001177834	chr2	131491861	131492861	0
NM_001177835	chr2	131491861	131492861	0
NM_001177836	chr2	131491861	131492861	0
NM_001177837	chr2	131491861	131492861	0
NM_001177838	chr2	131491861	131492861	0
NM_001177839	chr2	131491861	131492861	0
NM_001177840	chr2	131491861	131492861	0
NM_001177841	chr12	103388681	103389681	0
NM_001177843	chr2	4400975	4401975	0
NM_001177844	chr2	4559753	4560753	0
NM_001177845	chr9	35199291	35200291	1
NM_001177846	chr9	35198965	35199965	1
NM_001177847	chr9	35198905	35199905	1
NM_001177848	chr2	164584177	164585177	1
NM_001177849	chr4	9668162	9669162	1
NM_001177850	chr4	9668162	9669162	1
NM_001177851	chr4	9668162	9669162	1
NM_001177852	chr4	9642717	9643717	1
NM_001177853	chr4	9642717	9643717	1
NM_001177854	chr4	9642717	9643717	1
NM_001177855	chr4	9668162	9669162	1
NM_001177856	chr4	9668162	9669162	1
NM_001177857	chr2	86314285	86315285	1
NM_001177858	chr9	88839163	88840163	0
NM_001177867	chr1	57985339	57986339	0
NM_001177868	chr13	37826911	37827911	0
NM_001177869	chr13	37888870	37889870	0
NM_001177871	chr16	57549241	57550241	0
NM_001177872	chr17	36866210	36867210	1
NM_001177874	chr11	120784271	120785271	0
NM_001177877	chr12	36252398	36253398	1
NM_001177878	chrX	160502433	160503433	0
NM_001177879	chrX	160502165	160503165	0
NM_001177881	chr8	60655103	60656103	0
NM_001177882	chr8	60655556	60656556	0
NM_001177883	chr4	91375496	91376496	1
NM_001177884	chr5	33843111	33844111	0
NM_001177886	chr16	96361760	96362760	0
NM_001177887	chr16	96361756	96362756	0
NM_001177888	chr11	94473198	94474198	1
NM_001177890	chr11	94473198	94474198	1
NM_001177896	chr17	48145307	48146307	1
NM_001177897	chr17	48145307	48146307	1
NM_001177898	chr11	96464590	96465590	0
NM_001177899	chr11	96464590	96465590	0
NM_001177900	chr1	191977372	191978372	0
NM_001177901	chr5	31201042	31202042	1
NM_001177902	chr5	38683826	38684826	1
NM_001177937	chrX	99975605	99976605	0
NM_001177938	chrX	99975605	99976605	0
NM_001177939	chrX	99975605	99976605	0
NM_001177940	chrX	99975605	99976605	0
NM_001177941	chrX	99975605	99976605	0
NM_001177942	chrX	99975605	99976605	0
NM_001177943	chrX	99975605	99976605	0
NM_001177944	chrX	99975605	99976605	0
NM_001177945	chr7	97578497	97579497	1
NM_001177946	chr7	97578497	97579497	1
NM_001177947	chr7	97578497	97579497	1
NM_001177950	chrX	10215795	10216795	1
NM_001177951	chrX	10215795	10216795	1
NM_001177952	chrX	10215453	10216453	1
NM_001177953	chrX	10215795	10216795	1
NM_001177954	chrX	10215795	10216795	1
NM_001177955	chrX	166344552	166345552	0
NM_001177956	chrX	166344552	166345552	0
NM_001177957	chrX	166344552	166345552	0
NM_001177958	chrX	166344552	166345552	0
NM_001177959	chrX	166344552	166345552	0
NM_001177960	chrX	166344552	166345552	0
NM_001177961	chrX	166238942	166239942	0
NM_001177962	chrX	166238942	166239942	0
NM_001177964	chr12	28547337	28548337	1
NM_001177965	chrX	73920944	73921944	1
NM_001177966	chrX	78369642	78370642	0
NM_001177967	chr17	73107984	73108984	0
NM_001177968	chr17	73107984	73108984	0
NM_001177973	chrX	74022921	74023921	1
NM_001177974	chrX	74022921	74023921	1
NM_001177975	chrX	74022918	74023918	1
NM_001177976	chrX	74022921	74023921	1
NM_001177977	chr7	119554339	119555339	0
NM_001177978	chr7	119561707	119562707	0
NM_001177980	chr4	102570059	102571059	0
NM_001177981	chr4	102589842	102590842	0
NM_001177982	chr4	102587557	102588557	0
NM_001177983	chr4	102254741	102255741	0
NM_001177985	chrX	101418914	101419914	1
NM_001177986	chrX	101418914	101419914	1
NM_001177987	chrX	101419685	101420685	1
NM_001177988	chrX	101419222	101420222	1
NM_001177995	chr4	154635873	154636873	1
NM_001178012	chr19	45047575	45048575	0
NM_001178013	chr19	45047575	45048575	0
NM_001178038	chr1	162936225	162937225	1
NM_001178049	chr6	97929816	97930816	0
NM_001178058	chr6	89643987	89644987	0
NM_001178059	chr6	89643987	89644987	0
NM_001178060	chr6	89643987	89644987	0
NM_001184706	chr9	96196274	96197274	0
NM_001184708	chr9	96196274	96197274	0
NM_001184709	chr9	96258704	96259704	0
NM_001184710	chr9	96259247	96260247	0
NM_001184711	chr9	96259247	96260247	0
NM_001184969	chrX	37254877	37255877	0
NM_001184969	chrX	37380387	37381387	0
NM_001184969	chrX	37546974	37547974	0
NM_001184980	chr7	13623966	13624966	0
NM_001184981	chr7	14491926	14492926	1
NM_001185002	chrX	38120839	38121839	0
NM_001185020	chr6	120037655	120038655	1
NM_001185021	chr6	120037655	120038655	1
NM_001185040	chr6	133529188	133530188	0
NM_001185083	chr7	142678708	142679708	1
NM_001185084	chr7	142678708	142679708	1
NM_001185153	chr11	11461419	11462419	1
NM_001185162	chr16	32247226	32248226	0
NM_001185164	chr19	6986651	6987651	1
NM_001185173	chr7	10904050	10905050	1
NM_001185182	chr17	33939330	33940330	1
NM_001190156	chr3	117867936	117868936	1
NM_001190161	chr3	108383803	108384803	0
NM_001190179	chr2	80639263	80640263	0
NM_001190187	chr14	39472088	39473088	1
NM_001190188	chr14	39472088	39473088	1
NM_001190258	chr3	90212647	90213647	1
NM_001190264	chr13	100743659	100744659	1
NM_001190297	chr2	73385480	73386480	1
NM_001190302	chr2	177956288	177957288	1
NM_001190310	chr6	123049961	123050961	0
NM_001190313	chr9	44101769	44102769	0
NM_001190314	chr9	44101769	44102769	0
NM_001190319	chr9	44107308	44108308	0
NM_001190320	chr6	123229842	123230842	0
NM_001190321	chr6	123229842	123230842	0
NM_001190322	chr4	3938887	3939887	0
NM_001190323	chr4	3938887	3939887	0
NM_001190324	chr4	3938887	3939887	0
NM_001190325	chr16	16862985	16863985	1
NM_001190327	chr6	72957748	72958748	1
NM_001190330	chr8	104734002	104735002	0
NM_001190332	chrX	50941710	50942710	1
NM_001190333	chr17	8236042	8237042	0
NM_001190334	chr17	8243806	8244806	0
NM_001190335	chr17	8243806	8244806	0
NM_001190336	chr17	8243806	8244806	0
NM_001190337	chr17	8243806	8244806	0
NM_001190338	chr17	8245057	8246057	0
NM_001190343	chr11	6546886	6547886	0
NM_001190344	chr11	6560182	6561182	0
NM_001190352	chr5	125532417	125533417	0
NM_001190356	chr17	88125511	88126511	0
NM_001190357	chr8	11497505	11498505	0
NM_001190371	chr18	12304720	12305720	1
NM_001190373	chr18	80363254	80364254	1
NM_001190374	chr7	82335693	82336693	0
NM_001190376	chr11	70687105	70688105	1
NM_001190378	chr11	70687105	70688105	1
NM_001190379	chr11	70687105	70688105	1
NM_001190381	chr7	103309722	103310722	0
NM_001190385	chr7	140081548	140082548	1
NM_001190386	chr7	140081301	140082301	1
NM_001190400	chr2	4717830	4718830	0
NM_001190401	chr11	23306894	23307894	0
NM_001190402	chr10	57650980	57651980	0
NM_001190403	chr3	113155727	113156727	1
NM_001190404	chr3	113155727	113156727	1
NM_001190406	chr11	5064327	5065327	1
NM_001190408	chr11	5064327	5065327	1
NM_001190409	chrX	106010899	106011899	1
NM_001190414	chr4	44071673	44072673	1
NM_001190436	chr19	6057966	6058966	0
NM_001190437	chr5	135009151	135010151	0
NM_001190443	chr5	24576467	24577467	1
NM_001190444	chr1	74283738	74284738	1
NM_001190445	chr4	155249965	155250965	0
NM_001190448	chr11	11897144	11898144	1
NM_001190449	chr17	35059034	35060034	0
NM_001190451	chr10	97479499	97480499	0
NM_001190453	chr10	127266261	127267261	0
NM_001190454	chr10	127266261	127267261	0
NM_001190461	chr6	29272487	29273487	0
NM_001190466	chr12	71309883	71310883	0
NM_001190473	chr10	81183262	81184262	0
NM_001190474	chr10	81183006	81184006	0
NM_001190483	chr19	17836632	17837632	1
NM_001190490	chr7	19083848	19084848	0
NM_001190491	chr7	19083848	19084848	0
NM_001190703	chr12	109453454	109454454	0
NM_001190704	chr12	109453454	109454454	0
NM_001190705	chr12	109453454	109454454	0
NM_001190717	chr5	8421716	8422716	1
NM_001190718	chrX	44789161	44790161	1
NM_001190732	chr6	79818030	79819030	0
NM_001190733	chr5	73491025	73492025	0
NM_001190734	chr5	73481054	73482054	0
NM_001190786	chr8	111030751	111031751	1
NM_001190795	chr5	124552863	124553863	0
NM_001190800	chr8	111026770	111027770	1
NM_001190804	chr16	22857844	22858844	0
NM_001190805	chr16	22857844	22858844	0
NM_001190817	chr2	18391830	18392830	1
NM_001190830	chr8	71676382	71677382	0
NM_001190846	chr17	53584125	53585125	0
NM_001190852	chr3	142394696	142395696	1
NM_001190853	chr3	142394696	142395696	1
NM_001190854	chr3	142394696	142395696	1
NM_001190855	chr3	142394696	142395696	1
NM_001190856	chr3	142394696	142395696	1
NM_001190857	chr3	142390850	142391850	1
NM_001190869	chr7	100176669	100177669	0
NM_001190870	chr7	100178682	100179682	0
NM_001190871	chr7	100178682	100179682	0
NM_001190885	chr11	33842585	33843585	1
NM_001190886	chr11	33992193	33993193	1
NM_001190911	chr9	34488730	34489730	0
NM_001190912	chr9	34488730	34489730	0
NM_001190913	chr9	34488730	34489730	0
NM_001190914	chr9	34488730	34489730	0
NM_001190950	chr7	100178682	100179682	0
NM_001190974	chr7	25787733	25788733	1
NM_001190975	chr7	25787733	25788733	1
NM_001190978	chr4	138262250	138263250	0
NM_001190984	chr1	67037834	67038834	1
NM_001190985	chr1	67037872	67038872	1
NM_001190989	chr14	105258672	105259672	0
NM_001191001	chr7	66689888	66690888	0
NM_001191004	chr8	78820152	78821152	1
NM_001191008	chr17	25496288	25497288	1
NM_001191012	chr17	35065184	35066184	1
NM_001191018	chr16	89009759	89010759	1
NM_001191023	chr6	5725638	5726638	0
NM_001191025	chr6	5725638	5726638	0
NM_001191026	chr6	5725638	5726638	0
NM_001191027	chr6	5725638	5726638	0
NM_001191032	chrX	39862604	39863604	1
NM_001191044	chr9	78395776	78396776	0
NM_001191051	chr7	67222615	67223615	0
NM_001193266	chr12	67221549	67222549	1
NM_001193271	chr11	19017969	19018969	1
NM_001193274	chr7	81497330	81498330	1
NM_001193303	chr10	58394372	58395372	0
NM_001193305	chr7	112225835	112226835	0
NM_001193309	chrX	139870654	139871654	1
NM_001193619	chr11	69964778	69965778	0
NM_001193631	chr14	64093695	64094695	0
NM_001193645	chr8	122610487	122611487	1
NM_001193659	chr5	5513849	5514849	1
NM_001193660	chr5	5513789	5514789	1
NM_001193661	chr5	5513849	5514849	1
NM_001193666	chr4	41903612	41904612	0
NM_001193666	chr4	42114786	42115786	0
NM_001193666	chr4	42255694	42256694	0
NM_001193666	chr4	42612122	42613122	0
NM_001193667	chr4	42772993	42773993	1
NM_001193668	chr4	41903612	41904612	0
NM_001193668	chr4	42114786	42115786	0
NM_001193668	chr4	42255694	42256694	0
NM_001193668	chr4	42612122	42613122	0
NM_001194921	chr9	99716267	99717267	1
NM_001194922	chr9	99709063	99710063	1
NM_001194923	chr9	99716267	99717267	1
NM_001194940	chr8	36951442	36952442	1
NM_001194941	chr8	36732054	36733054	1
NM_001195003	chr11	95309246	95310246	1
NM_001195004	chr11	95309246	95310246	1
NM_001195006	chr8	95703036	95704036	0
NM_001195023	chr11	120436700	120437700	1
NM_001195025	chr1	132316124	132317124	0
NM_001195031	chr3	9832679	9833679	1
NM_001195033	chr12	70154170	70155170	0
NM_001195034	chr7	44256204	44257204	1
NM_001195036	chr10	18209890	18210890	1
NM_001195046	chrX	143693286	143694286	0
NM_001195047	chrX	143693286	143694286	0
NM_001195048	chrX	143518590	143519590	0
NM_001195049	chrX	143665744	143666744	0
NM_001195065	chr10	13473396	13474396	1
NM_001195066	chr10	13387970	13388970	1
NM_001195074	chr3	32490969	32491969	1
NM_001195075	chr13	58101428	58102428	1
NM_001195083	chr4	128727570	128728570	0
NM_001195084	chr9	92275601	92276601	0
NM_001195086	chr7	144552729	144553729	1
NM_001195088	chr11	117782657	117783657	0
NM_001195089	chr11	117782296	117783296	0
NM_001195090	chr11	117782296	117783296	0
NM_001195091	chr7	28756173	28757173	0
NM_001195094	chr5	120633235	120634235	1
NM_001195096	chr10	13323160	13324160	1
NM_001195097	chr14	32684272	32685272	1
NM_001195128	chr5	138820079	138821079	0
NM_001195130	chr4	128654701	128655701	0
NM_001195189	chr1	161158314	161159314	1
NM_001195205	chr16	18248882	18249882	0
NM_001195229	chr14	14820814	14821814	0
NM_001195244	chr8	3621550	3622550	0
NM_001195253	chr8	70718542	70719542	0
NM_001195255	chr7	45178597	45179597	1
NM_001195258	chr8	4248213	4249213	0
NM_001195265	chr19	45044772	45045772	1
NM_001195268	chr10	80136387	80137387	1
