chr_name	chromosome_id	end	id	id_13_11_20	id_13_11_25	id_14_06_11	start	tag_count_13_11_20	tag_count_13_11_25	tag_count_14_06_11
chr5	6	34379353	30612	30612.0	29066.0	0.0	34378243	23.5	18.6	0.0
chr5	6	38863919	30613	30613.0	0.0	44926.0	38862871	23.5	0.0	18.1
chr5	6	65501035	30616	30616.0	0.0	0.0	65499903	23.5	0.0	0.0
chr5	6	66661909	30617	30617.0	0.0	52617.0	66661153	23.5	0.0	12.4
chr5	6	92150953	30619	30619.0	0.0	51235.0	92150129	23.5	0.0	13.4
chr5	6	105070075	30621	30621.0	0.0	0.0	105068571	23.5	0.0	0.0
chr5	6	107973651	30623	30623.0	33718.0	0.0	107972863	23.5	13.1	0.0
chr5	6	121501816	30628	30628.0	0.0	43009.0	121500918	23.5	0.0	20.0
chr5	6	122180194	30629	30629.0	35899.0	0.0	122179062	23.5	11.0	0.0
chr5	6	122281619	30630	30630.0	30504.0	48645.0	122279985	23.5	16.6	15.3
chr5	6	122885945	30631	30631.0	0.0	0.0	122884891	23.5	0.0	0.0
chr5	6	130278466	30633	30633.0	0.0	0.0	130277822	23.5	0.0	0.0
chr6	7	52958434	30641	30641.0	29410.0	0.0	52957934	23.5	18.1	0.0
chr6	7	59325750	30642	30642.0	0.0	0.0	59324762	23.5	0.0	0.0
chr6	7	90654231	30643	30643.0	0.0	49915.0	90652981	23.5	0.0	14.3
chr6	7	99453114	30644	30644.0	30993.0	49923.0	99452614	23.5	16.1	14.3
chr6	7	99504779	30645	30645.0	0.0	40541.0	99503811	23.5	0.0	22.9
chr6	7	108558895	30647	30647.0	0.0	0.0	108557575	23.5	0.0	0.0
chr6	7	116190225	30648	30648.0	30113.0	51345.0	116189443	23.5	17.1	13.4
chr6	7	127460301	30650	30650.0	0.0	0.0	127458921	23.5	0.0	0.0
chr6	7	145093918	30651	30651.0	29782.0	0.0	145093084	23.5	17.6	0.0
chr7	8	66226666	30657	30657.0	0.0	0.0	66226030	23.5	0.0	0.0
chr7	8	79579049	30660	30660.0	31803.0	42160.0	79578273	23.5	15.1	21.0
chr7	8	99969095	30662	30662.0	0.0	0.0	99968267	23.5	0.0	0.0
chr7	8	101067783	30663	30663.0	38449.0	48786.0	101066707	23.5	9.54	15.3
chr7	8	101727629	30664	30664.0	30142.0	0.0	101726839	23.5	17.1	0.0
chr7	8	114297168	30665	30665.0	35970.0	0.0	114296476	23.5	11.0	0.0
chr7	8	116412605	30667	30667.0	0.0	0.0	116411751	23.5	0.0	0.0
chr8	10	14938750	30673	30673.0	0.0	47527.0	14938034	23.5	0.0	16.2
chr8	10	41335016	30674	30674.0	27016.0	46231.0	41334368	23.5	21.6	17.2
chr8	10	91382668	30676	30676.0	36694.0	0.0	91381762	23.5	10.5	0.0
chr8	10	106701869	30677	30677.0	38506.0	40610.0	106701115	23.5	9.54	22.9
chr8	10	107473387	30678	30678.0	31475.0	0.0	107472701	23.5	15.6	0.0
chr8	10	121968166	30680	30680.0	0.0	55536.0	121966758	23.5	0.0	8.59
chr8	10	126673393	30681	30681.0	0.0	0.0	126672621	23.5	0.0	0.0
chr9	12	14185913	30683	30683.0	0.0	0.0	14185413	23.5	0.0	0.0
chr9	12	22626471	30685	30685.0	0.0	47589.0	22625373	23.5	0.0	16.2
chr9	12	22673916	30686	30686.0	0.0	0.0	22673226	23.5	0.0	0.0
chr9	12	72076926	30691	30691.0	0.0	40644.0	72076010	23.5	0.0	22.9
chr9	12	79782291	30692	30692.0	0.0	42267.0	79781455	23.5	0.0	21.0
chr9	12	102623342	30694	30694.0	0.0	0.0	102622718	23.5	0.0	0.0
chr9	12	109046808	30695	30695.0	0.0	46319.0	109046180	23.5	0.0	17.2
chr10	9	17567127	30699	30699.0	0.0	0.0	17566627	23.5	0.0	0.0
chr10	9	19576101	30700	30700.0	32273.0	0.0	19575039	23.5	14.6	0.0
chr10	9	24164824	30701	30701.0	0.0	0.0	24163820	23.5	0.0	0.0
chr10	9	39502761	30703	30703.0	40897.0	0.0	39501163	23.5	8.03	0.0
chr10	9	41619024	30704	30704.0	29488.0	44212.0	41618074	23.5	18.1	19.1
chr10	9	62550259	30708	30708.0	28786.0	40675.0	62549627	23.5	19.1	22.9
chr10	9	83266501	30711	30711.0	0.0	0.0	83265625	23.5	0.0	0.0
chr10	9	119115510	30716	30716.0	31113.0	0.0	119114670	23.5	16.1	0.0
chr11	13	19997959	30719	30719.0	0.0	0.0	19997459	23.5	0.0	0.0
chr11	13	52289055	30722	30722.0	29856.0	45275.0	52287987	23.5	17.6	18.1
chr11	13	82915523	30728	30728.0	0.0	42369.0	82914789	23.5	0.0	21.0
chr11	13	98393116	30732	30732.0	0.0	0.0	98392616	23.5	0.0	0.0
chr11	13	113762251	30735	30735.0	41000.0	0.0	113761375	23.5	8.03	0.0
chr11	13	116260630	30737	30737.0	29183.0	50326.0	116259658	23.5	18.6	14.3
chr11	13	119191219	30738	30738.0	0.0	0.0	119190057	23.5	0.0	0.0
chr12	15	3846555	30739	30739.0	0.0	0.0	3845515	23.5	0.0	0.0
chr12	15	28784761	30740	30740.0	0.0	41518.0	28784261	23.5	0.0	21.9
chr12	15	77095844	30745	30745.0	0.0	0.0	77095044	23.5	0.0	0.0
chr12	15	80286813	30746	30746.0	0.0	0.0	80286015	23.5	0.0	0.0
chr12	15	80737756	30747	30747.0	0.0	0.0	80736836	23.5	0.0	0.0
chr12	15	85369556	30749	30749.0	35486.0	0.0	85368440	23.5	11.5	0.0
chr12	15	115243100	30753	30753.0	26458.0	45387.0	115242074	23.5	22.6	18.1
chr13	14	6625038	30755	30755.0	0.0	0.0	6624054	23.5	0.0	0.0
chr13	14	23366394	30758	30758.0	0.0	0.0	23365624	23.5	0.0	0.0
chr13	14	49368263	30762	30762.0	0.0	0.0	49367475	23.5	0.0	0.0
chr14	11	57264340	30770	30770.0	0.0	41609.0	57263474	23.5	0.0	21.9
chr14	11	59337122	30771	30771.0	34928.0	0.0	59335566	23.5	12.0	0.0
chr14	11	68036476	30774	30774.0	0.0	51974.0	68034984	23.5	0.0	13.4
chr14	11	103674912	30781	30781.0	34935.0	50498.0	103674010	23.5	12.0	14.3
chr14	11	120526163	30782	30782.0	0.0	50501.0	120525533	23.5	0.0	14.3
chr15	16	5433154	30783	30783.0	28889.0	0.0	5432380	23.5	19.1	0.0
chr15	16	10035985	30784	30784.0	28891.0	53136.0	10035485	23.5	19.1	12.4
chr15	16	25768710	30786	30786.0	0.0	46643.0	25767950	23.5	0.0	17.2
chr15	16	31333296	30788	30788.0	0.0	45491.0	31332672	23.5	0.0	18.1
chr15	16	51854663	30789	30789.0	26205.0	0.0	51853461	23.5	23.1	0.0
chr15	16	80924908	30795	30795.0	34508.0	41653.0	80923970	23.5	12.5	21.9
chr15	16	103253403	30801	30801.0	0.0	0.0	103252569	23.5	0.0	0.0
chr16	17	17719430	30803	30803.0	32918.0	0.0	17718350	23.5	14.1	0.0
chr16	17	17939499	30804	30804.0	0.0	55288.0	17938563	23.5	0.0	9.54
chr16	17	31197799	30807	30807.0	36995.0	0.0	31196313	23.5	10.5	0.0
chr16	17	36603456	30808	30808.0	37857.0	0.0	36602532	23.5	10.0	0.0
chr17	18	28427041	30815	30815.0	0.0	50633.0	28426131	23.5	0.0	14.3
chr17	18	83302308	30821	30821.0	28530.0	0.0	83301446	23.5	19.6	0.0
chr18	20	15246416	30827	30827.0	0.0	0.0	15245788	23.5	0.0	0.0
chr18	20	20974087	30828	30828.0	0.0	40924.0	20973149	23.5	0.0	22.9
chr18	20	24054514	30829	30829.0	0.0	0.0	24053702	23.5	0.0	0.0
chr18	20	38496803	30831	30831.0	37935.0	0.0	38495919	23.5	10.0	0.0
chr18	20	56870458	30832	30832.0	0.0	43642.0	56869676	23.5	0.0	20.0
chr18	20	65925129	30833	30833.0	0.0	41743.0	65924505	23.5	0.0	21.9
chr18	20	67898298	30834	30834.0	0.0	52240.0	67897460	23.5	0.0	13.4
chr18	20	74288370	30835	30835.0	0.0	0.0	74287616	23.5	0.0	0.0
chr19	21	9912081	30841	30841.0	0.0	49431.0	9911131	23.5	0.0	15.3
chr19	21	53206194	30847	30847.0	0.0	43686.0	53205276	23.5	0.0	20.0
chrX	3	50567329	30850	30850.0	0.0	0.0	50566413	23.5	0.0	0.0
chrX	3	164013904	30859	30859.0	0.0	0.0	164012868	23.5	0.0	0.0
chrX	3	166689589	30860	30860.0	42531.0	0.0	166688837	23.5	7.53	0.0
chr1	1	40331042	30864	30864.0	0.0	48331.0	40330174	23.0	0.0	15.3
chr1	1	52708900	30866	30866.0	0.0	0.0	52707700	23.0	0.0	0.0
chr1	1	62253464	30868	30868.0	41358.0	0.0	62252692	23.0	7.53	0.0
chr1	1	62859660	30869	30869.0	0.0	41008.0	62858612	23.0	0.0	21.9
chr1	1	80309261	30870	30870.0	33000.0	44653.0	80308273	23.0	13.6	18.1
chr1	1	128562079	30876	30876.0	0.0	0.0	128560883	23.0	0.0	0.0
chr1	1	136675650	30879	30879.0	0.0	43758.0	136674486	23.0	0.0	19.1
chr1	1	160272189	30884	30884.0	33596.0	0.0	160271145	23.0	13.1	0.0
chr1	1	161688480	30885	30885.0	0.0	0.0	161687566	23.0	0.0	0.0
chr1	1	162752623	30887	30887.0	30392.0	0.0	162751727	23.0	16.6	0.0
chr1	1	183898985	30893	30893.0	0.0	0.0	183898339	23.0	0.0	0.0
chr2	2	38283470	30896	30896.0	0.0	0.0	38282544	23.0	0.0	0.0
chr2	2	65214426	30897	30897.0	0.0	0.0	65213926	23.0	0.0	0.0
chr2	2	167510478	30904	30904.0	0.0	0.0	167509708	23.0	0.0	0.0
chr2	2	174609786	30906	30906.0	35795.0	41927.0	174608190	23.0	11.0	21.0
chr3	4	22173052	30908	30908.0	0.0	0.0	22171822	23.0	0.0	0.0
chr3	4	32412680	30909	30909.0	26321.0	49674.0	32411298	23.0	22.6	14.3
chr3	4	66974263	30911	30911.0	36476.0	41144.0	66973387	23.0	10.5	21.9
chr3	4	75240826	30912	30912.0	0.0	0.0	75239838	23.0	0.0	0.0
chr3	4	79273304	30913	30913.0	0.0	41146.0	79272342	23.0	0.0	21.9
chr3	4	89316503	30915	30915.0	0.0	45913.0	89315367	23.0	0.0	17.2
chr3	4	90472768	30916	30916.0	0.0	0.0	90472054	23.0	0.0	0.0
chr3	4	106873014	30918	30918.0	35175.0	44822.0	106872156	23.0	11.5	18.1
chr3	4	142331383	30922	30922.0	0.0	47180.0	142330485	23.0	0.0	16.2
chr3	4	152887633	30924	30924.0	0.0	0.0	152886707	23.0	0.0	0.0
chr4	5	58935864	30928	30928.0	29374.0	0.0	58934778	23.0	18.1	0.0
chr4	5	59151555	30929	30929.0	0.0	0.0	59150921	23.0	0.0	0.0
chr4	5	82934094	30931	30931.0	0.0	43915.0	82933594	23.0	0.0	19.1
chr4	5	121074618	30936	30936.0	0.0	42937.0	121073830	23.0	0.0	20.0
chr5	6	64887971	30945	30945.0	33145.0	0.0	64887029	23.0	13.6	0.0
chr5	6	67982759	30946	30946.0	26349.0	0.0	67981959	23.0	22.6	0.0
chr5	6	72260017	30947	30947.0	36558.0	0.0	72259045	23.0	10.5	0.0
chr5	6	72653160	30948	30948.0	30080.0	0.0	72652066	23.0	17.1	0.0
chr5	6	74013581	30949	30949.0	0.0	0.0	74012461	23.0	0.0	0.0
chr5	6	124537301	30955	30955.0	34711.0	52637.0	124536413	23.0	12.0	12.4
chr5	6	139220997	30956	30956.0	0.0	0.0	139219877	23.0	0.0	0.0
chr6	7	31252232	30959	30959.0	37385.0	0.0	31251452	23.0	10.0	0.0
chr6	7	73039871	30963	30963.0	0.0	46105.0	73038695	23.0	0.0	17.2
chr6	7	115768706	30967	30967.0	26671.0	51343.0	115768082	23.0	22.1	13.4
chr6	7	127523048	30970	30970.0	28710.0	44042.0	127521990	23.0	19.1	19.1
chr6	7	134070372	30971	30971.0	0.0	47420.0	134069500	23.0	0.0	16.2
chr6	7	134302508	30972	30972.0	0.0	51360.0	134301858	23.0	0.0	13.4
chr6	7	134343975	30973	30973.0	0.0	0.0	134343147	23.0	0.0	0.0
chr7	8	35589829	30981	30981.0	39924.0	0.0	35588781	23.0	8.53	0.0
chr7	8	45375779	30982	30982.0	0.0	40562.0	45374519	23.0	0.0	22.9
chr7	8	89253885	30986	30986.0	28329.0	52726.0	89253077	23.0	19.6	12.4
chr7	8	90075464	30987	30987.0	0.0	0.0	90074964	23.0	0.0	0.0
chr7	8	126194745	30989	30989.0	35972.0	0.0	126193861	23.0	11.0	0.0
chr8	10	14001182	30994	30994.0	0.0	0.0	14000344	23.0	0.0	0.0
chr8	10	127656184	31001	31001.0	0.0	0.0	127655322	23.0	0.0	0.0
chr9	12	22143765	31004	31004.0	31058.0	0.0	22143265	23.0	16.1	0.0
chr9	12	45847650	31007	31007.0	0.0	0.0	45846932	23.0	0.0	0.0
chr9	12	53869221	31009	31009.0	0.0	0.0	53868191	23.0	0.0	0.0
chr9	12	61450443	31012	31012.0	0.0	0.0	61449569	23.0	0.0	0.0
chr10	9	99451976	31026	31026.0	31111.0	48991.0	99450686	23.0	16.1	15.3
chr10	9	120963638	31028	31028.0	40939.0	0.0	120962070	23.0	8.03	0.0
chr11	13	108929497	31049	31049.0	0.0	43357.0	108928569	23.0	0.0	20.0
chr11	13	109481135	31050	31050.0	0.0	0.0	109480221	23.0	0.0	0.0
chr12	15	54370544	31057	31057.0	0.0	47857.0	54369504	23.0	0.0	16.2
chr12	15	69868365	31058	31058.0	0.0	42414.0	69867719	23.0	0.0	21.0
chr13	14	37249521	31065	31065.0	0.0	0.0	37248713	23.0	0.0	0.0
chr13	14	45707690	31068	31068.0	0.0	46564.0	45706500	23.0	0.0	17.2
chr13	14	59026155	31071	31071.0	29211.0	47929.0	59025039	23.0	18.6	16.2
chr14	11	15398534	31074	31074.0	29906.0	41591.0	15397706	23.0	17.6	21.9
chr14	11	61519156	31076	31076.0	0.0	40812.0	61518360	23.0	0.0	22.9
chr14	11	64944195	31077	31077.0	0.0	55260.0	64943175	23.0	0.0	9.54
chr14	11	72594104	31078	31078.0	38844.0	0.0	72592842	23.0	9.54	0.0
chr14	11	118710207	31079	31079.0	0.0	40825.0	118709581	23.0	0.0	22.9
chr14	11	122026624	31080	31080.0	0.0	0.0	122025700	23.0	0.0	0.0
chr15	16	9577951	31081	31081.0	36225.0	0.0	9577057	23.0	11.0	0.0
chr15	16	12314162	31082	31082.0	32893.0	0.0	12313244	23.0	14.1	0.0
chr15	16	62138053	31085	31085.0	28474.0	0.0	62137041	23.0	19.6	0.0
chr15	16	80052214	31089	31089.0	0.0	0.0	80051448	23.0	0.0	0.0
chr16	17	5429697	31094	31094.0	0.0	0.0	5429197	23.0	0.0	0.0
chr16	17	20830459	31095	31095.0	0.0	42561.0	20829959	23.0	0.0	21.0
chr16	17	43955851	31096	31096.0	33475.0	54824.0	43954925	23.0	13.6	10.5
chr16	17	45952784	31097	31097.0	0.0	52112.0	45952002	23.0	0.0	13.4
chr16	17	51498612	31098	31098.0	31253.0	0.0	51497806	23.0	16.1	0.0
chr17	18	46046189	31108	31108.0	0.0	44533.0	46044835	23.0	0.0	19.1
chr17	18	83915436	31117	31117.0	30777.0	41719.0	83914680	23.0	16.6	21.9
chr18	20	34631864	31121	31121.0	0.0	54297.0	34630682	23.0	0.0	11.5
chr18	20	47340242	31125	31125.0	0.0	0.0	47339188	23.0	0.0	0.0
chr18	20	65789475	31128	31128.0	0.0	43650.0	65788849	23.0	0.0	20.0
chr18	20	67479039	31129	31129.0	0.0	0.0	67478353	23.0	0.0	0.0
chr19	21	36540517	31137	31137.0	39045.0	0.0	36539465	23.0	9.54	0.0
chr19	21	54011125	31139	31139.0	39061.0	42691.0	54010335	23.0	9.54	21.0
chrX	3	13603562	31141	31141.0	0.0	0.0	13602428	23.0	0.0	0.0
chr1	1	40059301	31153	31153.0	0.0	0.0	40058669	22.5	0.0	0.0
chr1	1	80714537	31155	31155.0	41364.0	42735.0	80713533	22.5	7.53	20.0
chr1	1	88745654	31159	31159.0	0.0	43746.0	88745154	22.5	0.0	19.1
chr1	1	106547809	31161	31161.0	31345.0	52367.0	106546693	22.5	15.6	12.4
chr1	1	156537601	31164	31164.0	31349.0	0.0	156536823	22.5	15.6	0.0
chr1	1	167220970	31165	31165.0	0.0	0.0	167220470	22.5	0.0	0.0
chr2	2	11546324	31169	31169.0	33608.0	0.0	11545536	22.5	13.1	0.0
chr2	2	78992103	31176	31176.0	0.0	0.0	78991293	22.5	0.0	0.0
chr2	2	91091209	31177	31177.0	33051.0	0.0	91090417	22.5	13.6	0.0
chr2	2	129386202	31181	31181.0	0.0	0.0	129385702	22.5	0.0	0.0
chr2	2	157887608	31185	31185.0	35144.0	0.0	157886852	22.5	11.5	0.0
chr2	2	160663792	31186	31186.0	0.0	48486.0	160662636	22.5	0.0	15.3
chr3	4	37316622	31194	31194.0	0.0	0.0	37315736	22.5	0.0	0.0
chr3	4	37645854	31195	31195.0	31378.0	0.0	37645100	22.5	15.6	0.0
chr3	4	84711195	31197	31197.0	39173.0	0.0	84710695	22.5	9.03	0.0
chr3	4	133755099	31203	31203.0	0.0	54992.0	133753825	22.5	0.0	9.54
chr3	4	138271545	31204	31204.0	0.0	0.0	138270569	22.5	0.0	0.0
chr3	4	149349652	31208	31208.0	29729.0	0.0	149349014	22.5	17.6	0.0
chr4	5	47329002	31215	31215.0	0.0	0.0	47327786	22.5	0.0	0.0
chr4	5	126278402	31220	31220.0	0.0	0.0	126277762	22.5	0.0	0.0
chr4	5	126741928	31221	31221.0	0.0	45977.0	126741302	22.5	0.0	17.2
chr5	6	72658792	31234	31234.0	30963.0	49818.0	72657774	22.5	16.1	14.3
chr5	6	112013424	31239	31239.0	0.0	0.0	112012500	22.5	0.0	0.0
chr5	6	112438412	31240	31240.0	0.0	0.0	112437596	22.5	0.0	0.0
chr5	6	113643458	31241	31241.0	0.0	0.0	113642830	22.5	0.0	0.0
chr5	6	136561361	31248	31248.0	33161.0	0.0	136560425	22.5	13.6	0.0
chr5	6	149773234	31251	31251.0	0.0	53657.0	149772438	22.5	0.0	11.5
chr6	7	15723940	31252	31252.0	0.0	0.0	15722622	22.5	0.0	0.0
chr6	7	59423129	31257	31257.0	0.0	51314.0	59422335	22.5	0.0	13.4
chr6	7	99410025	31262	31262.0	0.0	0.0	99409241	22.5	0.0	0.0
chr6	7	108193392	31265	31265.0	32188.0	0.0	108192544	22.5	14.6	0.0
chr6	7	108512924	31266	31266.0	0.0	53697.0	108511870	22.5	0.0	11.5
chr6	7	108708239	31267	31267.0	0.0	0.0	108707189	22.5	0.0	0.0
chr6	7	122528329	31269	31269.0	0.0	0.0	122527683	22.5	0.0	0.0
chr6	7	128734617	31273	31273.0	0.0	44044.0	128733581	22.5	0.0	19.1
chr6	7	134082629	31274	31274.0	29779.0	0.0	134081451	22.5	17.6	0.0
chr7	8	25786156	31277	31277.0	0.0	0.0	25784402	22.5	0.0	0.0
chr7	8	68253820	31282	31282.0	0.0	0.0	68252730	22.5	0.0	0.0
chr7	8	110936976	31284	31284.0	34764.0	0.0	110936146	22.5	12.0	0.0
chr8	10	68622825	31288	31288.0	0.0	0.0	68621737	22.5	0.0	0.0
chr8	10	81612352	31289	31289.0	0.0	0.0	81611430	22.5	0.0	0.0
chr8	10	83790071	31291	31291.0	0.0	0.0	83789445	22.5	0.0	0.0
chr8	10	105654356	31293	31293.0	0.0	0.0	105653148	22.5	0.0	0.0
chr8	10	106821479	31294	31294.0	0.0	0.0	106820789	22.5	0.0	0.0
chr8	10	124866575	31299	31299.0	34791.0	47577.0	124865659	22.5	12.0	16.2
chr9	12	13614408	31300	31300.0	0.0	0.0	13613632	22.5	0.0	0.0
chr9	12	14943392	31301	31301.0	33251.0	43186.0	14942766	22.5	13.6	20.0
chr9	12	56292409	31305	31305.0	27036.0	0.0	56291535	22.5	21.6	0.0
chr9	12	90234833	31307	31307.0	0.0	0.0	90233867	22.5	0.0	0.0
chr9	12	94240030	31308	31308.0	0.0	55140.0	94238640	22.5	0.0	9.54
chr9	12	114791081	31311	31311.0	0.0	0.0	114790323	22.5	0.0	0.0
chr9	12	115500445	31312	31312.0	0.0	0.0	115499433	22.5	0.0	0.0
chr9	12	115704894	31313	31313.0	0.0	0.0	115704060	22.5	0.0	0.0
chr9	12	121424310	31316	31316.0	0.0	42283.0	121423502	22.5	0.0	21.0
chr10	9	5197882	31320	31320.0	0.0	51617.0	5196890	22.5	0.0	13.4
chr10	9	19034896	31323	31323.0	0.0	0.0	19033578	22.5	0.0	0.0
chr10	9	21246298	31324	31324.0	0.0	45215.0	21245134	22.5	0.0	18.1
chr10	9	57835433	31331	31331.0	0.0	0.0	57834583	22.5	0.0	0.0
chr10	9	61188971	31332	31332.0	0.0	0.0	61188173	22.5	0.0	0.0
chr10	9	78131384	31336	31336.0	39381.0	44228.0	78130494	22.5	9.03	19.1
chr10	9	95305725	31340	31340.0	0.0	0.0	95304921	22.5	0.0	0.0
chr10	9	116551654	31342	31342.0	0.0	0.0	116550540	22.5	0.0	0.0
chr10	9	128153627	31344	31344.0	0.0	0.0	128152563	22.5	0.0	0.0
chr10	9	128604842	31345	31345.0	33323.0	0.0	128603922	22.5	13.6	0.0
chr11	13	4975305	31347	31347.0	0.0	0.0	4974387	22.5	0.0	0.0
chr11	13	48908774	31350	31350.0	36093.0	0.0	48908020	22.5	11.0	0.0
chr11	13	83541604	31357	31357.0	0.0	0.0	83540712	22.5	0.0	0.0
chr11	13	87630090	31359	31359.0	0.0	45302.0	87629466	22.5	0.0	18.1
chr11	13	102961973	31362	31362.0	0.0	0.0	102960983	22.5	0.0	0.0
chr12	15	35689498	31374	31374.0	0.0	51804.0	35688744	22.5	0.0	13.4
chr12	15	89963816	31376	31376.0	36147.0	0.0	89962968	22.5	11.0	0.0
chr12	15	102288699	31379	31379.0	0.0	0.0	102287559	22.5	0.0	0.0
chr12	15	118212636	31382	31382.0	31909.0	51859.0	118211754	22.5	15.1	13.4
chr13	14	29235372	31387	31387.0	0.0	0.0	29234516	22.5	0.0	0.0
chr13	14	35209994	31389	31389.0	0.0	0.0	35209494	22.5	0.0	0.0
chr13	14	59760471	31391	31391.0	39485.0	0.0	59759251	22.5	9.03	0.0
chr13	14	92639924	31393	31393.0	28866.0	49182.0	92639136	22.5	19.1	15.3
chr13	14	95064301	31394	31394.0	36187.0	45429.0	95063147	22.5	11.0	18.1
chr13	14	100576916	31396	31396.0	31190.0	0.0	100575900	22.5	16.1	0.0
chr13	14	101919431	31397	31397.0	28101.0	0.0	101918759	22.5	20.1	0.0
chr14	11	25033241	31400	31400.0	0.0	42495.0	25032741	22.5	0.0	21.0
chr14	11	27197486	31402	31402.0	0.0	0.0	27196472	22.5	0.0	0.0
chr14	11	32006660	31403	31403.0	0.0	0.0	32005904	22.5	0.0	0.0
chr14	11	55781672	31405	31405.0	0.0	0.0	55781172	22.5	0.0	0.0
chr15	16	73632605	31417	31417.0	0.0	55650.0	73630851	22.5	0.0	8.59
chr15	16	73641043	31418	31418.0	0.0	0.0	73640007	22.5	0.0	0.0
chr15	16	75907244	31419	31419.0	0.0	0.0	75906304	22.5	0.0	0.0
chr15	16	100898596	31422	31422.0	0.0	45525.0	100897512	22.5	0.0	18.1
chr16	17	4136338	31424	31424.0	0.0	0.0	4135276	22.5	0.0	0.0
chr16	17	4972284	31425	31425.0	0.0	45531.0	4971346	22.5	0.0	18.1
chr16	17	10704553	31427	31427.0	0.0	46703.0	10703653	22.5	0.0	17.2
chr16	17	14351591	31428	31428.0	0.0	0.0	14350967	22.5	0.0	0.0
chr16	17	24319832	31430	31430.0	36993.0	45540.0	24319076	22.5	10.5	18.1
chr16	17	49834856	31433	31433.0	0.0	0.0	49834064	22.5	0.0	0.0
chr16	17	76873791	31434	31434.0	33480.0	0.0	76873161	22.5	13.6	0.0
chr16	17	92880785	31438	31438.0	30763.0	0.0	92880157	22.5	16.6	0.0
chr17	18	34348026	31446	31446.0	0.0	0.0	34347398	22.5	0.0	0.0
chr17	18	42832861	31447	31447.0	0.0	0.0	42831607	22.5	0.0	0.0
chr17	18	51736494	31451	31451.0	0.0	0.0	51735128	22.5	0.0	0.0
chr17	18	79005484	31453	31453.0	27155.0	0.0	79004704	22.5	21.6	0.0
chr18	20	6310691	31455	31455.0	35646.0	0.0	6309703	22.5	11.5	0.0
chr18	20	79336825	31460	31460.0	28540.0	0.0	79336199	22.5	19.6	0.0
chr19	21	11570410	31465	31465.0	30347.0	0.0	11569374	22.5	17.1	0.0
chr19	21	12808973	31466	31466.0	0.0	0.0	12807983	22.5	0.0	0.0
chr19	21	14539188	31467	31467.0	0.0	0.0	14537898	22.5	0.0	0.0
chr19	21	32937516	31469	31469.0	0.0	0.0	32936528	22.5	0.0	0.0
chrX	3	11878584	31473	31473.0	32488.0	0.0	11877548	22.5	14.6	0.0
chrX	3	134742574	31477	31477.0	31330.0	0.0	134741594	22.5	16.1	0.0
chrX	3	167406114	31479	31479.0	30367.0	0.0	167404514	22.5	17.1	0.0
chr1	1	52364625	31485	31485.0	0.0	0.0	52363557	22.0	0.0	0.0
chr1	1	106145504	31491	31491.0	37135.0	49525.0	106144728	22.0	10.0	14.3
chr1	1	128057490	31493	31493.0	30852.0	0.0	128056860	22.0	16.1	0.0
chr1	1	155361969	31496	31496.0	39122.0	0.0	155361087	22.0	9.03	0.0
chr1	1	194981478	31499	31499.0	0.0	0.0	194980704	22.0	0.0	0.0
chr2	2	6274415	31501	31501.0	0.0	41060.0	6273419	22.0	0.0	21.9
chr2	2	17680142	31502	31502.0	33035.0	0.0	17679080	22.0	13.6	0.0
chr2	2	17685968	31503	31503.0	0.0	0.0	17684882	22.0	0.0	0.0
chr2	2	27735216	31505	31505.0	38112.0	0.0	27734584	22.0	9.54	0.0
chr2	2	51638469	31508	31508.0	0.0	0.0	51637673	22.0	0.0	0.0
chr2	2	60622770	31510	31510.0	0.0	47045.0	60621940	22.0	0.0	16.2
chr2	2	92214141	31514	31514.0	36442.0	0.0	92213215	22.0	10.5	0.0
chr2	2	92442691	31515	31515.0	0.0	0.0	92441779	22.0	0.0	0.0
chr2	2	136918017	31519	31519.0	0.0	0.0	136917081	22.0	0.0	0.0
chr3	4	27291970	31526	31526.0	39753.0	0.0	27291200	22.0	8.53	0.0
chr3	4	85859092	31535	31535.0	0.0	0.0	85857858	22.0	0.0	0.0
chr3	4	104821174	31540	31540.0	0.0	0.0	104820376	22.0	0.0	0.0
chr3	4	105793168	31541	31541.0	0.0	0.0	105792328	22.0	0.0	0.0
chr3	4	116484382	31542	31542.0	0.0	0.0	116483278	22.0	0.0	0.0
chr3	4	126573736	31544	31544.0	0.0	45928.0	126573006	22.0	0.0	17.2
chr4	5	130677608	31559	31559.0	0.0	54512.0	130676034	22.0	0.0	10.5
chr4	5	141553286	31560	31560.0	30484.0	0.0	141552060	22.0	16.6	0.0
chr4	5	150514037	31562	31562.0	42637.0	42958.0	150513085	22.0	7.03	20.0
chr5	6	33122516	31563	31563.0	0.0	0.0	33122016	22.0	0.0	0.0
chr5	6	37073766	31564	31564.0	0.0	0.0	37072626	22.0	0.0	0.0
chr5	6	66373285	31567	31567.0	0.0	0.0	66372613	22.0	0.0	0.0
chr5	6	72938811	31568	31568.0	28674.0	42057.0	72937543	22.0	19.1	21.0
chr5	6	113777691	31574	31574.0	0.0	0.0	113776417	22.0	0.0	0.0
chr5	6	115696444	31577	31577.0	30090.0	43004.0	115695540	22.0	17.1	20.0
chr5	6	117397272	31578	31578.0	0.0	41246.0	117396322	22.0	0.0	21.9
chr5	6	123851680	31579	31579.0	0.0	0.0	123851038	22.0	0.0	0.0
