	gene_name	label	10uM_K99A vs. No_Peptide logFC	100uM_K99A vs. No_Peptide logFC	0_1uM_PCC vs. No_Peptide logFC	10uM_PCC vs. No_Peptide logFC
NM_009744	Bcl6	0	1.3928859007393601	1.9837322932339099	1.51904079394149	2.4160778605829702
NM_001161722	Tfeb	0	1.3932109386775802	1.85051661054916	2.55701843279748	2.7115274829344798
NM_011265	Rfx3	0	1.3939884863598897	2.16751807734099	1.8527320520899901	1.9115501231325303
NM_001039192	Gmfg	0	1.3948920261314	1.75544936420372	2.20930515893162	2.5199772833365497
NM_016740	S100a11	0	1.39490646235445	1.70964450029812	2.44208543990059	2.52459597908773
NM_001199136	Macf1	0	1.39525366023555	2.05188811998235	1.9787420200061399	2.00780538813572
NM_001171002	Degs2	0	1.3962733209928502	2.3960144124077702	1.9410617770093	2.08239383423317
NM_010736	Ltbr	0	1.39708907393736	1.9826897439025601	1.6624604809113899	2.03097698157181
NM_175751	Zfp608	0	1.3978946502548302	1.05812464374451	1.6185908063410699	2.06943460376029
NM_001169153	Cd300lf	0	1.3990558982258001	1.71787209484693	2.7732745069917404	3.40643249039387
NM_178751	Orai2	0	1.3995188988456397	2.32677472575444	2.3364399820231	2.7759667600570603
NM_001037722	Adam15	0	1.4020791573406202	2.2329927916494903	2.0588814071788097	2.21723286146735
NM_201609	Zfp652	0	1.40314329635187	1.8007420581903402	1.89726839658058	2.2542532111493703
NM_139232	Fgd4	0	1.40358152854079	2.06382319038539	3.1324021327217997	4.13519887373746
NR_045535	Sh2d3c	0	1.4045430638073102	1.96080764668672	2.6312264771026297	3.0229019935977797
NM_001145972	Gpr114	0	1.4076804535318101	1.7636065894493003	2.15295465198715	2.66829886844998
NM_028658	Ppp1r21	0	1.4078907841266	2.22338132952802	2.43350146259785	2.47374103703776
NM_001164420	Pqlc1	0	1.40873209032683	1.65597593848779	1.73244769401229	2.1888574020901
NM_018822	Sgsh	0	1.41123389062205	1.90275442008416	2.08064155063194	2.23159005803904
NM_145227	Oas2	0	1.4127581145083201	2.29464801587873	1.9863851786006999	3.47907367321544
NM_008405	Itgb2l	0	1.41471403018639	1.79423526799867	2.59096839609557	3.61904567706111
NM_013759	Msrb1	0	1.41516939166127	1.67254604232802	2.48943736454085	2.66352833396379
NM_001291892	Gp49a	0	1.41838687864397	1.5195469609604197	1.7792279397974	2.34230371201215
NM_001163610	Nhsl2	0	1.4198301385128	2.01974622391826	2.6614021954474305	3.2627867946953897
NM_026862	Cd177	0	1.4210521677408001	1.51251193554472	2.7634440297992904	4.27062741296008
NM_177620	Rin3	0	1.42151904598044	2.2174751504971297	2.48708578189858	2.8485768812326606
NM_178259	Abca13	0	1.42230887735299	1.59607238419338	2.4455128849721097	2.5445924264313198
NM_031181	Siglece	0	1.4231882896129098	1.229342346208	1.84496469964297	2.7912176024774102
NM_177337	Arl11	0	1.42358307691867	1.55626862873821	3.21082903572245	3.62731798775778
NM_001100460	Zbtb42	0	1.4258057416244	1.78491175868191	2.3412419769521002	2.4551447340434103
NM_007976	F5	0	1.42611708592981	1.67259517509058	2.9992347489583797	3.3027854485726698
NM_173371	H6pd	0	1.42715648177017	2.0996787272793203	2.25198322866065	2.6914288877106296
NM_011693	Vcam1	0	1.42864837791956	1.80820154353386	2.1881192868807	1.7853970080130601
NM_027288	Manba	0	1.42953210773229	1.5518643262842	1.9490025234139698	2.06970724681884
NM_025326	Tmem176a	0	1.43125955094517	1.01199873302447	2.03768302054123	1.8885898818449398
NM_001002786	Rab44	0	1.43300053831984	2.02603872118991	2.62693983014312	3.10141416482489
NM_019737	B4galt6	0	1.4331945311218	2.49467199470369	3.88044805649292	4.1339016988865795
NM_009705	Arg2	0	1.4347586890706299	1.8964445640368799	2.60564219489245	3.7019886062018696
NM_172679	4932438A13Rik	0	1.4350531167583103	2.10343656803075	2.05994160819365	1.96701754193038
NM_007653	Cd63	0	1.43530712692286	1.54023985518426	2.50845196839172	2.78875772965625
NM_178220	Arrb1	0	1.44094263019735	2.17976124409551	2.80148863661156	3.1366149047073297
NM_010240	Ftl1	0	1.44220289135667	1.4795543387852201	1.90834026311484	2.23355045560575
NM_008250	Hlx	0	1.4427042499596998	1.5370749222526399	2.5298147252842997	3.0990079807696898
NM_008522	Ltf	0	1.4434377182523799	1.71795402185837	2.8784701853818198	4.0659248502678995
NM_001077496	Evi2b	0	1.4438963208891897	2.07955189155604	2.98418137791901	3.47482495778168
NM_172841	Slco5a1	0	1.44698194354217	0.95506836685849	2.33090791160933	2.061790018612
NM_030209	Crispld2	0	1.44899036364226	1.33168218433665	2.6780884269454397	3.48020861391192
NM_011095	Pirb	0	1.44954028768291	1.9057795581487	2.75288353423654	3.0739846515232903
NM_007695	Chil1	0	1.4498638890580002	1.5308325853583797	1.7137824122177199	2.20446904111135
NM_007799	Ctse	0	1.45234027554025	2.7206944022460897	2.75342273301026	2.8818019180255496
NM_175645	Xylt1	0	1.4547500737608898	2.23473505937991	2.49511906950308	2.6538236114133196
NM_001162999	Fnip2	0	1.4549479554659297	1.4849836497575302	2.11678779773357	1.87524906899982
NM_145838	St8sia6	0	1.4552568815629199	2.7701697296081202	3.4996334544314105	3.4262056886821903
NM_145923	Rell1	0	1.45773860959861	1.96496446290545	2.40072631151194	3.09367086154238
NM_018773	Skap2	0	1.45829952503818	1.69126803909868	2.3605203590754904	2.14953823310185
NM_145158	Emilin2	0	1.45883798563947	1.89963143851929	2.9304269217061902	3.66172644987307
NM_025286	Slc31a2	0	1.4597927510330801	1.9484721361261397	2.36042643239478	2.4700651438085095
NM_053108	Glrx	0	1.4602151087784698	1.95088118368408	2.61113671367261	2.7906758473149704
NM_018769	Dfna5	0	1.46051123027201	2.2775761647625097	3.41711536354684	4.431922721904179
NM_001033293	Uap1l1	0	1.46053109427544	1.55310656195046	2.7241072484266096	2.4993512224495498
NM_001111058	Cd33	0	1.46116234412103	1.78563278794289	2.9391255141582997	3.98165927517455
NM_146023	Evi2a-evi2b	0	1.46549918372951	2.09893301971365	3.0334050835954907	3.44949435334747
NM_028815	Cep97	0	1.4659670051208897	2.6718239619613	2.28007924410017	2.7755238575274106
NM_173744	Tdrp	0	1.46611331470383	2.6228844517809597	3.05035730349356	3.5339190091898196
NM_175649	Tnfrsf26	0	1.4661507692349398	2.8992287060641897	2.0730807477536897	2.66148220005167
NM_008332	Ifit2	0	1.4662873267918102	1.88227787230059	2.04532166236105	2.35508598508927
NM_153804	Plekhg3	0	1.46752287328044	1.7277929868311	2.6815339160961402	3.7519744622715003
NM_001161765	Fmo5	0	1.4688953268059999	2.33732835577789	3.6459488334587205	3.6238397870185
NM_008694	Ngp	0	1.4704009274513399	1.64721705066062	2.42140677591788	3.1589152967443597
NM_134148	Carns1	0	1.47118633023586	1.7473019185536298	2.2491729781658103	2.03749537194818
NM_001033711	Evi2a	0	1.47125229488372	1.9039047427367402	2.558663924894	3.11597288427212
NM_172903	Man2a2	0	1.47587640379523	2.2008558294812404	2.0426306723834897	2.13519210543998
NM_001033632	Ifitm6	0	1.47838180332885	1.76601850507471	2.77068415161574	3.89716127790734
NM_153511	Il1f9	0	1.47880215899186	1.72981761331615	2.7616281633231097	3.5351875138816
NM_172619	Adamts10	0	1.47926206674148	2.71842869828169	3.09356939215596	3.12364278775062
NM_025522	Dhrs7	0	1.4794336601253402	1.86041320839871	2.7519514058987795	2.6087553511517703
NM_172597	Txndc16	0	1.4799808498042801	1.72714661668614	2.19819057218515	2.36776349391379
NR_024599	Gm11346	0	1.48194843876657	3.11788615123662	4.39714022843331	4.3282795368316505
NM_152803	Hpse	0	1.48244147944103	1.34628145590702	2.25292784111487	2.10534981854673
NM_001102404	Acp5	0	1.48258323680217	2.8751338631985	3.1098228938734103	3.5496670761491096
NM_010145	Ephx1	0	1.48503273724956	2.1644612494119997	2.0689489782046	3.3239980405831804
NM_173014	Lpcat2	0	1.48541809204777	1.31571842132549	1.9525467186152399	2.4230874062057204
NM_009662	Alox5	0	1.4887569086360701	1.6719133327050801	2.1956316566999097	2.81053224377295
NM_133198	Pygl	0	1.4896153321265302	1.93160344644576	3.0656443816307597	3.938188504826
NM_001080557	Vamp1	0	1.4903304104798702	2.0730960540311103	1.85563726488751	2.0517301623915403
NM_001033245	Hk3	0	1.49093610338408	1.8768750092361297	2.6497881867674	3.1554247673499
NM_001005510	Syne2	0	1.4912366825288599	1.8985497878869	2.3713364476506498	2.5895717921885697
NM_001289442	Grap2	0	1.49163695153635	2.49184546990288	2.64802030524829	3.26089089010405
NM_175512	Dhrs9	0	1.4958227675064	2.19312196022287	4.31988648840929	5.69542254561833
NM_033602	Peli2	0	1.49855410179463	1.95420988511826	3.1854243958425297	3.98205364815889
NM_053217	2010002M12Rik	0	1.50328099878833	2.17641953828792	3.03035774829138	3.93985401574275
NM_009061	Rgs2	0	1.5036346873788202	1.84358619254296	2.38619721313941	2.69251995597495
NM_007807	Cybb	0	1.50398606774625	1.57047706361135	2.2675258079789202	2.5206250272311403
NM_011436	Sorl1	0	1.50407218791019	1.99456174266892	2.9858202888554595	3.3516987926786803
NM_175116	Lpar6	0	1.50475960885068	2.4407357422951	2.7482275386549997	2.7761148494951002
NM_029495	Epsti1	0	1.5051990442894598	1.7085846656831398	2.20249387674078	2.40860972090351
NM_001163138	Card6	0	1.50531216289121	2.97556788412527	3.04219328487168	3.5385288530428998
NM_183033	Zfp516	0	1.50785270889304	1.49215214423926	2.53290648363037	2.63598201434095
NM_172468	Snx30	0	1.51100395105852	1.3808229542571597	1.7411304957698	2.1587069332704
NM_020561	Smpdl3a	0	1.51124661776772	2.26353242429536	3.25998295284873	3.85883159834003
NM_018825	Sh2b2	0	1.51247276893127	1.89941571453524	2.14367014825784	2.26011669531279
NM_145853	Tpcn1	0	1.51384477619207	2.14894326393319	2.5177475435536403	2.48908483580052
NR_046233	Rn45s	0	1.5176716333793798	1.3059038303675201	1.5479208825689799	2.4372011172412997
NM_031198	Tfec	0	1.51813165152576	1.74937856760175	3.0756358965696	3.0931006256298303
NM_008437	Napsa	0	1.51885694610331	1.6693673209134998	2.6567256510390203	2.6197114570876803
NM_011212	Ptpre	0	1.51887933901357	2.1166342955941997	2.60938503213004	2.9041863432638104
NM_001099217	Ly6c2	0	1.51936083617764	1.8315301861284798	2.41205349162241	2.8345844382324703
NM_020557	Cmpk2	0	1.5243821973811498	1.4479116060052601	1.5179302040349498	2.45072246837132
NM_181754	Gpr141	0	1.52452274501375	1.9680175019809698	3.21734225973572	3.19305491534574
NM_145554	Ldlrap1	0	1.52484407584797	2.86108291136777	2.79347281801525	3.1055021378684504
NM_175451	Ckap4	0	1.5253099747740801	1.6643828088926798	2.30646943511529	3.11460782790548
NM_008688	Nfic	0	1.5257576539567301	1.8628739282992899	2.28286027323933	2.45768872647675
NM_001198977	Syk	0	1.52609557691184	1.5807010895604	2.25701404989712	2.44001533264489
NM_008535	Lyl1	0	1.52625393420571	2.7603816326312596	3.09971498905451	3.1548639444094198
NM_139138	Emr4	0	1.52835290938743	1.00204887478399	2.23026925385192	2.7139374460346604
NM_153074	Lrrc25	0	1.5285678183239901	2.47090633483839	3.45170497388587	4.956765372214799
NM_009915	Ccr2	0	1.53043940142588	2.47452730623435	4.0741676069363795	4.62870076606289
NM_001001806	Zfp36l2	0	1.53088304450396	2.50947329188179	2.3197811029542597	2.51468660633112
NM_177713	Gapt	0	1.53192128416043	1.6047230805563302	2.9941089368667297	4.15461790832303
NM_001174107	Map3k9	0	1.53605808881488	1.86478701187859	2.49134225160437	3.51832098904845
NM_007420	Adrb2	0	1.53815522268691	1.2045531943344199	1.75594968797308	2.27188079070911
NM_011580	Thbs1	0	1.53949128234632	1.9331443809220201	2.8590415801036797	3.9449531742991604
NM_028943	Sgms2	0	1.54145629509878	1.7849444787012199	2.2688811794017796	3.09038050830289
NM_009325	Tbxa2r	0	1.5440698414565501	2.71927632282392	2.56888360948669	3.22604707986318
NM_025760	Ptplad2	0	1.5445799122923702	2.47628364786902	4.3066813276181	4.73053949987994
NM_009911	Cxcr4	0	1.54591379035661	2.09425240351925	2.54121019908338	2.7262163871472698
NM_173036	Gpr97	0	1.5506097243024999	1.7001185629245001	2.28525004774639	2.57386611726354
NM_008611	Mmp8	0	1.55090722502316	2.0750414539948503	3.49533721355895	4.4555860070457
NM_133962	Arhgef18	0	1.55096620644111	2.8858037547447206	3.2198199420113798	4.07309029904812
NM_001079686	Syne1	0	1.5516511621371898	2.30572060974675	3.1118555401100703	3.60271268299033
NM_008737	Nrp1	0	1.5526943805633797	1.46350780250736	2.0131667887166698	2.04744970028339
NR_027666	Fcrla	0	1.5581006121204999	1.81314149409942	2.6445655962959997	2.97772125454613
NM_001014995	Fam189b	0	1.56044157233462	3.16041969769956	2.8381690215254105	3.04130841805717
NM_205820	Tlr13	0	1.5609927359251299	1.5164678732430101	2.9422154339613598	3.54225625929647
NM_013831	Pstpip2	0	1.56181850551636	1.59279325444792	1.73222686550677	2.26454210217713
NM_080575	Acss1	0	1.5623381176986	2.6772871541220002	2.93356216376118	3.69876753029654
NM_133221	Slc8b1	0	1.5632249545142298	2.1780027954488603	2.1898301948619596	2.8900427672763502
NM_010730	Anxa1	0	1.56348878339831	2.07630914091941	3.33631829246866	3.94152113451979
NM_001162477	Gab2	0	1.56366228030105	1.6327830875920502	1.71765611692487	2.2595515846514105
NM_001163396	Evl	0	1.56630934778694	2.48398376739122	2.11031945731088	2.1173047743363704
NM_001109657	Gas7	0	1.5666277107508102	1.9416910589238603	2.67662905023943	3.05143995820575
NM_016894	Ramp1	0	1.5666657755624598	2.2722940634211803	3.0418835860282405	4.08065073706738
NM_183249	Wfdc21	0	1.5685732456730102	1.69679833670467	2.6350090730963798	3.39226384019773
NM_001081211	Ptafr	0	1.57275223114395	1.68923404625164	2.04393858208261	2.73462556546224
NM_021297	Tlr4	0	1.5731692354461202	1.7422450468808999	2.88273297741046	3.0857731006816103
NM_011804	Creg1	0	1.5744086109773898	1.68747753950997	1.78923571595653	2.3049524279400897
NM_001199283	Slc43a2	0	1.5745259309002098	2.2559126348989302	2.83209292513236	3.3103619105889397
NM_175511	Fam78a	0	1.5754163687327	2.5529329316412204	2.57717731681915	2.7981158742001897
NM_010559	Il6ra	0	1.5755467787980602	2.36925094193615	3.0029110475183303	2.85802748262998
NM_011313	S100a6	0	1.57624585260404	1.9554412812661002	3.2200607996136803	4.23842139710652
NM_009127	Scd1	0	1.57663960320539	1.06974306745095	2.35151355667146	2.35924429170396
NM_001170333	Clec4a2	0	1.5806482300848501	2.49306477039515	3.59447798115523	5.52900685796775
NM_026514	Cdc42ep3	0	1.5807174286509198	1.41626051183884	2.15017292251778	2.15971226113916
NM_011035	Pak1	0	1.58239340982923	1.5941773477380299	2.2822663769365	2.3843597316044103
NM_010127	Pou6f1	0	1.58365809445399	2.05734526930415	1.99525677476137	3.1746607224457
NM_133977	Trf	0	1.5841380247685302	2.33621172819955	3.91817949891562	4.218753195649709
NM_001111096	Lyn	0	1.5861946928659498	2.02681181429397	2.7820766809396296	3.0248427807021296
NM_017370	Hp	0	1.59124088607497	1.96546763664776	2.73669814326731	3.4087691003695695
NM_010266	Gda	0	1.5948405106410501	1.98268938002623	3.13861690565742	3.59692508319071
NM_001113460	Tec	0	1.59564681959788	1.99468413788022	2.3232549510753397	2.6177130196840803
NM_009369	Tgfbi	0	1.59640941139696	2.3183207146169402	4.13678892148508	5.60605025275584
NM_001033308	Themis2	0	1.5965896817480099	1.75279621214744	2.3560601541228796	2.2077131760963797
NM_007681	Cenpa	0	1.59840109562468	2.0146175973608798	1.95308790872011	1.8534923833983898
NM_198664	Tbc1d2	0	1.59886541004549	1.10266744336243	1.7927919640802699	2.32363516872815
NM_133185	Rogdi	0	1.5991478234794099	1.20153040852002	2.19206426561773	1.80034945824938
NM_207131	Cebpe	0	1.6001557604739698	2.1384868368748	3.1085258102326803	3.4617614877072103
NM_010497	Idh1	0	1.60181618134047	2.04658184109364	2.92844190724137	3.01964827254291
NM_001081326	Agl	0	1.6027766678666202	1.7146560191839701	2.48363851191317	2.7442070347691803
NM_001177845	Tirap	0	1.60506891381894	1.91036039939828	2.04666656802949	2.24977969052125
NM_001005865	Mtus1	0	1.60558750656124	2.5909232227314303	4.01869635521892	5.20695530937565
NM_021406	Trem1	0	1.6062767828994298	2.10018372443587	2.7029818243091297	4.26707833428172
NM_010407	Hck	0	1.60837542861419	1.5644169958071799	2.06979509197693	2.42183322451671
NM_010828	Cited2	0	1.6130297464363799	1.9741373256028798	2.1364572919292	2.33688155650102
NM_144830	Tmem106a	0	1.61601241267014	1.5068692069802099	2.4076987716561002	1.735959617305
NM_010734	Lst1	0	1.6167425972620901	2.13127769413286	2.6911764666827	3.29659343872423
NM_177632	Fam43a	0	1.61773578890383	2.5586613985460898	3.1999028138211805	2.9422306776509903
NM_011723	Xdh	0	1.6199965235820601	1.9412316771623	2.7036794627684997	3.34655225232517
NM_172514	Tmem71	0	1.62234509576094	3.24451911063934	3.8028538855676097	5.12418179621659
NM_177204	Strip2	0	1.62358977140554	0.9494343302172321	1.8331426750068798	2.37177487394213
NM_026405	Rab32	0	1.62541660840689	2.1012188491158996	2.66414462711802	2.7791488227463104
NM_011703	Vipr1	0	1.6257598016559398	3.26087210241168	3.24544812871011	4.1879487759535
NM_207237	Man1c1	0	1.6282817973577401	2.20731372680256	3.24454516011994	3.9602176899086294
NM_008491	Lcn2	0	1.6316263070637398	1.85619995286644	2.6420272436487	3.5098023882739504
NM_030691	Igsf6	0	1.6327641393242902	2.0763256815101103	2.69392895764675	2.9948964709786297
NM_009656	Aldh2	0	1.63436173290381	2.23430327981125	3.09684602268457	3.3502493550956203
NM_001033339	Mmp25	0	1.63472602337068	1.42403579325683	2.23277932107467	2.21272064508249
NM_026316	Aldh3b1	0	1.63630803975919	1.85013105463321	3.20070677058849	3.9571209637164504
NM_170758	Cd300a	0	1.64053049837697	2.09525805855207	2.8674155742895095	3.69467705180394
NM_001038653	Slc16a3	0	1.64520070677043	1.72400336380797	2.00316795593282	1.61246577928482
NM_001166375	March1	0	1.64642796970902	1.4660492053035399	2.7065631358181	2.9438133606233596
NM_172771	Dmxl2	0	1.6485679425453899	1.91949971686905	2.74543486480284	3.71642638978065
NM_173437	Nav1	0	1.64871615233247	1.32225492754292	2.1602790712571998	1.69612961142663
NM_010130	Emr1	0	1.65028240708697	2.2671897023394103	3.78504940635683	4.22528104550764
NM_010208	Fgr	0	1.65308320205096	1.88457806632802	2.7618337379773803	3.3977297596271496
NM_001082960	Itgam	0	1.65438626493948	2.0023949872087403	3.0008132072204705	3.84192225742917
NM_019866	Spib	0	1.6567447509563797	1.3220074354869198	2.20294353238585	2.48807454563227
NM_009909	Cxcr2	0	1.6576781260670301	2.09706225312754	3.41203113989068	4.75826177982791
NM_008331	Ifit1	0	1.659300567904	0.863714002095693	1.24206844394728	2.2055393823049703
NM_172696	Inadl	0	1.66287988262401	2.4289617860801203	2.23746712917523	2.4735549653545097
NM_007832	Dck	0	1.6633481708409898	2.27128582065141	2.4703434104245896	2.47897086777562
NR_027894	A930005H10Rik	0	1.6648190782977599	2.64252191310651	2.96080598557558	3.67612214162149
NM_007421	Adssl1	0	1.6655407414166001	2.11413253601607	3.0707812775163696	3.7469370216592
NM_001173550	C5ar1	0	1.6705205109639099	2.0954395489341797	3.11259481001706	3.81947427410556
NM_010877	Ncf2	0	1.67289700618666	2.23683028475131	3.5268749852430896	3.5301100532952594
NM_009663	Alox5ap	0	1.6754800489699	2.22228722843393	3.6459384628965497	4.40636334744956
NM_010819	Clec4d	0	1.67701862027774	2.04221771852378	3.16292886879954	3.80857882685488
NM_028595	Ms4a6c	0	1.67729252231287	2.40000194903344	2.82853620862764	3.2928525235779906
NM_007945	Eps8	0	1.67845247069365	2.00944076317327	2.95733654589602	3.49887627807355
NM_007520	Bach1	0	1.6830016216557397	1.86096052379069	1.8029956671236298	2.29965898788222
NM_026779	Mocos	0	1.68354321637413	1.76912893143671	3.02694611446094	3.45436161877145
NM_008685	Nfe2	0	1.6836152631146801	1.84386679139826	2.33895332810502	2.93824191103041
NM_001206369	Gsn	0	1.6859389671576201	2.19847767826329	2.90621474154895	3.45153735627117
NM_153550	Dirc2	0	1.68766141999966	2.45440445965747	2.7449903034724503	2.9600844840762996
NM_153104	Phospho1	0	1.68879316658624	2.47356442161676	3.4517743059542596	4.1685872023086
NM_001198794	AB124611	0	1.69426022727582	2.42291801047033	3.4123852536137904	3.52394100183319
NM_001082547	Gm5483	0	1.6994808599425602	1.42733608373678	2.51103922161434	3.6793404077812
NM_009667	Ampd3	0	1.6997057524901298	2.54186605773388	3.43699679693965	4.451175550778849
NM_175454	Hid1	0	1.6999052256951002	2.20178133405479	2.29521269216011	2.7837038159125096
NM_011361	Sgk1	0	1.7004710418932198	2.20219197605829	2.40761686273516	2.7620167299640697
NM_019946	Mgst1	0	1.70215046814389	1.7115635015747	2.8222240778955197	3.2320829194870604
NM_031159	Apobec1	0	1.7035957541287	2.0757609136269	2.89685047678946	2.94167794228279
NM_011175	Lgmn	0	1.70524681111154	1.66354482315095	2.5621875573730897	2.21783006218722
NM_001163761	6430548M08Rik	0	1.7084628520843301	2.07416386296881	3.1496463033701003	3.81992953891168
NM_001198823	App	0	1.7085537959173798	1.70871946485122	2.1994544955279105	2.3576869887133904
NM_053214	Myo1f	0	1.70882410475944	2.04762334114581	2.9213369134863596	3.4366852791616296
NM_178045	Rassf4	0	1.70936544568057	1.9177701544919101	2.93719084646031	2.9274283744355296
NM_011375	St3gal5	0	1.7094769220231298	2.05137048354804	2.81092816668349	2.4460101988355403
NM_010111	Efnb2	0	1.7109656968308702	1.04608569255581	1.3462621980127298	2.24109283169234
NM_133914	Rasa4	0	1.71168801963944	1.4598903483923602	2.13084938851263	1.4098032822347502
NM_145375	Tm6sf1	0	1.71246521899319	1.67687171303188	2.49917146599887	2.6794134764802005
NM_001093766	Myadm	0	1.7146595831745401	1.3333248080193503	2.10907871226811	1.88601584315347
NM_008175	Grn	0	1.71565760579405	2.1170542878620298	2.73240171679425	3.0746426663557003
NM_025730	Lrrk2	0	1.7168226057166498	2.05572656583917	2.7026627908345895	2.6001153346567203
NM_009402	Pglyrp1	0	1.71730418830921	1.83319796082298	2.74029738040042	3.8040864171595903
NM_146251	Pnpla7	0	1.7181882976985299	2.47724245557995	2.19609012884255	2.8882308791204
NM_001289645	Pxylp1	0	1.72072067368664	2.0231073644666897	2.93719668164496	2.44267212277151
NM_007782	Csf3r	0	1.7210749686948401	2.41960011076884	3.30751612237582	4.32268519219316
NM_008519	Ltb4r1	0	1.72334472651771	1.78412150804913	2.98830672363048	3.7254485816302205
NM_178111	Trp53inp2	0	1.72371711013954	1.69503101136167	2.04954994642776	2.17699638269012
NM_025972	Naaa	0	1.7238531146398899	2.09273505160029	3.66487864548227	3.4720334830452204
NM_010229	Flt3	0	1.7246689737288898	0.855914686897696	2.02545583003019	1.9122921384687501
NM_007781	Csf2rb2	0	1.7259912213567001	1.7079383885589998	2.08565920128232	1.9136769383104097
NM_031874	Rab3d	0	1.7267976954909798	2.04770516552318	2.9576493688987497	3.6852321877996896
NM_001271599	Sort1	0	1.7276421838284701	2.1994271052087004	2.9738682239290397	3.6652409570632303
NM_011414	Slpi	0	1.7277117057999398	2.32025105304388	3.2222928504331296	3.84862171063377
NM_133685	Rab31	0	1.72799299941047	1.97206495585351	2.85965818053127	3.1381353015849602
NM_007655	Cd79a	0	1.72841256329323	1.47936317698945	2.22958360703055	2.38656635366258
NM_027222	Mzb1	0	1.73225423380089	1.43800219792366	1.79960435643197	2.0443811641709
NM_007836	Gadd45a	0	1.7345925192613199	2.18891097923363	2.29946624418954	2.2963133443129102
NM_174851	Ifnlr1	0	1.7355293367126399	1.9183678052614799	3.59612979789507	3.27426884660295
NM_010188	Fcgr3	0	1.7361488234731102	2.07144460234004	3.1226904826042996	3.8589432839731903
NM_001146060	Als2cl	0	1.73919297906479	3.4488970366154903	2.9850795413820697	3.36189687456331
NM_172285	Plcg2	0	1.74121490478486	1.79850506037054	2.40769075530592	2.25057308850712
NM_178119	Agap1	0	1.74275999024286	1.61887404609915	3.4952037958685898	2.89658536682485
NM_013482	Btk	0	1.7427607689846798	1.7476520797626103	1.93250973663335	2.0254367375493003
NM_013521	Fpr1	0	1.74413503873144	1.81477152583913	2.4175915156704	2.7385087475803798
NM_026414	Asprv1	0	1.74447176909687	2.00868149955273	2.7627993114290805	3.66651005704554
NM_007403	Adam8	0	1.74744603058888	1.93157872721661	2.6298664304309396	2.82917424274878
NM_020008	Clec7a	0	1.7483267464873502	1.3703687253440702	2.49315016939392	2.90687166075391
NM_023117	Cdc25b	0	1.7493351499284597	2.64538261851177	3.1126574829289706	3.4499932880453503
NM_010185	Fcer1g	0	1.75116935595707	1.9838201812360001	2.43107910478594	3.12295268544325
NM_145827	Nlrp3	0	1.7518354535251999	1.71556686992352	2.51531360493294	2.9108333946274603
NM_016917	Slc40a1	0	1.75358284935303	2.3211836328386	3.52155703706321	4.84942023783486
NM_177068	Olfml2b	0	1.75502749976237	1.77736397836182	3.04355000667708	4.45225409038865
NM_010442	Hmox1	0	1.75628986437635	1.79468765547721	2.10100177348371	2.32919632630286
NM_009844	Cd19	0	1.76194622051592	1.70750676685983	2.17540936076127	1.82565844965196
NM_001242368	F10	0	1.76396134227515	1.67110221076641	2.65515855543414	2.77837098943916
NM_008245	Hhex	0	1.76503759808119	2.3378340211069704	2.18211072662951	2.9228468118805098
NM_181596	Retnlg	0	1.78954061618758	3.1246728929328103	6.3119146056025	8.36318254839357
NM_138301	Trpm2	0	1.79056505892609	2.22148261369622	3.07841350786847	2.96467285173479
NM_177083	B430306N03Rik	0	1.79111400446781	2.15683048728305	3.49293556147246	4.171808641282
NM_025491	Susd3	0	1.79249394072225	2.11004054109145	2.40883016528949	3.36402073839227
NM_026985	Mcemp1	0	1.7927790773910002	2.03761995438624	2.77581995043585	3.71567829839616
NM_213614	Sept5	0	1.7929676552600902	2.23136221343719	3.35234367014382	3.9808079562886296
NM_001039186	Ceacam1	0	1.7949236414465701	2.22605022343428	3.6096836725227797	4.22706891555197
NM_145133	Tifa	0	1.7972957764458102	1.7321760852937902	2.15504799597527	2.01679423438153
NM_183115	Ccdc125	0	1.80698135201383	2.31838490245003	3.0531036739576503	3.3635929680476497
NM_013739	Dok3	0	1.80776769608128	2.46919060974077	3.73997404290166	3.84874731269249
NM_011338	Ccl9	0	1.8122230401634198	1.9120357961672398	2.36662177082461	2.7433827120528704
NM_181547	Nostrin	0	1.8129213649100802	0.8487090532291558	2.11640786326702	2.34252729701987
NM_172938	Scml4	0	1.81764073521415	4.1183524546209	3.2694521358819904	5.532992610918139
NM_020589	Zfp467	0	1.8215965453455703	2.3119278832314705	2.72316329749462	2.95855715381961
NM_013515	Stom	0	1.8222234719878403	1.90259748256046	2.95460674693988	3.17120336387437
NM_021407	Trem3	0	1.82319883211882	2.45489476041585	3.0911383874549	4.010047043697471
NM_001002842	Pram1	0	1.8238995233342201	2.33495658840807	3.21255152806137	3.8515184739429302
NM_011994	Abcd2	0	1.82526351449036	2.49348339184819	4.60954195774857	5.35372570089046
NM_010194	Fes	0	1.8259215569708502	2.24161936936474	3.0892498187802797	3.14164790101915
NM_001164184	Lsr	0	1.82717159804031	2.14491416242578	2.14867619852776	2.2102356928533102
NM_009782	Cacna1e	0	1.8294745067903102	2.29400337522948	3.2596174201890897	2.49143569236523
NM_178149	Pik3ip1	0	1.83014164933732	3.87146895796211	3.65262967180282	5.21278874016126
NM_007547	Sirpa	0	1.83278643871593	2.1125477257852303	3.0633299707774504	3.23159249599116
NM_029796	Lrg1	0	1.8371137796656498	2.2812606734834797	3.1708673713127897	4.64086712131979
