id	chr_name	start	end	chromosome_id	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_100um_k99a	id_100um_k99a	tag_count_10um_pcc	id_10um_pcc
2139	chr7	29814711	29817315	8	177.2	2139	145.2	3213.0	163.8	2462.0	194.5	706.0	139.2	1973.0
2140	chr7	127193618	127196850	8	177.2	2140	154.4	2811.0	163.3	2483.0	128.9	1761.0	150.2	1655.0
2143	chr10	80405550	80408110	9	177.2	2143	145.2	3223.0	141.0	3476.0	112.0	2430.0	141.5	1904.0
2144	chr11	74720621	74724083	13	177.2	2144	97.6	7085.0	156.9	2736.0	117.1	2212.0	130.0	2313.0
2145	chr11	88714669	88718159	13	177.2	2145	131.8	3989.0	166.5	2384.0	99.0	3196.0	150.8	1649.0
2146	chr11	102879535	102882343	13	177.2	2146	133.5	3885.0	153.7	2868.0	124.4	1920.0	122.5	2650.0
2147	chr11	115461843	115465583	13	177.2	2147	212.8	1341.0	208.5	1421.0	159.5	1105.0	160.6	1437.0
2148	chr14	20345835	20349065	11	177.2	2148	162.7	2486.0	161.9	2539.0	52.6	9376.0	65.9	8480.0
2149	chr14	30623792	30627156	11	177.2	2149	153.5	2864.0	187.5	1814.0	78.6	5086.0	90.7	5012.0
2150	chr15	81397049	81400685	16	177.2	2150	116.8	5134.0	160.6	2599.0	56.6	8496.0	138.6	2000.0
2152	chr1	171680877	171683155	1	176.6	2152	199.4	1556.0	184.8	1860.0	197.4	676.0	115.0	3037.0
2153	chr1	173877135	173880865	1	176.6	2153	206.9	1431.0	178.8	2009.0			106.3	3579.0
2155	chr4	46533078	46536114	5	176.6	2155	181.9	1906.0	174.3	2136.0	129.5	1730.0	117.8	2875.0
2156	chr4	138303721	138306415	5	176.6	2156	125.1	4406.0	122.7	4628.0	73.0	5803.0	112.1	3216.0
2157	chr6	83773543	83776335	7	176.6	2157	201.1	1533.0	158.3	2665.0	133.5	1628.0	150.2	1653.0
2159	chr9	40802017	40806399	12	176.6	2159	83.4	8840.0	109.5	5847.0	127.2	1818.0	149.0	1695.0
2160	chr9	108093631	108096237	12	176.6	2160	181.9	1908.0	176.1	2090.0	121.0	2047.0	141.5	1902.0
2161	chr10	44456618	44460068	9	176.6	2161	148.5	3055.0	171.1	2259.0	115.9	2256.0	143.8	1823.0
2163	chr11	119086211	119090193	13	176.6	2163	164.4	2421.0	215.8	1305.0	130.6	1705.0	136.3	2075.0
2164	chr11	120457344	120460480	13	176.6	2164	135.2	3788.0	125.9	4407.0	117.6	2186.0	130.5	2290.0
2165	chr12	71134581	71138217	15	176.6	2165	156.9	2708.0	179.7	1981.0	65.6	6897.0	77.4	6614.0
2166	chr12	80643848	80646894	15	176.6	2166	231.9	1112.0	264.1	810.0	149.3	1267.0	190.6	993.0
2168	chr15	103240795	103244339	16	176.6	2168	106.0	6210.0	165.6	2409.0	125.0	1905.0	157.7	1507.0
2170	chr18	24652512	24654854	20	176.6	2170	160.2	2581.0	146.4	3196.0	104.6	2817.0	104.0	3792.0
2171	chr18	60499825	60502333	20	176.6	2171	182.7	1901.0	165.1	2425.0	145.9	1330.0	168.1	1306.0
2172	chr19	4230234	4233534	21	176.6	2172	115.1	5306.0	128.2	4243.0	139.7	1463.0	142.1	1886.0
2175	chr2	30807076	30810258	2	176.0	2175	141.8	3356.0	129.1	4153.0	68.4	6391.0	101.7	3951.0
2176	chr3	108561955	108564313	4	176.0	2176	191.9	1691.0	179.7	1971.0	136.3	1553.0	124.2	2548.0
2177	chr3	144716373	144720231	4	176.0	2177	153.5	2840.0	183.8	1880.0	138.6	1490.0	150.2	1651.0
2178	chr4	35155228	35157410	5	176.0	2178	187.7	1785.0	181.1	1943.0	110.8	2471.0	111.5	3260.0
2179	chr7	35394465	35397573	8	176.0	2179	132.7	3922.0	161.5	2550.0	111.4	2449.0	116.1	2982.0
2180	chr7	101346563	101349795	8	176.0	2180	186.9	1810.0	185.2	1854.0	141.4	1421.0	151.3	1625.0
2181	chr8	9976742	9981078	10	176.0	2181	184.4	1854.0	104.9	6309.0	99.5	3144.0	124.2	2557.0
2183	chr9	7184107	7187525	12	176.0	2183	151.0	2940.0	177.0	2062.0	57.7	8229.0	131.1	2270.0
2184	chr10	41476219	41478463	9	176.0	2184	219.4	1263.0	223.1	1206.0	122.2	1996.0	145.0	1794.0
2185	chr12	40218919	40223055	15	176.0	2185	111.8	5603.0	166.1	2395.0	121.6	2028.0	133.4	2174.0
2186	chr12	112617419	112621561	15	176.0	2186	120.1	4836.0	146.0	3225.0	128.4	1786.0	136.9	2055.0
2187	chr13	45964299	45967111	14	176.0	2187	180.2	1941.0	179.7	1983.0	90.5	3873.0	120.1	2764.0
2190	chr16	87493378	87496672	17	176.0	2190	107.6	6047.0	167.4	2366.0	73.0	5849.0	57.8	10056.0
2192	chr19	45013996	45017430	21	176.0	2192	184.4	1863.0	182.9	1917.0	138.0	1514.0	114.4	3101.0
2193	chr1	193171945	193175385	1	175.4	2193	14.2	27863.0	122.3	4664.0			156.0	1526.0
2194	chr2	60210162	60213584	2	175.4	2194	151.8	2899.0	187.5	1807.0	128.9	1752.0	164.1	1368.0
2196	chr4	42948370	42952298	5	175.4	2196	63.4	12070.0	142.8	3380.0	65.0	6934.0	119.6	2772.0
2197	chr5	32851568	32854378	6	175.4	2197	141.0	3413.0	161.0	2565.0	135.7	1568.0	149.0	1691.0
2198	chr6	24526022	24528876	7	175.4	2198	173.5	2111.0	137.8	3654.0	85.4	4285.0	113.2	3152.0
2200	chr10	76032038	76036466	9	175.4	2200	93.4	7549.0	156.5	2753.0	54.3	8949.0	132.3	2216.0
2201	chr10	89442910	89445004	9	175.4	2201	187.7	1795.0	206.7	1460.0	136.3	1559.0	132.3	2218.0
2202	chr13	75838902	75841350	14	175.4	2202	193.6	1671.0	158.8	2654.0	130.1	1722.0	135.2	2111.0
2203	chr14	76008400	76011768	11	175.4	2203	141.8	3392.0	142.8	3395.0	100.7	3083.0	145.0	1800.0
2204	chr1	136125806	136130838	1	174.7	2204	156.9	2685.0	167.9	2347.0	136.3	1551.0	136.3	2062.0
2206	chr2	60380965	60384219	2	174.7	2206	190.2	1720.0	148.7	3075.0	121.0	2036.0	132.3	2204.0
2207	chr4	108298698	108302546	5	174.7	2207	121.0	4734.0	150.5	2994.0	104.1	2835.0	124.2	2549.0
2208	chr4	132506089	132510423	5	174.7	2208	64.2	11936.0	121.3	4739.0	109.7	2536.0	167.5	1309.0
2209	chr4	154140084	154142956	5	174.7	2209	191.1	1707.0	188.0	1800.0	74.1	5628.0	115.0	3042.0
2210	chr4	155868097	155870805	5	174.7	2210	171.0	2196.0	176.1	2086.0	145.3	1336.0	119.6	2774.0
2211	chr6	11905953	11909005	7	174.7	2211	137.7	3616.0	109.5	5841.0	73.5	5722.0	76.2	6748.0
2216	chr10	52379657	52382669	9	174.7	2216	141.0	3436.0	161.5	2555.0	69.0	6348.0	112.1	3228.0
2217	chr10	80115839	80118777	9	174.7	2217	155.2	2778.0	146.9	3170.0	101.8	3004.0	125.3	2492.0
2218	chr10	91166962	91170678	9	174.7	2218	135.2	3781.0	149.2	3064.0	104.1	2855.0	130.0	2312.0
2219	chr10	93887385	93891123	9	174.7	2219	154.4	2815.0	167.9	2356.0	67.3	6608.0	115.5	3025.0
2220	chr11	58102640	58106252	13	174.7	2220	160.2	2575.0	156.9	2735.0	59.9	7842.0	73.9	7129.0
2221	chr13	8868567	8872093	14	174.7	2221	166.0	2354.0	168.8	2326.0	137.4	1530.0	156.0	1535.0
2222	chr13	111804138	111808274	14	174.7	2222	140.2	3494.0	182.5	1925.0	135.2	1587.0	157.7	1505.0
2223	chrX	7569450	7573470	3	174.7	2223	164.4	2432.0	159.2	2641.0	117.6	2195.0	127.1	2425.0
2224	chrX	74242120	74248050	3	174.7	2224	185.2	1846.0	164.7	2438.0	119.3	2119.0	105.1	3696.0
2230	chr7	118127365	118131167	8	174.1	2230	156.0	2732.0	177.5	2046.0	114.2	2332.0	129.4	2328.0
2231	chr8	91069061	91073881	10	174.1	2231	159.4	2598.0	86.7	8463.0	105.2	2774.0	56.6	10263.0
2234	chr10	22147322	22151120	9	174.1	2234	179.4	1964.0	185.2	1856.0	99.5	3146.0	110.9	3317.0
2235	chr10	80826976	80829448	9	174.1	2235	149.3	3020.0	135.5	3793.0	99.0	3193.0	146.1	1761.0
2236	chr11	77512085	77514837	13	174.1	2236	184.4	1858.0	173.8	2165.0	87.7	4105.0	102.8	3874.0
2238	chr13	74806129	74809803	14	174.1	2238	167.7	2293.0	158.8	2653.0	86.5	4213.0	132.9	2193.0
2239	chr15	81585718	81589312	16	174.1	2239	206.1	1454.0	209.4	1402.0	155.5	1163.0	143.3	1848.0
2240	chr17	25790339	25793229	18	174.1	2240	176.0	2066.0	174.7	2131.0	123.9	1945.0	122.5	2655.0
2241	chr18	36677763	36680561	20	174.1	2241	141.8	3401.0	130.0	4121.0	50.9	9784.0	110.9	3335.0
2242	chr19	6013430	6016990	21	174.1	2242	188.6	1780.0	156.5	2760.0	116.5	2240.0	121.9	2691.0
2244	chr1	184843986	184847068	1	173.5	2244	172.7	2128.0	142.8	3377.0	120.5	2055.0	122.5	2639.0
2245	chr2	32235310	32237836	2	173.5	2245	183.6	1864.0	192.1	1710.0	125.6	1863.0	161.2	1419.0
2247	chr2	152292421	152295967	2	173.5	2247	129.3	4099.0	121.8	4692.0	139.1	1468.0	63.0	8936.0
2249	chr4	62358824	62361734	5	173.5	2249	173.5	2109.0	165.1	2415.0	62.2	7395.0	77.4	6583.0
2251	chr6	106768356	106771130	7	173.5	2251	131.0	4023.0	137.3	3683.0	73.5	5727.0	91.3	4926.0
2252	chr6	122309137	122312149	7	173.5	2252	161.9	2507.0	174.3	2139.0	117.1	2207.0	149.6	1671.0
2253	chr6	134926520	134930282	7	173.5	2253	305.4	615.0	437.9	244.0	84.8	4349.0	104.0	3750.0
2254	chr7	75847518	75850656	8	173.5	2254	211.1	1371.0	191.6	1720.0	87.7	4088.0	143.8	1819.0
2256	chr8	105936892	105939338	10	173.5	2256	166.9	2316.0	161.0	2569.0	119.9	2081.0	125.9	2465.0
2258	chr10	89744591	89748759	9	173.5	2258	60.1	12787.0	121.3	4747.0	93.3	3640.0	116.7	2951.0
2259	chr11	118418286	118420746	13	173.5	2259	128.5	4185.0	146.0	3223.0	127.2	1822.0	123.6	2600.0
2260	chr15	79400307	79404559	16	173.5	2260	186.1	1827.0	162.4	2516.0	161.7	1077.0	61.8	9218.0
2261	chr16	45404751	45408627	17	173.5	2261	114.3	5381.0	151.0	2988.0	54.9	8859.0	153.7	1583.0
2262	chr17	33681938	33684654	18	173.5	2262	188.6	1777.0	255.0	887.0	150.4	1247.0	108.6	3460.0
2263	chr17	47920610	47923828	18	173.5	2263	143.5	3305.0	183.8	1887.0	139.1	1484.0	142.1	1885.0
2265	chr2	153160409	153164595	2	172.9	2265	100.1	6756.0	116.3	5163.0	48.1	10340.0		
2266	chr5	3799367	3802463	6	172.9	2266	114.3	5334.0	155.1	2795.0	108.0	2622.0	118.4	2837.0
2267	chr5	114921136	114924472	6	172.9	2267	258.6	881.0	172.4	2207.0	108.0	2623.0	67.0	8214.0
2268	chr6	7845325	7848765	7	172.9	2268	166.0	2337.0	156.9	2731.0	40.7	12344.0	149.6	1669.0
2269	chr6	38531973	38535941	7	172.9	2269	164.4	2408.0	73.9	10274.0	50.9	9711.0	78.0	6515.0
2270	chr6	125265206	125268002	7	172.9	2270	112.6	5496.0	245.4	973.0	99.0	3183.0	227.0	642.0
2271	chr7	3645990	3648870	8	172.9	2271	191.1	1710.0	129.1	4167.0	104.1	2843.0	138.6	1992.0
2272	chr8	83608585	83612287	10	172.9	2272	113.5	5433.0	149.6	3034.0	108.6	2601.0	102.2	3920.0
2275	chr16	4683073	4686537	17	172.9	2275	139.3	3540.0	138.2	3644.0	115.9	2265.0	177.9	1160.0
2277	chr16	92059232	92063090	17	172.9	2277	69.2	11134.0	169.7	2301.0	124.4	1924.0	156.5	1524.0
2278	chr18	70528191	70531947	20	172.9	2278	159.4	2615.0	217.6	1275.0	149.3	1271.0	178.5	1148.0
2279	chr3	87764101	87769487	4	172.3	2279	85.1	8583.0	99.9	6834.0	44.1	11371.0	97.0	4377.0
2280	chr3	95159449	95161359	4	172.3	2280	195.2	1624.0	169.7	2290.0	93.3	3618.0	94.2	4633.0
2282	chr4	134912880	134916494	5	172.3	2282	201.9	1514.0	183.4	1893.0	138.0	1506.0	131.1	2261.0
2283	chr8	34804271	34806853	10	172.3	2283	285.3	717.0	330.3	490.0	100.7	3065.0	145.0	1791.0
2284	chr10	79703815	79707037	9	172.3	2284	128.5	4173.0	163.3	2485.0	93.9	3587.0	141.5	1903.0
2285	chr10	80622987	80626039	9	172.3	2285	155.2	2779.0	146.9	3171.0	103.5	2884.0	105.1	3677.0
2287	chr13	104176051	104179573	14	172.3	2287	107.6	6039.0	117.2	5100.0	33.4	14817.0	9.82	31219.0
2289	chr15	100727549	100729621	16	172.3	2289	195.2	1636.0	172.0	2226.0	126.1	1858.0	136.3	2081.0
2290	chr2	32360503	32364187	2	171.7	2290	198.6	1566.0	198.0	1596.0	55.4	8647.0	69.3	7804.0
2291	chr2	129128773	129131301	2	171.7	2291	163.5	2435.0	167.9	2348.0	127.8	1794.0	133.4	2165.0
2293	chr3	97765819	97768399	4	171.7	2293	206.1	1443.0	182.0	1927.0	130.1	1711.0	159.4	1455.0
2294	chr4	48471369	48474687	5	171.7	2294	177.7	2002.0	168.3	2333.0	121.6	2017.0	151.3	1621.0
2295	chr4	115826462	115830704	5	171.7	2295	207.7	1425.0	117.7	5020.0	158.9	1111.0	109.8	3379.0
2298	chr7	27354747	27358133	8	171.7	2298	172.7	2140.0	203.5	1508.0	110.3	2509.0	127.1	2412.0
2299	chr9	88546714	88549360	12	171.7	2299	177.7	2013.0	171.1	2258.0	130.1	1716.0	105.1	3675.0
2301	chr10	79994460	79997712	9	171.7	2301	254.5	908.0	226.7	1156.0	106.3	2713.0	149.6	1678.0
2303	chr11	69893440	69897056	13	171.7	2303	146.0	3184.0	164.2	2443.0	128.9	1766.0	120.1	2758.0
2305	chr11	116076390	116080380	13	171.7	2305	225.3	1182.0	200.7	1557.0	109.7	2550.0	105.1	3680.0
2306	chr12	76254287	76256445	15	171.7	2306	179.4	1968.0	174.3	2147.0	108.0	2635.0	139.8	1956.0
2307	chr17	15395217	15397619	18	171.7	2307	175.2	2084.0	159.2	2640.0	119.9	2095.0	121.3	2716.0
2308	chr17	85089137	85091445	18	171.7	2308	157.7	2677.0	166.1	2400.0	84.3	4457.0	139.8	1963.0
2310	chr4	155065959	155068353	5	171.0	2310	145.2	3206.0	154.6	2814.0	133.5	1627.0	142.7	1857.0
2311	chr5	138254843	138258001	6	171.0	2311	179.4	1955.0	179.7	1974.0	86.0	4239.0	97.0	4383.0
2313	chr7	102563759	102566099	8	171.0	2313	137.7	3626.0	137.3	3686.0	91.1	3808.0	45.6	12820.0
2314	chr7	127205053	127207725	8	171.0	2314	169.4	2238.0	188.9	1782.0	109.2	2573.0	124.2	2556.0
2315	chr8	104629436	104633294	10	171.0	2315	178.5	1987.0	171.5	2233.0	78.6	5068.0	114.4	3083.0
2316	chr8	105223954	105226796	10	171.0	2316	141.8	3379.0	124.1	4546.0	105.8	2741.0	116.7	2947.0
2317	chr9	95509552	95512552	12	171.0	2317	171.9	2172.0	169.7	2298.0	109.7	2542.0	76.2	6768.0
2318	chr11	4703234	4706104	13	171.0	2318	167.7	2289.0	174.3	2143.0	135.7	1572.0	64.7	8653.0
2319	chr11	98585584	98589018	13	171.0	2319	150.2	2980.0	159.7	2625.0	131.2	1688.0	158.3	1493.0
2320	chr11	106159947	106164245	13	171.0	2320	163.5	2455.0	375.0	356.0	73.5	5758.0	67.0	8258.0
2321	chr12	116282167	116285435	15	171.0	2321	210.3	1393.0	182.0	1932.0	111.4	2455.0	116.7	2960.0
2322	chr14	21075390	21080220	11	171.0	2322	138.5	3583.0	153.7	2871.0	44.7	11310.0	131.1	2277.0
2323	chr14	64947624	64951076	11	171.0	2323	172.7	2149.0	170.2	2286.0	66.7	6714.0	138.6	1998.0
2324	chr18	37953639	37956319	20	171.0	2324	186.9	1818.0	172.9	2202.0	100.7	3090.0	105.1	3693.0
2325	chrX	107087751	107094189	3	171.0	2325	181.0	1926.0	254.6	890.0	110.8	2493.0	54.9	10706.0
2326	chr1	36068570	36071620	1	170.4	2326	196.9	1597.0	176.1	2082.0	131.8	1659.0	123.0	2606.0
2327	chr1	44118199	44120673	1	170.4	2327	205.2	1457.0	180.2	1962.0	106.9	2673.0	119.0	2800.0
2328	chr1	58795079	58798547	1	170.4	2328	161.9	2494.0	180.7	1956.0	102.9	2904.0	147.9	1721.0
2330	chr2	157565200	157568036	2	170.4	2330	175.2	2073.0	178.4	2022.0	135.7	1564.0	93.0	4744.0
2331	chr3	89418064	89420894	4	170.4	2331	171.0	2192.0	204.4	1496.0	147.6	1294.0	139.2	1966.0
2332	chr4	41711724	41715018	5	170.4	2332	179.4	1952.0	183.8	1881.0	115.4	2277.0	116.1	2979.0
2333	chr4	152009500	152011298	5	170.4	2333	167.7	2283.0	170.6	2268.0	140.8	1430.0	147.3	1736.0
2334	chr5	31093924	31096146	6	170.4	2334	166.9	2310.0	177.0	2059.0	112.0	2417.0	149.6	1668.0
2335	chr6	120527728	120530772	7	170.4	2335	261.1	864.0	228.1	1145.0	75.8	5421.0	97.6	4330.0
2336	chr7	30307554	30309880	8	170.4	2336	165.2	2378.0	145.1	3269.0	119.3	2105.0	121.3	2701.0
2337	chr7	127587705	127590273	8	170.4	2337	141.0	3425.0	138.2	3629.0	102.4	2956.0	134.6	2126.0
2339	chr9	20490821	20494295	12	170.4	2339	145.2	3221.0	151.5	2964.0	113.7	2351.0	116.7	2949.0
2341	chr11	97050168	97052782	13	170.4	2341	196.9	1605.0	195.3	1665.0	114.2	2337.0	131.1	2273.0
2342	chr11	102405682	102409016	13	170.4	2342	206.1	1450.0	188.9	1784.0	105.8	2750.0	135.7	2094.0
2344	chr15	60821747	60825653	16	170.4	2344	215.3	1318.0	170.2	2287.0	140.8	1440.0	165.8	1344.0
2346	chr17	21488652	21492084	18	170.4	2346	151.0	2958.0	169.7	2302.0	113.7	2359.0	132.3	2229.0
2347	chr17	27564061	27567057	18	170.4	2347	160.2	2580.0	161.9	2542.0	113.7	2360.0	106.3	3611.0
2348	chr17	35835302	35838956	18	170.4	2348	147.7	3108.0	114.5	5368.0	50.3	9907.0	86.1	5550.0
2349	chr17	46201774	46204932	18	170.4	2349	136.0	3748.0	148.7	3091.0	49.8	10031.0	77.4	6631.0
2350	chr18	10177770	10181706	20	170.4	2350	100.1	6830.0	162.9	2502.0	125.0	1909.0	140.9	1927.0
2351	chr19	4191829	4193965	21	170.4	2351	700.0	67.0	650.5	76.0	416.2	76.0	447.1	102.0
2352	chr1	43446280	43448094	1	169.8	2352	189.4	1740.0	166.5	2378.0			146.7	1746.0
2353	chr1	78486903	78490427	1	169.8	2353	126.8	4277.0	125.9	4382.0	84.8	4334.0	151.9	1609.0
2354	chr2	131159255	131161757	2	169.8	2354	165.2	2369.0	158.8	2644.0	122.7	1964.0	131.7	2234.0
2355	chr2	181366222	181369486	2	169.8	2355	242.8	999.0	170.6	2265.0	130.1	1710.0	146.1	1757.0
2356	chr3	88530326	88534806	4	169.8	2356	150.2	2966.0	248.2	941.0	92.8	3668.0	132.3	2208.0
2358	chr4	133885863	133889113	5	169.8	2358	123.5	4539.0	167.9	2350.0	110.3	2505.0	110.3	3346.0
2359	chr5	135022474	135025578	6	169.8	2359	175.2	2075.0	169.7	2293.0	126.1	1854.0	136.9	2044.0
2360	chr6	124737980	124740714	7	169.8	2360	234.4	1088.0	250.9	921.0	151.6	1221.0	195.8	927.0
2361	chr7	141538430	141540924	8	169.8	2361	177.7	2011.0	163.3	2484.0	131.8	1664.0	140.4	1932.0
2362	chr7	142385422	142387666	8	169.8	2362	287.0	706.0	186.1	1834.0	145.9	1324.0	190.0	999.0
2363	chr9	109037552	109039992	12	169.8	2363	161.9	2515.0	142.8	3392.0	128.4	1783.0	116.1	2992.0
2364	chr11	67965142	67967748	13	169.8	2364	173.5	2116.0	166.5	2383.0	120.5	2067.0	122.5	2647.0
2365	chr11	78693080	78697026	13	169.8	2365	176.0	2061.0	131.8	3992.0	106.9	2687.0	124.8	2527.0
2367	chr13	98261118	98264562	14	169.8	2367	67.6	11424.0	90.3	8035.0	69.6	6269.0	132.9	2194.0
2368	chr13	98313461	98317783	14	169.8	2368	63.4	12155.0	102.6	6570.0	85.4	4318.0	97.0	4404.0
2370	chr16	44346541	44350163	17	169.8	2370	167.7	2300.0	169.2	2313.0	73.5	5775.0	77.4	6627.0
2372	chr17	28952181	28954897	18	169.8	2372	183.6	1880.0	168.8	2331.0	74.1	5680.0	81.4	6114.0
2373	chr2	23067488	23070610	2	169.2	2373	185.2	1831.0	115.9	5213.0	50.3	9806.0		
2374	chr2	24975273	24977965	2	169.2	2374	291.2	688.0	251.4	917.0	105.2	2762.0	160.0	1443.0
2375	chr3	36551560	36553586	4	169.2	2375	168.5	2257.0	164.7	2427.0	121.6	2015.0	102.2	3900.0
2376	chr3	69122553	69126121	4	169.2	2376	120.1	4799.0	131.4	4016.0	95.6	3417.0	83.8	5768.0
2377	chr4	147866636	147870198	5	169.2	2377	190.2	1725.0	170.2	2281.0	102.9	2914.0	150.8	1643.0
2378	chr5	51551561	51553909	6	169.2	2378	153.5	2846.0	153.3	2884.0	99.0	3180.0	97.6	4327.0
2379	chr5	93263511	93267957	6	169.2	2379	174.4	2092.0	182.5	1921.0	46.9	10665.0	141.5	1897.0
2380	chr5	140998828	141002074	6	169.2	2380	233.6	1095.0	213.0	1347.0	140.3	1444.0	125.3	2481.0
2381	chr6	83324182	83328674	7	169.2	2381	137.7	3621.0	124.5	4508.0	36.8	13576.0	52.6	11152.0
2382	chr7	25393063	25397333	8	169.2	2382	129.3	4111.0	160.6	2587.0	107.5	2652.0	116.7	2942.0
2385	chr7	127447864	127451258	8	169.2	2385	118.5	4969.0	131.8	3985.0	125.0	1894.0	87.8	5315.0
2386	chr8	4612018	4615010	10	169.2	2386	173.5	2113.0	172.9	2193.0	94.4	3538.0	79.1	6377.0
2387	chr8	72136042	72138698	10	169.2	2387	211.1	1373.0	151.9	2935.0	109.7	2540.0	158.9	1477.0
2388	chr8	84063389	84066235	10	169.2	2388	171.9	2168.0	151.9	2936.0	105.8	2739.0	123.6	2593.0
2389	chr10	80738885	80741225	9	169.2	2389	137.7	3637.0	147.4	3151.0	89.4	3951.0	116.7	2950.0
2391	chr11	69912264	69916830	13	169.2	2391	115.1	5283.0	139.6	3557.0	46.9	10711.0	83.2	5883.0
2392	chr11	74897206	74900552	13	169.2	2392	122.6	4636.0	149.6	3039.0	100.1	3120.0	84.3	5724.0
2394	chr17	35193060	35195706	18	169.2	2394	311.2	588.0	738.1	52.0	139.7	1459.0	141.5	1912.0
2395	chr19	6341611	6343755	21	169.2	2395	210.3	1396.0	155.6	2789.0	139.7	1465.0	110.9	3337.0
2396	chr19	6907593	6911421	21	169.2	2396	135.2	3814.0	173.4	2186.0	87.1	4171.0	113.2	3175.0
2398	chr1	171839071	171842633	1	168.6	2398	167.7	2278.0	271.0	756.0			46.2	12606.0
2401	chr3	142764021	142767529	4	168.6	2401	168.5	2259.0	154.2	2832.0	104.1	2832.0	139.2	1967.0
2402	chr4	156020437	156023563	5	168.6	2402	142.7	3322.0	154.2	2834.0	117.1	2203.0	134.6	2122.0
2403	chr5	8055758	8058460	6	168.6	2403	171.9	2163.0	148.7	3079.0	104.1	2840.0	119.0	2810.0
2406	chr6	34315488	34318988	7	168.6	2406	131.0	4021.0	174.7	2124.0			130.0	2304.0
2407	chr7	3628004	3630376	8	168.6	2407	151.0	2936.0	153.7	2862.0	139.7	1455.0	151.9	1612.0
2408	chr7	80993790	80995986	8	168.6	2408	213.6	1330.0	228.6	1140.0	143.1	1386.0	179.1	1136.0
2410	chr11	32000445	32003473	13	168.6	2410	187.7	1797.0	159.7	2624.0	118.2	2156.0	128.2	2377.0
2411	chr12	65035035	65039223	15	168.6	2411	116.8	5120.0	160.6	2594.0	88.2	4060.0	117.3	2917.0
2414	chr14	54515557	54519107	11	168.6	2414	208.6	1415.0	195.7	1658.0				
2415	chr16	92300132	92302336	17	168.6	2415	154.4	2825.0	171.1	2261.0	118.8	2138.0	127.1	2420.0
2416	chr17	32946036	32948724	18	168.6	2416	212.8	1346.0	155.6	2788.0	147.6	1300.0	139.2	1980.0
2417	chr17	35917519	35921007	18	168.6	2417	166.9	2329.0	192.5	1709.0	57.1	8378.0	116.7	2968.0
2418	chr18	31787874	31791060	20	168.6	2418	111.0	5710.0	145.1	3284.0	138.6	1498.0	156.5	1525.0
2419	chr19	4755498	4759376	21	168.6	2419	157.7	2680.0	128.2	4244.0	103.5	2900.0	135.2	2117.0
2420	chr2	31758855	31761541	2	167.9	2420	196.9	1598.0	199.4	1576.0	134.0	1609.0	154.2	1563.0
2421	chr2	167690895	167693763	2	167.9	2421			122.7	4621.0	104.1	2830.0	148.5	1708.0
2422	chr2	172369810	172372714	2	167.9	2422	172.7	2133.0	150.5	2993.0	58.3	8104.0	52.0	11237.0
2423	chr3	142620103	142623611	4	167.9	2423	247.8	956.0	195.3	1662.0	122.2	1987.0		
2424	chr4	116051564	116054546	5	167.9	2424	144.3	3246.0	182.5	1920.0	82.0	4680.0	83.8	5773.0
2425	chr5	86064097	86067447	6	167.9	2425	162.7	2473.0	160.6	2584.0	109.7	2538.0	160.6	1435.0
2426	chr6	72388553	72391791	7	167.9	2426	141.8	3371.0	136.4	3742.0	78.0	5127.0	80.9	6136.0
2427	chr6	86363784	86366442	7	167.9	2427	173.5	2112.0	183.4	1895.0	75.2	5491.0	83.2	5866.0
2428	chr7	4738969	4741643	8	167.9	2428	141.0	3420.0	137.3	3684.0	97.8	3264.0	64.7	8631.0
2429	chr7	45134386	45137936	8	167.9	2429	144.3	3259.0	139.1	3571.0	89.9	3899.0	100.5	4054.0
2430	chr7	102063590	102066760	8	167.9	2430	156.9	2697.0	138.2	3628.0	127.2	1816.0	132.9	2186.0
2431	chr7	116331528	116335362	8	167.9	2431	117.6	5040.0	145.5	3240.0	85.4	4293.0	102.8	3862.0
2433	chr11	59808199	59811171	13	167.9	2433	156.0	2740.0	144.2	3315.0	149.3	1263.0	142.1	1881.0
2434	chr11	98549511	98552633	13	167.9	2434	156.9	2705.0	156.9	2738.0	131.8	1670.0	120.1	2760.0
2435	chr13	49680967	49684149	14	167.9	2435	151.0	2950.0	174.3	2148.0	89.4	3958.0	173.9	1214.0
2436	chr13	51643860	51647380	14	167.9	2436	108.5	5950.0	127.7	4272.0	62.8	7353.0	37.5	15293.0
2437	chr13	89738818	89742082	14	167.9	2437	135.2	3795.0	177.5	2052.0	87.1	4163.0	84.3	5738.0
2438	chr14	8097060	8100112	11	167.9	2438	166.0	2355.0	130.0	4118.0	132.3	1655.0	98.2	4292.0
2441	chr17	34849167	34851955	18	167.9	2441	150.2	2989.0	111.3	5687.0	57.1	8377.0	135.2	2113.0
2442	chr17	47138772	47142560	18	167.9	2442	188.6	1778.0	184.3	1877.0	109.7	2557.0	132.9	2198.0
2443	chr19	42127325	42130375	21	167.9	2443	161.9	2529.0	177.0	2067.0	138.6	1500.0	79.7	6341.0
2444	chr2	14072278	14076422	2	167.3	2444	151.8	2897.0	163.8	2455.0	60.5	7682.0	71.1	7510.0
2446	chr2	156546928	156549882	2	167.3	2446	155.2	2753.0	163.8	2456.0	105.8	2726.0	120.1	2748.0
