id	chr_name	start	end	chromosome_id	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_100um_k99a	id_100um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_10um_pcc	id_10um_pcc
5453	chr12	21372517	21374579	15	113.5	5453	139.6	3558.0	72.4	5909.0	153.7	2999.0	143.3	1844.0
5454	chr13	12519146	12520450	14	113.5	5454	94.4	7513.0	42.4	11907.0	90.1	8186.0	47.4	12417.0
5455	chr13	55098446	55100290	14	113.5	5455	99.5	6912.0	80.9	4823.0	101.3	6833.0	86.6	5458.0
5456	chr13	108213632	108215754	14	113.5	5456	79.4	9504.0	42.4	11911.0	65.4	11960.0	81.4	6103.0
5459	chr14	54258472	54259926	11	113.5	5459	118.6	4968.0	79.7	4946.0	104.3	6491.0	74.5	7056.0
5460	chr14	54577490	54579268	11	113.5	5460	91.2	7915.0	56.0	8614.0	109.3	5992.0	64.1	8792.0
5461	chr14	55643671	55645335	11	113.5	5461	120.4	4826.0	74.7	5593.0	106.8	6226.0	95.3	4566.0
5462	chr14	55885457	55886771	11	113.5	5462	138.2	3641.0	64.5	7087.0	134.6	3992.0	72.8	7312.0
5464	chr15	36173109	36174915	16	113.5	5464	110.4	5764.0	82.6	4661.0	106.2	6297.0	84.9	5664.0
5465	chr16	62785193	62787415	17	113.5	5465	124.5	4523.0	92.8	3699.0	153.1	3038.0	120.7	2740.0
5469	chr17	36271728	36274294	18	113.5	5469	83.5	8931.0	126.1	1860.0	156.8	2870.0	111.5	3290.0
5471	chr18	24120620	24122468	20	113.5	5471	128.6	4215.0	76.3	5387.0	80.3	9534.0		
5472	chr18	76929771	76932057	20	113.5	5472	103.6	6498.0	65.0	7003.0	134.0	4043.0	107.4	3526.0
5473	chr19	5023328	5025018	21	113.5	5473	112.2	5602.0	85.4	4330.0	139.5	3722.0	101.7	3991.0
5474	chr19	41830865	41833199	21	113.5	5474	100.8	6767.0	85.4	4333.0	100.0	6976.0	74.5	7065.0
5475	chrX	20687336	20690214	3	113.5	5475	54.3	13884.0	52.6	9416.0	56.2	13796.0	47.9	12294.0
5477	chr1	177442348	177443770	1	112.6	5477	130.0	4094.0	94.4	3515.0	135.8	3899.0	107.4	3492.0
5478	chr2	36048310	36049988	2	112.6	5478	68.0	11211.0			111.1	5786.0	57.2	10088.0
5479	chr2	127142688	127144238	2	112.6	5479	115.4	5265.0	78.6	5036.0	119.2	5076.0	75.7	6829.0
5481	chr3	65955918	65957988	4	112.6	5481	240.0	1023.0	92.2	3713.0	274.8	775.0	206.8	829.0
5482	chr3	88423551	88425167	4	112.6	5482	110.4	5736.0	119.9	2076.0	116.7	5271.0	108.0	3471.0
5483	chr3	89349450	89351208	4	112.6	5483	97.2	7144.0	53.7	9037.0	83.4	9006.0	24.8	19877.0
5484	chr3	95870248	95872428	4	112.6	5484	109.5	5831.0	96.7	3340.0	110.5	5844.0	115.5	3008.0
5485	chr3	153943829	153945719	4	112.6	5485	85.8	8566.0			95.1	7530.0	71.6	7442.0
5486	chr4	56801493	56803629	5	112.6	5486	119.5	4869.0	49.2	10084.0	132.8	4091.0	60.1	9466.0
5488	chr4	107178890	107181348	5	112.6	5488	119.5	4872.0	67.9	6490.0	101.9	6727.0	80.3	6202.0
5489	chr4	132532742	132534620	5	112.6	5489	131.8	3981.0	84.3	4410.0	124.7	4635.0	91.8	4864.0
5490	chr4	135493855	135496347	5	112.6	5490	118.6	4940.0	78.0	5115.0	103.1	6607.0	83.2	5858.0
5492	chr5	136564968	136566810	6	112.6	5492	82.6	9016.0	42.4	11834.0	75.3	10230.0	45.1	12961.0
5494	chr6	28479347	28481777	7	112.6	5494	131.4	4023.0	54.9	8793.0	96.3	7382.0	67.0	8220.0
5495	chr6	92213521	92215573	7	112.6	5495	113.1	5478.0	85.4	4287.0	109.3	5964.0	73.9	7095.0
5496	chr6	125265501	125267461	7	112.6	5496	245.4	973.0	99.0	3183.0	172.9	2270.0	227.0	642.0
5498	chr7	29168980	29171514	8	112.6	5498	128.6	4192.0	37.3	13405.0	128.4	4395.0	112.6	3191.0
5499	chr7	44895282	44897286	8	112.6	5499	127.7	4258.0	73.5	5733.0	134.6	3978.0	119.6	2782.0
5500	chr7	78576796	78580076	8	112.6	5500	82.6	9019.0	32.2	15157.0	83.4	9029.0	42.7	13618.0
5502	chr7	140881133	140883627	8	112.6	5502	128.2	4232.0	75.2	5497.0	114.2	5498.0	97.0	4387.0
5503	chr7	143544705	143548083	8	112.6	5503	102.2	6600.0	91.6	3759.0	147.6	3263.0	69.3	7841.0
5504	chr8	13103854	13105472	10	112.6	5504	104.9	6310.0	63.9	7158.0	84.0	8941.0	69.9	7743.0
5507	chr9	3334733	3336183	12	112.6	5507	113.1	5482.0	79.7	4932.0	131.5	4197.0	108.6	3441.0
5508	chr9	50767624	50769440	12	112.6	5508	94.9	7442.0	52.0	9484.0	108.1	6106.0	89.5	5122.0
5509	chr9	59484373	59486037	12	112.6	5509	222.6	1212.0	117.1	2210.0	159.9	2735.0	153.7	1578.0
5510	chr9	66833873	66835975	12	112.6	5510	78.5	9623.0	13.6	24981.0	74.1	10430.0	37.5	15245.0
5511	chr9	72491015	72492621	12	112.6	5511	131.4	4031.0	71.3	6035.0	115.5	5390.0	94.2	4656.0
5515	chr11	50224071	50225347	13	112.6	5515	105.4	6269.0	67.9	6528.0	110.5	5872.0	86.6	5450.0
5518	chr11	86355017	86357207	13	112.6	5518	151.0	2984.0	84.8	4370.0	124.7	4653.0	102.8	3875.0
5519	chr11	94563448	94565708	13	112.6	5519	99.5	6909.0	70.1	6197.0	87.1	8551.0	85.5	5591.0
5521	chr11	106500815	106502693	13	112.6	5521	97.2	7179.0	51.5	9623.0	94.5	7640.0	55.5	10525.0
5522	chr11	116197642	116199992	13	112.6	5522	120.9	4784.0	48.6	10274.0	109.3	5987.0	97.6	4352.0
5526	chr13	14038536	14040776	14	112.6	5526	125.9	4410.0	106.9	2690.0	124.7	4656.0	123.0	2629.0
5527	chr13	21749102	21751478	14	112.6	5527	83.9	8843.0	73.0	5838.0	96.3	7413.0	82.0	6033.0
5528	chr13	49420302	49422638	14	112.6	5528	73.9	10305.0	132.3	1654.0	100.0	6963.0	78.6	6477.0
5529	chr13	55693694	55695442	14	112.6	5529	126.4	4370.0	87.1	4162.0	121.0	4952.0	116.1	3001.0
5530	chr13	56703383	56705801	14	112.6	5530	115.9	5246.0	68.4	6457.0	116.7	5302.0	93.6	4726.0
5532	chr15	58140447	58142775	16	112.6	5532	115.9	5249.0	48.6	10296.0	105.0	6428.0	79.1	6405.0
5533	chr15	99074140	99075778	16	112.6	5533	134.6	3862.0	96.7	3365.0	126.6	4534.0	99.4	4188.0
5535	chr16	4788663	4790815	17	112.6	5535	110.4	5766.0	50.3	9894.0	56.2	13777.0	46.2	12741.0
5537	chr17	29613742	29615858	18	112.6	5537	108.1	5991.0	66.7	6724.0	78.4	9810.0	62.4	9122.0
5538	chr17	33780889	33782401	18	112.6	5538	119.1	4929.0	102.4	2980.0	148.2	3254.0	108.6	3461.0
5539	chr17	47009098	47010956	18	112.6	5539	115.4	5294.0	74.7	5604.0	122.3	4855.0	73.9	7151.0
5541	chr17	71183593	71184663	18	112.6	5541	125.0	4493.0	99.0	3202.0	115.5	5408.0	89.0	5211.0
5542	chr18	37642311	37644155	20	112.6	5542	61.6	12468.0	45.8	11027.0	130.9	4249.0	63.0	9010.0
5544	chr19	30031248	30032630	21	112.6	5544	153.3	2896.0	80.9	4844.0	159.9	2748.0	106.9	3575.0
5545	chrX	41400208	41402964	3	112.6	5545	120.9	4799.0	74.1	5685.0	105.0	6438.0	65.9	8502.0
5547	chr1	74586750	74588882	1	111.8	5547	130.5	4071.0	66.2	6735.0	134.0	4004.0	64.1	8707.0
5548	chr1	91413592	91415012	1	111.8	5548	102.6	6543.0	65.0	6920.0	108.1	6070.0	80.9	6121.0
5549	chr1	118321156	118322838	1	111.8	5549	130.5	4072.0	84.8	4337.0	124.1	4668.0		
5552	chr2	3511698	3513564	2	111.8	5552	137.3	3675.0	43.0	11660.0	106.8	6184.0	60.7	9352.0
5554	chr2	25459546	25461918	2	111.8	5554	126.4	4340.0	83.7	4469.0	114.2	5473.0	90.1	5033.0
5556	chr2	36135044	36137170	2	111.8	5556	120.9	4765.0			106.2	6244.0	90.7	4966.0
5557	chr2	104847950	104849920	2	111.8	5557	120.9	4767.0	82.0	4672.0	115.5	5359.0	93.0	4740.0
5558	chr2	117249235	117250943	2	111.8	5558	101.3	6687.0	60.5	7686.0	92.6	7831.0	79.7	6267.0
5559	chr2	121138442	121140084	2	111.8	5559	143.2	3355.0	87.1	4126.0	164.2	2550.0	132.3	2205.0
5560	chr2	153224050	153226486	2	111.8	5560	105.8	6185.0	95.0	3465.0	117.3	5225.0	99.4	4145.0
5561	chr2	165992695	165994971	2	111.8	5561	110.9	5701.0			137.1	3825.0	54.3	10733.0
5563	chr2	181318792	181320490	2	111.8	5563	85.3	8616.0	71.8	5935.0	103.1	6599.0	89.5	5093.0
5564	chr3	36065285	36067059	4	111.8	5564	109.0	5878.0	63.9	7128.0	108.7	6016.0	88.4	5224.0
5566	chr3	96242793	96244761	4	111.8	5566	112.2	5555.0	56.0	8540.0	84.0	8913.0	94.2	4634.0
5567	chr3	108653023	108655195	4	111.8	5567	117.2	5069.0	75.8	5401.0	108.7	6019.0	41.0	14111.0
5568	chr4	75276872	75279400	5	111.8	5568	104.9	6297.0			91.4	8007.0	73.9	7086.0
5571	chr5	25526954	25529940	6	111.8	5571	100.8	6738.0	59.4	7909.0	99.4	7002.0	73.4	7182.0
5573	chr5	109995526	109997366	6	111.8	5573	105.4	6249.0	64.5	7032.0	97.6	7226.0	84.9	5621.0
5574	chr6	18847741	18849929	7	111.8	5574	111.8	5619.0	57.7	8214.0	93.9	7696.0	91.8	4869.0
5575	chr6	30400569	30402857	7	111.8	5575	120.0	4841.0	32.8	14901.0	127.2	4473.0	87.8	5308.0
5577	chr6	120913833	120916259	7	111.8	5577	122.7	4636.0	105.8	2734.0	145.1	3382.0	116.7	2940.0
5578	chr6	127452457	127454719	7	111.8	5578	96.7	7235.0	54.3	8917.0	117.9	5186.0	95.3	4542.0
5579	chr6	145863809	145867081	7	111.8	5579	93.5	7592.0	66.2	6769.0	100.0	6933.0	68.7	7938.0
5580	chr7	12880432	12881842	8	111.8	5580	114.5	5346.0	79.2	4987.0	101.9	6738.0	76.8	6661.0
5583	chr7	119893898	119896136	8	111.8	5583	111.8	5628.0	50.9	9718.0	101.9	6743.0	57.2	10131.0
5584	chr7	122132120	122134288	8	111.8	5584	118.6	4948.0	39.0	12868.0	114.8	5432.0		
5585	chr7	126486637	126488635	8	111.8	5585	98.5	6993.0	67.9	6517.0	122.9	4788.0	102.2	3915.0
5586	chr8	104340159	104342185	10	111.8	5586	85.3	8641.0	36.8	13594.0	93.9	7707.0	34.1	16345.0
5587	chr9	35117044	35118664	12	111.8	5587	345.3	435.0	104.1	2850.0	158.1	2806.0	125.3	2487.0
5588	chr9	57536570	57538458	12	111.8	5588	114.0	5395.0	75.2	5505.0	133.4	4058.0	109.2	3422.0
5590	chr9	110116720	110118688	12	111.8	5590	63.4	12099.0	43.5	11574.0	84.6	8867.0	41.6	14004.0
5591	chr9	118506086	118508040	12	111.8	5591	145.1	3273.0	113.1	2381.0	150.7	3141.0	120.7	2732.0
5594	chr10	128368266	128370372	9	111.8	5594	106.7	6117.0	37.3	13441.0	105.6	6349.0	75.1	6954.0
5596	chr11	60829953	60831811	13	111.8	5596	77.6	9733.0	47.5	10555.0	59.3	13088.0	83.8	5806.0
5599	chr11	100470909	100473409	13	111.8	5599	92.2	7799.0	58.3	8147.0	103.7	6548.0	78.0	6542.0
5600	chr11	109651010	109652438	13	111.8	5600	156.9	2739.0	61.1	7642.0	161.8	2659.0		
5601	chr11	115419776	115421542	13	111.8	5601	97.6	7115.0	84.3	4440.0	117.9	5206.0	113.8	3128.0
5602	chr11	117986209	117988181	13	111.8	5602	156.0	2766.0	121.6	2027.0	305.0	619.0	437.9	111.0
5603	chr12	40220513	40222727	15	111.8	5603	166.1	2395.0	121.6	2028.0	176.0	2185.0	133.4	2174.0
5605	chr12	100778161	100779971	15	111.8	5605	99.0	6960.0	73.5	5763.0	121.0	4951.0	78.6	6475.0
5609	chr13	25018965	25020995	14	111.8	5609	104.0	6446.0	81.4	4773.0	128.4	4410.0	97.6	4354.0
5610	chr13	67331799	67333369	14	111.8	5610	121.8	4718.0	64.5	7080.0	137.7	3814.0	91.3	4947.0
5611	chr13	85286699	85288929	14	111.8	5611	138.2	3640.0	96.1	3401.0	116.7	5303.0	97.6	4355.0
5612	chr13	95523117	95525505	14	111.8	5612	131.8	3998.0	64.5	7082.0	130.9	4244.0	72.8	7309.0
5616	chr15	58872020	58873720	16	111.8	5616	103.6	6495.0	18.1	21907.0	91.4	8046.0	77.4	6623.0
5617	chr15	66577856	66579648	16	111.8	5617	89.9	8091.0	47.5	10585.0	84.6	8889.0	64.7	8678.0
5618	chr15	77928159	77930173	16	111.8	5618	109.5	5863.0	125.6	1874.0	142.0	3594.0	116.7	2965.0
5619	chr15	98984713	98986477	16	111.8	5619	113.6	5457.0	66.7	6718.0	109.9	5932.0	101.1	4025.0
5620	chr16	17124408	17126044	17	111.8	5620	118.6	4972.0	102.4	2978.0	117.9	5215.0	95.9	4513.0
5621	chr16	17233178	17235432	17	111.8	5621	94.0	7570.0	37.9	13305.0	67.9	11535.0	42.7	13691.0
5622	chr16	93602935	93605139	17	111.8	5622	104.5	6405.0	78.6	5091.0	113.6	5581.0	76.8	6706.0
5623	chr17	24736220	24737994	18	111.8	5623	89.4	8138.0	76.9	5315.0	98.2	7195.0	98.8	4242.0
5628	chr18	46597526	46598786	20	111.8	5628	101.7	6678.0	45.8	11028.0	113.6	5589.0	56.0	10439.0
5631	chr19	46357127	46358967	21	111.8	5631	123.2	4612.0	78.6	5099.0	130.9	4252.0	93.6	4734.0
5632	chr19	60789592	60791950	21	111.8	5632	138.2	3647.0	135.2	1592.0	183.4	1965.0	138.6	2006.0
5633	chrX	109011266	109014104	3	111.8	5633	122.3	4685.0	78.6	5102.0	84.0	8990.0	83.8	5838.0
5636	chr1	59913800	59916078	1	111.0	5636	56.1	13436.0	30.0	15944.0	106.8	6181.0	34.1	16268.0
5638	chr2	50295409	50297529	2	111.0	5638	114.0	5373.0	80.3	4852.0	159.9	2720.0	131.1	2256.0
5639	chr2	69861240	69863172	2	111.0	5639	97.6	7090.0	35.6	13888.0	156.8	2854.0	82.6	5914.0
5640	chr2	93187469	93189099	2	111.0	5640	357.2	402.0	226.2	483.0	329.7	497.0	79.7	6266.0
5642	chr2	126932127	126933967	2	111.0	5642	101.7	6634.0	62.2	7389.0	85.2	8772.0	75.7	6828.0
5643	chr2	130273776	130275886	2	111.0	5643	123.6	4569.0	39.0	12812.0	134.0	4005.0	83.8	5765.0
5644	chr2	130283482	130285396	2	111.0	5644	99.5	6883.0	82.6	4619.0	126.0	4547.0	90.7	4971.0
5645	chr2	167063026	167064762	2	111.0	5645	146.0	3204.0	105.8	2728.0	143.2	3476.0	153.7	1573.0
5647	chr2	172999506	173001518	2	111.0	5647	66.6	11462.0	74.7	5543.0	102.5	6666.0	60.1	9458.0
5648	chr3	96629064	96630612	4	111.0	5648	124.5	4498.0	75.2	5483.0	123.5	4722.0	94.2	4635.0
5649	chr3	109026073	109028295	4	111.0	5649	156.9	2724.0	64.5	7023.0	126.0	4551.0	61.8	9154.0
5650	chr3	116710519	116712541	4	111.0	5650	107.7	6001.0	73.0	5802.0	118.6	5132.0	42.2	13753.0
5651	chr4	127076238	127078554	5	111.0	5651	88.0	8275.0	70.7	6095.0	113.0	5603.0	75.7	6838.0
5652	chr4	149425300	149426800	5	111.0	5652	109.5	5835.0	62.8	7318.0	116.1	5324.0	95.3	4533.0
5653	chr5	30231863	30234077	6	111.0	5653	117.2	5074.0	50.3	9832.0	118.6	5138.0	95.9	4490.0
5654	chr5	36483132	36484386	6	111.0	5654	139.6	3543.0	73.0	5804.0	105.0	6385.0	83.8	5779.0
5656	chr5	96159849	96161463	6	111.0	5656	108.6	5928.0	94.4	3527.0	123.5	4730.0	74.5	7003.0
5657	chr5	98029102	98031992	6	111.0	5657	111.3	5661.0	42.4	11825.0	96.3	7377.0	61.8	9162.0
5658	chr5	110100794	110102380	6	111.0	5658	94.4	7485.0	30.0	16008.0	63.6	12244.0	38.7	14817.0
5660	chr5	125176716	125178986	6	111.0	5660	114.0	5384.0	76.9	5268.0	101.9	6733.0	88.4	5235.0
5661	chr6	51523549	51525735	7	111.0	5661	103.6	6474.0	66.7	6667.0	101.9	6735.0	86.1	5509.0
5663	chr6	91473203	91474587	7	111.0	5663	184.8	1863.0	65.6	6853.0	90.8	8094.0	75.1	6933.0
5665	chr7	4791898	4793860	8	111.0	5665	128.2	4229.0	26.6	17419.0	145.1	3384.0	97.0	4386.0
5666	chr7	12921341	12923237	8	111.0	5666	151.9	2934.0			154.4	2962.0	124.8	2518.0
5667	chr7	13008873	13010583	8	111.0	5667	113.6	5437.0			109.9	5906.0	89.5	5116.0
5668	chr7	16873379	16876255	8	111.0	5668	107.2	6056.0	57.1	8316.0	96.9	7299.0	66.4	8328.0
5669	chr7	24133143	24135209	8	111.0	5669	102.6	6558.0	71.8	5955.0	95.1	7545.0	81.4	6080.0
5670	chr7	45465435	45467685	8	111.0	5670	129.1	4170.0	68.4	6424.0	150.7	3136.0	126.5	2434.0
5672	chr7	111121809	111123927	8	111.0	5672	119.1	4918.0	35.6	13952.0	109.9	5910.0	49.7	11785.0
5673	chr7	129591076	129592864	8	111.0	5673	112.7	5514.0	73.5	5741.0	113.6	5557.0	93.6	4706.0
5674	chr8	41415278	41416892	10	111.0	5674	98.1	7051.0	56.6	8448.0	82.7	9115.0	60.1	9492.0
5675	chr8	72761310	72763702	10	111.0	5675	110.4	5750.0	82.0	4699.0	92.6	7862.0	65.3	8547.0
5677	chr8	107047182	107049412	10	111.0	5677	104.9	6313.0	29.4	16281.0	58.7	13186.0	53.1	11040.0
5678	chr8	110918974	110921472	10	111.0	5678	138.2	3633.0	101.8	2999.0	142.6	3531.0	59.5	9627.0
5679	chr8	117156464	117157664	10	111.0	5679	110.4	5752.0	84.8	4358.0	98.2	7158.0	87.8	5319.0
5680	chr9	21411197	21412657	12	111.0	5680	99.9	6845.0	34.5	14361.0	74.7	10336.0	38.7	14856.0
5681	chr9	56950018	56951878	12	111.0	5681	104.5	6370.0			126.6	4518.0	98.2	4283.0
5682	chr9	72437709	72439271	12	111.0	5682	117.7	5030.0	105.8	2743.0	113.0	5619.0	98.8	4228.0
5683	chr9	90112527	90114261	12	111.0	5683	142.8	3391.0	83.1	4585.0	250.1	955.0	142.1	1879.0
5684	chr10	81105452	81108084	9	111.0	5684	63.9	12022.0	69.0	6350.0	69.2	11302.0	64.7	8651.0
5686	chr11	50173954	50175616	13	111.0	5686	90.3	8023.0	33.9	14591.0	95.7	7474.0	74.5	7032.0
5687	chr11	51998445	52000415	13	111.0	5687	126.4	4366.0	79.2	5002.0	135.2	3952.0	79.7	6308.0
5688	chr11	75168891	75172431	13	111.0	5688	142.3	3410.0	97.3	3311.0	136.5	3879.0	107.4	3513.0
5689	chr11	75733771	75735415	13	111.0	5689	190.7	1741.0	127.2	1820.0	282.8	727.0	232.8	597.0
5691	chr11	101416392	101418302	13	111.0	5691	93.1	7662.0	66.2	6797.0	95.1	7571.0	68.2	8056.0
5693	chr12	73908598	73910710	15	111.0	5693	201.2	1550.0	60.5	7742.0	273.5	783.0	97.0	4400.0
5694	chr12	81531289	81533151	15	111.0	5694	104.9	6324.0	71.3	6047.0	105.6	6353.0	91.8	4894.0
5695	chr12	111039573	111041035	15	111.0	5695	127.3	4295.0	70.7	6127.0	119.2	5108.0	93.0	4772.0
5696	chr13	14060293	14063127	14	111.0	5696	82.6	9040.0	56.6	8478.0	74.7	10358.0	74.5	7047.0
5697	chr13	21944614	21946058	14	111.0	5697	61.1	12527.0			90.8	8115.0	79.1	6401.0
5698	chr13	67779047	67780321	14	111.0	5698	78.9	9577.0	46.9	10724.0	75.3	10272.0	68.7	7979.0
5700	chr14	54863759	54865681	11	111.0	5700	87.1	8424.0	71.3	6053.0	95.7	7495.0	52.6	11197.0
5701	chr15	41788080	41790620	16	111.0	5701	100.8	6763.0	45.2	11147.0			44.5	13199.0
5702	chr15	73089854	73091818	16	111.0	5702					42.0	17185.0	27.7	18816.0
5703	chr16	21794031	21796037	17	111.0	5703	71.2	10749.0	45.2	11152.0	93.9	7731.0		
5705	chr17	23192597	23194381	18	111.0	5705	106.7	6128.0	51.5	9645.0	100.6	6907.0	64.1	8801.0
5706	chr17	23827472	23830042	18	111.0	5706	81.7	9205.0	50.9	9780.0	101.9	6775.0	72.8	7321.0
5707	chr17	27557037	27558649	18	111.0	5707	138.7	3618.0	113.1	2385.0	212.4	1428.0	172.1	1250.0
5708	chr17	34032658	34034428	18	111.0	5708	99.0	6969.0	69.6	6277.0	106.2	6308.0	73.9	7149.0
5709	chr17	45685055	45687703	18	111.0	5709	73.0	10467.0	56.6	8503.0	77.8	9917.0	54.3	10832.0
5710	chr18	31788076	31790282	20	111.0	5710	145.1	3284.0	138.6	1498.0	168.6	2418.0	156.5	1525.0
5711	chr19	5293738	5296060	21	111.0	5711	131.4	4041.0	77.5	5245.0	121.6	4919.0	105.7	3645.0
5712	chr19	6241887	6243025	21	111.0	5712	121.3	4761.0	86.5	4224.0	91.4	8061.0	77.4	6638.0
5713	chr19	41846670	41847822	21	111.0	5713	78.0	9695.0	59.4	7973.0	101.3	6853.0	72.2	7418.0
5714	chr19	44407193	44409133	21	111.0	5714	84.9	8735.0	80.9	4846.0	106.8	6236.0	84.9	5676.0
5715	chr19	46056201	46058177	21	111.0	5715	158.8	2657.0	98.4	3238.0	93.2	7817.0	143.8	1827.0
5716	chrX	101253102	101256670	3	111.0	5716	76.6	9907.0	51.5	9666.0	78.4	9822.0	45.1	13074.0
5717	chr1	16656104	16658272	1	110.1	5717	115.4	5259.0	51.5	9537.0	112.4	5656.0	56.0	10318.0
5718	chr1	36937461	36939091	1	110.1	5718	109.9	5774.0	79.7	4906.0	132.1	4133.0	104.6	3698.0
5719	chr1	54556375	54558285	1	110.1	5719	119.1	4908.0	67.3	6566.0	124.1	4667.0	75.7	6820.0
5720	chr1	58651630	58653934	1	110.1	5720	111.8	5605.0	78.0	5104.0	155.6	2891.0	68.2	8006.0
5721	chr1	72306767	72308201	1	110.1	5721	125.0	4461.0	83.1	4539.0	119.8	5020.0	94.2	4628.0
5722	chr1	131523971	131526491	1	110.1	5722	100.8	6729.0	70.1	6151.0	94.5	7599.0	58.9	9695.0
5724	chr1	143701210	143702850	1	110.1	5724	84.4	8741.0	43.0	11652.0	56.2	13684.0	69.3	7800.0
5727	chr2	29250737	29252407	2	110.1	5727	115.0	5302.0	28.8	16395.0	111.1	5782.0	54.9	10570.0
5728	chr2	91053117	91054943	2	110.1	5728	122.7	4618.0	87.1	4125.0	130.9	4220.0	100.5	4040.0
5730	chr2	167350059	167352355	2	110.1	5730	107.7	5999.0	108.0	2617.0	114.8	5419.0	84.3	5686.0
5732	chr3	88912654	88914850	4	110.1	5732	104.9	6294.0	82.6	4620.0	105.6	6322.0	76.2	6738.0
5733	chr3	107630210	107632376	4	110.1	5733	73.9	10265.0	53.7	9041.0	59.9	12912.0	52.0	11243.0
5734	chr3	108199691	108201513	4	110.1	5734	119.5	4866.0	61.6	7482.0	146.3	3308.0	78.0	6503.0
5736	chr4	33309466	33311760	5	110.1	5736	115.4	5270.0	45.2	11059.0	79.0	9640.0	67.0	8202.0
5739	chr4	154012146	154014232	5	110.1	5739	125.0	4466.0	93.9	3569.0	136.5	3864.0	110.3	3349.0
5740	chr4	154158512	154159950	5	110.1	5740	87.1	8399.0	63.3	7230.0	87.7	8438.0	81.4	6068.0
5742	chr5	30906677	30908847	6	110.1	5742	109.5	5837.0	85.4	4282.0	134.6	3972.0	83.8	5776.0
5745	chr5	115730199	115732155	6	110.1	5745	114.0	5383.0	81.4	4749.0	127.8	4436.0	106.9	3541.0
5747	chr6	30508954	30510548	7	110.1	5747	107.2	6054.0			100.6	6876.0	71.6	7450.0
5748	chr6	31399187	31401015	7	110.1	5748	127.7	4256.0	102.9	2918.0	127.2	4474.0	113.8	3118.0
5749	chr6	47919878	47921962	7	110.1	5749	147.8	3116.0	105.2	2769.0	138.9	3738.0	130.0	2305.0
5750	chr6	66534752	66536594	7	110.1	5750	124.5	4507.0	56.6	8436.0	90.1	8160.0	66.4	8325.0
5751	chr6	85452031	85453457	7	110.1	5751	188.9	1780.0	85.4	4286.0	239.0	1062.0	218.3	712.0
5752	chr7	13033903	13035717	8	110.1	5752	236.3	1058.0	104.1	2844.0	145.7	3348.0	220.7	692.0
5755	chr8	72492416	72493442	10	110.1	5755	101.7	6650.0	80.9	4809.0	101.9	6746.0	79.1	6381.0
5756	chr9	22306953	22308563	12	110.1	5756	92.2	7792.0	59.9	7823.0	73.5	10522.0	61.2	9294.0
5757	chr9	37347101	37349167	12	110.1	5757	109.0	5888.0	85.4	4301.0	116.1	5334.0	94.7	4605.0
5758	chr9	55937204	55939226	12	110.1	5758	106.3	6165.0	68.4	6433.0	110.5	5861.0	91.3	4940.0
5759	chr9	94535041	94537253	12	110.1	5759	94.4	7502.0	55.4	8695.0	87.7	8454.0	65.9	8443.0
5760	chr9	106367032	106368492	12	110.1	5760	118.6	4955.0	77.5	5210.0	104.3	6468.0	75.7	6864.0
5761	chr9	108507332	108509060	12	110.1	5761	108.6	5939.0	83.7	4509.0	98.8	7090.0	93.6	4714.0
5763	chr9	122949155	122951223	12	110.1	5763	113.6	5442.0	80.3	4872.0	97.6	7247.0	89.0	5188.0
5765	chr10	18468824	18470744	9	110.1	5765	114.5	5353.0	51.5	9614.0	113.6	5566.0	77.4	6605.0
5767	chr10	80577659	80579489	9	110.1	5767	118.6	4957.0	96.1	3392.0	113.0	5623.0	76.2	6773.0
5768	chr10	85956744	85958336	9	110.1	5768	104.9	6321.0	59.9	7835.0	99.4	7026.0	60.7	9397.0
5769	chr10	110919229	110921159	9	110.1	5769	113.1	5488.0	74.7	5584.0	111.8	5756.0	83.8	5801.0
5770	chr10	115361532	115363590	9	110.1	5770	130.0	4112.0	48.6	10267.0	120.4	4997.0	83.2	5881.0
5775	chr11	98862530	98864574	13	110.1	5775	97.6	7114.0	33.9	14598.0	104.3	6479.0	86.6	5452.0
5776	chr11	109361318	109362742	13	110.1	5776	104.0	6442.0	66.7	6703.0	97.6	7258.0	84.9	5649.0
5777	chr12	86241069	86243093	15	110.1	5777	84.9	8715.0	58.3	8151.0	91.4	8039.0	90.7	5010.0
5779	chr13	3633066	3634952	14	110.1	5779	97.6	7120.0	79.2	5008.0	104.3	6485.0	82.6	5964.0
5780	chr13	55104854	55106982	14	110.1	5780	81.2	9255.0	54.3	8971.0	76.6	10075.0	60.7	9417.0
5782	chr14	69732848	69734124	11	110.1	5782	139.1	3581.0	60.5	7755.0	96.9	7333.0	69.3	7878.0
5784	chr15	76653377	76656377	16	110.1	5784	117.7	5045.0	95.0	3507.0	129.0	4372.0	105.7	3641.0
5785	chr15	88818640	88821096	16	110.1	5785	62.5	12279.0	45.2	11148.0	69.2	11333.0	55.5	10544.0
5787	chr17	78735357	78736999	18	110.1	5787	75.3	10087.0	70.1	6212.0	87.1	8575.0	82.0	6047.0
5788	chr18	32162891	32164459	20	110.1	5788	99.9	6872.0	71.8	5995.0	102.5	6707.0	86.6	5476.0
5789	chrX	101640295	101643841	3	110.1	5789	154.6	2827.0	65.0	7011.0	140.2	3693.0	81.4	6118.0
