id	chr_name	start	end	chromosome_id	tag_count_10um_k99a	id_10um_k99a	tag_count_no_peptide	id_no_peptide	tag_count_100um_k99a	id_100um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_10um_pcc	id_10um_pcc
11191	chr15	85669262	85671290	16	68.4	11191	90.9	7889.0	19.2	21264.0	64.2	12181.0	32.9	16828.0
11195	chr16	97309703	97311621	17	68.4	11195	56.7	13517.0	55.4	8738.0	59.9	12988.0	54.3	10829.0
11197	chr17	50579974	50581208	18	68.4	11197	72.6	10580.0	49.2	10178.0	79.0	9717.0	54.9	10689.0
11198	chr17	56268579	56269983	18	68.4	11198	77.6	9785.0	54.3	8996.0	57.4	13522.0	52.0	11328.0
11199	chr18	56708942	56710078	20	68.4	11199	80.1	9408.0	67.9	6558.0	70.4	11128.0	57.8	10066.0
11200	chr18	84873432	84875384	20	68.4	11200	90.1	8003.0	83.7	4534.0	98.8	7113.0	65.3	8592.0
11204	chrX	12088795	12090945	3	68.4	11204	141.0	3458.0	40.2	12609.0	98.2	7205.0	54.9	10702.0
11208	chr1	66896240	66897856	1	68.0	11208	72.6	10454.0	35.6	13877.0	71.0	10895.0	61.2	9238.0
11209	chr1	173440585	173442515	1	68.0	11209	98.5	6926.0			69.2	11245.0	70.5	7611.0
11215	chr3	52029777	52031395	4	68.0	11215	85.1	8582.0	52.6	9300.0	74.7	10308.0	64.7	8608.0
11216	chr3	95930319	95931725	4	68.0	11216	61.7	12362.0	63.9	7132.0	70.4	11038.0	68.2	8018.0
11217	chr3	146684308	146686668	4	68.0	11217	89.3	8028.0	32.2	15109.0	71.6	10803.0	51.4	11360.0
11219	chr4	135128176	135129724	5	68.0	11219	60.1	12732.0	47.5	10504.0	71.0	10925.0	55.5	10477.0
11220	chr5	34972609	34973987	6	68.0	11220	92.6	7625.0	66.2	6756.0	60.5	12804.0	79.1	6358.0
11221	chr5	93135560	93137384	6	68.0	11221	20.0	24515.0	88.8	3987.0	103.7	6527.0	82.0	5997.0
11223	chr5	140208226	140209620	6	68.0	11223	58.4	13088.0			45.1	16316.0	9.24	31683.0
11224	chr5	140502565	140503615	6	68.0	11224	65.9	11653.0	20.4	20468.0	68.5	11380.0	52.6	11146.0
11225	chr5	144124885	144126351	6	68.0	11225	64.2	11945.0	70.7	6103.0	84.0	8929.0	59.5	9608.0
11226	chr5	146865792	146868520	6	68.0	11226	25.0	22298.0	46.9	10669.0	58.7	13169.0	44.5	13122.0
11227	chr6	31190473	31192387	7	68.0	11227	92.6	7629.0	68.4	6415.0	100.6	6877.0	60.1	9479.0
11230	chr6	94760544	94762488	7	68.0	11230	46.7	15688.0			51.9	14695.0	45.1	12971.0
11231	chr6	100562880	100564386	7	68.0	11231	88.4	8165.0	16.4	22821.0	50.6	14973.0	33.5	16520.0
11232	chr6	119388319	119389353	7	68.0	11232	65.1	11824.0	27.1	17153.0	124.7	4644.0	104.0	3749.0
11233	chr6	121271857	121273037	7	68.0	11233	77.6	9691.0	40.2	12511.0	72.9	10605.0	49.1	11916.0
11235	chr7	16982427	16983755	8	68.0	11235	65.1	11827.0	9.61	29029.0	43.2	16786.0	44.5	13127.0
11236	chr7	48137211	48138271	8	68.0	11236	70.1	10920.0	37.3	13407.0	64.2	12140.0	59.5	9621.0
11243	chr8	117673136	117674324	10	68.0	11243	72.6	10515.0	33.9	14557.0	62.4	12494.0	28.3	18514.0
11249	chr11	58914332	58915532	13	68.0	11249	75.9	10001.0	41.3	12227.0	56.2	13753.0	47.9	12229.0
11254	chr11	97433943	97436121	13	68.0	11254	76.8	9875.0	7.92	31512.0	62.4	12509.0	50.8	11539.0
11255	chr11	106163695	106165905	13	68.0	11255	27.5	21444.0	30.0	16091.0	171.0	2320.0		
11256	chr11	107123695	107124957	13	68.0	11256	63.4	12139.0	63.9	7183.0	71.6	10855.0	60.7	9407.0
11257	chr11	115198563	115200095	13	68.0	11257	67.6	11406.0	35.1	14186.0	48.8	15455.0	27.1	19022.0
11259	chr12	17032468	17034084	15	68.0	11259	81.8	9123.0			69.8	11201.0	67.0	8262.0
11261	chr13	44581154	44583696	14	68.0	11261	47.6	15555.0	31.1	15671.0	39.5	17781.0	49.1	11968.0
11263	chr13	74616580	74618170	14	68.0	11263	85.9	8541.0	67.3	6622.0	73.5	10551.0	47.4	12422.0
11268	chr16	22548002	22549124	17	68.0	11268	40.9	17246.0	36.2	13843.0	64.2	12187.0	45.6	12882.0
11269	chr16	37093958	37095240	17	68.0	11269	83.4	8879.0	57.1	8369.0	72.2	10767.0	57.2	10182.0
11272	chr17	71214027	71215977	18	68.0	11272	75.1	10192.0	61.6	7561.0	80.3	9532.0	23.1	20868.0
11273	chr18	13786435	13787589	20	68.0	11273	85.1	8668.0	35.6	14042.0	66.1	11869.0	37.5	15319.0
11277	chr19	40256957	40258289	21	68.0	11277	76.8	9921.0	69.6	6287.0	70.4	11131.0	49.7	11859.0
11281	chr1	80439976	80442352	1	67.5	11281	36.7	18245.0			38.3	17983.0	30.6	17517.0
11284	chr1	191402377	191404261	1	67.5	11284	59.2	12856.0	26.0	17589.0	27.8	21169.0	24.8	19847.0
11286	chr2	17671082	17672836	2	67.5	11286	89.3	8013.0	24.9	18081.0	63.6	12219.0	69.9	7699.0
11287	chr2	122665166	122666990	2	67.5	11287			66.2	6744.0	66.1	11781.0	91.3	4909.0
11290	chr3	9974236	9975408	4	67.5	11290	42.6	16669.0	39.0	12820.0	51.9	14666.0	38.7	14792.0
11296	chr3	108381176	108382404	4	67.5	11296	68.4	11189.0			58.0	13292.0	39.9	14445.0
11299	chr4	56915536	56916824	5	67.5	11299	74.3	10230.0	45.2	11061.0	68.5	11364.0	28.9	18251.0
11300	chr4	72198625	72199755	5	67.5	11300	103.5	6403.0	40.7	12319.0	69.8	11153.0	35.2	15914.0
11303	chr4	137882933	137884367	5	67.5	11303	65.1	11802.0	54.3	8903.0	94.5	7610.0	60.7	9368.0
11305	chr5	113670493	113672845	6	67.5	11305	18.4	25373.0					13.9	26585.0
11306	chr5	124445855	124447317	6	67.5	11306	58.4	13085.0	47.5	10516.0	76.6	10027.0	50.8	11505.0
11308	chr6	119508050	119510126	7	67.5	11308	102.6	6491.0	31.7	15365.0	53.7	14280.0		
11309	chr6	146497567	146498647	7	67.5	11309	80.1	9344.0			239.0	1063.0	210.3	800.0
11310	chr7	25576078	25578070	8	67.5	11310	90.1	7936.0			88.3	8369.0	39.3	14655.0
11320	chr9	53340167	53341459	12	67.5	11320	47.6	15507.0	58.8	8040.0	64.2	12148.0		
11321	chr9	96719114	96720854	12	67.5	11321	78.4	9582.0	43.0	11727.0	66.1	11826.0		
11325	chr10	24291853	24293921	9	67.5	11325	79.3	9478.0	53.7	9089.0	65.4	11941.0	51.4	11411.0
11326	chr10	62553234	62554772	9	67.5	11326	41.7	16969.0	48.1	10408.0	76.6	10054.0	65.9	8450.0
11328	chr10	111421823	111423197	9	67.5	11328	79.3	9484.0	54.3	8953.0	65.4	11944.0	41.0	14165.0
11335	chr11	88454969	88456971	13	67.5	11335	45.1	16147.0	39.0	12911.0	51.9	14750.0	80.3	6229.0
11337	chr12	102450771	102452217	15	67.5	11337	35.9	18681.0	36.8	13637.0	59.9	12971.0	40.4	14364.0
11338	chr13	44811146	44812598	14	67.5	11338	107.6	6037.0	48.6	10282.0	48.2	15636.0	35.2	16025.0
11339	chr13	46690041	46692009	14	67.5	11339	60.9	12626.0	25.4	17985.0	86.4	8641.0		
11340	chr13	61804144	61805378	14	67.5	11340	60.1	12815.0	35.6	14009.0	77.2	9986.0		
11345	chr14	75768613	75769859	11	67.5	11345	44.2	16358.0						
11346	chr14	120324357	120326111	11	67.5	11346	50.9	14810.0	46.9	10731.0	97.6	7265.0	42.7	13682.0
11347	chr15	8626826	8627716	16	67.5	11347	80.9	9279.0	45.8	11009.0	71.0	10987.0	54.9	10670.0
11353	chr16	32087470	32088904	17	67.5	11353	57.6	13328.0	56.0	8623.0	75.9	10183.0	61.2	9335.0
11356	chr17	84844239	84845999	18	67.5	11356			23.8	18809.0	51.2	14911.0		
11361	chr19	10979263	10980671	21	67.5	11361	98.5	7024.0	57.1	8387.0	93.9	7742.0	78.6	6491.0
11362	chrX	7673519	7675957	3	67.5	11362	72.6	10596.0	37.9	13335.0	127.8	4462.0	83.8	5837.0
11364	chr1	39925560	39927014	1	67.1	11364					42.6	16901.0	16.2	24690.0
11365	chr1	64301959	64304219	1	67.1	11365	40.0	17293.0	35.1	14062.0	43.8	16576.0	38.1	14950.0
11368	chr1	151287054	151288366	1	67.1	11368	67.6	11320.0	48.6	10195.0	72.9	10581.0	50.3	11577.0
11369	chr1	155784198	155785876	1	67.1	11369	49.2	15033.0	54.3	8876.0	53.7	14234.0	66.4	8297.0
11370	chr2	3799798	3800674	2	67.1	11370	57.6	13190.0	39.0	12804.0	62.4	12441.0	72.8	7258.0
11373	chr2	31880348	31881802	2	67.1	11373	45.1	16047.0	28.3	16624.0	50.0	15066.0	66.4	8301.0
11374	chr2	34789941	34790963	2	67.1	11374	71.8	10609.0	50.9	9677.0	66.1	11776.0	47.4	12307.0
11375	chr2	65413674	65415004	2	67.1	11375	55.1	13729.0	50.3	9810.0	53.7	14247.0	58.9	9706.0
11376	chr2	70835503	70837097	2	67.1	11376	60.9	12522.0			61.1	12656.0		
11377	chr2	73539859	73541275	2	67.1	11377	68.4	11175.0	45.2	11043.0	69.8	11142.0	45.1	12923.0
11379	chr2	131189449	131191307	2	67.1	11379	77.6	9664.0	65.0	6929.0	69.2	11250.0	50.3	11585.0
11380	chr3	35719951	35722059	4	67.1	11380	65.9	11629.0	19.8	20744.0	16.1	26604.0	13.9	26521.0
11381	chr3	52007255	52008511	4	67.1	11381	81.8	9054.0	32.8	14875.0	66.1	11783.0	45.1	12934.0
11382	chr3	84228131	84229277	4	67.1	11382	75.1	10088.0			55.0	13953.0	17.9	23542.0
11387	chr4	44065114	44066020	5	67.1	11387	63.4	12071.0	37.9	13187.0	50.6	14956.0	35.2	15913.0
11388	chr4	102977890	102979558	5	67.1	11388			19.8	20767.0	92.0	7927.0	32.3	16920.0
11391	chr5	62751311	62753347	6	67.1	11391	37.5	18072.0	57.1	8307.0	35.2	18925.0	39.9	14464.0
11392	chr5	74401745	74403983	6	67.1	11392	73.4	10363.0	66.2	6760.0	93.9	7689.0	79.7	6281.0
11394	chr5	140662238	140663996	6	67.1	11394	50.1	14904.0			64.2	12130.0	21.4	21606.0
11397	chr6	54119116	54121198	7	67.1	11397	69.2	11049.0	49.8	9963.0	64.2	12132.0	67.6	8121.0
11398	chr6	124321125	124322247	7	67.1	11398	77.6	9692.0	45.8	10954.0	97.6	7235.0	62.4	9050.0
11399	chr6	135322767	135324261	7	67.1	11399	91.8	7734.0	78.0	5129.0	101.9	6737.0	37.5	15216.0
11400	chr6	136930183	136931667	7	67.1	11400	55.1	13770.0	36.8	13579.0	69.8	11168.0	61.8	9169.0
11401	chr6	137557904	137559612	7	67.1	11401	53.4	14128.0	15.8	23146.0	48.8	15407.0	41.0	14137.0
11403	chr7	75909586	75910718	8	67.1	11403	65.1	11831.0	52.6	9328.0	70.4	11066.0	43.3	13459.0
11404	chr7	81074653	81076395	8	67.1	11404	95.1	7335.0	74.1	5639.0	82.7	9111.0	82.0	6007.0
11407	chr8	115233456	115235046	10	67.1	11407	112.6	5506.0	62.8	7332.0	70.4	11074.0	60.7	9385.0
11408	chr8	116904400	116906488	10	67.1	11408	76.8	9858.0	44.7	11262.0	69.2	11292.0		
11409	chr8	117303233	117305629	10	67.1	11409	24.2	22688.0	40.2	12530.0	50.6	14989.0	47.4	12381.0
11410	chr8	125557436	125559590	10	67.1	11410	62.6	12257.0	78.6	5070.0	81.5	9306.0	71.6	7467.0
11413	chr9	32738665	32741141	12	67.1	11413	332.9	505.0	45.8	10972.0	111.1	5811.0	69.9	7748.0
11414	chr9	69757369	69759903	12	67.1	11414	35.9	18631.0	41.3	12209.0	34.6	19154.0	56.6	10270.0
11415	chr9	80080686	80082440	12	67.1	11415	75.1	10139.0	74.7	5575.0	113.6	5565.0	80.3	6220.0
11417	chr9	116210981	116212415	12	67.1	11417	95.1	7353.0	65.0	6963.0	99.4	7025.0	74.5	7021.0
11418	chr9	118820967	118822415	12	67.1	11418	80.9	9232.0	52.0	9485.0	86.4	8615.0	51.4	11409.0
11419	chr10	80322117	80324151	9	67.1	11419	49.2	15125.0	37.3	13437.0	217.3	1354.0	168.1	1301.0
11422	chr11	75653459	75654811	13	67.1	11422	81.8	9111.0	87.1	4151.0	227.8	1208.0	82.6	5956.0
11424	chr11	88131859	88133031	13	67.1	11424	82.6	8985.0	43.0	11735.0	54.3	14167.0	67.0	8257.0
11429	chr12	84761984	84763618	15	67.1	11429	43.4	16566.0			112.4	5701.0	26.0	19466.0
11430	chr13	28512492	28513716	14	67.1	11430	73.4	10419.0	47.5	10567.0	92.0	7969.0	28.9	18345.0
11431	chr13	45906345	45907671	14	67.1	11431	88.4	8206.0	86.5	4211.0	100.0	6962.0	74.5	7049.0
11432	chr13	45924314	45926064	14	67.1	11432	40.0	17470.0	98.4	3232.0	109.3	5988.0		
11436	chr14	48132356	48133654	11	67.1	11436	60.1	12819.0	44.1	11464.0	64.2	12175.0	49.1	11971.0
11439	chr15	83034808	83037200	16	67.1	11439	63.4	12166.0	59.4	7956.0	79.0	9705.0	40.4	14385.0
11441	chr16	52094403	52095969	17	67.1	11441	70.9	10845.0	102.4	2979.0	122.3	4850.0	22.0	21485.0
11442	chr16	89774079	89774997	17	67.1	11442	67.6	11449.0	48.6	10303.0	58.0	13388.0	47.9	12276.0
11445	chr17	26502586	26504144	18	67.1	11445	80.9	9290.0	69.6	6276.0	111.8	5775.0	89.5	5144.0
11446	chr17	33482668	33484888	18	67.1	11446	51.7	14633.0	41.9	12101.0	45.7	16257.0	24.8	20081.0
11451	chr18	80978639	80979899	20	67.1	11451	74.3	10323.0	53.2	9275.0	88.9	8341.0	80.9	6181.0
11453	chrX	140504532	140507294	3	67.1	11453	78.4	9647.0	52.6	9419.0	72.2	10782.0		
11455	chr1	53797119	53798783	1	66.6	11455	59.2	12848.0	67.3	6565.0				
11457	chr1	138151639	138153239	1	66.6	11457	81.8	9031.0			140.8	3627.0	65.3	8507.0
11458	chr1	138559310	138560740	1	66.6	11458	74.3	10212.0			77.2	9927.0		
11465	chr3	85126609	85128355	4	66.6	11465	77.6	9672.0	62.8	7312.0	75.9	10110.0	62.4	9031.0
11466	chr3	101700871	101701989	4	66.6	11466	56.7	13389.0	62.8	7313.0	61.7	12561.0	52.0	11242.0
11467	chr4	8805313	8806805	5	66.6	11467	71.8	10622.0	49.2	10081.0	75.9	10113.0	60.7	9360.0
11473	chr5	24266293	24267335	6	66.6	11473	66.7	11496.0	54.9	8783.0	83.4	9015.0	41.6	13959.0
11476	chr5	75835204	75836632	6	66.6	11476	81.8	9067.0	35.6	13923.0	69.2	11266.0	44.5	13120.0
11477	chr5	102777467	102778571	6	66.6	11477	79.3	9444.0			54.3	14118.0		
11480	chr6	38532846	38533780	7	66.6	11480	164.4	2408.0	50.9	9711.0	172.9	2269.0	78.0	6515.0
11482	chr6	121062554	121064552	7	66.6	11482	66.7	11513.0	34.5	14329.0	53.1	14424.0	69.9	7734.0
11484	chr6	136934847	136936479	7	66.6	11484	542.3	141.0	45.2	11079.0	60.5	12817.0	43.9	13292.0
11485	chr7	4460222	4461958	8	66.6	11485	95.1	7331.0	43.5	11542.0	77.8	9862.0	57.8	9984.0
11486	chr7	101821446	101823420	8	66.6	11486	45.1	16105.0	27.7	16937.0	53.7	14291.0	40.4	14310.0
11487	chr7	115615519	115616739	8	66.6	11487	75.1	10125.0			70.4	11069.0	53.1	11028.0
11489	chr8	120505690	120507546	10	66.6	11489	39.2	17616.0	9.05	29704.0	58.7	13188.0	41.6	13997.0
11491	chr9	46118435	46120393	12	66.6	11491	73.4	10392.0	80.9	4812.0	153.7	2987.0	90.7	4996.0
11493	chr9	83924628	83925942	12	66.6	11493	63.4	12112.0	36.8	13599.0	62.4	12498.0	54.9	10631.0
11496	chr10	8505216	8506380	9	66.6	11496	70.1	10946.0	40.2	12539.0	55.0	14005.0	53.7	10912.0
11497	chr10	20882181	20883455	9	66.6	11497	70.9	10808.0	30.0	16060.0	61.7	12603.0		
11500	chr10	99203741	99205257	9	66.6	11500	80.9	9242.0	62.2	7432.0	77.2	9974.0	73.4	7213.0
11501	chr10	111107802	111109562	9	66.6	11501	65.1	11854.0	26.6	17464.0	56.2	13752.0	41.6	14016.0
11503	chr11	20656004	20657834	13	66.6	11503	71.8	10682.0	44.1	11436.0			37.5	15266.0
11505	chr11	98927202	98928874	13	66.6	11505	61.7	12450.0	34.5	14396.0	58.7	13216.0	24.3	20253.0
11507	chr11	115407337	115408801	13	66.6	11507	61.7	12454.0	39.6	12731.0	58.7	13219.0	45.1	13028.0
11508	chr11	115712474	115713652	13	66.6	11508	65.9	11708.0	44.1	11449.0	66.1	11844.0	61.2	9307.0
11510	chr12	16591384	16592720	15	66.6	11510	70.1	10969.0	50.9	9750.0	75.9	10159.0	45.1	13031.0
11511	chr12	17727331	17729773	15	66.6	11511	197.7	1589.0	37.9	13279.0	63.0	12399.0	47.9	12237.0
11514	chr12	70713335	70714533	15	66.6	11514	65.9	11711.0	50.9	9752.0	49.4	15311.0	61.8	9209.0
11517	chr13	63528384	63529810	14	66.6	11517	71.8	10703.0	73.0	5840.0	87.1	8559.0	58.9	9797.0
11518	chr13	113031257	113033249	14	66.6	11518	80.9	9274.0	59.9	7858.0	79.7	9600.0	58.3	9920.0
11519	chr14	32716936	32718308	11	66.6	11519	80.1	9391.0			56.2	13765.0	47.9	12257.0
11520	chr14	103468701	103470181	11	66.6	11520	61.7	12472.0	20.4	20627.0	72.2	10754.0	46.8	12572.0
11521	chr15	77732515	77734427	16	66.6	11521	95.1	7376.0	91.1	3833.0	83.4	9071.0	65.9	8490.0
11523	chr16	21845359	21846561	17	66.6	11523	53.4	14225.0	26.6	17539.0	45.1	16404.0	31.2	17485.0
11525	chr16	59516870	59518262	17	66.6	11525	65.1	11884.0	52.6	9402.0	70.4	11120.0	62.4	9117.0
11526	chr16	95769096	95771172	17	66.6	11526	60.9	12656.0	90.5	3882.0	66.7	11758.0	80.9	6173.0
11531	chr18	67211998	67213314	20	66.6	11531	64.2	12035.0			66.1	11872.0		
11533	chr19	11292469	11293799	21	66.6	11533	68.4	11306.0	35.6	14047.0	52.5	14633.0	47.4	12448.0
11534	chr1	38693626	38694958	1	66.1	11534	66.7	11458.0	83.1	4537.0	81.5	9266.0	44.5	13076.0
11535	chr1	39917480	39918594	1	66.1	11535	85.9	8450.0	56.0	8518.0	95.1	7513.0	68.2	8004.0
11536	chr1	58806254	58808720	1	66.1	11536	37.5	18009.0	32.2	15062.0	21.0	23871.0	30.0	17713.0
11537	chr1	69767905	69769201	1	66.1	11537	59.2	12850.0	35.6	13879.0	71.6	10784.0	53.1	10968.0
11538	chr1	152291120	152293026	1	66.1	11538	51.7	14468.0	50.9	9671.0	51.9	14650.0	55.5	10448.0
11539	chr1	171113748	171114908	1	66.1	11539	60.9	12511.0			58.0	13277.0	20.2	22079.0
11540	chr2	26482652	26484114	2	66.1	11540	85.9	8454.0	28.8	16393.0	54.3	14093.0	42.2	13731.0
11541	chr2	61051261	61052685	2	66.1	11541	90.1	7904.0	60.5	7684.0	58.7	13142.0	54.3	10725.0
11542	chr2	75776392	75777768	2	66.1	11542	58.4	13044.0	83.7	4473.0	83.4	8999.0	46.2	12621.0
11545	chr2	167502762	167503976	2	66.1	11545	86.8	8345.0	42.4	11806.0	74.1	10399.0	64.1	8720.0
11547	chr2	179648165	179649633	2	66.1	11547	69.2	11018.0	50.9	9684.0	79.7	9557.0	63.5	8829.0
11549	chr3	52088097	52089585	4	66.1	11549	51.7	14492.0	47.5	10490.0	70.4	11034.0	65.3	8518.0
11553	chr3	126662915	126664105	4	66.1	11553	90.1	7918.0	50.3	9826.0	239.0	1059.0	234.5	589.0
11555	chr4	34428817	34430141	5	66.1	11555	48.4	15260.0	57.1	8300.0	48.8	15377.0	49.7	11756.0
11557	chr4	133493802	133494908	5	66.1	11557	61.7	12377.0	54.9	8781.0	68.5	11367.0	50.8	11493.0
11562	chr5	107925634	107927050	6	66.1	11562	58.4	13083.0			63.0	12366.0	33.5	16507.0
11563	chr5	147434172	147436000	6	66.1	11563	70.1	10907.0	63.3	7231.0	72.2	10698.0	31.8	17160.0
11567	chr7	4662410	4664350	8	66.1	11567	65.9	11666.0	33.9	14542.0	53.7	14283.0	19.6	22553.0
11569	chr7	35268452	35269910	8	66.1	11569	59.2	12920.0	49.8	9970.0	82.7	9109.0	49.1	11921.0
11573	chr8	119798136	119799600	10	66.1	11573	60.9	12579.0	35.1	14149.0	66.1	11817.0	47.4	12382.0
11575	chr9	42427591	42428847	12	66.1	11575	93.4	7542.0	54.9	8809.0	78.4	9767.0	61.8	9187.0
11577	chr9	45125852	45128794	12	66.1	11577	40.0	17417.0	40.7	12364.0	65.4	11937.0	46.2	12684.0
11578	chr9	65535137	65536633	12	66.1	11578	88.4	8188.0	49.8	9980.0	58.0	13342.0	51.4	11404.0
11579	chr10	42636646	42637734	9	66.1	11579	72.6	10528.0	54.3	8947.0	124.1	4693.0	94.7	4606.0
11580	chr10	80509080	80510014	9	66.1	11580	56.7	13469.0	44.1	11433.0	61.1	12720.0	41.6	14009.0
11584	chr11	75540046	75541642	13	66.1	11584	70.9	10816.0	55.4	8707.0	66.7	11738.0	58.9	9779.0
11586	chr11	101143823	101144929	13	66.1	11586	75.1	10159.0	58.8	8053.0	80.3	9512.0	51.4	11428.0
11590	chr12	91182911	91184411	15	66.1	11590	55.9	13654.0	10.7	27857.0	72.2	10736.0	58.9	9788.0
11592	chr13	13563631	13565961	14	66.1	11592	67.6	11415.0	58.8	8060.0	87.1	8557.0	10.4	30235.0
11594	chr13	74390398	74391410	14	66.1	11594	70.9	10827.0	43.0	11752.0	65.4	11958.0	46.8	12561.0
11598	chr14	67188623	67189813	11	66.1	11598	81.8	9131.0			76.6	10082.0		
11601	chr15	25811196	25812556	16	66.1	11601	61.7	12474.0	26.0	17759.0	59.9	12979.0		
11602	chr15	98621670	98623538	16	66.1	11602	72.6	10563.0	49.2	10164.0	57.4	13509.0	46.8	12578.0
11603	chr16	23844683	23845775	17	66.1	11603	81.8	9141.0	18.7	21573.0	45.1	16406.0	25.4	19775.0
11604	chr16	52055304	52057364	17	66.1	11604	97.6	7098.0	12.4	26336.0	77.8	9913.0	76.2	6807.0
11605	chr17	23546847	23547879	18	66.1	11605	52.6	14432.0	49.2	10171.0	64.8	12082.0	43.9	13372.0
11607	chr17	35264613	35266115	18	66.1	11607	60.9	12662.0	62.2	7456.0	80.9	9442.0	42.2	13900.0
11609	chr17	47533226	47536036	18	66.1	11609			20.9	20340.0	69.2	11340.0	42.2	13903.0
11610	chr17	50158100	50159352	18	66.1	11610	63.4	12172.0			72.2	10772.0	64.1	8804.0
11613	chr18	81210070	81211582	20	66.1	11613	67.6	11453.0	32.8	15044.0	54.3	14218.0	42.2	13907.0
11614	chr19	32257135	32259073	21	66.1	11614	65.9	11754.0	73.5	5786.0	80.9	9450.0	71.1	7600.0
11617	chrX	48151772	48154584	3	66.1	11617	70.9	10857.0	173.6	915.0	277.9	755.0	225.3	659.0
11619	chr1	23915695	23917889	1	65.7	11619	94.3	7399.0	69.6	6218.0	90.1	8132.0		
11621	chr1	53790505	53792613	1	65.7	11621	71.8	10603.0	76.3	5324.0	93.2	7749.0	70.5	7607.0
11625	chr1	133033244	133034608	1	65.7	11625	60.1	12695.0	23.8	18573.0	63.6	12216.0	61.2	9240.0
11627	chr1	184792723	184793875	1	65.7	11627	56.7	13367.0			65.4	11888.0		
11630	chr2	61654702	61656872	2	65.7	11630	60.1	12709.0	46.9	10629.0	61.7	12554.0		
11634	chr3	105909822	105911496	4	65.7	11634	57.6	13210.0	59.4	7897.0	57.4	13435.0	64.7	8611.0
11635	chr3	131137323	131138807	4	65.7	11635	266.2	834.0	56.6	8412.0	75.9	10112.0		
11637	chr3	144380154	144382088	4	65.7	11637	55.9	13568.0	39.6	12647.0	74.1	10404.0	58.9	9727.0
11639	chr4	88549847	88550869	5	65.7	11639	60.1	12724.0	55.4	8661.0	71.0	10924.0	45.1	12944.0
11640	chr4	117288428	117289588	5	65.7	11640	54.2	13908.0	59.9	7794.0	62.4	12470.0	45.1	12947.0
11643	chr5	67820944	67822604	6	65.7	11643	64.2	11944.0	66.2	6759.0	64.8	12020.0	61.8	9161.0
11647	chr6	37464016	37465960	7	65.7	11647	78.4	9563.0	54.9	8794.0	66.1	11805.0	57.2	10117.0
11648	chr6	136548531	136551443	7	65.7	11648	80.1	9342.0	28.8	16460.0	75.9	10136.0	48.5	12061.0
11649	chr6	136964672	136965936	7	65.7	11649	72.6	10495.0	40.7	12351.0	64.2	12138.0	55.5	10495.0
11653	chr7	27328514	27330798	8	65.7	11653	40.9	17139.0	34.5	14333.0	92.0	7939.0	54.3	10763.0
11655	chr7	106522024	106524660	8	65.7	11655	60.1	12756.0	39.0	12867.0	69.2	11286.0	28.3	18500.0
11656	chr7	121058904	121060532	8	65.7	11656	107.6	6016.0	61.1	7617.0	74.1	10424.0	80.9	6142.0
11657	chr7	127476655	127478253	8	65.7	11657	75.9	9973.0	39.0	12869.0	67.9	11491.0		
11660	chr7	141123028	141124430	8	65.7	11660	81.8	9090.0	39.6	12693.0	72.2	10709.0	55.5	10502.0
11661	chr8	73353785	73355097	10	65.7	11661	65.9	11679.0	40.2	12528.0	57.4	13472.0	47.4	12377.0
11662	chr8	110928127	110929801	10	65.7	11662	31.7	19924.0	35.6	13961.0	60.5	12830.0	31.8	17194.0
11663	chr8	111975720	111977474	10	65.7	11663	69.2	11067.0	62.2	7414.0	58.0	13335.0	30.6	17604.0
11664	chr9	40756948	40758378	12	65.7	11664	95.1	7344.0	57.7	8231.0	76.6	10045.0	63.5	8869.0
11665	chr9	40781747	40783139	12	65.7	11665	71.8	10667.0	26.6	17436.0	45.1	16350.0		
11669	chr10	28566810	28568522	9	65.7	11669	16.7	26430.0			96.3	7398.0	76.2	6772.0
11670	chr10	28671728	28673086	9	65.7	11670	67.6	11388.0	57.1	8335.0	300.1	643.0	60.1	9507.0
11671	chr10	75411925	75413907	9	65.7	11671	47.6	15522.0	20.9	20222.0	37.7	18271.0	49.1	11945.0
11673	chr11	46344652	46346472	13	65.7	11673	96.8	7160.0			68.5	11412.0	17.3	24110.0
11674	chr11	51853700	51855890	13	65.7	11674	84.3	8744.0	63.9	7178.0	62.4	12504.0	53.1	11055.0
11675	chr11	55193816	55195208	13	65.7	11675	67.6	11397.0	47.5	10553.0	51.2	14870.0	52.6	11179.0
11676	chr11	69122463	69123721	13	65.7	11676	115.1	5282.0	49.2	10137.0	108.7	6040.0	191.2	984.0
11678	chr11	79660810	79661910	13	65.7	11678	47.6	15533.0	65.0	6980.0	59.3	13091.0		
11679	chr11	97818044	97821638	13	65.7	11679	20.0	24677.0	30.0	16085.0	17.9	25694.0	112.1	3233.0
11680	chr11	97953715	97955539	13	65.7	11680	77.6	9734.0	66.7	6702.0	87.7	8465.0	84.3	5726.0
11682	chr11	106761858	106763868	13	65.7	11682	94.3	7457.0	55.4	8711.0	60.5	12853.0	56.0	10398.0
11683	chr11	114872094	114873970	13	65.7	11683	70.1	10964.0	54.9	8826.0	53.7	14323.0	38.7	14885.0
11685	chr11	118992307	118994363	13	65.7	11685	77.6	9737.0	57.1	8350.0	84.0	8970.0	68.2	8057.0
11687	chr13	111935157	111936689	14	65.7	11687	62.6	12300.0	54.9	8839.0	24.1	22732.0		
