id	chr_name	start	end	chromosome_id	tag_count_10um_pcc	id_10um_pcc	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_100um_k99a	id_100um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc
9966	chr4	6680845	6682921	5	57.8	9966	51.7	14499.0	56.1	13454.0	53.2	9174.0	50.0	15085.0
9967	chr4	11454165	11456357	5	57.8	9967	58.4	13063.0	59.8	12743.0			64.8	12010.0
9971	chr4	47250827	47252415	5	57.8	9971					52.0	9449.0	51.9	14679.0
9972	chr4	95049118	95050948	5	57.8	9972	246.1	973.0	260.5	848.0	41.9	11987.0	126.0	4554.0
9984	chr7	4460676	4462272	8	57.8	9984	95.1	7331.0	66.6	11485.0	43.5	11542.0	77.8	9862.0
9985	chr7	19326346	19328060	8	57.8	9985			13.7	26910.0	37.3	13402.0	79.7	9578.0
9986	chr7	19471771	19473635	8	57.8	9986	59.2	12917.0	31.9	19221.0	40.2	12515.0	82.1	9207.0
9991	chr7	64003685	64006303	8	57.8	9991	132.7	3925.0	161.0	2566.0	125.0	1893.0	142.0	3568.0
9992	chr7	80778811	80780165	8	57.8	9992	107.6	6013.0	152.4	2918.0	117.6	2177.0	177.8	2123.0
9999	chr8	124317563	124319199	10	57.8	9999	116.8	5105.0	41.5	16681.0			88.3	8377.0
10001	chr9	21447681	21449225	12	57.8	10001	65.1	11844.0	53.4	14036.0	185.5	780.0	158.1	2805.0
10005	chr9	116383433	116384919	12	57.8	10005	88.4	8190.0	62.0	12333.0	54.9	8813.0	72.9	10625.0
10007	chr10	40461171	40462713	9	57.8	10007	65.9	11690.0	62.0	12335.0	45.2	11098.0	44.5	16498.0
10008	chr10	59538663	59540553	9	57.8	10008	48.4	15333.0	52.5	14240.0	42.4	11877.0	55.6	13873.0
10011	chr11	51832597	51834647	13	57.8	10011	13.3	28748.0	9.58	30389.0	54.9	8818.0	58.0	13361.0
10012	chr11	58030249	58031939	13	57.8	10012	54.2	14008.0	31.5	19393.0			104.3	6475.0
10014	chr11	74838640	74839630	13	57.8	10014	88.4	8201.0	125.9	4401.0			142.0	3584.0
10022	chr11	120510624	120511648	13	57.8	10022	81.8	9118.0	64.8	11854.0	40.7	12389.0	66.7	11741.0
10024	chr12	16258019	16259773	15	57.8	10024	50.9	14781.0	72.1	10582.0	59.9	7851.0	50.6	15008.0
10026	chr12	73615494	73618100	15	57.8	10026					17.5	22254.0		
10028	chr12	100987401	100988683	15	57.8	10028	40.0	17466.0	71.6	10656.0	33.4	14806.0	42.6	16997.0
10029	chr12	105021313	105022849	15	57.8	10029	54.2	14028.0	52.9	14171.0			55.0	14035.0
10030	chr12	107558444	107560364	15	57.8	10030	30.0	20553.0	56.1	13497.0	53.7	9111.0	48.2	15631.0
10035	chr13	74563297	74565021	14	57.8	10035	85.9	8540.0	103.6	6491.0	82.6	4654.0	98.8	7099.0
10039	chr14	27405271	27407029	11	57.8	10039	74.3	10299.0	53.8	13960.0	50.9	9765.0	30.9	20285.0
10043	chr15	4042578	4044060	16	57.8	10043	102.6	6534.0	93.1	7669.0	86.0	4268.0	92.6	7896.0
10044	chr15	62092268	62093442	16	57.8	10044	67.6	11436.0	85.8	8601.0	49.2	10162.0	51.9	14775.0
10045	chr15	74917724	74919568	16	57.8	10045	72.6	10557.0	58.4	13056.0	34.5	14431.0	65.4	11969.0
10047	chr15	78922697	78924123	16	57.8	10047	57.6	13323.0	72.5	10529.0	59.4	7954.0	70.4	11115.0
10048	chr15	79882767	79884229	16	57.8	10048	50.1	14988.0	41.5	16720.0	28.3	16797.0	75.9	10176.0
10050	chr15	86172519	86174061	16	57.8	10050	91.8	7777.0	81.7	9199.0	74.7	5599.0	88.9	8333.0
10051	chr15	99364198	99365450	16	57.8	10051	58.4	13160.0	62.0	12362.0	58.8	8074.0	74.7	10372.0
10052	chr15	100604123	100605081	16	57.8	10052	60.1	12829.0	71.6	10668.0	45.2	11151.0	76.6	10088.0
10057	chr16	94647032	94648948	17	57.8	10057	22.5	23599.0	59.3	12876.0	62.8	7363.0	66.7	11757.0
10058	chr17	23924214	23925740	18	57.8	10058	72.6	10576.0	86.2	8545.0	55.4	8740.0	92.6	7901.0
10059	chr17	26570662	26572386	18	57.8	10059	37.5	18212.0	15.5	25974.0	57.7	8276.0	53.7	14352.0
10060	chr17	29431101	29432933	18	57.8	10060	75.1	10188.0	246.3	965.0	50.3	9904.0	266.7	834.0
10071	chr19	45794962	45796716	21	57.8	10071	121.0	4783.0	104.0	6460.0	61.1	7673.0	93.9	7745.0
10073	chrX	74081885	74084489	3	57.8	10073	75.9	10057.0	42.4	16514.0	27.1	17336.0	34.6	19246.0
10075	chrX	167145568	167147840	3	57.8	10075	85.9	8570.0	62.5	12289.0	69.0	6383.0	72.9	10664.0
10077	chr1	58859064	58861050	1	57.2	10077	45.1	16032.0	57.0	13266.0	21.5	19770.0	49.4	15213.0
10078	chr1	74806183	74808171	1	57.2	10078	30.0	20359.0	59.8	12733.0	42.4	11785.0	55.6	13806.0
10080	chr1	164135000	164136054	1	57.2	10080	134.3	3819.0	57.5	13170.0	45.2	11034.0	73.5	10478.0
10081	chr1	164453180	164454662	1	57.2	10081	236.1	1069.0	69.8	10925.0	68.4	6387.0	256.2	909.0
10083	chr1	180385971	180387793	1	57.2	10083	77.6	9653.0	83.9	8802.0	41.9	11959.0	64.2	12099.0
10084	chr1	191110054	191111566	1	57.2	10084	69.2	11012.0	59.3	12810.0	21.5	19787.0	53.7	14239.0
10087	chr2	31824874	31826342	2	57.2	10087	76.8	9806.0	80.7	9280.0	58.8	7990.0	95.1	7520.0
10089	chr2	79086989	79088069	2	57.2	10089	75.1	10073.0	79.4	9473.0	49.8	9927.0	70.4	11028.0
10090	chr2	91458611	91460249	2	57.2	10090	57.6	13195.0	60.7	12559.0	52.6	9296.0	61.7	12555.0
10091	chr2	117446835	117448317	2	57.2	10091	50.1	14868.0	58.8	12911.0	57.7	8189.0	70.4	11029.0
10095	chr2	156881805	156883649	2	57.2	10095	81.8	9049.0	52.0	14290.0	63.9	7124.0	63.6	12224.0
10096	chr3	32395395	32396567	4	57.2	10096	70.9	10752.0	89.4	8107.0	56.6	8409.0	85.2	8775.0
10097	chr3	52286645	52288837	4	57.2	10097	36.7	18281.0	47.0	15399.0	26.0	17610.0	25.3	22091.0
10102	chr4	97757048	97758340	5	57.2	10102	82.6	8930.0	86.7	8454.0	53.2	9179.0	88.9	8296.0
10104	chr4	103122997	103124149	5	57.2	10104	83.4	8809.0	73.0	10419.0	56.0	8549.0	75.9	10117.0
10105	chr4	132515022	132516124	5	57.2	10105	80.9	9188.0	91.2	7891.0	66.2	6755.0	89.5	8225.0
10106	chr4	134081087	134082649	5	57.2	10106	38.4	17830.0	64.3	11907.0	60.5	7698.0	63.6	12237.0
10110	chr5	73492052	73493030	6	57.2	10110	101.8	6585.0	85.3	8627.0	40.7	12333.0	72.2	10689.0
10111	chr5	92093701	92094743	6	57.2	10111	90.9	7828.0	71.2	10700.0	56.6	8425.0	74.7	10323.0
10113	chr5	124953925	124956017	6	57.2	10113	83.4	8818.0	68.4	11146.0	71.3	6013.0	74.1	10415.0
10115	chr5	145280679	145282143	6	57.2	10115	67.6	11360.0	52.0	14304.0	39.0	12852.0	61.1	12688.0
10116	chr6	30339192	30341148	7	57.2	10116	49.2	15076.0	7.3	32815.0	21.5	19862.0	74.7	10325.0
10117	chr6	37463581	37465397	7	57.2	10117	78.4	9563.0	65.7	11647.0	54.9	8794.0	66.1	11805.0
10118	chr6	91616742	91618072	7	57.2	10118	56.7	13427.0	53.4	14017.0	56.6	8438.0	65.4	11913.0
10119	chr6	115717351	115718529	7	57.2	10119	50.9	14723.0	57.0	13304.0	42.4	11843.0	67.9	11482.0
10121	chr6	128843819	128844973	7	57.2	10121	168.5	2261.0	211.2	1371.0	52.0	9468.0	188.9	1823.0
10127	chr7	67443541	67445705	8	57.2	10127	57.6	13254.0	74.4	10209.0	50.3	9851.0	58.0	13321.0
10138	chr8	114880807	114882765	10	57.2	10138	186.1	1820.0	49.7	14807.0	119.9	2082.0	51.2	14853.0
10140	chr9	43988540	43990852	12	57.2	10140	69.2	11073.0	70.7	10805.0	61.6	7524.0	58.7	13191.0
10141	chr9	45121464	45122404	12	57.2	10141	60.1	12771.0	63.0	12172.0	58.8	8038.0	66.1	11823.0
10143	chr9	60990984	60992706	12	57.2	10143	61.7	12420.0	54.3	13840.0	62.8	7337.0	77.2	9969.0
10148	chr9	110895890	110897636	12	57.2	10148	80.9	9231.0					30.3	20426.0
10151	chr10	59391619	59393441	9	57.2	10151	75.1	10146.0			14.1	24571.0	32.7	19714.0
10154	chr11	19965466	19967056	13	57.2	10154	187.7	1796.0						
10156	chr11	51577328	51578838	13	57.2	10156	68.4	11250.0	69.3	11040.0	47.5	10552.0	54.3	14164.0
10157	chr11	57962032	57963126	13	57.2	10157	68.4	11252.0	63.0	12176.0			71.6	10848.0
10159	chr11	77623945	77625419	13	57.2	10159	54.2	14012.0	49.3	14931.0	56.6	8469.0	49.4	15303.0
10161	chr11	121705734	121707646	13	57.2	10161			47.9	15235.0	50.9	9749.0	43.2	16840.0
10162	chr12	15965858	15967936	15	57.2	10162	33.4	19422.0						
10166	chr13	23395679	23397255	14	57.2	10166	54.2	14032.0	74.8	10154.0	50.3	9881.0	82.1	9241.0
10171	chr14	54120666	54123188	11	57.2	10171	82.6	8999.0	401.0	308.0	213.2	574.0	396.4	318.0
10176	chr15	84313056	84315038	16	57.2	10176	46.7	15789.0	69.8	10976.0	71.3	6058.0	108.7	6051.0
10182	chr16	37093877	37095257	17	57.2	10182	83.4	8879.0	68.0	11269.0	57.1	8369.0	72.2	10767.0
10183	chr16	91458153	91459473	17	57.2	10183	55.1	13851.0	61.6	12464.0	13.0	25675.0	66.1	11866.0
10188	chr17	83984907	83986859	18	57.2	10188	54.2	14064.0	49.7	14856.0	54.3	8998.0	46.9	15969.0
10190	chr18	69083876	69085058	20	57.2	10190	88.4	8224.0	73.4	10391.0	51.5	9654.0	77.8	9922.0
10199	chr1	54584700	54586410	1	56.6	10199	76.8	9797.0	57.0	13265.0	66.2	6734.0	71.0	10894.0
10203	chr1	183345963	183346837	1	56.6	10203	111.8	5551.0	110.9	5693.0	47.5	10480.0	100.6	6858.0
10204	chr2	13232629	13233995	2	56.6	10204	83.4	8794.0	86.2	8498.0	52.0	9425.0	65.4	11889.0
10209	chr2	72872997	72874365	2	56.6	10209	59.2	12863.0	63.9	11981.0	41.3	12135.0	65.4	11893.0
10212	chr2	92484580	92486006	2	56.6	10212	106.8	6061.0	108.6	5915.0	88.2	4027.0	122.3	4815.0
10218	chr2	127926798	127927960	2	56.6	10218			48.4	15067.0			55.0	13948.0
10219	chr3	60784714	60786100	4	56.6	10219	60.1	12718.0	41.1	16761.0	33.9	14507.0	69.8	11149.0
10221	chr3	122276113	122278223	4	56.6	10221			21.0	23023.0	27.1	17114.0	145.1	3375.0
10222	chr3	133332359	133334189	4	56.6	10222	65.9	11637.0	94.0	7535.0	50.9	9691.0	109.3	5956.0
10224	chr4	40843549	40845035	5	56.6	10224	114.3	5327.0	154.6	2812.0			250.7	948.0
10225	chr4	42949210	42950120	5	56.6	10225	63.4	12070.0	142.8	3380.0	56.0	8543.0	175.4	2196.0
10227	chr4	101184252	101185758	5	56.6	10227	151.8	2904.0	57.9	13085.0	44.1	11381.0	56.2	13705.0
10229	chr4	155186839	155188663	5	56.6	10229	48.4	15273.0	43.3	16212.0	44.1	11390.0	52.5	14551.0
10230	chr5	9087127	9088599	6	56.6	10230	48.4	15275.0	104.0	6424.0	48.6	10219.0	62.4	12472.0
10231	chr5	23718406	23719864	6	56.6	10231	38.4	17835.0						
10235	chr5	114978857	114979865	6	56.6	10235	72.6	10489.0	71.6	10625.0	55.4	8669.0	71.6	10820.0
10238	chr5	135961314	135962480	6	56.6	10238	54.2	13931.0	80.7	9299.0	31.1	15578.0	68.5	11379.0
10242	chr6	72868625	72870297	7	56.6	10242	58.4	13092.0	48.8	14993.0	35.1	14126.0	66.7	11706.0
10244	chr6	88074579	88075863	7	56.6	10244	85.9	8491.0	78.9	9550.0	53.2	9201.0	71.0	10938.0
10247	chr6	120566826	120567998	7	56.6	10247	82.6	8946.0	62.5	12246.0	63.3	7237.0	77.2	9961.0
10248	chr6	136471462	136474340	7	56.6	10248	64.2	11952.0	13.2	27190.0	13.0	25417.0	11.1	30692.0
10251	chr7	38089376	38091016	8	56.6	10251	86.8	8375.0	44.7	15909.0	48.6	10241.0	107.4	6152.0
10252	chr7	80575845	80577455	8	56.6	10252	41.7	16934.0	31.9	19223.0				
10255	chr7	117414701	117416093	8	56.6	10255	72.6	10504.0	70.3	10885.0			50.0	15120.0
10257	chr7	141047734	141049154	8	56.6	10257	49.2	15102.0	64.8	11836.0	47.5	10528.0	75.3	10242.0
10259	chr8	10990393	10992347	10	56.6	10259	19.2	25011.0	32.4	19094.0	30.0	16040.0	50.0	15124.0
10260	chr8	22713754	22715254	10	56.6	10260	55.1	13777.0	64.8	11837.0	48.6	10252.0	65.4	11926.0
10266	chr8	123161918	123164166	10	56.6	10266	54.2	13973.0	45.2	15824.0	45.2	11092.0	45.7	16196.0
10272	chr10	67071555	67073049	9	56.6	10272	66.7	11529.0	76.2	9941.0	20.9	20221.0	70.4	11082.0
10273	chr10	68282714	68283732	9	56.6	10273	60.9	12594.0	74.4	10220.0	40.2	12547.0	72.2	10725.0
10283	chr11	99143629	99144887	13	56.6	10283	966.2	17.0	702.1	63.0	59.9	7846.0	590.3	106.0
10285	chr11	107412932	107414372	13	56.6	10285	33.4	19418.0	231.3	1103.0	181.5	830.0	59.9	12963.0
10286	chr11	117092075	117093749	13	56.6	10286			49.7	14828.0	53.7	9104.0	50.0	15152.0
10287	chr12	17710476	17712334	15	56.6	10287	70.1	10970.0	57.0	13330.0	64.5	7072.0	58.0	13370.0
10288	chr12	33034557	33036485	15	56.6	10288	74.3	10287.0	40.6	16943.0	35.1	14190.0	63.0	12400.0
10289	chr12	40016667	40017693	15	56.6	10289	96.8	7168.0	89.4	8129.0	63.9	7186.0	93.2	7797.0
10296	chr15	11533069	11534067	16	56.6	10296	87.6	8312.0	82.1	9130.0	50.3	9890.0	76.6	10085.0
10300	chr15	96288749	96289947	16	56.6	10300	76.8	9902.0	73.9	10310.0	49.2	10163.0	72.2	10759.0
10302	chr16	22060919	22062109	17	56.6	10302	82.6	9011.0	73.9	10313.0	50.9	9777.0	64.2	12185.0
10303	chr16	78531448	78532952	17	56.6	10303	79.3	9519.0	55.2	13698.0	65.6	6910.0	63.0	12416.0
10304	chr16	84701011	84703061	17	56.6	10304	45.9	15994.0			33.9	14640.0	71.6	10882.0
10305	chr16	93152655	93153865	17	56.6	10305	72.6	10574.0	61.1	12538.0	53.2	9262.0	56.8	13659.0
10309	chr17	84306018	84308182	18	56.6	10309	216.1	1307.0	56.1	13519.0				
10311	chr18	80738397	80739579	20	56.6	10311	77.6	9789.0	75.7	10023.0	87.1	4170.0	85.8	8758.0
10312	chr18	90578411	90579587	20	56.6	10312	111.8	5630.0	109.0	5910.0	85.4	4329.0	105.0	6436.0
10313	chr19	23134439	23136467	21	56.6	10313	70.1	11004.0	73.4	10394.0	38.5	13148.0	86.4	8662.0
10314	chr19	29430387	29431869	21	56.6	10314	80.1	9414.0	94.0	7574.0	84.3	4460.0	98.2	7203.0
10316	chrX	12129379	12131207	3	56.6	10316	61.7	12499.0	50.2	14757.0	42.4	11941.0	66.7	11771.0
10322	chr1	160052003	160053429	1	56.0	10322	181.9	1903.0	159.7	2615.0	147.6	1288.0	178.4	2096.0
10323	chr1	184851915	184852973	1	56.0	10323	77.6	9654.0	48.8	14970.0	49.2	10059.0	73.5	10479.0
10327	chr2	35506373	35507829	2	56.0	10327	61.7	12351.0	32.8	18920.0	50.3	9809.0	58.0	13281.0
10328	chr2	103945359	103946547	2	56.0	10328	87.6	8239.0	65.2	11721.0	52.6	9297.0	65.4	11895.0
10329	chr2	105396668	105398204	2	56.0	10329	67.6	11330.0	57.9	13079.0	61.1	7582.0	75.3	10210.0
10332	chr2	157147285	157149263	2	56.0	10332	49.2	15045.0	60.2	12644.0	22.1	19480.0	72.2	10675.0
10333	chr2	166646228	166647514	2	56.0	10333	44.2	16242.0	41.5	16639.0	40.7	12312.0	65.4	11896.0
10335	chr3	108878953	108880559	4	56.0	10335	57.6	13211.0	44.3	15987.0	58.3	8105.0	47.5	15711.0
10336	chr4	40776408	40777442	5	56.0	10336	45.1	16069.0	73.4	10333.0	25.4	17847.0	69.2	11257.0
10338	chr4	116007800	116009598	5	56.0	10338	37.5	18064.0	60.2	12652.0	39.0	12840.0	131.5	4184.0
10341	chr4	130801224	130803172	5	56.0	10341	60.9	12543.0	56.6	13375.0	64.5	7027.0	69.8	11155.0
10344	chr5	28167484	28168878	6	56.0	10344	110.1	5741.0	94.0	7541.0	41.9	11997.0	79.0	9648.0
10347	chr5	120621051	120622617	6	56.0	10347	99.3	6860.0	96.7	7230.0	67.9	6503.0	82.1	9199.0
10351	chr5	144936818	144938634	6	56.0	10351	82.6	8943.0			40.7	12343.0	39.5	17718.0
10354	chr6	108875311	108876945	7	56.0	10354	49.2	15084.0	63.0	12167.0	35.1	14131.0	48.8	15405.0
10356	chr6	121224798	121226334	7	56.0	10356	182.7	1888.0	77.6	9714.0	146.5	1319.0	218.0	1341.0
10357	chr6	134332448	134333682	7	56.0	10357	44.2	16278.0	57.5	13201.0	31.1	15591.0	51.9	14700.0
10358	chr7	24837725	24840323	8	56.0	10358	39.2	17597.0	42.4	16445.0	24.9	18150.0	34.0	19311.0
10363	chr7	80416510	80418718	8	56.0	10363			11.9	28305.0	59.9	7815.0	66.7	11715.0
10364	chr7	82204270	82205660	8	56.0	10364	44.2	16287.0	46.1	15639.0	49.8	9972.0	53.1	14437.0
10365	chr7	101070175	101072201	8	56.0	10365	15.0	27473.0	50.6	14605.0	49.2	10111.0	46.9	15894.0
10366	chr7	114081457	114082987	8	56.0	10366	60.1	12757.0	89.9	8065.0			67.3	11597.0
10369	chr8	72158729	72160113	10	56.0	10369	68.4	11231.0	102.6	6560.0	48.1	10396.0	85.8	8712.0
10374	chr9	7828094	7829958	12	56.0	10374	101.0	6691.0	502.7	156.0	71.3	6028.0	102.5	6682.0
10375	chr9	32517495	32519115	12	56.0	10375	302.0	632.0	272.3	749.0	226.2	486.0	271.7	794.0
10377	chr9	62362949	62364785	12	56.0	10377	60.1	12773.0	61.6	12427.0	51.5	9609.0	64.8	12044.0
10380	chr9	78527291	78528845	12	56.0	10380	73.4	10397.0	73.9	10285.0	43.5	11570.0	88.9	8319.0
10384	chr10	80954993	80956775	9	56.0	10384	28.4	21079.0			32.8	14949.0	45.7	16208.0
10386	chr10	117103893	117105699	9	56.0	10386	15.0	27598.0			42.4	11888.0	98.2	7168.0
10389	chr11	58015828	58017370	13	56.0	10389	13.3	28754.0					101.3	6826.0
10391	chr11	62004287	62006459	13	56.0	10391	50.9	14766.0	55.2	13675.0	35.6	13987.0	72.2	10729.0
10392	chr11	75965142	75966828	13	56.0	10392	114.3	5359.0	93.5	7612.0	66.2	6795.0	76.6	10064.0
10396	chr11	99198058	99199840	13	56.0	10396			44.3	16041.0			47.5	15780.0
10398	chr11	106762021	106763861	13	56.0	10398	94.3	7457.0	65.7	11682.0	55.4	8711.0	60.5	12853.0
10399	chr11	117291843	117293363	13	56.0	10399	63.4	12140.0	47.0	15451.0	39.6	12732.0	67.3	11623.0
10400	chr11	119075405	119076733	13	56.0	10400	68.4	11262.0	70.7	10825.0	63.3	7274.0	62.4	12513.0
10403	chr12	107966002	107967804	15	56.0	10403	93.4	7568.0	523.7	143.0	63.3	7276.0	180.3	2047.0
10404	chr13	22025907	22027375	14	56.0	10404	44.2	16346.0	59.8	12781.0	49.2	10151.0	60.5	12859.0
10405	chr13	24964735	24965639	14	56.0	10405	85.1	8649.0	68.4	11180.0	56.6	8480.0	68.5	11422.0
10407	chr13	37853347	37854421	14	56.0	10407	100.1	6805.0	58.8	12970.0	60.5	7747.0	104.3	6486.0
10409	chr13	103772167	103773455	14	56.0	10409			82.1	9127.0	39.0	12930.0	69.2	11324.0
10410	chr13	107567962	107568866	14	56.0	10410	63.4	12156.0	54.7	13770.0	41.3	12249.0	63.6	12303.0
10412	chr14	53794517	53796113	11	56.0	10412	77.6	9762.0	69.8	10974.0	52.0	9513.0	62.4	12525.0
10413	chr14	73387946	73389606	11	56.0	10413	37.5	18192.0	45.2	15850.0	43.5	11616.0	64.8	12069.0
10414	chr14	74928691	74930861	11	56.0	10414	27.5	21488.0			35.6	14018.0	26.6	21790.0
10415	chr14	79242197	79244073	11	56.0	10415	45.1	16177.0	63.0	12189.0			30.9	20292.0
10417	chr15	12548788	12550086	16	56.0	10417	65.9	11728.0	49.3	14948.0	46.4	10877.0	68.5	11427.0
10418	chr15	55279335	55280491	16	56.0	10418	72.6	10555.0	83.5	8921.0	41.9	12088.0	88.3	8402.0
10419	chr15	75641839	75643057	16	56.0	10419	84.3	8761.0	83.0	8989.0	39.0	12948.0	77.2	9994.0
10423	chr16	10682348	10683876	17	56.0	10423	45.9	15991.0	51.5	14456.0	46.4	10884.0	51.2	14898.0
10424	chr16	23101618	23103618	17	56.0	10424	64.2	12021.0	73.0	10459.0	43.5	11626.0	87.1	8569.0
10425	chr16	24150933	24152257	17	56.0	10425	80.1	9401.0	104.5	6401.0			109.3	6000.0
10427	chr16	36940520	36942188	17	56.0	10427	57.6	13331.0	53.4	14079.0	38.5	13128.0		
10428	chr16	55787419	55788819	17	56.0	10428	50.1	14994.0	56.1	13511.0	46.4	10886.0	63.0	12415.0
10429	chr16	87653318	87655628	17	56.0	10429	34.2	19224.0	53.8	13966.0	28.8	16566.0	144.5	3434.0
10431	chr17	12690867	12692459	18	56.0	10431	56.7	13518.0	71.6	10671.0			61.1	12757.0
10438	chr18	15311780	15313142	20	56.0	10438	87.6	8322.0	71.2	10753.0	59.9	7870.0	72.9	10659.0
10441	chr19	4113850	4115166	21	56.0	10441	157.7	2679.0	111.8	5646.0	36.8	13678.0	75.3	10287.0
10442	chr19	4135198	4137106	21	56.0	10442	13.3	28929.0	53.4	14092.0	41.9	12113.0	58.0	13404.0
10446	chr1	34480235	34481745	1	55.5	10446	60.1	12692.0	63.4	12060.0	112.5	2388.0	124.7	4626.0
10448	chr1	152290827	152292635	1	55.5	10448	51.7	14468.0	66.1	11538.0	50.9	9671.0	51.9	14650.0
10450	chr1	156985726	156987454	1	55.5	10450	45.9	15833.0	47.0	15381.0	31.1	15524.0	46.3	15987.0
10452	chr2	6710643	6711471	2	55.5	10452	47.6	15421.0	116.3	5159.0			108.7	6014.0
10454	chr2	13558974	13560558	2	55.5	10454	20.9	24038.0	18.7	24067.0	10.7	27468.0	63.0	12345.0
10457	chr2	91983677	91985927	2	55.5	10457	58.4	13047.0	57.9	13078.0	48.1	10336.0	66.7	11672.0
10460	chr2	128391700	128393646	2	55.5	10460	23.4	22915.0	62.0	12301.0	34.5	14280.0	29.6	20549.0
10463	chr3	9499366	9500638	4	55.5	10463	59.2	12874.0	77.1	9763.0	45.2	11049.0	64.2	12109.0
10464	chr3	68760241	68762359	4	55.5	10464			20.1	23427.0	36.2	13719.0	55.6	13829.0
10467	chr3	96300033	96301063	4	55.5	10467	59.2	12883.0	71.6	10618.0	52.6	9301.0	64.8	12005.0
10468	chr3	101300533	101301455	4	55.5	10468	76.8	9821.0	61.1	12486.0	48.1	10349.0	85.2	8778.0
10469	chr3	135442859	135444615	4	55.5	10469					20.9	20113.0	71.0	10922.0
10471	chr4	34781290	34782610	5	55.5	10471	41.7	16896.0	57.0	13288.0	26.6	17385.0	58.0	13293.0
10472	chr4	63556670	63557826	5	55.5	10472			318.0	521.0	273.2	294.0		
10473	chr4	101187226	101188646	5	55.5	10473	35.0	18804.0	84.9	8680.0	42.4	11818.0	52.5	14543.0
10476	chr4	134601182	134602522	5	55.5	10476	68.4	11200.0	64.3	11908.0	45.8	10932.0	68.5	11368.0
10477	chr4	135128200	135129654	5	55.5	10477	60.1	12732.0	68.0	11219.0	47.5	10504.0	71.0	10925.0
10478	chr4	136134245	136135977	5	55.5	10478	47.6	15452.0	57.5	13187.0	53.2	9187.0	56.2	13710.0
10486	chr5	110979314	110980356	6	55.5	10486	78.4	9561.0	71.2	10703.0	61.1	7602.0	72.2	10694.0
10488	chr5	125057496	125060672	6	55.5	10488	75.1	10110.0	81.2	9232.0	30.5	15784.0	60.5	12807.0
10492	chr6	100438200	100439504	7	55.5	10492	86.8	8371.0	78.5	9614.0	39.6	12680.0	87.7	8446.0
10493	chr6	128035079	128036431	7	55.5	10493	71.8	10644.0	84.4	8762.0	32.8	14909.0	70.4	11062.0
10495	chr6	136963957	136965165	7	55.5	10495	72.6	10495.0	65.7	11649.0	40.7	12351.0	64.2	12138.0
10496	chr7	24932736	24934674	8	55.5	10496	47.6	15487.0	60.7	12575.0	37.3	13404.0	67.9	11488.0
10497	chr7	25087437	25089421	8	55.5	10497	70.9	10787.0	59.8	12756.0	26.0	17654.0	20.4	24296.0
10498	chr7	28801763	28804039	8	55.5	10498	18.4	25408.0	8.67	31067.0	28.3	16683.0	53.1	14430.0
10501	chr7	132800963	132802805	8	55.5	10501	68.4	11224.0	56.6	13389.0	69.0	6326.0	77.8	9871.0
10502	chr7	141122546	141123838	8	55.5	10502	81.8	9090.0	65.7	11660.0	39.6	12693.0	72.2	10709.0
10505	chr8	86584935	86586159	10	55.5	10505	68.4	11232.0	70.3	10889.0	39.6	12699.0	60.5	12829.0
10506	chr8	117282174	117283270	10	55.5	10506	73.4	10389.0	88.5	8230.0	27.1	17185.0	91.4	8024.0
10508	chr9	56464218	56465566	12	55.5	10508	108.5	5936.0	58.8	12947.0	37.3	13425.0	81.5	9309.0
10512	chr10	3974268	3975242	9	55.5	10512	119.3	4887.0	110.9	5716.0	14.7	24128.0	90.8	8107.0
10516	chr10	93938602	93939640	9	55.5	10516	49.2	15129.0	53.8	13936.0	37.9	13252.0	53.7	14312.0
10518	chr10	111993769	111996097	9	55.5	10518	209.4	1404.0	194.3	1677.0			192.6	1753.0
10521	chr11	24074147	24076337	13	55.5	10521	151.0	2944.0	230.4	1115.0	49.2	10134.0	217.3	1355.0
10522	chr11	58846996	58848318	13	55.5	10522	94.3	7451.0	79.4	9499.0	59.9	7843.0	70.4	11087.0
10523	chr11	82182768	82184048	13	55.5	10523	81.8	9113.0	62.5	12265.0			95.1	7570.0
10526	chr11	107393393	107394689	13	55.5	10526	106.0	6193.0	97.2	7180.0	85.4	4311.0	108.7	6044.0
10528	chr12	16134211	16136515	15	55.5	10528	20.0	24693.0	11.9	28374.0	49.8	10009.0	16.7	26429.0
10531	chr12	69461852	69462860	15	55.5	10531	76.8	9884.0	48.4	15126.0	49.8	10012.0	73.5	10547.0
10533	chr12	100167477	100169117	15	55.5	10533	40.9	17208.0	54.7	13764.0	44.7	11300.0	56.8	13636.0
10534	chr12	102622168	102623732	15	55.5	10534	32.5	19704.0	61.6	12451.0	49.8	10014.0	57.4	13496.0
10537	chr13	37558682	37560138	14	55.5	10537	103.5	6451.0	62.5	12271.0	74.7	5592.0	76.6	10074.0
10538	chr14	40926315	40928339	11	55.5	10538			50.2	14738.0				
10539	chr14	64866399	64867785	11	55.5	10539	78.4	9617.0	52.0	14336.0	28.8	16549.0	72.9	10642.0
10540	chr14	76764107	76765695	11	55.5	10540	50.9	14809.0	52.5	14262.0	60.5	7756.0	90.1	8195.0
10543	chr15	85981681	85982975	16	55.5	10543	27.5	21499.0	58.4	13058.0			72.9	10647.0
