id	chr_name	start	end	chromosome_id	tag_count_no_peptide	id_no_peptide	tag_count_10um_k99a	id_10um_k99a	tag_count_100um_k99a	id_100um_k99a	tag_count_0_1um_pcc	id_0_1um_pcc	tag_count_10um_pcc	id_10um_pcc	ets_tag_count	ets_id	batf_tag_count	batf_id	junb_tag_count	junb_id	cjun_tag_count	cjun_id	jund_tag_count	jund_id	irf4_tag_count	irf4_id
8999	chr14	54120729	54123637	11	82.6	8999	401.0	308.0	213.2	574.0	396.4	318.0	57.2	10171.0												
9002	chr14	65044008	65045350	11	82.6	9002	84.4	8786.0	31.1	15682.0	53.7	14343.0			17.2	4073.0			107.8	2903.0			22.1	33598.0	48.4	6531.0
9003	chr14	122013015	122014703	11	82.6	9003	84.4	8787.0	63.9	7192.0	82.7	9149.0	111.5	3287.0			36.4	8946.0	25.1	15531.0	28.0	13637.0	50.6	10997.0	17.5	28029.0
9004	chr15	73742986	73744706	16	82.6	9004	92.6	7734.0	70.7	6133.0	109.3	5995.0	102.2	3938.0			12.1	27836.0	57.6	7639.0			41.2	15792.0	52.1	5681.0
9006	chr15	85041881	85043603	16	82.6	9006			61.1	7656.0	53.1	14490.0									21.2	17764.0	15.1	45537.0	12.0	38941.0
9009	chr15	100844633	100846315	16	82.6	9009	73.9	10312.0	17.0	22650.0	103.7	6566.0	50.3	11697.0	19.0	3355.0	33.9	9851.0			56.0	4444.0	61.6	7534.0	36.0	11082.0
9010	chr16	10843278	10844706	17	82.6	9010	95.8	7353.0	61.6	7552.0	100.6	6906.0			15.8	4704.0	83.7	2462.0	183.8	988.0	83.9	1703.0	103.3	2105.0	234.7	66.0
9011	chr16	22061529	22062909	17	82.6	9011	73.9	10313.0	50.9	9777.0	64.2	12185.0	56.6	10302.0					61.8	7021.0			12.1	52236.0	9.91	43976.0
9012	chr16	32650456	32652140	17	82.6	9012	21.4	22951.0	36.2	13845.0	96.3	7428.0	35.2	16051.0	33.4	788.0	47.3	6270.0					39.6	16811.0	18.7	26148.0
9013	chr16	37684855	37685881	17	82.6	9013	96.7	7262.0	59.4	7958.0	72.9	10650.0	72.8	7320.0			21.1	17263.0					16.7	42419.0		
9018	chr17	35256446	35258412	18	82.6	9018	77.1	9823.0	40.2	12598.0	69.2	11338.0	53.1	11093.0			26.2	13529.0			36.2	9889.0	44.4	13963.0	32.5	12991.0
9022	chr18	50027681	50029067	20	82.6	9022	40.6	16968.0			445.8	229.0	102.8	3887.0	15.3	4942.0	26.8	13178.0					35.3	19872.0		
9023	chr18	80695620	80697196	20	82.6	9023	68.9	11128.0	44.1	11487.0	75.9	10191.0	46.2	12748.0									10.5	56703.0		
9025	chr19	31198832	31200774	21	82.6	9025	52.9	14194.0	34.5	14470.0	63.6	12333.0	35.8	15864.0												
9031	chr1	138151758	138153894	1	81.8	9031	66.6	11457.0			140.8	3627.0	65.3	8507.0									10.2	56792.0		
9032	chr1	138972199	138974115	1	81.8	9032	101.3	6683.0	86.5	4178.0	79.0	9617.0	75.1	6907.0			75.4	2943.0	121.1	2344.0	20.5	17850.0	93.7	2766.0	91.3	1574.0
9038	chr2	25548851	25550431	2	81.8	9038	253.2	902.0	118.2	2142.0	257.5	901.0	148.5	1706.0			90.1	2098.0	91.1	3879.0	102.4	933.0	156.1	498.0	68.5	3172.0
9049	chr2	156880725	156883317	2	81.8	9049	52.0	14290.0	63.9	7124.0	63.6	12224.0	57.2	10095.0												
9052	chr2	179974052	179975300	2	81.8	9052	89.4	8106.0	76.3	5332.0	90.1	8143.0	70.5	7620.0												
9053	chr3	31056442	31057910	4	81.8	9053	86.2	8504.0	45.8	10917.0	72.9	10591.0	49.1	11879.0	9.93	7881.0			96.9	3482.0	49.1	5662.0	24.8	29851.0	48.6	6441.0
9054	chr3	52006742	52008124	4	81.8	9054	67.1	11381.0	32.8	14875.0	66.1	11783.0	45.1	12934.0									15.3	44622.0	8.53	47009.0
9055	chr3	59702321	59704705	4	81.8	9055	32.8	18930.0			39.5	17698.0	42.7	13584.0	13.5	5725.0	11.5	28178.0							16.1	30198.0
9057	chr3	153763881	153765727	4	81.8	9057	47.0	15406.0	44.1	11377.0	56.8	13560.0	58.9	9728.0			10.9	29109.0					10.2	56899.0	11.3	40125.0
9060	chr4	88864010	88865580	5	81.8	9060	96.3	7273.0	54.3	8900.0	95.7	7448.0	67.6	8109.0	21.2	2587.0	53.7	5089.0	122.8	2293.0	13.6	22482.0	69.2	5890.0	99.8	1218.0
9061	chr4	101193524	101195910	5	81.8	9061	30.6	19610.0	39.0	12839.0	59.3	13039.0	61.2	9268.0			15.3	23019.0							7.38	49907.0
9062	chr4	106827288	106828944	5	81.8	9062	92.2	7768.0	86.5	4186.0	81.5	9284.0	99.4	4150.0	15.3	4774.0	31.3	10675.0	13.4	19104.0	98.9	1047.0	89.3	3153.0	46.1	7136.0
9064	chr4	134653811	134655417	5	81.8	9064	38.8	17338.0	35.6	13913.0	40.8	17406.0	40.4	14285.0			7.03	34201.0					11.6	53204.0		
9066	chr5	31595639	31597403	6	81.8	9066	256.8	867.0	261.8	333.0	218.0	1338.0	233.9	592.0	17.2	3968.0	39.6	7913.0	32.6	13038.0	23.2	16198.0	63.5	7038.0	87.4	1750.0
9067	chr5	75835094	75836580	6	81.8	9067	66.6	11476.0	35.6	13923.0	69.2	11266.0	44.5	13120.0									6.46	68360.0		
9070	chr5	92353303	92354929	6	81.8	9070	82.1	9082.0	32.8	14897.0	80.3	9477.0	28.9	18268.0			16.0	22335.0	8.35	20170.0	42.3	7510.0	23.1	31967.0	27.4	16363.0
9071	chr5	107260212	107262928	6	81.8	9071	90.8	7944.0	82.0	4686.0	96.3	7378.0	93.6	4696.0			161.6	522.0	89.4	4005.0	22.5	16634.0	61.6	7482.0	71.2	2895.0
9072	chr5	109750839	109752699	6	81.8	9072	77.6	9707.0	48.6	10227.0	71.6	10818.0	43.9	13282.0									14.5	46362.0		
9079	chr6	52220707	52222459	7	81.8	9079	81.2	9234.0	48.6	10238.0	67.3	11588.0	49.1	11911.0									28.8	25402.0	22.4	21208.0
9088	chr7	101059577	101061757	8	81.8	9088	35.1	18301.0	31.7	15373.0	56.8	13593.0	9.82	30867.0			31.9	10448.0			32.8	11157.0	19.1	37972.0	22.1	21505.0
9089	chr7	132792743	132795209	8	81.8	9089	93.1	7650.0	93.3	3628.0	85.8	8708.0	75.7	6854.0									19.1	37976.0	17.3	28277.0
9090	chr7	141123150	141124292	8	81.8	9090	65.7	11660.0	39.6	12693.0	72.2	10709.0	55.5	10502.0			19.8	18215.0			20.5	18020.0	16.4	42708.0	7.15	50621.0
9092	chr8	14012140	14013370	10	81.8	9092	99.0	6945.0	59.9	7816.0	105.0	6398.0	64.1	8751.0			14.1	24891.0					30.1	24095.0		
9097	chr8	116634914	116636646	10	81.8	9097	175.2	2112.0	57.1	8327.0	211.8	1435.0	107.4	3508.0			23.6	15048.0	134.5	1935.0	77.1	2106.0	30.7	23596.0	23.5	20042.0
9102	chr10	7838931	7840451	9	81.8	9102	76.2	9939.0	67.3	6604.0	77.8	9885.0	45.1	13004.0					30.9	13588.0			67.8	6134.0	55.6	4960.0
9103	chr10	20004983	20006281	9	81.8	9103	72.1	10572.0	65.0	6965.0	60.5	12841.0	54.3	10786.0			26.2	13386.0					10.2	57179.0	65.0	3579.0
9105	chr10	80270499	80272309	9	81.8	9105	90.3	8022.0			87.1	8543.0	36.4	15616.0									17.2	41276.0	12.9	36751.0
9107	chr10	127141304	127142818	9	81.8	9107	99.9	6852.0	100.1	3115.0	127.2	4482.0	142.7	1861.0			36.4	8899.0			24.6	15512.0	18.8	38474.0	35.5	11284.0
9111	chr11	75653429	75654939	13	81.8	9111	67.1	11422.0	87.1	4151.0	227.8	1208.0	82.6	5956.0											41.5	8676.0
9113	chr11	82182218	82184654	13	81.8	9113	62.5	12265.0			95.1	7570.0	13.3	27251.0	19.9	3037.0	26.8	13063.0								
9118	chr11	120510473	120511773	13	81.8	9118	64.8	11854.0	40.7	12389.0	66.7	11741.0	57.8	10022.0												
9122	chr12	12287156	12288364	15	81.8	9122	100.8	6754.0	70.1	6198.0	112.4	5699.0	61.8	9207.0							15.0	21837.0	6.46	68682.0	11.5	39843.0
9123	chr12	17031871	17033689	15	81.8	9123	68.0	11259.0			69.8	11201.0	67.0	8262.0	12.2	6636.0	6.39	34843.0			28.0	13593.0	26.6	27771.0	7.84	48970.0
9129	chr14	52244118	52245696	11	81.8	9129	108.1	5986.0	56.0	8612.0	87.7	8479.0	76.8	6699.0							19.1	19055.0	69.7	5830.0	13.4	35873.0
9130	chr14	61971243	61972151	11	81.8	9130			46.4	10875.0	72.2	10750.0			23.0	2178.0					28.7	13257.0	31.5	22936.0	12.2	38410.0
9131	chr14	67188600	67189786	11	81.8	9131	66.1	11598.0			76.6	10082.0					25.5	13857.0	61.0	7137.0	34.1	10677.0	61.4	7599.0	53.7	5333.0
9132	chr14	77870596	77872578	11	81.8	9132	79.4	9507.0	13.0	25627.0	75.9	10172.0	41.0	14187.0	10.4	7767.0	28.1	12374.0	35.9	12227.0	12.3	23580.0	52.7	10202.0	30.9	13918.0
9133	chr15	30660551	30663019	16	81.8	9133	50.2	14742.0	59.4	7953.0	46.9	15954.0	42.2	13875.0	6.32	9984.0										
9134	chr15	50360971	50362625	16	81.8	9134	80.3	9389.0	55.4	8730.0	73.5	10558.0	45.6	12877.0			145.0	723.0	548.8	20.0	31.4	11911.0	13.5	49007.0		
9141	chr16	23844530	23845738	17	81.8	9141	66.1	11603.0	18.7	21573.0	45.1	16406.0	25.4	19775.0									12.6	50931.0		
9144	chr16	42189628	42191066	17	81.8	9144	80.3	9392.0	49.2	10167.0	87.7	8486.0	73.9	7146.0							8.19	25679.0	46.3	12975.0	24.7	18977.0
9147	chr17	26167169	26169227	18	81.8	9147			50.3	9903.0	25.9	22031.0	28.9	18385.0	20.3	2927.0										
9149	chr17	28256286	28257936	18	81.8	9149	102.2	6618.0	99.5	3161.0	134.6	3997.0	110.3	3369.0	15.3	4927.0	30.7	11100.0	111.9	2737.0	36.2	9886.0	108.2	1825.0	35.0	11534.0
9154	chr17	44120782	44122384	18	81.8	9154	76.2	9958.0	71.3	6064.0	73.5	10569.0	73.9	7150.0	6.77	9911.0							8.61	62338.0		
9162	chr1	74802374	74804126	1	80.9	9162	73.9	10253.0	66.7	6643.0	72.9	10577.0	39.9	14414.0					36.8	11836.0			17.8	40066.0	19.1	25203.0
9163	chr1	85686985	85688109	1	80.9	9163			22.6	19152.0					42.9	377.0							14.8	45644.0	45.0	7460.0
9164	chr1	106611393	106613073	1	80.9	9164	97.2	7138.0	100.7	3053.0	111.8	5723.0	29.5	17950.0	14.9	4965.0	121.4	1131.0	51.8	8557.0	56.0	4370.0	40.1	16332.0	19.1	25207.0
9167	chr1	162727185	162729035	1	80.9	9167			18.1	21652.0	23.5	22822.0	20.8	21819.0	23.5	2009.0	39.6	7876.0					8.07	63259.0	6.92	50949.0
9168	chr1	180355571	180357115	1	80.9	9168	75.3	10031.0	52.0	9424.0	72.2	10667.0	153.7	1571.0	17.6	3738.0	15.3	22898.0			13.0	22875.0	29.9	24251.0	13.8	34577.0
9170	chr2	71865413	71867537	2	80.9	9170			20.4	20403.0	85.8	8677.0	16.2	24720.0	31.6	881.0	56.8	4728.0					16.7	42020.0	16.8	28940.0
9171	chr2	90667607	90669157	2	80.9	9171	63.4	12068.0	48.6	10198.0	75.3	10209.0	18.5	23180.0	11.3	6996.0	23.6	14876.0								
9172	chr2	101754663	101756533	2	80.9	9172	87.1	8390.0	88.2	4028.0	105.6	6319.0	124.8	2509.0			50.5	5588.0	64.3	6594.0	15.7	21099.0	34.4	20308.0	22.1	21422.0
9177	chr3	9754848	9756742	4	80.9	9177			65.6	6839.0	103.1	6600.0	101.7	3955.0			23.6	14895.0					13.7	48025.0	12.9	36540.0
9178	chr3	52554489	52556015	4	80.9	9178	82.1	9070.0			94.5	7608.0			20.3	2844.0	118.2	1192.0	186.3	950.0	62.8	3408.0	161.7	435.0	109.5	964.0
9179	chr3	60485885	60487439	4	80.9	9179	96.7	7210.0	34.5	14288.0	72.9	10592.0			17.6	3766.0							6.19	69145.0		
9184	chr4	59036243	59037729	5	80.9	9184	94.9	7428.0	63.9	7135.0	100.0	6926.0	73.9	7085.0			12.1	27326.0					18.3	39216.0	42.6	8237.0
9185	chr4	71291129	71292693	5	80.9	9185	83.0	8953.0	67.3	6582.0	90.8	8086.0	53.7	10869.0	17.6	3779.0	16.6	21528.0					13.7	48069.0	8.76	46497.0
9188	chr4	132514878	132516258	5	80.9	9188	91.2	7891.0	66.2	6755.0	89.5	8225.0	57.2	10105.0	9.03	8499.0	17.9	20078.0			25.2	14936.0	47.1	12538.0	38.5	9834.0
9190	chr4	135202928	135204338	5	80.9	9190	127.7	4255.0	69.0	6311.0	85.2	8786.0	67.6	8110.0			102.2	1631.0	254.8	414.0	183.6	127.0	177.9	288.0	280.6	27.0
9194	chr5	36668789	36670437	6	80.9	9194	87.1	8400.0			96.9	7294.0	65.9	8417.0			23.0	15418.0					11.6	53221.0	8.3	47643.0
9197	chr5	65887206	65889354	6	80.9	9197	73.4	10340.0	66.7	6662.0	71.6	10814.0	68.7	7927.0							14.3	22092.0	24.0	30901.0		
9200	chr5	105494614	105496198	6	80.9	9200	96.3	7280.0	86.5	4193.0	93.9	7692.0	94.2	4640.0	13.5	5751.0	35.8	9047.0	225.5	583.0	153.5	248.0	87.7	3283.0	66.2	3436.0
9201	chr5	111261872	111264102	6	80.9	9201	69.3	11010.0	77.5	5196.0	80.3	9480.0	47.4	12351.0	8.58	8797.0							10.5	56217.0		
9204	chr5	135133653	135135035	6	80.9	9204	81.7	9159.0	50.3	9844.0	94.5	7612.0	60.7	9378.0			16.0	22350.0					11.6	53243.0	7.15	50539.0
9205	chr5	137338033	137339249	6	80.9	9205	70.7	10789.0	44.7	11227.0	70.4	11053.0	48.5	12050.0			15.3	23079.0			15.0	21669.0	47.4	12404.0	33.0	12644.0
9207	chr6	115649008	115650842	7	80.9	9207	77.6	9713.0	52.0	9467.0	92.0	7936.0														
9211	chr7	45778549	45779847	8	80.9	9211	72.1	10559.0	39.0	12863.0	58.7	13176.0	61.8	9175.0	19.9	3000.0	28.1	12227.0	76.0	5205.0	36.2	9759.0	81.3	4030.0	53.9	5272.0
9219	chr8	3671589	3672507	10	80.9	9219	61.1	12503.0	35.6	13954.0	67.9	11494.0	54.3	10777.0							29.3	12790.0	24.5	30292.0	16.8	29080.0
9220	chr8	14960646	14962592	10	80.9	9220					143.9	3456.0	129.4	2329.0	14.0	5543.0	42.2	7294.0	121.1	2361.0	49.1	5711.0	153.1	536.0	53.7	5318.0
9221	chr8	34731596	34733312	10	80.9	9221	94.4	7498.0	81.4	4756.0	110.5	5858.0	87.8	5316.0											15.7	31121.0
9222	chr8	47851195	47852359	10	80.9	9222	85.3	8639.0	53.2	9215.0	97.6	7242.0	50.8	11519.0												
9223	chr8	128653202	128654920	10	80.9	9223	36.5	17958.0	26.0	17674.0	50.6	14991.0	24.8	19964.0			24.3	14570.0					9.96	57949.0		
9224	chr9	44019328	44021054	12	80.9	9224	215.3	1313.0	85.4	4302.0	279.1	744.0	100.5	4058.0											14.1	34296.0
9225	chr9	44514876	44516330	12	80.9	9225	104.9	6317.0	125.0	1896.0	85.8	8717.0	61.8	9188.0	19.9	3011.0					66.9	2983.0	15.3	44789.0		
9226	chr9	62367388	62369834	12	80.9	9226	138.2	3635.0	117.6	2180.0	135.2	3947.0	115.5	3022.0							11.6	23860.0				
9227	chr9	72132169	72133757	12	80.9	9227	71.6	10643.0	22.6	19304.0	74.1	10431.0			9.93	7974.0					28.0	13524.0	30.1	24117.0	33.0	12677.0
9229	chr9	94691149	94692673	12	80.9	9229	75.3	10055.0	76.9	5287.0	73.5	10528.0	64.1	8762.0	20.3	2889.0	74.1	3069.0	21.7	16528.0			14.0	47662.0	17.8	27532.0
9231	chr9	110894673	110897325	12	80.9	9231					30.3	20426.0	57.2	10148.0	15.8	4643.0							14.5	46503.0		
9232	chr9	118820889	118822235	12	80.9	9232	67.1	11418.0	52.0	9485.0	86.4	8615.0	51.4	11409.0												
9235	chr10	24639526	24641744	9	80.9	9235	30.6	19646.0	45.8	10976.0	35.8	18780.0			14.0	5577.0					24.6	15488.0	23.7	31341.0	36.7	10702.0
9237	chr10	62983538	62985080	9	80.9	9237	78.0	9674.0	59.9	7831.0	74.1	10436.0	52.6	11172.0	19.4	3177.0	16.0	22534.0					42.8	14768.0	17.5	27935.0
9238	chr10	67643298	67644990	9	80.9	9238	59.8	12770.0	66.7	6696.0	235.2	1110.0					37.7	8481.0	39.3	11296.0	29.3	12833.0	36.9	18572.0	16.1	30346.0
9239	chr10	76798336	76799370	9	80.9	9239	69.8	10960.0	56.0	8582.0	71.0	10959.0	41.0	14161.0			44.1	6844.0					33.9	20864.0		
9241	chr10	88388594	88390454	9	80.9	9241	93.1	7659.0	76.9	5292.0	88.9	8321.0	106.3	3600.0			20.4	17691.0	77.7	5066.0	41.6	7767.0	55.7	9167.0	45.9	7226.0
9242	chr10	99203584	99205338	9	80.9	9242	66.6	11500.0	62.2	7432.0	77.2	9974.0	73.4	7213.0	15.3	4863.0	34.5	9562.0			16.4	20846.0	30.4	23878.0	29.7	14656.0
9243	chr10	127106855	127108347	9	80.9	9243	82.6	9032.0	59.9	7837.0	80.3	9509.0	51.4	11418.0			28.1	12295.0	67.7	6209.0	16.4	20854.0	23.7	31360.0	24.7	18919.0
9247	chr11	57684792	57687240	13	80.9	9247	90.3	8024.0	181.0	837.0	188.9	1829.0	164.1	1376.0	14.0	5604.0	8.94	32325.0								
9253	chr11	74959254	74961086	13	80.9	9253	81.2	9252.0	72.4	5904.0	56.2	13755.0	79.7	6309.0			14.1	25048.0					31.8	22635.0	19.4	25093.0
9254	chr11	79640229	79641837	13	80.9	9254	90.8	7971.0	57.1	8344.0	92.6	7879.0	60.7	9403.0	11.7	6893.0	23.6	15135.0	55.1	8040.0	23.2	16368.0	39.3	16935.0	28.8	15342.0
9261	chr12	3870295	3872721	15	80.9	9261	98.5	7003.0	65.6	6895.0	21.6	23781.0	75.7	6880.0			13.4	25956.0			16.4	20893.0	35.3	19823.0		
9263	chr12	73646741	73648981	15	80.9	9263	77.1	9801.0	75.2	5514.0	92.0	7967.0	76.8	6691.0			83.7	2454.0			24.6	15550.0	18.3	39427.0	7.15	50754.0
9264	chr12	84176650	84178326	15	80.9	9264	203.0	1523.0	34.5	14406.0	210.6	1456.0	52.0	11304.0			12.1	27713.0					26.6	27778.0	30.7	14050.0
9265	chr12	85444117	85446037	15	80.9	9265	83.5	8914.0	69.0	6362.0	124.1	4702.0	75.7	6881.0	14.4	5370.0	27.5	12708.0					30.1	24162.0		
9267	chr13	6632924	6634690	14	80.9	9267	108.1	5980.0	56.6	8477.0	122.3	4844.0	101.1	4021.0	9.93	8033.0	96.4	1874.0	145.4	1654.0			85.3	3540.0	20.5	23606.0
9270	chr13	49297925	49299829	14	80.9	9270	42.4	16481.0	69.0	6364.0	63.0	12404.0	45.6	12866.0									68.1	6089.0		
9273	chr13	113012716	113014326	14	80.9	9273	79.8	9451.0	54.9	8840.0	79.7	9599.0	64.7	8671.0			130.3	943.0	18.4	17719.0	32.8	11269.0	23.7	31418.0	20.7	23294.0
9274	chr13	113031568	113032956	14	80.9	9274	66.6	11518.0	59.9	7858.0	79.7	9600.0	58.3	9920.0									18.0	39921.0	21.0	22991.0
9277	chr14	73348261	73350719	11	80.9	9277					23.5	23010.0			13.1	6139.0	37.0	8736.0					9.69	58968.0	30.2	14387.0
9279	chr15	8626749	8627781	16	80.9	9279	67.5	11347.0	45.8	11009.0	71.0	10987.0	54.9	10670.0									17.2	41383.0	8.99	46230.0
9280	chr15	36303935	36305321	16	80.9	9280	59.8	12786.0	61.6	7547.0	74.1	10456.0	36.4	15666.0									37.4	18216.0		
9281	chr15	36937699	36939501	16	80.9	9281	74.4	10237.0	60.5	7757.0	72.2	10756.0	62.4	9105.0					24.2	15794.0	31.4	11909.0	72.9	5257.0	21.7	22197.0
9282	chr15	67208812	67210398	16	80.9	9282	37.4	17775.0			38.9	17953.0					26.2	13497.0					18.3	39480.0	6.46	52443.0
9284	chr15	85653536	85654556	16	80.9	9284	9.58	30456.0			58.7	13251.0			14.9	5151.0	10.2	30741.0			10.9	24364.0	13.2	49639.0	29.7	14694.0
9290	chr17	26502448	26504166	18	80.9	9290	67.1	11445.0	69.6	6276.0	111.8	5775.0	89.5	5144.0			58.1	4624.0					50.1	11229.0	11.5	39961.0
9291	chr17	27011045	27012709	18	80.9	9291	81.2	9265.0	70.1	6209.0	93.9	7735.0	72.2	7413.0	14.0	5659.0	21.7	16750.0	57.6	7647.0	43.7	7238.0	34.7	20264.0	34.4	11909.0
9299	chr19	34622560	34624874	21	80.9	9299	40.6	16973.0	44.1	11490.0	38.9	17976.0														
9302	chr1	35890045	35891087	1	80.1	9302	63.0	12132.0	62.2	7377.0	74.1	10382.0	57.8	9948.0	9.48	8141.0	11.5	28019.0			20.5	17835.0	27.2	27022.0	16.8	28900.0
9307	chr1	86487333	86488525	1	80.1	9307	111.3	5651.0	59.9	7777.0	76.6	10012.0	50.3	11576.0	33.9	726.0	16.0	22130.0	66.8	6249.0	184.2	126.0	134.0	899.0	128.9	610.0
9312	chr2	30463489	30464883	2	80.1	9312	71.6	10606.0	52.0	9427.0	64.2	12102.0	28.9	18217.0	23.0	2111.0	64.5	3839.0			30.7	12002.0	78.6	4358.0	32.0	13141.0
9313	chr2	31086657	31089259	2	80.1	9313	83.0	8946.0	67.3	6572.0	88.3	8347.0	75.1	6911.0			70.9	3280.0					18.3	39155.0	87.6	1732.0
9314	chr2	132013716	132016194	2	80.1	9314	600.4	98.0	31.7	15322.0	41.4	17229.0	27.7	18644.0												
9317	chr3	8717199	8719049	4	80.1	9317	82.6	9005.0	60.5	7692.0	78.4	9734.0	68.2	8017.0												
9318	chr3	8766942	8768254	4	80.1	9318	89.9	8048.0	40.2	12479.0	76.6	10017.0	71.6	7438.0									9.15	60026.0	5.99	53191.0
9320	chr3	34033905	34035933	4	80.1	9320							17.9	23540.0												
9328	chr4	134272766	134274438	5	80.1	9328	85.3	8621.0	59.4	7906.0	98.2	7132.0	61.8	9158.0			10.2	30144.0			14.3	22081.0	14.5	46332.0	22.4	21180.0
9331	chr4	155150185	155151821	5	80.1	9331	70.7	10781.0	27.1	17133.0	61.1	12679.0	8.09	33151.0	11.3	7044.0	12.1	27366.0			12.3	23362.0	31.5	22788.0	16.4	29840.0
9341	chr6	127265330	127267054	7	80.1	9341	76.2	9930.0	88.8	3991.0	79.7	9573.0	99.4	4162.0	18.5	3421.0	16.0	22397.0	96.1	3554.0	31.4	11758.0	11.3	54004.0	26.3	17384.0
9342	chr6	136549571	136552591	7	80.1	9342	65.7	11648.0	28.8	16460.0	75.9	10136.0	29.5	18043.0			14.1	24818.0								
9343	chr6	144781103	144783475	7	80.1	9343	93.5	7591.0	54.9	8798.0	77.8	9860.0	75.7	6850.0			11.5	28363.0	22.6	16222.0	13.6	22563.0	8.34	62730.0	10.8	41301.0
9344	chr6	146496859	146498423	7	80.1	9344	67.5	11309.0			239.0	1063.0	210.3	800.0			16.6	21655.0								
9346	chr7	6398108	6399150	8	80.1	9346	80.3	9364.0	62.8	7326.0	64.8	12029.0	63.5	8853.0			23.0	15465.0					17.8	40244.0		
9349	chr7	25834872	25836502	8	80.1	9349	47.4	15308.0	39.0	12862.0	53.1	14427.0	48.5	12065.0	15.3	4815.0	24.9	14107.0								
9350	chr7	27507373	27509009	8	80.1	9350	81.7	9169.0			65.4	11917.0	53.1	11022.0									26.9	27405.0	14.8	32839.0
9351	chr7	29210538	29212080	8	80.1	9351	83.0	8963.0	53.7	9066.0	64.8	12033.0	50.3	11621.0			11.5	28374.0					10.8	55535.0		
9352	chr7	45642604	45644590	8	80.1	9352	46.5	15533.0	45.8	10961.0	46.9	15890.0	67.0	8230.0			15.3	23138.0					30.4	23823.0	5.99	53320.0
9353	chr7	75370682	75373188	8	80.1	9353	64.3	11924.0			64.2	12141.0	96.5	4442.0			35.1	9306.0	94.4	3653.0	50.5	5377.0	68.4	6030.0	20.5	23507.0
9354	chr7	75599671	75602079	8	80.1	9354	153.3	2887.0	7.92	31274.0	169.2	2383.0	18.5	23276.0	20.8	2749.0	53.7	5106.0					35.0	19963.0	13.4	35687.0
9359	chr8	13212875	13214373	10	80.1	9359	63.4	12093.0	64.5	7051.0	84.6	8861.0			24.4	1852.0	111.8	1349.0	202.2	784.0	87.3	1504.0	120.6	1292.0	201.7	136.0
9363	chr9	21454517	21456643	12	80.1	9363	61.6	12425.0			53.7	14301.0	67.0	8239.0												
9366	chr9	69124877	69126521	12	80.1	9366	84.4	8776.0	56.0	8575.0	99.4	7022.0	79.1	6386.0			14.7	24070.0								
9368	chr9	110460465	110462277	12	80.1	9368	97.2	7173.0	62.2	7425.0	88.3	8380.0	91.3	4941.0	8.58	8857.0			74.3	5393.0					11.3	40279.0
9369	chr10	20834870	20835764	9	80.1	9369	63.0	12175.0	38.5	13075.0	75.9	10149.0					15.3	23269.0	46.8	9631.0			9.15	60381.0	27.2	16631.0
9371	chr10	94545192	94546230	9	80.1	9371	84.4	8779.0			87.1	8544.0					62.6	4074.0	123.6	2272.0	40.9	7996.0	158.8	462.0	64.1	3679.0
9372	chr10	111102156	111103698	9	80.1	9372	72.1	10575.0	63.9	7173.0	93.9	7712.0	88.4	5260.0			30.7	11028.0	57.6	7604.0	44.4	6985.0	85.3	3533.0	16.6	29560.0
9373	chr11	22813374	22814986	13	80.1	9373	141.4	3454.0	54.3	8954.0	155.0	2937.0	28.3	18541.0			31.3	10766.0	22.6	16277.0			49.0	11689.0	75.2	2568.0
9377	chr11	120352809	120354907	13	80.1	9377	82.1	9120.0			80.9	9411.0	79.7	6313.0	11.7	6901.0	59.4	4439.0	167.9	1219.0	146.7	290.0	177.9	289.0	31.6	13503.0
9381	chr13	5844722	5847002	14	80.1	9381	94.4	7512.0	74.7	5591.0	23.5	22990.0	73.4	7228.0	21.2	2648.0	82.4	2525.0	111.9	2730.0	99.6	1038.0	135.4	871.0	31.4	13646.0
9383	chr13	24546456	24547912	14	80.1	9383			135.7	1574.0	149.4	3202.0	132.3	2223.0	14.0	5621.0	39.6	7992.0	17.5	17981.0	18.4	19509.0	69.4	5870.0	27.2	16666.0
9384	chr13	30760810	30762690	14	80.1	9384	101.7	6664.0	104.6	2812.0	945.9	18.0	839.9	9.0							44.4	7019.0			28.4	15715.0
9385	chr13	37778138	37779718	14	80.1	9385	96.3	7303.0	54.3	8968.0	82.7	9141.0	42.7	13671.0									9.96	58147.0	14.1	34406.0
9388	chr13	97440611	97442849	14	80.1	9388	80.7	9326.0			94.5	7644.0			20.8	2795.0					11.6	23963.0	11.8	52864.0	6.22	52959.0
9391	chr14	32716151	32718367	11	80.1	9391	66.6	11519.0			56.2	13765.0	47.9	12257.0			9.58	31589.0								
9394	chr15	27702069	27703485	16	80.1	9394	57.9	13149.0	85.4	4320.0	67.3	11639.0	64.7	8676.0	8.58	8936.0			25.9	15279.0	8.19	25661.0	26.4	28137.0	11.8	39414.0
9399	chr15	101179760	101181256	16	80.1	9399	38.3	17520.0			44.5	16547.0			12.6	6398.0	19.8	18442.0					9.15	60616.0		
9401	chr16	24150680	24152324	17	80.1	9401	104.5	6401.0			109.3	6000.0	56.0	10425.0	16.3	4511.0	88.8	2193.0	124.5	2253.0	30.7	12254.0	86.4	3422.0	89.2	1657.0
9402	chr16	32200349	32203095	17	80.1	9402									17.6	3887.0					53.9	4805.0	8.88	61455.0		
