chr_name	chromosome_id	end	id	id_1um_k99a	id_1um_pcc	id_no_peptide	start	tag_count_1um_k99a	tag_count_1um_pcc	tag_count_no_peptide
chr3	4	121496333	3911	3911.0	6471.0	7019.0	121492305	122.0	94.9	68.3
chr15	16	4087143	3918	3918.0	4851.0	3181.0	4082959	122.0	112.6	107.2
chr17	18	17007017	3920	3920.0	4265.0	5884.0	17004543	122.0	121.4	76.2
chr11	13	121561891	3922	3922.0	6666.0	3932.0	121556203	121.8	93.2	95.9
chr12	15	71003620	3923	3923.0	6968.0	4789.0	70995956	121.8	90.6	85.9
chr5	6	109798042	3927	3927.0	4618.0	4984.0	109793520	121.8	115.8	84.0
chr4	5	155211942	3928	3928.0	4816.0	2818.0	155207150	121.8	113.2	115.0
chr10	9	96275866	3929	3929.0	7918.0	4223.0	96271790	121.6	82.9	92.1
chr7	8	58687616	3939	3939.0	7596.0	4192.0	58684176	121.6	85.5	92.6
chr2	2	118645297	3940	3940.0	7199.0	3477.0	118640125	121.6	88.9	102.4
chr5	6	64601962	3946	3946.0	5302.0	4038.0	64598832	121.5	107.2	94.5
chr4	5	132011310	3947	3947.0	5062.0	5493.0	132005304	121.5	110.2	79.6
chr2	2	131995532	3948	3948.0	9129.0	13563.0	131989796	121.5	74.9	38.5
chr19	21	8020707	3951	3951.0	5748.0	4865.0	8018349	121.3	102.3	85.0
chr1	1	160302046	3956	3956.0	9245.0	5271.0	160296668	121.3	74.1	81.5
chr13	14	117051856	3967	3967.0	10349.0	5147.0	117046304	121.1	67.4	82.3
chr8	10	128490728	3969	3969.0	12412.0	5476.0	128486430	121.1	57.1	79.6
chr4	5	121198891	3971	3971.0	5890.0	3607.0	121194051	121.1	101.0	100.7
chr10	9	41768715	3975	3975.0	9105.0	3328.0	41764585	121.0	74.9	104.7
chr1	1	43522549	3978	3978.0	7647.0	5560.0	43518715	121.0	85.0	79.0
chr11	13	116618700	3980	3980.0	5956.0	4285.0	116613698	120.8	100.1	91.5
chr11	13	58930260	3981	3981.0	7021.0	3996.0	58927000	120.6	90.4	94.9
chr1	1	82902731	3986	3986.0	0.0	12965.0	82895575	120.6	0.0	40.6
chr2	2	150317068	3990	3990.0	6126.0	10969.0	150310846	120.6	98.4	48.4
chr12	15	70714546	3998	3998.0	5658.0	12827.0	70710028	120.3	103.3	41.0
chr18	20	53907326	4000	4000.0	6461.0	8621.0	53903188	120.3	94.9	58.8
chr17	18	81047297	4004	4004.0	0.0	2995.0	81042075	120.3	0.0	111.0
chr2	2	158328481	4011	4011.0	13220.0	4342.0	158321991	120.1	53.4	90.9
chr7	8	79423633	4013	4013.0	18552.0	7119.0	79416575	120.1	33.4	67.6
chr11	13	86654241	4018	4018.0	18823.0	8774.0	86645579	119.9	32.3	58.0
chr18	20	35914053	4019	4019.0	5469.0	3218.0	35908951	119.9	105.3	106.6
chr7	8	119845233	4021	4021.0	12023.0	5621.0	119838341	119.9	59.0	78.5
chr8	10	69172019	4022	4022.0	12921.0	9269.0	69168007	119.9	54.7	55.7
chr4	5	117191687	4026	4026.0	10758.0	3267.0	117188287	119.7	65.2	106.0
chr6	7	142935105	4028	4028.0	5569.0	2773.0	142931049	119.7	104.4	116.0
chr14	11	118695342	4031	4031.0	10489.0	7094.0	118690026	119.7	66.5	67.6
chr15	16	102402069	4033	4033.0	5703.0	3667.0	102398071	119.7	102.9	99.7
chrX	3	13656709	4034	4034.0	4558.0	8846.0	13651999	119.7	116.7	57.6
chr16	17	64762175	4039	4039.0	6037.0	4366.0	64756491	119.6	99.3	90.5
chr11	13	87469934	4042	4042.0	7521.0	5803.0	87466200	119.4	86.1	76.9
chr16	17	64806117	4046	4046.0	0.0	9800.0	64798305	119.4	0.0	53.2
chr12	15	11282225	4049	4049.0	17707.0	4529.0	11276289	119.4	36.0	88.6
chr11	13	76018995	4051	4051.0	9577.0	3973.0	76013665	119.4	71.9	95.1
chr5	6	23722796	4054	4054.0	15813.0	8281.0	23716784	119.4	42.6	60.9
chr3	4	116439022	4055	4055.0	7013.0	4597.0	116434662	119.4	90.4	88.0
chr2	2	5708618	4057	4057.0	7478.0	10437.0	5703600	119.4	86.6	50.5
chr9	12	116267276	4065	4065.0	18829.0	7163.0	116261582	119.2	32.3	67.4
chr16	17	94225943	4072	4072.0	9481.0	4405.0	94221993	119.1	72.6	90.1
chr16	17	76250518	4073	4073.0	0.0	11884.0	76245588	119.1	0.0	44.6
chr11	13	32575299	4074	4074.0	4510.0	2916.0	32569717	119.1	117.6	112.5
chr18	20	35943969	4084	4084.0	6571.0	4677.0	35940715	118.9	94.1	87.1
chr10	9	18195087	4089	4089.0	9031.0	4515.0	18191781	118.9	75.4	88.8
chr3	4	96042548	4093	4093.0	14660.0	7016.0	96038342	118.9	47.2	68.3
chr1	1	182256983	4094	4094.0	7824.0	3909.0	182253767	118.9	83.8	96.3
chr1	1	136640095	4095	4095.0	19252.0	8711.0	136634791	118.9	31.2	58.4
chr8	10	105814156	4097	4097.0	5374.0	3127.0	105809418	118.7	106.4	108.5
chr2	2	145198706	4109	4109.0	6421.0	4555.0	145195968	118.4	95.4	88.4
chr9	12	22657633	4112	4112.0	6863.0	4278.0	22653537	118.4	91.7	91.7
chr9	12	70081417	4113	4113.0	7762.0	6043.0	70076749	118.4	84.2	75.0
chr8	10	70005771	4118	4118.0	5603.0	3439.0	70001363	118.2	104.0	103.0
chr19	21	53165143	4124	4124.0	5307.0	4462.0	53160719	118.0	107.0	89.4
chr18	20	4281752	4125	4125.0	8278.0	15029.0	4276524	118.0	80.3	33.7
chr7	8	39554240	4128	4128.0	5216.0	4071.0	39551308	118.0	108.3	94.2
chr11	13	6155544	4133	4133.0	9559.0	3950.0	6150740	117.9	72.1	95.5
chr3	4	52672956	4142	4142.0	14869.0	4322.0	52668926	117.7	46.3	91.1
chr8	10	81739145	4143	4143.0	4551.0	8459.0	81734399	117.7	116.9	59.9
chr7	8	102349821	4146	4146.0	10022.0	8955.0	102344957	117.5	69.3	57.2
chr16	17	76682007	4151	4151.0	6673.0	6265.0	76677967	117.5	93.2	73.3
chr10	9	128436914	4152	4152.0	4666.0	3982.0	128433328	117.3	115.2	95.1
chr7	8	68130392	4160	4160.0	6222.0	4467.0	68125344	117.3	97.5	89.4
chr6	7	54967245	4161	4161.0	6444.0	4317.0	54962681	117.3	95.2	91.1
chr11	13	55159477	4163	4163.0	10960.0	3353.0	55154065	117.2	64.2	104.3
chr18	20	70525223	4164	4164.0	9200.0	4264.0	70520909	117.2	74.3	91.7
chr7	8	58401241	4169	4169.0	7219.0	12815.0	58397185	117.2	88.7	41.3
chr12	15	85971588	4180	4180.0	4588.0	9735.0	85967090	117.0	116.3	53.4
chr11	13	60102994	4181	4181.0	10874.0	4024.0	60098220	117.0	64.6	94.5
chr11	13	54887183	4182	4182.0	13803.0	2985.0	54880015	117.0	50.6	111.2
chr11	13	49723796	4183	4183.0	10371.0	4149.0	49719276	117.0	67.4	93.0
chr5	6	8808979	4189	4189.0	9060.0	4173.0	8805205	117.0	75.4	92.8
chr1	1	37003319	4194	4194.0	5128.0	3060.0	36999845	117.0	109.4	109.9
chr12	15	40018710	4198	4198.0	6822.0	4726.0	40015658	116.8	91.9	86.5
chr7	8	80939711	4201	4201.0	15578.0	7546.0	80932601	116.8	43.5	65.1
chr13	14	10067033	4210	4210.0	12218.0	9050.0	10061269	116.7	57.9	56.5
chr9	12	41102568	4211	4211.0	16961.0	6632.0	41096458	116.7	38.5	71.0
chr4	5	7453665	4212	4212.0	0.0	3311.0	7448551	116.7	0.0	105.1
chr11	13	113789633	4218	4218.0	9168.0	5310.0	113785651	116.5	74.5	81.0
chr10	9	118715722	4219	4219.0	15530.0	0.0	118710608	116.5	43.5	0.0
chr6	7	91509957	4221	4221.0	6887.0	3901.0	91505731	116.5	91.5	96.3
chr6	7	12084152	4223	4223.0	17888.0	8185.0	12079114	116.5	35.5	61.6
chr4	5	143174310	4224	4224.0	8138.0	4274.0	143170162	116.5	81.2	91.7
chr3	4	84772760	4226	4226.0	0.0	4792.0	84768676	116.5	0.0	85.9
chr1	1	79713287	4228	4228.0	5060.0	3400.0	79710033	116.5	110.2	103.7
chr10	9	118797561	4234	4234.0	15951.0	4400.0	118793505	116.3	42.0	90.1
chr1	1	92775862	4238	4238.0	9007.0	6490.0	92772466	116.3	75.6	71.8
chr1	1	58745399	4239	4239.0	6935.0	7568.0	58740033	116.1	91.1	64.9
chr13	14	109848749	4244	4244.0	11475.0	10836.0	109843985	116.1	61.6	48.8
chr15	16	85658483	4245	4245.0	5770.0	4310.0	85656297	116.1	102.1	91.1
chr16	17	38132784	4246	4246.0	4837.0	3665.0	38128530	116.1	112.8	99.7
chr12	15	111898205	4251	4251.0	10033.0	5719.0	111892689	116.0	69.1	77.7
chr4	5	48035525	4252	4252.0	4735.0	3742.0	48030075	116.0	114.3	98.8
chr10	9	108122429	4260	4260.0	6163.0	4565.0	108117541	115.8	98.0	88.2
chr8	10	85625895	4262	4262.0	16407.0	5380.0	85622373	115.8	40.5	80.4
chr10	9	122654172	4271	4271.0	13045.0	5990.0	122651338	115.6	54.0	75.4
chr9	12	14202541	4272	4272.0	5835.0	4373.0	14199061	115.6	101.4	90.5
chr11	13	31897113	4273	4273.0	15521.0	0.0	31890395	115.6	43.5	0.0
chr7	8	80093913	4274	4274.0	6030.0	3343.0	80089377	115.6	99.5	104.5
chr3	4	98349346	4277	4277.0	7579.0	4815.0	98347160	115.6	85.7	85.7
chr2	2	139937020	4279	4279.0	5667.0	4141.0	139932640	115.6	103.3	93.2
chr2	2	11334384	4280	4280.0	8222.0	4473.0	11330414	115.6	80.7	89.4
chr7	8	75388761	4281	4281.0	12833.0	4538.0	75383083	115.6	55.1	88.6
chr19	21	29496074	4283	4283.0	5365.0	0.0	29491160	115.5	106.4	0.0
chr17	18	86447616	4284	4284.0	4746.0	4219.0	86442654	115.5	114.1	92.1
chr14	11	16377332	4286	4286.0	0.0	0.0	16372002	115.5	0.0	0.0
chr11	13	115697499	4287	4287.0	0.0	0.0	115690517	115.5	0.0	0.0
chr19	21	36351055	4295	4295.0	6094.0	7597.0	36346507	115.3	98.6	64.7
chr12	15	112961414	4301	4301.0	11326.0	3236.0	112957780	115.3	62.2	106.4
chr3	4	59230908	4303	4303.0	8774.0	6395.0	59227916	115.3	77.1	72.5
chr1	1	72258989	4305	4305.0	9932.0	4453.0	72253861	115.3	69.8	89.6
chr2	2	69779521	4306	4306.0	5861.0	3199.0	69776999	115.3	101.2	107.0
chr17	18	79823088	4311	4311.0	19005.0	8660.0	79819390	115.1	31.9	58.6
chr15	16	65728870	4312	4312.0	8601.0	5456.0	65725530	115.1	78.2	79.8
chr14	11	31672560	4327	4327.0	7377.0	6114.0	31667694	114.8	87.2	74.3
chr15	16	74770809	4330	4330.0	10782.0	3148.0	74767817	114.8	65.0	107.9
chr8	10	18899956	4334	4334.0	6798.0	5390.0	18897564	114.8	92.1	80.4
chr2	2	132659467	4346	4346.0	13564.0	2863.0	132655303	114.6	51.9	113.9
chr13	14	85487969	4348	4348.0	0.0	4495.0	85483293	114.4	0.0	89.0
chr9	12	15532064	4352	4352.0	6100.0	10800.0	15528014	114.4	98.6	49.0
chr1	1	35863435	4353	4353.0	13264.0	2932.0	35860701	114.4	53.2	112.3
chr1	1	55216651	4358	4358.0	5915.0	3037.0	55212655	114.4	100.8	110.4
chr8	10	81505333	4366	4366.0	6431.0	8028.0	81500561	114.3	95.2	62.4
chr18	20	75457248	4371	4371.0	0.0	4655.0	75453464	114.1	0.0	87.3
chr9	12	56077704	4378	4378.0	5073.0	5706.0	56074512	114.1	110.0	77.9
chr2	2	170119393	4381	4381.0	4989.0	3824.0	170114783	113.9	111.1	97.6
chr15	16	76314898	4384	4384.0	8755.0	3220.0	76309858	113.9	77.1	106.6
chr14	11	53962613	4385	4385.0	5661.0	3763.0	53956657	113.9	103.3	98.4
chr13	14	48938147	4388	4388.0	11938.0	3096.0	48931023	113.9	59.2	108.9
chr9	12	85121740	4390	4390.0	17120.0	13596.0	85117042	113.9	37.9	38.3
chr9	12	32837864	4391	4391.0	0.0	4639.0	32831728	113.9	0.0	87.5
chr5	6	121345632	4394	4394.0	10103.0	5134.0	121339212	113.9	68.9	82.5
chr10	9	14078888	4397	4397.0	15656.0	12095.0	14071710	113.7	43.1	43.8
chr13	14	12576692	4401	4401.0	6051.0	5040.0	12573534	113.7	99.0	83.4
chr5	6	150615192	4404	4404.0	6904.0	9167.0	150610682	113.7	91.3	56.1
chr1	1	54495309	4406	4406.0	7525.0	5321.0	54490289	113.7	86.1	81.0
chr5	6	92095612	4407	4407.0	7929.0	5132.0	92092542	113.7	82.9	82.5
chr4	5	7458161	4409	4409.0	6451.0	10244.0	7454145	113.7	95.2	51.3
chr19	21	40710417	4412	4412.0	10355.0	4334.0	40705805	113.6	67.4	90.9
chr9	12	123061080	4420	4420.0	13985.0	3505.0	123056704	113.4	49.9	102.0
chr18	20	75684099	4421	4421.0	8861.0	4656.0	75680341	113.4	76.4	87.3
chr11	13	74960704	4423	4423.0	6943.0	6029.0	74957348	113.4	90.9	75.0
chr2	2	103609614	4428	4428.0	11441.0	0.0	103604456	113.4	61.8	0.0
chr15	16	3235947	4430	4430.0	0.0	6092.0	3230295	113.2	0.0	74.6
chr3	4	144234471	4434	4434.0	11063.0	4067.0	144231047	113.2	63.7	94.2
chr2	2	9685988	4435	4435.0	14806.0	9081.0	9681532	113.2	46.5	56.5
chr18	20	70625029	4439	4439.0	8413.0	4153.0	70620127	113.0	79.4	93.0
chr15	16	80508525	4440	4440.0	17581.0	11465.0	80502101	113.0	36.4	46.3
chr5	6	64862919	4444	4444.0	5810.0	4079.0	64860179	113.0	101.6	94.0
chr4	5	130777397	4445	4445.0	15253.0	7072.0	130772337	113.0	44.8	67.9
chr18	20	81428038	4449	4449.0	6544.0	4240.0	81426546	112.9	94.3	91.9
chr14	11	18004642	4450	4450.0	5415.0	5148.0	18000368	112.9	105.9	82.3
chr17	18	6155737	4453	4453.0	6998.0	4783.0	6151063	112.9	90.4	85.9
chr3	4	95646547	4456	4456.0	7226.0	10608.0	95639643	112.9	88.7	49.8
chr6	7	129039490	4460	4460.0	6689.0	12542.0	129034802	112.7	93.2	42.3
chr1	1	85842669	4471	4471.0	6800.0	4096.0	85837853	112.5	92.1	93.8
chr2	2	19390512	4472	4472.0	8113.0	6242.0	19387426	112.5	81.4	73.5
chr3	4	88449452	4473	4473.0	18863.0	6681.0	88444096	112.5	32.3	70.6
chr7	8	58695049	4474	4474.0	10020.0	3459.0	58689719	112.5	69.3	102.6
chr13	14	91372655	4476	4476.0	5184.0	4636.0	91369409	112.5	108.5	87.5
chr14	11	122559219	4477	4477.0	4998.0	4256.0	122555411	112.5	110.9	91.7
chr4	5	15301525	4486	4486.0	9779.0	4823.0	15298801	112.4	70.6	85.4
chr15	16	97391840	4495	4495.0	8503.0	5857.0	97387146	112.2	78.8	76.4
chr11	13	75743387	4498	4498.0	14164.0	10024.0	75736261	112.0	49.1	52.1
chr15	16	63124044	4500	4500.0	10739.0	6067.0	63122492	112.0	65.2	74.8
chr9	12	123960964	4505	4505.0	7548.0	0.0	123954214	112.0	85.9	0.0
chr10	9	71365786	4506	4506.0	9738.0	14152.0	71359132	112.0	70.8	36.4
chr8	10	27163694	4508	4508.0	11315.0	3422.0	27158742	112.0	62.4	103.2
chr4	5	6684433	4509	4509.0	6630.0	4250.0	6679027	112.0	93.7	91.9
chr3	4	36855726	4512	4512.0	9243.0	6101.0	36852844	112.0	74.1	74.6
chr3	4	130950218	4513	4513.0	12789.0	3679.0	130945694	112.0	55.3	99.7
chr9	12	44957212	4519	4519.0	9942.0	4203.0	44952674	111.8	69.8	92.4
chr11	13	20617951	4522	4522.0	12177.0	3246.0	20614635	111.8	58.1	106.2
chr6	7	135420131	4527	4527.0	9792.0	6923.0	135417349	111.8	70.6	68.9
chr1	1	79646659	4530	4530.0	11490.0	4773.0	79642995	111.8	61.6	86.1
chr15	16	36642604	4532	4532.0	9604.0	6291.0	36639130	111.7	71.7	73.1
chr8	10	116906872	4538	4538.0	7897.0	3313.0	116903804	111.7	83.1	105.1
chr6	7	86480840	4539	4539.0	9043.0	3455.0	86476298	111.7	75.4	102.6
chr7	8	24432442	4543	4543.0	11639.0	3091.0	24427888	111.7	60.9	109.1
chr6	7	125574865	4549	4549.0	10398.0	4830.0	125571955	111.5	67.2	85.4
chr5	6	130197741	4554	4554.0	8396.0	3543.0	130192079	111.3	79.7	101.6
chr14	11	36955048	4555	4555.0	5165.0	5062.0	36951586	111.3	108.7	83.1
chr4	5	95217379	4563	4563.0	14391.0	5815.0	95213063	111.3	48.2	76.9
chr3	4	35749235	4565	4565.0	11670.0	3034.0	35745285	111.3	60.7	110.4
chr2	2	9751912	4567	4567.0	4963.0	11338.0	9748134	111.3	111.3	46.9
chr11	13	116389911	4570	4570.0	5737.0	4460.0	116386893	111.2	102.5	89.4
chr14	11	31783749	4575	4575.0	5826.0	6263.0	31779751	111.2	101.4	73.3
chr1	1	156463325	4581	4581.0	5909.0	9960.0	156458075	111.2	100.8	52.6
chr19	21	41346890	4585	4585.0	5853.0	4976.0	41343406	111.0	101.2	84.0
chr15	16	66757764	4589	4589.0	7344.0	6828.0	66754304	111.0	87.4	69.5
chr14	11	64868815	4590	4590.0	12529.0	5075.0	64864103	111.0	56.4	82.9
chr17	18	86326158	4599	4599.0	5701.0	3583.0	86322386	110.8	102.9	100.9
chr12	15	76856253	4600	4600.0	17039.0	4660.0	76850731	110.8	38.1	87.3
chr2	2	72172176	4602	4602.0	5339.0	6742.0	72167846	110.8	106.8	70.2
chr1	1	64972726	4606	4606.0	12202.0	4592.0	64969114	110.8	58.1	88.0
chr5	6	24752943	4607	4607.0	5714.0	5618.0	24749515	110.8	102.9	78.5
chr2	2	11264798	4609	4609.0	14384.0	6390.0	11258234	110.8	48.2	72.5
chr17	18	12616905	4612	4612.0	0.0	5452.0	12614049	110.6	0.0	79.8
chr8	10	106645417	4621	4621.0	7630.0	4340.0	106641881	110.6	85.0	90.9
chr1	1	193162039	4624	4624.0	6042.0	3745.0	193159037	110.6	99.3	98.8
chr7	8	39643551	4625	4625.0	9676.0	4736.0	39641487	110.5	71.3	86.5
chr9	12	121683977	4627	4627.0	5624.0	4279.0	121681075	110.5	103.8	91.7
chr8	10	31122914	4628	4628.0	6951.0	5251.0	31119416	110.5	90.9	81.7
chr17	18	17603958	4635	4635.0	11087.0	3898.0	17597552	110.3	63.5	96.3
chrX	3	140507893	4636	4636.0	7351.0	5762.0	140503897	110.3	87.4	77.3
chr10	9	63178540	4639	4639.0	10374.0	5144.0	63174778	110.3	67.2	82.5
chr7	8	76239407	4640	4640.0	18805.0	7043.0	76236231	110.3	32.5	68.1
chr15	16	95887089	4644	4644.0	13048.0	7488.0	95883191	110.1	54.0	65.3
chr11	13	107013619	4645	4645.0	7285.0	5932.0	107011837	110.1	88.1	75.8
chr11	13	104659179	4646	4646.0	7908.0	4981.0	104655889	110.1	82.9	84.0
chr10	9	63261468	4647	4647.0	16083.0	0.0	63255350	110.1	41.6	0.0
chr9	12	106161132	4649	4649.0	6647.0	3444.0	106159200	110.1	93.4	102.8
chr1	1	183347963	4654	4654.0	6555.0	3349.0	183343675	110.1	94.3	104.5
chr11	13	97437034	4658	4658.0	5918.0	6135.0	97432994	110.0	100.5	74.1
chr7	8	58752097	4660	4660.0	5464.0	6108.0	58748305	110.0	105.5	74.6
chr10	9	7011279	4673	4673.0	16641.0	15125.0	7004967	109.8	39.6	33.5
chr2	2	117990159	4677	4677.0	0.0	8716.0	117986739	109.8	0.0	58.4
chr1	1	172528305	4678	4678.0	8289.0	9254.0	172525523	109.8	80.3	55.7
chr17	18	73154182	4680	4680.0	10123.0	3827.0	73149348	109.6	68.7	97.4
chr17	18	24128549	4681	4681.0	0.0	14966.0	24122573	109.6	0.0	33.9
chr11	13	88631864	4683	4683.0	14533.0	0.0	88626654	109.6	47.6	0.0
chr13	14	111937578	4685	4685.0	8878.0	5374.0	111933610	109.6	76.2	80.4
chr3	4	65976132	4687	4687.0	6427.0	4252.0	65973632	109.6	95.4	91.9
chr3	4	102716041	4691	4691.0	6599.0	4692.0	102714359	109.6	93.9	87.1
chr17	18	22741390	4697	4697.0	6350.0	4610.0	22738538	109.4	96.0	87.7
chr15	16	59265170	4699	4699.0	12302.0	4673.0	59262140	109.4	57.5	87.1
chr9	12	90261983	4702	4702.0	18908.0	8789.0	90257533	109.4	32.1	57.8
chr4	5	106294724	4707	4707.0	6405.0	5950.0	106292294	109.4	95.6	75.8
chr2	2	156259209	4718	4718.0	13989.0	4323.0	156255365	109.3	49.9	91.1
chr5	6	140737883	4721	4721.0	14189.0	3536.0	140732701	109.1	49.1	101.6
chr6	7	120568850	4725	4725.0	11637.0	6000.0	120566532	109.1	60.9	75.4
chr5	6	64907032	4728	4728.0	7853.0	5011.0	64904194	109.1	83.5	83.8
chr4	5	16170780	4729	4729.0	5460.0	5136.0	16167104	109.1	105.5	82.5
chr2	2	49734599	4731	4731.0	5715.0	5776.0	49732425	109.1	102.9	77.3
chrX	3	159691628	4742	4742.0	10082.0	8012.0	159685532	108.9	68.9	62.4
chr6	7	83449898	4747	4747.0	5811.0	10559.0	83444774	108.9	101.6	50.1
chr5	6	32106244	4749	4749.0	7757.0	4068.0	32102384	108.9	84.2	94.2
chr4	5	135207023	4750	4750.0	6343.0	3211.0	135202285	108.9	96.2	106.8
chr2	2	139927769	4752	4752.0	12235.0	9490.0	139922567	108.9	57.9	54.7
chr9	12	61750477	4756	4756.0	10417.0	9887.0	61747631	108.9	67.0	52.8
chr6	7	145305476	4757	4757.0	7337.0	10399.0	145302030	108.8	87.6	50.7
chr9	12	62427210	4764	4764.0	12720.0	4421.0	62423600	108.8	55.5	89.8
chr11	13	100611264	4768	4768.0	6410.0	5129.0	100606850	108.6	95.4	82.5
chr4	5	44273017	4775	4775.0	12706.0	4780.0	44269531	108.6	55.8	86.1
chr4	5	15930740	4777	4777.0	8775.0	4413.0	15926206	108.6	77.1	90.1
chr5	6	135964063	4780	4780.0	7601.0	4069.0	135960787	108.6	85.5	94.2
chr13	14	5707324	4784	4784.0	11937.0	4119.0	5702912	108.4	59.2	93.4
chr16	17	91473320	4785	4785.0	15385.0	3684.0	91468080	108.4	44.1	99.5
chr13	14	8459079	4786	4786.0	0.0	4051.0	8455085	108.4	0.0	94.2
chr7	8	141306080	4794	4794.0	10164.0	5524.0	141300590	108.4	68.5	79.2
chr5	6	122701995	4795	4795.0	14549.0	6983.0	122696697	108.4	47.6	68.5
chr12	15	84676295	4811	4811.0	8307.0	4657.0	84674187	108.1	80.1	87.3
chr10	9	94546801	4813	4813.0	8509.0	5252.0	94544551	108.1	78.8	81.5
chr5	6	65902872	4816	4816.0	19973.0	9365.0	65896750	108.1	29.3	55.3
chr4	5	150596911	4817	4817.0	5764.0	3340.0	150591105	108.1	102.3	104.5
chr3	4	52071011	4818	4818.0	9533.0	5647.0	52069127	108.1	72.3	78.3
chr1	1	85704813	4820	4820.0	9817.0	5892.0	85700331	108.1	70.4	76.2
chr19	21	32686721	4822	4822.0	15723.0	7102.0	32680179	107.9	42.8	67.6
chr13	14	35132307	4825	4825.0	8442.0	5545.0	35127863	107.9	79.2	79.0
chr4	5	56223955	4827	4827.0	10548.0	5919.0	56221345	107.9	66.3	76.0
chr3	4	129726364	4829	4829.0	7070.0	6417.0	129723852	107.9	90.0	72.3
chr17	18	50487415	4832	4832.0	10968.0	6232.0	50482791	107.7	64.2	73.5
chr17	18	26574976	4836	4836.0	7305.0	3394.0	26568836	107.7	87.8	103.7
chr8	10	81697333	4837	4837.0	9027.0	15182.0	81691887	107.7	75.4	33.3
chr13	14	9778425	4843	4843.0	13141.0	8500.0	9775109	107.6	53.6	59.5
chr5	6	137709909	4845	4845.0	6775.0	3637.0	137704987	107.4	92.4	100.3
chr10	9	91158765	4848	4848.0	8265.0	0.0	91152843	107.4	80.3	0.0
chr3	4	95974471	4853	4853.0	10293.0	4779.0	95971573	107.4	67.8	86.1
chr11	13	49985386	4857	4857.0	14163.0	3437.0	49981336	107.2	49.1	103.0
chr7	8	117470793	4861	4861.0	16655.0	3647.0	117465431	107.2	39.4	100.1
chr3	4	129603955	4863	4863.0	10215.0	6925.0	129600963	107.2	68.2	68.9
chr16	17	58545037	4867	4867.0	14423.0	5662.0	58542101	107.0	48.0	78.1
chr12	15	112450776	4869	4869.0	11761.0	3700.0	112447814	107.0	60.1	99.3
chr7	8	142395796	4881	4881.0	12896.0	3793.0	142391600	106.9	54.9	98.0
chr6	7	54144734	4883	4883.0	10257.0	7195.0	54141380	106.9	68.0	67.2
chr4	5	31825136	4886	4886.0	11488.0	7577.0	31823042	106.9	61.6	64.9
chr13	14	8834476	4888	4888.0	14778.0	7925.0	8830234	106.7	46.5	62.8
chr10	9	57747371	4891	4891.0	7923.0	4137.0	57743283	106.7	82.9	93.2
chr9	12	80318984	4892	4892.0	8346.0	5772.0	80316624	106.7	79.9	77.3
chr4	5	141456689	4896	4896.0	11936.0	7044.0	141452073	106.7	59.4	68.1
chr2	2	165795651	4898	4898.0	6383.0	5922.0	165791725	106.7	95.8	76.0
chr3	4	79130551	4910	4910.0	10172.0	6944.0	79125939	106.5	68.5	68.7
chr2	2	160757725	4913	4913.0	5694.0	3476.0	160753939	106.5	103.1	102.4
chr2	2	79053200	4915	4915.0	10540.0	7397.0	79048574	106.5	66.3	66.0
chr2	2	61517735	4916	4916.0	8739.0	5440.0	61514267	106.5	77.3	80.0
chr1	1	80420716	4919	4919.0	14488.0	5726.0	80414878	106.5	47.8	77.7
chr18	20	39050306	4921	4921.0	6271.0	4172.0	39046850	106.3	96.9	92.8
chr10	9	75567025	4925	4925.0	8283.0	4314.0	75564325	106.3	80.3	91.1
chr5	6	149019412	4929	4929.0	15416.0	0.0	149014618	106.3	44.1	0.0
chr1	1	36964078	4931	4931.0	6802.0	11950.0	36960234	106.3	92.1	44.4
chr6	7	41219250	4932	4932.0	17034.0	10120.0	41214426	106.3	38.3	51.9
chr19	21	31339091	4934	4934.0	15967.0	7741.0	31335607	106.2	42.0	63.9
chr18	20	84875327	4935	4935.0	5784.0	5154.0	84871553	106.2	101.8	82.3
chr13	14	109839017	4937	4937.0	7338.0	7810.0	109836463	106.2	87.4	63.5
chr4	5	109082299	4940	4940.0	9410.0	3369.0	109077595	106.2	73.0	104.1
chr17	18	74756760	4944	4944.0	15023.0	7769.0	74752320	106.0	45.6	63.7
chr12	15	73766445	4946	4946.0	0.0	5153.0	73760659	106.0	0.0	82.3
chr11	13	88457731	4949	4949.0	6479.0	5738.0	88454111	106.0	94.7	77.5
chr6	7	54121353	4953	4953.0	8588.0	6364.0	54118305	106.0	78.4	72.7
chr9	12	42035070	4957	4957.0	7460.0	4973.0	42032416	106.0	86.6	84.2
chr8	10	36134364	4958	4958.0	14099.0	9312.0	36128066	105.8	49.5	55.5
chr17	18	86803115	4959	4959.0	6542.0	10327.0	86800469	105.8	94.3	50.9
chr3	4	54593308	4963	4963.0	11106.0	6253.0	54591230	105.8	63.5	73.5
chr18	20	39370939	4968	4968.0	6135.0	5740.0	39368375	105.7	98.2	77.5
chr17	18	83657403	4970	4970.0	9115.0	6799.0	83652275	105.7	74.9	69.7
chr16	17	94586644	4972	4972.0	14067.0	0.0	94580830	105.7	49.5	0.0
chr11	13	106709581	4974	4974.0	14688.0	5394.0	106702663	105.7	46.9	80.2
chr9	12	70762155	4975	4975.0	7039.0	4922.0	70758999	105.7	90.2	84.4
chr4	5	8825623	4976	4976.0	18861.0	3449.0	8820489	105.7	32.3	102.8
chr10	9	96499294	4977	4977.0	12505.0	5109.0	96495918	105.5	56.6	82.7
