	chr	start	end	strand	Stat	Parent files	Total subpeaks	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr15-66489796-1	chr15	66437279	66542313	+	1106.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr15-17415	0	chr15	66437279	66542313	+	1106.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_019457, intron 1 of 11)	intron (NM_019457, intron 1 of 11)	11114	NM_019457	54562	Mm.244890	NM_019457	ENSMUSG00000022375	Lrrc6	LRTP	leucine rich repeat containing 6 (testis)	protein-coding
Merged-chr2-25503982-1	chr2	25448896	25559068	+	1105.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr2-66807	0	chr2	25448896	25559068	+	1105.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_013908, intron 6 of 8)	intron (NM_013908, intron 6 of 8)	-2263	NM_001271777	69379	Mm.24596	NM_027062	ENSMUSG00000015083	C8g	-	complement component 8, gamma polypeptide	protein-coding
Merged-chr7-45747914-1	chr7	45680838	45814990	+	1097.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr7-49141	0	chr7	45680838	45814990	+	1097.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_017465, intron 1 of 6)	IMPB_01|Satellite|Satellite	11641	NM_017465	54200	Mm.271634	NM_017465	ENSMUSG00000003271	Sult2b1	AI326997|BB173635|ST2B1|SULT2B	sulfotransferase family, cytosolic, 2B, member 1	protein-coding
Merged-chr16-91580952-1	chr16	91512365	91649540	+	1084.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr16-6016	0	chr16	91512365	91649540	+	1084.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_030018, intron 4 of 6)	intron (NM_030018, intron 4 of 6)	16728	NM_030018	77975	Mm.290341	NM_030018	ENSMUSG00000022964	Tmem50b	AU015466|AU019872|B230114J08Rik	transmembrane protein 50B	protein-coding
Merged-chr11-45839500-1	chr11	45780847	45898154	+	1083.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr11-27973	0	chr11	45780847	45898154	+	1083.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NR_045876, intron 3 of 3)	L1M4|LINE|L1	-12464	NM_001045520	216705	Mm.169673	NM_001045520	ENSMUSG00000006169	Clint1	AI642036|AW537616|C530049I24Rik|Enth|Epn4|F630206G17Rik|mKIAA0171	clathrin interactor 1	protein-coding
Merged-chr15-81298706-1	chr15	81235704	81361708	+	1074.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr15-40499	0	chr15	81235704	81361708	+	1074.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	B3A|SINE|B2	-46844	NR_077230	78102	Mm.296832	NR_077229	0	8430426J06Rik	-	RIKEN cDNA 8430426J06 gene	ncRNA
Merged-chr7-80070083-1	chr7	80014627	80125539	+	1061.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr7-29597	0	chr7	80014627	80125539	+	1061.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NR_045695, intron 1 of 2)	intron (NR_045695, intron 1 of 2)	5174	NR_045695	100859962	Mm.392575	NR_045695	0	Gm21057	-	predicted gene, 21057	ncRNA
Merged-chr17-23589915-1	chr17	23534470	23645361	+	1060.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr17-39541	0	chr17	23534470	23645361	+	1060.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_011747, intron 1 of 5)	intron (NM_011747, intron 1 of 5)	9572	NM_011747	22654	Mm.40326	NM_011747	ENSMUSG00000062012	Zfp13	4933429B21|AI835008|Krox-8|Rhit|Zfp-13	zinc finger protein 13	protein-coding
Merged-chr17-83337646-1	chr17	83267285	83408008	+	1058.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr17-16316	0	chr17	83267285	83408008	+	1058.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	L1MC1|LINE|L1	-13285	NM_001114361	78798	Mm.295565	NM_199466	ENSMUSG00000032624	Eml4	4930443C24Rik|AI644019	echinoderm microtubule associated protein like 4	protein-coding
Merged-chr11-96998037-1	chr11	96943409	97052665	+	1058.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr11-48785	0	chr11	96943409	97052665	+	1058.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-15532	NM_031183	83395	Mm.156282	NM_031183	ENSMUSG00000038560	Sp6	1110025J03Rik|AA591031|AI592962|Epfn|Klf14	trans-acting transcription factor 6	protein-coding
Merged-chr19-46487203-1	chr19	46438026	46536380	+	1056.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr19-24590	0	chr19	46438026	46536380	+	1056.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	3' UTR (NM_001025391, exon 12 of 12)	3' UTR (NM_001025391, exon 12 of 12)	-14445	NM_053100	93679	Mm.392177	NM_053100	ENSMUSG00000025034	Trim8	AA408830|BB006755|GERP|Rnf27	tripartite motif-containing 8	protein-coding
Merged-chr6-145927459-1	chr6	145834839	146020080	+	1050.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr6-53217	0	chr6	145834839	146020080	+	1050.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-6688	NM_010656	16651	Mm.49689	NM_010656	ENSMUSG00000030255	Sspn	Krag	sarcospan	protein-coding
Merged-chr11-86806330-1	chr11	86738948	86873713	+	1042.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr11-48297	0	chr11	86738948	86873713	+	1042.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_026191, intron 2 of 17)	intron (NM_026191, intron 2 of 17)	1330	NM_026191	67487	Mm.260627	NM_026191	ENSMUSG00000018425	Dhx40	2410016C14Rik|ARG147|DDX40|PAD	DEAH (Asp-Glu-Ala-His) box polypeptide 40	protein-coding
Merged-chr16-3937624-1	chr16	3870674	4004574	+	1035.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr16-27983	0	chr16	3870674	4004574	+	1035.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_029738, intron 11 of 11)	intron (NM_029738, intron 11 of 11)	28615	NM_029738	76779	Mm.458921	NM_029738	ENSMUSG00000014232	Cluap1	2310030D15Rik|2610111M03Rik	clusterin associated protein 1	protein-coding
Merged-chr9-66247533-1	chr9	66185931	66309135	+	1024.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr9-25516	0	chr9	66185931	66309135	+	1024.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_010019, intron 5 of 11)	intron (NM_010019, intron 5 of 11)	89307	NM_010019	13143	Mm.304472	NM_010019	ENSMUSG00000032380	Dapk2	-	death-associated protein kinase 2	protein-coding
Merged-chr5-64484293-1	chr5	64430966	64537621	+	1023.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr5-43411	0	chr5	64430966	64537621	+	1023.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	TTS (NR_045413)	TTS (NR_045413)	7285	NR_045412	77382	Mm.366742	NR_045411	0	C030018K13Rik	-	RIKEN cDNA C030018K13 gene	ncRNA
Merged-chr10-78129826-1	chr10	78059574	78200078	+	1023.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr10-29885	0	chr10	78059574	78200078	+	1023.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	39942	NM_138601	28295	Mm.268691	NM_138601	ENSMUSG00000053329	D10Jhu81e	C21orf33|ES1	DNA segment, Chr 10, Johns Hopkins University 81 expressed	protein-coding
Merged-chr6-149195395-1	chr6	149126864	149263927	+	1022.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr6-53511	0	chr6	149126864	149263927	+	1022.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	B2_Mm1a|SINE|B2	-6683	NM_001113424	232566	Mm.209147	NM_001113424	ENSMUSG00000068250	Amn1	5830467E07Rik|A230083D09|C730024G19Rik	antagonist of mitotic exit network 1	protein-coding
Merged-chr16-94218767-1	chr16	94167501	94270034	+	1020.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr16-32518	0	chr16	94167501	94270034	+	1020.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_139145, intron 5 of 9)	RSINE1|SINE|B4	69089	NM_139145	110948	Mm.30921	NM_139145	ENSMUSG00000040820	Hlcs	410I21.SP6|D16Jhu34	holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase)	protein-coding
Merged-chr3-129577283-1	chr3	129520757	129633809	+	1018.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr3-15416	0	chr3	129520757	129633809	+	1018.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_130450, intron 2 of 4)	intron (NM_130450, intron 2 of 4)	44897	NM_130450	170439	Mm.314113	NM_130450	ENSMUSG00000041220	Elovl6	C77826|FAE|LCE	ELOVL family member 6, elongation of long chain fatty acids (yeast)	protein-coding
Merged-chr3-95235379-1	chr3	95174184	95296574	+	1008.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr3-24310	0	chr3	95174184	95296574	+	1008.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	3' UTR (NM_172395, exon 5 of 5)	3' UTR (NM_172395, exon 5 of 5)	5730	NM_001024841	229588	Mm.387177	NM_001024841	0	Gm128	Ment|pmis1	predicted gene 128	protein-coding
Merged-chr17-35864370-1	chr17	35803270	35925471	+	1004.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr17-41606	0	chr17	35803270	35925471	+	1004.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_134122, intron 3 of 3)	intron (NM_134122, intron 3 of 3)	-1225	NM_001146711	76448	Mm.359982	NM_175242	ENSMUSG00000034595	Ppp1r18	2310014H01Rik|AA407849|AI450394	protein phosphatase 1, regulatory subunit 18	protein-coding
Merged-chr14-79285999-1	chr14	79225342	79346656	+	1004.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr14-31035	0	chr14	79225342	79346656	+	1004.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	15636	NM_025427	66214	Mm.29811	NM_025427	ENSMUSG00000022018	Rgcc	1190002H23Rik|Rgc-32|Rgc32	regulator of cell cycle	protein-coding
Merged-chr2-75736123-1	chr2	75679272	75792975	+	1003.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr2-60105	0	chr2	75679272	75792975	+	1003.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-31482	NM_010902	18024	Mm.1025	NM_010902	ENSMUSG00000015839	Nfe2l2	AI194320|Nrf2	nuclear factor, erythroid derived 2, like 2	protein-coding
Merged-chr6-128827899-1	chr6	128782875	128872924	+	1000.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr6-44532	0	chr6	128782875	128872924	+	1000.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-1584	NM_030599	80782	Mm.6180	NM_030599	ENSMUSG00000079298	Klrb1b	Klrb1d|Ly55b|Ly55d|NKR-P1B|NKR-P1D|Nkrp1-b|Nkrp1d	killer cell lectin-like receptor subfamily B member 1B	protein-coding
Merged-chr3-115965865-1	chr3	115923142	116008588	+	998.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr3-38330	0	chr3	115923142	116008588	+	998.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_023214, intron 8 of 10)	MIRb|SINE|MIR	41541	NM_023214	66500	Mm.34550	NM_023214	ENSMUSG00000054414	Slc30a7	1810059J10Rik|2610034N15Rik|4833428C12Rik|AI467242|ZnT-7|ZnT7|Zntl2	solute carrier family 30 (zinc transporter), member 7	protein-coding
Merged-chr5-120664759-1	chr5	120612434	120717085	+	997.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr5-7859	0	chr5	120612434	120717085	+	997.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	exon (NM_013832, exon 13 of 22)	exon (NM_013832, exon 13 of 22)	15571	NM_001281999	19415	Mm.41209	NM_013832	ENSMUSG00000029602	Rasal1	MRASAL	RAS protein activator like 1 (GAP1 like)	protein-coding
Merged-chr8-34191442-1	chr8	34139957	34242927	+	994.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr8-29330	0	chr8	34139957	34242927	+	994.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	ORR1C1|LTR|ERVL-MaLR	-24730	NR_105820	102465211	0	NR_105820	miRBase:MI0021930	Mir6395	mmu-mir-6395	microRNA mir-6395	ncRNA
Merged-chr3-68987773-1	chr3	68929874	69045672	+	993.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr3-16268	0	chr3	68929874	69045672	+	993.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_026641, intron 4 of 19)	intron (NM_026641, intron 4 of 19)	16797	NM_026641	68259	Mm.389451	NM_026641	ENSMUSG00000027778	Ift80	4921524P20Rik|Wdr56|mKIAA1374	intraflagellar transport 80	protein-coding
Merged-chr13-46745744-1	chr13	46689902	46801587	+	990.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr13-26306	0	chr13	46689902	46801587	+	990.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-17895	NM_175749	218210	Mm.255398	NM_175749	ENSMUSG00000021374	Nup153	B130015D15Rik|C88147	nucleoporin 153	protein-coding
Merged-chr15-57766929-1	chr15	57692838	57841021	+	979.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr15-22069	0	chr15	57692838	57841021	+	979.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_199449, intron 2 of 3)	intron (NM_199449, intron 2 of 3)	72262	NM_199449	387609	Mm.36557	NM_199449	ENSMUSG00000071757	Zhx2	Afr-1|Afr1|Raf|mKIAA0854	zinc fingers and homeoboxes 2	protein-coding
Merged-chr2-62399405-1	chr2	62335257	62463553	+	971.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr2-59555	0	chr2	62335257	62463553	+	971.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001159543, intron 2 of 24)	intron (NM_001159543, intron 2 of 24)	12826	NM_001159543	13482	Mm.1151	NM_010074	ENSMUSG00000035000	Dpp4	Cd26|Dpp-4|THAM	dipeptidylpeptidase 4	protein-coding
Merged-chr6-91073079-1	chr6	91015459	91130699	+	966.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr6-36832	0	chr6	91015459	91130699	+	966.7999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_018815, intron 10 of 39)	intron (NM_018815, intron 10 of 39)	43747	NM_018815	54563	Mm.28162	NM_018815	ENSMUSG00000030091	Nup210	9830001L10|AI836801|Pom210|gp190|gp210	nucleoporin 210	protein-coding
Merged-chr12-69244417-1	chr12	69183316	69305519	+	963.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr12-42376	0	chr12	69183316	69305519	+	963.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_178253, intron 1 of 12)	intron (NM_178253, intron 1 of 12)	2585	NM_178253	271005	Mm.180969	NM_178253	0	Klhdc1	-	kelch domain containing 1	protein-coding
Merged-chr3-89415500-1	chr3	89368249	89462752	+	963.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr3-36503	0	chr3	89368249	89462752	+	963.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	TTS (NM_016904)	TTS (NM_016904)	2791	NM_016904	54124	Mm.3049	NM_016904	ENSMUSG00000028044	Cks1b	2410005G18Rik|2610005D03Rik|AA407784|Cks1|sid1334	CDC28 protein kinase 1b	protein-coding
Merged-chr6-30301359-1	chr6	30246792	30355926	+	959.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr6-26495	0	chr6	30246792	30355926	+	959.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001169576, intron 1 of 4)	intron (NM_001169576, intron 1 of 4)	3180	NM_009459	22214	Mm.332967	NM_009459	ENSMUSG00000039159	Ube2h	1500009C23Rik|AI181839|AI326965|AI462483|AW227540|E2-20K|Gid3|N28148|Ubc8	ubiquitin-conjugating enzyme E2H	protein-coding
Merged-chr8-106033792-1	chr8	105983307	106084278	+	956.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr8-42566	0	chr8	105983307	106084278	+	956.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_025518, intron 6 of 15)	intron (NM_025518, intron 6 of 15)	-22306	NM_028038	71986	Mm.307515	NM_028038	ENSMUSG00000045538	Ddx28	2410004K13Rik|AI449652|Mddx28	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28	protein-coding
Merged-chr6-41160451-1	chr6	41084910	41235993	+	946.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr6-35129	0	chr6	41084910	41235993	+	946.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	L2a|LINE|L2	-124942	NM_023333	67373	Mm.153729	NM_023333	ENSMUSG00000029882	2210010C04Rik	AV072249	RIKEN cDNA 2210010C04 gene	protein-coding
Merged-chr3-88134658-1	chr3	88090802	88178514	+	944.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr3-27421	0	chr3	88090802	88178514	+	944.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	ORR1D1|LTR|ERVL-MaLR	-7737	NM_133665	17261	Mm.28184	NM_133665	ENSMUSG00000001419	Mef2d	C80750	myocyte enhancer factor 2D	protein-coding
Merged-chr5-65004972-1	chr5	64952163	65057781	+	942.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr5-37491	0	chr5	64952163	65057781	+	942.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_026667, intron 3 of 13)	intron (NM_026667, intron 3 of 13)	34654	NR_030577	100124451	0	NR_030577	miRBase:MI0005518	Mir574	Mirn574|mmu-mir-574	microRNA 574	ncRNA
Merged-chr13-97822077-1	chr13	97739866	97904288	+	940.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr13-38117	0	chr13	97739866	97904288	+	940.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	262077	NR_046157	328314	Mm.138047	NR_046157	0	Gm5086	B230311A21|EG328314	predicted gene 5086	ncRNA
Merged-chr2-126633396-1	chr2	126584119	126682673	+	938.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr2-28046	0	chr2	126584119	126682673	+	938.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001271469, intron 3 of 3)	intron (NM_001271469, intron 3 of 3)	-14718	NM_008230	15186	Mm.18603	NM_008230	ENSMUSG00000027360	Hdc	AW108189|Hdc-a|Hdc-c|Hdc-e|Hdc-s	histidine decarboxylase	protein-coding
Merged-chr14-77852942-1	chr14	77794406	77911479	+	938.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr14-23429	0	chr14	77794406	77911479	+	938.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	exon (NM_025384, exon 3 of 6)	exon (NM_025384, exon 3 of 6)	21975	NM_025384	66148	Mm.248046	NM_025384	ENSMUSG00000022013	Dnajc15	1110003P16Rik|Dnajd1	DnaJ (Hsp40) homolog, subfamily C, member 15	protein-coding
Merged-chr12-80096824-1	chr12	80046810	80146839	+	931.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr12-43619	0	chr12	80046810	80146839	+	931.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	MTEb|LTR|ERVL-MaLR	16189	NM_007564	12192	Mm.235132	NM_007564	ENSMUSG00000021127	Zfp36l1	AW742437|AW743212|Berg36|Brf1|D530020L18Rik|ERF1|TIS11b|cMG1	zinc finger protein 36, C3H type-like 1	protein-coding
Merged-chr17-86684706-1	chr17	86615927	86753485	+	925.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr17-32782	0	chr17	86615927	86753485	+	925.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-69158	NM_010137	13819	Mm.1415	NM_010137	ENSMUSG00000024140	Epas1	HIF-2alpha|HIF2A|HLF|HRF|MOP2|bHLHe73	endothelial PAS domain protein 1	protein-coding
Merged-chr8-128423898-1	chr8	128357276	128490521	+	921.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr8-19163	0	chr8	128357276	128490521	+	921.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_008737, intron 3 of 16)	intron (NM_008737, intron 3 of 16)	64657	NR_035436	100316680	0	NR_035436	miRBase:MI0008317	Mir1903	Mirn1903|mmu-mir-1903	microRNA 1903	ncRNA
Merged-chr12-11260409-1	chr12	11196155	11324664	+	916.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr12-16948	0	chr12	11196155	11324664	+	916.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_177331, intron 3 of 13)	Lx8|LINE|L1	5378	NM_177331	209334	Mm.215295	NM_177331	ENSMUSG00000051235	Gen1	5830483C08Rik	Gen homolog 1, endonuclease (Drosophila)	protein-coding
Merged-chr9-21590185-1	chr9	21524920	21655451	+	915.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr9-31287	0	chr9	21524920	21655451	+	915.7000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	TTS (NM_021531)	TTS (NM_021531)	-2537	NM_178619	69773	Mm.39704	NM_178619	ENSMUSG00000048429	1810026J23Rik	-	RIKEN cDNA 1810026J23 gene	protein-coding
Merged-chr15-82161965-1	chr15	82120921	82203009	+	915.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr15-46983	0	chr15	82120921	82203009	+	915.2999880000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_033218, intron 1 of 18)	intron (NM_033218, intron 1 of 18)	14696	NM_033218	20788	Mm.38016	NM_033218	ENSMUSG00000022463	Srebf2	AI608257|SREBP-2|SREBP2|SREBP2gc|bHLHd2|lop13|nuc	sterol regulatory element binding factor 2	protein-coding
Merged-chr7-142369284-1	chr7	142334571	142403998	+	914.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr7-35712	0	chr7	142334571	142403998	+	914.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_177265, intron 2 of 3)	intron (NM_177265, intron 2 of 3)	2975	NM_177265	320802	Mm.154486	NM_177265	ENSMUSG00000045777	Ifitm10	6330512M04Rik|AI848576|DSPA3	interferon induced transmembrane protein 10	protein-coding
Merged-chr2-26516819-1	chr2	26471938	26561701	+	912.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	1	chr2-49976	0	chr2	26471938	26561701	+	912.2000119999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-12997	NM_008714	18128	Mm.290610	NM_008714	ENSMUSG00000026923	Notch1	9930111A19Rik|Mis6|N1|Tan1|lin-12	notch 1	protein-coding
